#,GENuS_foodID,GENuS_FoodName,FCT_FoodName,Calories,Protein,Fat,Carbohydrates,Vitamin C,Vitamin A,Folate,Calcium,Iron,Zinc,Potassium,Dietary Fiber,Copper,Sodium,Phosphorus,Thiamin,Riboflavin,Niacin,B6,Choline,Magnesium,Manganese,Saturated FA,Monounsaturated FA,Polyunsaturated FA,Omega-3 (USDA only),B12 (USDA only),Water/moisture,Ash,Refuse
143,101,Vegetables; fresh; nes,"Water lily, stem, raw",8,0.3,0.1,0.7,9,4,,8,0.4,,,1.7,,,9,,,,,,,,,,,,,96.6,0.6,
144,101,Vegetables; fresh; nes,"Water mimosa, raw",38,4.2,0.4,2,29,295,,63,4.8,0.4,228,4.9,0.06,12,58,0.13,0.33,1.9,,,,,,,,,,87.3,1.2,
145,101,Vegetables; fresh; nes,"Watercress, raw",18,1.9,0.1,1.1,57,98,,158,1.5,,249,2.5,,62,39,0.09,0.13,0.7,,,,,,,,,,93.6,0.8,
146,101,Vegetables; fresh; nes,Fennel,42,2.5,0.4,7.2,23,434,,79,2.3,,439,,,70,48,,0.22,1.2,,,,,,,,,,88.3,1.6,
147,104,Vegetables in vinegar,"Chinese  radish,  leaf, sweet pickled",55,1.3,0.2,12,,,,,,,,,,,,,,,,,,,,,,,,72.5,14,
148,104,Vegetables in vinegar,"Corn, baby, in brine, canned, drained",24,1.6,0.4,2.4,,,,7,,,,2.4,,254,,,,,,,,,,,,,,92.2,1,
149,104,Vegetables in vinegar,"Eggplant/brinjal, pickled",27,1.1,0.2,5.1,,,,,,,,,,,,,,,,,,,,,,,,90.6,3,
150,104,Vegetables in vinegar,"Mung bean, sprout,  in brine, canned",23,1.5,0.1,3,2,,,33,0.3,,,1.9,,313,,,,,,,,,,,,,,92.5,1,
151,104,Vegetables in vinegar,"Mushroom, button/ champignon, canned  in brine, drained",31,4,0.5,1.1,4,,,16,0.8,3.4,27,3.2,0.33,394,42,,,,,,,,,,,,,90.2,1,
152,104,Vegetables in vinegar,"Mustard, Chinese, leaf, pickled",21,1.5,0.2,3.4,20,81,,79,5.7,,,,,,248,0.02,0.03,0.4,,,,,,,,,,91.5,3.4,
153,105,Vegetables; preserved; nes,"Cabbage, Chinese, salted",34,1.4,0.3,5.4,10,0,,59,1.6,,1455,2.1,,1512,25,0,0.02,0,,,,,,,,,,86.2,4.6,
154,105,Vegetables; preserved; nes,"Asparagus, canned",20,1.7,0,2.5,10,0,,18,0.3,,79,1.7,,380,30,0.05,0.06,0.4,,,,,,,,,,93,1.1,
155,105,Vegetables; preserved; nes,"Bamboo shoot, canned, drained",12,0.9,0.2,0.5,0,1,,34,0.6,,,2.4,,9,16,0.01,0.06,0.2,,,,,,,,,,95.7,0.3,
156,110,Watermelons,Watermelon,24,0.6,0.1,5.1,6,21,,8,0.2,0.1,76,0.3,0.03,6,13,0.03,0.04,0.2,,,,,,,,,,93.6,0.3,
157,111,Other melons (inc. cantaloupes),"Melon,  honeydew",31,0.3,0.3,6.7,8,1,,23,0.4,,,,,,12,0.02,0.02,0.5,,,,,,,,,,92.3,0.4,
158,111,Other melons (inc. cantaloupes),Muskmelon,16,0.3,0,3.8,30,18,,21,0.4,,,,,,15,0.04,0.02,0.3,,,,,,,,,,95.4,0.5,
159,113,Oranges; Mandarines,Mandarin/tangerine,42,1,0.3,8.1,22,11,,57,0.3,0.1,122,1.5,0.07,18,27,0.07,0.05,0.3,,,,,,,,,,88.7,0.4,
160,113,Oranges; Mandarines,"Orange,  green skin/Kalanchoe",45,0.8,0.3,8.6,33,7,,31,1,0,124,2.4,0.03,5,18,0.07,0.03,0.3,,,,,,,,,,87.5,0.4,
161,114,Lemons; Limes,Lemon,31,0.6,0.3,6.5,32,0,,21,0.3,,175,,,17,6,0.05,0.03,0.2,,,,,,,,,,92.2,0.4,
162,114,Lemons; Limes,"Lemon,  Philippine",48,0.7,1,9,43,0,,29,0.7,,457,,,3,17,0.03,0.01,0.2,,,,,,,,,,88.8,0.5,
163,115,Grapefruit,Pomelo,44,0.6,0.2,9.6,59,10,,21,0.6,,310,0.7,,18,22,0.04,0.03,0.3,,,,,,,,,,88.4,0.5,
164,117,Bananas,"Banana, apple variety,  ripe",100,1,0.2,22.4,12,7,,11,0.4,0.1,269,2.4,0.05,6,20,0.04,0.03,0.6,,,,,,,,,,73.2,0.8,
165,117,Bananas,"Banana, cavendish, ripe",94,1.3,0.6,19.9,8,6,,13,0.4,0.2,370,1.7,0.2,12,19,0.04,0.04,0.6,,,,,,,,,,75.7,0.8,
166,117,Bananas,"Banana, dessert  banana, dwarf",104,1.2,0.3,24.1,11,13,,12,0.4,,370,,,36,26,0.04,0.05,0.6,,,,,,,,,,73.5,0.9,
167,117,Bananas,"Banana, dessert,  Valery, Hom variety",109,1.3,0.1,24.8,5,,,5,0.6,0.1,323,1.9,0.05,21,21,0.05,0.05,0.9,,,,,,,,,,70.9,1,
168,117,Bananas,"Banana, pink banana",96,1.1,0.3,22.3,9,21,,13,0.5,,258,,,2,20,0.03,0.04,0.7,,,,,,,,,,75.5,0.8,
169,117,Bananas,"Banana, pisang  kari",112,0.9,0.3,26.3,8,18,,8,0.5,0.2,273,,0.1,6,33,0.08,0.01,0.5,,,,,,,,,,71.6,0.9,
170,117,Bananas,"Banana, rice banana",98,1.1,0.2,22,11,16,,24,0.4,0.2,303,1.8,0.1,6,19,0.03,0.06,0.6,,,,,,,,,,74.1,0.8,
171,117,Bananas,"Banana, silver bluggoe, Hug- mook  variety",115,1.1,0.6,26.4,15,23,,16,,,,,,,36,0.08,0.11,0.8,,,,,,,,,,71.2,0.7,
172,119,Apples,"Apple, green",53,0.4,0.2,12.2,4,5,,11,0.8,,98,0.6,,35,9,0.03,0.03,0.2,,,,,,,,,,86.3,0.3,
173,119,Apples,"Apple, red",63,0.5,0.4,14.4,2,7,,7,0.2,,83,,,3,9,0.03,0.01,0.3,,,,,,,,,,84.5,0.2,
174,120,Pineapples,Pineapple,48,0.5,0.1,10.8,17,2,,17,0.6,0.1,128,1,0.03,21,10,0.08,0.05,0.2,,,,,,,,,,87.2,0.4,
175,122,Grapes,"Grape,  assorted",53,0.6,0.1,11.8,5,2,,20,0.8,0.1,136,1.1,0.2,11,21,0.04,0.04,0.2,,,,,,,,,,85.9,0.5,
176,123,Pears,Pear,59,0.5,0.1,14,5,2,,21,1,,62,,,2,12,0.04,0.03,0.1,,,,,,,,,,85.1,0.3,
177,123,Pears,"Pear, chinese, yellow",45,0.6,0.2,10.1,5,1,,10,0.6,,134,,,14,10,0.03,0.06,0.4,,,,,,,,,,88.7,0.4,
178,129,Plums and sloes,Spanish  plum,88,0.8,0.2,20.8,30,15,,68,1,,,,,,39,0.07,0.13,0.9,,,,,,,,,,77.3,0.9,
179,132,Strawberries,Strawberry,26,0.8,0.2,4.3,59,2,,21,0.8,,66,1.9,,3,16,0.02,0.02,0.2,,,,,,,,,,92.4,0.4,
180,134,Gooseberries,"Gooseberry, Indian",70,0.4,0.1,16.9,243,,,18,0.5,,,,,,4,0.02,0,0.8,,,,,,,,,,82.2,0.4,
181,139,Figs,"Fig, fresh",49,2,0.2,9.7,43,1,,43,0.6,0.2,180,,0.1,2,27,0.14,0.47,,,,,,,,,,,86.9,1.2,
182,140,Mangos; mangosteens; guavas,"Guava,  white flesh",55,0.9,0.2,10.1,141,4,,21,0.9,0.5,97,4.4,0.04,19,19,0.07,0.06,1.2,,,,,,,,,,83.8,0.6,
183,140,Mangos; mangosteens; guavas,"Mango,  num-dok-mai variety, ripe",78,0.9,0.2,17.5,5,75,,6,0.3,0.1,144,1.2,0.1,3,16,0.11,0.06,1.8,,,,,,,,,,79.6,0.6,
184,140,Mangos; mangosteens; guavas,"Mango,  nung-klangwan variety,  ripe",85,0.5,0.2,20.2,34,,,25,0.3,,,,,,15,0.07,0.07,0.8,,,,,,,,,,78.7,0.4,
185,140,Mangos; mangosteens; guavas,"Mango,  okrong  variety,  ripe",79,0.8,0.2,17.9,10,12,,17,0.4,0.1,191,1.3,0.06,44,17,0.05,0.07,1.9,,,,,,,,,,79.3,0.5,
186,140,Mangos; mangosteens; guavas,"Mango,  thong-dum variety, ripe",82,0.6,0,19.9,25,,,41,0.4,,,,,,16,0.03,0.05,,,,,,,,,,,79.1,0.4,
187,140,Mangos; mangosteens; guavas,"Mango,  tub-ped  variety,  ripe",94,1.1,0,22.3,45,,,,,,,,,,22,0.09,0.08,,,,,,,,,,,76,0.6,
188,140,Mangos; mangosteens; guavas,Mangosteen,68,0.6,0.6,14.4,3,0,,11,0.6,0.1,63,1.5,0.1,10,13,0.06,0.03,0.3,,,,,,,,,,82.7,0.2,
189,140,Mangos; mangosteens; guavas,"Mango,Kiew-sa- weya variety,  unripe",79,0.8,0.2,17.2,29,16,,6,0.2,0.1,142,2.7,0.06,3,15,0.07,0.02,0.5,,,,,,,,,,78.6,0.5,
190,140,Mangos; mangosteens; guavas,"Mango,  Indian mango,  unripe",49,0.5,0,11,37,22,,6,0.6,0,140,1.6,0.1,3,12,0.03,0.03,0.2,,,,,,,,,,86.7,0.2,
191,140,Mangos; mangosteens; guavas,"Mango,  kaew variety, mature,  unripe",75,0.6,0.2,16.2,39,,,13,0.6,,126,3,0.06,3,9,0.06,0.04,0.4,,,,,,,,,,79.6,0.4,
192,140,Mangos; mangosteens; guavas,"Mango,  pimsen-mun variety, mature,  unripe",80,0.9,0.5,17,31,,,15,,,,1.8,,,12,0.04,0.04,0.6,,,,,,,,,,77.7,2.1,
193,140,Mangos; mangosteens; guavas,"Mango,  rad variety,  mature, unripe",76,0.5,0.2,16.8,,0.04,,20,0.6,0.1,138,2.3,0.06,76,13,0.05,0.5,19,,,,,,,,,,79.8,0.4,
194,141,Avocados,"Avocado, green",168,1.5,15.7,5.1,12,14,,19,1.6,,385,,,7,37,0.06,0.23,1.2,,,,,,,,,,76.9,0.8,
195,142,Persimmons,"Persimmon, hard variety,  ripe",68,0.6,0.1,15.1,23,27,,47,0.3,,103,1.9,,1,18,0.04,0.01,0.2,,,,,,,,,,81.9,0.4,
196,143,Cashewapple,"Cashew, fruit",53,0.7,0.2,12.2,154,2,,4,0.4,,83,,,9,14,0.02,0.02,1.5,,,,,,,,,,86.6,0.3,
197,145,Papayas,"Papaya,  ripe",40,0.9,0.1,8.1,62,71,,25,1.4,0.1,135,1.3,0.02,14,16,0.03,0.05,0.3,,,,,,,,,,89.1,0.5,
198,146,Fruit; tropical fresh; nes,Carambola/Star fruit,32,0.6,0.1,7.2,29,10,,8,0.7,,140,,,6,14,0.04,0.09,0.8,,,,,,,,,,91.6,0.5,
199,146,Fruit; tropical fresh; nes,"Durian,  assorted",152,2.4,3.9,25,33,13,,27,1.2,0.2,309,3.6,0.12,25,41,0.3,0.2,1.4,,,,,,,,,,64.1,1,
200,146,Fruit; tropical fresh; nes,"Jackfruit, fresh",84,1.3,0.4,18.7,5,9,,28,1,,362,,,46,25,0.08,0.07,0.7,,,,,,,,,,78.2,1.4,
201,146,Fruit; tropical fresh; nes,"Longan,  fresh",71,1,0.2,15.8,52,0,,15,0.4,0.4,216,0.9,0.22,9,23,0.08,0.09,0.5,,,,,,,,,,81.3,0.8,
202,146,Fruit; tropical fresh; nes,Rambutan,69,0.9,0.1,16,43,0,,19,0.7,0.1,93,,0.15,14,12,0.02,0.06,0.4,,,,,,,,,,82.6,0.4,
203,146,Fruit; tropical fresh; nes,"Sapodilla, ripe",69,0.5,0.7,11.1,14,8,,30,1.2,0.1,94,8.1,0.03,22,12,0.02,0.03,1.2,,,,,,,,,,79.1,0.5,
204,146,Fruit; tropical fresh; nes,"Star apple, green",60,0.9,1.1,10.2,6,0,,43,0.4,,,2.6,,,23,0.02,0.02,0.7,,,,,,,,,,84.6,0.6,
205,146,Fruit; tropical fresh; nes,"Bilimbi,  fruit",25,0.7,1.3,1.9,13,14,,10,0.4,,80,1.5,,4,6,0.01,0.06,0.8,,,,,,,,,,94.3,0.3,
206,146,Fruit; tropical fresh; nes,Lancet/Langsium/Langsat,67,0.9,0.1,15.6,24,,,5,0.7,0.2,,,0.09,,35,0.08,0.04,1.7,,,,,,,,,,82.9,0.5,
207,146,Fruit; tropical fresh; nes,"Malay apple, red",42,0.5,0.2,9.5,14,,,14,0.7,,172,,,,17,0.02,0.04,0.4,,,,,,,,,,89.4,0.4,
208,146,Fruit; tropical fresh; nes,Rambai,56,0.6,0.4,12.6,31,0,,4,1.8,,95,,,2,17,0.03,0.07,0.5,,,,,,,,,,86,0.4,
209,146,Fruit; tropical fresh; nes,Roseapple,27,0.6,0.1,5.9,21,0,,9,0.3,,81,,,2,9,0.03,0.02,0.2,,,,,,,,,,93.2,0.2,
210,146,Fruit; tropical fresh; nes,Salak palm,60,0.5,0.1,14.3,6,,,8,0.4,,,,,,18,,0.2,,,,,,,,,,,84.5,0.6,
211,146,Fruit; tropical fresh; nes,Soursop,72,1.2,0.4,15.8,27,1,,14,0.6,,294,,,2,22,0.09,0.08,0.7,,,,,,,,,,82,0.6,
212,146,Fruit; tropical fresh; nes,Star gooseberry,34,0.7,0.7,6.3,40,0,,5,0.4,,,,,,23,0.01,0.05,,,,,,,,,,,91.7,0.6,
213,146,Fruit; tropical fresh; nes,Sugar apple,86,1.6,0.3,18,26,3,,29,0.7,,250,2.2,,4,43,0.09,0.13,0.7,,,,,,,,,,77.2,0.7,
214,146,Fruit; tropical fresh; nes,"Toddy palm, cotyledon",116,2.4,0.1,26.3,7,,,12,0.8,,,,,,112,0.23,0.04,,,,,,,,,,,69.8,1.4,
215,146,Fruit; tropical fresh; nes,"Water Rose, Nak (redish color) variety",27,0.3,0,6.4,25,,,4,0.5,,,,,,12,0.01,0.02,0.1,,,,,,,,,,93.2,0.1,
216,146,Fruit; tropical fresh; nes,"Wax jambu,  Water Rose, green color variety",30,0.5,0.1,6.1,13,,,5,0.7,,107,1.1,,66,15,0.03,0.03,0.4,,,,,,,,,,92,0.2,
217,147,Fresh fruit; nes,Jujube,50,0.9,0.1,10.2,29,5,,34,0.5,,,2.2,,,42,0.02,0.28,0.9,,,,,,,,,,86.1,0.5,
218,147,Fresh fruit; nes,Litchi,70,1,0.4,15.7,24,0,,6,0.4,0.2,157,,0.07,5,31,0.02,0.08,0.8,,,,,,,,,,82.4,0.5,
219,147,Fresh fruit; nes,Pomegranate,69,0.6,0.1,16.3,5,0,,19,0.8,,323,,,6,33,0.08,0.01,0.4,,,,,,,,,,82.1,0.9,
220,147,Fresh fruit; nes,"Tamarind, fruit, ripe",303,2.8,0.5,71.8,30,1,,135,0.9,,158,,,10,96,0.29,0.05,0.8,,,,,,,,,,22.3,2.6,
221,148,Fruit dried; nes,"Banana, apple, whole, sun- dried",285,3.6,0.1,67.5,3,,,13,1.4,,,,,,89,0.05,0.12,,,,,,,,,,,26.4,2.4,
222,148,Fruit dried; nes,"Longan,  dried",319,4.6,0.4,74.3,,,,28,,,2012,,,5,,,,,,,,,,,,,,17.8,2.9,
223,148,Fruit dried; nes,"Pineapple, dried",353,0.9,0,87.3,,,,35,0.7,,,,,,,,,,,,,,,,,,,10.1,1.7,
224,148,Fruit dried; nes,"Prune,  dried",288,2.4,0.6,68.3,0,0,,61,3.7,,646,,,9,74,0.12,0.17,2,,,,,,,,,,26.5,2.2,
225,148,Fruit dried; nes,Raisin,300,2.7,0.4,71.3,0,0,,74,3.4,,632,,,15,96,0.11,0.08,0.2,,,,,,,,,,24,1.6,
226,149,Fruit juice; nes,"Juice, coconut, per  100 ml",41,0.1,0.3,9.5,,,,15,0.1,,,,,14,,,,,,,,,,,,,,89.7,0.4,
227,149,Fruit juice; nes,"Juice, coconut, immature kernel,  per 100 g",22,0.2,0,5.2,5,0,,30,0.2,,198,,,1,16,0,0,0,,,,,,,,,,94.2,0.4,
228,149,Fruit juice; nes,"Juice, lychee,  25%, canned, per 100 ml",55,0.1,0,13.6,1,,,2,0.2,,,0,,12,,,0.03,0,,,,,,,,,,90.3,0.1,
229,149,Fruit juice; nes,"Juice, orange,  100%, per
100 ml",56,0.6,0.1,13.1,0,,,8,0.3,,117,0.1,,26,,0.03,0.2,2.1,,,,,,,,,,91.1,0.5,
230,149,Fruit juice; nes,"Juice, palm, 100%, per 100 ml",96,0,0,24.1,41,,,26,0.2,,,,,26,,0.01,0.05,0.6,,,,,,,,,,84,0.7,
231,149,Fruit juice; nes,"Juice, passion  fruit, 25%, per
100 ml",73,0.2,0,18,1,,,5,0.2,,,0.1,,11,,,0.01,,,,,,,,,,,87.5,0.2,
232,155,Pepper,"Pepper,  black, whole, fresh",83,3.5,1.7,13.3,8,14,,102,2.1,,,,,,36,,0.12,2.6,,,,,,,,,,80,1.5,
233,155,Pepper,"Pepper,  white, powder",373,10.6,4.6,72.2,0,2,,728,3.9,,101,,,4,96,0.05,0.06,1.4,,,,,,,,,,11.4,1.2,
234,156,Pimento,"Pepper,  green, hot, fresh",55,2.1,0.9,9.7,142,32,,16,0.8,,,,,,46,0.07,0.01,0.1,,,,,,,,,,85.2,2.1,
235,156,Pimento,"Pepper,  red, hot, fresh",75,3,2.3,10.5,142,78,,8,1.2,,,,,,52,0.15,0.01,0.1,,,,,,,,,,83,1.2,
236,156,Pimento,"Pepper,  yellow,  hot, fresh",112,4.1,1.9,19.7,95,78,,19,1.5,,,,,,52,0.17,0.09,3,,,,,,,,,,72.6,1.7,
237,159,Cinnamon (canella),Cinnamon,341,3.3,1.7,78,0,0,,276,12.3,,132,,,5,43,0.05,0.92,0,,,,,,,,,,14.1,2.9,
238,160,Nutmeg; mace; and cardamoms,"Cardamon, leaf",373,9.5,6.3,69.5,,0.12,,16,12.6,,,,,,23,0.45,,,,,,,,,,,,9.6,5.1,
239,160,Nutmeg; mace; and cardamoms,Mace,390,14.2,15.4,48.7,,0.05,,134,64.5,,,,,,142,0.5,0.6,,,,,,,,,,,19.1,2.6,
240,161,Anise; badian; fennel; coriander,"Coriander, seed",327,12.4,0.5,68.3,0,6,,559,48.8,,1783,,,91,433,0.12,0.35,1.8,,,,,,,,,,11.4,7.4,
241,161,Anise; badian; fennel; coriander,"Cumin,  seed",373,14.3,10.6,55.1,0,7,,929,27.5,,1301,,,15,382,0.42,0.27,1,,,,,,,,,,12.6,7.4,
242,162,Ginger,"Ginger,  root, fresh",39,1.2,0.8,5.2,3,0,,32,1.6,,107,2.9,,3,32,0.04,0.04,0.8,,,,,,,,,,89.1,0.8,
243,163,Spices; nes,"Curry powder,  Thais",301,7.1,7,52.4,,,,7254,,,,,,,72,1.59,1.8,,,,,,,,,,,7.7,25.8,
244,163,Spices; nes,Galangal,49,0.9,0.5,10.2,6,1,,14,1.2,0.6,239,,0.13,42,23,0.13,0.1,0.5,,,,,,,,,,87.8,0.6,
245,163,Spices; nes,"Holy basil, leaf, fresh",42,3.3,0.5,4,24,458,,203,2.7,0.5,315,4.1,0.14,146,127,0.05,0.79,1.1,,,,,,,,,,86.3,1.8,
246,163,Spices; nes,Kra-chai (Kaempfer/ Chinese deys),18,0.2,0.5,2.9,,,,,3.6,,288,0.6,,20,14,0.41,0.5,,,,,,,,,,,94.7,1.1,
247,163,Spices; nes,"Leech lime, leaf",137,5.5,3.1,21.7,20,110,,1029,3.3,0.5,352,,1.78,23,35,0.2,0,1,,,,,,,,,,65.3,4.4,
248,163,Spices; nes,"Leech lime, peel",124,3.4,1.5,24.2,,0.06,,,,,,,,,60,0.14,0.6,110,,,,,,,,,,69.1,1.8,
249,163,Spices; nes,Lemon  grass,78,0.8,1,16.5,1,2,,31,2,0.5,242,,0.07,7,30,0.05,0.04,1.1,,,,,,,,,,80.2,1.5,
250,163,Spices; nes,"Mint, leaf",33,2.9,0.8,1.4,84,234,,179,4.1,,179,4.3,,29,29,0.15,0.13,0.7,,,,,,,,,,89.4,1.2,
251,163,Spices; nes,"Sweet basil, leaf",36,2.9,0.1,4.8,21,226,,155,7.6,0.8,398,2,0.16,26,63,0.11,0.15,0.9,,,,,,,,,,88.4,1.8,
252,163,Spices; nes,"Turmeric, rhizome, fresh",38,1.1,0.3,4.4,4,0,,50,1.4,,587,6.5,,52,74,0.03,0.03,0.4,,,,,,,,,,86.7,1,
253,163,Spices; nes,"Turmeric, white, fresh",36,0.5,0.3,7.7,10,,,14,9.4,,,,,,81,0.03,0.01,0.5,,,,,,,,,,90.4,1.1,
254,165,Beer,"Beer, pale pilsen",16,0.4,0,3.6,0,0,,53,0.2,,,0,,,16,0,0.03,0.5,,,,,,,,,,95.8,0.2,
255,168,Bovine Meat,"Beef, Longissimus dorsi, raw",,,,,,,,4,2.6,3.1,365,,0,72,238,,,,,,,,,,,,,76.8,0,
256,169,Mutton & Goat Meat,"Mutton,  lean, raw",146,20.4,7.2,0,2,22,,11,2.7,,256,0,,91,185,0.15,0.22,4.8,,,,,,,,,,71.7,1.3,
257,170,Pigmeat,"Pork, ham, raw",159,18.6,4.7,10.6,0,6,,6,0.9,0.2,380,0,0.1,52,187,0.83,0.47,8.4,,,,,,,,,,65.1,1,
258,170,Pigmeat,"Pork, leg, deboned, raw",208,21.6,12.8,1.7,2,6,,32,0.9,,,0,,,131,0.34,0.28,3.8,,,,,,,,,,62.9,1,
259,170,Pigmeat,"Pork, rib, deboned, raw",210,17.1,13.8,4.4,1,6,,31,1.1,1.5,240,0,0.1,100,134,0.65,0.14,4.2,,,,,,,,,,63.7,1,
260,170,Pigmeat,"Pork, shoulder, raw",189,18.4,12.8,0,0,4,,3,0.9,0.4,330,0,0.1,45,170,1,0.48,4.2,,,,,,,,,,69.3,1,
261,170,Pigmeat,"Pork, tenderloin, raw",116,21.8,3.2,0,,1.35,,4,1,1,381,0,0.1,97,237,0.34,4.5,0,,,,,,,,,,74.5,1.3,
262,171,Poultry Meat,"Chicken, breast,  w/ skin, raw",152,19.9,8,0,1,16,,12,0.9,0.4,252,0,0.07,71,186,0.05,0.09,6.8,,,,,,,,,,71.2,1,
263,171,Poultry Meat,"Chicken, drumstick, raw",152,17.9,7.2,4,2,10,,10,1,1.3,201,0,0.14,118,142,0.07,0.27,3.9,,,,,,,,,,70,0.9,
264,171,Poultry Meat,"Chicken, jungle fowl, wing, w/ skin, raw",187,22.1,11,0,,,,,1.7,,,0,,,164,0.08,0.11,2.1,,,,,,,,,,66.4,0.8,
265,171,Poultry Meat,"Chicken, matured, dressed carcass, raw",153,22.4,7,0,2,,,21,2.2,,221,0,,113,180,0.15,0.19,7.1,,,,,,,,,,69.9,0.9,
266,171,Poultry Meat,"Chicken, thigh, w/ skin, raw
Chicken, wing, w/ skin, raw",198,17.7,14.1,0,2,10,,12,0.9,0.8,133,0,0.07,98,113,0.08,0.19,4.2,,,,,,,,,,69.1,0.9,
267,171,Poultry Meat,"Duck, meat, raw",233,15.6,19,0,,,,14,1.8,,,0,,,134,0.09,0.2,5.1,,,,,,,,,,64.9,0.7,
268,178,Meat of other rodents,"Rabbit,  whole carcass, raw",126,21.7,3.8,1.2,3,30,,16,1.3,,403,0,,53,213,0.07,0.07,7,,,,,,,,,,72.1,1.2,
269,182,Meat; nes,"Frog, small",80,15.1,2,0.4,,,,1293,3.8,,199,0,,122,671,0.08,0.53,3.6,,,,,,,,,,78.4,4.1,
270,184,Offals of cattle; edible,"Beef, blood",81,19.5,0.2,0.3,0,64,,12,46.8,,62,0,,,30,0,0.03,0.9,,,,,,,,,,77.4,2.6,
271,184,Offals of cattle; edible,"Beef, brain, raw",124,9.7,9.5,0,0,115,,9,1.7,,,0,,,260,0.13,0.19,3.8,,,,,,,,,,79.3,1.5,
272,184,Offals of cattle; edible,"Beef, heart, raw",112,17.6,4,1.3,1,149,,14,4.3,,239,0,,28,150,0.28,0.5,5.1,,,,,,,,,,76.1,1,
273,184,Offals of cattle; edible,"Beef, kidney,  raw",89,16.1,2.3,0.9,5,286,,26,8.5,,188,0,,168,212,0.31,1,5,,,,,,,,,,79.5,1.2,
274,184,Offals of cattle; edible,"Beef, liver, raw",133,20.3,3.5,5,18,8241,,16,10.1,,280,0,,23,304,0.28,1.51,11.3,,,,,,,,,,69.9,1.3,
275,184,Offals of cattle; edible,"Beef, lungs, raw",93,16,1.8,3.1,6,83,,23,6.1,,203,0,,114,136,0.12,0.21,2.5,,,,,,,,,,78.1,1,
276,184,Offals of cattle; edible,"Beef, tongue,  raw",191,14.2,13.4,3.5,0,100,,25,2.3,,,0,,,158,0.08,0.17,4.2,,,,,,,,,,68,0.9,
277,187,Offals of pigs; edible,"Pork, blood, cooked",49,12.1,0.1,0,,,,14,20.3,0.3,28,0,,219,12,nd,0.1,0.3,,,,,,,,,,89,0.6,
278,187,Offals of pigs; edible,"Pork, brain, raw",125,9.6,9.5,0.2,0,,,10,1.2,,,0,,,270,0.18,0.35,2.6,,,,,,,,,,79.5,1.2,
279,187,Offals of pigs; edible,"Pork, heart, raw",114,16.8,4.5,1.5,2,6,,5,3.8,0.1,130,0,0.5,140,160,0.32,1,4.9,,,,,,,,,,76.2,1,
280,187,Offals of pigs; edible,"Pork, kidney,  raw",102,15.2,3.1,3.3,10,41,,11,6.2,,,0,,,206,0.32,1.58,9,,,,,,,,,,77.3,1.1,
281,187,Offals of pigs; edible,"Pork, liver, raw",125,19.2,3.8,3.6,12,14515,,12,15.5,0.5,270,0,6.4,119,308,0.32,1.79,10.6,,,,,,,,,,72,1.4,
282,187,Offals of pigs; edible,"Pork, lung, raw",98,13.6,4.7,0.4,10,20,,29,4.8,,,0,,,174,0.09,0.27,2.5,,,,,,,,,,80.4,0.9,
283,187,Offals of pigs; edible,"Pork, pancreas, raw",86,16.9,1.2,1.8,0,,,7,65.5,,,0,,,27,0.22,0.42,2,,,,,,,,,,78.4,1.7,
284,188,Offals; liver; chicken,"Chicken, liver, raw",121,18.6,4.1,2.5,14,11489,,13,7.3,0.5,213,0,0.48,63,243,0.32,2.49,8.9,,,,,,,,,,73.5,1.3,
285,190,Offals; liver; duck,"Duck, liver, raw",125,16.4,4.7,4.2,4,844,,33,13.5,,,0,,,192,0.35,1.11,10,,,,,,,,,,73.4,1.3,
286,192,Butter; cow milk,"Butter,  unsalted",760,0.7,84.1,0,0,685,,21,0.2,,,0,,11,,0,0.12,1,,,,,,,,,,15.6,0.1,
287,197,Cream,Cream  milk,267,2.4,27,3.6,0,143,,88,0.2,,,0,,,66,0.05,0.24,0.1,,,,,,,,,,66.4,0.6,
288,201,Hen eggs; in shell,"Egg, hen, whole",159,13.2,11.1,1.5,0,325,,56,2.8,1.1,125,0,0.17,150,200,0.13,0.35,0.2,,,,,,,,,,72.9,1.3,
289,204,Other bird eggs; in shell,"Egg, duck, whole",183,12.6,13.6,2.5,0,328,,62,3.2,1,113,0,0.18,145,206,0.23,0.38,0.1,,,,,,,,,,70.1,1.2,
290,205,Cow milk; whole; fresh,"Milk, cow, fresh",68,3.5,4.1,4.2,1,35,,122,0.3,,104,0,,13,90,0.04,0.19,0.2,,,,,,,,,,87.4,0.8,
291,205,Cow milk; whole; fresh,"Cheese, processed, cheddar (CONVERTED TO WHOLE MILK EQUIVALENTS USING USDA CONVERSION FACTOR OF 7.49)",43.12416555,2.897196262,3.070761015,0.974632844,0,12.28304406,,75.16688919,0.093457944,,10.41388518,0,,177.5700935,69.02536716,0.002670227,0.048064085,0.013351135,,,,,,,,,,5.607476636,0.801068091,
292,206,Buffalo milk; whole; fresh,"Milk, buffalo,  fluid, full cream",131,6.2,9.8,4.6,0,56,,189,0.2,,,0,,,117,0.04,0.06,1.3,,,,,,,,,,78.6,0.8,
293,208,Goat milk; whole; fresh,"Milk, goat, fluid, full cream",71,3.6,4.1,4.8,2,35,,136,0.4,,,0,,,111,0.04,0.42,0.3,,,,,,,,,,86.7,0.8,
