#,GENuS_foodID,GENuS_FoodName,FCT_FoodName,Calories,Protein,Fat,Carbohydrates,Vitamin C,Vitamin A,Folate,Calcium,Iron,Zinc,Potassium,Dietary Fiber,Copper,Sodium,Phosphorus,Thiamin,Riboflavin,Niacin,B6,Choline,Magnesium,Manganese,Saturated FA,Monounsaturated FA,Polyunsaturated FA,Omega-3 (USDA only),B12 (USDA only),Water/moisture,Ash,Refuse
0,1,Wheat,"Wheat, whole grains, raw",326,12.35,2.2,58.7,0,0.25,45,30.33546667,4.7,1.6956,424,10.8,,2.5,385.5,0.465,0.095,5.55,0.285,,140,,,,,,0,13.36666667,2.6,
1,2,Rice (Milled Equivalent),"Rice, brown, raw",352,7.8,2.2,73.8,0,0,40,21.5,1.85,2.02,249,3,0.277,6,276.5,0.375,0.07,5,0.51,,143,,,,,,0,11.9,1.3,
2,2,Rice (Milled Equivalent),"Rice, white, polished, raw",353,6.141215299,0.462644305,80.6,0,0,20,10.8381217,0.730193501,1.1,95,1.084958559,0.17,2.8,108,0.072782633,0.027145539,0.4231056,0.125,,35,,,,,,0,11,0.7,
3,2,Rice (Milled Equivalent),"Rice, white, raw",349,6.852106667,0.6,78.3,0,0,20,12,1.4,1.16,98,1.4,0.18,5,115,0.07,0.04,1.3,0.2,,35,,,,,,0,12.13333333,0.7,
4,2,Rice (Milled Equivalent),"Rice, red native, hulled, raw",359,7.400000095,,77.29999971,0,0,,38,2.799999952,,,,,,294,0.340000004,0.1,6.5,,,,,,,,,0,11.30000019,1.4,
5,2,Rice (Milled Equivalent),"Rice, red native,  milled, raw",354,6.300000191,,81.40000019,0,0,,22,1.7,,193.940093,,,,98,0.059999999,0.102073733,2,,,,,,,,,0,11.39999962,0.4,
6,4,Maize,"Maize, white, whole kernel, dried, raw",349,9.153421952,4.106231976,63.8950054,0,0,26,18.7328,3.057285701,1.54965,310.25625,9.7,0.1761,11,245.5358333,0.345000003,0.1025,2.050000012,0.2,,81.845,,,,,,0,11.38,1.765340667,
7,4,Maize,"Maize, yellow, whole kernel, dried, raw",353,9.0441475,4.453515532,64.2533368,0,50,26,12.3742282,3.539566419,1.7,294.9555198,9.71,0.24,11,242.4,0.333333331,0.146666666,2.2,0.4,,120.5,,,,,,0,11.26166667,1.2773335,
8,4,Maize,"Maize, combined varieties, whole kernel, dried, raw (Benin)",343,8.483333333,4,63.3,0,,25.41175807,18.30897621,2.98811556,1.51458965,303.2367986,9.7,0.172115792,11,239.9806613,0.337194485,0.10018097,2.003619398,0.195475062,,79.99328227,,,,,,0,13.385,1.095,
9,7,Millet,"Millet, whole grain, raw",348,10.9,4.075,62.6,0,,29.04709748,34.70104,9.5,1.471066667,380,8.8,0.52,18.5,311,0.3,0.13,1.71,0.726177437,,272.75,,,,,,0,11.6,2,
