#,GENuS_foodID,GENuS_FoodName,FCT_FoodName,Calories,Protein,Fat,Carbohydrates,Vitamin C,Vitamin A,Folate,Calcium,Iron,Zinc,Potassium,Dietary Fiber,Copper,Sodium,Phosphorus,Thiamin,Riboflavin,Niacin,B6,Choline,Magnesium,Manganese,Saturated FA,Monounsaturated FA,Polyunsaturated FA,Omega-3 (USDA only),B12 (USDA only),Water/moisture,Ash,Refuse
24,7,Millet,"Kodo millet; bastard millet; ditch millet; haraka millet; native millet (Paspalum commersonii), whole-grain:",352,6.5,2.1,78.4,,,,,,,,0.7,,,,,,,,,,,,,,,,11.7,,
25,7,Millet,Ragimillet; African millet; finger millet; tolabun; dagussa; bula; tamba; bolu; korakan; wimbi,328,7.5,1.4,76.5,,,,,,,,3.4,,,,,,,,,,,,,,,,11.3,,
26,7,Millet,Ragimillet; African millet; finger millet; tolabun; dagussa; bula; tamba; bolu; korakan; wimbi,345,9.9,4.5,72,,,,,,,,2.7,,,,,,,,,,,,,,,,10.5,,
27,7,Millet,Ragimillet; African millet; finger millet; tolabun; dagussa; bula; tamba; bolu; korakan; wimbi,329,7.4,1.3,77.7,,0,,397,17.1,,,4.3,,,244,0.18,0.11,0.8,,,,,,,,,,10.9,,
28,7,Millet,Sanyo millet (Pennisetum Pyonostachyum):,349,9.6,4,74.4,,,,23,7.5,,,2.1,,,307,0.3,0.14,1.6,,,,,,,,,,10.4,,
29,7,Millet,"Unclassified millets, Pennisetum species:",346,8.9,3.7,74.9,,0.833333333,,21,3.7,,,1.7,,,279,0.33,0.14,1.8,,,,,,,,,,10.8,,
30,8,Sorghum,"Sorghum, spp.; guineacorn; kaffir-corn (Sorghum spp.):average of all varieties",345,10.7,3.2,74.1,0,0.833333333,,26,10.6,,,2.4,,,330,0.34,0.15,3.3,,,,,,,,,,10.1,,
31,8,Sorghum,"Sorghum, spp.; guineacorn; kaffir-corn (Sorghum spp.): meal, unsifted or home-pounded",343,9.5,2.8,75.5,,,,28,10,,,2.1,,,238,0.28,0.09,3.4,,,,,,,,,,10.8,,
32,8,Sorghum,"Sorghum, durra; yellow milo maize; Jerusalem corn (Sorghum durra): whole grain",339,11.1,2.5,73.5,,,,23,3.6,,,1.7,,,263,0.37,,,,,,,,,,,,11.3,,
33,8,Sorghum,"Sorghum, sp. (Sorghum caudatum): whole grain",350,8.7,3.2,77.3,,,,23,3.9,,,3.1,,,446,0.35,0.12,3.4,,,,,,,,,,9.1,,
34,8,Sorghum,"Sorghum, sp. (Sorghum cernuum), whole-grain1",345,15.1,3,70.4,,,,27,12.5,,,2.2,,,416,,,,,,,,,,,,,9.4,,
35,8,Sorghum,"Sorghum, sp. (Sorghum conspicuum), whole-grain1",355,16.6,5,67.2,,,,18,7.4,,,1.2,,,572,,,,,,,,,,,,,9.1,,
36,8,Sorghum,"Sorghum, sp. (Sorghum exsertum), whole-grain",343,11.3,2.1,75.4,,,,18,3.4,,,1.4,,,390,,,,,,,,,,,,,9.4,,
37,8,Sorghum,"Sorghum, sp. (Sorghum gambicum), whole-grain",352,12.8,4.7,70.6,,,,18,4.5,,,1.4,,,390,,,,,,,,,,,,,9.9,,
38,8,Sorghum,(Sorghum guineense): whole grain,353,11.6,4.3,72.8,,,,32,4.2,,,1.3,,,392,0.53,0.07,2.6,,,,,,,,,,9.4,,
39,8,Sorghum,"Sorghum, sp. (Sorghum margaritiferum), whole-grain1",358,14.1,4.6,71,,,,18,6,,,0.9,,,420,,,,,,,,,,,,,8.5,,
40,8,Sorghum,"Sorghum, sp. (Sorghum notabile), whole-grain1",347,15.1,3,70.9,,,,18,13.6,,,2.5,,,481,,,,,,,,,,,,,9.2,,
41,8,Sorghum,"Sorghum, sp. (Sorghum roxburghii), whole-grain1",354,13.7,4.4,70.8,,,,18,4.7,,,2,,,408,,,,,,,,,,,,,9.2,,
42,8,Sorghum,"Sorghum, sp. (Sorghum subglabrescens), whole-grain1",343,15.6,2.4,70.6,,,,18,4.3,,,1.9,,,407,,,,,,,,,,,,,9.4,,
43,8,Sorghum,"Sorghum, spp.; guineacorn; kaffir-corn (Sorghum spp.): meal, stamped and winnowed",369,10,2.6,74.4,,,,32,8.6,,,1.5,,,224,0.3,0.14,3.6,,,,,,,,,,11.8,,
44,10,Fonio,Black (D. iburua) - Whole-grain,343,8.9,3,75.6,,,,,10,,,6.2,,,234,,,,,,,,,,,,,10.3,,
45,10,Fonio,Black (D. iburua) - Meal,360,10.5,3.1,74.6,,,,,3,,,0.3,,,144,,,,,,,,,,,,,10.7,,
46,10,Fonio,White (D. exilis) - Whole-grain,332,7.1,3,74.4,,,,41,8.5,,,7.4,,,191,0.24,0.1,1.9,,,,,,,,,,11.2,,
47,10,Fonio,White (D. exilis) - Meal,349,7.4,1.2,78.7,,,,26,3.4,,,0.9,,,94,0.16,0.1,2,,,,,,,,,,11.2,,
48,13,Cereals; nes,Teff (Eragrostis tef; E. abyssinica):,332,8.7,1.9,75.5,,0,,146,20.9,,,2.3,,,380,0.38,0.14,1.9,,,,,,,,,,11.3,,
49,13,Cereals; nes,Teff (Eragrostis tef; E. abyssinica):,328,9.6,2.6,72,,0.416666667,,172,75.5,,,2.7,,,313,0.13,0.12,1.4,,,,,,,,,,12.5,,
50,13,Cereals; nes,Teff (Eragrostis tef; E. abyssinica):,338,9,2.6,75,,0.416666667,,182,55.6,,,1.8,,,420,0.28,0.13,1.8,,,,,,,,,,10.4,,
51,13,Cereals; nes,Teff (Eragrostis tef; E. abyssinica):,341,9.8,2.5,75.3,,0,,138,55.3,,,3,,,320,0.42,0.11,2.1,,,,,,,,,,9.8,,
52,13,Cereals; nes,Teff (Eragrostis tef; E. abyssinica):,371,9.8,2.6,75.1,,0,,129,21.6,,,1.7,,,297,0.34,0.12,1.8,,,,,,,,,,10.3,,
53,13,Cereals; nes,Teff (Eragrostis tef; E. abyssinica):,348,10,1.9,70.8,,0,,149,48.8,,,2.6,,,270,0.06,0.09,1.2,,,,,,,,,,13.2,,
54,17,Cassava,(Manihot esculenta; M. utilissima):,149,1.2,0.2,35.7,31,2.5,,68,1.9,,,1.1,,,42,0.04,0.05,0.6,,,,,,,,,,62,,26
55,18,Potatoes,"Potatoes(Solanum tuberosum, tubers)",82,1.7,0.1,18.9,21,2.083333333,,0.13,1.1,,,0.6,,,51,0.07,0.03,1.3,,,,,,,,,,77.7,,14
56,19,Sweet Potatoes,"Sweetpotato(Ipomoea batatas), roots:",121,1.6,0.2,28.5,37,6.25,,33,2,,,1,,,38,0.09,0.04,0.7,,,,,,,,,,68.8,,21
57,19,Sweet Potatoes,"Sweetpotato(Ipomoea batatas), roots:",121,1.6,0.2,28.5,37,104.5833333,,33,2,,,1,,,38,0.09,0.04,0.7,,,,,,,,,,68.8,,21
58,19,Sweet Potatoes,"Sweetpotato(Ipomoea batatas), roots:",121,1.6,0.2,28.5,37,200,,33,2,,,1,,,38,0.09,0.04,0.7,,,,,,,,,,68.8,,21
59,20,Yams,"Yam, airpotato(Dioscorea bulbifera; D. sativa):",112,1.5,0.1,26.5,,,,69,,,,0.9,,,29,,,,,,,,,,,,,71,,
60,20,Yams,"Yam, attoto; yellow guinea (Dioscorea cayenensis; D. rotundata)",71,1.5,0.1,16.4,,,,36,5.2,,,0.6,,,17,,,,,,,,,,,,,80.8,,
61,20,Yams,"Yam, Chinese(Dioscorea esculenta), tuber, raw",112,3.5,0.1,25.2,,,,62,,,,0.5,,,53,,,,,,,,,,,,,70.2,,
62,20,Yams,"Yam, wild(Dioscorea dumetorum), tuber, raw.",124,3.2,0.1,28.3,,,,52,,,,0.8,,,45,,,,,,,,,,,,,67.3,,
63,20,Yams,"Yam, winged(Dioscorea alata), tuber, raw",135,2.3,0.1,31.8,12,0.833333333,,28,1.6,,,1.5,,,52,0.05,0.03,0.5,,,,,,,,,,65.1,,18
64,20,Yams,"Yam, sp. (Dioscorea armata), tuber, raw",118,3,0.1,27,,,,69,,,,10,,,41,,,,,,,,,,,,,68.4,,
65,20,Yams,"Yam, sp. (Dioscorea preussii)",116,3,0.1,26.4,,,,60,,,,1.3,,,50,,,,,,,,,,,,,68.8,,
66,20,Yams,"Yam, spp. (Dioscorea spp.):",119,1.9,0.2,27.8,6,0.833333333,,52,0.8,,,0.8,,,61,0.11,0.02,0.3,,,,,,,,,,69,,16
67,21,Yautia (cocoyam),"Lotus, Hindu (Nelumbium nelumbo), root Malanga; yautia(Xanthosoma spp.), tubers:",137,2.2,0.2,32,8,,,16,0.9,,,1,,,47,,,,,,,,,,,,,64.4,,32
68,22,Taro (cocoyam),Raw,102,1.8,0.1,23.8,8,0,,51,1.2,,,1,,,88,0.1,0.03,0.8,,,,,,,,,,73.1,,16
69,23,Roots and tubers; nes,"Anchomanes (Anchomanes difformis), tuber, raw",101,3.4,0.1,22.6,,,,201,,,,1.4,,,69,,,,,,,,,,,,,72.4,,
70,23,Roots and tubers; nes,"“Chinaka” (tuber of wild orchid from Malawi), tuber, raw.",115,1.3,0,27.6,,,,48,7.8,,,,,,,,,,,,,,,,,,,70,,
71,23,Roots and tubers; nes,"Giantarum, sp. (Amorphophallus aphyllus), tuber",108,2.4,0.4,24.3,,,,152,,,,1.4,,,109,,,,,,,,,,,,,71.2,,
72,23,Roots and tubers; nes,"Hausa-potato; Sudan-potato; tumulka (Solenostemon rotundifolius; Coleus dysentericus), tuber, raw",94,1.3,0.2,21.9,1,,,17,6,,,1.1,,,,0.05,0.02,1,,,,,,,,,,75.6,,
73,23,Roots and tubers; nes,Kaffir potato; coleus (Plectranthus esculentus):,84,1.9,0.4,18.8,,45,,18,6.4,,,1,,,80,0,0.62,0.7,,,,,,,,,,78,,
74,23,Roots and tubers; nes,"Lotus, Egyptian, white (Nymphaea lotus), root",120,5.2,0.2,29.5,,,,93,,,,1,,,151,,,,,,,,,,,,,64,,
75,23,Roots and tubers; nes,"Sword lily; corn-flag (Gladiolus unguiculatus), corms:",135,2,0.3,35.7,3,0,,215,19,,,3.1,,,,0.1,0.08,1.1,,,,,,,,,,60.2,,
76,23,Roots and tubers; nes,"Tacca, Fiji-arrowroot (Tacca involucrata), raw",121,1.5,0.1,28.8,13,,,27,,,,0.4,,,64,,,,,,,,,,,,,68.8,,
77,23,Roots and tubers; nes,"Tiger-nut; flatsedge; chufa (Cyperus esculentus), tubers:",302,3.5,12.7,46.1,3,,,25,8,,,7.4,,,204,0.28,0.09,1.3,,,,,,,,,,36.5,,
78,23,Roots and tubers; nes,"Yambean(Sphenostylis stenocarpa), tuber, raw.",129,3.8,0.2,30.4,,,,10,,,,0.4,,,80,,,,,,,,,,,,,64.8,,
79,23,Roots and tubers; nes,"Jerusalem-artichoke (Helianthus tuberosus), tuber, raw",67,2,0.1,17.1,,,,32,0.4,,,1.2,,,88,,,,,,,,,,,,,79.8,,35
80,23,Roots and tubers; nes,"Raphionacme, sp. (Raphionacme brownii), tuber, raw",16,0.2,0,4.1,0,,,50,1,,,0.5,,,,0.01,0.01,0.1,,,,,,,,,,95.4,,
81,23,Roots and tubers; nes,"Yambean (Pachyrrhizus erosus), tuber, raw",47,1.4,0.1,11,,,,,,,,0.6,,,,,,,,,,,,,,,,86.9,,
82,24,Flour of roots and tubers,"Arracacia, apio; Peruvianparsnip (Arracacia xanthorhiza):",346,0.5,0.1,85.2,,,,,,,,0,,,,,,,,,,,,,,,,13.9,,
83,24,Flour of roots and tubers,Falseyam(Icacina senegalensis):,335,10.3,0.7,74.5,,,,150,7,,,,,,,0.04,0.18,1.4,,,,,,,,,,11.7,,
84,24,Flour of roots and tubers,Kaffir potato; coleus (Plectranthus esculentus):,351,0,0.1,86.9,,,,,,,,0,,,,,,,,,,,,,,,,12.7,,
85,24,Flour of roots and tubers,"Yam, spp. (Dioscorea spp.):",335,3.4,0.4,80,,0,,20,1.1,,,1.6,,,110,0.1,0.08,1.1,,,,,,,,,,14.2,,
86,25,Sugar Cane,Sugarcane (Saccharum officinarum):,62,0.6,0.1,16.5,3,0,,8,1.4,,,3.1,,,6,0.02,0.01,0.1,,,,,,,,,,82.5,,55
87,27,Sugar (Raw Equivalent),"Sugar, native brown",344,,,88.8,,,,,,,,,,,,,,,,,,,,,,,,7.6,,
88,29,Honey,"Honey, local product",311,0.4,,80.1,,,,11,0.6,,,0.7,,,4,,,,,,,,,,,,,19.2,,
89,30,Beans,"Aduski bean(Phaseolus angularis), seeds, dried..",336,19.9,0.6,64.4,2,,,136,9.8,,,7.8,,,260,0.06,0.09,2,,,,,,,,,,10.8,,
90,30,Beans,Phaseolus vulgaris,336,21.7,1.5,60.9,1,0.833333333,,120,8.2,,,4.4,,,323,0.37,0.16,2.4,,,,,,,,,,12.3,,
91,30,Beans,"Lima bean; butter bean; curry bean; Rangoon bean; Madagascar bean; sieva bean; Burma bean (Phaseolus lunatus; P. limensis), whole seeds, dried",335,21.4,1.4,61.1,1,,,116,4.9,,,4.3,,,387,0.33,0.16,2.1,,,,,,,,,,12.7,,
92,30,Beans,"Mung bean; green gram; golden gram; lubia; chiroko (Vigna radiata; Phaseolus aureus), seeds, dried:",341,23.5,0.9,61.8,,10.41666667,,102,,,,4.2,,,438,0.52,0.2,2.4,,,,,,,,,,9.8,,
93,30,Beans,"Mungo bean; black gram; urd (Vigna mungo; Phaseolus mungo), seeds, dried",334,24,1.1,59.4,0,3.75,,110,8.9,,,4.9,,,382,0.48,0.21,2.3,,,,,,,,,,10,,
94,30,Beans,"Phaseolus, sp. (Phaseolus sp.), Adenguarre, beans grown in Ethiopia:",334,23.4,1.1,59.9,,0,,125,6.2,,,4.5,,,570,0.78,0.1,2,,,,,,,,,,10.8,,
95,30,Beans,"Phaseolus, sp. (Phaseolus sp.), Adenguarre, beans grown in Ethiopia:",337,23.9,1,60.3,,0,,113,17,,,4.2,,,540,0.02,0.12,1.5,,,,,,,,,,10.3,,
96,30,Beans,"Phaseolus, sp. (Phaseolus helvolus), whole seeds,",336,20.4,1.1,63,,,,,,,,5.5,,,,,,,,,,,,,,,,12.2,,
97,30,Beans,"Phaseolus, sp. (Phaseolus trilobus), whole seeds,",323,24.5,0.6,57.2,,,,,,,,7.7,,,,,,,,,,,,,,,,11.2,,
98,30,Beans,"Rice bean (Vigna calcarata), seeds, dried",327,20.9,0.9,60.7,,,,200,10.9,,,4.8,,,390,0.49,0.21,2.4,,,,,,,,,,13.3,,
99,30,Beans,"Scarlet Runner (Phaseolus coccineus; P. multiflorus), seeds, dried",338,20.3,1.8,62,2,,,114,9,,,4.8,,,354,0.5,0.19,2.3,,,,,,,,,,12.5,,
100,30,Beans,"Tepary bean; Texas bean (Phaseolus acutifolius), seeds, dried",353,19.3,1.2,67.8,0,,,112,,,,4.8,,,310,0.33,0.12,2.8,,,,,,,,,,8.6,,
101,31,Peas,Grass-peavine; lathyrus pea; grasspea (Lathyrus sativus):,348,27.4,1.1,59.8,,,,127,10,,,7.3,,,410,,,,,,,,,,,,,8.4,,
102,31,Peas,"Peas, garden and field (Pisum spp.):",339,22.3,1.1,62,0,1.25,,90,17.9,,,5.7,,,382,0.88,0.17,3,,,,,,,,,,11,,
103,32,Broad beans; horse beans; dry,Broadbean; Windsor bean (Vicia faba; Faba vulgaris):,344,26.2,1.3,59.4,16,10.83333333,,104,6.7,,,6.8,,,301,0.38,0.24,2.1,,,,,,,,,,10.1,,54
104,33,Chick peas,Chickpea; Bengal gram; Egyptian pea (Cicer arietinum):,357,19.6,3.7,63.5,,5,,252,11.1,,,6.7,,,271,0.48,0.16,1.8,,,,,,,,,,10,,
105,34,Cow peas; dry,"Cowpea, catjang; Hindu cowpea; kaffir bean blackeyed pea (Vigna unguiculata subsp. catjang):",342,23.1,1.4,61.4,1,5.833333333,,101,7.6,,,4.8,,,383,0.75,0.18,2.5,,,,,,,,,,10.8,,
106,34,Cow peas; dry,"Cowpea, common (Vigna unguiculata subsp. unguiculata; V. sinensis), mature seeds",338,22.5,1.4,61,2,,,104,,,,5.4,,,416,0.08,0.09,4,,,,,,,,,,11.4,,
107,35,Pigeon peas,Pigeonpea; red gram; Angola pea; catjang pea; Congo pea; yellow dhal (Cajanus cajan; C. indicus):,345,19.5,1.3,65.5,0,4.583333333,,161,15,,,7.3,,,285,0.72,0.14,2.9,,,,,,,,,,9.9,,
108,36,Lentils,"Lentil; red dhal; split pea (Lens culinaris; L. esculenta; Ervum lens),",345,24.9,1.2,61.1,0,5,,64,7,,,3.9,,,298,0.41,0.19,2.2,,,,,,,,,,9.9,,
109,37,Bambara beans,"Bambara-groundnut; Congo goober; earth-pea; kaffir pea; groundbean; jugo bean (Voandzeia subterranea), whole seeds,",367,18.8,6.2,61.3,0,0.833333333,,62,12.2,,,4.8,,,276,0.47,0.14,1.8,,,,,,,,,,10.3,,25
110,38,Vetches,"Vetch, common (Vicia sativa), whole seeds, split",343,27.6,1.7,57.2,,0,,137,9.3,,,2,,,240,0.15,0.1,2.7,,,,,,,,,,11.1,,
111,40,Pulses; nes,African locust bean(Parkia spp.):,426,32.3,19.5,37.1,6,,,291,33.2,,,4.1,,,384,0.3,0.2,3,,,,,,,,,,7,,70
112,40,Pulses; nes,"Anthonotha, sp. (Anthonotha explicans), seeds,",364,5.1,0.7,83.6,,,,322,,,,4.1,,,119,,,,,,,,,,,,,8,,
113,40,Pulses; nes,"Benthami bean (Acacia spp.), seeds, dried",377,12.6,4.6,72.4,,,,,,,,9.5,,,,,,,,,,,,,,,,7,,
114,40,Pulses; nes,(Bauhinia esculenta):,554,29.2,42.4,24.1,,,,194,6.5,,,20.3,,,474,0.08,0.97,1.9,,,,,,,,,,1.1,,
115,40,Pulses; nes,"Goabean, Indies; asparagus pea; winged bean (Psophocarpus tetragonolobus), seeds, dried.",379,29.7,15.1,36.8,,,,,,,,9.4,,,,,,,,,,,,,,,,14.9,,
116,40,Pulses; nes,"Ground-bean; potato-bean; harms seeds; geocarpa (Kerstingella geocarpa), seeds, dried",348,19.4,1.1,66.6,0,,,103,15,,,5.5,,,392,0.76,0.19,2.3,,,,,,,,,,9.7,,
117,40,Pulses; nes,field bean (Lablab niger; Dolichos lablab):,340,22.8,1,62.1,0,,,90,9,,,8.6,,,328,0.54,0.14,2.3,,,,,,,,,,10.9,,
118,40,Pulses; nes,"Jackbean, common (Canavalia ensiformis),",347,24.5,2.6,59,,,,158,7,,,7.4,,,298,0.77,0.15,1.8,,,,,,,,,,10.7,,
119,40,Pulses; nes,"Mesquite, African (Prosopsis africana), seeds, dried..",347,15.4,1.6,75.5,,,,421,,,,7.3,,,316,,,,,,,,,,,,,4.2,,
120,40,Pulses; nes,"Owalaoiltree; atta bean; Congo acacia (Penta - clethra macrophylla), seeds:",558,22.6,46.3,22.6,,,,190,16,,,2.5,,,172,0.07,0.32,0.9,,,,,,,,,,6.2,,
121,40,Pulses; nes,"Senna, sp. (Cassia sp.), seeds, dried",346,18,1.3,66.9,,,,205,,,,6.5,,,184,1.04,,,,,,,,,,,,10.3,,
122,40,Pulses; nes,"Sesbania, sp.(Sesbania spp.), seeds, dried",357,32,4.5,51.2,,,,272,,,,11.4,,,503,,,,,,,,,,,,,9.2,,
123,40,Pulses; nes,"Sword-jackbean; swordbean (Canavalia gladiata), seeds, dried",318,27.1,0.6,53.8,,,,,,,,11.6,,,,,,,,,,,,,,,,14.9,,
124,40,Pulses; nes,"Velvetbean, cowage (Mucuna pruriens; Stizolobium pruritum), seeds, dried",344,29.5,3.2,52.9,,,,,,,,7.8,,,,0.51,0.24,1.7,,,,,,,,,,10.9,,
125,40,Pulses; nes,"Velvetbean, deering; velvetbean, Florida; climbingpea (Mucuna deeringiana; Stizolobium deeringianum), seeds, dried",352,21.2,4.4,59.5,2,,,132,,,,4.6,,,320,0.12,0.1,3,,,,,,,,,,11.4,,
126,40,Pulses; nes,"Velvetbean; unspecified; mucuna bean (Mucuna spp.; Stizolobium spp.), seeds dried",360,24.9,5.6,55.6,,,,,,,,4.4,,,,,,,,,,,,,,,,10.6,,
127,40,Pulses; nes,"Yambean; girigiri (Sphenostylis stenocarpa), seeds, dried.",350,19.2,1.1,67.4,,,,55,,,,5.2,,,398,0.69,,,,,,,,,,,,9.4,,
128,40,Pulses; nes,"Yebbnut; jehebnut (Cordeauxia edulis), seeds, skinned",398,10.8,12,63.9,,,,32,6.4,,,1.4,,,185,,,,,,,,,,,,,11.1,,
129,41,Flour of pulses,African locust bean(Parkia spp.):,420,47.5,22.9,15.7,,,,,,,,10.8,,,,,,,,,,,,,,,,7.1,,
130,41,Flour of pulses,Broadbean; Windsor bean (Vicia faba; Faba vulgaris):,340,25.5,1.5,58.8,,,,,,,,1.5,,,,,,,,,,,,,,,,12.4,,
131,41,Flour of pulses,"Peas, garden and field (Pisum spp.):",343,22.8,1.2,62.3,,39.58333333,,72,11.3,,,4.2,,,338,0.86,0.18,2.8,,,,,,,,,,10.9,,
132,42,Brazil nuts; with shell,"Brazil-nut (Bertholletia excelsa), dried",648,14.8,66.8,9.2,,,,,,,,,,,,,,,,,,,,,,,,5.3,,
133,43,Cashew nuts; with shell,"Cashew, common (Anacardium occidentale), nut:",542,17.4,43.4,29.2,7,,,76,18,,,1.4,,,578,0.65,0.25,1.6,,,,,,,,,,7.6,,
134,45,Almonds; with shell,"Almond (Prunus amygdalus), dried, unbalanched",605,16.8,54.9,21.5,,,,,,,,,,,,,,,,,,,,,,,,4.8,,70
135,46,Walnuts; with shell,"Walnut, Persian or English",657,15.6,64.4,15.8,,,,,,,,,,,,,,,,,,,,,,,,2.5,,
136,47,Pistachios,"Pistache, common (Pistacia sp.), nut, dried.",598,18.9,54,19.7,,,,,,,,,,,,,,,,,,,,,,,,4.2,,
137,48,Kolanuts,(Cola acuminata and C. nitida): nut:,148,2.2,0.4,33.7,54,2.083333333,,58,2,,,1.4,,,86,0.03,0.03,0.6,,,,,,,,,,62.9,,
138,49,Hazelnuts; with shell,"Hazel; filbert (Corylus avellana), nut, dried",588,19.9,51.5,21.7,,,,,,,,5.6,,,,,,,,,,,,,,,,5.2,,58
139,51,Nuts; nes,"Awusa-nut (Tetracarpidium conophorum), seed, dried",419,28.7,18.3,40.9,,,,,,,,2.8,,,,,,,,,,,,,,,,8.1,,
140,51,Nuts; nes,"Breadnut; white man's groundnut (Artocarpus altilis var. seminifera), seed, dried.",391,11.3,4.9,76.3,,,,110,,,,2.8,,,350,,,,,,,,,,,,,4.2,,
141,51,Nuts; nes,"Cordia, sebastanplum (Cordia myxa), nut, dried",503,34.8,37,17.9,,,,,,,,2,,,,,,,,,,,,,,,,5.6,,
142,51,Nuts; nes,African mango seed; wild-mango nut,670,7.5,68.9,16.6,,,,126,3.4,,,2.2,,,202,0.16,0.08,0.7,,,,,,,,,,5.1,,
143,51,Nuts; nes,"(Hyphaene thebaica), nut, dried",395,3.9,6.4,80.6,,,,144,,,,9.4,,,226,,,,,,,,,,,,,6,,
144,51,Nuts; nes,"Gabonut-tree; African walnut; kumen (Coula edulis), kernel, dried",463,7.2,23.6,59,,,,165,,,,2.2,,,247,,,,,,,,,,,,,8.3,,
145,51,Nuts; nes,"Marvolanut, spp. (Sclerocarya spp.), kernel, dried",604,24.6,57.5,9.2,,,,143,0.4,,,2.7,,,1248,0.04,0.12,0.7,,,,,,,,,,3.9,,
146,51,Nuts; nes,"Oysternuttree, common; telfairia-nut (Telfaria occidentalis), seeds, whole",543,20.5,45,23.5,,,,84,,,,2.2,,,572,,,,,,,,,,,,,6.2,,
147,51,Nuts; nes,"“Pachira”, “Guianachestnut” (Pochota glabra), nut, meal",362,6.6,1.9,79.5,,,,,,,,1.9,,,,,,,,,,,,,,,,10.7,,
