country,iso3c,product,plot_names,tonnes,cumulative_pressure,pressure_per_tonne,million_kcal,tonnes_protein,pressure_per_tonne_protein,pressure_per_mill_kcal
Afghanistan,AFG,bana,banana,495,2.991223875097502e-7,6.042876515348489e-4,304.0489615300786,4.037220183017659,0.07409117510310481,9.837967740605454e-4
Afghanistan,AFG,barl,barley,89223.49950434268,2.756760150008585e-4,0.00308972430505755,296435.21632743813,9640.62714104438,0.0285952366964992,9.299705291976872e-4
Afghanistan,AFG,maiz,maize,174405.6559126228,6.15106418378222e-4,0.00352687196501465,229716.48020630144,7234.343355554392,0.08502588115422459,0.0026776764898444
Afghanistan,AFG,ocer,other cereals,20.600000739097595,3.485942529589678e-8,0.00169220505073748,70.96437886080331,2.4214219423171284,0.01439626224851121,4.912242713245412e-4
Afghanistan,AFG,pota,potato,547134.0653067231,8.060932368722912e-5,1.47330113035531e-4,387718.73607461975,9152.00552392563,0.0088078316251554,2.0790670191320125e-4
Afghanistan,AFG,rice,rice,333931.45344668627,7.289358580006243e-4,0.00218289068153624,951038.4190475846,19712.652552645555,0.03697807060992392,7.664631032788513e-4
Afghanistan,AFG,spis,spices,18847.993294386193,1.36269293120702e-4,0.00722990988973289,64503.06507829677,2038.579341791648,0.06684522418486734,0.00211260182683244
Afghanistan,AFG,sugb,sugarbeet,2474.1646463302895,2.1739898536805925e-6,8.786763067304676e-4,1827.623531616539,32.292598865273405,0.06732161331302582,0.00118951732458691
Afghanistan,AFG,sugc,sugarcane,37485.994535148144,5.780257266838442e-6,1.5419778342598529e-4,11822.984222321753,64.35413969563763,0.08981950957896602,4.889000237288092e-4
Afghanistan,AFG,tnut,tree nuts,37805.99623676017,2.456687687659455e-4,0.00649814297254446,99138.20567372782,2503.2724267284257,0.09813904637099952,0.00247804332443197
Afghanistan,AFG,vege,vegetables,609325.5545635521,3.626435594738664e-4,5.951556713120638e-4,176640.11845646868,8100.325752044229,0.04476900936759837,0.00205300790467504
Afghanistan,AFG,whea,wheat,4092846.151596278,0.00312607795271347,7.637907306860897e-4,13401334.405076597,480641.97249640874,0.00650396372267889,2.3326617023520236e-4
Afghanistan,AFG,xfru,other fruits,2563057.4210582227,0.00174567027176881,6.810890218167921e-4,1054501.161877511,12715.355797958578,0.13728835429434685,0.00165544651336438
Afghanistan,AFG,xmil,millet,13021.647285014393,4.512147322489825e-6,3.465112534327747e-4,43886.34826618784,1157.5772549209432,0.00389792327320562,1.0281437168392068e-4
Afghanistan,AFG,xoil,other oil crops,92444.44836840034,2.8791172500985225e-4,0.00311442958545758,396512.4746903281,14242.206565377986,0.02021538753059162,7.261101311748341e-4
Afghanistan,AFG,xpul,pulses,39602.8882906884,1.3834610622979316e-4,0.00349333374915287,135350.81282150737,8781.115162575483,0.01575495864345509,0.0010221298516488
Angola,AGO,bana,banana,4413958.762603492,6.612178508418503e-4,1.4980154695687354e-4,2711231.47071956,36000.24929977873,0.01836703533177795,2.438810031466488e-4
Angola,AGO,cass,cassava,8271136.202451028,5.705844885183898e-4,6.898501905328382e-5,8618421.226258405,64405.00049032203,0.008859319682858,6.620522176149226e-5
Angola,AGO,coco,cocoa,484.9333431571722,1.469604262480787e-6,0.00303052838749525,2097.057632967239,26.90124974081785,0.05462959069336189,7.007934543035736e-4
Angola,AGO,maiz,maize,2750496.0328606367,9.276175215195972e-4,3.372546298693746e-4,3622785.420483668,114090.52416151555,0.00813053957229952,2.560509149326745e-4
Angola,AGO,oilp,oilpalm,280448.19191503525,1.3961633791701474e-5,4.9783290440793073e-5,1202897.5434173937,43206.49347727174,3.231373959806719e-4,1.1606669136622324e-5
Angola,AGO,orts,other roots,501.9999876022339,5.4159219013811033e-8,1.0788689313021414e-4,445.6220123414967,7.6279216959444,0.00710012781628399,1.2153622916703407e-4
Angola,AGO,plnt,plantain,54.5,2.017375247797021e-8,3.701605959260589e-4,41.982972271823755,0.4352569443671944,0.04634906516494562,4.805222542928319e-4
Angola,AGO,pota,potato,802756.1244341135,8.050541613027586e-5,1.0028626836952068e-4,568861.6550813221,13427.839630251332,0.00599541090354599,1.4152020163631373e-4
Angola,AGO,rice,rice,65380.52197396755,8.28386000387267e-5,0.00126702261679266,186204.0476057018,3859.545125446522,0.02146330651572388,4.448807698001408e-4
Angola,AGO,sorg,sorghum,79829.8673248291,1.045357418089494e-4,0.00130948159269251,275472.71288126154,8587.437493296451,0.01217310075218042,3.794776648313911e-4
Angola,AGO,soyb,soybean,15075.83331477642,9.024341484250311e-6,5.985965283527776e-4,53127.756949114155,5497.156199864526,0.00164163817729478,1.6986114231951936e-4
Angola,AGO,sugc,sugarcane,567045.8270800114,4.406847147825498e-5,7.771589062771963e-5,178844.7645590489,973.476809732753,0.04526915385930254,2.464062707505478e-4
Angola,AGO,swpo,sweet potato,1319752.43290174,1.6047852055344248e-4,1.2159744248441984e-4,1232255.2851317965,13239.991528882743,0.01212074193577557,1.302315538750385e-4
Angola,AGO,tnut,tree nuts,2343.9931594356894,6.319388180759221e-6,0.00269599258654858,6146.624849737341,155.2043069493318,0.04071657742605208,0.00102810702381311
Angola,AGO,vege,vegetables,813913.196296975,2.290563795890167e-4,2.814260545610323e-4,235948.94770195568,10820.097687541473,0.02116952972178411,9.707878836499604e-4
Angola,AGO,whea,wheat,2824.03163780272,3.009759522673477e-6,0.00106576692781503,9246.815283772616,331.6391788282525,0.00907540397762278,3.254914725024682e-4
Angola,AGO,xfru,other fruits,942841.8627352118,2.1581444266673044e-4,2.28897815420124e-4,387906.9706173597,4677.4487560791595,0.04613934944476772,5.56356185925864e-4
Angola,AGO,xmil,millet,74637.50211149454,9.738608788664664e-5,0.00130478760852915,251547.85256339857,6635.0034613369935,0.01467762427768541,3.871473633912341e-4
Angola,AGO,xoil,other oil crops,201328.56118105352,1.9482642142493967e-4,9.677038383527388e-4,863537.9130785118,31017.146042390526,0.00628124912455434,2.2561420694359983e-4
Angola,AGO,xpul,pulses,320769.37366625667,3.780247212269257e-4,0.00117849380976202,1096293.6626059646,71123.92384403147,0.00531501498786682,3.448206754459706e-4
Angola,AGO,yams,yams,49.700000286102295,9.442853322587072e-9,1.8999704765047245e-4,48.86100701470745,0.7525586264858147,0.01254766471375378,1.9325949053290527e-4
Åland,ALA,barl,barley,2604.199998855591,8.343477333151571e-7,3.2038542880032605e-4,8652.16668600964,281.3846276950053,0.00296515037139666,9.643223063007775e-5
Åland,ALA,ocer,other cereals,20859.79995727539,4.921963780064701e-6,2.3595450532343384e-4,71859.35407852348,2451.959976536641,0.0020073589402617,6.849440609619566e-5
Åland,ALA,pota,potato,23574.499706864357,2.1300106173659917e-6,9.03523147405661e-5,16705.732304956935,394.33470738118666,0.00540152965867901,1.2750178073510574e-4
Åland,ALA,sugb,sugarbeet,7249.999943256378,2.9085857676229304e-7,4.011842469500107e-5,5355.452200873894,94.6264187745487,0.00307375657378808,5.431074087727479e-5
Åland,ALA,vege,vegetables,4307.000099182129,3.604081015754371e-7,8.367961301971557e-5,1248.5755800222291,57.25691882798467,0.00629457730092324,2.886554144916246e-4
Åland,ALA,whea,wheat,5475.100006103516,3.0950550470428687e-6,5.652965322263653e-4,17927.29151434465,642.966475913672,0.00481371138774337,1.7264487748003306e-4
Åland,ALA,xfru,other fruits,4312.699939727783,9.563251679014944e-7,2.2174627988652912e-4,1774.3446010641337,21.395351400606636,0.04469780140532672,5.389737525213278e-4
Åland,ALA,xoil,other oil crops,410.7999975681305,3.614582742476133e-7,8.798886961718299e-4,1762.0022241833062,63.288802363842045,0.00571125160766386,2.0514064584404844e-4
Åland,ALA,xpul,pulses,64.5999996215105,2.4739903304213565e-8,3.829706416279246e-4,220.78345379411033,14.323703665628676,0.00172720016287266,1.12055060644556e-4
Albania,ALB,barl,barley,8458.987869292498,2.005485369655987e-6,2.370833722242616e-4,28104.052327860663,913.9962957236086,0.00219419419864087,7.135929531656435e-5
Albania,ALB,maiz,maize,347235.2759361267,2.0548455239382537e-4,5.917732633582536e-4,457357.1021771992,14403.312771812489,0.01426647852818706,4.492868951102723e-4
Albania,ALB,ocer,other cereals,37660.1584559083,1.7442826429562967e-5,4.6316391498948825e-4,129734.44935614284,4426.753920605491,0.00394031986923211,1.3445022903422883e-4
Albania,ALB,pota,potato,255155.69141872227,1.906578541351535e-5,7.47221639756705e-5,180812.4341949963,4268.033093527279,0.00446711283528464,1.0544510115357411e-4
Albania,ALB,soyb,soybean,533.3999839574099,2.384012543829928e-7,4.469464971000604e-4,1879.7199539593696,194.49558559029472,0.00122574120980403,1.2682807025633452e-4
Albania,ALB,spis,spices,359.2849278789945,1.1770731383680867e-6,0.00327615507089826,1229.5727573042232,38.85988393307484,0.03029018667156243,9.573025519439458e-4
Albania,ALB,sugb,sugarbeet,31521.74040490389,1.817160355377117e-6,5.764784342600634e-5,23284.57591007852,411.4192319175814,0.00441680945955668,7.80413765058343e-5
Albania,ALB,tnut,tree nuts,13841.402236521244,3.679058215019044e-5,0.00265800975374565,36296.14130900185,916.4895523173776,0.04014293677125297,0.00101362240787468
