iso3c,system,system_total,rgn_total,system_prop,animal
ABW,grassland,0,311.8377948820075,0,sheep
ABW,mixed,311.8377948820075,311.8377948820075,1,sheep
AFG,grassland,4175585.627870258,12908216.921707612,0.3234827593304711,sheep
AFG,mixed,8732631.293837354,12908216.921707612,0.6765172406695289,sheep
AGO,grassland,561025.536882959,787578.1331304468,0.712342703895305,sheep
AGO,mixed,226552.59624748785,787578.1331304468,0.28765729610469504,sheep
ALB,grassland,167996.54783677595,1601197.5750423723,0.10491931192959138,sheep
ALB,mixed,1433201.0272055964,1601197.5750423723,0.8950806880704086,sheep
ARE,grassland,1204981.4862203752,1317056.2519564664,0.9149051032789177,sheep
ARE,mixed,112074.76573609127,1317056.2519564664,0.08509489672108231,sheep
ARG,grassland,9476732.021198377,14019573.41195419,0.6759643637314792,sheep
ARG,mixed,4542841.390755814,14019573.41195419,0.32403563626852083,sheep
ARM,grassland,69366.49229376452,364539.5488099995,0.19028523110922818,sheep
ARM,mixed,295173.05651623494,364539.5488099995,0.8097147688907718,sheep
AUS,grassland,14420735.06581319,63991484.91258769,0.22535396835238158,sheep
AUS,mixed,49570749.846774496,63991484.91258769,0.7746460316476184,sheep
AUT,grassland,9990.455740131507,68954.49700293047,0.1448847598686265,sheep
AUT,mixed,58964.04126279896,68954.49700293047,0.8551152401313734,sheep
AZE,grassland,809619.1015285648,4900956.923471859,0.16519612683211,sheep
AZE,mixed,4091337.8219432943,4900956.923471859,0.8348038731678901,sheep
BDI,grassland,182.3822978326026,299617.0449457791,6.087180315979949e-4,sheep
BDI,mixed,299434.6626479465,299617.0449457791,0.9993912819684021,sheep
BEN,grassland,170981.97154644784,804876.0011153411,0.21243268691017367,sheep
BEN,mixed,633894.0295688933,804876.0011153411,0.7875673130898263,sheep
BES,grassland,1665.2725200931004,1665.2725200931004,1,sheep
BES,mixed,0,1665.2725200931004,0,sheep
BFA,grassland,2343523.0560987047,8240265.714391189,0.2843989668932478,sheep
BFA,mixed,5896742.6582924845,8240265.714391189,0.7156010331067523,sheep
BGD,grassland,4654.039473827636,1805220.5354032156,0.00257810022795254,sheep
BGD,mixed,1800566.4959293879,1805220.5354032156,0.9974218997720474,sheep
BGR,grassland,1772.157932922362,883217.711491817,0.0020064791612127686,sheep
BGR,mixed,881445.5535588947,883217.711491817,0.9979935208387872,sheep
BHR,grassland,18929.557329438438,18929.557329438438,1,sheep
BHR,mixed,0,18929.557329438438,0,sheep
BHS,grassland,1342.8881603334785,1883.1360814232917,0.7131126494684926,sheep
