iso3c,system,system_total,rgn_total,system_prop,animal
ABW,grassland,0,632.5681488805732,0,cows
ABW,mixed,632.5681488805732,632.5681488805732,1,cows
AFG,grassland,1680903.9827147352,5005021.197119097,0.33584352923065897,cows
AFG,mixed,3324117.2144043623,5005021.197119097,0.6641564707693411,cows
AGO,grassland,2492945.668404537,4412755.095553697,0.5649408622101949,cows
AGO,mixed,1919809.4271491605,4412755.095553697,0.4350591377898051,cows
ALB,grassland,36908.86547441156,413801.37642257597,0.0891946416261314,cows
ALB,mixed,376892.5109481644,413801.37642257597,0.9108053583738686,cows
ARE,grassland,81195.9605403395,93088.94179152821,0.8722406655151056,cows
ARE,mixed,11892.981251188714,93088.94179152821,0.12775933448489435,cows
ARG,grassland,7314813.207531829,39585076.862290956,0.18478714170440264,cows
ARG,mixed,32270263.654759128,39585076.862290956,0.8152128582955974,cows
ARM,grassland,72466.91374295017,434557.62297179096,0.1667601945338658,cows
ARM,mixed,362090.7092288408,434557.62297179096,0.8332398054661342,cows
AUS,grassland,13866702.944050092,22169176.10386752,0.6254947355319613,cows
AUS,mixed,8302473.1598174265,22169176.10386752,0.37450526446803856,cows
AUT,grassland,5418.293048934349,397180.286880187,0.01364189822081685,cows
AUT,mixed,391761.9938312526,397180.286880187,0.9863581017791831,cows
AZE,grassland,152363.78319790956,1301983.3335878318,0.11702437294496373,cows
AZE,mixed,1149619.5503899222,1301983.3335878318,0.8829756270550363,cows
BDI,grassland,1030.9619590436296,582801.4930972151,0.0017689761801479434,cows
BDI,mixed,581770.5311381714,582801.4930972151,0.9982310238198521,cows
BEN,grassland,628496.7740716069,1993650.0944604147,0.31524928863793966,cows
BEN,mixed,1365153.320388808,1993650.0944604147,0.6847507113620604,cows
BES,grassland,0,0,0,cows
BES,mixed,0,0,1,cows
BFA,grassland,3409074.2179424446,8398204.613550643,0.4059289306242726,cows
BFA,mixed,4989130.395608198,8398204.613550643,0.5940710693757274,cows
BGD,grassland,142378.19323220957,23018606.86289053,0.006185352314337698,cows
BGD,mixed,22876228.669658322,23018606.86289053,0.9938146476856623,cows
BGR,grassland,472.48244082821725,342075.7085905341,0.0013812218434772884,cows
BGR,mixed,341603.2261497059,342075.7085905341,0.9986187781565227,cows
BHR,grassland,2543.316629261487,2543.316629261487,1,cows
BHR,mixed,0,2543.316629261487,0,cows
BHS,grassland,0,749.9999346850183,0,cows
BHS,mixed,749.9999346850183,749.9999346850183,1,cows
BIH,grassland,1531.0872837478187,304584.61271958443,0.005026804440569074,cows
BIH,mixed,303053.52543583664,304584.61271958443,0.994973195559431,cows
BLZ,grassland,1025.6653424499177,45894.15872269632,0.022348494252770544,cows
BLZ,mixed,44868.4933802464,45894.15872269632,0.9776515057472295,cows
BOL,grassland,1667897.1521006818,3850984.2172255064,0.4331093190774853,cows
BOL,mixed,2183087.0651248246,3850984.2172255064,0.5668906809225147,cows
BRA,grassland,19994462.45387496,167301223.7315911,0.1195117525616727,cows
BRA,mixed,147306761.27771613,167301223.7315911,0.8804882474383272,cows
BRN,grassland,5.293916223293271e-12,838.207797289969,6.315756355893093e-15,cows
BRN,mixed,838.2077972899637,838.207797289969,0.9999999999999937,cows
BTN,grassland,34639.35055179598,186180.97074609215,0.1860520460978585,cows
BTN,mixed,151541.62019429618,186180.97074609215,0.8139479539021416,cows
BWA,grassland,2020093.0320628497,2615943.1306111054,0.7722236039553887,cows
BWA,mixed,595850.0985482557,2615943.1306111054,0.2277763960446114,cows
CAF,grassland,3179089.11344491,3777101.0281209527,0.8416743660749937,cows
CAF,mixed,598011.9146760426,3777101.0281209527,0.15832563392500623,cows
CAN,grassland,2768.7960880367827,9283794.862650353,2.9823968851099133e-4,cows
CAN,mixed,9281026.066562317,9283794.862650353,0.999701760311489,cows
CHE,grassland,21395.679094712075,537821.0782776969,0.0397821505308587,cows
CHE,mixed,516425.39918298484,537821.0782776969,0.9602178494691415,cows
CHL,grassland,591496.1537246812,3148787.5561156594,0.187848860294135,cows
CHL,mixed,2557291.4023909783,3148787.5561156594,0.812151139705865,cows
CHN,grassland,8425105.402455982,66890560.69095628,0.12595357723761869,cows
CHN,mixed,58465455.288500294,66890560.69095628,0.8740464227623813,cows
CIV,grassland,899007.5107238513,1563412.7088777416,0.5750289131071362,cows
CIV,mixed,664405.1981538903,1563412.7088777416,0.42497108689286384,cows
CMR,grassland,1644128.8629568806,3690549.3554960852,0.44549705330681755,cows
CMR,mixed,2046420.492539205,3690549.3554960852,0.5545029466931826,cows
COD,grassland,220964.43423138512,526462.121851615,0.41971573083782965,cows
COD,mixed,305497.6876202299,526462.121851615,0.5802842691621704,cows
COG,grassland,128200.80599540455,164706.30403122772,0.7783600436513841,cows
COG,mixed,36505.49803582318,164706.30403122772,0.22163995634861594,cows
COL,grassland,2913424.1570780477,22662467.172334675,0.1285572367263978,cows
COL,mixed,19749043.01525663,22662467.172334675,0.8714427632736023,cows
CPV,grassland,12326.156210939216,45999.99926751861,0.2679599218959755,cows
CPV,mixed,33673.84305657939,45999.99926751861,0.7320400781040245,cows
CUB,grassland,16673.59457413,3571029.099015618,0.004669128733430429,cows
CUB,mixed,3554355.504441488,3571029.099015618,0.9953308712665695,cows
CUW,grassland,0,109.02156399482668,0,cows
CUW,mixed,109.02156399482668,109.02156399482668,1,cows
CYP,grassland,17890.307974754935,51287.74946076624,0.348822246303487,cows
CYP,mixed,33397.4414860113,51287.74946076624,0.651177753696513,cows
DEU,grassland,0,9055946.874390109,0,cows
