iso3c,system,system_total,rgn_total,system_prop,animal
ABW,grassland,0,706.6419180105486,0,goats
ABW,mixed,706.6419180105486,706.6419180105486,1,goats
AFG,grassland,2692420.879582317,5937796.502339325,0.45343771524025434,goats
AFG,mixed,3245375.622757008,5937796.502339325,0.5465622847597457,goats
AGO,grassland,2137103.7275887327,3272977.1187580284,0.6529540690463742,goats
AGO,mixed,1135873.3911692959,3272977.1187580284,0.3470459309536258,goats
ALB,grassland,115557.38717456283,643364.7664807669,0.17961410570657566,goats
ALB,mixed,527807.3793062042,643364.7664807669,0.8203858942934245,goats
ARE,grassland,1723399.2571989512,1845997.381884505,0.933587053866567,goats
ARE,mixed,122598.12468555372,1845997.381884505,0.06641294613343286,goats
ARG,grassland,2659310.7634621672,3162520.2372638835,0.8408833980341331,goats
ARG,mixed,503209.47380171635,3162520.2372638835,0.1591166019658669,goats
ARM,grassland,6899.3583639083,25960.768745030327,0.2657609422767592,goats
ARM,mixed,19061.410381122027,25960.768745030327,0.7342390577232407,goats
AUS,grassland,2982371.3413190655,3379420.0170323616,0.8825098171543754,goats
AUS,mixed,397048.675713296,3379420.0170323616,0.11749018284562461,goats
AUT,grassland,926.1303928265924,14329.60742363154,0.06463054886620781,goats
AUT,mixed,13403.477030804948,14329.60742363154,0.9353694511337922,goats
AZE,grassland,130315.23790480362,485523.667075224,0.26840141221089725,goats
AZE,mixed,355208.4291704204,485523.667075224,0.7315985877891028,goats
BDI,grassland,6076.598415019331,2061380.8549478953,0.002947829073135021,goats
BDI,mixed,2055304.256532876,2061380.8549478953,0.997052170926865,goats
BEN,grassland,285735.06123540184,1592265.8852110687,0.17945185153390708,goats
BEN,mixed,1306530.823975667,1592265.8852110687,0.8205481484660929,goats
BES,grassland,1833.8207475451986,1833.8207475451986,1,goats
BES,mixed,0,1833.8207475451986,0,goats
BFA,grassland,3662300.4138801987,12335018.641234174,0.29690270605977526,goats
BFA,mixed,8672718.227353975,12335018.641234174,0.7030972939402247,goats
BGD,grassland,307070.7403013894,50765159.972345576,0.006048848077474135,goats
BGD,mixed,50458089.23204418,50765159.972345576,0.9939511519225258,goats
BGR,grassland,1213.0936062243038,222129.98893769694,0.005461187892844817,goats
BGR,mixed,220916.89533147262,222129.98893769694,0.9945388121071551,goats
BHR,grassland,8239.67518270481,8239.67518270481,1,goats
BHR,mixed,0,8239.67518270481,0,goats
BHS,grassland,3279.7984679037995,4426.318173783053,0.740976662574766,goats
BHS,mixed,1146.5197058792528,4426.318173783053,0.2590233374252339,goats
BIH,grassland,532.7445248197744,44617.542896420215,0.01194024794365173,goats
BIH,mixed,44084.79837160044,44617.542896420215,0.9880597520563482,goats
BLZ,grassland,70.24799190855744,177.9275839732352,0.3948122620443411,goats
BLZ,mixed,107.67959206467773,177.9275839732352,0.6051877379556588,goats
BOL,grassland,555029.2133569788,1854681.167976826,0.2992585587971603,goats
BOL,mixed,1299651.954619847,1854681.167976826,0.7007414412028397,goats
BRA,grassland,3960918.549655447,8778353.893845089,0.4512142706427717,goats
BRA,mixed,4817435.344189641,8778353.893845089,0.5487857293572281,goats
BRN,grassland,299.17831842579733,1984.9687830719286,0.15072192619714167,goats
BRN,mixed,1685.7904646461313,1984.9687830719286,0.8492780738028584,goats
BTN,grassland,9303.748096436064,29628.729348977817,0.3140110393143485,goats
BTN,mixed,20324.981252541755,29628.729348977817,0.6859889606856516,goats
BWA,grassland,1373464.3759616844,1912095.8130927915,0.7183031135558645,goats
BWA,mixed,538631.4371311072,1912095.8130927915,0.2816968864441356,goats
CAF,grassland,3747230.757908306,4407806.263792539,0.8501350861741677,goats
CAF,mixed,660575.5058842327,4407806.263792539,0.1498649138258323,goats
CAN,grassland,9.07003580359833,27566.44236444925,3.2902453220787746e-4,goats
CAN,mixed,27557.37232864565,27566.44236444925,0.9996709754677922,goats
CHE,grassland,4169.094249246411,26711.421100902175,0.1560790881734705,goats
CHE,mixed,22542.326851655765,26711.421100902175,0.8439209118265296,goats
CHL,grassland,542914.4638320808,691710.7167111217,0.784886587291111,goats
CHL,mixed,148796.2528790409,691710.7167111217,0.21511341270888895,goats
CHN,grassland,11107749.237213908,112945490.5579462,0.0983461064478278,goats
CHN,mixed,101837741.3207323,112945490.5579462,0.9016538935521722,goats
CIV,grassland,329278.0884966551,1297632.0942194192,0.25375303983578634,goats
CIV,mixed,968354.0057227642,1297632.0942194192,0.7462469601642138,goats
CMR,grassland,795956.3782687357,3157715.434289377,0.25206716527572737,goats
CMR,mixed,2361759.0560206417,3157715.434289377,0.7479328347242727,goats
COD,grassland,645666.840717699,1932262.3902378716,0.33415070540094405,goats
COD,mixed,1286595.5495201726,1932262.3902378716,0.665849294599056,goats
COG,grassland,130679.04461602005,161377.04082843277,0.8097746987128785,goats
COG,mixed,30697.996212412723,161377.04082843277,0.19022530128712145,goats
COL,grassland,858652.2884802938,1059912.9123781926,0.8101158863643638,goats
COL,mixed,201260.6238978989,1059912.9123781926,0.18988411363563626,goats
CPV,grassland,108916.09342590264,231399.9979342554,0.47068320828960214,goats
CPV,mixed,122483.90450835276,231399.9979342554,0.5293167917103978,goats
CUB,grassland,4172.9725949534295,808463.6894020907,0.005161607935712738,goats
CUB,mixed,804290.7168071374,808463.6894020907,0.9948383920642874,goats
CUW,grassland,0,5314.049872262932,0,goats
CUW,mixed,5314.049872262932,5314.049872262932,1,goats
CYP,grassland,96578.6491804332,255701.75776225812,0.377700372596689,goats
CYP,mixed,159123.1085818249,255701.75776225812,0.6222996274033109,goats
DEU,grassland,0,90158.58023650353,0,goats
DEU,mixed,90158.58023650353,90158.58023650353,1,goats
DMA,grassland,7540.9205696825175,7540.9205696825175,1,goats
DMA,mixed,0,7540.9205696825175,0,goats
