lat,lon,area_ha,iso3c
6.433288,99.826952,60,MYS
2.108604,102.463536,100,MYS
1.676758,110.210032,165,MYS
3.01832,103.430156,404,MYS
5.674088,102.721589,520,MYS
4.984545,103.328932,200,MYS
5.596019,102.826214,1000,MYS
2.19705,111.18347,430,MYS
3.888025,100.704595,2175,MYS
3.663462,100.975557,28,MYS
3.203638,103.446051,283,MYS
