Country,Species,Production_system,Herd_type,Variable,Unit,Value
Hungary,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Hungary,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Hungary,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Hungary,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,64890.74739831542
Hungary,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,15021890.836296853
Hungary,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,13735146.52389138
Hungary,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,61025.18434810158
Hungary,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,1225719.1280573728
Hungary,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Hungary,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Hungary,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Hungary,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Hungary,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Hungary,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,64890.74739831542
Hungary,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,15021890.836296853
Hungary,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,13735146.52389138
Hungary,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,61025.18434810158
Hungary,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,1225719.1280573728
Hungary,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Hungary,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Hungary,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Hungary,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Hungary,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Hungary,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Hungary,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Hungary,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Hungary,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Hungary,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Hungary,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Hungary,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Hungary,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Hungary,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Hungary,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Iceland,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,69213.2229215002
Iceland,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,197219146.3311857
Iceland,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,161282430.92352796
Iceland,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,20448225.400077734
Iceland,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,15488490.007580005
Iceland,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,69213.2229215002
Iceland,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,197219146.3311857
Iceland,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,161282430.92352796
Iceland,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,20448225.400077734
Iceland,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,15488490.007580005
Iceland,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Iceland,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Iceland,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Iceland,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Iceland,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Iceland,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Iceland,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Iceland,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Iceland,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Iceland,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Iceland,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Iceland,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Iceland,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Iceland,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Iceland,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Iceland,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Iceland,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Iceland,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Iceland,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Iceland,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Iceland,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,476465.2789416793
Iceland,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,105812763.21902809
Iceland,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,100385996.18550473
Iceland,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,854544.7423045632
Iceland,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,4572222.291218782
Iceland,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Iceland,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Iceland,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Iceland,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Iceland,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Iceland,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,476465.2789416793
Iceland,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,105812763.21902809
Iceland,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,100385996.18550473
Iceland,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,854544.7423045632
Iceland,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,4572222.291218782
Iceland,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Iceland,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Iceland,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Iceland,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Iceland,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Iceland,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Iceland,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Iceland,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Iceland,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Iceland,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Iceland,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Iceland,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Iceland,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Iceland,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Iceland,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
India,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,35409345.33232382
India,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,71595684556.31316
India,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,68444578760.6281
India,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
India,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,3151105795.6850567
India,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,15541907.599446902
India,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,34610191603.29052
India,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,32217412335.6202
India,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
India,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,2392779267.6703153
India,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,19867437.732876915
India,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,36985492953.02264
India,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,36227166425.0079
India,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
India,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,758326528.0147413
India,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,11878595.311326135
India,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,35845849977.411224
India,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,32380256610.85997
India,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
India,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,3465593366.5512557
India,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,8168951.988226315
India,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,25915468409.234283
India,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,22949420386.911865
India,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
India,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,2966048022.322417
India,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,3709643.3230998195
India,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,9930381568.176945
India,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,9430836223.948105
India,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
India,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,499545344.2288391
India,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,8518471.147503197
India,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,2026905352.3090591
India,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,2026905352.3090591
India,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
India,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
India,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
India,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
India,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
India,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
India,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
India,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,8518471.147503197
India,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,2026905352.3090591
India,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,2026905352.3090591
India,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
India,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
India,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,21845371.506625853
India,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,4771761271.421846
India,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,4771761271.421846
India,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
India,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
India,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,12339283.589066654
India,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,2955406926.154369
India,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,2955406926.154369
India,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
India,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
India,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,9506087.917559197
India,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,1816354345.267477
India,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,1816354345.267477
India,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
India,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Indonesia,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,2234324.095783963
Indonesia,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,4844860646.7429085
Indonesia,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,4681031993.445787
Indonesia,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Indonesia,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,163828653.29712087
Indonesia,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,255688.03355469875
Indonesia,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,617369802.4017324
Indonesia,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,576669454.2936482
Indonesia,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Indonesia,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,40700348.10808422
Indonesia,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,1978636.062229264
Indonesia,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,4227490844.341176
Indonesia,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,4104362539.152139
Indonesia,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Indonesia,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,123128305.18903664
Indonesia,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,823367.4260632546
Indonesia,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,1862818942.745985
Indonesia,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,1824863979.3795462
Indonesia,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Indonesia,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,37954963.36643895
Indonesia,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Indonesia,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Indonesia,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Indonesia,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Indonesia,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Indonesia,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,823367.4260632546
Indonesia,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,1862818942.745985
Indonesia,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,1824863979.3795462
Indonesia,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Indonesia,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,37954963.36643895
Indonesia,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,1296179.486698744
Indonesia,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,304363905.28426176
Indonesia,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,282691656.87060535
Indonesia,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Indonesia,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,21672248.413656406
Indonesia,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,1015899.7650460727
Indonesia,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,239611372.81541732
Indonesia,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,219508005.04727662
