iso3c,animal,system,product,headcount,kg_dm,kg_dm_per_head
POL,sheep,grassland,meat,63784.42381120034,13477716.490365878,211.30106200001816
POL,goats,grassland,milk,30595.498662439517,6879519.1714902045,224.85396454530837
POL,goats,grassland,meat,0,0,224.52406130231333
PRT,cows,grassland,milk,320514.8498745586,753752870.5553418,2351.694066126239
PRT,cows,grassland,meat,414983.1963407357,1054440603.3411481,2540.923614833225
PRT,buffaloes,grassland,milk,0,0,1625.849168917518
PRT,buffaloes,grassland,meat,0,0,1969.2300419101177
PRT,sheep,grassland,milk,500562.3938090751,111667964.8354429,223.08500641787202
PRT,sheep,grassland,meat,596036.9787634315,159511855.93078855,267.62073766248517
PRT,goats,grassland,milk,69109.43195731769,19540673.4772596,282.74973363010724
PRT,goats,grassland,meat,223590.07168178365,57329096.10583979,256.40269120460465
PRI,cows,grassland,milk,58199.86467364585,164026346.6662142,2818.328660830871
PRI,cows,grassland,meat,44763.036067308574,86309186.97730935,1928.1352329973622
PRI,buffaloes,grassland,milk,0,0,3358.572676103807
PRI,buffaloes,grassland,meat,0,0,3170.871731986684
PRI,sheep,grassland,milk,0,0,313.1057762532239
PRI,sheep,grassland,meat,0,0,231.1404424858868
PRI,goats,grassland,milk,0,0,235.85346910577044
PRI,goats,grassland,meat,0,0,170.44684947185294
QAT,cows,grassland,milk,0,0,2341.6873265397526
QAT,cows,grassland,meat,0,0,1762.682751282521
QAT,buffaloes,grassland,milk,0,0,3132.5417012168887
QAT,buffaloes,grassland,meat,0,0,2713.012736171676
QAT,sheep,grassland,milk,129783.91589405772,37038555.07027754,285.38632707393435
QAT,sheep,grassland,meat,50418.775001585476,13603796.713045407,269.8160895939582
QAT,goats,grassland,milk,146584.15334192457,37783657.66677962,257.76086163041685
QAT,goats,grassland,meat,0,0,251.99787171932917
KOR,cows,grassland,milk,269555.6535253326,853761638.4449043,3167.2926435752483
KOR,cows,grassland,meat,1225112.2794721148,3905878665.623755,3188.1801619903345
KOR,buffaloes,grassland,milk,0,0,2114.042351121596
KOR,buffaloes,grassland,meat,44510.93275195868,81356013.10022643,1827.775965819238
KOR,sheep,grassland,milk,0,0,208.17273106031905
KOR,sheep,grassland,meat,0,0,221.1067223778261
KOR,goats,grassland,milk,78648.77483860646,12633310.456616875,160.62946285611483
KOR,goats,grassland,meat,28069.610236585766,5006455.11092457,178.3585546335512
MDA,cows,grassland,milk,0,0,2346.5935250245207
MDA,cows,grassland,meat,0,0,2227.1297406967506
MDA,buffaloes,grassland,milk,0,0,1625.849168917518
MDA,buffaloes,grassland,meat,0,0,1969.2300419101177
MDA,sheep,grassland,milk,11922.584023659927,2255418.729200901,189.17197184143185
MDA,sheep,grassland,meat,0,0,213.38170653219896
MDA,goats,grassland,milk,0,0,272.50066460197223
MDA,goats,grassland,meat,0,0,224.52406130231333
REU,cows,grassland,milk,0,0,1618.4360333828224
REU,cows,grassland,meat,0,0,1400.7215131502144
REU,buffaloes,grassland,milk,0,0,3301.837936933596
REU,buffaloes,grassland,meat,0,0,2553.6630536843745
REU,sheep,grassland,milk,0,0,238.18160071852955
REU,sheep,grassland,meat,0,0,234.4060756199724
REU,goats,grassland,milk,0,0,211.90820289974906
REU,goats,grassland,meat,0,0,210.35281899325653
ROU,cows,grassland,milk,921195.3546144853,1947574145.1430871,2114.181465839171
ROU,cows,grassland,meat,0,0,2227.1297406967506
ROU,buffaloes,grassland,milk,0,0,1625.849168917518
ROU,buffaloes,grassland,meat,0,0,1969.2300419101177
ROU,sheep,grassland,milk,2654605.065315081,545059466.795171,205.32601022912488
ROU,sheep,grassland,meat,0,0,213.38170653219896
ROU,goats,grassland,milk,0,0,272.50066460197223
ROU,goats,grassland,meat,232296.713511556,53617254.28135284,230.81365840625875
RUS,cows,grassland,milk,8922401.922647042,20368725730.176655,2282.874713195367
RUS,cows,grassland,meat,0,0,2227.1297406967506
RUS,buffaloes,grassland,milk,0,0,1625.849168917518
RUS,buffaloes,grassland,meat,10639.516917512714,20951656.34537697,1969.2300419101177
RUS,sheep,grassland,milk,21740.113997270586,4052478.1322363056,186.40556037310031
RUS,sheep,grassland,meat,9218623.445229921,1971412486.7614174,213.8510698993247
RUS,goats,grassland,milk,895790.5014389714,219344827.29837063,244.86174718979672
RUS,goats,grassland,meat,99680.9064516374,21753809.21028072,218.23446419836787
RWA,cows,grassland,milk,122576.3331069281,219452694.26028633,1790.3349586159443
RWA,cows,grassland,meat,99564.94318669864,144217452.72735232,1448.4762217653636
RWA,buffaloes,grassland,milk,0,0,3301.837936933596
RWA,buffaloes,grassland,meat,0,0,2553.6630536843745
RWA,sheep,grassland,milk,26750.21189778242,6366068.021848851,237.9819661307653
RWA,sheep,grassland,meat,42947.9048286374,9840515.3267705,229.12678432240781
RWA,goats,grassland,milk,196930.4565065,42230470.5347374,214.44357202992376
RWA,goats,grassland,meat,51380.634036068535,10341133.595896265,201.26520020435956
SHN,cows,grassland,milk,0,0,1544.399654623579
SHN,cows,grassland,meat,0,0,1508.6382149325848
SHN,buffaloes,grassland,milk,0,0,3301.837936933596
SHN,buffaloes,grassland,meat,0,0,2553.6630536843745
SHN,sheep,grassland,milk,0,0,233.14947923016828
SHN,sheep,grassland,meat,0,0,214.50745870514527
SHN,goats,grassland,milk,0,0,209.91788493459822
SHN,goats,grassland,meat,0,0,178.31801750218872
KNA,cows,grassland,milk,0,0,2179.0810195813524
KNA,cows,grassland,meat,0,0,1972.9170556150248
KNA,buffaloes,grassland,milk,0,0,3358.572676103807
KNA,buffaloes,grassland,meat,0,0,3170.871731986684
KNA,sheep,grassland,milk,0,0,313.1057762532239
KNA,sheep,grassland,meat,0,0,231.1404424858868
KNA,goats,grassland,milk,0,0,235.85346910577044
KNA,goats,grassland,meat,0,0,170.44684947185294
LCA,cows,grassland,milk,0,0,2179.0810195813524
LCA,cows,grassland,meat,0,0,1972.9170556150248
LCA,buffaloes,grassland,milk,0,0,3358.572676103807
LCA,buffaloes,grassland,meat,0,0,3170.871731986684
LCA,sheep,grassland,milk,0,0,313.1057762532239
LCA,sheep,grassland,meat,0,0,231.1404424858868
LCA,goats,grassland,milk,0,0,235.85346910577044
LCA,goats,grassland,meat,0,0,170.44684947185294
SPM,cows,grassland,milk,0,0,3111.4985488759953
SPM,cows,grassland,meat,0,0,2809.726753197509
SPM,buffaloes,grassland,milk,0,0,1713.869499319224
SPM,buffaloes,grassland,meat,0,0,3170.871731986684
SPM,sheep,grassland,milk,0,0,313.1057762532239
SPM,sheep,grassland,meat,0,0,283.2745964391759
SPM,goats,grassland,milk,0,0,283.7016004591146
SPM,goats,grassland,meat,0,0,247.57598628270262
VCT,cows,grassland,milk,0,0,2179.0810195813524
VCT,cows,grassland,meat,0,0,1972.9170556150248
VCT,buffaloes,grassland,milk,0,0,3358.572676103807
VCT,buffaloes,grassland,meat,0,0,3170.871731986684
VCT,sheep,grassland,milk,0,0,313.1057762532239
VCT,sheep,grassland,meat,11842.901669090594,2455630.3823655057,207.35039865901982
VCT,goats,grassland,milk,0,0,235.85346910577044
VCT,goats,grassland,meat,0,0,170.44684947185294
WSM,cows,grassland,milk,0,0,2110.426304224341
WSM,cows,grassland,meat,0,0,1953.2660651258843
WSM,buffaloes,grassland,milk,0,0,2736.120699098977
WSM,buffaloes,grassland,meat,0,0,2553.6630536843745
WSM,sheep,grassland,milk,0,0,253.68687400051996
WSM,sheep,grassland,meat,0,0,280.5140120029873
WSM,goats,grassland,milk,0,0,199.8261874269004
WSM,goats,grassland,meat,0,0,228.33099458144392
SMR,cows,grassland,milk,0,0,2332.0061274728405
SMR,cows,grassland,meat,0,0,2213.784689455979
SMR,buffaloes,grassland,milk,0,0,1625.849168917518
SMR,buffaloes,grassland,meat,0,0,1969.2300419101177
SMR,sheep,grassland,milk,0,0,206.92052844029536
SMR,sheep,grassland,meat,0,0,260.6676518001507
SMR,goats,grassland,milk,0,0,226.20697028893227
SMR,goats,grassland,meat,0,0,257.8608604654041
STP,cows,grassland,milk,0,0,2065.3426143742395
STP,cows,grassland,meat,0,0,1809.0406004204788
STP,buffaloes,grassland,milk,0,0,3301.837936933596
STP,buffaloes,grassland,meat,0,0,2553.6630536843745
STP,sheep,grassland,milk,0,0,233.68649660757313
STP,sheep,grassland,meat,0,0,229.00966145918184
STP,goats,grassland,milk,0,0,204.55103010183515
STP,goats,grassland,meat,0,0,185.6780034423162
SAU,cows,grassland,milk,361922.0461725142,670102463.7928052,1851.5104865244748
SAU,cows,grassland,meat,0,0,1762.682751282521
SAU,buffaloes,grassland,milk,0,0,3132.5417012168887
SAU,buffaloes,grassland,meat,367567.13761991874,830001709.0340219,2258.0955261900526
SAU,sheep,grassland,milk,4322381.627814603,960577087.4473641,222.23328945922623
SAU,sheep,grassland,meat,3662398.336486269,994771984.9159902,271.6176378210082
SAU,goats,grassland,milk,3123622.62363923,665199292.571954,212.95763692380746
SAU,goats,grassland,meat,0,0,251.99787171932917
SEN,cows,grassland,milk,427682.16072618746,741378574.9067389,1733.4802406719684
SEN,cows,grassland,meat,365942.2609137497,612167404.1400852,1672.8524401951195
SEN,buffaloes,grassland,milk,0,0,3301.837936933596
SEN,buffaloes,grassland,meat,0,0,2553.6630536843745
SEN,sheep,grassland,milk,293681.58898044756,70459986.6130969,239.91965876276944
SEN,sheep,grassland,meat,695654.8370761073,161858963.67273623,232.6713695444746
SEN,goats,grassland,milk,457133.6849374239,88351155.56669565,193.2720306507053
SEN,goats,grassland,meat,821201.1092358733,152023971.776843,185.12392405107823
SRB,cows,grassland,milk,198477.4330094955,405835826.69145453,2044.7454430350208
SRB,cows,grassland,meat,0,0,2213.784689455979
SRB,buffaloes,grassland,milk,0,0,1625.849168917518
SRB,buffaloes,grassland,meat,0,0,1969.2300419101177
SRB,sheep,grassland,milk,85136.58726358844,16908683.912645493,198.60655043988433
SRB,sheep,grassland,meat,168637.54783927833,44478209.85188082,263.7503356860432
SRB,goats,grassland,milk,0,0,226.20697028893227
SRB,goats,grassland,meat,31774.75227851486,8078385.734937178,254.2391413197434
SYC,cows,grassland,milk,0,0,1618.4360333828224
SYC,cows,grassland,meat,0,0,1400.7215131502144
SYC,buffaloes,grassland,milk,0,0,3301.837936933596
SYC,buffaloes,grassland,meat,0,0,2553.6630536843745
SYC,sheep,grassland,milk,0,0,238.18160071852955
SYC,sheep,grassland,meat,0,0,234.4060756199724
SYC,goats,grassland,milk,0,0,211.90820289974906
SYC,goats,grassland,meat,0,0,210.35281899325653
SLE,cows,grassland,milk,48357.858772019594,70802444.90339768,1464.1352347131792
SLE,cows,grassland,meat,41267.806831708964,59387121.87321138,1439.0665856170497
SLE,buffaloes,grassland,milk,0,0,3301.837936933596
SLE,buffaloes,grassland,meat,0,0,2553.6630536843745
SLE,sheep,grassland,milk,0,0,233.14947923016828
SLE,sheep,grassland,meat,238601.40254743284,51227504.52297175,214.69909219325717
SLE,goats,grassland,milk,0,0,209.91788493459822
SLE,goats,grassland,meat,303321.79877857043,50901963.4491964,167.81505204759654
SGP,cows,grassland,milk,0,0,2301.6585564995708
SGP,cows,grassland,meat,0,0,2089.3632831559385
SGP,buffaloes,grassland,milk,0,0,2178.9826562814956
SGP,buffaloes,grassland,meat,0,0,2167.0937912931327
SGP,sheep,grassland,milk,0,0,216.07250301639905
SGP,sheep,grassland,meat,0,0,223.79474392562935
SGP,goats,grassland,milk,0,0,245.16227120387492
SGP,goats,grassland,meat,0,0,240.18292168978354
SVK,cows,grassland,milk,207719.376661353,489671401.4654201,2357.3698772634793
SVK,cows,grassland,meat,0,0,2227.1297406967506
SVK,buffaloes,grassland,milk,0,0,1625.849168917518
SVK,buffaloes,grassland,meat,0,0,1969.2300419101177
SVK,sheep,grassland,milk,226193.6944330113,43242570.8347751,191.17496154421607
SVK,sheep,grassland,meat,0,0,213.38170653219896
SVK,goats,grassland,milk,19646.21344207454,4636778.3484598,236.01384369211962
SVK,goats,grassland,meat,0,0,224.52406130231333
SVN,cows,grassland,milk,233122.69720728532,541282351.3538771,2321.877525604407
SVN,cows,grassland,meat,116728.74024809265,259696426.15205902,2224.7856491906455
SVN,buffaloes,grassland,milk,0,0,1625.849168917518
SVN,buffaloes,grassland,meat,0,0,1969.2300419101177
SVN,sheep,grassland,milk,0,0,206.92052844029536
SVN,sheep,grassland,meat,97707.19198096114,24910061.956972383,254.94604288521836
SVN,goats,grassland,milk,0,0,226.20697028893227
SVN,goats,grassland,meat,15904.819483642548,3892601.405483361,244.74351371838839
SLB,cows,grassland,milk,0,0,1765.3568352594216
SLB,cows,grassland,meat,0,0,1782.468601651388
SLB,buffaloes,grassland,milk,0,0,2736.120699098977
SLB,buffaloes,grassland,meat,0,0,2553.6630536843745
SLB,sheep,grassland,milk,0,0,253.68687400051996
SLB,sheep,grassland,meat,256208.6320095971,72381018.61380817,282.5081186612671
SLB,goats,grassland,milk,0,0,199.8261874269004
SLB,goats,grassland,meat,173840.3794523483,39405733.315004155,226.67767660853346
SOM,cows,grassland,milk,2773663.845548561,4551026765.297961,1640.7996854420126
SOM,cows,grassland,meat,700175.3113501254,979112097.7233684,1398.3813508582277
SOM,buffaloes,grassland,milk,0,0,3301.837936933596
SOM,buffaloes,grassland,meat,0,0,2553.6630536843745
SOM,sheep,grassland,milk,11262532.98862296,2845013243.2947035,252.60864906399317
SOM,sheep,grassland,meat,0,0,234.4060756199724
SOM,goats,grassland,milk,10350484.795957614,1999831008.5966434,193.21133724844253
SOM,goats,grassland,meat,0,0,210.35281899325653
ZAF,cows,grassland,milk,1501005.3278094726,5530950058.971521,3684.8303976663715
ZAF,cows,grassland,meat,5297692.610470836,15383150646.87018,2903.745418612159
ZAF,buffaloes,grassland,milk,0,0,3301.837936933596
ZAF,buffaloes,grassland,meat,0,0,2553.6630536843745
ZAF,sheep,grassland,milk,0,0,235.50070705255615
ZAF,sheep,grassland,meat,16262832.545943202,5487763340.022979,337.4420368973124
ZAF,goats,grassland,milk,0,0,283.1041529667701
ZAF,goats,grassland,meat,3381069.926075015,1019343491.8210529,301.4854806639207
SSD,cows,grassland,milk,5382041.464333558,9459444174.803133,1757.5940723404417
SSD,cows,grassland,meat,0,0,1400.7215131502144
SSD,buffaloes,grassland,milk,0,0,3301.837936933596
SSD,buffaloes,grassland,meat,0,0,2553.6630536843745
SSD,sheep,grassland,milk,10574258.815936191,2286351417.512085,216.2185981362953
SSD,sheep,grassland,meat,0,0,234.4060756199724
SSD,goats,grassland,milk,9299444.80986072,2081572167.2109585,223.83832688632677
SSD,goats,grassland,meat,0,0,210.35281899325653
ESP,cows,grassland,milk,983201.5565483978,3017410690.0193205,3068.9645169116343
ESP,cows,grassland,meat,2019671.169409329,4349388542.208647,2153.5132095194804
ESP,buffaloes,grassland,milk,0,0,1625.849168917518
ESP,buffaloes,grassland,meat,0,0,1969.2300419101177
ESP,sheep,grassland,milk,1662597.848130243,343526529.3337778,206.6203379970133
ESP,sheep,grassland,meat,2810998.743174148,701800250.1079113,249.66224257910784
ESP,goats,grassland,milk,661488.4019424036,177395969.4217475,268.1769913135885
ESP,goats,grassland,meat,262919.7404668126,73533833.98153584,279.68167719539395
LKA,cows,grassland,milk,203908.19949104078,354586407.5920539,1738.9511970441067
LKA,cows,grassland,meat,102020.96087337556,176131334.47370625,1726.4230111723177
LKA,buffaloes,grassland,milk,54073.490965962344,149043820.79160702,2756.319559346107
LKA,buffaloes,grassland,meat,57069.35049640825,146779379.04333287,2571.9476000094073
LKA,sheep,grassland,milk,0,0,212.71213015033246
LKA,sheep,grassland,meat,0,0,223.83384056134867
LKA,goats,grassland,milk,76701.2938673987,19086721.329635203,248.84484168718657
LKA,goats,grassland,meat,0,0,201.44447403882634
SDN,cows,grassland,milk,12613109.870546687,24519595560.324516,1943.9770058279662
SDN,cows,grassland,meat,0,0,1570.3281152732202
SDN,buffaloes,grassland,milk,0,0,3301.837936933596
SDN,buffaloes,grassland,meat,0,0,2553.6630536843745
SDN,sheep,grassland,milk,16583734.60119306,3847989360.7991476,232.03394490661455
SDN,sheep,grassland,meat,0,0,232.47395344238993
SDN,goats,grassland,milk,13833159.596019918,3186695131.4890513,230.3663967273195
SDN,goats,grassland,meat,0,0,167.79539065294836
SUR,cows,grassland,milk,0,0,3727.2635108784825
SUR,cows,grassland,meat,50568.7676823402,131362979.6832714,2597.7097268507578
SUR,buffaloes,grassland,milk,0,0,3358.572676103807
SUR,buffaloes,grassland,meat,0,0,3170.871731986684
SUR,sheep,grassland,milk,0,0,313.1057762532239
SUR,sheep,grassland,meat,0,0,318.8075068609248
SUR,goats,grassland,milk,0,0,250.47471263951374
SUR,goats,grassland,meat,0,0,247.68517339954968
SJM,cows,grassland,milk,0,0,2346.477263988162
SJM,cows,grassland,meat,0,0,2070.8534146907487
SJM,buffaloes,grassland,milk,0,0,1625.849168917518
SJM,buffaloes,grassland,meat,0,0,1969.2300419101177
SJM,sheep,grassland,milk,0,0,209.31420142409814
SJM,sheep,grassland,meat,0,0,213.72059130629273
SJM,goats,grassland,milk,0,0,291.35004212809986
SJM,goats,grassland,meat,0,0,217.89452508248303
SWZ,cows,grassland,milk,326721.61271857005,621811605.6998991,1903.1847955388012
SWZ,cows,grassland,meat,134923.86812542353,238494039.96882048,1767.6193492104705
SWZ,buffaloes,grassland,milk,0,0,3301.837936933596
SWZ,buffaloes,grassland,meat,0,0,2553.6630536843745
SWZ,sheep,grassland,milk,0,0,235.50070705255615
SWZ,sheep,grassland,meat,28967.7741787874,7215959.1337697655,249.10298903993416
SWZ,goats,grassland,milk,0,0,283.1041529667701
SWZ,goats,grassland,meat,207105.6608638098,60203492.05142129,290.6897464816782
SWE,cows,grassland,milk,697501.3285691398,1613773306.131965,2313.6490785508227
SWE,cows,grassland,meat,340289.1951218236,712110711.0378028,2092.663302996932
SWE,buffaloes,grassland,milk,0,0,1625.849168917518
SWE,buffaloes,grassland,meat,0,0,1969.2300419101177
SWE,sheep,grassland,milk,0,0,209.31420142409814
SWE,sheep,grassland,meat,416779.6517668831,85410894.27928136,204.93057642615946
SWE,goats,grassland,milk,0,0,291.35004212809986
SWE,goats,grassland,meat,0,0,217.89452508248303
CHE,cows,grassland,milk,1087571.8253269456,2792845273.5064173,2567.9639803714413
CHE,cows,grassland,meat,0,0,2190.0267173121597
CHE,buffaloes,grassland,milk,0,0,1625.849168917518
CHE,buffaloes,grassland,meat,0,0,1969.2300419101177
CHE,sheep,grassland,milk,25765.86989962326,5908515.374689433,229.31557900848614
CHE,sheep,grassland,meat,324177.7561849442,75082856.34084016,231.61014260955403
CHE,goats,grassland,milk,67121.85295584655,15826212.298284696,235.78330456245513
CHE,goats,grassland,meat,0,0,178.60888245972234
SYR,cows,grassland,milk,411763.2370459605,961242632.0079896,2334.4547194258066
SYR,cows,grassland,meat,0,0,1762.682751282521
SYR,buffaloes,grassland,milk,0,0,3132.5417012168887
SYR,buffaloes,grassland,meat,0,0,2713.012736171676
SYR,sheep,grassland,milk,7634465.848163383,2063525874.0419083,270.2907990004735
SYR,sheep,grassland,meat,0,0,275.37943961335424
SYR,goats,grassland,milk,794352.6209885019,207854071.37947553,261.6647391693873
SYR,goats,grassland,meat,0,0,251.99787171932917
TJK,cows,grassland,milk,1190567.4624919035,4152377293.109476,3487.7295272444208
TJK,cows,grassland,meat,0,0,1921.7635829237
TJK,buffaloes,grassland,milk,0,0,2670.8162072918117
TJK,buffaloes,grassland,meat,11545.032022125797,31384663.051662814,2718.456128273599
TJK,sheep,grassland,milk,0,0,420.36330102802015
TJK,sheep,grassland,meat,1929862.697105377,764808623.0005518,396.30209141183826
TJK,goats,grassland,milk,423948.31289986044,161203687.530047,380.2437293060403
TJK,goats,grassland,meat,887298.9847699781,240473905.03844213,271.01789719818305
THA,cows,grassland,milk,144354.81261897305,381500452.730503,2642.7969099823495
THA,cows,grassland,meat,850870.6492393158,1786129345.462234,2099.1784674427845
THA,buffaloes,grassland,milk,0,0,2178.9826562814956
THA,buffaloes,grassland,meat,160034.05190938007,348186627.8108977,2175.703380978317
THA,sheep,grassland,milk,0,0,216.07250301639905
THA,sheep,grassland,meat,0,0,223.79474392562935
THA,goats,grassland,milk,0,0,245.16227120387492
THA,goats,grassland,meat,58553.70397716664,7905793.925724378,135.0178278868112
MKD,cows,grassland,milk,83287.90979332873,198138439.34622085,2378.9580004815
MKD,cows,grassland,meat,0,0,2213.784689455979
MKD,buffaloes,grassland,milk,0,0,1625.849168917518
MKD,buffaloes,grassland,meat,0,0,1969.2300419101177
MKD,sheep,grassland,milk,230316.70651495425,46238740.56533028,200.76155683620826
MKD,sheep,grassland,meat,0,0,260.6676518001507
MKD,goats,grassland,milk,31279.497259633885,7289748.818018658,233.05198154274882
MKD,goats,grassland,meat,0,0,257.8608604654041
TLS,cows,grassland,milk,0,0,2301.6585564995708
TLS,cows,grassland,meat,0,0,2089.3632831559385
TLS,buffaloes,grassland,milk,0,0,2178.9826562814956
TLS,buffaloes,grassland,meat,0,0,2167.0937912931327
TLS,sheep,grassland,milk,0,0,216.07250301639905
TLS,sheep,grassland,meat,0,0,223.79474392562935
TLS,goats,grassland,milk,0,0,245.16227120387492
TLS,goats,grassland,meat,0,0,240.18292168978354
TGO,cows,grassland,milk,32143.535718273313,46203835.85884838,1437.4223254034218
TGO,cows,grassland,meat,35982.91402530072,51016763.68820993,1417.805229791518
TGO,buffaloes,grassland,milk,0,0,3301.837936933596
TGO,buffaloes,grassland,meat,0,0,2553.6630536843745
TGO,sheep,grassland,milk,0,0,233.14947923016828
TGO,sheep,grassland,meat,351426.8875198324,72547877.12388515,206.43803789711734
TGO,goats,grassland,milk,0,0,209.91788493459822
TGO,goats,grassland,meat,351326.33225525136,58083654.88592498,165.326790374839
TKL,cows,grassland,milk,0,0,2110.426304224341
TKL,cows,grassland,meat,0,0,1953.2660651258843
TKL,buffaloes,grassland,milk,0,0,2736.120699098977
TKL,buffaloes,grassland,meat,0,0,2553.6630536843745
TKL,sheep,grassland,milk,0,0,253.68687400051996
TKL,sheep,grassland,meat,0,0,280.5140120029873
TKL,goats,grassland,milk,0,0,199.8261874269004
TKL,goats,grassland,meat,0,0,228.33099458144392
TON,cows,grassland,milk,0,0,2110.426304224341
TON,cows,grassland,meat,0,0,1953.2660651258843
TON,buffaloes,grassland,milk,0,0,2736.120699098977
TON,buffaloes,grassland,meat,0,0,2553.6630536843745
TON,sheep,grassland,milk,0,0,253.68687400051996
TON,sheep,grassland,meat,0,0,280.5140120029873
TON,goats,grassland,milk,0,0,199.8261874269004
TON,goats,grassland,meat,0,0,228.33099458144392
TTO,cows,grassland,milk,12806.246184640086,23802355.481185652,1858.6520310482856
TTO,cows,grassland,meat,0,0,1972.9170556150248
TTO,buffaloes,grassland,milk,0,0,3358.572676103807
TTO,buffaloes,grassland,meat,0,0,3170.871731986684
TTO,sheep,grassland,milk,0,0,313.1057762532239
TTO,sheep,grassland,meat,0,0,231.1404424858868
TTO,goats,grassland,milk,0,0,235.85346910577044
TTO,goats,grassland,meat,0,0,170.44684947185294
TUN,cows,grassland,milk,138335.41497136024,245663338.78579986,1775.8528344795861
TUN,cows,grassland,meat,0,0,1570.3281152732202
TUN,buffaloes,grassland,milk,0,0,3301.837936933596
TUN,buffaloes,grassland,meat,0,0,2553.6630536843745
TUN,sheep,grassland,milk,205428.1749361488,45382077.013759166,220.9145703984608
TUN,sheep,grassland,meat,1997188.4444313678,409036620.53556055,204.80622230518662
TUN,goats,grassland,milk,591114.1232395174,101751971.62227932,172.13591694382467
TUN,goats,grassland,meat,60955.9721888175,10295099.652567321,168.89402765453684
TUR,cows,grassland,milk,1586076.02453791,3104690242.848716,1957.466221553435
TUR,cows,grassland,meat,0,0,1762.682751282521
TUR,buffaloes,grassland,milk,19596.040910621625,52692418.8665606,2688.93186674252
TUR,buffaloes,grassland,meat,0,0,2713.012736171676
TUR,sheep,grassland,milk,1917601.7506061725,518032878.087469,270.14622714216534
TUR,sheep,grassland,meat,264198.22434023826,66523970.194697246,251.79567486050445
TUR,goats,grassland,milk,824891.5048124859,214013645.67286366,259.44459898579413
TUR,goats,grassland,meat,0,0,251.99787171932917
TKM,cows,grassland,milk,1750205.2821916821,6671964696.405685,3812.104079614458
TKM,cows,grassland,meat,0,0,1921.7635829237
TKM,buffaloes,grassland,milk,0,0,2670.8162072918117
TKM,buffaloes,grassland,meat,186409.90683044848,504613407.1884547,2707.0095992668043
TKM,sheep,grassland,milk,0,0,420.36330102802015
TKM,sheep,grassland,meat,11857088.645190146,4679219031.295093,394.63473465665857
TKM,goats,grassland,milk,0,0,303.8329701445886
TKM,goats,grassland,meat,2427343.958875184,655058047.5340468,269.8661823920482
TCA,cows,grassland,milk,0,0,2179.0810195813524
TCA,cows,grassland,meat,0,0,1972.9170556150248
TCA,buffaloes,grassland,milk,0,0,3358.572676103807
TCA,buffaloes,grassland,meat,0,0,3170.871731986684
TCA,sheep,grassland,milk,0,0,313.1057762532239
TCA,sheep,grassland,meat,0,0,231.1404424858868
TCA,goats,grassland,milk,0,0,235.85346910577044
TCA,goats,grassland,meat,0,0,170.44684947185294
TUV,cows,grassland,milk,0,0,2110.426304224341
TUV,cows,grassland,meat,0,0,1953.2660651258843
TUV,buffaloes,grassland,milk,0,0,2736.120699098977
TUV,buffaloes,grassland,meat,0,0,2553.6630536843745
TUV,sheep,grassland,milk,0,0,253.68687400051996
TUV,sheep,grassland,meat,0,0,280.5140120029873
TUV,goats,grassland,milk,0,0,199.8261874269004
TUV,goats,grassland,meat,0,0,228.33099458144392
UGA,cows,grassland,milk,1721905.769459481,2875770065.5320454,1670.1088506340107
UGA,cows,grassland,meat,526322.82669112,759111789.4550481,1442.2931154770977
UGA,buffaloes,grassland,milk,0,0,3301.837936933596
UGA,buffaloes,grassland,meat,0,0,2553.6630536843745
UGA,sheep,grassland,milk,0,0,238.18160071852955
UGA,sheep,grassland,meat,539844.1187198111,125383220.72539917,232.2581952411254
UGA,goats,grassland,milk,0,0,211.90820289974906
UGA,goats,grassland,meat,3045084.716671226,604417582.8378944,198.48957880509195
UKR,cows,grassland,milk,565775.7430624049,1388286204.4491723,2453.774700440002
UKR,cows,grassland,meat,0,0,2227.1297406967506
UKR,buffaloes,grassland,milk,0,0,1625.849168917518
UKR,buffaloes,grassland,meat,0,0,1969.2300419101177
UKR,sheep,grassland,milk,168211.3019679524,34312663.823805995,203.98548386685243
UKR,sheep,grassland,meat,0,0,213.38170653219896
UKR,goats,grassland,milk,79872.90636705716,23790966.874528974,297.8602877576186
UKR,goats,grassland,meat,0,0,224.52406130231333
ARE,cows,grassland,milk,80321.56581373874,165851920.10596517,2064.8491899493915
ARE,cows,grassland,meat,0,0,1762.682751282521
ARE,buffaloes,grassland,milk,0,0,3132.5417012168887
ARE,buffaloes,grassland,meat,137261.36605886204,411267894.25013787,2996.239262792803
ARE,sheep,grassland,milk,545667.5196066736,170056463.42157036,311.6484989690241
ARE,sheep,grassland,meat,700251.3281774553,210276883.35490432,300.2877322663452
ARE,goats,grassland,milk,1223916.7715323274,351638450.21011996,287.3058514999131
ARE,goats,grassland,meat,466666.8232093968,124896455.89538886,267.63517285510335
GBR,cows,grassland,milk,2553503.1897427374,7427214389.257138,2908.637208322979
GBR,cows,grassland,meat,2408805.072762031,4843329633.358729,2010.677280667288
GBR,buffaloes,grassland,milk,0,0,1625.849168917518
GBR,buffaloes,grassland,meat,0,0,1969.2300419101177
GBR,sheep,grassland,milk,0,0,209.31420142409814
GBR,sheep,grassland,meat,17396811.53175051,3939789282.0662875,226.46617024481014
GBR,goats,grassland,milk,0,0,291.35004212809986
GBR,goats,grassland,meat,19840.95552655393,4323235.581641136,217.89452508248303
TZA,cows,grassland,milk,6488004.184115568,10625975548.873892,1637.7880234555373
