nh3_n_total_loss,prop_nh3_n_total,prop_nh3_n_grassland,prop_nh3_n_cropsandrice,iso3c
86,0.207729469,0.198067633,0.217391304,CAN
762,0.240682249,0.23120657,0.250157928,SPM
762,0.240682249,0.23120657,0.250157928,USA
197,0.280227596,0.262108262,0.298295455,AIA
197,0.280227596,0.262108262,0.298295455,ATG
197,0.280227596,0.262108262,0.298295455,ABW
197,0.280227596,0.262108262,0.298295455,BHS
197,0.280227596,0.262108262,0.298295455,BRB
197,0.280227596,0.262108262,0.298295455,BLZ
197,0.280227596,0.262108262,0.298295455,BMU
197,0.280227596,0.262108262,0.298295455,BES
197,0.280227596,0.262108262,0.298295455,VGB
197,0.280227596,0.262108262,0.298295455,CYM
197,0.280227596,0.262108262,0.298295455,CRI
197,0.280227596,0.262108262,0.298295455,CUB
197,0.280227596,0.262108262,0.298295455,CUW
197,0.280227596,0.262108262,0.298295455,DOM
197,0.280227596,0.262108262,0.298295455,DMA
197,0.280227596,0.262108262,0.298295455,SLV
197,0.280227596,0.262108262,0.298295455,GRD
197,0.280227596,0.262108262,0.298295455,GLP
197,0.280227596,0.262108262,0.298295455,GTM
197,0.280227596,0.262108262,0.298295455,HTI
197,0.280227596,0.262108262,0.298295455,HND
197,0.280227596,0.262108262,0.298295455,JAM
197,0.280227596,0.262108262,0.298295455,MTQ
197,0.280227596,0.262108262,0.298295455,MEX
197,0.280227596,0.262108262,0.298295455,MSR
197,0.280227596,0.262108262,0.298295455,NIC
197,0.280227596,0.262108262,0.298295455,PAN
197,0.280227596,0.262108262,0.298295455,PRI
197,0.280227596,0.262108262,0.298295455,BLM
197,0.280227596,0.262108262,0.298295455,MAF
197,0.280227596,0.262108262,0.298295455,KNA
197,0.280227596,0.262108262,0.298295455,LCA
197,0.280227596,0.262108262,0.298295455,VCT
197,0.280227596,0.262108262,0.298295455,SXM
197,0.280227596,0.262108262,0.298295455,TTO
197,0.280227596,0.262108262,0.298295455,TCA
197,0.280227596,0.262108262,0.298295455,VIR
567,0.269614836,0.257849667,0.281368821,ARG
567,0.269614836,0.257849667,0.281368821,BOL
567,0.269614836,0.257849667,0.281368821,BRA
567,0.269614836,0.257849667,0.281368821,CHL
567,0.269614836,0.257849667,0.281368821,COL
567,0.269614836,0.257849667,0.281368821,ECU
567,0.269614836,0.257849667,0.281368821,FLK
567,0.269614836,0.257849667,0.281368821,GUF
567,0.269614836,0.257849667,0.281368821,GUY
567,0.269614836,0.257849667,0.281368821,PRY
567,0.269614836,0.257849667,0.281368821,PER
567,0.269614836,0.257849667,0.281368821,SUR
567,0.269614836,0.257849667,0.281368821,URY
567,0.269614836,0.257849667,0.281368821,VEN
24,0.342857143,0.323529412,0.361111111,DZA
24,0.342857143,0.323529412,0.361111111,EGY
24,0.342857143,0.323529412,0.361111111,LBY
24,0.342857143,0.323529412,0.361111111,MAR
24,0.342857143,0.323529412,0.361111111,TUN
24,0.342857143,0.323529412,0.361111111,ESH
75,0.270758123,0.255474453,0.285714286,BEN
75,0.270758123,0.255474453,0.285714286,BFA
75,0.270758123,0.255474453,0.285714286,CMR
75,0.270758123,0.255474453,0.285714286,CPV
75,0.270758123,0.255474453,0.285714286,CAF
75,0.270758123,0.255474453,0.285714286,TCD
75,0.270758123,0.255474453,0.285714286,CIV
75,0.270758123,0.255474453,0.285714286,COD
75,0.270758123,0.255474453,0.285714286,GNQ
75,0.270758123,0.255474453,0.285714286,GAB
75,0.270758123,0.255474453,0.285714286,GMB
75,0.270758123,0.255474453,0.285714286,GHA
75,0.270758123,0.255474453,0.285714286,GNB
75,0.270758123,0.255474453,0.285714286,GIN
75,0.270758123,0.255474453,0.285714286,LBR
75,0.270758123,0.255474453,0.285714286,MLI
75,0.270758123,0.255474453,0.285714286,MRT
75,0.270758123,0.255474453,0.285714286,NER
75,0.270758123,0.255474453,0.285714286,NGA
75,0.270758123,0.255474453,0.285714286,COG
75,0.270758123,0.255474453,0.285714286,SHN
75,0.270758123,0.255474453,0.285714286,STP
75,0.270758123,0.255474453,0.285714286,SEN
75,0.270758123,0.255474453,0.285714286,SLE
75,0.270758123,0.255474453,0.285714286,TGO
84,0.282828283,0.27027027,0.295302013,IOT
84,0.282828283,0.27027027,0.295302013,BDI
84,0.282828283,0.27027027,0.295302013,COM
84,0.282828283,0.27027027,0.295302013,DJI
84,0.282828283,0.27027027,0.295302013,ERI
84,0.282828283,0.27027027,0.295302013,ETH
84,0.282828283,0.27027027,0.295302013,KEN
84,0.282828283,0.27027027,0.295302013,MDG
84,0.282828283,0.27027027,0.295302013,MUS
84,0.282828283,0.27027027,0.295302013,MYT
84,0.282828283,0.27027027,0.295302013,REU
84,0.282828283,0.27027027,0.295302013,RWA
84,0.282828283,0.27027027,0.295302013,SYC
84,0.282828283,0.27027027,0.295302013,SOM
84,0.282828283,0.27027027,0.295302013,SSD
84,0.282828283,0.27027027,0.295302013,SDN
84,0.282828283,0.27027027,0.295302013,UGA
43,0.272151899,0.256410256,0.2875,AGO
43,0.272151899,0.256410256,0.2875,BWA
43,0.272151899,0.256410256,0.2875,LSO
43,0.272151899,0.256410256,0.2875,MWI
43,0.272151899,0.256410256,0.2875,MOZ
43,0.272151899,0.256410256,0.2875,NAM
43,0.272151899,0.256410256,0.2875,ZAF
43,0.272151899,0.256410256,0.2875,SWZ
43,0.272151899,0.256410256,0.2875,TZA
43,0.272151899,0.256410256,0.2875,ZMB
43,0.272151899,0.256410256,0.2875,ZWE
1246,0.191869418,0.18184765,0.200938692,ALA
1246,0.191869418,0.18184765,0.200938692,AND
1246,0.191869418,0.18184765,0.200938692,AUT
1246,0.191869418,0.18184765,0.200938692,BEL
1246,0.191869418,0.18184765,0.200938692,HRV
1246,0.191869418,0.18184765,0.200938692,DNK
1246,0.191869418,0.18184765,0.200938692,EST
1246,0.191869418,0.18184765,0.200938692,FRO
1246,0.191869418,0.18184765,0.200938692,FIN
1246,0.191869418,0.18184765,0.200938692,FRA
1246,0.191869418,0.18184765,0.200938692,DEU
1246,0.191869418,0.18184765,0.200938692,GIB
1246,0.191869418,0.18184765,0.200938692,GRC
1246,0.191869418,0.18184765,0.200938692,GRL
1246,0.191869418,0.18184765,0.200938692,GGY
1246,0.191869418,0.18184765,0.200938692,ISL
1246,0.191869418,0.18184765,0.200938692,IRL
1246,0.191869418,0.18184765,0.200938692,IMN
1246,0.191869418,0.18184765,0.200938692,ITA
1246,0.191869418,0.18184765,0.200938692,JEY
1246,0.191869418,0.18184765,0.200938692,XKO
1246,0.191869418,0.18184765,0.200938692,LVA
1246,0.191869418,0.18184765,0.200938692,LIE
1246,0.191869418,0.18184765,0.200938692,LTU
1246,0.191869418,0.18184765,0.200938692,LUX
1246,0.191869418,0.18184765,0.200938692,MKD
1246,0.191869418,0.18184765,0.200938692,MLT
1246,0.191869418,0.18184765,0.200938692,MCO
1246,0.191869418,0.18184765,0.200938692,NLD
1246,0.191869418,0.18184765,0.200938692,NOR
1246,0.191869418,0.18184765,0.200938692,PRT
1246,0.191869418,0.18184765,0.200938692,XMI
1246,0.191869418,0.18184765,0.200938692,SMR
1246,0.191869418,0.18184765,0.200938692,SVN
1246,0.191869418,0.18184765,0.200938692,ESP
1246,0.191869418,0.18184765,0.200938692,SJM
1246,0.191869418,0.18184765,0.200938692,SWE
1246,0.191869418,0.18184765,0.200938692,CHE
1246,0.191869418,0.18184765,0.200938692,GBR
279,0.186746988,0.176390773,0.19682959,BGR
279,0.186746988,0.176390773,0.19682959,CZE
279,0.186746988,0.176390773,0.19682959,HUN
279,0.186746988,0.176390773,0.19682959,POL
279,0.186746988,0.176390773,0.19682959,ROU
279,0.186746988,0.176390773,0.19682959,SVK
1068,0.223337516,0.213897028,0.232762223,ALB
1068,0.223337516,0.213897028,0.232762223,ARM
1068,0.223337516,0.213897028,0.232762223,AZE
1068,0.223337516,0.213897028,0.232762223,BLR
1068,0.223337516,0.213897028,0.232762223,BIH
1068,0.223337516,0.213897028,0.232762223,GEO
1068,0.223337516,0.213897028,0.232762223,KAZ
1068,0.223337516,0.213897028,0.232762223,KGZ
1068,0.223337516,0.213897028,0.232762223,MDA
1068,0.223337516,0.213897028,0.232762223,MNE
1068,0.223337516,0.213897028,0.232762223,RUS
1068,0.223337516,0.213897028,0.232762223,SRB
1068,0.223337516,0.213897028,0.232762223,TJK
1068,0.223337516,0.213897028,0.232762223,TKM
1068,0.223337516,0.213897028,0.232762223,UKR
1068,0.223337516,0.213897028,0.232762223,UZB
118,0.341040462,0.317365269,0.363128492,CYP
118,0.341040462,0.317365269,0.363128492,BHR
118,0.341040462,0.317365269,0.363128492,IRN
118,0.341040462,0.317365269,0.363128492,IRQ
118,0.341040462,0.317365269,0.363128492,ISR
118,0.341040462,0.317365269,0.363128492,JOR
118,0.341040462,0.317365269,0.363128492,KWT
118,0.341040462,0.317365269,0.363128492,LBN
118,0.341040462,0.317365269,0.363128492,OMN
118,0.341040462,0.317365269,0.363128492,PSE
118,0.341040462,0.317365269,0.363128492,QAT
118,0.341040462,0.317365269,0.363128492,SAU
118,0.341040462,0.317365269,0.363128492,SYR
118,0.341040462,0.317365269,0.363128492,TUR
118,0.341040462,0.317365269,0.363128492,ARE
118,0.341040462,0.317365269,0.363128492,YEM
1206,0.284433962,0.268235294,0.286238532,AFG
1206,0.284433962,0.268235294,0.286238532,BGD
1206,0.284433962,0.268235294,0.286238532,BTN
1206,0.284433962,0.268235294,0.286238532,IND
1206,0.284433962,0.268235294,0.286238532,MDV
1206,0.284433962,0.268235294,0.286238532,NPL
1206,0.284433962,0.268235294,0.286238532,PAK
1206,0.284433962,0.268235294,0.286238532,LKA
1553,0.236954532,0.230769231,0.238640777,CHN
1553,0.236954532,0.230769231,0.238640777,HKG
1553,0.236954532,0.230769231,0.238640777,MAC
1553,0.236954532,0.230769231,0.238640777,MNG
1553,0.236954532,0.230769231,0.238640777,PRK
1553,0.236954532,0.230769231,0.238640777,KOR
1553,0.236954532,0.230769231,0.238640777,TWN
323,0.227946366,0.238993711,0.222340426,BRN
323,0.227946366,0.238993711,0.222340426,KHM
323,0.227946366,0.238993711,0.222340426,IDN
323,0.227946366,0.238993711,0.222340426,LAO
323,0.227946366,0.238993711,0.222340426,MYS
323,0.227946366,0.238993711,0.222340426,MMR
323,0.227946366,0.238993711,0.222340426,PHL
323,0.227946366,0.238993711,0.222340426,SGP
323,0.227946366,0.238993711,0.222340426,THA
323,0.227946366,0.238993711,0.222340426,TLS
323,0.227946366,0.238993711,0.222340426,VNM
33,0.286956522,0.269230769,0.301587302,ASM
33,0.286956522,0.269230769,0.301587302,AUS
33,0.286956522,0.269230769,0.301587302,CXR
33,0.286956522,0.269230769,0.301587302,CCK
33,0.286956522,0.269230769,0.301587302,COK
33,0.286956522,0.269230769,0.301587302,FJI
33,0.286956522,0.269230769,0.301587302,PYF
33,0.286956522,0.269230769,0.301587302,GUM
33,0.286956522,0.269230769,0.301587302,KIR
33,0.286956522,0.269230769,0.301587302,MHL
33,0.286956522,0.269230769,0.301587302,FSM
33,0.286956522,0.269230769,0.301587302,NRU
33,0.286956522,0.269230769,0.301587302,NCL
33,0.286956522,0.269230769,0.301587302,NZL
33,0.286956522,0.269230769,0.301587302,NIU
33,0.286956522,0.269230769,0.301587302,NFK
33,0.286956522,0.269230769,0.301587302,MNP
33,0.286956522,0.269230769,0.301587302,PLW
33,0.286956522,0.269230769,0.301587302,PNG
33,0.286956522,0.269230769,0.301587302,PCN
33,0.286956522,0.269230769,0.301587302,WSM
33,0.286956522,0.269230769,0.301587302,SLB
33,0.286956522,0.269230769,0.301587302,TKL
33,0.286956522,0.269230769,0.301587302,TON
33,0.286956522,0.269230769,0.301587302,TUV
33,0.286956522,0.269230769,0.301587302,VUT
33,0.286956522,0.269230769,0.301587302,WLF
95,0.226190476,0.271186441,0.218836565,JPN
