nutrient,rate,split_rest_names,iso3c
K2O,26,maiz,EST
K2O,26,maiz,FIN
K2O,26,maiz,FRA
K2O,26,maiz,DEU
K2O,26,maiz,GRC
K2O,26,maiz,HUN
K2O,26,maiz,IRL
K2O,26,maiz,ITA
K2O,26,maiz,LVA
K2O,26,maiz,LTU
K2O,26,maiz,LUX
K2O,26,maiz,MLT
K2O,26,maiz,NLD
K2O,26,maiz,POL
K2O,26,maiz,PRT
K2O,26,maiz,SVK
K2O,26,maiz,SVN
K2O,26,maiz,ESP
K2O,26,maiz,SWE
K2O,26,maiz,ROU
K2O,26,maiz,GBR
K2O,26,maiz,GGY
K2O,26,maiz,FRO
K2O,26,maiz,GIB
K2O,26,maiz,ALA
K2O,26,maiz,SJM
K2O,40,maiz,BRA
K2O,18,maiz,IDN
K2O,1,maiz,PAK
K2O,74,maiz,CAN
K2O,15,maiz,RUS
K2O,31,maiz,VNM
K2O,64,maiz,MYS
K2O,0,maiz,AUS
K2O,13,maiz,TUR
K2O,29,maiz,THA
K2O,55,maiz,BGD
K2O,3,maiz,MEX
K2O,7,maiz,IRN
K2O,1092,maiz,BLR
K2O,0,maiz,ARG
K2O,8,maiz,EGY
K2O,0,maiz,JPN
K2O,10,maiz,UKR
K2O,7,maiz,ZAF
K2O,16,maiz,UZB
K2O,4,maiz,PHL
K2O,61,maiz,NZL
K2O,71,maiz,CHL
K2O,2,maiz,MAR
K2O,5,maiz,AFG
K2O,5,maiz,ALB
K2O,5,maiz,DZA
K2O,5,maiz,ASM
K2O,5,maiz,AND
K2O,5,maiz,AGO
K2O,5,maiz,AIA
K2O,5,maiz,ATG
K2O,5,maiz,ARM
K2O,5,maiz,ABW
K2O,5,maiz,AZE
K2O,5,maiz,BHS
K2O,5,maiz,BHR
K2O,5,maiz,BRB
K2O,5,maiz,BLZ
K2O,5,maiz,BEN
K2O,5,maiz,BMU
K2O,5,maiz,BTN
K2O,5,maiz,BOL
K2O,5,maiz,BES
K2O,5,maiz,BIH
K2O,5,maiz,BWA
K2O,5,maiz,IOT
K2O,5,maiz,VGB
K2O,5,maiz,BRN
K2O,5,maiz,BFA
K2O,5,maiz,BDI
K2O,5,maiz,KHM
K2O,5,maiz,CMR
K2O,5,maiz,CPV
K2O,5,maiz,CYM
K2O,5,maiz,CAF
K2O,5,maiz,TCD
K2O,5,maiz,CXR
K2O,5,maiz,CCK
K2O,5,maiz,COL
K2O,5,maiz,COM
K2O,5,maiz,COK
K2O,5,maiz,CRI
K2O,5,maiz,CIV
K2O,5,maiz,CUB
K2O,5,maiz,CUW
K2O,5,maiz,COD
K2O,5,maiz,DJI
K2O,5,maiz,DOM
K2O,5,maiz,DMA
K2O,5,maiz,ECU
K2O,5,maiz,SLV
K2O,5,maiz,GNQ
K2O,5,maiz,ERI
K2O,5,maiz,ETH
K2O,5,maiz,FLK
K2O,5,maiz,FJI
K2O,5,maiz,GUF
K2O,5,maiz,PYF
K2O,5,maiz,GAB
K2O,5,maiz,GMB
K2O,5,maiz,GEO
K2O,5,maiz,GHA
K2O,5,maiz,GRL
K2O,5,maiz,GRD
K2O,5,maiz,GLP
K2O,5,maiz,GUM
K2O,5,maiz,GTM
K2O,5,maiz,GNB
K2O,5,maiz,GIN
K2O,5,maiz,GUY
K2O,5,maiz,HTI
K2O,5,maiz,HND
K2O,5,maiz,ISL
K2O,5,maiz,IRQ
K2O,5,maiz,IMN
K2O,5,maiz,ISR
K2O,5,maiz,JAM
K2O,5,maiz,JEY
K2O,5,maiz,JOR
K2O,5,maiz,KAZ
K2O,5,maiz,KEN
K2O,5,maiz,KIR
K2O,5,maiz,XKO
K2O,5,maiz,KWT
K2O,5,maiz,KGZ
K2O,5,maiz,LAO
K2O,5,maiz,LBN
K2O,5,maiz,LSO
K2O,5,maiz,LBR
K2O,5,maiz,LBY
K2O,5,maiz,LIE
K2O,5,maiz,MKD
K2O,5,maiz,MDG
K2O,5,maiz,MWI
K2O,5,maiz,MDV
K2O,5,maiz,MLI
K2O,5,maiz,MHL
K2O,5,maiz,MTQ
K2O,5,maiz,MRT
K2O,5,maiz,MUS
K2O,5,maiz,MYT
K2O,5,maiz,FSM
K2O,5,maiz,MDA
K2O,5,maiz,MCO
K2O,5,maiz,MNG
K2O,5,maiz,MNE
K2O,5,maiz,MSR
K2O,5,maiz,MOZ
K2O,5,maiz,MMR
K2O,5,maiz,"NAM"
K2O,5,maiz,NRU
K2O,5,maiz,NPL
K2O,5,maiz,NCL
K2O,5,maiz,NIC
K2O,5,maiz,NER
K2O,5,maiz,NGA
K2O,5,maiz,NIU
K2O,5,maiz,NFK
K2O,5,maiz,PRK
K2O,5,maiz,MNP
K2O,5,maiz,NOR
K2O,5,maiz,OMN
K2O,5,maiz,PLW
K2O,5,maiz,PSE
K2O,5,maiz,PAN
K2O,5,maiz,PNG
K2O,5,maiz,PRY
K2O,5,maiz,PER
K2O,5,maiz,PCN
K2O,5,maiz,XMI
K2O,5,maiz,PRI
K2O,5,maiz,QAT
K2O,5,maiz,COG
K2O,5,maiz,REU
K2O,5,maiz,RWA
K2O,5,maiz,BLM
K2O,5,maiz,MAF
K2O,5,maiz,SHN
K2O,5,maiz,KNA
K2O,5,maiz,LCA
K2O,5,maiz,SPM
K2O,5,maiz,VCT
K2O,5,maiz,WSM
K2O,5,maiz,SMR
K2O,5,maiz,STP
K2O,5,maiz,SAU
K2O,5,maiz,SEN
K2O,5,maiz,SRB
K2O,5,maiz,SYC
K2O,5,maiz,SLE
K2O,5,maiz,SGP
K2O,5,maiz,SXM
K2O,5,maiz,SLB
K2O,5,maiz,SOM
K2O,5,maiz,KOR
K2O,5,maiz,SSD
K2O,5,maiz,LKA
K2O,5,maiz,SDN
K2O,5,maiz,SUR
K2O,5,maiz,SWZ
K2O,5,maiz,CHE
K2O,5,maiz,SYR
K2O,5,maiz,TWN
K2O,5,maiz,TJK
K2O,5,maiz,TZA
K2O,5,maiz,TLS
K2O,5,maiz,TGO
K2O,5,maiz,TKL
K2O,5,maiz,TON
K2O,5,maiz,TTO
K2O,5,maiz,TUN
K2O,5,maiz,TKM
K2O,5,maiz,TCA
K2O,5,maiz,TUV
K2O,5,maiz,UGA
K2O,5,maiz,ARE
K2O,5,maiz,URY
K2O,5,maiz,VUT
K2O,5,maiz,VEN
K2O,5,maiz,VIR
K2O,5,maiz,WLF
K2O,5,maiz,ESH
K2O,5,maiz,YEM
K2O,5,maiz,ZMB
K2O,5,maiz,ZWE
N,125,maiz,CHN
N,125,maiz,MAC
N,125,maiz,HKG
N,90,maiz,IND
N,166,maiz,USA
N,98,maiz,AUT
N,98,maiz,BEL
N,98,maiz,BGR
N,98,maiz,HRV
N,98,maiz,CYP
N,98,maiz,CZE
N,98,maiz,DNK
N,98,maiz,EST
N,98,maiz,FIN
N,98,maiz,FRA
N,98,maiz,DEU
N,98,maiz,GRC
N,98,maiz,HUN
N,98,maiz,IRL
N,98,maiz,ITA
N,98,maiz,LVA
N,98,maiz,LTU
N,98,maiz,LUX
N,98,maiz,MLT
N,98,maiz,NLD
N,98,maiz,POL
N,98,maiz,PRT
N,98,maiz,SVK
N,98,maiz,SVN
N,98,maiz,ESP
N,98,maiz,SWE
N,98,maiz,ROU
N,98,maiz,GBR
N,98,maiz,GGY
N,98,maiz,FRO
N,98,maiz,GIB
N,98,maiz,ALA
N,98,maiz,SJM
N,69,maiz,BRA
N,117,maiz,IDN
N,131,maiz,PAK
N,164,maiz,CAN
N,63,maiz,RUS
N,138,maiz,VNM
N,97,maiz,MYS
N,287,maiz,AUS
N,182,maiz,TUR
N,75,maiz,THA
N,104,maiz,BGD
N,126,maiz,MEX
N,163,maiz,IRN
N,1025,maiz,BLR
N,44,maiz,ARG
N,256,maiz,EGY
N,0,maiz,JPN
N,71,maiz,UKR
N,100,maiz,ZAF
N,165,maiz,UZB
N,51,maiz,PHL
N,198,maiz,NZL
N,214,maiz,CHL
N,70,maiz,MAR
N,26,maiz,AFG
N,26,maiz,ALB
N,26,maiz,DZA
N,26,maiz,ASM
N,26,maiz,AND
N,26,maiz,AGO
N,26,maiz,AIA
N,26,maiz,ATG
N,26,maiz,ARM
N,26,maiz,ABW
N,26,maiz,AZE
N,26,maiz,BHS
N,26,maiz,BHR
N,26,maiz,BRB
N,26,maiz,BLZ
N,26,maiz,BEN
N,26,maiz,BMU
N,26,maiz,BTN
N,26,maiz,BOL
N,26,maiz,BES
N,26,maiz,BIH
N,26,maiz,BWA
N,26,maiz,IOT
N,26,maiz,VGB
N,26,maiz,BRN
N,26,maiz,BFA
N,26,maiz,BDI
N,26,maiz,KHM
N,26,maiz,CMR
N,26,maiz,CPV
N,26,maiz,CYM
N,26,maiz,CAF
N,26,maiz,TCD
N,26,maiz,CXR
N,26,maiz,CCK
N,26,maiz,COL
N,26,maiz,COM
N,26,maiz,COK
N,26,maiz,CRI
N,26,maiz,CIV
N,26,maiz,CUB
N,26,maiz,CUW
N,26,maiz,COD
N,26,maiz,DJI
N,26,maiz,DOM
N,26,maiz,DMA
N,26,maiz,ECU
N,26,maiz,SLV
N,26,maiz,GNQ
N,26,maiz,ERI
N,26,maiz,ETH
N,26,maiz,FLK
N,26,maiz,FJI
N,26,maiz,GUF
N,26,maiz,PYF
N,26,maiz,GAB
N,26,maiz,GMB
N,26,maiz,GEO
N,26,maiz,GHA
N,26,maiz,GRL
N,26,maiz,GRD
N,26,maiz,GLP
N,26,maiz,GUM
N,26,maiz,GTM
N,26,maiz,GNB
N,26,maiz,GIN
N,26,maiz,GUY
N,26,maiz,HTI
N,26,maiz,HND
N,26,maiz,ISL
N,26,maiz,IRQ
N,26,maiz,IMN
N,26,maiz,ISR
N,26,maiz,JAM
N,26,maiz,JEY
N,26,maiz,JOR
N,26,maiz,KAZ
N,26,maiz,KEN
N,26,maiz,KIR
N,26,maiz,XKO
N,26,maiz,KWT
N,26,maiz,KGZ
N,26,maiz,LAO
N,26,maiz,LBN
N,26,maiz,LSO
N,26,maiz,LBR
N,26,maiz,LBY
N,26,maiz,LIE
N,26,maiz,MKD
N,26,maiz,MDG
N,26,maiz,MWI
N,26,maiz,MDV
N,26,maiz,MLI
N,26,maiz,MHL
N,26,maiz,MTQ
N,26,maiz,MRT
N,26,maiz,MUS
N,26,maiz,MYT
N,26,maiz,FSM
N,26,maiz,MDA
N,26,maiz,MCO
N,26,maiz,MNG
N,26,maiz,MNE
N,26,maiz,MSR
N,26,maiz,MOZ
N,26,maiz,MMR
N,26,maiz,"NAM"
N,26,maiz,NRU
N,26,maiz,NPL
N,26,maiz,NCL
N,26,maiz,NIC
N,26,maiz,NER
N,26,maiz,NGA
N,26,maiz,NIU
N,26,maiz,NFK
N,26,maiz,PRK
N,26,maiz,MNP
N,26,maiz,NOR
N,26,maiz,OMN
N,26,maiz,PLW
N,26,maiz,PSE
N,26,maiz,PAN
N,26,maiz,PNG
N,26,maiz,PRY
N,26,maiz,PER
N,26,maiz,PCN
N,26,maiz,XMI
N,26,maiz,PRI
N,26,maiz,QAT
N,26,maiz,COG
N,26,maiz,REU
N,26,maiz,RWA
N,26,maiz,BLM
N,26,maiz,MAF
N,26,maiz,SHN
N,26,maiz,KNA
N,26,maiz,LCA
N,26,maiz,SPM
N,26,maiz,VCT
N,26,maiz,WSM
N,26,maiz,SMR
N,26,maiz,STP
N,26,maiz,SAU
N,26,maiz,SEN
N,26,maiz,SRB
N,26,maiz,SYC
N,26,maiz,SLE
N,26,maiz,SGP
N,26,maiz,SXM
N,26,maiz,SLB
N,26,maiz,SOM
N,26,maiz,KOR
N,26,maiz,SSD
N,26,maiz,LKA
N,26,maiz,SDN
N,26,maiz,SUR
N,26,maiz,SWZ
N,26,maiz,CHE
N,26,maiz,SYR
N,26,maiz,TWN
N,26,maiz,TJK
N,26,maiz,TZA
N,26,maiz,TLS
N,26,maiz,TGO
N,26,maiz,TKL
N,26,maiz,TON
N,26,maiz,TTO
N,26,maiz,TUN
N,26,maiz,TKM
N,26,maiz,TCA
N,26,maiz,TUV
N,26,maiz,UGA
N,26,maiz,ARE
N,26,maiz,URY
N,26,maiz,VUT
N,26,maiz,VEN
N,26,maiz,VIR
N,26,maiz,WLF
N,26,maiz,ESH
N,26,maiz,YEM
N,26,maiz,ZMB
N,26,maiz,ZWE
P2O5,49,maiz,CHN
P2O5,49,maiz,MAC
P2O5,49,maiz,HKG
P2O5,32,maiz,IND
P2O5,61,maiz,USA
P2O5,26,maiz,AUT
P2O5,26,maiz,BEL
P2O5,26,maiz,BGR
P2O5,26,maiz,HRV
P2O5,26,maiz,CYP
P2O5,26,maiz,CZE
P2O5,26,maiz,DNK
P2O5,26,maiz,EST
P2O5,26,maiz,FIN
P2O5,26,maiz,FRA
P2O5,26,maiz,DEU
P2O5,26,maiz,GRC
P2O5,26,maiz,HUN
P2O5,26,maiz,IRL
P2O5,26,maiz,ITA
P2O5,26,maiz,LVA
P2O5,26,maiz,LTU
P2O5,26,maiz,LUX
P2O5,26,maiz,MLT
P2O5,26,maiz,NLD
P2O5,26,maiz,POL
P2O5,26,maiz,PRT
P2O5,26,maiz,SVK
P2O5,26,maiz,SVN
P2O5,26,maiz,ESP
P2O5,26,maiz,SWE
P2O5,26,maiz,ROU
P2O5,26,maiz,GBR
P2O5,26,maiz,GGY
P2O5,26,maiz,FRO
P2O5,26,maiz,GIB
P2O5,26,maiz,ALA
P2O5,26,maiz,SJM
P2O5,37,maiz,BRA
P2O5,35,maiz,IDN
P2O5,34,maiz,PAK
P2O5,48,maiz,CAN
P2O5,24,maiz,RUS
P2O5,45,maiz,VNM
P2O5,72,maiz,MYS
P2O5,87,maiz,AUS
P2O5,61,maiz,TUR
P2O5,31,maiz,THA
P2O5,104,maiz,BGD
P2O5,20,maiz,MEX
P2O5,31,maiz,IRN
P2O5,285,maiz,BLR
P2O5,25,maiz,ARG
P2O5,24,maiz,EGY
P2O5,0,maiz,JPN
P2O5,10,maiz,UKR
P2O5,35,maiz,ZAF
P2O5,38,maiz,UZB
P2O5,8,maiz,PHL
P2O5,165,maiz,NZL
P2O5,74,maiz,CHL
P2O5,56,maiz,MAR
P2O5,8,maiz,AFG
P2O5,8,maiz,ALB
P2O5,8,maiz,DZA
P2O5,8,maiz,ASM
P2O5,8,maiz,AND
P2O5,8,maiz,AGO
P2O5,8,maiz,AIA
P2O5,8,maiz,ATG
P2O5,8,maiz,ARM
P2O5,8,maiz,ABW
P2O5,8,maiz,AZE
P2O5,8,maiz,BHS
P2O5,8,maiz,BHR
P2O5,8,maiz,BRB
P2O5,8,maiz,BLZ
P2O5,8,maiz,BEN
P2O5,8,maiz,BMU
P2O5,8,maiz,BTN
P2O5,8,maiz,BOL
P2O5,8,maiz,BES
P2O5,8,maiz,BIH
P2O5,8,maiz,BWA
P2O5,8,maiz,IOT
P2O5,8,maiz,VGB
P2O5,8,maiz,BRN
P2O5,8,maiz,BFA
P2O5,8,maiz,BDI
P2O5,8,maiz,KHM
P2O5,8,maiz,CMR
P2O5,8,maiz,CPV
P2O5,8,maiz,CYM
P2O5,8,maiz,CAF
P2O5,8,maiz,TCD
P2O5,8,maiz,CXR
P2O5,8,maiz,CCK
P2O5,8,maiz,COL
P2O5,8,maiz,COM
P2O5,8,maiz,COK
P2O5,8,maiz,CRI
P2O5,8,maiz,CIV
P2O5,8,maiz,CUB
P2O5,8,maiz,CUW
P2O5,8,maiz,COD
P2O5,8,maiz,DJI
P2O5,8,maiz,DOM
P2O5,8,maiz,DMA
P2O5,8,maiz,ECU
P2O5,8,maiz,SLV
P2O5,8,maiz,GNQ
P2O5,8,maiz,ERI
P2O5,8,maiz,ETH
P2O5,8,maiz,FLK
P2O5,8,maiz,FJI
P2O5,8,maiz,GUF
P2O5,8,maiz,PYF
P2O5,8,maiz,GAB
P2O5,8,maiz,GMB
P2O5,8,maiz,GEO
P2O5,8,maiz,GHA
P2O5,8,maiz,GRL
P2O5,8,maiz,GRD
P2O5,8,maiz,GLP
P2O5,8,maiz,GUM
P2O5,8,maiz,GTM
P2O5,8,maiz,GNB
P2O5,8,maiz,GIN
P2O5,8,maiz,GUY
P2O5,8,maiz,HTI
P2O5,8,maiz,HND
P2O5,8,maiz,ISL
P2O5,8,maiz,IRQ
P2O5,8,maiz,IMN
P2O5,8,maiz,ISR
P2O5,8,maiz,JAM
P2O5,8,maiz,JEY
P2O5,8,maiz,JOR
P2O5,8,maiz,KAZ
P2O5,8,maiz,KEN
P2O5,8,maiz,KIR
P2O5,8,maiz,XKO
P2O5,8,maiz,KWT
P2O5,8,maiz,KGZ
P2O5,8,maiz,LAO
P2O5,8,maiz,LBN
P2O5,8,maiz,LSO
P2O5,8,maiz,LBR
P2O5,8,maiz,LBY
P2O5,8,maiz,LIE
P2O5,8,maiz,MKD
P2O5,8,maiz,MDG
P2O5,8,maiz,MWI
P2O5,8,maiz,MDV
P2O5,8,maiz,MLI
P2O5,8,maiz,MHL
P2O5,8,maiz,MTQ
P2O5,8,maiz,MRT
P2O5,8,maiz,MUS
P2O5,8,maiz,MYT
P2O5,8,maiz,FSM
P2O5,8,maiz,MDA
P2O5,8,maiz,MCO
P2O5,8,maiz,MNG
P2O5,8,maiz,MNE
P2O5,8,maiz,MSR
P2O5,8,maiz,MOZ
P2O5,8,maiz,MMR
P2O5,8,maiz,"NAM"
P2O5,8,maiz,NRU
P2O5,8,maiz,NPL
P2O5,8,maiz,NCL
P2O5,8,maiz,NIC
P2O5,8,maiz,NER
P2O5,8,maiz,NGA
P2O5,8,maiz,NIU
P2O5,8,maiz,NFK
P2O5,8,maiz,PRK
P2O5,8,maiz,MNP
P2O5,8,maiz,NOR
P2O5,8,maiz,OMN
P2O5,8,maiz,PLW
P2O5,8,maiz,PSE
P2O5,8,maiz,PAN
P2O5,8,maiz,PNG
P2O5,8,maiz,PRY
P2O5,8,maiz,PER
P2O5,8,maiz,PCN
P2O5,8,maiz,XMI
P2O5,8,maiz,PRI
P2O5,8,maiz,QAT
P2O5,8,maiz,COG
P2O5,8,maiz,REU
P2O5,8,maiz,RWA
P2O5,8,maiz,BLM
P2O5,8,maiz,MAF
P2O5,8,maiz,SHN
P2O5,8,maiz,KNA
P2O5,8,maiz,LCA
P2O5,8,maiz,SPM
P2O5,8,maiz,VCT
P2O5,8,maiz,WSM
P2O5,8,maiz,SMR
P2O5,8,maiz,STP
P2O5,8,maiz,SAU
P2O5,8,maiz,SEN
P2O5,8,maiz,SRB
P2O5,8,maiz,SYC
P2O5,8,maiz,SLE
P2O5,8,maiz,SGP
P2O5,8,maiz,SXM
P2O5,8,maiz,SLB
P2O5,8,maiz,SOM
P2O5,8,maiz,KOR
P2O5,8,maiz,SSD
P2O5,8,maiz,LKA
P2O5,8,maiz,SDN
P2O5,8,maiz,SUR
P2O5,8,maiz,SWZ
P2O5,8,maiz,CHE
P2O5,8,maiz,SYR
P2O5,8,maiz,TWN
P2O5,8,maiz,TJK
P2O5,8,maiz,TZA
P2O5,8,maiz,TLS
P2O5,8,maiz,TGO
P2O5,8,maiz,TKL
P2O5,8,maiz,TON
P2O5,8,maiz,TTO
P2O5,8,maiz,TUN
P2O5,8,maiz,TKM
P2O5,8,maiz,TCA
P2O5,8,maiz,TUV
P2O5,8,maiz,UGA
P2O5,8,maiz,ARE
P2O5,8,maiz,URY
P2O5,8,maiz,VUT
P2O5,8,maiz,VEN
P2O5,8,maiz,VIR
P2O5,8,maiz,WLF
P2O5,8,maiz,ESH
P2O5,8,maiz,YEM
P2O5,8,maiz,ZMB
P2O5,8,maiz,ZWE
K2O,156,oilp,CHN
K2O,156,oilp,MAC
K2O,156,oilp,HKG
K2O,34,oilp,IND
K2O,34,oilp,USA
K2O,34,oilp,AUT
K2O,34,oilp,BEL
K2O,34,oilp,BGR
K2O,34,oilp,HRV
K2O,34,oilp,CYP
K2O,34,oilp,CZE
K2O,34,oilp,DNK
K2O,34,oilp,EST
K2O,34,oilp,FIN
K2O,34,oilp,FRA
K2O,34,oilp,DEU
K2O,34,oilp,GRC
K2O,34,oilp,HUN
K2O,34,oilp,IRL
K2O,34,oilp,ITA
K2O,34,oilp,LVA
K2O,34,oilp,LTU
K2O,34,oilp,LUX
K2O,34,oilp,MLT
K2O,34,oilp,NLD
K2O,34,oilp,POL
K2O,34,oilp,PRT
K2O,34,oilp,SVK
K2O,34,oilp,SVN
K2O,34,oilp,ESP
K2O,34,oilp,SWE
K2O,34,oilp,ROU
K2O,34,oilp,GBR
K2O,34,oilp,GGY
K2O,34,oilp,FRO
K2O,34,oilp,GIB
K2O,34,oilp,ALA
K2O,34,oilp,SJM
K2O,137,oilp,BRA
K2O,167,oilp,IDN
K2O,34,oilp,PAK
K2O,34,oilp,CAN
K2O,34,oilp,RUS
K2O,34,oilp,VNM
K2O,238,oilp,MYS
K2O,34,oilp,AUS
K2O,34,oilp,TUR
K2O,123,oilp,THA
K2O,34,oilp,BGD
K2O,64,oilp,MEX
K2O,34,oilp,IRN
K2O,34,oilp,BLR
K2O,34,oilp,ARG
K2O,34,oilp,EGY
K2O,34,oilp,JPN
K2O,34,oilp,UKR
K2O,34,oilp,ZAF
K2O,34,oilp,UZB
K2O,89,oilp,PHL
K2O,34,oilp,NZL
K2O,34,oilp,CHL
K2O,34,oilp,MAR
K2O,34,oilp,AFG
K2O,34,oilp,ALB
K2O,34,oilp,DZA
K2O,34,oilp,ASM
K2O,34,oilp,AND
K2O,34,oilp,AGO
K2O,34,oilp,AIA
K2O,34,oilp,ATG
K2O,34,oilp,ARM
K2O,34,oilp,ABW
K2O,34,oilp,AZE
K2O,34,oilp,BHS
K2O,34,oilp,BHR
K2O,34,oilp,BRB
K2O,34,oilp,BLZ
K2O,34,oilp,BEN
K2O,34,oilp,BMU
K2O,34,oilp,BTN
K2O,34,oilp,BOL
K2O,34,oilp,BES
K2O,34,oilp,BIH
K2O,34,oilp,BWA
K2O,34,oilp,IOT
K2O,34,oilp,VGB
K2O,34,oilp,BRN
K2O,34,oilp,BFA
K2O,34,oilp,BDI
K2O,34,oilp,KHM
K2O,34,oilp,CMR
K2O,34,oilp,CPV
K2O,34,oilp,CYM
K2O,34,oilp,CAF
K2O,34,oilp,TCD
K2O,34,oilp,CXR
K2O,34,oilp,CCK
K2O,34,oilp,COL
K2O,34,oilp,COM
K2O,34,oilp,COK
K2O,34,oilp,CRI
K2O,34,oilp,CIV
K2O,34,oilp,CUB
K2O,34,oilp,CUW
K2O,34,oilp,COD
K2O,34,oilp,DJI
K2O,34,oilp,DOM
K2O,34,oilp,DMA
K2O,34,oilp,ECU
K2O,34,oilp,SLV
K2O,34,oilp,GNQ
K2O,34,oilp,ERI
K2O,34,oilp,ETH
K2O,34,oilp,FLK
K2O,34,oilp,FJI
K2O,34,oilp,GUF
K2O,34,oilp,PYF
K2O,34,oilp,GAB
K2O,34,oilp,GMB
K2O,34,oilp,GEO
K2O,34,oilp,GHA
K2O,34,oilp,GRL
K2O,34,oilp,GRD
K2O,34,oilp,GLP
K2O,34,oilp,GUM
K2O,34,oilp,GTM
K2O,34,oilp,GNB
K2O,34,oilp,GIN
K2O,34,oilp,GUY
K2O,34,oilp,HTI
K2O,34,oilp,HND
K2O,34,oilp,ISL
K2O,34,oilp,IRQ
K2O,34,oilp,IMN
K2O,34,oilp,ISR
K2O,34,oilp,JAM
K2O,34,oilp,JEY
K2O,34,oilp,JOR
K2O,34,oilp,KAZ
K2O,34,oilp,KEN
K2O,34,oilp,KIR
K2O,34,oilp,XKO
K2O,34,oilp,KWT
K2O,34,oilp,KGZ
K2O,34,oilp,LAO
K2O,34,oilp,LBN
K2O,34,oilp,LSO
K2O,34,oilp,LBR
K2O,34,oilp,LBY
K2O,34,oilp,LIE
K2O,34,oilp,MKD
K2O,34,oilp,MDG
K2O,34,oilp,MWI
K2O,34,oilp,MDV
K2O,34,oilp,MLI
K2O,34,oilp,MHL
K2O,34,oilp,MTQ
K2O,34,oilp,MRT
K2O,34,oilp,MUS
K2O,34,oilp,MYT
K2O,34,oilp,FSM
K2O,34,oilp,MDA
K2O,34,oilp,MCO
K2O,34,oilp,MNG
K2O,34,oilp,MNE
K2O,34,oilp,MSR
K2O,34,oilp,MOZ
K2O,34,oilp,MMR
K2O,34,oilp,"NAM"
K2O,34,oilp,NRU
K2O,34,oilp,NPL
K2O,34,oilp,NCL
K2O,34,oilp,NIC
K2O,34,oilp,NER
K2O,34,oilp,NGA
K2O,34,oilp,NIU
K2O,34,oilp,NFK
K2O,34,oilp,PRK
K2O,34,oilp,MNP
K2O,34,oilp,NOR
K2O,34,oilp,OMN
K2O,34,oilp,PLW
K2O,34,oilp,PSE
K2O,34,oilp,PAN
K2O,34,oilp,PNG
K2O,34,oilp,PRY
K2O,34,oilp,PER
K2O,34,oilp,PCN
K2O,34,oilp,XMI
K2O,34,oilp,PRI
K2O,34,oilp,QAT
K2O,34,oilp,COG
K2O,34,oilp,REU
K2O,34,oilp,RWA
K2O,34,oilp,BLM
K2O,34,oilp,MAF
K2O,34,oilp,SHN
K2O,34,oilp,KNA
K2O,34,oilp,LCA
K2O,34,oilp,SPM
K2O,34,oilp,VCT
K2O,34,oilp,WSM
K2O,34,oilp,SMR
K2O,34,oilp,STP
K2O,34,oilp,SAU
K2O,34,oilp,SEN
K2O,34,oilp,SRB
K2O,34,oilp,SYC
K2O,34,oilp,SLE
K2O,34,oilp,SGP
K2O,34,oilp,SXM
K2O,34,oilp,SLB
K2O,34,oilp,SOM
K2O,34,oilp,KOR
K2O,34,oilp,SSD
K2O,34,oilp,LKA
K2O,34,oilp,SDN
K2O,34,oilp,SUR
K2O,34,oilp,SWZ
K2O,34,oilp,CHE
K2O,34,oilp,SYR
K2O,34,oilp,TWN
K2O,34,oilp,TJK
K2O,34,oilp,TZA
K2O,34,oilp,TLS
K2O,34,oilp,TGO
K2O,34,oilp,TKL
K2O,34,oilp,TON
K2O,34,oilp,TTO
K2O,34,oilp,TUN
K2O,34,oilp,TKM
K2O,34,oilp,TCA
K2O,34,oilp,TUV
K2O,34,oilp,UGA
K2O,34,oilp,ARE
K2O,34,oilp,URY
K2O,34,oilp,VUT
K2O,34,oilp,VEN
K2O,34,oilp,VIR
K2O,34,oilp,WLF
K2O,34,oilp,ESH
K2O,34,oilp,YEM
K2O,34,oilp,ZMB
K2O,34,oilp,ZWE
N,107,oilp,CHN
N,107,oilp,MAC
N,107,oilp,HKG
N,26,oilp,IND
N,26,oilp,USA
N,26,oilp,AUT
N,26,oilp,BEL
N,26,oilp,BGR
N,26,oilp,HRV
N,26,oilp,CYP
N,26,oilp,CZE
N,26,oilp,DNK
N,26,oilp,EST
N,26,oilp,FIN
N,26,oilp,FRA
N,26,oilp,DEU
N,26,oilp,GRC
N,26,oilp,HUN
N,26,oilp,IRL
N,26,oilp,ITA
N,26,oilp,LVA
N,26,oilp,LTU
N,26,oilp,LUX
N,26,oilp,MLT
N,26,oilp,NLD
N,26,oilp,POL
N,26,oilp,PRT
N,26,oilp,SVK
N,26,oilp,SVN
N,26,oilp,ESP
N,26,oilp,SWE
N,26,oilp,ROU
N,26,oilp,GBR
N,26,oilp,GGY
N,26,oilp,FRO
N,26,oilp,GIB
N,26,oilp,ALA
N,26,oilp,SJM
N,94,oilp,BRA
N,100,oilp,IDN
N,26,oilp,PAK
N,26,oilp,CAN
N,26,oilp,RUS
N,26,oilp,VNM
N,100,oilp,MYS
N,26,oilp,AUS
N,26,oilp,TUR
N,51,oilp,THA
N,26,oilp,BGD
N,139,oilp,MEX
N,26,oilp,IRN
N,26,oilp,BLR
N,26,oilp,ARG
N,26,oilp,EGY
N,26,oilp,JPN
N,26,oilp,UKR
N,26,oilp,ZAF
N,26,oilp,UZB
N,58,oilp,PHL
N,26,oilp,NZL
N,26,oilp,CHL
N,26,oilp,MAR
