nutrient,efficiency,iso3c
N,0.44326612903225804,DZA
N,0.44326612903225804,AGO
N,0.44326612903225804,BEN
N,0.44326612903225804,BWA
N,0.44326612903225804,IOT
N,0.44326612903225804,BFA
N,0.44326612903225804,BDI
N,0.44326612903225804,CMR
N,0.44326612903225804,CPV
N,0.44326612903225804,CAF
N,0.44326612903225804,TCD
N,0.44326612903225804,COM
N,0.44326612903225804,CIV
N,0.44326612903225804,COD
N,0.44326612903225804,DJI
N,0.44326612903225804,EGY
N,0.44326612903225804,GNQ
N,0.44326612903225804,ERI
N,0.44326612903225804,ETH
N,0.44326612903225804,GAB
N,0.44326612903225804,GMB
N,0.44326612903225804,GHA
N,0.44326612903225804,GNB
N,0.44326612903225804,GIN
N,0.44326612903225804,KEN
N,0.44326612903225804,LSO
N,0.44326612903225804,LBR
N,0.44326612903225804,LBY
N,0.44326612903225804,MDG
N,0.44326612903225804,MWI
N,0.44326612903225804,MLI
N,0.44326612903225804,MRT
N,0.44326612903225804,MUS
N,0.44326612903225804,MYT
N,0.44326612903225804,MAR
N,0.44326612903225804,MOZ
N,0.44326612903225804,NAM
N,0.44326612903225804,NER
N,0.44326612903225804,NGA
N,0.44326612903225804,XMI
N,0.44326612903225804,COG
N,0.44326612903225804,REU
N,0.44326612903225804,RWA
N,0.44326612903225804,SHN
N,0.44326612903225804,STP
N,0.44326612903225804,SEN
N,0.44326612903225804,SYC
N,0.44326612903225804,SLE
N,0.44326612903225804,SOM
N,0.44326612903225804,ZAF
N,0.44326612903225804,SSD
N,0.44326612903225804,SDN
N,0.44326612903225804,SWZ
N,0.44326612903225804,TZA
N,0.44326612903225804,TGO
N,0.44326612903225804,TUN
N,0.44326612903225804,UGA
N,0.44326612903225804,ESH
N,0.44326612903225804,ZMB
N,0.44326612903225804,ZWE
P,0.5976209677419355,DZA
P,0.5976209677419355,AGO
P,0.5976209677419355,BEN
P,0.5976209677419355,BWA
P,0.5976209677419355,IOT
P,0.5976209677419355,BFA
P,0.5976209677419355,BDI
P,0.5976209677419355,CMR
P,0.5976209677419355,CPV
P,0.5976209677419355,CAF
P,0.5976209677419355,TCD
P,0.5976209677419355,COM
P,0.5976209677419355,CIV
P,0.5976209677419355,COD
P,0.5976209677419355,DJI
P,0.5976209677419355,EGY
P,0.5976209677419355,GNQ
P,0.5976209677419355,ERI
P,0.5976209677419355,ETH
P,0.5976209677419355,GAB
P,0.5976209677419355,GMB
P,0.5976209677419355,GHA
P,0.5976209677419355,GNB
P,0.5976209677419355,GIN
P,0.5976209677419355,KEN
P,0.5976209677419355,LSO
P,0.5976209677419355,LBR
P,0.5976209677419355,LBY
P,0.5976209677419355,MDG
P,0.5976209677419355,MWI
P,0.5976209677419355,MLI
P,0.5976209677419355,MRT
P,0.5976209677419355,MUS
P,0.5976209677419355,MYT
P,0.5976209677419355,MAR
P,0.5976209677419355,MOZ
P,0.5976209677419355,NAM
P,0.5976209677419355,NER
P,0.5976209677419355,NGA
P,0.5976209677419355,XMI
P,0.5976209677419355,COG
P,0.5976209677419355,REU
P,0.5976209677419355,RWA
P,0.5976209677419355,SHN
P,0.5976209677419355,STP
P,0.5976209677419355,SEN
P,0.5976209677419355,SYC
P,0.5976209677419355,SLE
P,0.5976209677419355,SOM
P,0.5976209677419355,ZAF
P,0.5976209677419355,SSD
P,0.5976209677419355,SDN
P,0.5976209677419355,SWZ
P,0.5976209677419355,TZA
P,0.5976209677419355,TGO
P,0.5976209677419355,TUN
P,0.5976209677419355,UGA
P,0.5976209677419355,ESH
P,0.5976209677419355,ZMB
P,0.5976209677419355,ZWE
N,0.5558064516129032,AIA
N,0.5558064516129032,ATG
N,0.5558064516129032,ARG
N,0.5558064516129032,ABW
N,0.5558064516129032,BHS
N,0.5558064516129032,BRB
N,0.5558064516129032,BLZ
N,0.5558064516129032,BOL
N,0.5558064516129032,BES
N,0.5558064516129032,BRA
N,0.5558064516129032,VGB
N,0.5558064516129032,CYM
N,0.5558064516129032,CHL
N,0.5558064516129032,COL
N,0.5558064516129032,CRI
N,0.5558064516129032,CUB
N,0.5558064516129032,CUW
N,0.5558064516129032,DOM
N,0.5558064516129032,DMA
N,0.5558064516129032,ECU
N,0.5558064516129032,SLV
N,0.5558064516129032,FLK
N,0.5558064516129032,GUF
N,0.5558064516129032,GRD
N,0.5558064516129032,GLP
