iso3c,split_rest_names,nutrient,prod_system,weighting,t_per_ha,harvested_area,total_nutrient,prop_nutrient,country_application,reported_by_fao,allocated_nutrient
STP,othr,N,I,2,0.03473333333333333,0,0,0,NA,No,0
STP,pige,N,H,1,0.0145,0,0,0,NA,No,0
STP,pige,N,I,2,0.0145,0,0,0,NA,No,0
STP,rcof,N,H,1,0.03228,0,0,0,NA,No,0
STP,rcof,N,I,2,0.03228,0,0,0,NA,No,0
STP,spis,N,H,1,0.2499,48,11.9952,0.34459459339938736,NA,No,11.9952
STP,spis,N,I,2,0.2499,0,0,0,NA,No,0
STP,teas,N,H,1,0.035,0,0,0,NA,No,0
STP,teas,N,I,2,0.035,0,0,0,NA,No,0
STP,tnut,N,H,1,0.0714,0,0,0,NA,No,0
STP,tnut,N,I,2,0.0714,0,0,0,NA,No,0
STP,toba,N,H,1,0.03116666666666667,0,0,0,NA,No,0
STP,toba,N,I,2,0.03116666666666667,0,0,0,NA,No,0
STP,acof,P2O5,H,1,0.01428,0,0,0,NA,No,0
STP,acof,P2O5,I,2,0.01428,0,0,0,NA,No,0
STP,bean,P2O5,H,1,0.0207,0,0,0,NA,No,0
STP,bean,P2O5,I,2,0.0207,0,0,0,NA,No,0
STP,chic,P2O5,H,1,0.01,0,0,0,NA,No,0
STP,chic,P2O5,I,2,0.01,0,0,0,NA,No,0
STP,coco,P2O5,H,1,0.0425,0,0,0,NA,No,0
STP,coco,P2O5,I,2,0.0425,0,0,0,NA,No,0
STP,cowp,P2O5,H,1,6e-4,0,0,0,NA,No,0
STP,cowp,P2O5,I,2,6e-4,0,0,0,NA,No,0
STP,fodd,P2O5,H,1,0.0522,0,0,0,NA,No,0
STP,fodd,P2O5,I,2,0.0522,0,0,0,NA,No,0
STP,lent,P2O5,H,1,0.0714,0,0,0,NA,No,0
STP,lent,P2O5,I,2,0.0714,0,0,0,NA,No,0
STP,opul,P2O5,H,1,0.014266666666666665,0,0,0,NA,No,0
STP,opul,P2O5,I,2,0.014266666666666665,0,0,0,NA,No,0
STP,othr,P2O5,H,1,0.02022222222222222,0,0,0,NA,No,0
STP,othr,P2O5,I,2,0.02022222222222222,0,0,0,NA,No,0
STP,pige,P2O5,H,1,0.0108,0,0,0,NA,No,0
STP,pige,P2O5,I,2,0.0108,0,0,0,NA,No,0
STP,rcof,P2O5,H,1,0.01428,0,0,0,NA,No,0
STP,rcof,P2O5,I,2,0.01428,0,0,0,NA,No,0
STP,spis,P2O5,H,1,0.0536,48,2.5728,0.21400765175744063,NA,No,2.5728
STP,spis,P2O5,I,2,0.0536,0,0,0,NA,No,0
STP,teas,P2O5,H,1,0.015,0,0,0,NA,No,0
STP,teas,P2O5,I,2,0.015,0,0,0,NA,No,0
STP,tnut,P2O5,H,1,0.0357,0,0,0,NA,No,0
STP,tnut,P2O5,I,2,0.0357,0,0,0,NA,No,0
STP,toba,P2O5,H,1,0.04083333333333333,0,0,0,NA,No,0
STP,toba,P2O5,I,2,0.04083333333333333,0,0,0,NA,No,0
STP,acof,K2O,H,1,0.0175,0,0,0,NA,No,0
STP,acof,K2O,I,2,0.0175,0,0,0,NA,No,0
STP,bean,K2O,H,1,0.0064,0,0,0,NA,No,0
STP,bean,K2O,I,2,0.0064,0,0,0,NA,No,0
STP,chic,K2O,H,1,0,0,0,0,NA,No,0
STP,chic,K2O,I,2,0,0,0,0,NA,No,0
STP,coco,K2O,H,1,0.05071428571428572,0,0,0,NA,No,0
STP,coco,K2O,I,2,0.05071428571428572,0,0,0,NA,No,0
STP,cowp,K2O,H,1,0.026448,0,0,0,NA,No,0
STP,cowp,K2O,I,2,0.026448,0,0,0,NA,No,0
STP,fodd,K2O,H,1,0.0214,0,0,0,NA,No,0
STP,fodd,K2O,I,2,0.0214,0,0,0,NA,No,0
STP,lent,K2O,H,1,0.0571,0,0,0,NA,No,0
STP,lent,K2O,I,2,0.0571,0,0,0,NA,No,0
STP,opul,K2O,H,1,0.01,0,0,0,NA,No,0
STP,opul,K2O,I,2,0.01,0,0,0,NA,No,0
STP,othr,K2O,H,1,0.02606666666666666,0,0,0,NA,No,0
STP,othr,K2O,I,2,0.02606666666666666,0,0,0,NA,No,0
STP,pige,K2O,H,1,4e-4,0,0,0,NA,No,0
STP,pige,K2O,I,2,4e-4,0,0,0,NA,No,0
STP,rcof,K2O,H,1,0.0175,0,0,0,NA,No,0
STP,rcof,K2O,I,2,0.0175,0,0,0,NA,No,0
STP,spis,K2O,H,1,0.0571,48,2.7408,0.25074102437510176,NA,No,2.7408
STP,spis,K2O,I,2,0.0571,0,0,0,NA,No,0
STP,teas,K2O,H,1,0.015,0,0,0,NA,No,0
STP,teas,K2O,I,2,0.015,0,0,0,NA,No,0
STP,tnut,K2O,H,1,0.0571,0,0,0,NA,No,0
STP,tnut,K2O,I,2,0.0571,0,0,0,NA,No,0
STP,toba,K2O,H,1,0.036333333333333336,0,0,0,NA,No,0
STP,toba,K2O,I,2,0.036333333333333336,0,0,0,NA,No,0
SAU,acof,N,H,1,0.0707142857142857,0,0,0,173300,Yes,0
SAU,acof,N,I,2,0.0707142857142857,0,0,0,173300,Yes,0
SAU,bean,N,H,1,0.1375,0,0,0,173300,Yes,0
SAU,bean,N,I,2,0.1375,0,0,0,173300,Yes,0
SAU,chic,N,H,1,0,0,0,0,173300,Yes,0
SAU,chic,N,I,2,0,0,0,0,173300,Yes,0
SAU,coco,N,H,1,0.1,0,0,0,173300,Yes,0
SAU,coco,N,I,2,0.1,0,0,0,173300,Yes,0
SAU,cowp,N,H,1,5e-4,0,0,0,173300,Yes,0
SAU,cowp,N,I,2,5e-4,0,0,0,173300,Yes,0
SAU,fodd,N,H,1,0.275,0,0,0,173300,Yes,0
SAU,fodd,N,I,2,0.275,169009.48428900115,92955.21635895064,0.7957905721867374,173300,Yes,137910.5061599616
SAU,lent,N,H,1,0.0357,0,0,0,173300,Yes,0
SAU,lent,N,I,2,0.0357,0,0,0,173300,Yes,0
SAU,opul,N,H,1,0.0281,4462.1998559087515,125.38781595103592,0.00107344639396681,173300,Yes,186.02826007444816
SAU,opul,N,I,2,0.0281,0,0,0,173300,Yes,0
SAU,othr,N,H,1,0.03473333333333333,0,0,0,173300,Yes,0
SAU,othr,N,I,2,0.03473333333333333,0,0,0,173300,Yes,0
SAU,pige,N,H,1,0.0145,0,0,0,173300,Yes,0
SAU,pige,N,I,2,0.0145,0,0,0,173300,Yes,0
SAU,rcof,N,H,1,0.0707142857142857,0,0,0,173300,Yes,0
SAU,rcof,N,I,2,0.0707142857142857,0,0,0,173300,Yes,0
SAU,spis,N,H,1,0.109,0,0,0,173300,Yes,0
SAU,spis,N,I,2,0.109,0,0,0,173300,Yes,0
SAU,teas,N,H,1,0.11359999999999999,0,0,0,173300,Yes,0
SAU,teas,N,I,2,0.11359999999999999,0,0,0,173300,Yes,0
SAU,tnut,N,H,1,0.10625,0,0,0,173300,Yes,0
SAU,tnut,N,I,2,0.10625,0,0,0,173300,Yes,0
SAU,toba,N,H,1,0.029033333333333335,0,0,0,173300,Yes,0
SAU,toba,N,I,2,0.029033333333333335,0,0,0,173300,Yes,0
SAU,acof,P2O5,H,1,0.05642857142857143,0,0,0,95300,Yes,0
SAU,acof,P2O5,I,2,0.05642857142857143,0,0,0,95300,Yes,0
SAU,bean,P2O5,H,1,0.0915,0,0,0,95300,Yes,0
SAU,bean,P2O5,I,2,0.0915,0,0,0,95300,Yes,0
SAU,chic,P2O5,H,1,0.06,0,0,0,95300,Yes,0
SAU,chic,P2O5,I,2,0.06,0,0,0,95300,Yes,0
SAU,coco,P2O5,H,1,0.055,0,0,0,95300,Yes,0
SAU,coco,P2O5,I,2,0.055,0,0,0,95300,Yes,0
SAU,cowp,P2O5,H,1,6e-4,0,0,0,95300,Yes,0
SAU,cowp,P2O5,I,2,6e-4,0,0,0,95300,Yes,0
SAU,fodd,P2O5,H,1,0.24,0,0,0,95300,Yes,0
SAU,fodd,P2O5,I,2,0.24,169009.48428900115,81124.55245872054,0.903856486111311,95300,Yes,86137.52312640793
SAU,lent,P2O5,H,1,0.0714,0,0,0,95300,Yes,0
SAU,lent,P2O5,I,2,0.0714,0,0,0,95300,Yes,0
SAU,opul,P2O5,H,1,0.08415,4462.1998559087515,375.49411787472144,0.0041836014332456125,95300,Yes,398.69721658830684
SAU,opul,P2O5,I,2,0.08415,0,0,0,95300,Yes,0
SAU,othr,P2O5,H,1,0.02022222222222222,0,0,0,95300,Yes,0
SAU,othr,P2O5,I,2,0.02022222222222222,0,0,0,95300,Yes,0
SAU,pige,P2O5,H,1,0.0108,0,0,0,95300,Yes,0
SAU,pige,P2O5,I,2,0.0108,0,0,0,95300,Yes,0
SAU,rcof,P2O5,H,1,0.05642857142857143,0,0,0,95300,Yes,0
SAU,rcof,P2O5,I,2,0.05642857142857143,0,0,0,95300,Yes,0
SAU,spis,P2O5,H,1,0.0864,0,0,0,95300,Yes,0
SAU,spis,P2O5,I,2,0.0864,0,0,0,95300,Yes,0
SAU,teas,P2O5,H,1,0.02425,0,0,0,95300,Yes,0
SAU,teas,P2O5,I,2,0.02425,0,0,0,95300,Yes,0
SAU,tnut,P2O5,H,1,0.009699999999999999,0,0,0,95300,Yes,0
SAU,tnut,P2O5,I,2,0.009699999999999999,0,0,0,95300,Yes,0
SAU,toba,P2O5,H,1,0.020633333333333333,0,0,0,95300,Yes,0
SAU,toba,P2O5,I,2,0.020633333333333333,0,0,0,95300,Yes,0
SAU,acof,K2O,H,1,0.05142857142857143,0,0,0,10600,Yes,0
SAU,acof,K2O,I,2,0.05142857142857143,0,0,0,10600,Yes,0
SAU,bean,K2O,H,1,0.12,0,0,0,10600,Yes,0
SAU,bean,K2O,I,2,0.12,0,0,0,10600,Yes,0
SAU,chic,K2O,H,1,0,0,0,0,10600,Yes,0
SAU,chic,K2O,I,2,0,0,0,0,10600,Yes,0
SAU,coco,K2O,H,1,0.0575,0,0,0,10600,Yes,0
SAU,coco,K2O,I,2,0.0575,0,0,0,10600,Yes,0
SAU,cowp,K2O,H,1,0.054766666666666665,0,0,0,10600,Yes,0
SAU,cowp,K2O,I,2,0.054766666666666665,0,0,0,10600,Yes,0
SAU,fodd,K2O,H,1,0.06,0,0,0,10600,Yes,0
SAU,fodd,K2O,I,2,0.06,169009.48428900115,20281.138114680136,0.7812182110086825,10600,Yes,8280.913036692034
SAU,lent,K2O,H,1,0.0571,0,0,0,10600,Yes,0
SAU,lent,K2O,I,2,0.0571,0,0,0,10600,Yes,0
SAU,opul,K2O,H,1,0.0391,4462.1998559087515,174.4720143660322,0.006720565392503985,10600,Yes,71.23799316054223
SAU,opul,K2O,I,2,0.0391,0,0,0,10600,Yes,0
SAU,othr,K2O,H,1,0.02606666666666666,0,0,0,10600,Yes,0
SAU,othr,K2O,I,2,0.02606666666666666,0,0,0,10600,Yes,0
SAU,pige,K2O,H,1,4e-4,0,0,0,10600,Yes,0
SAU,pige,K2O,I,2,4e-4,0,0,0,10600,Yes,0
SAU,rcof,K2O,H,1,0.05142857142857143,0,0,0,10600,Yes,0
SAU,rcof,K2O,I,2,0.05142857142857143,0,0,0,10600,Yes,0
SAU,spis,K2O,H,1,0.0828,0,0,0,10600,Yes,0
SAU,spis,K2O,I,2,0.0828,0,0,0,10600,Yes,0
SAU,teas,K2O,H,1,0.039450000000000006,0,0,0,10600,Yes,0
SAU,teas,K2O,I,2,0.039450000000000006,0,0,0,10600,Yes,0
SAU,tnut,K2O,H,1,0.0514,0,0,0,10600,Yes,0
SAU,tnut,K2O,I,2,0.0514,0,0,0,10600,Yes,0
SAU,toba,K2O,H,1,0.037,0,0,0,10600,Yes,0
SAU,toba,K2O,I,2,0.037,0,0,0,10600,Yes,0
SEN,acof,N,H,1,0.03,0,0,0,37000,Yes,0
SEN,acof,N,I,2,0.03,0,0,0,37000,Yes,0
SEN,bean,N,H,1,0.0147,0,0,0,37000,Yes,0
SEN,bean,N,I,2,0.0147,0,0,0,37000,Yes,0
SEN,chic,N,H,1,0.075,0,0,0,37000,Yes,0
SEN,chic,N,I,2,0.075,0,0,0,37000,Yes,0
SEN,coco,N,H,1,0.07928571428571429,0,0,0,37000,Yes,0
SEN,coco,N,I,2,0.07928571428571429,0,0,0,37000,Yes,0
SEN,cowp,N,H,1,5e-4,0,0,0,37000,Yes,0
SEN,cowp,N,I,2,5e-4,0,0,0,37000,Yes,0
SEN,fodd,N,H,1,0.0136,0,0,0,37000,Yes,0
SEN,fodd,N,I,2,0.0136,0,0,0,37000,Yes,0
SEN,lent,N,H,1,0.0357,0,0,0,37000,Yes,0
SEN,lent,N,I,2,0.0357,0,0,0,37000,Yes,0
SEN,opul,N,H,1,0.010366666666666666,0,0,0,37000,Yes,0
SEN,opul,N,I,2,0.010366666666666666,0,0,0,37000,Yes,0
SEN,othr,N,H,1,0.03473333333333333,0,0,0,37000,Yes,0
SEN,othr,N,I,2,0.03473333333333333,0,0,0,37000,Yes,0
SEN,pige,N,H,1,0.0145,0,0,0,37000,Yes,0
SEN,pige,N,I,2,0.0145,0,0,0,37000,Yes,0
SEN,rcof,N,H,1,0.03,0,0,0,37000,Yes,0
SEN,rcof,N,I,2,0.03,0,0,0,37000,Yes,0
SEN,spis,N,H,1,0.2499,2056.522744147107,513.9250337623621,0.030044807369172907,37000,Yes,1111.6578726593975
SEN,spis,N,I,2,0.2499,265.31007108464837,132.60197352810727,0.007752104859064604,37000,Yes,286.82787978539034
SEN,teas,N,H,1,0.035,0,0,0,37000,Yes,0
SEN,teas,N,I,2,0.035,0,0,0,37000,Yes,0
SEN,tnut,N,H,1,0.0714,5314.277293562889,379.4393987603903,0.022182580911795268,37000,Yes,820.7554937364249
SEN,tnut,N,I,2,0.0714,685.5899204015732,97.90224063334466,0.005723507841805923,37000,Yes,211.76979014681913
SEN,toba,N,H,1,0.03,0,0,0,37000,Yes,0
SEN,toba,N,I,2,0.03,0,0,0,37000,Yes,0
SEN,acof,P2O5,H,1,0.02,0,0,0,20000,Yes,0
SEN,acof,P2O5,I,2,0.02,0,0,0,20000,Yes,0
SEN,bean,P2O5,H,1,0.0207,0,0,0,20000,Yes,0
SEN,bean,P2O5,I,2,0.0207,0,0,0,20000,Yes,0
SEN,chic,P2O5,H,1,0.01,0,0,0,20000,Yes,0
SEN,chic,P2O5,I,2,0.01,0,0,0,20000,Yes,0
SEN,coco,P2O5,H,1,0.0425,0,0,0,20000,Yes,0
SEN,coco,P2O5,I,2,0.0425,0,0,0,20000,Yes,0
SEN,cowp,P2O5,H,1,6e-4,0,0,0,20000,Yes,0
SEN,cowp,P2O5,I,2,6e-4,0,0,0,20000,Yes,0
SEN,fodd,P2O5,H,1,0.0522,0,0,0,20000,Yes,0
SEN,fodd,P2O5,I,2,0.0522,0,0,0,20000,Yes,0
SEN,lent,P2O5,H,1,0.0714,0,0,0,20000,Yes,0
SEN,lent,P2O5,I,2,0.0714,0,0,0,20000,Yes,0
SEN,opul,P2O5,H,1,0.014266666666666665,0,0,0,20000,Yes,0
SEN,opul,P2O5,I,2,0.014266666666666665,0,0,0,20000,Yes,0
SEN,othr,P2O5,H,1,0.02022222222222222,0,0,0,20000,Yes,0
SEN,othr,P2O5,I,2,0.02022222222222222,0,0,0,20000,Yes,0
SEN,pige,P2O5,H,1,0.0108,0,0,0,20000,Yes,0
SEN,pige,P2O5,I,2,0.0108,0,0,0,20000,Yes,0
SEN,rcof,P2O5,H,1,0.02,0,0,0,20000,Yes,0
SEN,rcof,P2O5,I,2,0.02,0,0,0,20000,Yes,0
SEN,spis,P2O5,H,1,0.0536,2056.522744147107,110.22961908628494,0.01677085629595165,20000,Yes,335.41712591903297
SEN,spis,P2O5,I,2,0.0536,265.31007108464837,28.441239620274306,0.004327184893716959,20000,Yes,86.54369787433919
SEN,teas,P2O5,H,1,0.015,0,0,0,20000,Yes,0
SEN,teas,P2O5,I,2,0.015,0,0,0,20000,Yes,0
SEN,tnut,P2O5,H,1,0.0357,5314.277293562889,189.71969938019515,0.028864853577383748,20000,Yes,577.2970715476749
SEN,tnut,P2O5,I,2,0.0357,685.5899204015732,48.95112031667233,0.007447655277789994,20000,Yes,148.95310555579988
SEN,toba,P2O5,H,1,0.01,0,0,0,20000,Yes,0
SEN,toba,P2O5,I,2,0.01,0,0,0,20000,Yes,0
SEN,acof,K2O,H,1,0.01,0,0,0,14200,Yes,0
SEN,acof,K2O,I,2,0.01,0,0,0,14200,Yes,0
SEN,bean,K2O,H,1,0.0064,0,0,0,14200,Yes,0
SEN,bean,K2O,I,2,0.0064,0,0,0,14200,Yes,0
SEN,chic,K2O,H,1,0,0,0,0,14200,Yes,0
SEN,chic,K2O,I,2,0,0,0,0,14200,Yes,0
SEN,coco,K2O,H,1,0.05071428571428572,0,0,0,14200,Yes,0
SEN,coco,K2O,I,2,0.05071428571428572,0,0,0,14200,Yes,0
SEN,cowp,K2O,H,1,0.011666666666666665,0,0,0,14200,Yes,0
SEN,cowp,K2O,I,2,0.011666666666666665,0,0,0,14200,Yes,0
SEN,fodd,K2O,H,1,0.0214,0,0,0,14200,Yes,0
SEN,fodd,K2O,I,2,0.0214,0,0,0,14200,Yes,0
SEN,lent,K2O,H,1,0.0571,0,0,0,14200,Yes,0
SEN,lent,K2O,I,2,0.0571,0,0,0,14200,Yes,0
SEN,opul,K2O,H,1,0.01,0,0,0,14200,Yes,0
SEN,opul,K2O,I,2,0.01,0,0,0,14200,Yes,0
SEN,othr,K2O,H,1,0.02606666666666666,0,0,0,14200,Yes,0
SEN,othr,K2O,I,2,0.02606666666666666,0,0,0,14200,Yes,0
SEN,pige,K2O,H,1,4e-4,0,0,0,14200,Yes,0
SEN,pige,K2O,I,2,4e-4,0,0,0,14200,Yes,0
SEN,rcof,K2O,H,1,0.01,0,0,0,14200,Yes,0
SEN,rcof,K2O,I,2,0.01,0,0,0,14200,Yes,0
SEN,spis,K2O,H,1,0.0571,2056.522744147107,117.4274486907998,0.021361843247925522,14200,Yes,303.3381741205424
SEN,spis,K2O,I,2,0.0571,265.31007108464837,30.298410117866844,0.005511742738305284,14200,Yes,78.26674688393503
SEN,teas,K2O,H,1,0.015,0,0,0,14200,Yes,0
SEN,teas,K2O,I,2,0.015,0,0,0,14200,Yes,0
SEN,tnut,K2O,H,1,0.0571,5314.277293562889,303.44523346244097,0.05520131437602026,14200,Yes,783.8586641394877
SEN,tnut,K2O,I,2,0.0571,685.5899204015732,78.29436890985966,0.01424293940211198,14200,Yes,202.24973950999012
SEN,toba,K2O,H,1,0.015,0,0,0,14200,Yes,0
SEN,toba,K2O,I,2,0.015,0,0,0,14200,Yes,0
SRB,acof,N,H,1,0.07987999999999999,0,0,0,206765.04490110985,Yes,0
SRB,acof,N,I,2,0.07987999999999999,0,0,0,206765.04490110985,Yes,0
SRB,bean,N,H,1,0.0455,20337.600002720952,925.3608001238033,0.009742440127031043,206765.04490110985,Yes,2014.396070311948
SRB,bean,N,I,2,0.0455,0,0,0,206765.04490110985,Yes,0
SRB,chic,N,H,1,0,0,0,0,206765.04490110985,Yes,0
SRB,chic,N,I,2,0,0,0,0,206765.04490110985,Yes,0
SRB,coco,N,H,1,0.07928571428571429,0,0,0,206765.04490110985,Yes,0
SRB,coco,N,I,2,0.07928571428571429,0,0,0,206765.04490110985,Yes,0
SRB,cowp,N,H,1,5e-4,5109.000002272427,2.554500001136214,2.689444302399742e-5,206765.04490110985,Yes,5.560830719447168
SRB,cowp,N,I,2,5e-4,0,0,0,206765.04490110985,Yes,0
SRB,fodd,N,H,1,0.04494,279843.29654197185,12576.157746596215,0.13240507254891182,206765.04490110985,Yes,27376.74077071046
SRB,fodd,N,I,2,0.04494,1246.008044874543,111.99120307332393,0.0011790726282657103,206765.04490110985,Yes,243.7910049250292
SRB,lent,N,H,1,0.045,0.20000000298023224,0.009000000134110451,9.475435142499177e-8,206765.04490110985,Yes,0.019591887726963967
SRB,lent,N,I,2,0.045,0,0,0,206765.04490110985,Yes,0
SRB,opul,N,H,1,0.03243,8830.399990968406,286.3698717071054,0.0030149767841027753,206765.04490110985,Yes,623.3918101408141
SRB,opul,N,I,2,0.03243,0,0,0,206765.04490110985,Yes,0
SRB,othr,N,H,1,0.128,24.00492336161551,3.0726301902867856,3.2349452945674855e-5,206765.04490110985,Yes,6.688736090838802
SRB,othr,N,I,2,0.128,0.03223669054568745,0.008252592779695988,8.688545164026847e-8,206765.04490110985,Yes,0.01796487430965332
SRB,pige,N,H,1,0.0145,0,0,0,206765.04490110985,Yes,0
SRB,pige,N,I,2,0.0145,0,0,0,206765.04490110985,Yes,0
SRB,rcof,N,H,1,0.07987999999999999,0,0,0,206765.04490110985,Yes,0
SRB,rcof,N,I,2,0.07987999999999999,0,0,0,206765.04490110985,Yes,0
SRB,spis,N,H,1,0.1042,4049.8628878369927,421.99571291261464,0.004442881053925005,206765.04490110985,Yes,918.6325006050939
SRB,spis,N,I,2,0.1042,5.43864182382822,1.133412956085801,1.1932867550030057e-5,206765.04490110985,Yes,2.4672998947809615
SRB,teas,N,H,1,0.661,0,0,0,206765.04490110985,Yes,0
SRB,teas,N,I,2,0.661,0,0,0,206765.04490110985,Yes,0
SRB,tnut,N,H,1,0.11,12755.132210537791,1403.064543159157,0.014771829868154614,206765.04490110985,Yes,3054.2980659605446
SRB,tnut,N,I,2,0.11,17.129122130572796,3.7684068687260153,3.967477149231291e-5,206765.04490110985,Yes,8.203355909049353
SRB,toba,N,H,1,0.0152,6148.599998779595,93.45871998144985,9.839578072103527e-4,206765.04490110985,Yes,203.44808018864617
SRB,toba,N,I,2,0.0152,46.80000001192093,1.4227200003623963,1.4978767653877071e-5,206765.04490110985,Yes,3.0970855665171846
SRB,acof,P2O5,H,1,0.041216,0,0,0,43503.58336562013,Yes,0
SRB,acof,P2O5,I,2,0.041216,0,0,0,43503.58336562013,Yes,0
SRB,bean,P2O5,H,1,0.0606,20337.600002720952,1232.4585601648896,0.03166079145134021,43503.58336562013,Yes,1377.3578803248918
SRB,bean,P2O5,I,2,0.0606,0,0,0,43503.58336562013,Yes,0
SRB,chic,P2O5,H,1,0.06,0,0,0,43503.58336562013,Yes,0
SRB,chic,P2O5,I,2,0.06,0,0,0,43503.58336562013,Yes,0
SRB,coco,P2O5,H,1,0.0425,0,0,0,43503.58336562013,Yes,0
SRB,coco,P2O5,I,2,0.0425,0,0,0,43503.58336562013,Yes,0
SRB,cowp,P2O5,H,1,6e-4,5109.000002272427,3.065400001363456,7.874746729425266e-5,43503.58336562013,Yes,3.425797008266965
SRB,cowp,P2O5,I,2,6e-4,0,0,0,43503.58336562013,Yes,0
SRB,fodd,P2O5,H,1,0.02436,279843.29654197185,6816.9827037624345,0.17512237302513434,43503.58336562013,Yes,7618.450754084157
SRB,fodd,P2O5,I,2,0.02436,1246.008044874543,60.705511946287736,0.0015594719496460124,43503.58336562013,Yes,67.84261796777146
SRB,lent,P2O5,H,1,0.0525,0.20000000298023224,0.010500000156462193,2.697358969605537e-7,43503.58336562013,Yes,0.011734478080123768
SRB,lent,P2O5,I,2,0.0525,0,0,0,43503.58336562013,Yes,0
SRB,opul,P2O5,H,1,0.02745,8830.399990968406,242.39447975208273,0.00622690394666093,43503.58336562013,Yes,270.89263495327276
SRB,opul,P2O5,I,2,0.02745,0,0,0,43503.58336562013,Yes,0
SRB,othr,P2O5,H,1,0.042,24.00492336161551,1.0082067811878515,2.5899957751719394e-5,43503.58336562013,Yes,1.126740971217964
SRB,othr,P2O5,I,2,0.042,0.03223669054568745,0.002707882005837746,6.956314007847489e-8,43503.58336562013,Yes,0.003026245863578243
SRB,pige,P2O5,H,1,0.0108,0,0,0,43503.58336562013,Yes,0
SRB,pige,P2O5,I,2,0.0108,0,0,0,43503.58336562013,Yes,0
SRB,rcof,P2O5,H,1,0.041216,0,0,0,43503.58336562013,Yes,0
SRB,rcof,P2O5,I,2,0.041216,0,0,0,43503.58336562013,Yes,0
SRB,spis,P2O5,H,1,0.0625,4049.8628878369927,253.11643048981205,0.006502341561547855,43503.58336562013,Yes,282.8751581945337
SRB,spis,P2O5,I,2,0.0625,5.43864182382822,0.6798302279785275,1.7464248913542014e-5,43503.58336562013,Yes,0.7597574085282157
SRB,teas,P2O5,H,1,0.36,0,0,0,43503.58336562013,Yes,0
SRB,teas,P2O5,I,2,0.36,0,0,0,43503.58336562013,Yes,0
SRB,tnut,P2O5,H,1,0.045,12755.132210537791,573.9809494742005,0.014745072755966412,43503.58336562013,Yes,641.463501871319
SRB,tnut,P2O5,I,2,0.045,17.129122130572796,1.5416209917515515,3.96029061701872e-5,43503.58336562013,Yes,1.7228683300955705
SRB,toba,P2O5,H,1,0.03575,6148.599998779595,219.8124499563705,0.005646791187482771,43503.58336562013,Yes,245.65565117290578
SRB,toba,P2O5,I,2,0.03575,46.80000001192093,3.3462000008523463,8.596097573234957e-5,43503.58336562013,Yes,3.739610473962318
SRB,acof,K2O,H,1,0.050104347826086956,0,0,0,48239.79832109347,Yes,0
SRB,acof,K2O,I,2,0.050104347826086956,0,0,0,48239.79832109347,Yes,0
SRB,bean,K2O,H,1,0.0455,20337.600002720952,925.3608001238033,0.02652478565090988,48239.79832109347,Yes,1279.5503103101266
SRB,bean,K2O,I,2,0.0455,0,0,0,48239.79832109347,Yes,0
SRB,chic,K2O,H,1,0,0,0,0,48239.79832109347,Yes,0
SRB,chic,K2O,I,2,0,0,0,0,48239.79832109347,Yes,0
SRB,coco,K2O,H,1,0.05071428571428572,0,0,0,48239.79832109347,Yes,0
SRB,coco,K2O,I,2,0.05071428571428572,0,0,0,48239.79832109347,Yes,0
SRB,cowp,K2O,H,1,0.03559375,5109.000002272427,181.8484688308842,0.005212552396902958,48239.79832109347,Yes,251.45247636473104
SRB,cowp,K2O,I,2,0.03559375,0,0,0,48239.79832109347,Yes,0
SRB,fodd,K2O,H,1,0.03574375,279843.29654197185,10002.648830772107,0.286718560092515,48239.79832109347,Yes,13831.245513777243
SRB,fodd,K2O,I,2,0.03574375,1246.008044874543,89.07400010796889,0.0025532405950380636,48239.79832109347,Yes,123.16781136986486
SRB,lent,K2O,H,1,0.03,0.20000000298023224,0.006000000089406967,1.7198558254863135e-7,48239.79832109347,Yes,0.008296549816281749
SRB,lent,K2O,I,2,0.03,0,0,0,48239.79832109347,Yes,0
SRB,opul,K2O,H,1,0.019850000000000003,8830.399990968406,175.2834398207229,0.005024370676580208,48239.79832109347,Yes,242.37462812864516
SRB,opul,K2O,I,2,0.019850000000000003,0,0,0,48239.79832109347,Yes,0
SRB,othr,K2O,H,1,0.047,24.00492336161551,1.128231397995929,3.233992189042871e-5,48239.79832109347,Yes,1.560071309714197
SRB,othr,K2O,I,2,0.047,0.03223669054568745,0.0030302489112946206,8.685985275174754e-8,48239.79832109347,Yes,0.004190101778944177
SRB,pige,K2O,H,1,4e-4,0,0,0,48239.79832109347,Yes,0
SRB,pige,K2O,I,2,4e-4,0,0,0,48239.79832109347,Yes,0
SRB,rcof,K2O,H,1,0.050104347826086956,0,0,0,48239.79832109347,Yes,0
SRB,rcof,K2O,I,2,0.050104347826086956,0,0,0,48239.79832109347,Yes,0
SRB,spis,K2O,H,1,0.0625,4049.8628878369927,253.11643048981205,0.007255396016956254,48239.79832109347,Yes,349.99884059763457
SRB,spis,K2O,I,2,0.0625,5.43864182382822,0.6798302279785275,1.9486832675132885e-5,48239.79832109347,Yes,0.9400408781653047
SRB,teas,K2O,H,1,0.277,0,0,0,48239.79832109347,Yes,0
SRB,teas,K2O,I,2,0.277,0,0,0,48239.79832109347,Yes,0
SRB,tnut,K2O,H,1,0.095,12755.132210537791,1211.7375600010903,0.034733564507903665,48239.79832109347,Yes,1675.540146833963
