iso3c,nutrient,split_rest_names,rate
CRI,K2O,cowp,56.33846153846154
CRI,K2O,fodd,33.3
CRI,K2O,lent,60
CRI,K2O,opul,120
CRI,K2O,othr,26.066666666666666
CRI,K2O,pige,0.4
CRI,K2O,rcof,100
CRI,K2O,spis,40
CRI,K2O,teas,44.746153846153845
CRI,K2O,tnut,90
CRI,K2O,toba,200
CIV,N,acof,30
CIV,N,bean,14.7
CIV,N,chic,75
CIV,N,coco,79.28571428571429
CIV,N,cowp,0.5
CIV,N,fodd,13.6
CIV,N,lent,35.7
CIV,N,opul,10.366666666666667
CIV,N,othr,34.733333333333334
CIV,N,pige,14.5
CIV,N,rcof,30
CIV,N,spis,249.9
CIV,N,teas,35
CIV,N,tnut,71.4
CIV,N,toba,30
CIV,P2O5,acof,20
CIV,P2O5,bean,20.7
CIV,P2O5,chic,10
CIV,P2O5,coco,42.5
CIV,P2O5,cowp,0.6
CIV,P2O5,fodd,52.2
CIV,P2O5,lent,71.4
CIV,P2O5,opul,14.266666666666666
CIV,P2O5,othr,20.22222222222222
CIV,P2O5,pige,10.8
CIV,P2O5,rcof,20
CIV,P2O5,spis,53.6
CIV,P2O5,teas,15
CIV,P2O5,tnut,35.7
CIV,P2O5,toba,10
CIV,K2O,acof,10
CIV,K2O,bean,6.4
CIV,K2O,chic,0
CIV,K2O,coco,50.714285714285715
CIV,K2O,cowp,11.666666666666666
CIV,K2O,fodd,21.4
CIV,K2O,lent,57.1
CIV,K2O,opul,10
CIV,K2O,othr,26.066666666666666
CIV,K2O,pige,0.4
CIV,K2O,rcof,10
CIV,K2O,spis,57.1
CIV,K2O,teas,15
CIV,K2O,tnut,57.1
CIV,K2O,toba,15
HRV,N,acof,79.88
HRV,N,bean,45.5
HRV,N,chic,0
HRV,N,coco,79.28571428571429
HRV,N,cowp,0.5
HRV,N,fodd,91.7
HRV,N,lent,45
HRV,N,opul,78.15
HRV,N,othr,128
HRV,N,pige,14.5
HRV,N,rcof,79.88
HRV,N,spis,104.2
HRV,N,teas,661
HRV,N,tnut,110
HRV,N,toba,15.4
HRV,P2O5,acof,41.216
HRV,P2O5,bean,60.6
HRV,P2O5,chic,60
HRV,P2O5,coco,42.5
HRV,P2O5,cowp,0.6
HRV,P2O5,fodd,43.8
HRV,P2O5,lent,52.5
HRV,P2O5,opul,31.25
HRV,P2O5,othr,42
HRV,P2O5,pige,10.8
HRV,P2O5,rcof,41.216
HRV,P2O5,spis,62.5
HRV,P2O5,teas,360
HRV,P2O5,tnut,45
HRV,P2O5,toba,61.5
HRV,K2O,acof,50.10434782608696
HRV,K2O,bean,45.5
HRV,K2O,chic,0
HRV,K2O,coco,50.714285714285715
HRV,K2O,cowp,35.59375
HRV,K2O,fodd,75.475
HRV,K2O,lent,30
HRV,K2O,opul,31.25
HRV,K2O,othr,47
HRV,K2O,pige,0.4
HRV,K2O,rcof,50.10434782608696
HRV,K2O,spis,62.5
HRV,K2O,teas,277
HRV,K2O,tnut,95
HRV,K2O,toba,76.9
CUB,N,acof,80
CUB,N,bean,80
CUB,N,chic,75
CUB,N,coco,60
CUB,N,cowp,0.5
CUB,N,fodd,30
CUB,N,lent,90
CUB,N,opul,40
CUB,N,othr,34.733333333333334
CUB,N,pige,14.5
CUB,N,rcof,80
CUB,N,spis,85
CUB,N,teas,103.29230769230769
CUB,N,tnut,100
CUB,N,toba,80
CUB,P2O5,acof,40
CUB,P2O5,bean,60
CUB,P2O5,chic,10
CUB,P2O5,coco,40
CUB,P2O5,cowp,0.6
CUB,P2O5,fodd,60
CUB,P2O5,lent,60
CUB,P2O5,opul,80
CUB,P2O5,othr,20.22222222222222
CUB,P2O5,pige,10.8
CUB,P2O5,rcof,40
CUB,P2O5,spis,50
CUB,P2O5,teas,38.07692307692308
CUB,P2O5,tnut,90
CUB,P2O5,toba,60
CUB,K2O,acof,60
CUB,K2O,bean,60
CUB,K2O,chic,0
CUB,K2O,coco,40
CUB,K2O,cowp,56.666666666666664
CUB,K2O,fodd,33.3
CUB,K2O,lent,60
CUB,K2O,opul,60
CUB,K2O,othr,26.066666666666666
CUB,K2O,pige,0.4
CUB,K2O,rcof,60
CUB,K2O,spis,40
CUB,K2O,teas,44.746153846153845
CUB,K2O,tnut,90
CUB,K2O,toba,60
CUW,N,acof,80
CUW,N,bean,80
CUW,N,chic,75
CUW,N,coco,60
CUW,N,cowp,0.5
CUW,N,fodd,30
CUW,N,lent,90
CUW,N,opul,40
CUW,N,othr,34.733333333333334
CUW,N,pige,14.5
CUW,N,rcof,80
CUW,N,spis,85
CUW,N,teas,103.29230769230769
CUW,N,tnut,100
CUW,N,toba,80
CUW,P2O5,acof,40
CUW,P2O5,bean,60
CUW,P2O5,chic,10
CUW,P2O5,coco,40
CUW,P2O5,cowp,0.6
CUW,P2O5,fodd,60
CUW,P2O5,lent,60
CUW,P2O5,opul,80
CUW,P2O5,othr,20.22222222222222
CUW,P2O5,pige,10.8
CUW,P2O5,rcof,40
CUW,P2O5,spis,50
CUW,P2O5,teas,38.07692307692308
CUW,P2O5,tnut,90
CUW,P2O5,toba,60
CUW,K2O,acof,60
CUW,K2O,bean,60
CUW,K2O,chic,0
CUW,K2O,coco,40
CUW,K2O,cowp,56.666666666666664
CUW,K2O,fodd,33.3
CUW,K2O,lent,60
CUW,K2O,opul,60
CUW,K2O,othr,26.066666666666666
CUW,K2O,pige,0.4
CUW,K2O,rcof,60
CUW,K2O,spis,40
CUW,K2O,teas,44.746153846153845
CUW,K2O,tnut,90
CUW,K2O,toba,60
CZE,N,acof,79.88
CZE,N,bean,45.5
CZE,N,chic,0
CZE,N,coco,79.28571428571429
CZE,N,cowp,0.5
CZE,N,fodd,32.6
CZE,N,lent,45
CZE,N,opul,10
CZE,N,othr,128
CZE,N,pige,14.5
CZE,N,rcof,79.88
CZE,N,spis,104.2
CZE,N,teas,661
CZE,N,tnut,110
CZE,N,toba,18.05
CZE,P2O5,acof,41.216
CZE,P2O5,bean,60.6
CZE,P2O5,chic,60
CZE,P2O5,coco,42.5
CZE,P2O5,cowp,0.6
CZE,P2O5,fodd,16.6
CZE,P2O5,lent,52.5
CZE,P2O5,opul,15
CZE,P2O5,othr,42
CZE,P2O5,pige,10.8
CZE,P2O5,rcof,41.216
CZE,P2O5,spis,62.5
CZE,P2O5,teas,360
CZE,P2O5,tnut,45
CZE,P2O5,toba,33.7
CZE,K2O,acof,50.10434782608696
CZE,K2O,bean,45.5
CZE,K2O,chic,0
CZE,K2O,coco,50.714285714285715
CZE,K2O,cowp,33.3
CZE,K2O,fodd,3.4
CZE,K2O,lent,30
CZE,K2O,opul,23
CZE,K2O,othr,47
CZE,K2O,pige,0.4
CZE,K2O,rcof,50.10434782608696
CZE,K2O,spis,62.5
CZE,K2O,teas,277
CZE,K2O,tnut,95
CZE,K2O,toba,120.1
COD,N,acof,32.28
COD,N,bean,14.7
COD,N,chic,75
COD,N,coco,79.28571428571429
COD,N,cowp,0.5
COD,N,fodd,13.6
COD,N,lent,35.7
COD,N,opul,10.366666666666667
COD,N,othr,34.733333333333334
COD,N,pige,14.5
COD,N,rcof,32.28
COD,N,spis,249.9
COD,N,teas,35
COD,N,tnut,71.4
COD,N,toba,31.166666666666668
COD,P2O5,acof,14.28
COD,P2O5,bean,20.7
COD,P2O5,chic,10
COD,P2O5,coco,42.5
COD,P2O5,cowp,0.6
COD,P2O5,fodd,52.2
COD,P2O5,lent,71.4
COD,P2O5,opul,14.266666666666666
COD,P2O5,othr,20.22222222222222
COD,P2O5,pige,10.8
COD,P2O5,rcof,14.28
COD,P2O5,spis,53.6
COD,P2O5,teas,15
COD,P2O5,tnut,35.7
COD,P2O5,toba,40.833333333333336
COD,K2O,acof,17.5
COD,K2O,bean,6.4
COD,K2O,chic,0
COD,K2O,coco,50.714285714285715
COD,K2O,cowp,26.448
COD,K2O,fodd,21.4
COD,K2O,lent,57.1
COD,K2O,opul,10
COD,K2O,othr,26.066666666666666
COD,K2O,pige,0.4
COD,K2O,rcof,17.5
COD,K2O,spis,57.1
COD,K2O,teas,15
COD,K2O,tnut,57.1
COD,K2O,toba,36.333333333333336
DNK,N,acof,79.88
DNK,N,bean,45.5
DNK,N,chic,0
DNK,N,coco,79.28571428571429
DNK,N,cowp,0.5
DNK,N,fodd,130
DNK,N,lent,45
DNK,N,opul,15
DNK,N,othr,128
DNK,N,pige,14.5
DNK,N,rcof,79.88
DNK,N,spis,104.2
DNK,N,teas,661
DNK,N,tnut,110
DNK,N,toba,16.625
DNK,P2O5,acof,41.216
DNK,P2O5,bean,60.6
DNK,P2O5,chic,60
DNK,P2O5,coco,42.5
DNK,P2O5,cowp,0.6
DNK,P2O5,fodd,16
DNK,P2O5,lent,52.5
DNK,P2O5,opul,16
DNK,P2O5,othr,42
DNK,P2O5,pige,10.8
DNK,P2O5,rcof,41.216
DNK,P2O5,spis,62.5
DNK,P2O5,teas,360
DNK,P2O5,tnut,45
DNK,P2O5,toba,35.06666666666667
DNK,K2O,acof,50.10434782608696
DNK,K2O,bean,45.5
DNK,K2O,chic,0
DNK,K2O,coco,50.714285714285715
DNK,K2O,cowp,49.62
DNK,K2O,fodd,70
DNK,K2O,lent,30
DNK,K2O,opul,55
DNK,K2O,othr,47
DNK,K2O,pige,0.4
DNK,K2O,rcof,50.10434782608696
DNK,K2O,spis,62.5
DNK,K2O,teas,277
DNK,K2O,tnut,95
DNK,K2O,toba,98.5
DJI,N,acof,32.85
DJI,N,bean,14.7
DJI,N,chic,75
DJI,N,coco,79.28571428571429
DJI,N,cowp,0.5
DJI,N,fodd,13.6
DJI,N,lent,35.7
DJI,N,opul,10.366666666666667
DJI,N,othr,34.733333333333334
DJI,N,pige,14.5
DJI,N,rcof,32.85
DJI,N,spis,249.9
DJI,N,teas,35
DJI,N,tnut,71.4
DJI,N,toba,31.4
DJI,P2O5,acof,12.85
DJI,P2O5,bean,20.7
DJI,P2O5,chic,10
DJI,P2O5,coco,42.5
DJI,P2O5,cowp,0.6
DJI,P2O5,fodd,52.2
DJI,P2O5,lent,71.4
DJI,P2O5,opul,14.266666666666666
DJI,P2O5,othr,20.22222222222222
DJI,P2O5,pige,10.8
DJI,P2O5,rcof,12.85
DJI,P2O5,spis,53.6
DJI,P2O5,teas,15
DJI,P2O5,tnut,35.7
DJI,P2O5,toba,47
DJI,K2O,acof,20
DJI,K2O,bean,6.4
DJI,K2O,chic,0
DJI,K2O,coco,50.714285714285715
DJI,K2O,cowp,25.928571428571427
DJI,K2O,fodd,21.4
DJI,K2O,lent,57.1
DJI,K2O,opul,10
DJI,K2O,othr,26.066666666666666
DJI,K2O,pige,0.4
DJI,K2O,rcof,20
DJI,K2O,spis,57.1
DJI,K2O,teas,15
DJI,K2O,tnut,57.1
DJI,K2O,toba,40.6
DOM,N,acof,80
DOM,N,bean,80
DOM,N,chic,75
DOM,N,coco,60
DOM,N,cowp,0.5
DOM,N,fodd,30
DOM,N,lent,90
DOM,N,opul,40
DOM,N,othr,34.733333333333334
DOM,N,pige,14.5
DOM,N,rcof,80
DOM,N,spis,85
DOM,N,teas,103.29230769230769
DOM,N,tnut,100
DOM,N,toba,80
DOM,P2O5,acof,40
DOM,P2O5,bean,60
DOM,P2O5,chic,10
DOM,P2O5,coco,40
DOM,P2O5,cowp,0.6
DOM,P2O5,fodd,60
DOM,P2O5,lent,60
DOM,P2O5,opul,80
DOM,P2O5,othr,20.22222222222222
DOM,P2O5,pige,10.8
DOM,P2O5,rcof,40
DOM,P2O5,spis,50
DOM,P2O5,teas,38.07692307692308
DOM,P2O5,tnut,90
DOM,P2O5,toba,60
DOM,K2O,acof,60
DOM,K2O,bean,60
DOM,K2O,chic,0
DOM,K2O,coco,40
DOM,K2O,cowp,56.666666666666664
DOM,K2O,fodd,33.3
DOM,K2O,lent,60
DOM,K2O,opul,60
DOM,K2O,othr,26.066666666666666
DOM,K2O,pige,0.4
DOM,K2O,rcof,60
DOM,K2O,spis,40
DOM,K2O,teas,44.746153846153845
DOM,K2O,tnut,90
DOM,K2O,toba,60
DMA,N,acof,80
DMA,N,bean,80
DMA,N,chic,75
DMA,N,coco,60
DMA,N,cowp,0.5
DMA,N,fodd,30
DMA,N,lent,90
DMA,N,opul,40
DMA,N,othr,34.733333333333334
DMA,N,pige,14.5
DMA,N,rcof,80
DMA,N,spis,85
DMA,N,teas,103.29230769230769
DMA,N,tnut,100
DMA,N,toba,80
DMA,P2O5,acof,40
DMA,P2O5,bean,60
DMA,P2O5,chic,10
DMA,P2O5,coco,40
DMA,P2O5,cowp,0.6
DMA,P2O5,fodd,60
DMA,P2O5,lent,60
DMA,P2O5,opul,80
DMA,P2O5,othr,20.22222222222222
DMA,P2O5,pige,10.8
DMA,P2O5,rcof,40
DMA,P2O5,spis,50
DMA,P2O5,teas,38.07692307692308
DMA,P2O5,tnut,90
DMA,P2O5,toba,60
DMA,K2O,acof,60
DMA,K2O,bean,60
DMA,K2O,chic,0
DMA,K2O,coco,40
DMA,K2O,cowp,56.666666666666664
DMA,K2O,fodd,33.3
DMA,K2O,lent,60
DMA,K2O,opul,60
DMA,K2O,othr,26.066666666666666
DMA,K2O,pige,0.4
DMA,K2O,rcof,60
DMA,K2O,spis,40
DMA,K2O,teas,44.746153846153845
DMA,K2O,tnut,90
DMA,K2O,toba,60
ECU,N,acof,80
ECU,N,bean,36.666666666666664
ECU,N,chic,75
ECU,N,coco,80
ECU,N,cowp,0.5
ECU,N,fodd,30
ECU,N,lent,90
ECU,N,opul,36.666666666666664
ECU,N,othr,34.733333333333334
ECU,N,pige,14.5
ECU,N,rcof,80
ECU,N,spis,85
ECU,N,teas,103.29230769230769
ECU,N,tnut,100
ECU,N,toba,71.66666666666667
ECU,P2O5,acof,20
ECU,P2O5,bean,46.666666666666664
ECU,P2O5,chic,10
ECU,P2O5,coco,15
ECU,P2O5,cowp,0.6
ECU,P2O5,fodd,60
ECU,P2O5,lent,60
ECU,P2O5,opul,57.857142857142854
ECU,P2O5,othr,20.22222222222222
ECU,P2O5,pige,10.8
ECU,P2O5,rcof,20
ECU,P2O5,spis,50
ECU,P2O5,teas,38.07692307692308
ECU,P2O5,tnut,90
ECU,P2O5,toba,28.333333333333332
ECU,K2O,acof,40
ECU,K2O,bean,20
ECU,K2O,chic,0
ECU,K2O,coco,60
ECU,K2O,cowp,48.148148148148145
ECU,K2O,fodd,33.3
ECU,K2O,lent,60
ECU,K2O,opul,45
ECU,K2O,othr,26.066666666666666
ECU,K2O,pige,0.4
ECU,K2O,rcof,40
ECU,K2O,spis,40
ECU,K2O,teas,44.746153846153845
ECU,K2O,tnut,90
ECU,K2O,toba,32.5
EGY,N,acof,32.28
EGY,N,bean,35.7
EGY,N,chic,75
EGY,N,coco,79.28571428571429
EGY,N,cowp,0.5
EGY,N,fodd,35.7
EGY,N,lent,35.7
EGY,N,opul,8
EGY,N,othr,34.733333333333334
EGY,N,pige,14.5
EGY,N,rcof,32.28
EGY,N,spis,249.9
EGY,N,teas,35
EGY,N,tnut,71.4
EGY,N,toba,31.166666666666668
EGY,P2O5,acof,14.28
EGY,P2O5,bean,71.4
EGY,P2O5,chic,10
EGY,P2O5,coco,42.5
EGY,P2O5,cowp,0.6
EGY,P2O5,fodd,45.2
EGY,P2O5,lent,71.4
EGY,P2O5,opul,35
EGY,P2O5,othr,20.22222222222222
EGY,P2O5,pige,10.8
EGY,P2O5,rcof,14.28
EGY,P2O5,spis,53.6
EGY,P2O5,teas,15
EGY,P2O5,tnut,35.7
EGY,P2O5,toba,40.833333333333336
EGY,K2O,acof,17.5
EGY,K2O,bean,57.1
EGY,K2O,chic,0
EGY,K2O,coco,50.714285714285715
EGY,K2O,cowp,39.233333333333334
EGY,K2O,fodd,0
EGY,K2O,lent,57.1
EGY,K2O,opul,7
EGY,K2O,othr,26.066666666666666
EGY,K2O,pige,0.4
EGY,K2O,rcof,17.5
EGY,K2O,spis,57.1
EGY,K2O,teas,15
EGY,K2O,tnut,57.1
EGY,K2O,toba,36.333333333333336
SLV,N,acof,50.6
SLV,N,bean,13.5
SLV,N,chic,75
SLV,N,coco,60
SLV,N,cowp,0.5
SLV,N,fodd,30
SLV,N,lent,90
SLV,N,opul,50
SLV,N,othr,34.733333333333334
SLV,N,pige,14.5
SLV,N,rcof,50.6
SLV,N,spis,85
SLV,N,teas,103.29230769230769
SLV,N,tnut,100
SLV,N,toba,96
SLV,P2O5,acof,84
SLV,P2O5,bean,60.7
SLV,P2O5,chic,10
SLV,P2O5,coco,37.5
SLV,P2O5,cowp,0.6
SLV,P2O5,fodd,60
SLV,P2O5,lent,60
SLV,P2O5,opul,40
SLV,P2O5,othr,20.22222222222222
SLV,P2O5,pige,10.8
SLV,P2O5,rcof,84
SLV,P2O5,spis,50
SLV,P2O5,teas,38.07692307692308
SLV,P2O5,tnut,90
SLV,P2O5,toba,90
SLV,K2O,acof,17.4
SLV,K2O,bean,46.666666666666664
SLV,K2O,chic,0
SLV,K2O,coco,35
SLV,K2O,cowp,56.33846153846154
SLV,K2O,fodd,33.3
SLV,K2O,lent,60
SLV,K2O,opul,70
SLV,K2O,othr,26.066666666666666
SLV,K2O,pige,0.4
SLV,K2O,rcof,17.4
SLV,K2O,spis,40
SLV,K2O,teas,44.746153846153845
SLV,K2O,tnut,90
SLV,K2O,toba,85
GNQ,N,acof,32.28
GNQ,N,bean,14.7
GNQ,N,chic,75
GNQ,N,coco,79.28571428571429
GNQ,N,cowp,0.5
GNQ,N,fodd,13.6
GNQ,N,lent,35.7
GNQ,N,opul,10.366666666666667
GNQ,N,othr,34.733333333333334
GNQ,N,pige,14.5
GNQ,N,rcof,32.28
GNQ,N,spis,249.9
GNQ,N,teas,35
GNQ,N,tnut,71.4
GNQ,N,toba,31.166666666666668
GNQ,P2O5,acof,14.28
GNQ,P2O5,bean,20.7
GNQ,P2O5,chic,10
GNQ,P2O5,coco,42.5
GNQ,P2O5,cowp,0.6
GNQ,P2O5,fodd,52.2
GNQ,P2O5,lent,71.4
GNQ,P2O5,opul,14.266666666666666
GNQ,P2O5,othr,20.22222222222222
GNQ,P2O5,pige,10.8
GNQ,P2O5,rcof,14.28
GNQ,P2O5,spis,53.6
GNQ,P2O5,teas,15
GNQ,P2O5,tnut,35.7
GNQ,P2O5,toba,40.833333333333336
GNQ,K2O,acof,17.5
GNQ,K2O,bean,6.4
GNQ,K2O,chic,0
GNQ,K2O,coco,50.714285714285715
GNQ,K2O,cowp,26.448
GNQ,K2O,fodd,21.4
GNQ,K2O,lent,57.1
GNQ,K2O,opul,10
GNQ,K2O,othr,26.066666666666666
GNQ,K2O,pige,0.4
GNQ,K2O,rcof,17.5
GNQ,K2O,spis,57.1
GNQ,K2O,teas,15
GNQ,K2O,tnut,57.1
GNQ,K2O,toba,36.333333333333336
ERI,N,acof,32.85
ERI,N,bean,14.7
ERI,N,chic,75
ERI,N,coco,79.28571428571429
ERI,N,cowp,0.5
ERI,N,fodd,13.6
ERI,N,lent,35.7
ERI,N,opul,10.366666666666667
ERI,N,othr,34.733333333333334
ERI,N,pige,14.5
ERI,N,rcof,32.85
ERI,N,spis,249.9
ERI,N,teas,35
ERI,N,tnut,71.4
ERI,N,toba,31.4
ERI,P2O5,acof,12.85
ERI,P2O5,bean,20.7
ERI,P2O5,chic,10
ERI,P2O5,coco,42.5
ERI,P2O5,cowp,0.6
ERI,P2O5,fodd,52.2
ERI,P2O5,lent,71.4
ERI,P2O5,opul,14.266666666666666
ERI,P2O5,othr,20.22222222222222
ERI,P2O5,pige,10.8
ERI,P2O5,rcof,12.85
ERI,P2O5,spis,53.6
ERI,P2O5,teas,15
ERI,P2O5,tnut,35.7
ERI,P2O5,toba,47
ERI,K2O,acof,20
ERI,K2O,bean,6.4
ERI,K2O,chic,0
ERI,K2O,coco,50.714285714285715
ERI,K2O,cowp,25.928571428571427
ERI,K2O,fodd,21.4
ERI,K2O,lent,57.1
ERI,K2O,opul,10
ERI,K2O,othr,26.066666666666666
ERI,K2O,pige,0.4
ERI,K2O,rcof,20
ERI,K2O,spis,57.1
ERI,K2O,teas,15
ERI,K2O,tnut,57.1
ERI,K2O,toba,40.6
EST,N,acof,79.88
EST,N,bean,45.5
EST,N,chic,0
EST,N,coco,79.28571428571429
EST,N,cowp,0.5
EST,N,fodd,51
EST,N,lent,45
EST,N,opul,15
EST,N,othr,128
EST,N,pige,14.5
EST,N,rcof,79.88
EST,N,spis,104.2
EST,N,teas,661
EST,N,tnut,110
EST,N,toba,16.625
EST,P2O5,acof,41.216
EST,P2O5,bean,60.6
EST,P2O5,chic,60
EST,P2O5,coco,42.5
EST,P2O5,cowp,0.6
EST,P2O5,fodd,12
EST,P2O5,lent,52.5
EST,P2O5,opul,30
EST,P2O5,othr,42
EST,P2O5,pige,10.8
EST,P2O5,rcof,41.216
EST,P2O5,spis,62.5
EST,P2O5,teas,360
EST,P2O5,tnut,45
EST,P2O5,toba,35.06666666666667
EST,K2O,acof,50.10434782608696
EST,K2O,bean,45.5
EST,K2O,chic,0
EST,K2O,coco,50.714285714285715
EST,K2O,cowp,49.62
EST,K2O,fodd,27
EST,K2O,lent,30
EST,K2O,opul,20
EST,K2O,othr,47
EST,K2O,pige,0.4
EST,K2O,rcof,50.10434782608696
EST,K2O,spis,62.5
EST,K2O,teas,277
EST,K2O,tnut,95
EST,K2O,toba,98.5
ETH,N,acof,1.4
ETH,N,bean,14.7
ETH,N,chic,75
ETH,N,coco,79.28571428571429
ETH,N,cowp,0.5
ETH,N,fodd,13.6
ETH,N,lent,35.7
ETH,N,opul,1.1
ETH,N,othr,34.733333333333334
ETH,N,pige,14.5
ETH,N,rcof,1.4
ETH,N,spis,249.9
ETH,N,teas,35
ETH,N,tnut,71.4
ETH,N,toba,31.4
ETH,P2O5,acof,1.4
ETH,P2O5,bean,20.7
ETH,P2O5,chic,10
ETH,P2O5,coco,42.5
ETH,P2O5,cowp,0.6
ETH,P2O5,fodd,52.2
ETH,P2O5,lent,71.4
ETH,P2O5,opul,2.8
ETH,P2O5,othr,20.22222222222222
ETH,P2O5,pige,10.8
ETH,P2O5,rcof,1.4
ETH,P2O5,spis,53.6
ETH,P2O5,teas,15
ETH,P2O5,tnut,35.7
ETH,P2O5,toba,47
ETH,K2O,acof,20
ETH,K2O,bean,6.4
ETH,K2O,chic,0
ETH,K2O,coco,50.714285714285715
ETH,K2O,cowp,25.928571428571427
ETH,K2O,fodd,21.4
ETH,K2O,lent,57.1
ETH,K2O,opul,10
ETH,K2O,othr,26.066666666666666
ETH,K2O,pige,0.4
ETH,K2O,rcof,20
ETH,K2O,spis,57.1
ETH,K2O,teas,15
ETH,K2O,tnut,57.1
ETH,K2O,toba,40.6
FLK,N,acof,100
FLK,N,bean,36.666666666666664
FLK,N,chic,75
FLK,N,coco,85
FLK,N,cowp,0.5
FLK,N,fodd,30
FLK,N,lent,90
FLK,N,opul,36.666666666666664
FLK,N,othr,34.733333333333334
FLK,N,pige,14.5
FLK,N,rcof,100
FLK,N,spis,85
FLK,N,teas,103.29230769230769
FLK,N,tnut,100
FLK,N,toba,71.66666666666667
FLK,P2O5,acof,36.666666666666664
FLK,P2O5,bean,46.666666666666664
FLK,P2O5,chic,10
FLK,P2O5,coco,31.25
FLK,P2O5,cowp,0.6
FLK,P2O5,fodd,60
FLK,P2O5,lent,60
FLK,P2O5,opul,57.857142857142854
FLK,P2O5,othr,20.22222222222222
FLK,P2O5,pige,10.8
FLK,P2O5,rcof,36.666666666666664
FLK,P2O5,spis,50
FLK,P2O5,teas,38.07692307692308
FLK,P2O5,tnut,90
FLK,P2O5,toba,28.333333333333332
FLK,K2O,acof,66
FLK,K2O,bean,20
FLK,K2O,chic,0
FLK,K2O,coco,45
FLK,K2O,cowp,48.148148148148145
FLK,K2O,fodd,33.3
FLK,K2O,lent,60
FLK,K2O,opul,45
FLK,K2O,othr,26.066666666666666
FLK,K2O,pige,0.4
FLK,K2O,rcof,66
FLK,K2O,spis,40
FLK,K2O,teas,44.746153846153845
FLK,K2O,tnut,90
FLK,K2O,toba,32.5
FRO,N,acof,79.88
FRO,N,bean,45.5
FRO,N,chic,0
FRO,N,coco,79.28571428571429
FRO,N,cowp,0.5
FRO,N,fodd,89.5875
FRO,N,lent,45
FRO,N,opul,15
FRO,N,othr,128
FRO,N,pige,14.5
FRO,N,rcof,79.88
FRO,N,spis,104.2
FRO,N,teas,661
FRO,N,tnut,110
FRO,N,toba,16.625
FRO,P2O5,acof,41.216
FRO,P2O5,bean,60.6
FRO,P2O5,chic,60
FRO,P2O5,coco,42.5
FRO,P2O5,cowp,0.6
FRO,P2O5,fodd,38.3875
FRO,P2O5,lent,52.5
FRO,P2O5,opul,27.571428571428573
FRO,P2O5,othr,42
FRO,P2O5,pige,10.8
FRO,P2O5,rcof,41.216
FRO,P2O5,spis,62.5
FRO,P2O5,teas,360
FRO,P2O5,tnut,45
FRO,P2O5,toba,35.06666666666667
FRO,K2O,acof,50.10434782608696
FRO,K2O,bean,45.5
FRO,K2O,chic,0
FRO,K2O,coco,50.714285714285715
FRO,K2O,cowp,49.62
FRO,K2O,fodd,66.1625
FRO,K2O,lent,30
FRO,K2O,opul,30.714285714285715
FRO,K2O,othr,47
FRO,K2O,pige,0.4
FRO,K2O,rcof,50.10434782608696
FRO,K2O,spis,62.5
FRO,K2O,teas,277
FRO,K2O,tnut,95
FRO,K2O,toba,98.5
FJI,N,acof,79.88
FJI,N,bean,52.223076923076924
FJI,N,chic,75
FJI,N,coco,70
FJI,N,cowp,0.5
FJI,N,fodd,0
FJI,N,lent,0
FJI,N,opul,30.85
FJI,N,othr,0
FJI,N,pige,14.5
FJI,N,rcof,79.88
FJI,N,spis,125.7
FJI,N,teas,103.29230769230769
FJI,N,tnut,81.95
FJI,N,toba,62.86774193548387
FJI,P2O5,acof,41.216
FJI,P2O5,bean,52.36923076923077
FJI,P2O5,chic,10
FJI,P2O5,coco,60
FJI,P2O5,cowp,0.6
FJI,P2O5,fodd,45
FJI,P2O5,lent,45
FJI,P2O5,opul,50.689473684210526
FJI,P2O5,othr,0
FJI,P2O5,pige,10.8
FJI,P2O5,rcof,41.216
FJI,P2O5,spis,76.51428571428572
FJI,P2O5,teas,38.07692307692308
FJI,P2O5,tnut,27.55
FJI,P2O5,toba,45.854838709677416
FJI,K2O,acof,50.10434782608696
FJI,K2O,bean,51.22727272727273
FJI,K2O,chic,0
FJI,K2O,coco,120
FJI,K2O,cowp,120
FJI,K2O,fodd,24
FJI,K2O,lent,0
FJI,K2O,opul,45.013333333333335
FJI,K2O,othr,0
FJI,K2O,pige,0.4
FJI,K2O,rcof,50.10434782608696
FJI,K2O,spis,73.01428571428572
FJI,K2O,teas,44.746153846153845
FJI,K2O,tnut,29.95
FJI,K2O,toba,49.77142857142857
FIN,N,acof,79.88
FIN,N,bean,45.5
FIN,N,chic,0
FIN,N,coco,79.28571428571429
FIN,N,cowp,0.5
FIN,N,fodd,89.5875
FIN,N,lent,45
FIN,N,opul,40
FIN,N,othr,128
FIN,N,pige,14.5
FIN,N,rcof,79.88
FIN,N,spis,104.2
FIN,N,teas,661
FIN,N,tnut,110
FIN,N,toba,16.625
FIN,P2O5,acof,41.216
FIN,P2O5,bean,60.6
FIN,P2O5,chic,60
FIN,P2O5,coco,42.5
FIN,P2O5,cowp,0.6
FIN,P2O5,fodd,38.3875
FIN,P2O5,lent,52.5
FIN,P2O5,opul,25
FIN,P2O5,othr,42
FIN,P2O5,pige,10.8
FIN,P2O5,rcof,41.216
FIN,P2O5,spis,62.5
FIN,P2O5,teas,360
FIN,P2O5,tnut,45
FIN,P2O5,toba,35.06666666666667
FIN,K2O,acof,50.10434782608696
FIN,K2O,bean,45.5
FIN,K2O,chic,0
FIN,K2O,coco,50.714285714285715
