iso3c,nutrient,split_rest_names,rate
AFG,N,acof,70.71428571428571
AFG,N,bean,137.5
AFG,N,chic,0
AFG,N,coco,100
AFG,N,cowp,0.5
AFG,N,fodd,37.4
AFG,N,lent,35.7
AFG,N,opul,5
AFG,N,othr,12.6
AFG,N,pige,14.5
AFG,N,rcof,70.71428571428571
AFG,N,spis,109
AFG,N,teas,210.6
AFG,N,tnut,106.25
AFG,N,toba,44.8
AFG,P2O5,acof,56.42857142857143
AFG,P2O5,bean,91.5
AFG,P2O5,chic,60
AFG,P2O5,coco,55
AFG,P2O5,cowp,0.6
AFG,P2O5,fodd,8.7
AFG,P2O5,lent,71.4
AFG,P2O5,opul,2
AFG,P2O5,othr,12
AFG,P2O5,pige,10.8
AFG,P2O5,rcof,56.42857142857143
AFG,P2O5,spis,86.4
AFG,P2O5,teas,36.5
AFG,P2O5,tnut,9.7
AFG,P2O5,toba,74.6
AFG,K2O,acof,51.42857142857143
AFG,K2O,bean,120
AFG,K2O,chic,0
AFG,K2O,coco,57.5
AFG,K2O,cowp,42.3
AFG,K2O,fodd,1.1
AFG,K2O,lent,57.1
AFG,K2O,opul,53.64
AFG,K2O,othr,12.6
AFG,K2O,pige,0.4
AFG,K2O,rcof,51.42857142857143
AFG,K2O,spis,82.8
AFG,K2O,teas,122.8
AFG,K2O,tnut,51.4
AFG,K2O,toba,74.6
CYP,N,acof,70.71428571428571
CYP,N,bean,137.5
CYP,N,chic,0
CYP,N,coco,100
CYP,N,cowp,0.5
CYP,N,fodd,153.43333333333334
CYP,N,lent,45
CYP,N,opul,28.1
CYP,N,othr,34.733333333333334
CYP,N,pige,14.5
CYP,N,rcof,70.71428571428571
CYP,N,spis,109
CYP,N,teas,113.6
CYP,N,tnut,106.25
CYP,N,toba,29.033333333333335
CYP,P2O5,acof,56.42857142857143
CYP,P2O5,bean,91.5
CYP,P2O5,chic,60
CYP,P2O5,coco,55
CYP,P2O5,cowp,0.6
CYP,P2O5,fodd,185.06666666666666
CYP,P2O5,lent,52.5
CYP,P2O5,opul,84.15
CYP,P2O5,othr,20.22222222222222
CYP,P2O5,pige,10.8
CYP,P2O5,rcof,56.42857142857143
CYP,P2O5,spis,86.4
CYP,P2O5,teas,24.25
CYP,P2O5,tnut,9.7
CYP,P2O5,toba,20.633333333333333
CYP,K2O,acof,51.42857142857143
CYP,K2O,bean,120
CYP,K2O,chic,0
CYP,K2O,coco,57.5
CYP,K2O,cowp,54.766666666666666
CYP,K2O,fodd,70.2
CYP,K2O,lent,30
CYP,K2O,opul,39.1
CYP,K2O,othr,26.066666666666666
CYP,K2O,pige,0.4
CYP,K2O,rcof,51.42857142857143
CYP,K2O,spis,82.8
CYP,K2O,teas,39.45
CYP,K2O,tnut,51.4
CYP,K2O,toba,37
ALA,N,acof,79.88
ALA,N,bean,45.5
ALA,N,chic,0
ALA,N,coco,79.28571428571429
ALA,N,cowp,0.5
ALA,N,fodd,89.5875
ALA,N,lent,45
ALA,N,opul,15
ALA,N,othr,128
ALA,N,pige,14.5
ALA,N,rcof,79.88
ALA,N,spis,104.2
ALA,N,teas,661
ALA,N,tnut,110
ALA,N,toba,16.625
ALA,P2O5,acof,41.216
ALA,P2O5,bean,60.6
ALA,P2O5,chic,60
ALA,P2O5,coco,42.5
ALA,P2O5,cowp,0.6
ALA,P2O5,fodd,38.3875
ALA,P2O5,lent,52.5
ALA,P2O5,opul,27.571428571428573
ALA,P2O5,othr,42
ALA,P2O5,pige,10.8
ALA,P2O5,rcof,41.216
ALA,P2O5,spis,62.5
ALA,P2O5,teas,360
ALA,P2O5,tnut,45
ALA,P2O5,toba,35.06666666666667
ALA,K2O,acof,50.10434782608696
ALA,K2O,bean,45.5
ALA,K2O,chic,0
ALA,K2O,coco,50.714285714285715
ALA,K2O,cowp,49.62
ALA,K2O,fodd,66.1625
ALA,K2O,lent,30
ALA,K2O,opul,30.714285714285715
ALA,K2O,othr,47
ALA,K2O,pige,0.4
ALA,K2O,rcof,50.10434782608696
ALA,K2O,spis,62.5
ALA,K2O,teas,277
ALA,K2O,tnut,95
ALA,K2O,toba,98.5
ALB,N,acof,79.88
ALB,N,bean,45.5
ALB,N,chic,0
ALB,N,coco,79.28571428571429
ALB,N,cowp,0.5
ALB,N,fodd,20
ALB,N,lent,45
ALB,N,opul,32.43
ALB,N,othr,128
ALB,N,pige,14.5
ALB,N,rcof,79.88
ALB,N,spis,104.2
ALB,N,teas,661
ALB,N,tnut,110
ALB,N,toba,15
ALB,P2O5,acof,41.216
ALB,P2O5,bean,60.6
ALB,P2O5,chic,60
ALB,P2O5,coco,42.5
ALB,P2O5,cowp,0.6
ALB,P2O5,fodd,10
ALB,P2O5,lent,52.5
ALB,P2O5,opul,27.45
ALB,P2O5,othr,42
ALB,P2O5,pige,10.8
ALB,P2O5,rcof,41.216
ALB,P2O5,spis,62.5
ALB,P2O5,teas,360
ALB,P2O5,tnut,45
ALB,P2O5,toba,10
ALB,K2O,acof,50.10434782608696
ALB,K2O,bean,45.5
ALB,K2O,chic,0
ALB,K2O,coco,50.714285714285715
ALB,K2O,cowp,35.59375
ALB,K2O,fodd,35.74375
ALB,K2O,lent,30
ALB,K2O,opul,19.85
ALB,K2O,othr,47
ALB,K2O,pige,0.4
ALB,K2O,rcof,50.10434782608696
ALB,K2O,spis,62.5
ALB,K2O,teas,277
ALB,K2O,tnut,95
ALB,K2O,toba,76.9
DZA,N,acof,32.28
DZA,N,bean,35.7
DZA,N,chic,75
DZA,N,coco,79.28571428571429
DZA,N,cowp,0.5
DZA,N,fodd,35.7
DZA,N,lent,35.7
DZA,N,opul,8
DZA,N,othr,34.733333333333334
DZA,N,pige,14.5
DZA,N,rcof,32.28
DZA,N,spis,249.9
DZA,N,teas,35
DZA,N,tnut,71.4
DZA,N,toba,31.166666666666668
DZA,P2O5,acof,14.28
DZA,P2O5,bean,71.4
DZA,P2O5,chic,10
DZA,P2O5,coco,42.5
DZA,P2O5,cowp,0.6
DZA,P2O5,fodd,45.2
DZA,P2O5,lent,71.4
DZA,P2O5,opul,35
DZA,P2O5,othr,20.22222222222222
DZA,P2O5,pige,10.8
DZA,P2O5,rcof,14.28
DZA,P2O5,spis,53.6
DZA,P2O5,teas,15
DZA,P2O5,tnut,35.7
DZA,P2O5,toba,40.833333333333336
DZA,K2O,acof,17.5
DZA,K2O,bean,57.1
DZA,K2O,chic,0
DZA,K2O,coco,50.714285714285715
DZA,K2O,cowp,39.233333333333334
DZA,K2O,fodd,0
DZA,K2O,lent,57.1
DZA,K2O,opul,7
DZA,K2O,othr,26.066666666666666
DZA,K2O,pige,0.4
DZA,K2O,rcof,17.5
DZA,K2O,spis,57.1
DZA,K2O,teas,15
DZA,K2O,tnut,57.1
DZA,K2O,toba,36.333333333333336
ASM,N,acof,79.88
ASM,N,bean,52.223076923076924
ASM,N,chic,75
ASM,N,coco,70
ASM,N,cowp,0.5
ASM,N,fodd,0
ASM,N,lent,0
ASM,N,opul,30.85
ASM,N,othr,0
ASM,N,pige,14.5
ASM,N,rcof,79.88
ASM,N,spis,125.7
ASM,N,teas,103.29230769230769
ASM,N,tnut,81.95
ASM,N,toba,62.86774193548387
ASM,P2O5,acof,41.216
ASM,P2O5,bean,52.36923076923077
ASM,P2O5,chic,10
ASM,P2O5,coco,60
ASM,P2O5,cowp,0.6
ASM,P2O5,fodd,45
ASM,P2O5,lent,45
ASM,P2O5,opul,50.689473684210526
ASM,P2O5,othr,0
ASM,P2O5,pige,10.8
ASM,P2O5,rcof,41.216
ASM,P2O5,spis,76.51428571428572
ASM,P2O5,teas,38.07692307692308
ASM,P2O5,tnut,27.55
ASM,P2O5,toba,45.854838709677416
ASM,K2O,acof,50.10434782608696
ASM,K2O,bean,51.22727272727273
ASM,K2O,chic,0
ASM,K2O,coco,120
ASM,K2O,cowp,36
ASM,K2O,fodd,24
ASM,K2O,lent,0
ASM,K2O,opul,45.013333333333335
ASM,K2O,othr,0
ASM,K2O,pige,0.4
ASM,K2O,rcof,50.10434782608696
ASM,K2O,spis,73.01428571428572
ASM,K2O,teas,44.746153846153845
ASM,K2O,tnut,29.95
ASM,K2O,toba,49.77142857142857
AND,N,acof,79.88
AND,N,bean,45.5
AND,N,chic,0
AND,N,coco,79.28571428571429
AND,N,cowp,0.5
AND,N,fodd,44.94
AND,N,lent,45
AND,N,opul,32.43
AND,N,othr,128
AND,N,pige,14.5
AND,N,rcof,79.88
AND,N,spis,104.2
AND,N,teas,661
AND,N,tnut,110
AND,N,toba,15.2
AND,P2O5,acof,41.216
AND,P2O5,bean,60.6
AND,P2O5,chic,60
AND,P2O5,coco,42.5
AND,P2O5,cowp,0.6
AND,P2O5,fodd,24.36
AND,P2O5,lent,52.5
AND,P2O5,opul,27.45
AND,P2O5,othr,42
AND,P2O5,pige,10.8
AND,P2O5,rcof,41.216
AND,P2O5,spis,62.5
AND,P2O5,teas,360
AND,P2O5,tnut,45
AND,P2O5,toba,35.75
AND,K2O,acof,50.10434782608696
AND,K2O,bean,45.5
AND,K2O,chic,0
AND,K2O,coco,50.714285714285715
AND,K2O,cowp,35.59375
AND,K2O,fodd,35.74375
AND,K2O,lent,30
AND,K2O,opul,19.85
AND,K2O,othr,47
AND,K2O,pige,0.4
AND,K2O,rcof,50.10434782608696
AND,K2O,spis,62.5
AND,K2O,teas,277
AND,K2O,tnut,95
AND,K2O,toba,76.9
AGO,N,acof,32.28
AGO,N,bean,14.7
AGO,N,chic,75
AGO,N,coco,79.28571428571429
AGO,N,cowp,0.5
AGO,N,fodd,13.6
AGO,N,lent,35.7
AGO,N,opul,10.366666666666667
AGO,N,othr,34.733333333333334
AGO,N,pige,14.5
AGO,N,rcof,32.28
AGO,N,spis,249.9
AGO,N,teas,35
AGO,N,tnut,71.4
AGO,N,toba,31.166666666666668
AGO,P2O5,acof,14.28
AGO,P2O5,bean,20.7
AGO,P2O5,chic,10
AGO,P2O5,coco,42.5
AGO,P2O5,cowp,0.6
AGO,P2O5,fodd,52.2
AGO,P2O5,lent,71.4
AGO,P2O5,opul,14.266666666666666
AGO,P2O5,othr,20.22222222222222
AGO,P2O5,pige,10.8
AGO,P2O5,rcof,14.28
AGO,P2O5,spis,53.6
AGO,P2O5,teas,15
AGO,P2O5,tnut,35.7
AGO,P2O5,toba,40.833333333333336
AGO,K2O,acof,17.5
AGO,K2O,bean,6.4
AGO,K2O,chic,0
AGO,K2O,coco,50.714285714285715
AGO,K2O,cowp,26.448
AGO,K2O,fodd,21.4
AGO,K2O,lent,57.1
AGO,K2O,opul,10
AGO,K2O,othr,26.066666666666666
AGO,K2O,pige,0.4
AGO,K2O,rcof,17.5
AGO,K2O,spis,57.1
AGO,K2O,teas,15
AGO,K2O,tnut,57.1
AGO,K2O,toba,36.333333333333336
AIA,N,acof,80
AIA,N,bean,80
AIA,N,chic,75
AIA,N,coco,60
AIA,N,cowp,0.5
AIA,N,fodd,30
AIA,N,lent,90
AIA,N,opul,40
AIA,N,othr,34.733333333333334
AIA,N,pige,14.5
AIA,N,rcof,80
AIA,N,spis,85
AIA,N,teas,103.29230769230769
AIA,N,tnut,100
AIA,N,toba,80
AIA,P2O5,acof,40
AIA,P2O5,bean,60
AIA,P2O5,chic,10
AIA,P2O5,coco,40
AIA,P2O5,cowp,0.6
AIA,P2O5,fodd,60
AIA,P2O5,lent,60
AIA,P2O5,opul,80
AIA,P2O5,othr,20.22222222222222
AIA,P2O5,pige,10.8
AIA,P2O5,rcof,40
AIA,P2O5,spis,50
AIA,P2O5,teas,38.07692307692308
AIA,P2O5,tnut,90
AIA,P2O5,toba,60
AIA,K2O,acof,60
AIA,K2O,bean,60
AIA,K2O,chic,0
AIA,K2O,coco,40
AIA,K2O,cowp,56.666666666666664
AIA,K2O,fodd,33.3
AIA,K2O,lent,60
AIA,K2O,opul,60
AIA,K2O,othr,26.066666666666666
AIA,K2O,pige,0.4
AIA,K2O,rcof,60
AIA,K2O,spis,40
AIA,K2O,teas,44.746153846153845
AIA,K2O,tnut,90
AIA,K2O,toba,60
ATG,N,acof,80
ATG,N,bean,80
ATG,N,chic,75
ATG,N,coco,60
ATG,N,cowp,0.5
ATG,N,fodd,30
ATG,N,lent,90
ATG,N,opul,40
ATG,N,othr,34.733333333333334
ATG,N,pige,14.5
ATG,N,rcof,80
ATG,N,spis,85
ATG,N,teas,103.29230769230769
ATG,N,tnut,100
ATG,N,toba,80
ATG,P2O5,acof,40
ATG,P2O5,bean,60
ATG,P2O5,chic,10
ATG,P2O5,coco,40
ATG,P2O5,cowp,0.6
ATG,P2O5,fodd,60
ATG,P2O5,lent,60
ATG,P2O5,opul,80
ATG,P2O5,othr,20.22222222222222
ATG,P2O5,pige,10.8
ATG,P2O5,rcof,40
ATG,P2O5,spis,50
ATG,P2O5,teas,38.07692307692308
ATG,P2O5,tnut,90
ATG,P2O5,toba,60
ATG,K2O,acof,60
ATG,K2O,bean,60
ATG,K2O,chic,0
ATG,K2O,coco,40
ATG,K2O,cowp,56.666666666666664
ATG,K2O,fodd,33.3
ATG,K2O,lent,60
ATG,K2O,opul,60
ATG,K2O,othr,26.066666666666666
ATG,K2O,pige,0.4
ATG,K2O,rcof,60
ATG,K2O,spis,40
ATG,K2O,teas,44.746153846153845
ATG,K2O,tnut,90
ATG,K2O,toba,60
ARG,N,acof,100
ARG,N,bean,36.666666666666664
ARG,N,chic,75
ARG,N,coco,85
ARG,N,cowp,0.5
ARG,N,fodd,30
ARG,N,lent,90
ARG,N,opul,30
ARG,N,othr,34.733333333333334
ARG,N,pige,14.5
ARG,N,rcof,100
ARG,N,spis,85
ARG,N,teas,103.29230769230769
ARG,N,tnut,100
ARG,N,toba,20
ARG,P2O5,acof,36.666666666666664
ARG,P2O5,bean,46.666666666666664
ARG,P2O5,chic,10
ARG,P2O5,coco,31.25
ARG,P2O5,cowp,0.6
ARG,P2O5,fodd,60
ARG,P2O5,lent,60
ARG,P2O5,opul,20
ARG,P2O5,othr,20.22222222222222
ARG,P2O5,pige,10.8
ARG,P2O5,rcof,36.666666666666664
ARG,P2O5,spis,50
ARG,P2O5,teas,38.07692307692308
ARG,P2O5,tnut,90
ARG,P2O5,toba,10
ARG,K2O,acof,66
ARG,K2O,bean,20
ARG,K2O,chic,0
ARG,K2O,coco,45
ARG,K2O,cowp,48.148148148148145
ARG,K2O,fodd,33.3
ARG,K2O,lent,60
ARG,K2O,opul,45
ARG,K2O,othr,26.066666666666666
ARG,K2O,pige,0.4
ARG,K2O,rcof,66
ARG,K2O,spis,40
ARG,K2O,teas,44.746153846153845
ARG,K2O,tnut,90
ARG,K2O,toba,32.5
ARM,N,acof,70.71428571428571
ARM,N,bean,137.5
ARM,N,chic,0
ARM,N,coco,100
ARM,N,cowp,0.5
ARM,N,fodd,153.43333333333334
ARM,N,lent,35.7
ARM,N,opul,28.1
ARM,N,othr,34.733333333333334
ARM,N,pige,14.5
ARM,N,rcof,70.71428571428571
ARM,N,spis,109
ARM,N,teas,113.6
ARM,N,tnut,106.25
ARM,N,toba,29.033333333333335
ARM,P2O5,acof,56.42857142857143
ARM,P2O5,bean,91.5
ARM,P2O5,chic,60
ARM,P2O5,coco,55
ARM,P2O5,cowp,0.6
ARM,P2O5,fodd,185.06666666666666
ARM,P2O5,lent,71.4
ARM,P2O5,opul,84.15
ARM,P2O5,othr,20.22222222222222
ARM,P2O5,pige,10.8
ARM,P2O5,rcof,56.42857142857143
ARM,P2O5,spis,86.4
ARM,P2O5,teas,24.25
ARM,P2O5,tnut,9.7
ARM,P2O5,toba,20.633333333333333
ARM,K2O,acof,51.42857142857143
ARM,K2O,bean,120
ARM,K2O,chic,0
ARM,K2O,coco,57.5
ARM,K2O,cowp,54.766666666666666
ARM,K2O,fodd,70.2
ARM,K2O,lent,57.1
ARM,K2O,opul,39.1
ARM,K2O,othr,26.066666666666666
ARM,K2O,pige,0.4
ARM,K2O,rcof,51.42857142857143
ARM,K2O,spis,82.8
ARM,K2O,teas,39.45
ARM,K2O,tnut,51.4
ARM,K2O,toba,37
ABW,N,acof,80
ABW,N,bean,80
ABW,N,chic,75
ABW,N,coco,60
ABW,N,cowp,0.5
ABW,N,fodd,30
ABW,N,lent,90
ABW,N,opul,40
ABW,N,othr,34.733333333333334
ABW,N,pige,14.5
ABW,N,rcof,80
ABW,N,spis,85
ABW,N,teas,103.29230769230769
ABW,N,tnut,100
ABW,N,toba,80
ABW,P2O5,acof,40
ABW,P2O5,bean,60
ABW,P2O5,chic,10
ABW,P2O5,coco,40
ABW,P2O5,cowp,0.6
ABW,P2O5,fodd,60
ABW,P2O5,lent,60
ABW,P2O5,opul,80
ABW,P2O5,othr,20.22222222222222
ABW,P2O5,pige,10.8
ABW,P2O5,rcof,40
ABW,P2O5,spis,50
ABW,P2O5,teas,38.07692307692308
ABW,P2O5,tnut,90
ABW,P2O5,toba,60
ABW,K2O,acof,60
ABW,K2O,bean,60
ABW,K2O,chic,0
ABW,K2O,coco,40
ABW,K2O,cowp,56.666666666666664
ABW,K2O,fodd,33.3
ABW,K2O,lent,60
ABW,K2O,opul,60
ABW,K2O,othr,26.066666666666666
ABW,K2O,pige,0.4
ABW,K2O,rcof,60
ABW,K2O,spis,40
ABW,K2O,teas,44.746153846153845
ABW,K2O,tnut,90
ABW,K2O,toba,60
AUS,N,acof,79.88
AUS,N,bean,62.75
AUS,N,chic,0
AUS,N,coco,70
AUS,N,cowp,0.5
AUS,N,fodd,0
AUS,N,lent,0
AUS,N,opul,30.744736842105265
AUS,N,othr,0
AUS,N,pige,14.5
AUS,N,rcof,79.88
AUS,N,spis,104.2
AUS,N,teas,661
AUS,N,tnut,110
AUS,N,toba,74.41666666666667
AUS,P2O5,acof,41.216
AUS,P2O5,bean,50.3
AUS,P2O5,chic,60
AUS,P2O5,coco,60
AUS,P2O5,cowp,0.6
AUS,P2O5,fodd,45
AUS,P2O5,lent,45
AUS,P2O5,opul,34.82826086956522
AUS,P2O5,othr,0
AUS,P2O5,pige,10.8
AUS,P2O5,rcof,41.216
AUS,P2O5,spis,62.5
AUS,P2O5,teas,360
AUS,P2O5,tnut,45
AUS,P2O5,toba,151.24
AUS,K2O,acof,50.10434782608696
AUS,K2O,bean,52.75
AUS,K2O,chic,0
AUS,K2O,coco,120
AUS,K2O,cowp,8
AUS,K2O,fodd,24
AUS,K2O,lent,0
AUS,K2O,opul,39.34130434782609
AUS,K2O,othr,0
AUS,K2O,pige,0.4
AUS,K2O,rcof,50.10434782608696
AUS,K2O,spis,62.5
AUS,K2O,teas,277
AUS,K2O,tnut,95
AUS,K2O,toba,206
AUT,N,acof,79.88
AUT,N,bean,45.5
AUT,N,chic,0
AUT,N,coco,79.28571428571429
AUT,N,cowp,0.5
AUT,N,fodd,48
AUT,N,lent,45
AUT,N,opul,2
AUT,N,othr,128
AUT,N,pige,14.5
AUT,N,rcof,79.88
AUT,N,spis,104.2
AUT,N,teas,661
AUT,N,tnut,110
AUT,N,toba,16.625
AUT,P2O5,acof,41.216
AUT,P2O5,bean,60.6
AUT,P2O5,chic,60
AUT,P2O5,coco,42.5
AUT,P2O5,cowp,0.6
AUT,P2O5,fodd,22
AUT,P2O5,lent,52.5
AUT,P2O5,opul,7
AUT,P2O5,othr,42
AUT,P2O5,pige,10.8
AUT,P2O5,rcof,41.216
AUT,P2O5,spis,62.5
AUT,P2O5,teas,360
AUT,P2O5,tnut,45
AUT,P2O5,toba,35.06666666666667
AUT,K2O,acof,50.10434782608696
AUT,K2O,bean,45.5
AUT,K2O,chic,0
AUT,K2O,coco,50.714285714285715
AUT,K2O,cowp,61.125
AUT,K2O,fodd,23.5
AUT,K2O,lent,30
AUT,K2O,opul,18
AUT,K2O,othr,47
AUT,K2O,pige,0.4
AUT,K2O,rcof,50.10434782608696
AUT,K2O,spis,62.5
AUT,K2O,teas,277
AUT,K2O,tnut,95
AUT,K2O,toba,98.5
AZE,N,acof,70.71428571428571
AZE,N,bean,137.5
AZE,N,chic,0
AZE,N,coco,100
AZE,N,cowp,0.5
AZE,N,fodd,153.43333333333334
AZE,N,lent,35.7
AZE,N,opul,28.1
AZE,N,othr,34.733333333333334
AZE,N,pige,14.5
AZE,N,rcof,70.71428571428571
AZE,N,spis,109
AZE,N,teas,13
AZE,N,tnut,106.25
AZE,N,toba,9
AZE,P2O5,acof,56.42857142857143
AZE,P2O5,bean,91.5
AZE,P2O5,chic,60
AZE,P2O5,coco,55
AZE,P2O5,cowp,0.6
AZE,P2O5,fodd,185.06666666666666
AZE,P2O5,lent,71.4
AZE,P2O5,opul,84.15
AZE,P2O5,othr,20.22222222222222
AZE,P2O5,pige,10.8
AZE,P2O5,rcof,56.42857142857143
AZE,P2O5,spis,86.4
AZE,P2O5,teas,9.5
AZE,P2O5,tnut,9.7
AZE,P2O5,toba,10.5
AZE,K2O,acof,51.42857142857143
AZE,K2O,bean,120
AZE,K2O,chic,0
AZE,K2O,coco,57.5
AZE,K2O,cowp,54.766666666666666
AZE,K2O,fodd,70.2
AZE,K2O,lent,57.1
AZE,K2O,opul,39.1
AZE,K2O,othr,26.066666666666666
AZE,K2O,pige,0.4
AZE,K2O,rcof,51.42857142857143
AZE,K2O,spis,82.8
AZE,K2O,teas,7.5
AZE,K2O,tnut,51.4
AZE,K2O,toba,5.5
BHS,N,acof,80
BHS,N,bean,80
BHS,N,chic,75
BHS,N,coco,60
BHS,N,cowp,0.5
BHS,N,fodd,30
BHS,N,lent,90
BHS,N,opul,40
BHS,N,othr,34.733333333333334
BHS,N,pige,14.5
BHS,N,rcof,80
BHS,N,spis,85
BHS,N,teas,103.29230769230769
BHS,N,tnut,100
BHS,N,toba,80
BHS,P2O5,acof,40
BHS,P2O5,bean,60
BHS,P2O5,chic,10
BHS,P2O5,coco,40
BHS,P2O5,cowp,0.6
BHS,P2O5,fodd,60
BHS,P2O5,lent,60
BHS,P2O5,opul,80
BHS,P2O5,othr,20.22222222222222
BHS,P2O5,pige,10.8
BHS,P2O5,rcof,40
BHS,P2O5,spis,50
BHS,P2O5,teas,38.07692307692308
BHS,P2O5,tnut,90
BHS,P2O5,toba,60
BHS,K2O,acof,60
BHS,K2O,bean,60
BHS,K2O,chic,0
BHS,K2O,coco,40
BHS,K2O,cowp,56.666666666666664
BHS,K2O,fodd,33.3
BHS,K2O,lent,60
BHS,K2O,opul,60
BHS,K2O,othr,26.066666666666666
BHS,K2O,pige,0.4
BHS,K2O,rcof,60
BHS,K2O,spis,40
BHS,K2O,teas,44.746153846153845
BHS,K2O,tnut,90
BHS,K2O,toba,60
BHR,N,acof,70.71428571428571
BHR,N,bean,137.5
BHR,N,chic,0
BHR,N,coco,100
BHR,N,cowp,0.5
BHR,N,fodd,153.43333333333334
BHR,N,lent,35.7
BHR,N,opul,28.1
BHR,N,othr,34.733333333333334
BHR,N,pige,14.5
BHR,N,rcof,70.71428571428571
BHR,N,spis,109
BHR,N,teas,113.6
BHR,N,tnut,106.25
BHR,N,toba,29.033333333333335
BHR,P2O5,acof,56.42857142857143
BHR,P2O5,bean,91.5
BHR,P2O5,chic,60
BHR,P2O5,coco,55
BHR,P2O5,cowp,0.6
BHR,P2O5,fodd,185.06666666666666
BHR,P2O5,lent,71.4
BHR,P2O5,opul,84.15
BHR,P2O5,othr,20.22222222222222
BHR,P2O5,pige,10.8
BHR,P2O5,rcof,56.42857142857143
BHR,P2O5,spis,86.4
BHR,P2O5,teas,24.25
BHR,P2O5,tnut,9.7
BHR,P2O5,toba,20.633333333333333
BHR,K2O,acof,51.42857142857143
BHR,K2O,bean,120
BHR,K2O,chic,0
BHR,K2O,coco,57.5
BHR,K2O,cowp,54.766666666666666
BHR,K2O,fodd,70.2
BHR,K2O,lent,57.1
BHR,K2O,opul,39.1
BHR,K2O,othr,26.066666666666666
BHR,K2O,pige,0.4
BHR,K2O,rcof,51.42857142857143
BHR,K2O,spis,82.8
BHR,K2O,teas,39.45
BHR,K2O,tnut,51.4
BHR,K2O,toba,37
BGD,N,acof,70.71428571428571
BGD,N,bean,137.5
BGD,N,chic,0
BGD,N,coco,100
BGD,N,cowp,0.5
BGD,N,fodd,37.4
BGD,N,lent,35.7
BGD,N,opul,5
BGD,N,othr,12.6
BGD,N,pige,14.5
BGD,N,rcof,70.71428571428571
BGD,N,spis,109
BGD,N,teas,210.6
BGD,N,tnut,106.25
BGD,N,toba,44.8
BGD,P2O5,acof,56.42857142857143
BGD,P2O5,bean,91.5
BGD,P2O5,chic,60
BGD,P2O5,coco,55
BGD,P2O5,cowp,0.6
BGD,P2O5,fodd,8.7
BGD,P2O5,lent,71.4
BGD,P2O5,opul,2
BGD,P2O5,othr,12
BGD,P2O5,pige,10.8
BGD,P2O5,rcof,56.42857142857143
BGD,P2O5,spis,86.4
BGD,P2O5,teas,36.5
BGD,P2O5,tnut,9.7
BGD,P2O5,toba,74.6
BGD,K2O,acof,51.42857142857143
BGD,K2O,bean,120
BGD,K2O,chic,0
BGD,K2O,coco,57.5
BGD,K2O,cowp,42.3
BGD,K2O,fodd,1.1
BGD,K2O,lent,57.1
BGD,K2O,opul,53.64
BGD,K2O,othr,12.6
BGD,K2O,pige,0.4
BGD,K2O,rcof,51.42857142857143
BGD,K2O,spis,82.8
BGD,K2O,teas,122.8
BGD,K2O,tnut,51.4
BGD,K2O,toba,74.6
BRB,N,acof,80
BRB,N,bean,80
BRB,N,chic,75
BRB,N,coco,60
BRB,N,cowp,0.5
BRB,N,fodd,30
BRB,N,lent,90
BRB,N,opul,40
BRB,N,othr,34.733333333333334
BRB,N,pige,14.5
BRB,N,rcof,80
BRB,N,spis,85
BRB,N,teas,103.29230769230769
BRB,N,tnut,100
BRB,N,toba,80
BRB,P2O5,acof,40
BRB,P2O5,bean,60
BRB,P2O5,chic,10
BRB,P2O5,coco,40
BRB,P2O5,cowp,0.6
BRB,P2O5,fodd,60
BRB,P2O5,lent,60
BRB,P2O5,opul,80
BRB,P2O5,othr,20.22222222222222
BRB,P2O5,pige,10.8
BRB,P2O5,rcof,40
BRB,P2O5,spis,50
BRB,P2O5,teas,38.07692307692308
BRB,P2O5,tnut,90
BRB,P2O5,toba,60
BRB,K2O,acof,60
BRB,K2O,bean,60
BRB,K2O,chic,0
BRB,K2O,coco,40
BRB,K2O,cowp,56.666666666666664
BRB,K2O,fodd,33.3
BRB,K2O,lent,60
BRB,K2O,opul,60
BRB,K2O,othr,26.066666666666666
BRB,K2O,pige,0.4
