iso3c,nutrient,prod_system,split_rest_names,allocated_nutrient
MAR,K2O,H,pige,0
MAR,K2O,I,pige,0
MAR,K2O,H,rcof,0
MAR,K2O,I,rcof,0
MAR,K2O,H,spis,0
MAR,K2O,I,spis,16784.310892607118
MAR,K2O,H,teas,0
MAR,K2O,I,teas,0
MAR,K2O,H,tnut,0
MAR,K2O,I,tnut,14547.982425013448
MAR,K2O,H,toba,0
MAR,K2O,I,toba,90.32286862806895
MOZ,N,H,acof,7.655019749511931
MOZ,N,I,acof,0
MOZ,N,H,bean,7212.305911761109
MOZ,N,I,bean,0
MOZ,N,H,chic,2.403776465216439
MOZ,N,I,chic,0
MOZ,N,H,coco,0
MOZ,N,I,coco,0
MOZ,N,H,cowp,87.93135480564948
MOZ,N,I,cowp,0
MOZ,N,H,fodd,0
MOZ,N,I,fodd,0
MOZ,N,H,lent,0.2511653262679811
MOZ,N,I,lent,0
MOZ,N,H,opul,501.34248995792126
MOZ,N,I,opul,0
MOZ,N,H,othr,0
MOZ,N,I,othr,0
MOZ,N,H,pige,0.5248049766930035
MOZ,N,I,pige,0
MOZ,N,H,rcof,0
MOZ,N,I,rcof,0
MOZ,N,H,spis,0
MOZ,N,I,spis,0
MOZ,N,H,teas,162.64733266947636
MOZ,N,I,teas,0
MOZ,N,H,tnut,2405.7284738698727
MOZ,N,I,tnut,104.65221904045895
MOZ,N,H,toba,513.1807132219676
MOZ,N,I,toba,25.355893447158284
MOZ,P2O5,H,acof,0.7006379701771979
MOZ,P2O5,I,acof,0
MOZ,P2O5,H,bean,2376.329996993847
MOZ,P2O5,I,bean,0
MOZ,P2O5,H,chic,0.07499156479213805
MOZ,P2O5,I,chic,0
MOZ,P2O5,H,coco,0
MOZ,P2O5,I,coco,0
MOZ,P2O5,H,cowp,24.68906318007876
MOZ,P2O5,I,cowp,0
MOZ,P2O5,H,fodd,0
MOZ,P2O5,I,fodd,0
MOZ,P2O5,H,lent,0.11753555984250709
MOZ,P2O5,I,lent,0
MOZ,P2O5,H,opul,161.43492416699172
MOZ,P2O5,I,opul,0
MOZ,P2O5,H,othr,0
MOZ,P2O5,I,othr,0
MOZ,P2O5,H,pige,0.09146044253841282
MOZ,P2O5,I,pige,0
MOZ,P2O5,H,rcof,0
MOZ,P2O5,I,rcof,0
MOZ,P2O5,H,spis,0
MOZ,P2O5,I,spis,0
MOZ,P2O5,H,teas,16.309842251474393
MOZ,P2O5,I,teas,0
MOZ,P2O5,H,tnut,281.4467339170714
MOZ,P2O5,I,tnut,12.24328745576643
MOZ,P2O5,H,toba,179.72899102785505
MOZ,P2O5,I,toba,8.880281406632726
MOZ,K2O,H,acof,0.665611805718454
MOZ,K2O,I,acof,0
MOZ,K2O,H,bean,448.4529212735573
MOZ,K2O,I,bean,0
MOZ,K2O,H,chic,0
MOZ,K2O,I,chic,0
MOZ,K2O,H,coco,0
MOZ,K2O,I,coco,0
MOZ,K2O,H,cowp,651.2270456879958
MOZ,K2O,I,cowp,0
MOZ,K2O,H,fodd,0
MOZ,K2O,I,fodd,0
MOZ,K2O,H,lent,0.057373012669705174
MOZ,K2O,I,lent,0
MOZ,K2O,H,opul,69.06777385728711
MOZ,K2O,I,opul,0
MOZ,K2O,H,othr,0
MOZ,K2O,I,othr,0
MOZ,K2O,H,pige,0.0020676166124422766
MOZ,K2O,I,pige,0
MOZ,K2O,H,rcof,0
MOZ,K2O,I,rcof,0
MOZ,K2O,H,spis,0
MOZ,K2O,I,spis,0
MOZ,K2O,H,teas,9.955205725415667
MOZ,K2O,I,teas,0
MOZ,K2O,H,tnut,274.7670075764
MOZ,K2O,I,tnut,11.952710945687643
MOZ,K2O,H,toba,94.76474329986915
MOZ,K2O,I,toba,4.68225845545267
MMR,N,H,acof,94.71083583599324
MMR,N,I,acof,0
MMR,N,H,bean,1.2472779985732916
MMR,N,I,bean,72803.87422342296
MMR,N,H,chic,0
MMR,N,I,chic,0
MMR,N,H,coco,0
MMR,N,I,coco,0
MMR,N,H,cowp,0
MMR,N,I,cowp,16.627630255089493
MMR,N,H,fodd,1898.5102991476447
MMR,N,I,fodd,0
MMR,N,H,lent,0.04673961054602331
MMR,N,I,lent,13.400913942820983
MMR,N,H,opul,1.9125053781569374
MMR,N,I,opul,311.75869557046957
MMR,N,H,othr,0
MMR,N,I,othr,0
MMR,N,H,pige,0
MMR,N,I,pige,1764.0901579672018
MMR,N,H,rcof,11.943008473580512
MMR,N,I,rcof,0
MMR,N,H,spis,2769.2719440006576
MMR,N,I,spis,5573.176256317797
MMR,N,H,teas,17.61993578087022
MMR,N,I,teas,0
MMR,N,H,tnut,3125.4531460713583
MMR,N,I,tnut,6289.993054013594
MMR,N,H,toba,2.7984850439309557
MMR,N,I,toba,0.009351662774314387
MMR,P2O5,H,acof,32.07657789502931
MMR,P2O5,I,acof,0
MMR,P2O5,H,bean,0.6324883572519538
MMR,P2O5,I,bean,36918.47596271446
MMR,P2O5,H,chic,0
MMR,P2O5,I,chic,2852.557773356326
MMR,P2O5,H,coco,0
MMR,P2O5,I,coco,0
MMR,P2O5,H,cowp,0
MMR,P2O5,I,cowp,15.204861993076856
MMR,P2O5,H,fodd,868.0307009514878
MMR,P2O5,I,fodd,0
MMR,P2O5,H,lent,0.07123377545485551
MMR,P2O5,I,lent,20.423740881468923
MMR,P2O5,H,opul,3.4462164557522743
MMR,P2O5,I,opul,561.7698957449171
MMR,P2O5,H,othr,0
MMR,P2O5,I,othr,0
MMR,P2O5,H,pige,0
MMR,P2O5,I,pige,1001.261248663511
MMR,P2O5,H,rcof,4.044847014835585
MMR,P2O5,I,rcof,0
MMR,P2O5,H,spis,1902.2084606616413
MMR,P2O5,I,spis,3828.2058396225793
MMR,P2O5,H,teas,4.475627611072997
MMR,P2O5,I,teas,0
MMR,P2O5,H,tnut,217.43360490521366
MMR,P2O5,I,tnut,437.58642367813127
MMR,P2O5,H,toba,1.279514225114419
MMR,P2O5,I,toba,0.004275736822020138
MMR,K2O,H,acof,13.369262184010978
MMR,K2O,I,acof,0
MMR,K2O,H,bean,0.6914520909558116
MMR,K2O,I,bean,40360.20126952609
MMR,K2O,H,chic,0
MMR,K2O,I,chic,0
MMR,K2O,H,coco,0
MMR,K2O,I,coco,0
MMR,K2O,H,cowp,0
MMR,K2O,I,cowp,961.1519152768393
MMR,K2O,H,fodd,0
MMR,K2O,I,fodd,0
MMR,K2O,H,lent,0.04748683952957142
MMR,K2O,I,lent,13.61515516535427
MMR,K2O,H,opul,2.099825922265138
MMR,K2O,I,opul,342.2939343999685
MMR,K2O,H,othr,0
MMR,K2O,I,othr,0
MMR,K2O,H,pige,0
MMR,K2O,I,pige,30.91242323149266
MMR,K2O,H,rcof,1.685860019498245
MMR,K2O,I,rcof,0
MMR,K2O,H,spis,1313.1169623303495
MMR,K2O,I,spis,2642.655695870481
MMR,K2O,H,teas,0
MMR,K2O,I,teas,0
MMR,K2O,H,tnut,960.433849148269
MMR,K2O,I,tnut,1932.8788363299382
MMR,K2O,H,toba,1.0665826759766128
MMR,K2O,I,toba,0.0035641861042960787
"NAM",N,H,acof,0
"NAM",N,I,acof,0
"NAM",N,H,bean,0
"NAM",N,I,bean,0
"NAM",N,H,chic,0
"NAM",N,I,chic,0
"NAM",N,H,coco,0
"NAM",N,I,coco,0
"NAM",N,H,cowp,0
"NAM",N,I,cowp,0
"NAM",N,H,fodd,0
"NAM",N,I,fodd,0
"NAM",N,H,lent,0
"NAM",N,I,lent,0
"NAM",N,H,opul,0
"NAM",N,I,opul,0
"NAM",N,H,othr,0
"NAM",N,I,othr,0
"NAM",N,H,pige,0
"NAM",N,I,pige,0
"NAM",N,H,rcof,0
"NAM",N,I,rcof,0
"NAM",N,H,spis,0
"NAM",N,I,spis,0
"NAM",N,H,teas,0
"NAM",N,I,teas,0
"NAM",N,H,tnut,0
"NAM",N,I,tnut,0
"NAM",N,H,toba,0
"NAM",N,I,toba,0
"NAM",P2O5,H,acof,0
"NAM",P2O5,I,acof,0
"NAM",P2O5,H,bean,0
"NAM",P2O5,I,bean,0
"NAM",P2O5,H,chic,0
"NAM",P2O5,I,chic,0
"NAM",P2O5,H,coco,0
"NAM",P2O5,I,coco,0
"NAM",P2O5,H,cowp,0
"NAM",P2O5,I,cowp,0
"NAM",P2O5,H,fodd,0
"NAM",P2O5,I,fodd,0
"NAM",P2O5,H,lent,0
"NAM",P2O5,I,lent,0
"NAM",P2O5,H,opul,0
"NAM",P2O5,I,opul,0
"NAM",P2O5,H,othr,0
"NAM",P2O5,I,othr,0
"NAM",P2O5,H,pige,0
"NAM",P2O5,I,pige,0
"NAM",P2O5,H,rcof,0
"NAM",P2O5,I,rcof,0
"NAM",P2O5,H,spis,0
"NAM",P2O5,I,spis,0
"NAM",P2O5,H,teas,0
"NAM",P2O5,I,teas,0
"NAM",P2O5,H,tnut,0
"NAM",P2O5,I,tnut,0
"NAM",P2O5,H,toba,0
"NAM",P2O5,I,toba,0
"NAM",K2O,H,acof,0
"NAM",K2O,I,acof,0
"NAM",K2O,H,bean,0
"NAM",K2O,I,bean,0
"NAM",K2O,H,chic,0
"NAM",K2O,I,chic,0
"NAM",K2O,H,coco,0
"NAM",K2O,I,coco,0
"NAM",K2O,H,cowp,0
"NAM",K2O,I,cowp,0
"NAM",K2O,H,fodd,0
"NAM",K2O,I,fodd,0
"NAM",K2O,H,lent,0
"NAM",K2O,I,lent,0
"NAM",K2O,H,opul,0
"NAM",K2O,I,opul,0
"NAM",K2O,H,othr,0
"NAM",K2O,I,othr,0
"NAM",K2O,H,pige,0
"NAM",K2O,I,pige,0
"NAM",K2O,H,rcof,0
"NAM",K2O,I,rcof,0
"NAM",K2O,H,spis,0
"NAM",K2O,I,spis,0
"NAM",K2O,H,teas,0
"NAM",K2O,I,teas,0
"NAM",K2O,H,tnut,0
"NAM",K2O,I,tnut,0
"NAM",K2O,H,toba,0
"NAM",K2O,I,toba,0
NRU,N,H,acof,0
NRU,N,I,acof,0
NRU,N,H,bean,0
NRU,N,I,bean,0
NRU,N,H,chic,0
NRU,N,I,chic,0
NRU,N,H,coco,0
NRU,N,I,coco,0
NRU,N,H,cowp,0
NRU,N,I,cowp,0
NRU,N,H,fodd,0
NRU,N,I,fodd,0
NRU,N,H,lent,0
NRU,N,I,lent,0
NRU,N,H,opul,0
NRU,N,I,opul,0
NRU,N,H,othr,0
NRU,N,I,othr,0
NRU,N,H,pige,0
NRU,N,I,pige,0
NRU,N,H,rcof,0
NRU,N,I,rcof,0
NRU,N,H,spis,0
NRU,N,I,spis,0
NRU,N,H,teas,0
NRU,N,I,teas,0
NRU,N,H,tnut,0
NRU,N,I,tnut,0
NRU,N,H,toba,0
NRU,N,I,toba,0
NRU,P2O5,H,acof,0
NRU,P2O5,I,acof,0
NRU,P2O5,H,bean,0
NRU,P2O5,I,bean,0
NRU,P2O5,H,chic,0
NRU,P2O5,I,chic,0
NRU,P2O5,H,coco,0
NRU,P2O5,I,coco,0
NRU,P2O5,H,cowp,0
NRU,P2O5,I,cowp,0
NRU,P2O5,H,fodd,0
NRU,P2O5,I,fodd,0
NRU,P2O5,H,lent,0
NRU,P2O5,I,lent,0
NRU,P2O5,H,opul,0
NRU,P2O5,I,opul,0
NRU,P2O5,H,othr,0
NRU,P2O5,I,othr,0
NRU,P2O5,H,pige,0
NRU,P2O5,I,pige,0
NRU,P2O5,H,rcof,0
NRU,P2O5,I,rcof,0
NRU,P2O5,H,spis,0
NRU,P2O5,I,spis,0
NRU,P2O5,H,teas,0
NRU,P2O5,I,teas,0
NRU,P2O5,H,tnut,0
NRU,P2O5,I,tnut,0
NRU,P2O5,H,toba,0
NRU,P2O5,I,toba,0
NRU,K2O,H,acof,0
NRU,K2O,I,acof,0
NRU,K2O,H,bean,0
NRU,K2O,I,bean,0
NRU,K2O,H,chic,0
NRU,K2O,I,chic,0
NRU,K2O,H,coco,0
NRU,K2O,I,coco,0
NRU,K2O,H,cowp,0
NRU,K2O,I,cowp,0
NRU,K2O,H,fodd,0
NRU,K2O,I,fodd,0
NRU,K2O,H,lent,0
NRU,K2O,I,lent,0
NRU,K2O,H,opul,0
NRU,K2O,I,opul,0
NRU,K2O,H,othr,0
NRU,K2O,I,othr,0
NRU,K2O,H,pige,0
NRU,K2O,I,pige,0
NRU,K2O,H,rcof,0
NRU,K2O,I,rcof,0
NRU,K2O,H,spis,0
NRU,K2O,I,spis,0
NRU,K2O,H,teas,0
NRU,K2O,I,teas,0
NRU,K2O,H,tnut,0
NRU,K2O,I,tnut,0
NRU,K2O,H,toba,0
NRU,K2O,I,toba,0
NPL,N,H,acof,0
NPL,N,I,acof,0
NPL,N,H,bean,0
NPL,N,I,bean,2.56902540233136
NPL,N,H,chic,0
NPL,N,I,chic,0
NPL,N,H,coco,0
NPL,N,I,coco,0
NPL,N,H,cowp,0
NPL,N,I,cowp,0
NPL,N,H,fodd,25.539313557319744
NPL,N,I,fodd,0
NPL,N,H,lent,0
NPL,N,I,lent,0.4089711051763504
NPL,N,H,opul,0
NPL,N,I,opul,0.008864586756400658
NPL,N,H,othr,0
NPL,N,I,othr,0
NPL,N,H,pige,0
NPL,N,I,pige,0.0355947243767221
NPL,N,H,rcof,0
NPL,N,I,rcof,0
NPL,N,H,spis,5.811116095519267
NPL,N,I,spis,3942.1884066985826
NPL,N,H,teas,0
NPL,N,I,teas,0
NPL,N,H,tnut,0.3561683943196984
NPL,N,I,tnut,241.62018143775438
NPL,N,H,toba,0
NPL,N,I,toba,71.88726849817921
NPL,P2O5,H,acof,0
NPL,P2O5,I,acof,0
NPL,P2O5,H,bean,0
NPL,P2O5,I,bean,2.114985118792567
NPL,P2O5,H,chic,0
NPL,P2O5,I,chic,0.18221721627629417
NPL,P2O5,H,coco,0
NPL,P2O5,I,coco,0
NPL,P2O5,H,cowp,0
NPL,P2O5,I,cowp,0
NPL,P2O5,H,fodd,7.349831659459024
NPL,P2O5,I,fodd,0
NPL,P2O5,H,lent,0
NPL,P2O5,I,lent,1.011912923103547
NPL,P2O5,H,opul,0
NPL,P2O5,I,opul,0.004386710837630639
NPL,P2O5,H,othr,0
NPL,P2O5,I,othr,0
NPL,P2O5,H,pige,0
NPL,P2O5,I,pige,0.032799098658208146
NPL,P2O5,H,rcof,0
NPL,P2O5,I,rcof,0
NPL,P2O5,H,spis,5.6985887713764285
NPL,P2O5,I,spis,3865.8512787904415
NPL,P2O5,H,teas,0
NPL,P2O5,I,teas,0
NPL,P2O5,H,tnut,0.04022709725574258
NPL,P2O5,I,tnut,27.289559356359643
NPL,P2O5,H,toba,0
NPL,P2O5,I,toba,148.09258605960596
NPL,K2O,H,acof,0
NPL,K2O,I,acof,0
NPL,K2O,H,bean,0
NPL,K2O,I,bean,0.6268410972031389
NPL,K2O,H,chic,0
NPL,K2O,I,chic,0
NPL,K2O,H,coco,0
NPL,K2O,I,coco,0
NPL,K2O,H,cowp,0
NPL,K2O,I,cowp,0
NPL,K2O,H,fodd,0.21001040806729493
NPL,K2O,I,fodd,0
NPL,K2O,H,lent,0
NPL,K2O,I,lent,0.18288202964135922
NPL,K2O,H,opul,0
NPL,K2O,I,opul,0.02658812888091894
NPL,K2O,H,othr,0
NPL,K2O,I,othr,0
NPL,K2O,H,pige,0
NPL,K2O,I,pige,2.7452894376524815e-4
NPL,K2O,H,rcof,0
NPL,K2O,I,rcof,0
NPL,K2O,H,spis,1.234166933750336
NPL,K2O,I,spis,837.2433966536612
NPL,K2O,H,teas,0
NPL,K2O,I,teas,0
NPL,K2O,H,tnut,0.04817259860299038
NPL,K2O,I,tnut,32.67968803637025
NPL,K2O,H,toba,0
NPL,K2O,I,toba,33.46750301463857
NLD,N,H,acof,0
NLD,N,I,acof,0
NLD,N,H,bean,100.36321192442469
NLD,N,I,bean,0
NLD,N,H,chic,0
NLD,N,I,chic,0
NLD,N,H,coco,0
NLD,N,I,coco,0
NLD,N,H,cowp,0
NLD,N,I,cowp,0
NLD,N,H,fodd,36378.148229129634
NLD,N,I,fodd,21052.097477017673
NLD,N,H,lent,0
NLD,N,I,lent,0
NLD,N,H,opul,37.01526235933351
NLD,N,I,opul,0.7380909747682923
NLD,N,H,othr,0
NLD,N,I,othr,0
NLD,N,H,pige,0
NLD,N,I,pige,0
NLD,N,H,rcof,0
NLD,N,I,rcof,0
NLD,N,H,spis,0
NLD,N,I,spis,94.6750769786556
NLD,N,H,teas,0
NLD,N,I,teas,0
NLD,N,H,tnut,0
NLD,N,I,tnut,0
NLD,N,H,toba,0
NLD,N,I,toba,0
NLD,P2O5,H,acof,0
NLD,P2O5,I,acof,0
NLD,P2O5,H,bean,18.65858669523942
NLD,P2O5,I,bean,0
NLD,P2O5,H,chic,0
NLD,P2O5,I,chic,0
NLD,P2O5,H,coco,0
NLD,P2O5,I,coco,0
NLD,P2O5,H,cowp,0
NLD,P2O5,I,cowp,0
NLD,P2O5,H,fodd,2962.104308768027
NLD,P2O5,I,fodd,1714.1749011662246
NLD,P2O5,H,lent,0
NLD,P2O5,I,lent,0
NLD,P2O5,H,opul,13.950428957150912
NLD,P2O5,I,opul,0.278174057162207
NLD,P2O5,H,othr,0
NLD,P2O5,I,othr,0
NLD,P2O5,H,pige,0
NLD,P2O5,I,pige,0
NLD,P2O5,H,rcof,0
NLD,P2O5,I,rcof,0
NLD,P2O5,H,spis,0
NLD,P2O5,I,spis,7.9266727885205315
NLD,P2O5,H,teas,0
NLD,P2O5,I,teas,0
NLD,P2O5,H,tnut,0
NLD,P2O5,I,tnut,0
NLD,P2O5,H,toba,0
NLD,P2O5,I,toba,0
NLD,K2O,H,acof,0
NLD,K2O,I,acof,0
NLD,K2O,H,bean,28.673450168888213
NLD,K2O,I,bean,0
NLD,K2O,H,chic,0
NLD,K2O,I,chic,0
NLD,K2O,H,coco,0
NLD,K2O,I,coco,0
NLD,K2O,H,cowp,0
NLD,K2O,I,cowp,0
NLD,K2O,H,fodd,21652.335728143444
NLD,K2O,I,fodd,12530.244241211456
NLD,K2O,H,lent,0
NLD,K2O,I,lent,0
NLD,K2O,H,opul,42.300570513741334
NLD,K2O,I,opul,0.8434809679491462
NLD,K2O,H,othr,0
NLD,K2O,I,othr,0
NLD,K2O,H,pige,0
NLD,K2O,I,pige,0
NLD,K2O,H,rcof,0
NLD,K2O,I,rcof,0
NLD,K2O,H,spis,0
NLD,K2O,I,spis,16.22382924751198
NLD,K2O,H,teas,0
NLD,K2O,I,teas,0
NLD,K2O,H,tnut,0
NLD,K2O,I,tnut,0
NLD,K2O,H,toba,0
NLD,K2O,I,toba,0
NCL,N,H,acof,0
NCL,N,I,acof,0
NCL,N,H,bean,0
NCL,N,I,bean,0
NCL,N,H,chic,0
NCL,N,I,chic,0
NCL,N,H,coco,0
NCL,N,I,coco,0
NCL,N,H,cowp,0
NCL,N,I,cowp,0
NCL,N,H,fodd,0
NCL,N,I,fodd,0
NCL,N,H,lent,0
NCL,N,I,lent,0
NCL,N,H,opul,0
NCL,N,I,opul,0
NCL,N,H,othr,0
NCL,N,I,othr,0
NCL,N,H,pige,0
NCL,N,I,pige,0
NCL,N,H,rcof,0
NCL,N,I,rcof,0
NCL,N,H,spis,0
NCL,N,I,spis,0
NCL,N,H,teas,0
NCL,N,I,teas,0
NCL,N,H,tnut,0
NCL,N,I,tnut,0
NCL,N,H,toba,0
NCL,N,I,toba,0
NCL,P2O5,H,acof,0
NCL,P2O5,I,acof,0
NCL,P2O5,H,bean,0
NCL,P2O5,I,bean,0
NCL,P2O5,H,chic,0
NCL,P2O5,I,chic,0
NCL,P2O5,H,coco,0
NCL,P2O5,I,coco,0
NCL,P2O5,H,cowp,0
NCL,P2O5,I,cowp,0
NCL,P2O5,H,fodd,0
NCL,P2O5,I,fodd,0
NCL,P2O5,H,lent,0
NCL,P2O5,I,lent,0
NCL,P2O5,H,opul,0
NCL,P2O5,I,opul,0
NCL,P2O5,H,othr,0
NCL,P2O5,I,othr,0
NCL,P2O5,H,pige,0
NCL,P2O5,I,pige,0
NCL,P2O5,H,rcof,0
NCL,P2O5,I,rcof,0
NCL,P2O5,H,spis,0
NCL,P2O5,I,spis,0
NCL,P2O5,H,teas,0
NCL,P2O5,I,teas,0
NCL,P2O5,H,tnut,0
NCL,P2O5,I,tnut,0
NCL,P2O5,H,toba,0
NCL,P2O5,I,toba,0
NCL,K2O,H,acof,0
NCL,K2O,I,acof,0
NCL,K2O,H,bean,0
NCL,K2O,I,bean,0
NCL,K2O,H,chic,0
NCL,K2O,I,chic,0
NCL,K2O,H,coco,0
NCL,K2O,I,coco,0
NCL,K2O,H,cowp,0
NCL,K2O,I,cowp,0
NCL,K2O,H,fodd,0
NCL,K2O,I,fodd,0
NCL,K2O,H,lent,0
NCL,K2O,I,lent,0
NCL,K2O,H,opul,0
NCL,K2O,I,opul,0
NCL,K2O,H,othr,0
NCL,K2O,I,othr,0
NCL,K2O,H,pige,0
NCL,K2O,I,pige,0
NCL,K2O,H,rcof,0
NCL,K2O,I,rcof,0
NCL,K2O,H,spis,0
NCL,K2O,I,spis,0
NCL,K2O,H,teas,0
NCL,K2O,I,teas,0
NCL,K2O,H,tnut,0
NCL,K2O,I,tnut,0
NCL,K2O,H,toba,0
NCL,K2O,I,toba,0
NZL,N,H,acof,0
NZL,N,I,acof,0
NZL,N,H,bean,0
NZL,N,I,bean,0
NZL,N,H,chic,0
NZL,N,I,chic,0
NZL,N,H,coco,0
NZL,N,I,coco,0
NZL,N,H,cowp,0
NZL,N,I,cowp,0
NZL,N,H,fodd,0
NZL,N,I,fodd,0
NZL,N,H,lent,0
NZL,N,I,lent,0
NZL,N,H,opul,202.59305591100397
NZL,N,I,opul,0
NZL,N,H,othr,0
NZL,N,I,othr,0
NZL,N,H,pige,0
NZL,N,I,pige,0
NZL,N,H,rcof,0
NZL,N,I,rcof,0
NZL,N,H,spis,0
NZL,N,I,spis,0
NZL,N,H,teas,0
NZL,N,I,teas,0
NZL,N,H,tnut,0
NZL,N,I,tnut,0
NZL,N,H,toba,0
NZL,N,I,toba,0
NZL,P2O5,H,acof,0
NZL,P2O5,I,acof,0
NZL,P2O5,H,bean,0
NZL,P2O5,I,bean,0
NZL,P2O5,H,chic,0
NZL,P2O5,I,chic,0
NZL,P2O5,H,coco,0
NZL,P2O5,I,coco,0
NZL,P2O5,H,cowp,0
NZL,P2O5,I,cowp,0
NZL,P2O5,H,fodd,2626.4845522292553
NZL,P2O5,I,fodd,3356.365678110936
NZL,P2O5,H,lent,23.748477998767374
NZL,P2O5,I,lent,0
NZL,P2O5,H,opul,156.47939337264322
NZL,P2O5,I,opul,0
NZL,P2O5,H,othr,0
NZL,P2O5,I,othr,0
NZL,P2O5,H,pige,0
NZL,P2O5,I,pige,0
NZL,P2O5,H,rcof,0
NZL,P2O5,I,rcof,0
NZL,P2O5,H,spis,0
NZL,P2O5,I,spis,0
NZL,P2O5,H,teas,0
NZL,P2O5,I,teas,0
NZL,P2O5,H,tnut,0
NZL,P2O5,I,tnut,0
NZL,P2O5,H,toba,0
NZL,P2O5,I,toba,0
NZL,K2O,H,acof,0
NZL,K2O,I,acof,0
NZL,K2O,H,bean,0
NZL,K2O,I,bean,0
NZL,K2O,H,chic,0
NZL,K2O,I,chic,0
NZL,K2O,H,coco,0
NZL,K2O,I,coco,0
NZL,K2O,H,cowp,0
NZL,K2O,I,cowp,0
NZL,K2O,H,fodd,2030.3105804286477
NZL,K2O,I,fodd,2594.5192566513897
NZL,K2O,H,lent,0
NZL,K2O,I,lent,0
NZL,K2O,H,opul,256.19049856093727
NZL,K2O,I,opul,0
NZL,K2O,H,othr,0
NZL,K2O,I,othr,0
NZL,K2O,H,pige,0
NZL,K2O,I,pige,0
NZL,K2O,H,rcof,0
NZL,K2O,I,rcof,0
NZL,K2O,H,spis,0
NZL,K2O,I,spis,0
NZL,K2O,H,teas,0
NZL,K2O,I,teas,0
NZL,K2O,H,tnut,0
NZL,K2O,I,tnut,0
NZL,K2O,H,toba,0
NZL,K2O,I,toba,0
NIC,N,H,acof,18010.928317804362
NIC,N,I,acof,0
NIC,N,H,bean,6844.416272794183
NIC,N,I,bean,115.21157951998457
NIC,N,H,chic,0
NIC,N,I,chic,0
NIC,N,H,coco,348.1700445231772
NIC,N,I,coco,0
NIC,N,H,cowp,0
NIC,N,I,cowp,0
NIC,N,H,fodd,0
NIC,N,I,fodd,0
NIC,N,H,lent,0
NIC,N,I,lent,0
NIC,N,H,opul,0
NIC,N,I,opul,0
NIC,N,H,othr,0.01385892803758047
NIC,N,I,othr,0
NIC,N,H,pige,0
NIC,N,I,pige,0
NIC,N,H,rcof,0
NIC,N,I,rcof,0
NIC,N,H,spis,0.03391580277910768
NIC,N,I,spis,0
NIC,N,H,teas,0
NIC,N,I,teas,0
NIC,N,H,tnut,0.039900944446009036
NIC,N,I,tnut,0
NIC,N,H,toba,113.90921298165726
NIC,N,I,toba,156.207405464061
NIC,P2O5,H,acof,5772.93706454113
NIC,P2O5,I,acof,0
NIC,P2O5,H,bean,5265.1213115720775
NIC,P2O5,I,bean,88.62741810163317
NIC,P2O5,H,chic,0
NIC,P2O5,I,chic,0
NIC,P2O5,H,coco,178.55503896965695
NIC,P2O5,I,coco,0
NIC,P2O5,H,cowp,0
NIC,P2O5,I,cowp,0
NIC,P2O5,H,fodd,0
NIC,P2O5,I,fodd,0
NIC,P2O5,H,lent,0
NIC,P2O5,I,lent,0
NIC,P2O5,H,opul,0
NIC,P2O5,I,opul,0
NIC,P2O5,H,othr,0.004138021681151506
NIC,P2O5,I,othr,0
NIC,P2O5,H,pige,0
NIC,P2O5,I,pige,0
NIC,P2O5,H,rcof,0
NIC,P2O5,I,rcof,0
NIC,P2O5,H,spis,0.010231372288561417
NIC,P2O5,I,spis,0
NIC,P2O5,H,teas,0
NIC,P2O5,I,teas,0
NIC,P2O5,H,tnut,0.01841647011941055
NIC,P2O5,I,tnut,0
NIC,P2O5,H,toba,43.81278117449192
NIC,P2O5,I,toba,60.08189060646135
NIC,K2O,H,acof,6444.789625336566
NIC,K2O,I,acof,0
NIC,K2O,H,bean,4898.228698493436
NIC,K2O,I,bean,82.45154045447362
NIC,K2O,H,chic,0
NIC,K2O,I,chic,0
NIC,K2O,H,coco,249.16902129667517
NIC,K2O,I,coco,0
NIC,K2O,H,cowp,0
NIC,K2O,I,cowp,0
NIC,K2O,H,fodd,0
NIC,K2O,I,fodd,0
NIC,K2O,H,lent,0
NIC,K2O,I,lent,0
NIC,K2O,H,opul,0
NIC,K2O,I,opul,0
NIC,K2O,H,othr,0.007443399297233203
NIC,K2O,I,othr,0
NIC,K2O,H,pige,0
NIC,K2O,I,pige,0
NIC,K2O,H,rcof,0
NIC,K2O,I,rcof,0
NIC,K2O,H,spis,0.011422096108286246
NIC,K2O,I,spis,0
NIC,K2O,H,teas,0
NIC,K2O,I,teas,0
NIC,K2O,H,tnut,0.025699716243644054
NIC,K2O,I,tnut,0
NIC,K2O,H,toba,173.2289324391531
NIC,K2O,I,toba,237.55446446624663
NER,N,H,acof,0
NER,N,I,acof,0
NER,N,H,bean,52.894482835884986
NER,N,I,bean,0
NER,N,H,chic,16.354152819376818
NER,N,I,chic,8.29897953313965
NER,N,H,coco,0
NER,N,I,coco,0
NER,N,H,cowp,203.54732378644627
NER,N,I,cowp,0
NER,N,H,fodd,0
NER,N,I,fodd,0
NER,N,H,lent,0
NER,N,I,lent,0
NER,N,H,opul,95.26839034982886
NER,N,I,opul,0
NER,N,H,othr,0
NER,N,I,othr,0
NER,N,H,pige,0
NER,N,I,pige,0
NER,N,H,rcof,0
NER,N,I,rcof,0
NER,N,H,spis,573.0185667092586
NER,N,I,spis,0
NER,N,H,teas,0
NER,N,I,teas,0
NER,N,H,tnut,0
NER,N,I,tnut,0
