iso3c,ID_0,Country,fao_country,source,co2_eq_tonnes,number_heads,animal,product,co2eq_tonnes_per_head,gapfilled,Global_Name,Region_Name,Sub_region_Name,Intermediate_Region_Name
ALB,4,Albania,Albania,manure left on pasture,112773.2,940806,goats,meat and milk,0.11986870832031259,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure left on pasture,179199.19999999998,1971933,sheep,meat and milk,0.09087489280822421,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure management,31615.5,181024,pigs,meat,0.1746481129573979,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure applied to soils,10001,181024,pigs,meat,0.055246818101467206,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure left on pasture,0,181024,pigs,meat,0,NA,World,Europe,Southern Europe,Southern Europe
DZA,5,Algeria,Algeria,manure management,32256.399999999998,1066625,cattle,milk,0.030241556310793387,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure management,25831,1014681,cattle,meat,0.025457261937495628,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure management,64965.299999999996,110630486,chickens,meat,5.872278279605497e-4,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure management,15392.699999999999,22997495,chickens,eggs,6.693207238440534e-4,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure management,19420,4934701,goats,meat and milk,0.003935395477861779,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure management,118292.59999999999,28135986,sheep,meat and milk,0.004204316848892375,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure applied to soils,38421.700000000004,1066625,cattle,milk,0.03602175084964257,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure applied to soils,4483.3,1014681,cattle,meat,0.0044184329853421914,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure applied to soils,52726.3,110630486,chickens,meat,4.7659828593720545e-4,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure applied to soils,16341.2,22997495,chickens,eggs,7.105643462472761e-4,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure applied to soils,10277.699999999999,4934701,goats,meat and milk,0.0020827401700731205,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure applied to soils,44957.4,28135986,sheep,meat and milk,0.0015978611874487001,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure left on pasture,652612.1000000001,1066625,cattle,milk,0.6118477440525021,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure left on pasture,460155.3,1014681,cattle,meat,0.45349750315616433,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure left on pasture,382521.6,110630486,chickens,meat,0.0034576509046520864,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure left on pasture,118553.1,22997495,chickens,eggs,0.005155044060233517,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure left on pasture,508747.1,4934701,goats,meat and milk,0.10309583093281639,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure left on pasture,2312093,28135986,sheep,meat and milk,0.08217565220568421,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure management,766.6,4884,pigs,meat,0.15696150696150696,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure applied to soils,480.1,4884,pigs,meat,0.0983005733005733,NA,World,Africa,Northern Africa,Northern Africa
DZA,5,Algeria,Algeria,manure left on pasture,0,4884,pigs,meat,0,NA,World,Africa,Northern Africa,Northern Africa
ASM,6,American Samoa,American Samoa,manure management,16.299999999999997,24,cattle,milk,0.6791666666666666,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure management,8.9,87,cattle,meat,0.10229885057471265,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure management,40.4,31739,chickens,meat,0.001272881943350452,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure management,14.8,8769,chickens,eggs,0.0016877637130801688,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure applied to soils,1.4,24,cattle,milk,0.05833333333333333,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure applied to soils,2,87,cattle,meat,0.022988505747126436,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure applied to soils,77.2,31739,chickens,meat,0.0024323387630360124,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure applied to soils,31.8,8769,chickens,eggs,0.0036264112213479304,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure left on pasture,17.3,24,cattle,milk,0.7208333333333333,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure left on pasture,56.300000000000004,87,cattle,meat,0.6471264367816092,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure left on pasture,4.1000000000000005,31739,chickens,meat,1.2917861306279343e-4,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure left on pasture,1.7,8769,chickens,eggs,1.9386475082677613e-4,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure management,3489.2000000000003,10500,pigs,meat,0.33230476190476194,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure applied to soils,448.9,10500,pigs,meat,0.04275238095238095,NA,World,Oceania,Polynesia,Polynesia
ASM,6,American Samoa,American Samoa,manure left on pasture,0,10500,pigs,meat,0,NA,World,Oceania,Polynesia,Polynesia
AGO,8,Angola,Angola,manure management,13063,431956,cattle,milk,0.030241506079322893,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure management,115402.3,4533188,cattle,meat,0.025457205833951738,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure management,20435.5,34800000,chickens,meat,5.872270114942529e-4,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure management,602.4000000000001,900000,chickens,eggs,6.693333333333334e-4,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure management,17436.399999999998,4430665,goats,meat and milk,0.003935391188455909,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure management,4741.6,1127799,sheep,meat and milk,0.004204295268926466,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure applied to soils,15559.8,431956,cattle,milk,0.036021724434896145,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure applied to soils,20029.699999999997,4533188,cattle,meat,0.004418457827030336,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure applied to soils,16585.6,34800000,chickens,meat,4.7659770114942524e-4,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure applied to soils,639.5,900000,chickens,eggs,7.105555555555555e-4,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure applied to soils,9227.9,4430665,goats,meat and milk,0.0020827347587777456,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure applied to soils,1802.1000000000001,1127799,sheep,meat and milk,0.0015978911135760894,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure left on pasture,264291.3,431956,cattle,milk,0.611847734491476,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure left on pasture,2055789.4999999998,4533188,cattle,meat,0.45349751653803017,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure left on pasture,120326.3,34800000,chickens,meat,0.003457652298850575,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure left on pasture,4639.5,900000,chickens,eggs,0.005155,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure left on pasture,456783.1,4430665,goats,meat and milk,0.10309583324399384,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure left on pasture,92677.59999999999,1127799,sheep,meat and milk,0.08217563590675288,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure management,499713.89999999997,3183670,pigs,meat,0.15696158835557705,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure applied to soils,312929.50000000006,3183670,pigs,meat,0.0982920654464816,NA,World,Africa,Sub-Saharan Africa,Middle Africa
AGO,8,Angola,Angola,manure left on pasture,0,3183670,pigs,meat,0,NA,World,Africa,Sub-Saharan Africa,Middle Africa
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure management,212.9,3400,cattle,milk,0.06261764705882353,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure management,35.2,1600,cattle,meat,0.022000000000000002,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure management,92.8,99768,chickens,meat,9.301579664822388e-4,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure management,69.8,59063,chickens,eggs,0.0011817889372365102,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure management,134.6,27000,goats,meat and milk,0.004985185185185185,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure management,58.8,14000,sheep,meat and milk,0.0042,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure applied to soils,821.4,3400,cattle,milk,0.24158823529411763,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure applied to soils,4.5,1600,cattle,meat,0.0028125,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure applied to soils,145.2,99768,chickens,meat,0.0014553764734183303,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure applied to soils,128.1,59063,chickens,eggs,0.0021688705280801853,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure applied to soils,28.1,27000,goats,meat and milk,0.0010407407407407407,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure applied to soils,0,14000,sheep,meat and milk,0,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure left on pasture,1013.3000000000001,3400,cattle,milk,0.2980294117647059,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure left on pasture,749.9,1600,cattle,meat,0.4686875,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure left on pasture,178.9,99768,chickens,meat,0.0017931601315050918,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure left on pasture,157.9,59063,chickens,eggs,0.0026734165213416184,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure left on pasture,2783.6,27000,goats,meat and milk,0.1030962962962963,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure left on pasture,1162.1,14000,sheep,meat and milk,0.08300714285714285,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure management,651,5072,pigs,meat,0.12835173501577288,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure applied to soils,486.5,5072,pigs,meat,0.09591876971608833,NA,World,Americas,Latin America and the Caribbean,Caribbean
ATG,11,Antigua and Barbuda,Antigua and Barbuda,manure left on pasture,0,5072,pigs,meat,0,NA,World,Americas,Latin America and the Caribbean,Caribbean
ARG,12,Argentina,Argentina,manure management,145654,3499621,cattle,milk,0.041619935415863604,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure management,1079846.1,49137157,cattle,meat,0.021976161543086428,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure management,60453,68000000,chickens,meat,8.890147058823529e-4,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure management,49117.4,43100000,chickens,eggs,0.001139614849187935,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure management,17371.8,4712173,goats,meat and milk,0.0036865794188795696,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure management,43740.5,14864321,sheep,meat and milk,0.0029426503908251173,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure applied to soils,845458,3499621,cattle,milk,0.2415855888394772,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure applied to soils,136702.5,49137157,cattle,meat,0.002782059613257641,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure applied to soils,98931.9,68000000,chickens,meat,0.0014548808823529411,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure applied to soils,93488,43100000,chickens,eggs,0.0021690951276102086,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure applied to soils,4907.0999999999995,4712173,goats,meat and milk,0.0010413666900599785,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure applied to soils,0,14864321,sheep,meat and milk,0,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure left on pasture,1043003.3,3499621,cattle,milk,0.29803321559677465,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure left on pasture,23030772.6,49137157,cattle,meat,0.4687038079960548,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure left on pasture,121914.2,68000000,chickens,meat,0.001792855882352941,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure left on pasture,115205.7,43100000,chickens,eggs,0.0026729860788863107,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure left on pasture,485805.4,4712173,goats,meat and milk,0.10309583285673087,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure left on pasture,1233823.5,14864321,sheep,meat and milk,0.08300570877068653,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure management,549607.9,5119438,pigs,meat,0.10735707708541446,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure applied to soils,490978.4,5119438,pigs,meat,0.09590474579436259,NA,World,Americas,Latin America and the Caribbean,South America
ARG,12,Argentina,Argentina,manure left on pasture,0,5119438,pigs,meat,0,NA,World,Americas,Latin America and the Caribbean,South America
ARM,13,Armenia,Armenia,manure management,16261.3,318623,cattle,milk,0.05103617755152641,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure management,11111.800000000001,382912,cattle,meat,0.029019200233996324,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure management,563.3000000000001,1210800,chickens,meat,4.6522960026428815e-4,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure management,1613.3999999999999,2732000,chickens,eggs,5.905563689604685e-4,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure management,71,30731,goats,meat and milk,0.002310370635514627,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure management,1569.3999999999999,747338,sheep,meat and milk,0.0020999868867901802,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure applied to soils,5531.3,318623,cattle,milk,0.017360014813745397,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure applied to soils,6099.5,382912,cattle,meat,0.015929247451111482,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure applied to soils,880.8000000000001,1210800,chickens,meat,7.274529236868187e-4,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure applied to soils,2963,2732000,chickens,eggs,0.0010845534407027818,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure applied to soils,0,30731,goats,meat and milk,0,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure applied to soils,0,747338,sheep,meat and milk,0,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure left on pasture,234051.8,318623,cattle,milk,0.7345728337251234,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure left on pasture,197442.7,382912,cattle,meat,0.5156346627945847,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure left on pasture,3669.7000000000003,1210800,chickens,meat,0.0030308060786257023,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure left on pasture,12344.900000000001,2732000,chickens,eggs,0.004518631039531479,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure left on pasture,3200.2000000000003,30731,goats,meat and milk,0.10413588884188606,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure left on pasture,62033.299999999996,747338,sheep,meat and milk,0.08300568149886664,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure management,24027.7,174776,pigs,meat,0.13747711356250286,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure applied to soils,16205.6,174776,pigs,meat,0.09272211287590974,NA,World,Asia,Western Asia,Western Asia
ARM,13,Armenia,Armenia,manure left on pasture,0,174776,pigs,meat,0,NA,World,Asia,Western Asia,Western Asia
AUS,15,Australia,Australia,manure management,994160.9,1561631,cattle,milk,0.6366170369312597,NA,World,Oceania,Australia and New Zealand,Australia and New Zealand
AUS,15,Australia,Australia,manure management,2404881,23409718,cattle,meat,0.1027300286146121,NA,World,Oceania,Australia and New Zealand,Australia and New Zealand
AUS,15,Australia,Australia,manure management,94796.9,74424000,chickens,meat,0.0012737409975276792,NA,World,Oceania,Australia and New Zealand,Australia and New Zealand
AUS,15,Australia,Australia,manure management,29737.7,15628000,chickens,eggs,0.0019028474532889685,NA,World,Oceania,Australia and New Zealand,Australia and New Zealand
AUS,15,Australia,Australia,manure management,15330,3650000,goats,meat and milk,0.0042,NA,World,Oceania,Australia and New Zealand,Australia and New Zealand
AUS,15,Australia,Australia,manure management,397153.39999999997,67543092,sheep,meat and milk,0.005880000281894112,NA,World,Oceania,Australia and New Zealand,Australia and New Zealand
AUS,15,Australia,Australia,manure applied to soils,91575.8,1561631,cattle,milk,0.05864112584855193,NA,World,Oceania,Australia and New Zealand,Australia and New Zealand
AUS,15,Australia,Australia,manure applied to soils,528491.4,23409718,cattle,meat,0.022575726884023123,NA,World,Oceania,Australia and New Zealand,Australia and New Zealand
