iso3c,ID_0,Country,fao_country,source,co2_eq_tonnes,number_heads,animal,product,co2eq_tonnes_per_head,gapfilled,Global_Name,Region_Name,Sub_region_Name,Intermediate_Region_Name
AFG,1,Afghanistan,Afghanistan,manure management,393925.8,3577082,cattle,milk,0.11012490068720818,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure management,80297.9,1657318,cattle,meat,0.04845050859279872,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure management,1752,2530673,chickens,meat,6.923059597190155e-4,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure management,8704.4,9368727,chickens,eggs,9.290910067077416e-4,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure management,30812.100000000002,7448000,goats,meat and milk,0.004136962943071966,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure management,93535.79999999999,13265200,sheep,meat and milk,0.007051216717426046,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure applied to soils,192352,3577082,cattle,milk,0.05377343879732139,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure applied to soils,38320.5,1657318,cattle,meat,0.02312199589939891,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure applied to soils,3442.5,2530673,chickens,meat,0.0013603100835232367,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure applied to soils,19000.699999999997,9368727,chickens,eggs,0.00202809837451769,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure applied to soils,38780.700000000004,7448000,goats,meat and milk,0.00520686090225564,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure applied to soils,187184.8,13265200,sheep,meat and milk,0.014110967041582486,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure left on pasture,1046597.5000000001,3577082,cattle,milk,0.2925841509923452,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure left on pasture,129622.4,1657318,cattle,meat,0.07821214757819561,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure left on pasture,4807.2,2530673,chickens,meat,0.0018995737497495724,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure left on pasture,26533.100000000002,9368727,chickens,eggs,0.002832092342961856,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure left on pasture,736833.2000000001,7448000,goats,meat and milk,0.09893034371643396,NA,World,Asia,Southern Asia,Southern Asia
AFG,1,Afghanistan,Afghanistan,manure left on pasture,913902.5,13265200,sheep,meat and milk,0.06889473961945541,NA,World,Asia,Southern Asia,Southern Asia
CYP,61,Cyprus,Cyprus,manure management,1280.1,25082,cattle,milk,0.051036599952156925,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure management,1104.6000000000001,38065,cattle,meat,0.029018783659529757,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure management,1364.7,2021000,chickens,meat,6.75259772389906e-4,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure management,474.7,593000,chickens,eggs,8.005059021922429e-4,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure management,880.4,246624,goats,meat and milk,0.00356980666926171,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure management,958.2,304187,sheep,meat and milk,0.0031500359975935857,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure applied to soils,435.40000000000003,25082,cattle,milk,0.01735906227573559,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure applied to soils,606.3,38065,cattle,meat,0.015928017864179692,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure applied to soils,1470.2,2021000,chickens,meat,7.274616526472044e-4,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure applied to soils,643.1,593000,chickens,eggs,0.001084485666104553,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure applied to soils,0,246624,goats,meat and milk,0,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure applied to soils,0,304187,sheep,meat and milk,0,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure left on pasture,18424.600000000002,25082,cattle,milk,0.7345745953273265,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure left on pasture,19627.600000000002,38065,cattle,meat,0.5156337843163011,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure left on pasture,6125.200000000001,2021000,chickens,meat,0.0030307768431469574,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure left on pasture,2679.5,593000,chickens,eggs,0.004518549747048904,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure left on pasture,25682.7,246624,goats,meat and milk,0.10413706695212145,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure left on pasture,25249.300000000003,304187,sheep,meat and milk,0.08300584837616336,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure management,63285.2,352609,pigs,meat,0.17947698442183835,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure applied to soils,32694.7,352609,pigs,meat,0.09272225042469137,NA,World,Asia,Western Asia,Western Asia
CYP,61,Cyprus,Cyprus,manure left on pasture,0,352609,pigs,meat,0,NA,World,Asia,Western Asia,Western Asia
ALB,4,Albania,Albania,manure management,294163.7,354872,cattle,milk,0.8289290222953629,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure management,37381.3,137521,cattle,meat,0.2718224852931552,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure management,3695.1,2844000,chickens,meat,0.0012992616033755274,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure management,25668.7,4790000,chickens,eggs,0.005358810020876827,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure management,4217.1,940806,goats,meat and milk,0.004482433147747783,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure management,19605,1971933,sheep,meat and milk,0.009942021356709381,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure applied to soils,134426.19999999998,354872,cattle,milk,0.3788019342185351,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure applied to soils,24912,137521,cattle,meat,0.1811505151940431,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure applied to soils,6973.4,2844000,chickens,meat,0.00245196905766526,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure applied to soils,20500.3,4790000,chickens,eggs,0.004279812108559499,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure applied to soils,4698.9,940806,goats,meat and milk,0.004994547228652878,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure applied to soils,26467.9,1971933,sheep,meat and milk,0.013422312015671933,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure left on pasture,88136.4,354872,cattle,milk,0.24836109921323743,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure left on pasture,26299.2,137521,cattle,meat,0.1912377018782586,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure left on pasture,242.79999999999998,2844000,chickens,meat,8.537271448663854e-5,NA,World,Europe,Southern Europe,Southern Europe
ALB,4,Albania,Albania,manure left on pasture,713.8,4790000,chickens,eggs,1.490187891440501e-4,NA,World,Europe,Southern Europe,Southern Europe
