wf_type,fips_code,country,split_rest_names,m3_per_ton
blue,GR09,GR,whea,5
blue,GR10,GR,bana,102
blue,GR10,GR,bean,48
blue,GR10,GR,chic,2
blue,GR10,GR,cott,953
blue,GR10,GR,lent,124
blue,GR10,GR,maiz,58
blue,GR10,GR,ocer,75
blue,GR10,GR,ooil,198.5
blue,GR10,GR,opul,50
blue,GR10,GR,pota,17
blue,GR10,GR,sesa,205
blue,GR10,GR,soyb,8
blue,GR10,GR,spis,234.5
blue,GR10,GR,sugb,17
blue,GR10,GR,swpo,12
blue,GR10,GR,temf,79.46153846153847
blue,GR10,GR,tnut,141.4
blue,GR10,GR,trof,84.33333333333333
blue,GR10,GR,vege,78.72222222222223
blue,GR10,GR,whea,2
blue,GR11,GR,bana,102
blue,GR11,GR,bean,52
blue,GR11,GR,chic,4
blue,GR11,GR,lent,132
blue,GR11,GR,maiz,48
blue,GR11,GR,ocer,32
blue,GR11,GR,ooil,184.5
blue,GR11,GR,opul,53.4
blue,GR11,GR,pota,16
blue,GR11,GR,sesa,88
blue,GR11,GR,soyb,8
blue,GR11,GR,spis,126.5
blue,GR11,GR,sugb,13
blue,GR11,GR,swpo,5
blue,GR11,GR,temf,76.3076923076923
blue,GR11,GR,tnut,137.8
blue,GR11,GR,trof,81.11111111111111
blue,GR11,GR,vege,75.44444444444444
blue,GR11,GR,whea,2
blue,GR12,GR,bana,257
blue,GR12,GR,bean,511
blue,GR12,GR,chic,108
blue,GR12,GR,cott,1151
blue,GR12,GR,lent,923
blue,GR12,GR,maiz,320
blue,GR12,GR,ocer,990.5
blue,GR12,GR,ooil,604.5
blue,GR12,GR,opul,469.8
blue,GR12,GR,pota,116
blue,GR12,GR,rice,624
blue,GR12,GR,sesa,2983
blue,GR12,GR,spis,1617
blue,GR12,GR,sugb,61
blue,GR12,GR,sunf,1469
blue,GR12,GR,swpo,129
blue,GR12,GR,temf,288.2307692307692
blue,GR12,GR,tnut,725
blue,GR12,GR,trof,151.44444444444446
blue,GR12,GR,vege,158.66666666666666
blue,GR12,GR,whea,95
blue,GR13,GR,bana,250
blue,GR13,GR,bean,346
blue,GR13,GR,chic,70
blue,GR13,GR,cott,1182
blue,GR13,GR,lent,699
blue,GR13,GR,maiz,289
blue,GR13,GR,ocer,929
blue,GR13,GR,ooil,560.5
blue,GR13,GR,opul,343.4
blue,GR13,GR,pota,92
blue,GR13,GR,rice,593
blue,GR13,GR,sesa,2840
blue,GR13,GR,spis,1584.5
blue,GR13,GR,sugb,58
blue,GR13,GR,sunf,703
blue,GR13,GR,swpo,125
blue,GR13,GR,temf,262.46153846153845
blue,GR13,GR,tnut,637
blue,GR13,GR,trof,149.55555555555554
blue,GR13,GR,vege,157.94444444444446
blue,GR13,GR,whea,35
blue,GR14,GR,bana,187
blue,GR14,GR,bean,335
blue,GR14,GR,chic,75
blue,GR14,GR,cott,1128
blue,GR14,GR,lent,632
blue,GR14,GR,maiz,306
blue,GR14,GR,ocer,776
blue,GR14,GR,ooil,513.5
blue,GR14,GR,opul,323.8
blue,GR14,GR,pota,101
blue,GR14,GR,rice,636
blue,GR14,GR,sesa,2387
blue,GR14,GR,spis,1284
blue,GR14,GR,sugb,59
blue,GR14,GR,sunf,943
blue,GR14,GR,swpo,104
blue,GR14,GR,temf,195.76923076923077
blue,GR14,GR,tnut,445.8
blue,GR14,GR,trof,108.88888888888889
blue,GR14,GR,vege,125.44444444444444
blue,GR14,GR,whea,53
blue,GR15,GR,bana,238
blue,GR15,GR,bean,146
blue,GR15,GR,chic,24
blue,GR15,GR,cott,1193
blue,GR15,GR,lent,339
blue,GR15,GR,maiz,216
blue,GR15,GR,ocer,796
blue,GR15,GR,ooil,483
blue,GR15,GR,opul,150
blue,GR15,GR,pota,40
blue,GR15,GR,rice,514
blue,GR15,GR,sesa,2441
blue,GR15,GR,spis,1464.5
blue,GR15,GR,sugb,45
blue,GR15,GR,sunf,133
blue,GR15,GR,swpo,114
blue,GR15,GR,temf,234.92307692307693
blue,GR15,GR,tnut,555.6
blue,GR15,GR,trof,144.44444444444446
blue,GR15,GR,vege,150.77777777777777
blue,GR15,GR,whea,9
blue,GR16,GR,bana,248
blue,GR16,GR,bean,326
blue,GR16,GR,chic,40
blue,GR16,GR,cott,1145
blue,GR16,GR,lent,660
blue,GR16,GR,maiz,291
blue,GR16,GR,ocer,849.5
blue,GR16,GR,ooil,551
blue,GR16,GR,opul,309
blue,GR16,GR,pota,100
blue,GR16,GR,rice,595
blue,GR16,GR,sesa,2595
blue,GR16,GR,spis,1559
blue,GR16,GR,sugb,57
blue,GR16,GR,sunf,550
blue,GR16,GR,swpo,117
blue,GR16,GR,temf,256.3076923076923
blue,GR16,GR,tnut,648.8
blue,GR16,GR,trof,139.77777777777777
blue,GR16,GR,vege,149.5
blue,GR16,GR,whea,26
blue,GR17,GR,bana,75
blue,GR17,GR,bean,80
blue,GR17,GR,chic,2
blue,GR17,GR,cott,807
blue,GR17,GR,lent,185
blue,GR17,GR,maiz,133
blue,GR17,GR,ocer,204
blue,GR17,GR,ooil,121
blue,GR17,GR,opul,78.8
blue,GR17,GR,pota,37
blue,GR17,GR,sesa,594
blue,GR17,GR,soyb,6
blue,GR17,GR,spis,504
blue,GR17,GR,sugb,0
blue,GR17,GR,swpo,33
blue,GR17,GR,temf,66.61538461538461
blue,GR17,GR,tnut,110.6
blue,GR17,GR,trof,67
blue,GR17,GR,vege,83.88888888888889
blue,GR17,GR,whea,1
blue,GR18,GR,bana,96
blue,GR18,GR,bean,166
blue,GR18,GR,chic,10
blue,GR18,GR,cott,1014
blue,GR18,GR,lent,355
blue,GR18,GR,maiz,181
blue,GR18,GR,ocer,415
blue,GR18,GR,ooil,233.5
blue,GR18,GR,opul,155.2
blue,GR18,GR,pota,46
blue,GR18,GR,sesa,1315
blue,GR18,GR,soyb,27
blue,GR18,GR,spis,926.5
blue,GR18,GR,swpo,68
blue,GR18,GR,temf,92.76923076923077
blue,GR18,GR,tnut,150.4
blue,GR18,GR,trof,96.44444444444444
blue,GR18,GR,vege,118
blue,GR18,GR,whea,7
blue,GR19,GR,bana,201
blue,GR19,GR,bean,446
blue,GR19,GR,chic,45
blue,GR19,GR,cott,1113
blue,GR19,GR,lent,829
blue,GR19,GR,maiz,318
blue,GR19,GR,ocer,804.5
blue,GR19,GR,ooil,536.5
blue,GR19,GR,opul,396.6
blue,GR19,GR,pota,110
blue,GR19,GR,sesa,2723
blue,GR19,GR,soyb,44
blue,GR19,GR,spis,1520.5
blue,GR19,GR,swpo,121
blue,GR19,GR,temf,211.76923076923077
blue,GR19,GR,tnut,466.2
blue,GR19,GR,trof,132.88888888888889
blue,GR19,GR,vege,148.38888888888889
blue,GR19,GR,whea,28
blue,GR20,GR,bana,175
blue,GR20,GR,bean,376
blue,GR20,GR,chic,44
blue,GR20,GR,cott,915
blue,GR20,GR,lent,718
blue,GR20,GR,maiz,273
blue,GR20,GR,ocer,761.5
blue,GR20,GR,ooil,467
blue,GR20,GR,opul,348.4
blue,GR20,GR,pota,94
blue,GR20,GR,sesa,2592
blue,GR20,GR,soyb,48
blue,GR20,GR,spis,1446.5
blue,GR20,GR,sugb,22
blue,GR20,GR,sunf,32
blue,GR20,GR,swpo,118
blue,GR20,GR,temf,178.30769230769232
blue,GR20,GR,tnut,366.4
blue,GR20,GR,trof,122.66666666666667
blue,GR20,GR,vege,146.05555555555554
blue,GR20,GR,whea,3
blue,GR21,GR,bana,264
blue,GR21,GR,bean,396
blue,GR21,GR,chic,78
blue,GR21,GR,cott,1224
blue,GR21,GR,lent,787
blue,GR21,GR,maiz,295
blue,GR21,GR,ocer,981
blue,GR21,GR,ooil,592
blue,GR21,GR,opul,380.2
blue,GR21,GR,pota,95
blue,GR21,GR,rice,563
blue,GR21,GR,sesa,3128
blue,GR21,GR,spis,1718
blue,GR21,GR,sugb,59
blue,GR21,GR,sunf,443
blue,GR21,GR,swpo,135
blue,GR21,GR,temf,294.15384615384613
blue,GR21,GR,tnut,764.2
blue,GR21,GR,trof,165.22222222222223
blue,GR21,GR,vege,165.66666666666666
blue,GR21,GR,whea,34
blue,GR22,GR,bana,249
blue,GR22,GR,bean,418
blue,GR22,GR,chic,56
blue,GR22,GR,cott,1120
blue,GR22,GR,lent,805
blue,GR22,GR,maiz,295
blue,GR22,GR,ocer,835.5
blue,GR22,GR,ooil,529
blue,GR22,GR,opul,396
blue,GR22,GR,pota,99
blue,GR22,GR,sesa,2690
blue,GR22,GR,spis,1546
blue,GR22,GR,sugb,56
blue,GR22,GR,sunf,991
blue,GR22,GR,swpo,120
blue,GR22,GR,temf,281.38461538461536
blue,GR22,GR,tnut,756.6
blue,GR22,GR,trof,144.22222222222223
blue,GR22,GR,vege,149.22222222222223
blue,GR22,GR,whea,34
blue,GR23,GR,bana,272
blue,GR23,GR,bean,566
blue,GR23,GR,chic,134
blue,GR23,GR,cott,1218
blue,GR23,GR,lent,1041
blue,GR23,GR,maiz,345
blue,GR23,GR,ocer,994
blue,GR23,GR,ooil,646.5
blue,GR23,GR,opul,550.4
blue,GR23,GR,pota,122
blue,GR23,GR,sesa,3269
blue,GR23,GR,spis,1774.5
blue,GR23,GR,sugb,66
blue,GR23,GR,sunf,1044
blue,GR23,GR,swpo,140
blue,GR23,GR,temf,330.84615384615387
blue,GR23,GR,tnut,904.8
blue,GR23,GR,trof,171.22222222222223
blue,GR23,GR,vege,169.5
blue,GR23,GR,whea,78
blue,GR24,GR,bana,257
blue,GR24,GR,bean,181
blue,GR24,GR,chic,31
blue,GR24,GR,cott,1265
blue,GR24,GR,lent,423
blue,GR24,GR,maiz,196
blue,GR24,GR,ocer,1010.5
blue,GR24,GR,ooil,584.5
blue,GR24,GR,opul,186.8
blue,GR24,GR,pota,13
blue,GR24,GR,sesa,3249
blue,GR24,GR,spis,1781
blue,GR24,GR,sugb,43
blue,GR24,GR,swpo,142
blue,GR24,GR,temf,276.84615384615387
blue,GR24,GR,tnut,663.4
blue,GR24,GR,trof,175.55555555555554
blue,GR24,GR,vege,175.44444444444446
blue,GR24,GR,whea,9
blue,GR25,GR,bana,247
blue,GR25,GR,bean,168
blue,GR25,GR,chic,20
blue,GR25,GR,lent,363
blue,GR25,GR,maiz,123
blue,GR25,GR,ocer,13
blue,GR25,GR,ooil,33
blue,GR25,GR,opul,174.2
blue,GR25,GR,pota,36
blue,GR25,GR,sesa,36
blue,GR25,GR,spis,257
blue,GR25,GR,swpo,2
blue,GR25,GR,temf,258.84615384615387
blue,GR25,GR,tnut,839
blue,GR25,GR,trof,134.33333333333334
blue,GR25,GR,vege,96.88888888888889
blue,GR25,GR,whea,7
blue,GR26,GR,bana,150
blue,GR26,GR,bean,18
blue,GR26,GR,chic,2
blue,GR26,GR,lent,44
blue,GR26,GR,maiz,16
blue,GR26,GR,ocer,1.5
blue,GR26,GR,ooil,5.5
blue,GR26,GR,opul,18.4
blue,GR26,GR,pota,4
blue,GR26,GR,sesa,4
blue,GR26,GR,spis,82.5
blue,GR26,GR,swpo,0
blue,GR26,GR,temf,117.38461538461539
blue,GR26,GR,tnut,229.2
blue,GR26,GR,trof,138
blue,GR26,GR,vege,112.875
blue,GR26,GR,whea,1
blue,GR28,GR,bana,113
blue,GR28,GR,bean,18
blue,GR28,GR,chic,3
blue,GR28,GR,lent,46
blue,GR28,GR,maiz,20
blue,GR28,GR,ocer,1.5
blue,GR28,GR,ooil,4
blue,GR28,GR,opul,22.6
blue,GR28,GR,pota,5
blue,GR28,GR,sesa,5
blue,GR28,GR,spis,65.5
blue,GR28,GR,swpo,0
blue,GR28,GR,temf,98.92307692307692
blue,GR28,GR,tnut,165.8
blue,GR28,GR,trof,167.22222222222223
blue,GR28,GR,vege,118.55555555555556
blue,GR28,GR,whea,1
blue,GR29,GR,bana,271
blue,GR29,GR,bean,309
blue,GR29,GR,chic,60
blue,GR29,GR,cott,1319
blue,GR29,GR,lent,668
blue,GR29,GR,maiz,293
blue,GR29,GR,ocer,746.5
blue,GR29,GR,ooil,430.5
blue,GR29,GR,opul,315.8
blue,GR29,GR,pota,95
blue,GR29,GR,rice,620
blue,GR29,GR,sesa,2353
blue,GR29,GR,soyb,58
blue,GR29,GR,spis,1602.5
blue,GR29,GR,sugb,57
blue,GR29,GR,swpo,117
blue,GR29,GR,temf,297.61538461538464
blue,GR29,GR,tnut,799.6
blue,GR29,GR,trof,179.22222222222223
blue,GR29,GR,vege,168.5
blue,GR29,GR,whea,17
blue,GR30,GR,bana,215
blue,GR30,GR,bean,68
blue,GR30,GR,chic,5
blue,GR30,GR,cott,1101
blue,GR30,GR,lent,162
blue,GR30,GR,maiz,103
blue,GR30,GR,ocer,279.5
blue,GR30,GR,ooil,181.5
blue,GR30,GR,opul,65.6
blue,GR30,GR,pota,10
blue,GR30,GR,rice,93
blue,GR30,GR,sesa,864
blue,GR30,GR,spis,798.5
blue,GR30,GR,sugb,4
blue,GR30,GR,swpo,50
blue,GR30,GR,temf,206.84615384615384
blue,GR30,GR,tnut,519.8
blue,GR30,GR,trof,128.77777777777777
blue,GR30,GR,vege,129.6875
blue,GR30,GR,whea,2
blue,GR31,GR,bana,273
blue,GR31,GR,bean,455
blue,GR31,GR,chic,90
blue,GR31,GR,cott,1289
blue,GR31,GR,lent,899
blue,GR31,GR,maiz,343
blue,GR31,GR,ocer,887
blue,GR31,GR,ooil,535.5
blue,GR31,GR,opul,452.6
blue,GR31,GR,pota,115
blue,GR31,GR,rice,680
blue,GR31,GR,sesa,2948
blue,GR31,GR,soyb,172
blue,GR31,GR,spis,1733
blue,GR31,GR,sugb,13
blue,GR31,GR,swpo,136
blue,GR31,GR,temf,314.84615384615387
blue,GR31,GR,tnut,865.4
blue,GR31,GR,trof,173.33333333333334
blue,GR31,GR,vege,172.44444444444446
blue,GR31,GR,whea,33
blue,GR32,GR,bana,159
blue,GR32,GR,bean,78
blue,GR32,GR,chic,14
blue,GR32,GR,cott,1278
blue,GR32,GR,lent,197
blue,GR32,GR,maiz,101
blue,GR32,GR,ocer,158.5
blue,GR32,GR,ooil,79
blue,GR32,GR,opul,89.2
blue,GR32,GR,pota,17
blue,GR32,GR,rice,230
blue,GR32,GR,sesa,481
blue,GR32,GR,soyb,7
blue,GR32,GR,spis,546
blue,GR32,GR,sugb,18
blue,GR32,GR,swpo,34
blue,GR32,GR,temf,138.30769230769232
blue,GR32,GR,tnut,265.4
blue,GR32,GR,trof,149.11111111111111
blue,GR32,GR,vege,125.05555555555556
blue,GR32,GR,whea,4
blue,GR33,GR,bana,305
blue,GR33,GR,bean,464
blue,GR33,GR,chic,145
blue,GR33,GR,cott,1514
blue,GR33,GR,lent,963
blue,GR33,GR,maiz,358
blue,GR33,GR,ocer,979.5
blue,GR33,GR,ooil,567.5
blue,GR33,GR,opul,510.2
blue,GR33,GR,pota,120
blue,GR33,GR,rice,723
blue,GR33,GR,sesa,3183
blue,GR33,GR,soyb,107
blue,GR33,GR,spis,1948.5
blue,GR33,GR,sugb,74
blue,GR33,GR,swpo,150
blue,GR33,GR,temf,357.2307692307692
blue,GR33,GR,tnut,965.8
blue,GR33,GR,trof,221.33333333333334
blue,GR33,GR,vege,199.38888888888889
blue,GR33,GR,whea,45
blue,GR34,GR,bana,321
blue,GR34,GR,bean,400
blue,GR34,GR,chic,117
blue,GR34,GR,cott,1535
blue,GR34,GR,lent,850
blue,GR34,GR,maiz,352
blue,GR34,GR,ocer,1022.5
blue,GR34,GR,ooil,592.5
blue,GR34,GR,opul,449
blue,GR34,GR,pota,108
blue,GR34,GR,rice,694
blue,GR34,GR,sesa,3275
blue,GR34,GR,soyb,44
blue,GR34,GR,spis,1974.5
blue,GR34,GR,sugb,71
blue,GR34,GR,swpo,150
blue,GR34,GR,temf,385.84615384615387
blue,GR34,GR,tnut,1082
blue,GR34,GR,trof,225.66666666666666
blue,GR34,GR,vege,200.33333333333334
blue,GR34,GR,whea,33
blue,GR35,GR,bana,190
blue,GR35,GR,bean,131
blue,GR35,GR,chic,36
blue,GR35,GR,cott,1632
blue,GR35,GR,lent,320
blue,GR35,GR,maiz,133
blue,GR35,GR,ocer,11.5
blue,GR35,GR,ooil,58
blue,GR35,GR,opul,166.8
blue,GR35,GR,pota,32
blue,GR35,GR,rice,331
blue,GR35,GR,sesa,35
blue,GR35,GR,soyb,22
blue,GR35,GR,spis,166.5
blue,GR35,GR,sugb,35
blue,GR35,GR,swpo,3
blue,GR35,GR,temf,182.92307692307693
blue,GR35,GR,tnut,370.6
blue,GR35,GR,trof,185
blue,GR35,GR,vege,129.5
blue,GR35,GR,whea,14
blue,GR36,GR,bana,342
blue,GR36,GR,bean,417
blue,GR36,GR,chic,109
blue,GR36,GR,lent,862
blue,GR36,GR,maiz,320
blue,GR36,GR,ocer,138
blue,GR36,GR,ooil,210.5
blue,GR36,GR,opul,455.6
blue,GR36,GR,pota,99
blue,GR36,GR,sesa,422
blue,GR36,GR,spis,853
blue,GR36,GR,swpo,31
blue,GR36,GR,temf,433.15384615384613
blue,GR36,GR,tnut,1886.2
blue,GR36,GR,trof,236.44444444444446
blue,GR36,GR,vege,149.22222222222223
blue,GR36,GR,whea,26
blue,GR37,GR,bana,320
blue,GR37,GR,bean,218
blue,GR37,GR,chic,42
blue,GR37,GR,cott,1410
blue,GR37,GR,lent,501
blue,GR37,GR,maiz,266
blue,GR37,GR,ocer,323
blue,GR37,GR,ooil,197.5
blue,GR37,GR,opul,242.2
blue,GR37,GR,pota,67
blue,GR37,GR,rice,738
blue,GR37,GR,sesa,984
blue,GR37,GR,spis,1180.5
blue,GR37,GR,swpo,64
blue,GR37,GR,temf,383
blue,GR37,GR,tnut,1461.4
blue,GR37,GR,trof,210.77777777777777
blue,GR37,GR,vege,155.66666666666666
blue,GR37,GR,whea,9
blue,GR38,GR,bana,226
blue,GR38,GR,bean,250
blue,GR38,GR,chic,44
blue,GR38,GR,cott,1383
blue,GR38,GR,lent,559
blue,GR38,GR,maiz,296
blue,GR38,GR,ocer,807.5
blue,GR38,GR,ooil,432
blue,GR38,GR,opul,255
blue,GR38,GR,pota,87
blue,GR38,GR,rice,605
blue,GR38,GR,sesa,2590
blue,GR38,GR,soyb,31
blue,GR38,GR,spis,1634
blue,GR38,GR,swpo,126
blue,GR38,GR,temf,238.07692307692307
blue,GR38,GR,tnut,567
blue,GR38,GR,trof,163.33333333333334
blue,GR38,GR,vege,162.83333333333334
blue,GR38,GR,whea,13
blue,GR39,GR,bana,313
blue,GR39,GR,bean,605
blue,GR39,GR,chic,191
blue,GR39,GR,cott,1419
blue,GR39,GR,lent,1145
blue,GR39,GR,maiz,397
blue,GR39,GR,ocer,1098.5
blue,GR39,GR,ooil,711.5
blue,GR39,GR,opul,630.2
blue,GR39,GR,pota,137
blue,GR39,GR,rice,753
blue,GR39,GR,sesa,3786
blue,GR39,GR,soyb,208
blue,GR39,GR,spis,2060.5
blue,GR39,GR,swpo,165
blue,GR39,GR,temf,393.3076923076923
blue,GR39,GR,tnut,1178.2
blue,GR39,GR,trof,213.11111111111111
blue,GR39,GR,vege,199.61111111111111
blue,GR39,GR,whea,70
blue,GR40,GR,bana,319
blue,GR40,GR,bean,427
blue,GR40,GR,chic,103
blue,GR40,GR,cott,1383
blue,GR40,GR,lent,868
blue,GR40,GR,maiz,355
blue,GR40,GR,ocer,672
blue,GR40,GR,ooil,477
blue,GR40,GR,opul,457.2
blue,GR40,GR,pota,103
blue,GR40,GR,sesa,2206
blue,GR40,GR,spis,1763
blue,GR40,GR,swpo,117
blue,GR40,GR,temf,420.61538461538464
blue,GR40,GR,tnut,1792.2
blue,GR40,GR,trof,226.33333333333334
blue,GR40,GR,vege,181.61111111111111
blue,GR40,GR,whea,25
blue,GR41,GR,bana,349
blue,GR41,GR,bean,319
blue,GR41,GR,chic,90
blue,GR41,GR,lent,701
blue,GR41,GR,maiz,263
blue,GR41,GR,ocer,100
blue,GR41,GR,ooil,243.5
blue,GR41,GR,opul,371.6
blue,GR41,GR,pota,78
blue,GR41,GR,sesa,312
blue,GR41,GR,spis,763
blue,GR41,GR,swpo,25
blue,GR41,GR,temf,447.84615384615387
blue,GR41,GR,tnut,1999
blue,GR41,GR,trof,249.55555555555554
blue,GR41,GR,vege,147.66666666666666
blue,GR41,GR,whea,17
blue,GR42,GR,bana,298
blue,GR42,GR,bean,91
blue,GR42,GR,chic,12
blue,GR42,GR,cott,1323
blue,GR42,GR,lent,217
blue,GR42,GR,maiz,120
blue,GR42,GR,ocer,18.5
blue,GR42,GR,ooil,63
blue,GR42,GR,opul,94.2
blue,GR42,GR,pota,23
blue,GR42,GR,rice,142
blue,GR42,GR,sesa,57
blue,GR42,GR,spis,417.5
blue,GR42,GR,swpo,4
blue,GR42,GR,temf,342.7692307692308
blue,GR42,GR,tnut,1381
blue,GR42,GR,trof,183.33333333333334
blue,GR42,GR,vege,114.72222222222223
blue,GR42,GR,whea,3
blue,GR43,GR,bana,355
blue,GR43,GR,bean,188
blue,GR43,GR,chic,65
blue,GR43,GR,lent,449
blue,GR43,GR,ocer,4
blue,GR43,GR,ooil,116.5
blue,GR43,GR,opul,243.2
blue,GR43,GR,pota,52
blue,GR43,GR,sesa,12
blue,GR43,GR,soyb,6
blue,GR43,GR,spis,424.5
blue,GR43,GR,swpo,1
blue,GR43,GR,temf,418.61538461538464
blue,GR43,GR,tnut,1518.6
blue,GR43,GR,trof,205.88888888888889
blue,GR43,GR,vege,144.77777777777777
blue,GR43,GR,whea,9
blue,GR44,GR,bana,364
blue,GR44,GR,bean,226
blue,GR44,GR,chic,72
blue,GR44,GR,lent,533
blue,GR44,GR,ocer,4.5
blue,GR44,GR,ooil,87.5
blue,GR44,GR,opul,281.6
blue,GR44,GR,pota,58
blue,GR44,GR,sesa,15
blue,GR44,GR,spis,391.5
blue,GR44,GR,swpo,1
blue,GR44,GR,temf,424.7692307692308
blue,GR44,GR,tnut,1352
blue,GR44,GR,trof,250.88888888888889
blue,GR44,GR,vege,147.61111111111111
blue,GR44,GR,whea,9
blue,GR45,GR,bana,398
blue,GR45,GR,bean,514
blue,GR45,GR,chic,213
blue,GR45,GR,lent,1104
blue,GR45,GR,ocer,17
blue,GR45,GR,ooil,155
blue,GR45,GR,opul,629.8
blue,GR45,GR,pota,127
blue,GR45,GR,sesa,53
blue,GR45,GR,soyb,158
blue,GR45,GR,spis,503.5
blue,GR45,GR,swpo,5
blue,GR45,GR,temf,493.38461538461536
blue,GR45,GR,tnut,1782.6
blue,GR45,GR,trof,273.6666666666667
blue,GR45,GR,vege,156.22222222222223
blue,GR45,GR,whea,38
blue,GR46,GR,bana,420
blue,GR46,GR,bean,359
blue,GR46,GR,chic,163
blue,GR46,GR,lent,939
blue,GR46,GR,ocer,11.5
blue,GR46,GR,ooil,196
blue,GR46,GR,opul,527.4
blue,GR46,GR,pota,109
blue,GR46,GR,sesa,36
blue,GR46,GR,soyb,117
blue,GR46,GR,spis,544.5
blue,GR46,GR,swpo,3
blue,GR46,GR,temf,521.9230769230769
blue,GR46,GR,tnut,2015.2
blue,GR46,GR,trof,294.6666666666667
blue,GR46,GR,vege,164.72222222222223
blue,GR46,GR,whea,27
blue,GR47,GR,bana,302
blue,GR47,GR,bean,59
blue,GR47,GR,chic,12
blue,GR47,GR,lent,152
blue,GR47,GR,ocer,13.5
blue,GR47,GR,ooil,101
blue,GR47,GR,opul,71.4
blue,GR47,GR,pota,17
blue,GR47,GR,sesa,41
blue,GR47,GR,spis,311
blue,GR47,GR,swpo,4
blue,GR47,GR,temf,315.2307692307692
blue,GR47,GR,tnut,859.4
blue,GR47,GR,trof,192.33333333333334
blue,GR47,GR,vege,137
blue,GR47,GR,whea,2
blue,GR48,GR,bana,143
blue,GR48,GR,bean,47
blue,GR48,GR,chic,11
blue,GR48,GR,lent,119
blue,GR48,GR,maiz,496
blue,GR48,GR,ocer,3.5
blue,GR48,GR,ooil,12.5
blue,GR48,GR,opul,58.6
blue,GR48,GR,pota,12
blue,GR48,GR,sesa,11
blue,GR48,GR,spis,86.5
blue,GR48,GR,swpo,1
blue,GR48,GR,temf,133
blue,GR48,GR,tnut,225.8
blue,GR48,GR,trof,201.88888888888889
blue,GR48,GR,vege,150.66666666666666
blue,GR48,GR,whea,9
blue,GR49,GR,bana,304
blue,GR49,GR,bean,97
blue,GR49,GR,chic,27
blue,GR49,GR,lent,246
blue,GR49,GR,ocer,22.5
blue,GR49,GR,ooil,123
blue,GR49,GR,opul,123.2
blue,GR49,GR,pota,28
blue,GR49,GR,sesa,69
blue,GR49,GR,spis,340.5
blue,GR49,GR,swpo,6
blue,GR49,GR,temf,332.84615384615387
blue,GR49,GR,tnut,982.6
blue,GR49,GR,trof,208.66666666666666
blue,GR49,GR,vege,135.88888888888889
blue,GR49,GR,whea,5
blue,GR50,GR,bana,153
blue,GR50,GR,bean,39
blue,GR50,GR,chic,7
blue,GR50,GR,lent,101
blue,GR50,GR,maiz,374
blue,GR50,GR,ocer,2.5
blue,GR50,GR,ooil,12.5
blue,GR50,GR,opul,45
blue,GR50,GR,pota,11
blue,GR50,GR,sesa,8
blue,GR50,GR,soyb,4
blue,GR50,GR,spis,89.5
blue,GR50,GR,swpo,1
blue,GR50,GR,temf,130.69230769230768
blue,GR50,GR,tnut,244.8
blue,GR50,GR,trof,146.66666666666666
blue,GR50,GR,vege,124.11111111111111
blue,GR50,GR,whea,7
blue,GR51,GR,bana,189
blue,GR51,GR,bean,47
blue,GR51,GR,chic,7
blue,GR51,GR,lent,120
blue,GR51,GR,maiz,360
blue,GR51,GR,ocer,3
blue,GR51,GR,ooil,18
blue,GR51,GR,opul,45.8
blue,GR51,GR,pota,14
blue,GR51,GR,sesa,10
blue,GR51,GR,soyb,4
blue,GR51,GR,spis,120
blue,GR51,GR,swpo,1
blue,GR51,GR,temf,160.76923076923077
blue,GR51,GR,tnut,323
blue,GR51,GR,trof,153.22222222222223
blue,GR51,GR,vege,123.88888888888889
blue,GR51,GR,whea,9
blue,GR999,GR,bana,271
blue,GR999,GR,bean,301
blue,GR999,GR,chic,64
blue,GR999,GR,cott,1186
blue,GR999,GR,lent,648
blue,GR999,GR,maiz,283
blue,GR999,GR,ocer,800
blue,GR999,GR,ooil,457.5
blue,GR999,GR,opul,318.4
blue,GR999,GR,pota,96
blue,GR999,GR,rice,592
blue,GR999,GR,sesa,2519
blue,GR999,GR,soyb,56
blue,GR999,GR,spis,1538.5
blue,GR999,GR,sugb,54
blue,GR999,GR,sunf,641
blue,GR999,GR,swpo,117
blue,GR999,GR,temf,292.38461538461536
blue,GR999,GR,tnut,780.6
blue,GR999,GR,trof,165.11111111111111
blue,GR999,GR,vege,168.31578947368422
blue,GR999,GR,whea,29
blue,GT01,GT,bana,0
blue,GT01,GT,maiz,0
blue,GT01,GT,ofib,0
blue,GT01,GT,othr,0
blue,GT01,GT,plnt,0
blue,GT01,GT,rice,0
blue,GT01,GT,spis,0
blue,GT01,GT,sugc,0
blue,GT01,GT,temf,4
blue,GT01,GT,tnut,0
blue,GT01,GT,trof,0
blue,GT01,GT,vege,0
blue,GT02,GT,bana,1
blue,GT02,GT,maiz,0
blue,GT02,GT,ofib,0
blue,GT02,GT,othr,3
blue,GT02,GT,plnt,1
blue,GT02,GT,rice,31
blue,GT02,GT,sesa,0
blue,GT02,GT,spis,7.75
blue,GT02,GT,sugc,2
blue,GT02,GT,temf,7
blue,GT02,GT,tnut,1
blue,GT02,GT,trof,0
blue,GT02,GT,vege,0.75
blue,GT03,GT,bana,3
blue,GT03,GT,maiz,0
blue,GT03,GT,ofib,0
blue,GT03,GT,othr,7
blue,GT03,GT,plnt,2
blue,GT03,GT,sesa,0
blue,GT03,GT,spis,16.75
blue,GT03,GT,sugc,1
blue,GT03,GT,temf,13
