iso3c_consuming,iso3c_producing,total_disturbance_stress
AFG,ARE,9.316159523342868
AFG,ARG,0.008887509707034053
AFG,BEL,0.0014521305779176248
AFG,BGR,0.06283037861923749
AFG,BOL,0.2848854240134437
AFG,CHN,1.663374630947039
AFG,DEU,0.0027504709104832306
AFG,EGY,0.001519430648907723
AFG,ESP,0.07479562702011174
AFG,GBR,0.011427144371558772
AFG,GEO,0.0031958983241264297
AFG,GRC,0.0011921620751441239
AFG,GTM,0.017479506624540807
AFG,HKG,0.004718946054187036
AFG,IDN,0.0868654213870038
AFG,IND,8.706293954072587
AFG,IRN,30.400257080917143
AFG,ITA,0.7104720946708423
AFG,KAZ,698.1925373671808
AFG,KGZ,0.33728590753877213
AFG,LKA,0.0049811083060450085
AFG,LTU,0.016168283703639326
AFG,MDG,0.015766973365204124
AFG,MMR,15.232742848545533
AFG,MYS,3.202914057939199
AFG,NLD,0.032473689024408975
AFG,PAK,113.15982192121112
AFG,PHL,0.03089638933638647
AFG,POL,0.002601545254433084
AFG,PRY,0.6037624433252932
AFG,RUS,11.554015797619074
AFG,SAU,0.00734558659738966
AFG,SDN,2.551759955470651e-4
AFG,SGP,0.011672854385133269
AFG,THA,0.002220997526444031
AFG,TUN,0.06930042793243618
AFG,TUR,0.8229269549727741
AFG,UKR,0.06111963273992838
AFG,USA,0.020190228789921428
AFG,UZB,92.92975433081897
ALB,ARE,0.002147676622727873
ALB,ARG,0.5622049121012405
ALB,AUT,0.01841828822617901
ALB,BEL,0.045502518389715314
ALB,BGR,1.3189619484490007
ALB,BIH,0.015227465279521624
ALB,CAN,0.031084404010879696
ALB,CHN,0.281616051781287
ALB,COL,0.007386089804298807
ALB,CZE,0.022627241014073027
ALB,DEU,0.17627065833093472
ALB,DNK,4.494257234074016e-4
ALB,DZA,0.0019241075684213813
ALB,ECU,0.1891047929663223
ALB,EGY,0.20908174164980847
ALB,ESP,0.482507254625089
ALB,FRA,0.020017630983597327
ALB,GBR,0.0033446633726499217
ALB,GEO,8.187126424251698e-4
ALB,GRC,6.630569500585851
ALB,GTM,0.005146675503701767
ALB,HRV,0.3502340693905674
ALB,HUN,0.9741302562266593
ALB,IDN,0.017815007097931188
ALB,IND,0.29700387098941
ALB,IRL,1.9775648527753657e-4
ALB,IRN,0.007808478383688426
ALB,ISR,1.8005854893453146e-4
ALB,ITA,2.040523748450332
ALB,KGZ,0.014184350712201636
ALB,KWT,8.00403129150654e-5
ALB,MDA,0.01340671775309449
ALB,MEX,0.06997907816787503
ALB,MKD,3.808196824576022
ALB,MNE,0.2033273548364267
ALB,MYS,0.030155844659614243
ALB,NLD,0.06797172219889488
ALB,PAK,0.3988503747096829
ALB,PER,0.002748610010488855
ALB,POL,0.10887319285375147
ALB,PRT,0.6307095937860705
ALB,ROU,0.06614505631355609
ALB,RUS,25.43484467542296
ALB,SAU,0.007707341280618317
ALB,SDN,0.03975907569078099
ALB,SRB,17.715594977800656
ALB,SVK,3.145920074900203e-4
ALB,SVN,0.004727621995529177
ALB,THA,0.5542911571359261
ALB,TUN,0.0059576031943072505
ALB,TUR,0.7433879391786763
ALB,UKR,1.7474314976931402
ALB,URY,0.006164391890066337
ALB,USA,0.07113045886957771
ALB,ZAF,0.003976380048239215
ARE,ABW,0.011841424882071749
ARE,AFG,3.693671166811405
ARE,ALB,5.0071209223675496e-5
ARE,ARG,33.27564523289913
ARE,ARM,0.01446098733876607
ARE,ATG,3.2432040214549644e-4
ARE,AUS,195.74614951754873
ARE,AUT,0.13965715248335084
ARE,AZE,0.03786920861098518
ARE,BDI,0.7842828883193286
ARE,BEL,2.5118753828327036
ARE,BFA,0.0010282525074389616
ARE,BGD,1.496703860738712
ARE,BGR,0.7846017251037529
ARE,BHR,0.3059365857951272
ARE,BIH,0.016608611180636786
ARE,BLR,3.8347441894023317e-4
ARE,BLZ,0.06401685351034125
ARE,BMU,0.25018283787222234
ARE,BOL,0.3195517761411792
ARE,BRA,19.679584621528125
ARE,CAN,212.63167458747756
ARE,CHE,1.07990967725624
ARE,CHL,1.8407454343678669
ARE,CHN,20.182936201740972
ARE,CIV,0.31317457083426625
ARE,CMR,0.004257668162766016
ARE,COL,0.015994613116427577
ARE,COM,0.21345875157905206
ARE,CRI,0.017515912197553756
ARE,CUB,6.199166180349046e-5
ARE,CYM,8.629775955791726e-5
ARE,CYP,1.0776133017812948
ARE,CZE,0.07292602340608033
ARE,DEU,4.646333277419874
ARE,DJI,0.001408958125740685
ARE,DMA,2.9132063130564033e-4
ARE,DNK,0.20617430345997712
ARE,DOM,6.175368774163008e-4
ARE,DZA,0.1306781414346183
ARE,ECU,1.8363570742660167
ARE,EGY,8.452534091978922
