iso3c,Country,SPAM_super,pressure,pressure_value,global_total,rescaled_pressure,tonnes_producing_crop,ghg_pressure_rate
AFG,Afghanistan,sugc,ghg,9064.616096377373,6489884492.153084,1.3967299583432334e-6,37391.717828691006,3.735399279440191e-5
AFG,Afghanistan,swpo,ghg,0,6489884492.153084,0,37.90928649902344,0
AFG,Afghanistan,tnut,ghg,12573.943313468248,6489884492.153084,1.9374679670603376e-6,37794.861744526774,5.1262734605476104e-5
AFG,Afghanistan,vege,ghg,177911.03770320117,6489884492.153084,2.7413590783982878e-5,623731.3476734459,4.395095883225552e-5
AFG,Afghanistan,whea,ghg,1547389.8518769145,6489884492.153084,2.384310312067746e-4,4091611.5045543313,5.827313539943356e-5
AFG,Afghanistan,xfru,ghg,86433.30896573514,6489884492.153084,1.3318158292376638e-5,2614667.123425588,5.093634357144456e-6
AFG,Afghanistan,xmil,ghg,1618.550513007678,6489884492.153084,2.4939588908934616e-7,12992.710319280624,1.9195062689826415e-5
AFG,Afghanistan,xoil,ghg,57298.6104735136,6489884492.153084,8.828910675188955e-6,98996.81992758064,8.918378066737484e-5
AFG,Afghanistan,xpul,ghg,15259.69135575369,6489884492.153084,2.351303998430816e-6,40007.89913851023,5.87709939552295e-5
AFG,Afghanistan,yams,ghg,0,6489884492.153084,0,0,0
ALA,Åland,bana,ghg,0,6489884492.153084,0,0,0
ALA,Åland,barl,ghg,4483.245885848999,6489884492.153084,6.908051894097175e-7,2910.299997329712,2.3736562898792293e-4
ALA,Åland,cass,ghg,0,6489884492.153084,0,0,0
ALA,Åland,cnut,ghg,0,6489884492.153084,0,0,0
ALA,Åland,coco,ghg,0,6489884492.153084,0,0,0
ALA,Åland,maiz,ghg,0,6489884492.153084,0,0,0
ALA,Åland,ocer,ghg,6239.882747411728,6489884492.153084,9.614782443287499e-7,23905.399940490723,4.022012795109978e-5
ALA,Åland,ofib,ghg,0,6489884492.153084,0,0,0
ALA,Åland,oilp,ghg,0,6489884492.153084,0,0,0
ALA,Åland,orts,ghg,0,6489884492.153084,0,0,0
ALA,Åland,plnt,ghg,0,6489884492.153084,0,0,0
ALA,Åland,pota,ghg,25728.062350273132,6489884492.153084,3.9643328600656794e-6,23594.399706721302,1.6802007719384212e-4
ALA,Åland,rice,ghg,0,6489884492.153084,0,0,0
ALA,Åland,sorg,ghg,0,6489884492.153084,0,0,0
ALA,Åland,soyb,ghg,0,6489884492.153084,0,0,0
ALA,Åland,spis,ghg,0,6489884492.153084,0,0,0
ALA,Åland,sugb,ghg,2752.644439458847,6489884492.153084,4.241438261015382e-7,7391.4999442100525,5.7382646188583233e-05
ALA,Åland,sugc,ghg,0,6489884492.153084,0,0,0
ALA,Åland,swpo,ghg,0,6489884492.153084,0,0,0
ALA,Åland,tnut,ghg,0,6489884492.153084,0,0,0
ALA,Åland,vege,ghg,2094.4620056152344,6489884492.153084,3.22727162270399e-7,4836.1001052856445,6.673293671437291e-5
ALA,Åland,whea,ghg,13039.471572875977,6489884492.153084,2.009199329917504e-6,6144.50001335144,3.2699150875607394e-4
ALA,Åland,xfru,ghg,750.126558303833,6489884492.153084,1.155839613495141e-7,6385.799894690514,1.8100153975325257e-5
ALA,Åland,xmil,ghg,0,6489884492.153084,0,0,0
ALA,Åland,xoil,ghg,2433.933660507202,6489884492.153084,3.7503497380424416e-7,467.3999984264374,8.023854836689088e-4
ALA,Åland,xpul,ghg,14.376979008316994,6489884492.153084,2.2152904301609976e-9,73.19999957084656,3.0263530644107866e-5
ALA,Åland,yams,ghg,0,6489884492.153084,0,0,0
ALB,Albania,bana,ghg,0,6489884492.153084,0,1.3875360488891602,0
ALB,Albania,barl,ghg,1429.496868751943,6489884492.153084,2.202653792190519e-7,8360.506149098277,2.6345938306953897e-5
ALB,Albania,cass,ghg,0,6489884492.153084,0,0,0
ALB,Albania,cnut,ghg,0,6489884492.153084,0,0,0
ALB,Albania,coco,ghg,0,6489884492.153084,0,0,0
ALB,Albania,maiz,ghg,133241.55207268894,6489884492.153084,2.0530650774107188e-5,351143.3624382019,5.8468001876926826e-5
ALB,Albania,ocer,ghg,10640.629856454208,6489884492.153084,1.6395715315611224e-6,37668.88547027111,4.352588379221091e-5
ALB,Albania,ofib,ghg,0,6489884492.153084,0,0,0
ALB,Albania,oilp,ghg,0,6489884492.153084,0,0,0
ALB,Albania,orts,ghg,0,6489884492.153084,0,0,0
ALB,Albania,plnt,ghg,0,6489884492.153084,0,0,0
ALB,Albania,pota,ghg,29714.73955790326,6489884492.153084,4.5786237942803664e-6,257356.61906726655,1.7790969631457697e-5
ALB,Albania,rice,ghg,0,6489884492.153084,0,0,0
ALB,Albania,sorg,ghg,0,6489884492.153084,0,0,0
ALB,Albania,soyb,ghg,265.5583155155182,6489884492.153084,4.0918804616107514e-8,533.3999839574099,7.671317181624576e-5
ALB,Albania,spis,ghg,46.71695633302443,6489884492.153084,7.198426472691444e-9,358.99301604228094,2.0051717306510605e-5
ALB,Albania,sugb,ghg,1625.3950743875466,6489884492.153084,2.504505398135839e-7,31368.319956481457,7.984187236072704e-6
ALB,Albania,sugc,ghg,0,6489884492.153084,0,0,0
ALB,Albania,swpo,ghg,0,6489884492.153084,0,0,0
ALB,Albania,tnut,ghg,1801.3141995137557,6489884492.153084,2.775572048611534e-7,13827.229935787618,2.0073232755230328e-5
ALB,Albania,vege,ghg,250212.73762091994,6489884492.153084,3.8554266708976414e-5,845451.3237555027,4.56019946100717e-5
ALB,Albania,whea,ghg,57751.33887999505,6489884492.153084,8.89866976058236e-6,288393.2256695777,3.085602908987148e-5
ALB,Albania,xfru,ghg,30799.158511400223,6489884492.153084,4.745717516026591e-6,746999.4036204219,6.353040568741961e-6
ALB,Albania,xmil,ghg,0.03624584153294563,6489884492.153084,5.5849748291776936e-12,0.30000001192092896,1.861658202416914e-5
ALB,Albania,xoil,ghg,18225.260065861046,6489884492.153084,2.808256462483608e-6,111053.36717294157,2.528744993486201e-5
ALB,Albania,xpul,ghg,8277.243920475245,6489884492.153084,1.2754069707223999e-6,24358.164845205843,5.236055256327837e-5
ALB,Albania,yams,ghg,0,6489884492.153084,0,0,0
DZA,Algeria,bana,ghg,0,6489884492.153084,0,367.3149818181992,0
DZA,Algeria,barl,ghg,157364.682818491,6489884492.153084,2.424768622750691e-5,997032.6854107678,2.4319850875818678e-5
DZA,Algeria,cass,ghg,0,6489884492.153084,0,0,0
DZA,Algeria,cnut,ghg,0,6489884492.153084,0,0,0
DZA,Algeria,coco,ghg,0,6489884492.153084,0,0,0
DZA,Algeria,maiz,ghg,323.3509152531624,6489884492.153084,4.9823832095028166e-8,3690.534805893898,1.3500436851444394e-5
DZA,Algeria,ocer,ghg,10980.291401620954,6489884492.153084,1.6919086025178443e-6,53550.386604972184,3.1594703788016156e-5
DZA,Algeria,ofib,ghg,0,6489884492.153084,0,0,0
DZA,Algeria,oilp,ghg,0,6489884492.153084,0,0,0
DZA,Algeria,orts,ghg,0,6489884492.153084,0,0,0
DZA,Algeria,plnt,ghg,0,6489884492.153084,0,0,0
DZA,Algeria,pota,ghg,399683.79384006746,6489884492.153084,6.15856560040976e-5,4523793.2388264835,1.3613720334414206e-5
DZA,Algeria,rice,ghg,957.7132553756237,6489884492.153084,1.4757015421978532e-7,395.0583535730839,3.7354014384228314e-4
DZA,Algeria,sorg,ghg,2595.076624393463,6489884492.153084,3.998648400493366e-7,22535.748974666,1.774357890207476e-5
DZA,Algeria,soyb,ghg,0,6489884492.153084,0,0,0
DZA,Algeria,spis,ghg,558.0042638759769,6489884492.153084,8.598061561044108e-8,11821.36011830531,7.273326821107545e-6
DZA,Algeria,sugb,ghg,0.12330108880996704,6489884492.153084,1.8998965075426276e-11,17.17190194129944,1.1063984141286436e-6
DZA,Algeria,sugc,ghg,0,6489884492.153084,0,0,0
DZA,Algeria,swpo,ghg,0,6489884492.153084,0,0,0
DZA,Algeria,tnut,ghg,2349.4949138019,6489884492.153084,3.6202414952726406e-7,48679.434975504875,7.4369012234721275e-6
DZA,Algeria,vege,ghg,419235.90920744,6489884492.153084,6.459836222267714e-5,6326626.023454189,1.0210554880784299e-5
DZA,Algeria,whea,ghg,357455.3404355198,6489884492.153084,5.50788447572093e-5,2534383.3806844354,2.1732641232178024e-5
DZA,Algeria,xfru,ghg,634456.6494658552,6489884492.153084,9.776085386927555e-5,5671834.590618789,1.7236196209066453e-5
DZA,Algeria,xmil,ghg,0.07249168306589127,6489884492.153084,1.1169949658355387e-11,0.8411000370979309,1.3280167834607823e-5
DZA,Algeria,xoil,ghg,138913.65006146207,6489884492.153084,2.1404641366024696e-5,1058005.545425519,2.0231123984719725e-5
DZA,Algeria,xpul,ghg,21435.522904008627,6489884492.153084,3.302912853060221e-6,108863.78255594522,3.033986855419846e-5
DZA,Algeria,yams,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,bana,ghg,0,6489884492.153084,0,286.5,0
ASM,American Samoa,barl,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,cass,ghg,0,6489884492.153084,0,33.20000076293945,0
ASM,American Samoa,cnut,ghg,0,6489884492.153084,0,2226.10009765625,0
ASM,American Samoa,coco,ghg,0,6489884492.153084,0,0.30000001192092896,0
ASM,American Samoa,maiz,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,ocer,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,ofib,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,oilp,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,orts,ghg,0,6489884492.153084,0,3257.5,0
ASM,American Samoa,plnt,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,pota,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,rice,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,sorg,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,soyb,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,spis,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,sugb,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,sugc,ghg,0,6489884492.153084,0,9.699999809265137,0
ASM,American Samoa,swpo,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,tnut,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,vege,ghg,0,6489884492.153084,0,445.7999877929687,0
ASM,American Samoa,whea,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,xfru,ghg,0,6489884492.153084,0,18.200000762939453,0
ASM,American Samoa,xmil,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,xoil,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,xpul,ghg,0,6489884492.153084,0,0,0
ASM,American Samoa,yams,ghg,0,6489884492.153084,0,302.5,0
AND,Andorra,bana,ghg,562.64813232421875,6489884492.153084,8.669617047953879e-8,0,0
AND,Andorra,barl,ghg,0,6489884492.153084,0,0,0
AND,Andorra,cass,ghg,0,6489884492.153084,0,0,0
AND,Andorra,cnut,ghg,0,6489884492.153084,0,0,0
AND,Andorra,coco,ghg,0,6489884492.153084,0,0,0
AND,Andorra,maiz,ghg,0,6489884492.153084,0,0,0
AND,Andorra,ocer,ghg,525.86785888671875,6489884492.153084,8.10288472040674e-8,0,0
AND,Andorra,ofib,ghg,0,6489884492.153084,0,0,0
AND,Andorra,oilp,ghg,0,6489884492.153084,0,0,0
AND,Andorra,orts,ghg,0,6489884492.153084,0,0,0
AND,Andorra,plnt,ghg,0,6489884492.153084,0,0,0
AND,Andorra,pota,ghg,234.0062713623047,6489884492.153084,3.605707800273511e-8,0,0
AND,Andorra,rice,ghg,201.2599639892578,6489884492.153084,3.101133220977987e-8,0,0
AND,Andorra,sorg,ghg,0,6489884492.153084,0,0,0
AND,Andorra,soyb,ghg,0,6489884492.153084,0,0,0
AND,Andorra,spis,ghg,0,6489884492.153084,0,0,0
AND,Andorra,sugb,ghg,0,6489884492.153084,0,0,0
AND,Andorra,sugc,ghg,0,6489884492.153084,0,0,0
AND,Andorra,swpo,ghg,0,6489884492.153084,0,0,0
AND,Andorra,tnut,ghg,0,6489884492.153084,0,0,0
AND,Andorra,vege,ghg,20490.705078125,6489884492.153084,3.1573297033098664e-6,0,0
AND,Andorra,whea,ghg,0,6489884492.153084,0,0,0
AND,Andorra,xfru,ghg,21932.6015625,6489884492.153084,3.3795056890486567e-6,0,0
AND,Andorra,xmil,ghg,0,6489884492.153084,0,0,0
AND,Andorra,xoil,ghg,0,6489884492.153084,0,0,0
AND,Andorra,xpul,ghg,0,6489884492.153084,0,0,0
AND,Andorra,yams,ghg,0,6489884492.153084,0,0,0
AGO,Angola,bana,ghg,184229.5928668715,6489884492.153084,2.8387191342099142e-5,4413917.988792151,6.431291069335697e-6
AGO,Angola,barl,ghg,0,6489884492.153084,0,0,0
AGO,Angola,cass,ghg,300909.23493839195,6489884492.153084,4.6365884524173145e-5,8271133.837355651,5.605747100206118e-6
AGO,Angola,cnut,ghg,0,6489884492.153084,0,0,0
AGO,Angola,coco,ghg,0.00910938298329711,6489884492.153084,1.4036279065230297e-12,484.9333431571722,2.8944759652629175e-9
AGO,Angola,maiz,ghg,256212.14145284332,6489884492.153084,3.9478690531800574e-5,2750837.002587199,1.4351519371983994e-5
AGO,Angola,ocer,ghg,0,6489884492.153084,0,0,0
AGO,Angola,ofib,ghg,503.272816574201,6489884492.153084,7.75472687045059e-8,1389.536324083805,5.580801837306191e-5
AGO,Angola,oilp,ghg,5561.285491645336,6489884492.153084,8.569159433221783e-7,280448.19191503525,3.055523151961665e-6
AGO,Angola,orts,ghg,24.96796703338623,6489884492.153084,3.847212853106244e-9,2306.213709831238,1.6681944247863188e-6
AGO,Angola,plnt,ghg,0,6489884492.153084,0,54.5,0
AGO,Angola,pota,ghg,46475.971862164326,6489884492.153084,7.161294152208472e-6,802822.968552351,8.92014109302541e-6
AGO,Angola,rice,ghg,359437.95847189426,6489884492.153084,5.53843383355267e-5,65360.9423841238,8.473613799818709e-4
AGO,Angola,sorg,ghg,11840.145230345428,6489884492.153084,1.8243999942774548e-6,79830.60310285166,2.2853391097734106e-5
AGO,Angola,soyb,ghg,3195.683466427028,6489884492.153084,4.924099142736558e-7,15075.83331477642,3.266220208146142e-5
AGO,Angola,spis,ghg,0,6489884492.153084,0,0,0
AGO,Angola,sugb,ghg,0,6489884492.153084,0,0,0
AGO,Angola,sugc,ghg,66807.14601510763,6489884492.153084,1.0294042381784163e-5,567045.8270800114,1.8153810309817608e-5
AGO,Angola,swpo,ghg,109298.90225178376,6489884492.153084,1.6841424894994202e-5,1319699.32926023,1.2761562063106315e-5
AGO,Angola,tnut,ghg,152.90362709981855,6489884492.153084,2.356030023102788e-8,2343.9931594356894,1.0051351957315423e-5
AGO,Angola,vege,ghg,78964.29979551898,6489884492.153084,1.2167288938808491e-5,814274.673896119,1.4942487257513221e-5
AGO,Angola,whea,ghg,737.1671179495752,6489884492.153084,1.1358709370573291e-7,2824.03163780272,4.022160806743335e-5
AGO,Angola,xfru,ghg,47915.539010908455,6489884492.153084,7.383111220059942e-6,943128.8340935112,7.828316718952e-6
AGO,Angola,xmil,ghg,11493.222980618477,6489884492.153084,1.77094415078033e-6,74644.6336132288,2.372500292461047e-5
AGO,Angola,xoil,ghg,18617.156982779503,6489884492.153084,2.8686422701805397e-6,201338.0381256938,1.4247890249082829e-5
AGO,Angola,xpul,ghg,74437.68081570975,6489884492.153084,1.1469800565127518e-5,320769.16196912527,3.575717969494683e-5
AGO,Angola,yams,ghg,2.94834303855896,6489884492.153084,4.5429823013395693e-10,49.700000286102295,9.140809406815903e-6
AIA,Anguilla,bana,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,barl,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,cass,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,cnut,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,coco,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,maiz,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,ocer,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,ofib,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,oilp,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,orts,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,plnt,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,pota,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,rice,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,sorg,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,soyb,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,spis,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,sugb,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,sugc,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,swpo,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,tnut,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,vege,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,whea,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,xfru,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,xmil,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,xoil,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,xpul,ghg,0,6489884492.153084,0,0,0
AIA,Anguilla,yams,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,bana,ghg,0,6489884492.153084,0,269.0146732330322,0
ATG,Antigua and Barbuda,barl,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,cass,ghg,4.873705126345158,6489884492.153084,7.509694713731734e-10,131.8771448135376,5.694462618484626e-6
ATG,Antigua and Barbuda,cnut,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,coco,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,maiz,ghg,6.265143930912018,6489884492.153084,9.653706377189302e-10,77.32540027797222,1.2484521699837054e-5
ATG,Antigua and Barbuda,ocer,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,ofib,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,oilp,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,orts,ghg,2.0136684477329254,6489884492.153084,3.102780103663865e-10,40.34878143668175,7.689897918064697e-6
ATG,Antigua and Barbuda,plnt,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,pota,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,rice,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,sorg,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,soyb,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,spis,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,sugb,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,sugc,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,swpo,ghg,22.164706110954285,6489884492.153084,3.415269738275561e-9,272.3263918161392,1.2541089813217131e-5
ATG,Antigua and Barbuda,tnut,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,vege,ghg,838.999454498291,6489884492.153084,1.2927802575110926e-7,2501.002838373184,5.169047542353056e-5
ATG,Antigua and Barbuda,whea,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,xfru,ghg,0,6489884492.153084,0,10239.09715270996,0
ATG,Antigua and Barbuda,xmil,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,xoil,ghg,10.028685092926025,6489884492.153084,1.5452794429626142e-9,102.19999620318411,1.5120151667035677e-5
ATG,Antigua and Barbuda,xpul,ghg,0,6489884492.153084,0,0,0
ATG,Antigua and Barbuda,yams,ghg,7.027647137641907,6489884492.153084,1.0828616666658754e-9,138.98919224739075,7.79097747930256e-6
ARG,Argentina,bana,ghg,8847.268344521523,6489884492.153084,1.363239724099674e-6,174472.09889799356,7.813511344852352e-6
ARG,Argentina,barl,ghg,1031929.224912934,6489884492.153084,1.5900579219254812e-4,3538369.2814974487,4.4937591173427885e-5
ARG,Argentina,cass,ghg,22413.144855379127,6489884492.153084,3.4535506575623726e-6,199148.89594136176,1.7341550608341062e-5
ARG,Argentina,cnut,ghg,0,6489884492.153084,0,0,0
ARG,Argentina,coco,ghg,0,6489884492.153084,0,0,0
ARG,Argentina,maiz,ghg,5649193.811034711,6489884492.153084,8.704613799929951e-4,43389575.45082104,2.0061532544368873e-5
ARG,Argentina,ocer,ghg,194439.7236160934,6489884492.153084,2.996042901090002e-5,622686.1293113977,4.811481676014206e-5
ARG,Argentina,ofib,ghg,957.5399233531207,6489884492.153084,1.4754344619089628e-7,4062.926116682589,3.631457770917249e-5
ARG,Argentina,oilp,ghg,0,6489884492.153084,0,0,0
ARG,Argentina,orts,ghg,2.1380149126052856,6489884492.153084,3.2943805320269697e-10,2.099999964237213,1.5687526610142554e-4
ARG,Argentina,plnt,ghg,0,6489884492.153084,0,0,0
ARG,Argentina,pota,ghg,625293.4283563197,6489884492.153084,9.63489302640689e-5,2229688.4399572015,4.321183558090219e-5
ARG,Argentina,rice,ghg,1975106.1636790335,6489884492.153084,3.04336104296946e-4,1587800.0067810563,1.9167156001839676e-4
ARG,Argentina,sorg,ghg,792071.3618114833,6489884492.153084,1.2204706613333048e-4,2215479.726599917,5.50883245140931e-5
ARG,Argentina,soyb,ghg,11542475.949605247,6489884492.153084,0.0017785333411652008,46322644.621382385,3.8394468962254276e-5
ARG,Argentina,spis,ghg,4442.102213701466,6489884492.153084,6.844655277104562e-7,146592.8034434691,4.669161866287713e-6
ARG,Argentina,sugb,ghg,6.126577690243721,6489884492.153084,9.440195272583607e-10,18.99999952316284,4.968523952369102e-5
ARG,Argentina,sugc,ghg,2833772.171059126,6489884492.153084,4.3664446947945507e-4,21973158.756204724,1.987172050791999e-5
ARG,Argentina,swpo,ghg,29276.026505351067,6489884492.153084,4.511024277974237e-6,336229.6508985609,1.341649752161565e-5
ARG,Argentina,tnut,ghg,5118.204278637189,6489884492.153084,7.886433548741288e-7,190919.88384538144,4.130755471823041e-6
ARG,Argentina,vege,ghg,834827.6914117029,6489884492.153084,1.2863521568389895e-4,3334165.6214010715,3.858093157047319e-5
ARG,Argentina,whea,ghg,7013009.392826617,6489884492.153084,0.0010806061958893172,22859942.19550124,4.727073177385272e-5
ARG,Argentina,xfru,ghg,562910.2644031942,6489884492.153084,8.673656134925186e-5,7464743.2092021555,1.1619497003236152e-5
ARG,Argentina,xmil,ghg,1516.90307094343,6489884492.153084,2.3373344668576412e-7,4470.493044197559,5.228359475676549e-5
ARG,Argentina,xoil,ghg,905591.0724028759,6489884492.153084,1.3953885827980845e-4,6434662.738233723,2.168549680944289e-5
ARG,Argentina,xpul,ghg,134891.51787228696,6489884492.153084,2.0784887317391278e-5,568456.4776106998,3.6563726751347784e-5
ARG,Argentina,yams,ghg,1.5188997387886047,6489884492.153084,2.340411051421802e-10,42.71867465972901,5.4786602582221795e-6
ARM,Armenia,bana,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,barl,ghg,39682.06752916798,6489884492.153084,6.114448967026693e-6,116868.39823415875,5.2319096174961846e-5
ARM,Armenia,cass,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,cnut,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,coco,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,maiz,ghg,13467.280108015984,6489884492.153084,2.0751186133280596e-6,12216.525211840868,1.6986160772760087e-4
ARM,Armenia,ocer,ghg,7492.281486682594,6489884492.153084,1.1544552904973129e-6,26826.603217095137,4.3033971955183695e-5
ARM,Armenia,ofib,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,oilp,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,orts,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,plnt,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,pota,ghg,178686.95418826304,6489884492.153084,2.7533148610628332e-5,599902.8040000349,4.5896015866308114e-5
ARM,Armenia,rice,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,sorg,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,soyb,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,spis,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,sugb,ghg,8471.8023937135,6489884492.153084,1.305385697381325e-6,66237.84045010805,1.9707552186345408e-5
ARM,Armenia,sugc,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,swpo,ghg,0,6489884492.153084,0,0,0
ARM,Armenia,tnut,ghg,481.14543808810413,6489884492.153084,7.413775062866787e-8,6642.700697898865,1.11607844460188e-5
ARM,Armenia,vege,ghg,401580.65541581716,6489884492.153084,6.187793571694045e-5,797682.857655175,7.757210164805778e-5
ARM,Armenia,whea,ghg,163655.48272483796,6489884492.153084,2.5217010090505267e-5,195826.41203962264,1.287722622697237e-4
ARM,Armenia,xfru,ghg,99273.62236019969,6489884492.153084,1.5296670145706194e-5,809951.1279229224,1.8885917456444207e-5
ARM,Armenia,xmil,ghg,0.17311525344848633,6489884492.153084,2.667462782393121e-11,1.399999976158142,1.905330591299816e-5
ARM,Armenia,xoil,ghg,52.78170394897461,6489884492.153084,8.132918854379141e-9,242.42965388298035,3.3547541417127395e-5
ARM,Armenia,xpul,ghg,2536.938943164423,6489884492.153084,3.909066403619101e-7,4996.703153476119,7.823291245347708e-5
ARM,Armenia,yams,ghg,0,6489884492.153084,0,0,0
ABW,Aruba,bana,ghg,0,6489884492.153084,0,0,0
ABW,Aruba,barl,ghg,0,6489884492.153084,0,0,0
ABW,Aruba,cass,ghg,0,6489884492.153084,0,0,0
ABW,Aruba,cnut,ghg,0,6489884492.153084,0,0,0
ABW,Aruba,coco,ghg,0,6489884492.153084,0,0,0
