iso3c,Country,SPAM_super,pressure,pressure_value,global_total,rescaled_pressure,tonnes_producing_crop,nutrient_pressure_rate
ALA,Åland,xpul,nutrient,1.5537912605623205e-4,143550799.05924112,1.0823981968369927e-12,73.19999957084656,1.4786860699218919e-8
ALA,Åland,yams,nutrient,0,143550799.05924112,0,0,0
ALB,Albania,bana,nutrient,0,143550799.05924112,0,1.3875360488891602,0
ALB,Albania,barl,nutrient,1.4751523666200228,143550799.05924112,1.0276169664588568e-8,8360.506149098277,1.2291324808961364e-6
ALB,Albania,cass,nutrient,0,143550799.05924112,0,0,0
ALB,Albania,cnut,nutrient,0,143550799.05924112,0,0,0
ALB,Albania,coco,nutrient,0,143550799.05924112,0,0,0
ALB,Albania,maiz,nutrient,1493.4301817764062,143550799.05924112,1.0403496125159788e-05,351143.3624382019,2.962748904869506e-5
ALB,Albania,ocer,nutrient,42.61050463520223,143550799.05924112,2.968322357970126e-7,37668.88547027111,7.880037651532783e-6
ALB,Albania,ofib,nutrient,0,143550799.05924112,0,0,0
ALB,Albania,oilp,nutrient,0,143550799.05924112,0,0,0
ALB,Albania,orts,nutrient,0,143550799.05924112,0,0,0
ALB,Albania,plnt,nutrient,0,143550799.05924112,0,0,0
ALB,Albania,pota,nutrient,39.27684719947865,143550799.05924112,2.736093944225955e-7,257356.61906726655,1.0631527388502133e-6
ALB,Albania,rice,nutrient,0,143550799.05924112,0,0,0
ALB,Albania,sorg,nutrient,0,143550799.05924112,0,0,0
ALB,Albania,soyb,nutrient,2.444943596085068,143550799.05924112,1.7031905166031705e-8,533.3999839574099,3.193083179281019e-5
ALB,Albania,spis,nutrient,0.030329922451699076,143550799.05924112,2.1128355014716708e-10,358.99301604228094,5.885450153779115e-7
ALB,Albania,sugb,nutrient,21.57188531057909,143550799.05924112,1.5027353001132875e-7,31368.319956481457,4.790614550597843e-6
ALB,Albania,sugc,nutrient,0,143550799.05924112,0,0,0
ALB,Albania,swpo,nutrient,0,143550799.05924112,0,0,0
ALB,Albania,tnut,nutrient,1.168902600689762,143550799.05924112,8.142780175033193e-9,13827.229935787618,5.888945372896462e-7
ALB,Albania,vege,nutrient,3060.152987703681,143550799.05924112,2.131756150267617e-5,845451.3237555027,2.5214416139279743e-5
ALB,Albania,whea,nutrient,359.53858607355505,143550799.05924112,2.504608740806655e-6,288393.2256695777,8.684700325368506e-6
ALB,Albania,xfru,nutrient,376.83582950476557,143550799.05924112,2.6251043670558147e-6,746999.4036204219,3.514198745451379e-6
ALB,Albania,xmil,nutrient,0,143550799.05924112,0,0.30000001192092896,0
ALB,Albania,xoil,nutrient,43.04768317146227,143550799.05924112,2.998776980244964e-7,111053.36717294157,2.7003026171867605e-6
ALB,Albania,xpul,nutrient,1.1194184247559917,143550799.05924112,7.798064741485874e-9,24358.164845205843,3.201417180252265e-7
ALB,Albania,yams,nutrient,0,143550799.05924112,0,0,0
DZA,Algeria,bana,nutrient,0,143550799.05924112,0,367.3149818181992,0
DZA,Algeria,barl,nutrient,99.58494219885324,143550799.05924112,6.937261432989734e-7,997032.6854107678,6.957907734119719e-7
DZA,Algeria,cass,nutrient,0,143550799.05924112,0,0,0
DZA,Algeria,cnut,nutrient,0,143550799.05924112,0,0,0
DZA,Algeria,coco,nutrient,0,143550799.05924112,0,0,0
DZA,Algeria,maiz,nutrient,0.05907457659486681,143550799.05924112,4.1152384369861764e-10,3690.534805893898,1.1150791561195992e-7
DZA,Algeria,ocer,nutrient,31.970942797051976,143550799.05924112,2.2271518519279074e-7,53550.386604972184,4.158983703249521e-6
DZA,Algeria,ofib,nutrient,0,143550799.05924112,0,0,0
DZA,Algeria,oilp,nutrient,0,143550799.05924112,0,0,0
DZA,Algeria,orts,nutrient,0,143550799.05924112,0,0,0
DZA,Algeria,plnt,nutrient,0,143550799.05924112,0,0,0
DZA,Algeria,pota,nutrient,443.2291709522833,143550799.05924112,3.0876120081321857e-6,4523793.2388264835,6.825272166800317e-7
DZA,Algeria,rice,nutrient,0,143550799.05924112,0,395.0583535730839,0
DZA,Algeria,sorg,nutrient,0.007975377317052335,143550799.05924112,5.5557874768506333e-11,22535.748974666,2.465321868421715e-9
DZA,Algeria,soyb,nutrient,0,143550799.05924112,0,0,0
DZA,Algeria,spis,nutrient,0.9116688332633203,143550799.05924112,6.3508447130767215e-9,11821.36011830531,5.372346878463227e-7
DZA,Algeria,sugb,nutrient,0,143550799.05924112,0,17.17190194129944,0
DZA,Algeria,sugc,nutrient,0,143550799.05924112,0,0,0
DZA,Algeria,swpo,nutrient,0,143550799.05924112,0,0,0
DZA,Algeria,tnut,nutrient,1.13864616440992,143550799.05924112,7.932008542425591e-9,48679.434975504875,1.6294372657400232e-7
DZA,Algeria,vege,nutrient,6401.98757922044,143550799.05924112,4.459736637605509e-5,6326626.023454189,7.049154827663731e-6
DZA,Algeria,whea,nutrient,851.7269793134183,143550799.05924112,5.933279263474696e-6,2534383.3806844354,2.3411135460777662e-6
DZA,Algeria,xfru,nutrient,13734.999442742206,143550799.05924112,9.56804109259886e-5,5671834.590618789,1.6869393738005677e-5
DZA,Algeria,xmil,nutrient,0,143550799.05924112,0,0.8411000370979309,0
DZA,Algeria,xoil,nutrient,135.0987330013304,143550799.05924112,9.411214280010892e-7,1058005.545425519,8.895240975533637e-7
DZA,Algeria,xpul,nutrient,3.7874280678806826e-4,143550799.05924112,2.6383887046965664e-12,108863.78255594522,2.4235688332257754e-11
DZA,Algeria,yams,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,bana,nutrient,0,143550799.05924112,0,286.5,0
ASM,American Samoa,barl,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,cass,nutrient,0,143550799.05924112,0,33.20000076293945,0
ASM,American Samoa,cnut,nutrient,0,143550799.05924112,0,2226.10009765625,0
ASM,American Samoa,coco,nutrient,0,143550799.05924112,0,0.30000001192092896,0
ASM,American Samoa,maiz,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,ocer,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,ofib,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,oilp,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,orts,nutrient,0,143550799.05924112,0,3257.5,0
ASM,American Samoa,plnt,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,pota,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,rice,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,sorg,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,soyb,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,spis,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,sugb,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,sugc,nutrient,0,143550799.05924112,0,9.699999809265137,0
ASM,American Samoa,swpo,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,tnut,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,vege,nutrient,0,143550799.05924112,0,445.7999877929687,0
ASM,American Samoa,whea,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,xfru,nutrient,0,143550799.05924112,0,18.200000762939453,0
ASM,American Samoa,xmil,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,xoil,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,xpul,nutrient,0,143550799.05924112,0,0,0
ASM,American Samoa,yams,nutrient,0,143550799.05924112,0,302.5,0
AND,Andorra,bana,nutrient,0.003004756523296237,143550799.05924112,2.0931660032461554e-11,0,0
AND,Andorra,barl,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,cass,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,cnut,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,coco,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,maiz,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,ocer,nutrient,0.0030104334000498056,143550799.05924112,2.0971206149869273e-11,0,0
AND,Andorra,ofib,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,oilp,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,orts,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,plnt,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,pota,nutrient,0.0015964815393090248,143550799.05924112,1.1121369924595002e-11,0,0
AND,Andorra,rice,nutrient,0.0011327334214001894,143550799.05924112,7.890819339380538e-12,0,0
AND,Andorra,sorg,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,soyb,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,spis,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,sugb,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,sugc,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,swpo,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,tnut,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,vege,nutrient,0.10486430674791336,143550799.05924112,7.305031210912141e-10,0,0
AND,Andorra,whea,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,xfru,nutrient,0.11718551069498062,143550799.05924112,8.163347850583544e-10,0,0
AND,Andorra,xmil,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,xoil,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,xpul,nutrient,0,143550799.05924112,0,0,0
AND,Andorra,yams,nutrient,0,143550799.05924112,0,0,0
AGO,Angola,bana,nutrient,1013.4472433855408,143550799.05924112,7.059850937975673e-6,4413917.988792151,1.5994522226969535e-6
AGO,Angola,barl,nutrient,0,143550799.05924112,0,0,0
AGO,Angola,cass,nutrient,2.388829148665536,143550799.05924112,1.664100210044602e-8,8271133.837355651,2.0119372298497694e-9
AGO,Angola,cnut,nutrient,0,143550799.05924112,0,0,0
AGO,Angola,coco,nutrient,2.0812452703466988e-5,143550799.05924112,1.449831895040725e-13,484.9333431571722,2.989755015816305e-10
AGO,Angola,maiz,nutrient,136.6697748209117,143550799.05924112,9.520655803839188e-7,2750837.002587199,3.461003249151034e-7
AGO,Angola,ocer,nutrient,0,143550799.05924112,0,0,0
AGO,Angola,ofib,nutrient,5.63064219430089,143550799.05924112,3.922403937283006e-8,1389.536324083805,2.8228149702162374e-5
AGO,Angola,oilp,nutrient,41.871309890411794,143550799.05924112,2.91682875782058e-7,280448.19191503525,1.0400597478996278e-6
AGO,Angola,orts,nutrient,0,143550799.05924112,0,2306.213709831238,0
AGO,Angola,plnt,nutrient,0,143550799.05924112,0,54.5,0
AGO,Angola,pota,nutrient,23.662091095160577,143550799.05924112,1.6483426947275723e-7,802822.968552351,2.053183278624752e-7
AGO,Angola,rice,nutrient,0.0013088580453768373,143550799.05924112,9.117734306980016e-12,65360.9423841238,1.394982075594234e-10
AGO,Angola,sorg,nutrient,33.52076226841018,143550799.05924112,2.3351149898215962e-7,79830.60310285166,2.9250874965996376e-6
AGO,Angola,soyb,nutrient,0,143550799.05924112,0,15075.83331477642,0
AGO,Angola,spis,nutrient,0,143550799.05924112,0,0,0
AGO,Angola,sugb,nutrient,0,143550799.05924112,0,0,0
AGO,Angola,sugc,nutrient,440.106184206903,143550799.05924112,3.0658567356722147e-6,567045.8270800114,5.406717745300709e-6
AGO,Angola,swpo,nutrient,3.7194920416222885,143550799.05924112,2.591063279339402e-8,1319699.32926023,1.963373945784944e-8
AGO,Angola,tnut,nutrient,0.048030432268546974,143550799.05924112,3.345884006450259e-10,2343.9931594356894,1.4274290831359646e-7
AGO,Angola,vege,nutrient,967.6774911134271,143550799.05924112,6.7410108299995045e-6,814274.673896119,8.27854659625517e-6
AGO,Angola,whea,nutrient,6.488038084236905,143550799.05924112,4.5196809260249364e-8,2824.03163780272,1.6004356557214568e-5
AGO,Angola,xfru,nutrient,406.08218758844305,143550799.05924112,2.8288396180982557e-6,943128.8340935112,2.999420138413217e-6
AGO,Angola,xmil,nutrient,32.02797506321804,143550799.05924112,2.2311248194446208e-7,74644.6336132288,2.9889956068445525e-6
AGO,Angola,xoil,nutrient,48.84440050915873,143550799.05924112,3.4025864592367356e-7,201338.0381256938,1.6899868951303314e-6
AGO,Angola,xpul,nutrient,0.035995781436611196,143550799.05924112,2.507529158493664e-10,320769.16196912527,7.817238861430885e-10
AGO,Angola,yams,nutrient,0.0034464208874851465,143550799.05924112,2.4008371322704124e-11,49.700000286102295,4.830658186015671e-7
AIA,Anguilla,bana,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,barl,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,cass,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,cnut,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,coco,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,maiz,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,ocer,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,ofib,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,oilp,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,orts,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,plnt,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,pota,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,rice,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,sorg,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,soyb,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,spis,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,sugb,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,sugc,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,swpo,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,tnut,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,vege,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,whea,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,xfru,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,xmil,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,xoil,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,xpul,nutrient,0,143550799.05924112,0,0,0
AIA,Anguilla,yams,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,bana,nutrient,0,143550799.05924112,0,269.0146732330322,0
ATG,Antigua and Barbuda,barl,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,cass,nutrient,0,143550799.05924112,0,131.8771448135376,0
ATG,Antigua and Barbuda,cnut,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,coco,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,maiz,nutrient,0,143550799.05924112,0,77.32540027797222,0
ATG,Antigua and Barbuda,ocer,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,ofib,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,oilp,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,orts,nutrient,0,143550799.05924112,0,40.34878143668175,0
ATG,Antigua and Barbuda,plnt,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,pota,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,rice,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,sorg,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,soyb,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,spis,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,sugb,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,sugc,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,swpo,nutrient,0,143550799.05924112,0,272.3263918161392,0
ATG,Antigua and Barbuda,tnut,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,vege,nutrient,2.8520910814404488,143550799.05924112,1.9868165834893307e-8,2501.002838373184,7.944079682779113e-6
ATG,Antigua and Barbuda,whea,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,xfru,nutrient,0,143550799.05924112,0,10239.09715270996,0
ATG,Antigua and Barbuda,xmil,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,xoil,nutrient,0,143550799.05924112,0,102.19999620318411,0
ATG,Antigua and Barbuda,xpul,nutrient,0,143550799.05924112,0,0,0
ATG,Antigua and Barbuda,yams,nutrient,0,143550799.05924112,0,138.98919224739075,0
ARG,Argentina,bana,nutrient,141.66686984710395,143550799.05924112,9.868762192583847e-7,174472.09889799356,5.656355517539624e-6
ARG,Argentina,barl,nutrient,14012.705731776543,143550799.05924112,9.761496155792016e-5,3538369.2814974487,2.7587556241899436e-5
ARG,Argentina,cass,nutrient,353.3636288270354,143550799.05924112,2.4615929074780553e-6,199148.89594136176,1.2360565173320655e-5
ARG,Argentina,cnut,nutrient,0,143550799.05924112,0,0,0
ARG,Argentina,coco,nutrient,0,143550799.05924112,0,0,0
ARG,Argentina,maiz,nutrient,35674.431979465764,143550799.05924112,2.4851433926705973e-4,43389575.45082104,5.727512580728817e-6
ARG,Argentina,ocer,nutrient,2666.9075401574373,143550799.05924112,1.857814486324696e-5,622686.1293113977,2.9835488520985283e-5
ARG,Argentina,ofib,nutrient,13.982052024803124,143550799.05924112,9.740142246810452e-8,4062.926116682589,2.3973220204071427e-5
ARG,Argentina,oilp,nutrient,0,143550799.05924112,0,0,0
ARG,Argentina,orts,nutrient,0.058392735198140144,143550799.05924112,4.067740171480508e-10,2.099999964237213,1.9370191622636722e-4
ARG,Argentina,plnt,nutrient,0,143550799.05924112,0,0,0
ARG,Argentina,pota,nutrient,10043.063628723845,143550799.05924112,6.996173963879666e-5,2229688.4399572015,3.137736124251493e-5
ARG,Argentina,rice,nutrient,3888.2578554891516,143550799.05924112,2.708628500134318e-5,1587800.0067810563,1.70590029510424e-5
ARG,Argentina,sorg,nutrient,16090.222573503386,143550799.05924112,1.1208730762176537e-4,2215479.726599917,5.059279318876236e-5
ARG,Argentina,soyb,nutrient,25750.81602214696,143550799.05924112,1.7938469302090064e-4,46322644.621382385,3.872505434158594e-6
ARG,Argentina,spis,nutrient,2.8219519654890064,143550799.05924112,1.96582114762345e-8,146592.8034434691,1.341007949535213e-7
ARG,Argentina,sugb,nutrient,0,143550799.05924112,0,18.99999952316284,0
ARG,Argentina,sugc,nutrient,26445.075045883656,143550799.05924112,1.8422102293537353e-4,21973158.756204724,8.383911706975387e-6
ARG,Argentina,swpo,nutrient,0.622855837456882,143550799.05924112,4.338922817140428e-9,336229.6508985609,1.2904640639351179e-8
ARG,Argentina,tnut,nutrient,4.426485644038621,143550799.05924112,3.083567401259732e-8,190919.88384538144,1.6151106627306523e-7
ARG,Argentina,vege,nutrient,12863.910788226407,143550799.05924112,8.96122548430934e-5,3334165.6214010715,2.6876965639588366e-5
ARG,Argentina,whea,nutrient,126486.251303297,143550799.05924112,8.811253725665307e-4,22859942.19550124,3.854451446250521e-5
ARG,Argentina,xfru,nutrient,12682.962857283186,143550799.05924112,8.835173987467064e-5,7464743.2092021555,1.1835871295044029e-5
ARG,Argentina,xmil,nutrient,30.687333500012755,143550799.05924112,2.1377333808743611e-7,4470.493044197559,4.781873855388311e-5
ARG,Argentina,xoil,nutrient,2795.903188200493,143550799.05924112,1.9476751132863205e-5,6434662.738233723,3.0268487914891806e-6
ARG,Argentina,xpul,nutrient,2.0602242359309457,143550799.05924112,1.435188274417563e-8,568456.4776106998,2.5247109162162336e-8
ARG,Argentina,yams,nutrient,0,143550799.05924112,0,42.71867465972901,0
ARM,Armenia,bana,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,barl,nutrient,293.10865115886554,143550799.05924112,2.041846183230957e-6,116868.39823415875,1.7471328554874966e-5
ARM,Armenia,cass,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,cnut,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,coco,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,maiz,nutrient,266.25850872322917,143550799.05924112,1.8548033899368861e-6,12216.525211840868,1.518274106403937e-4
ARM,Armenia,ocer,nutrient,20.66050970205106,143550799.05924112,1.4392472795309762e-7,26826.603217095137,5.365000063123244e-6
ARM,Armenia,ofib,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,oilp,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,orts,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,plnt,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,pota,nutrient,433.46486259205267,143550799.05924112,3.0195921264998925e-6,599902.8040000349,5.033468932576812e-6
ARM,Armenia,rice,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,sorg,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,soyb,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,spis,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,sugb,nutrient,118.17376807332039,143550799.05924112,8.232191589860254e-7,66237.84045010805,1.2428230651723829e-5
ARM,Armenia,sugc,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,swpo,nutrient,0,143550799.05924112,0,0,0
ARM,Armenia,tnut,nutrient,0.13705524780380074,143550799.05924112,9.547508526736952e-10,6642.700697898865,1.4372931975930963e-7
ARM,Armenia,vege,nutrient,5188.777048449963,143550799.05924112,3.61459294023758e-5,797682.857655175,4.5313659502008605e-5
ARM,Armenia,whea,nutrient,3226.390182641335,143550799.05924112,2.2475598908438367e-5,195826.41203962264,1.1477307210168747e-4
ARM,Armenia,xfru,nutrient,1548.147137535736,143550799.05924112,1.0784664019159103e-5,809951.1279229224,1.331520340840294e-5
ARM,Armenia,xmil,nutrient,0,143550799.05924112,0,1.399999976158142,0
ARM,Armenia,xoil,nutrient,0.510573148727417,143550799.05924112,3.5567419483099613e-9,242.42965388298035,1.4671233041593105e-5
ARM,Armenia,xpul,nutrient,0.8774890243039408,143550799.05924112,6.112742179455338e-9,4996.703153476119,1.2233550786787905e-6
ARM,Armenia,yams,nutrient,0,143550799.05924112,0,0,0
ABW,Aruba,bana,nutrient,0,143550799.05924112,0,0,0
ABW,Aruba,barl,nutrient,0,143550799.05924112,0,0,0
ABW,Aruba,cass,nutrient,0,143550799.05924112,0,0,0
ABW,Aruba,cnut,nutrient,0,143550799.05924112,0,0,0
ABW,Aruba,coco,nutrient,0,143550799.05924112,0,0,0
ABW,Aruba,maiz,nutrient,0,143550799.05924112,0,0,0
