country,iso3c,SPAM_super,produced_used_water,produced_exported_water,produced_all_water
Afghanistan,AFG,barl,145.2423040300583,0,145.2423040300583
Afghanistan,AFG,maiz,480.2856806041798,0,480.2856806041798
Afghanistan,AFG,pota,56.64287152709251,0.3178612319140992,56.9607327590066
Afghanistan,AFG,rice,500.71911901435163,0,500.71911901435163
Afghanistan,AFG,spis,61.32681160653237,50.17648222352648,111.50329383005884
Afghanistan,AFG,sugb,0.028732951618868168,0,0.028732951618868168
Afghanistan,AFG,sugc,1.3582430554817648,0,1.3582430554817648
Afghanistan,AFG,tnut,119.30218783691448,78.16350237590947,197.46569021282394
Afghanistan,AFG,vege,756.8748058322076,43.40851624652161,800.2833220787293
Afghanistan,AFG,whea,1530.5500080584918,0.41596684551120844,1530.965974904003
Afghanistan,AFG,xfru,685.6394156915915,204.18728680470585,889.8267024962972
Afghanistan,AFG,xmil,0.4776204142040082,0,0.4776204142040082
Afghanistan,AFG,xoil,247.43484521096826,23.263105105304707,270.69795031627297
Afghanistan,AFG,xpul,54.23458316610214,29.24413798172174,83.47872114782388
Albania,ALB,barl,0.4974747507928177,0,0.4974747507928177
Albania,ALB,maiz,162.21368526792153,0,162.21368526792153
Albania,ALB,ocer,7.475579553918795,0,7.475579553918795
Albania,ALB,pota,10.78039097789181,0,10.78039097789181
Albania,ALB,soyb,0.04840761254654581,0,0.04840761254654581
Albania,ALB,sugb,0.4033342969185187,0,0.4033342969185187
Albania,ALB,tnut,15.888591510474297,3.666598040878684,19.55518955135298
Albania,ALB,vege,100.18289219455102,10.764231583580411,110.94712377813143
Albania,ALB,whea,3.1530351162316315,0.005560908494235682,3.1585960247258673
Albania,ALB,xfru,72.20555056312395,1.709785350310767,73.91533591343472
Albania,ALB,xoil,24.063934723569236,0.7292101431384617,24.7931448667077
Albania,ALB,xpul,2.7250922366748656,0,2.7250922366748656
Algeria,DZA,barl,52.80086126071646,0,52.80086126071646
Algeria,DZA,maiz,0.16804356333830248,0,0.16804356333830248
Algeria,DZA,ocer,20.445065062321518,0,20.445065062321518
Algeria,DZA,pota,707.2447883368488,0.14879966091665242,707.3935879977655
Algeria,DZA,sorg,0.41597250395892194,0,0.41597250395892194
Algeria,DZA,spis,16.92896480976405,0,16.92896480976405
Algeria,DZA,tnut,59.32360754439596,0,59.32360754439596
Algeria,DZA,vege,443.5878766958017,0.6745399926360288,444.2624166884377
Algeria,DZA,whea,220.27846056091514,0.2091515956712069,220.48761215658632
Algeria,DZA,xfru,2413.825959034825,27.192146852212044,2441.018105887037
Algeria,DZA,xoil,484.5453771825912,2.8526641213440986,487.39804130393526
