iso3c,Country,SPAM_super,cumulative_pressure,tonnes_producing_crop,cumulative_pressure_rate
ECU,Ecuador,plnt,2.0376720451083496e-4,786499.9412487596,2.590810168241145e-4
ECU,Ecuador,pota,8.839963345800495e-5,329719.91699421406,2.681052278062905e-4
ECU,Ecuador,rice,8.706525117611774e-4,992491.4690758586,8.772392900987557e-4
ECU,Ecuador,sorg,5.271071983742711e-6,14127.259661346674,3.731135485648919e-4
ECU,Ecuador,soyb,2.9518431513430857e-5,35985.11566282064,8.202955852641298e-4
ECU,Ecuador,spis,3.379232641482916e-6,3127.661848179996,0.0010804341407461648
ECU,Ecuador,sugb,1.0529701617651765e-6,4572.323923975229,2.3029211824732501e-4
ECU,Ecuador,sugc,8.805560786672175e-4,8997920.796445847,9.786217267160594e-5
ECU,Ecuador,swpo,1.91260542269346e-6,3928.1664314866066,4.868952107942225e-4
ECU,Ecuador,tnut,0,0,0
ECU,Ecuador,vege,3.483753477727887e-4,377044.7275136858,9.239629209777068e-4
ECU,Ecuador,whea,9.403692237435904e-6,6323.24792444706,0.0014871617165411425
ECU,Ecuador,xfru,2.829823112839326e-4,917659.1094501911,3.083741101349491e-4
ECU,Ecuador,xmil,0,0,0
ECU,Ecuador,xoil,2.2270501628792736e-5,29925.335434123874,7.442022388627154e-4
ECU,Ecuador,xpul,4.997020911898952e-5,26829.596445158124,0.0018625031957201698
ECU,Ecuador,yams,0,0,0
EGY,Egypt,bana,3.8326605356911735e-4,1417241.2756813765,2.7043105513904254e-4
EGY,Egypt,barl,2.1455165792080052e-4,107928.1460254416,0.0019879120120364605
EGY,Egypt,cass,0,0,0
EGY,Egypt,cnut,0,0,0
EGY,Egypt,coco,0,0,0
EGY,Egypt,maiz,0.008085095498033514,8736734.452907264,9.25413899393851e-4
EGY,Egypt,ocer,5.011132189518269e-5,92485.82290840147,5.41827064076764e-4
EGY,Egypt,ofib,6.611990143789958e-5,10027.104900099335,0.006594116855927632
EGY,Egypt,oilp,0,0,0
EGY,Egypt,orts,3.665771887533921e-5,107782.44369587302,3.4010844084009977e-4
EGY,Egypt,plnt,0,0,0
EGY,Egypt,pota,0.0014199414163143824,5155302.424310446,2.754331946887303e-4
EGY,Egypt,rice,0.005925876500999837,5929001.732811868,9.994728907237898e-4
EGY,Egypt,sorg,4.6320160965187667e-4,890558.9385951757,5.201245976853147e-4
EGY,Egypt,soyb,3.7610939094173424e-5,26758.186778649688,0.0014055862381595725
EGY,Egypt,spis,4.3899799955476426e-4,90310.37888355552,0.00486099167096619
EGY,Egypt,sugb,0.0011792074048735625,9536750.18806076,1.236487673075294e-4
EGY,Egypt,sugc,0.002295566429590097,15326577.480939388,1.4977684564247535e-4
EGY,Egypt,swpo,4.144337960386437e-5,320301.76477634907,1.293885459319971e-4
EGY,Egypt,tnut,8.61946078567533e-5,27904.548892293125,0.003088908843839405
EGY,Egypt,vege,0.0037880665688144037,16038066.79218912,2.3619221804583535e-4
EGY,Egypt,whea,0.007756706249781775,9427998.37555462,8.227309701170235e-4
EGY,Egypt,xfru,0.008642123871314822,13761717.970074654,6.279829226341819e-4
EGY,Egypt,xmil,0,0,0
EGY,Egypt,xoil,0.002922349028184776,1839309.9287535995,0.0015888290399025322
EGY,Egypt,xpul,6.724322611875809e-4,396186.52241299674,0.0016972618278181036
EGY,Egypt,yams,0,0,0
ERI,Eritrea,bana,2.115861964038103e-9,0.8999999761581421,0.0023509578000992276
ERI,Eritrea,barl,3.225642985520852e-5,50508.20150247961,6.386374667018178e-4
ERI,Eritrea,cass,0,0,0
ERI,Eritrea,cnut,0,0,0
ERI,Eritrea,coco,0,0,0
ERI,Eritrea,maiz,1.1406232292363735e-5,17947.83057742566,6.355215045717121e-4
ERI,Eritrea,ocer,2.8798000261767978e-5,36646.57711973786,7.858305611373828e-4
ERI,Eritrea,ofib,4.638166611883504e-8,10.963353633880615,0.004230609325188544
ERI,Eritrea,oilp,0,0,0
ERI,Eritrea,orts,1.251482206588847e-5,54476.70336776972,2.2972796245399583e-4
ERI,Eritrea,plnt,0,0,0
ERI,Eritrea,pota,5.181612142234778e-8,365.5124981105328,1.4176292654889826e-4
ERI,Eritrea,rice,3.715423561625571e-9,4.100000023841858,9.062008634195265e-4
ERI,Eritrea,sorg,1.7058017809913834e-4,235324.6681062728,7.248716399850789e-4
ERI,Eritrea,soyb,0,1.023647665977478,0
ERI,Eritrea,spis,6.409318615819816e-7,586.8541633635759,0.00109214844435704
ERI,Eritrea,sugb,0,0,0
ERI,Eritrea,sugc,0,0,0
ERI,Eritrea,swpo,0,0,0
ERI,Eritrea,tnut,0,0.10579311847686768,0
ERI,Eritrea,vege,3.462534819977873e-5,63000.455897420645,5.496047243873413e-4
ERI,Eritrea,whea,1.847189624668068e-5,18411.969612419605,0.001003254764999213
ERI,Eritrea,xfru,8.027018345238897e-6,4657.681136190891,0.0017233937039759426
ERI,Eritrea,xmil,3.913596745326929e-5,27868.39999997616,0.0014043133962948272
ERI,Eritrea,xoil,4.356245622976147e-5,20124.53149484098,0.0021646444907762906
ERI,Eritrea,xpul,3.561334577711851e-5,36808.83773099631,9.675216054738101e-4
ERI,Eritrea,yams,0,0,0
ESH,Western Sahara,bana,0,0,0
ESH,Western Sahara,barl,8.749994691693316e-6,1866.651799917221,0.004687534489336119
ESH,Western Sahara,cass,0,0,0
ESH,Western Sahara,cnut,0,0,0
ESH,Western Sahara,coco,0,0,0
ESH,Western Sahara,maiz,0,0,0
ESH,Western Sahara,ocer,0,0,0
ESH,Western Sahara,ofib,0,0,0
ESH,Western Sahara,oilp,0,0,0
ESH,Western Sahara,orts,0,0,0
ESH,Western Sahara,plnt,0,0,0
ESH,Western Sahara,pota,0,0,0
ESH,Western Sahara,rice,0,0,0
ESH,Western Sahara,sorg,0,0,0
ESH,Western Sahara,soyb,0,0,0
ESH,Western Sahara,spis,0,0,0
ESH,Western Sahara,sugb,0,0,0
ESH,Western Sahara,sugc,0,0,0
ESH,Western Sahara,swpo,0,0,0
ESH,Western Sahara,tnut,0,0,0
ESH,Western Sahara,vege,0,0,0
ESH,Western Sahara,whea,0,0,0
ESH,Western Sahara,xfru,0,0,0
ESH,Western Sahara,xmil,0,0,0
ESH,Western Sahara,xoil,0,0,0
ESH,Western Sahara,xpul,0,0,0
ESH,Western Sahara,yams,0,0,0
ESP,Spain,bana,3.961817406250217e-5,387661.9747803211,1.021977306001004e-4
ESP,Spain,barl,0.0028345111406042948,5614756.162531026,5.048324555071241e-4
ESP,Spain,cass,0,0,0
ESP,Spain,cnut,0,0,0
ESP,Spain,coco,0,0,0
ESP,Spain,maiz,0.0017068315755660551,4156560.542209983,4.1063556231964746e-4
ESP,Spain,ocer,0.0016871869515281265,1383544.2267565727,0.0012194673064289242
ESP,Spain,ofib,2.099984202937749e-8,36.87272644042969,5.695223558611571e-4
ESP,Spain,oilp,0,0,0
ESP,Spain,orts,7.285298244212687e-7,6958.907464951277,1.0469025893655415e-4
ESP,Spain,plnt,0,0,0
ESP,Spain,pota,2.56423079338218e-4,2401331.946543008,1.067836871563585e-4
ESP,Spain,rice,0.0010793312698343645,826705.3343408033,0.0013055815960048203
ESP,Spain,sorg,6.897823055018953e-6,29091.81232712418,2.371053056941271e-4
ESP,Spain,soyb,5.893355684843508e-6,5285.089124441147,0.0011150910696263198
ESP,Spain,spis,8.036742394059998e-5,18331.047811375,0.0043842242280732815
ESP,Spain,sugb,2.524897506155832e-4,3708288.873437226,6.808794008044728e-5
ESP,Spain,sugc,0,0,0
ESP,Spain,swpo,9.34448813255535e-6,62976.464784026146,1.4838063972948766e-4
ESP,Spain,tnut,5.729959609024614e-4,319258.6181733683,0.0017947705348749744
ESP,Spain,vege,0.002015525512307647,13398141.361513851,1.504332174085909e-4
ESP,Spain,whea,0.0019637503301345597,4820855.566469885,4.073447758511739e-4
ESP,Spain,xfru,0.005430462194487946,17371926.34458536,3.12599885975257e-4
ESP,Spain,xmil,3.620818081387839e-7,1402.119646653533,2.5823888068537645e-4
ESP,Spain,xoil,0.013753090408262144,7961968.686415166,0.0017273479650488804
ESP,Spain,xpul,2.788925356535931e-4,423255.1544293016,6.589229516404576e-4
ESP,Spain,yams,0,0,0
EST,Estonia,bana,0,0,0
EST,Estonia,barl,1.346699165399454e-4,515166.6302717328,2.614104032105333e-4
EST,Estonia,cass,0,0,0
EST,Estonia,cnut,0,0,0
EST,Estonia,coco,0,0,0
EST,Estonia,maiz,0,0,0
EST,Estonia,ocer,4.9968490827226864e-5,214238.03043299913,2.3323819177311766e-4
EST,Estonia,ofib,3.4401398139595416e-8,3.113425530493259,0.01104937240433858
EST,Estonia,oilp,0,0,0
EST,Estonia,orts,2.3191344334805806e-8,59.50000023841858,3.897704914601224e-4
EST,Estonia,plnt,0,0,0
EST,Estonia,pota,9.797106694729042e-6,88739.45427447557,1.1040305323972469e-4
EST,Estonia,rice,0,0,0
EST,Estonia,sorg,0,0,0
EST,Estonia,soyb,0,0,0
EST,Estonia,spis,0,0.5592618584632874,0
EST,Estonia,sugb,4.309533249351259e-9,79.59999966621399,5.413986516862297e-5
EST,Estonia,sugc,0,0,0
EST,Estonia,swpo,0,0,0
EST,Estonia,tnut,0,0.20567475259304047,0
EST,Estonia,vege,3.912414406948405e-6,69543.76744580269,5.625830395221906e-5
EST,Estonia,whea,2.791390061106363e-4,754302.9288812876,3.700622063401364e-4
EST,Estonia,xfru,5.58459674345126e-6,8708.26625752449,6.412983455375881e-4
EST,Estonia,xmil,0,0,0
EST,Estonia,xoil,9.365168713060116e-5,173727.39800652117,5.390726402699348e-4
EST,Estonia,xpul,1.0738874383423553e-5,58738.427907533944,1.828253626455358e-4
EST,Estonia,yams,0,0,0
ETH,Ethiopia,bana,1.9434535476315864e-4,497222.365898788,3.908620530612225e-4
ETH,Ethiopia,barl,3.8081716675406193e-4,2010551.116057761,1.8940934339473986e-4
ETH,Ethiopia,cass,2.385390201077468e-9,26.600000381469727,8.96763220627318e-5
ETH,Ethiopia,cnut,0,0,0
ETH,Ethiopia,coco,0,0,0
ETH,Ethiopia,maiz,0.001184956296255514,7992831.880114257,1.482523733801561e-4
ETH,Ethiopia,ocer,0.0014850798926400487,5115949.389786571,2.9028432056127195e-4
ETH,Ethiopia,ofib,1.8260720260665568e-4,21876.962709516287,0.008347008907558413
ETH,Ethiopia,oilp,0,0,0
ETH,Ethiopia,orts,3.4542012123523326e-4,5590234.937005125,6.178991135930439e-5
ETH,Ethiopia,plnt,8.017034768009277e-11,1.2999999523162842,6.166950047747977e-5
ETH,Ethiopia,pota,1.397533596309954e-4,1005809.5376175046,1.3894614676455936e-4
ETH,Ethiopia,rice,9.648874891928987e-5,138910.175522089,6.94612533290958e-4
ETH,Ethiopia,sorg,0.0012177976683648629,4386411.034818232,2.7762962902890085e-4
ETH,Ethiopia,soyb,2.574900200740667e-4,101726.51834487916,0.0025311985926925076
ETH,Ethiopia,spis,1.4969709434405033e-4,295977.87074646354,5.057712387973822e-4
ETH,Ethiopia,sugb,0,0,0
ETH,Ethiopia,sugc,1.0466392320052035e-4,1198887.9854970276,8.730083583007084e-5
ETH,Ethiopia,swpo,6.170428038270531e-5,1464703.465076208,4.212748986669111e-5
ETH,Ethiopia,tnut,2.1775619864705782e-5,51245.172160770744,4.2493017286368833e-4
ETH,Ethiopia,vege,5.057893333290409e-4,1564923.1010855138,3.2320395358608904e-4
ETH,Ethiopia,whea,0.0012481519041814537,4953159.676387131,2.519910492956012e-4
ETH,Ethiopia,xfru,1.4133331527175672e-4,445307.09107629955,3.1738393145762974e-4
ETH,Ethiopia,xmil,2.552566486694781e-4,881432.5032994151,2.8959296113314483e-4
ETH,Ethiopia,xoil,8.658444765921082e-4,970546.0469553472,8.921209656237402e-4
ETH,Ethiopia,xpul,6.975598629838494e-4,3023075.248483315,2.3074512066274797e-4
ETH,Ethiopia,yams,5.578655124814108e-5,1457498.3199882803,3.8275550978741204e-5
FIN,Finland,bana,0,0,0
FIN,Finland,barl,5.998851387295044e-4,1820174.02811566,3.2957570510471304e-4
FIN,Finland,cass,0,0,0
FIN,Finland,cnut,0,0,0
FIN,Finland,coco,0,0,0
FIN,Finland,maiz,0,0,0
FIN,Finland,ocer,2.4101593728598095e-4,1346917.1889854595,1.789389423914931e-4
FIN,Finland,ofib,0,0,0
FIN,Finland,oilp,0,0,0
FIN,Finland,orts,0,0,0
FIN,Finland,plnt,0,0,0
FIN,Finland,pota,6.264265209841093e-5,626497.6382961571,9.99886484309436e-5
FIN,Finland,rice,0,0,0
FIN,Finland,sorg,1.0256832008025569e-10,0,0
FIN,Finland,soyb,0,0,0
FIN,Finland,spis,5.726768898979982e-11,0.838892787694931,6.826580205458339e-5
FIN,Finland,sugb,2.7753396074370245e-5,463910.21794098616,5.9824929482154115e-5
FIN,Finland,sugc,0,0,0
FIN,Finland,swpo,0,0,0
FIN,Finland,tnut,1.6636239856676374e-10,0.3085121288895607,5.392410313512087e-4
FIN,Finland,vege,1.9613876767033714e-5,280916.9537143707,6.982090795052763e-5
FIN,Finland,whea,4.972491509902632e-4,945580.5927948208,5.258664938549136e-4
FIN,Finland,xfru,5.575650414536965e-6,18662.537470325828,2.987616460731811e-4
FIN,Finland,xmil,0,0,0
FIN,Finland,xoil,1.1913116805375423e-4,73770.78746792674,0.0016148826946648601
FIN,Finland,xpul,3.860003894226527e-6,8960.531921826303,4.307784323410786e-4
FIN,Finland,yams,0,0,0
FJI,Fiji,bana,6.268292523699586e-7,3735.647596701979,1.6779667678593546e-4
FJI,Fiji,barl,0,0,0
FJI,Fiji,cass,3.186165735880078e-6,71994.3061375618,4.425580169898672e-5
FJI,Fiji,cnut,3.361069717195813e-5,53299.828537706286,6.30596722242374e-4
FJI,Fiji,coco,3.8936050311827975e-8,19.80000078678131,0.001966467109325677
FJI,Fiji,maiz,2.873217761767031e-7,834.8101931288838,3.441761714717639e-4
FJI,Fiji,ocer,0,0,0
FJI,Fiji,ofib,0,0,0
FJI,Fiji,oilp,0,0,0
FJI,Fiji,orts,5.129916925507033e-6,51370.08822888136,9.986194500290706e-5
FJI,Fiji,plnt,0,0,0
FJI,Fiji,pota,7.181133481374875e-9,45.71566832065582,1.5708254401981925e-4
FJI,Fiji,rice,6.358259914757493e-6,10759.278734087944,5.909559620026405e-4
FJI,Fiji,sorg,7.772209323887425e-9,25.83333291113377,3.0085972068039747e-4
FJI,Fiji,soyb,0,0,0
FJI,Fiji,spis,7.961842546868478e-6,6871.107735812664,0.0011587422076604667
FJI,Fiji,sugb,0,0,0
FJI,Fiji,sugc,1.253386099395388e-4,1683709.4548950195,7.444194696130263e-5
FJI,Fiji,swpo,2.9638976362229937e-6,7887.904378175736,3.757522269696257e-4
FJI,Fiji,tnut,0,0,0
FJI,Fiji,vege,3.0984083475390845e-6,31305.165242016315,9.897434891608708e-5
FJI,Fiji,whea,0,0,0
FJI,Fiji,xfru,3.2977260110366903e-6,19757.502920493484,1.6691006066440317e-4
FJI,Fiji,xmil,0,0,0
FJI,Fiji,xoil,2.43680507251223e-7,338.0076455399394,7.209319388677243e-4
FJI,Fiji,xpul,2.5136489284121247e-6,1792.7999806404114,0.0014020799618227444
FJI,Fiji,yams,1.6793030820931354e-6,7681.279387831688,2.1862283576788084e-4
FLK,Falkland Islands,bana,0,0,0
FLK,Falkland Islands,barl,0,0,0
FLK,Falkland Islands,cass,0,0,0
FLK,Falkland Islands,cnut,0,0,0
FLK,Falkland Islands,coco,0,0,0
FLK,Falkland Islands,maiz,0,0,0
FLK,Falkland Islands,ocer,0,0,0
FLK,Falkland Islands,ofib,0,0,0
FLK,Falkland Islands,oilp,0,0,0
FLK,Falkland Islands,orts,0,0,0
FLK,Falkland Islands,plnt,0,0,0
FLK,Falkland Islands,pota,0,0,0
FLK,Falkland Islands,rice,0,0,0
FLK,Falkland Islands,sorg,0,0,0
FLK,Falkland Islands,soyb,0,0,0
FLK,Falkland Islands,spis,0,0,0
FLK,Falkland Islands,sugb,0,0,0
FLK,Falkland Islands,sugc,0,0,0
FLK,Falkland Islands,swpo,0,0,0
FLK,Falkland Islands,tnut,0,0,0
FLK,Falkland Islands,vege,0,0,0
FLK,Falkland Islands,whea,0,0,0
FLK,Falkland Islands,xfru,0,0,0
FLK,Falkland Islands,xmil,0,0,0
FLK,Falkland Islands,xoil,0,0,0
FLK,Falkland Islands,xpul,0,0,0
FLK,Falkland Islands,yams,0,0,0
FRA,France,bana,0,14.34161138534546,0
FRA,France,barl,0.002506163682565015,12626570.856030963,1.9848331832454487e-4
FRA,France,cass,0,0,0
FRA,France,cnut,0,0,0
FRA,France,coco,0,0,0
FRA,France,maiz,0.0030526380661087668,15644813.616300322,1.951214083450777e-4
FRA,France,ocer,7.740187658729668e-4,2797747.082290493,2.766578761791734e-4
FRA,France,ofib,7.653236858633205e-5,104272.35355256498,7.339660607905156e-4
FRA,France,oilp,0,0,0
FRA,France,orts,0,0,0
FRA,France,plnt,0,0,0
FRA,France,pota,5.897662626247323e-4,9195661.899828017,6.413527041873544e-5
FRA,France,rice,7.772773070136192e-5,98932.73943072556,7.85662371714555e-4
FRA,France,sorg,7.413143270587383e-5,324099.3247567117,2.2873059905793172e-4
FRA,France,soyb,7.307114330152973e-5,363250.1999734938,2.011592651755228e-4
FRA,France,spis,0,0.02452372480183839,0
FRA,France,sugb,0.0018753435185786124,50828336.48610401,3.68956304342424e-5
FRA,France,sugc,0,0,0
FRA,France,swpo,0,0,0
FRA,France,tnut,6.341259181976998e-5,47289.401630382985,0.0013409472235535332
FRA,France,vege,6.859965932674116e-4,5715131.781653583,1.2003163172362217e-4
FRA,France,whea,0.014915207191989497,37953666.0523244,3.9298462423700554e-4
FRA,France,xfru,0.001910056470180538,8961978.2135154,2.131288901483844e-4
FRA,France,xmil,8.510427397482927e-6,40611.00560334325,2.0955963219936412e-4
FRA,France,xoil,0.003086266507836488,7727379.821410954,3.9939365983862845e-4
FRA,France,xpul,2.737822397135279e-4,816255.3780220747,3.354124788457122e-4
FRA,France,yams,0,0,0
FRO,Faroe Islands,bana,0,0,0
FRO,Faroe Islands,barl,0,0,0
FRO,Faroe Islands,cass,0,0,0
FRO,Faroe Islands,cnut,0,0,0
FRO,Faroe Islands,coco,0,0,0
FRO,Faroe Islands,maiz,0,0,0
FRO,Faroe Islands,ocer,0,0,0
FRO,Faroe Islands,ofib,0,0,0
FRO,Faroe Islands,oilp,0,0,0
FRO,Faroe Islands,orts,0,0,0
FRO,Faroe Islands,plnt,0,0,0
FRO,Faroe Islands,pota,0,0,0
FRO,Faroe Islands,rice,0,0,0
FRO,Faroe Islands,sorg,0,0,0
FRO,Faroe Islands,soyb,0,0,0
FRO,Faroe Islands,spis,0,0,0
FRO,Faroe Islands,sugb,0,0,0
FRO,Faroe Islands,sugc,0,0,0
FRO,Faroe Islands,swpo,0,0,0
FRO,Faroe Islands,tnut,0,0,0
FRO,Faroe Islands,vege,0,0,0
FRO,Faroe Islands,whea,0,0,0
FRO,Faroe Islands,xfru,0,0,0
FRO,Faroe Islands,xmil,0,0,0
FRO,Faroe Islands,xoil,0,0,0
FRO,Faroe Islands,xpul,0,0,0
FRO,Faroe Islands,yams,0,0,0
FSM,Micronesia,bana,3.5100155088011384e-7,1255.724006652832,2.7952125548329557e-4
FSM,Micronesia,barl,0,0,0
FSM,Micronesia,cass,5.599629600104448e-7,6171.891555786133,9.072793242542976e-5
FSM,Micronesia,cnut,9.2804503751035e-6,26975.128051757812,3.440373056727249e-4
FSM,Micronesia,coco,4.5312612854333364e-8,20.124242424964905,0.0022516431623841554
FSM,Micronesia,maiz,3.4633090025219697e-8,46.39436674118042,7.464934313777104e-4
FSM,Micronesia,ocer,0,0,0
FSM,Micronesia,ofib,0,0,0
FSM,Micronesia,oilp,0,0,0
FSM,Micronesia,orts,0,0,0
FSM,Micronesia,plnt,3.1705312322764365e-7,190.22338104248047,0.0016667410782528343
FSM,Micronesia,pota,0,0,0
FSM,Micronesia,rice,9.816230690035279e-8,92.40875816345216,0.0010622619419549365
FSM,Micronesia,sorg,2.721869965736107e-9,6.992307901382446,3.89266320094109e-4
FSM,Micronesia,soyb,0,0,0
FSM,Micronesia,spis,0,0,0
FSM,Micronesia,sugb,0,0,0
FSM,Micronesia,sugc,0,0,0
FSM,Micronesia,swpo,3.223787468011549e-7,1910.914123535156,1.6870394269982166e-4
FSM,Micronesia,tnut,0,0,0
FSM,Micronesia,vege,6.363885792798686e-6,2303.2212295532227,0.00276303713735443
FSM,Micronesia,whea,0,0,0
FSM,Micronesia,xfru,8.377037361355188e-7,182.4085717201233,0.0045924581736259676
FSM,Micronesia,xmil,0,0,0
FSM,Micronesia,xoil,0,0,0
FSM,Micronesia,xpul,0,0,0
FSM,Micronesia,yams,0,0,0
GAB,Gabon,bana,3.122339100130676e-6,20596.125165075064,1.5159837469939442e-4
GAB,Gabon,barl,0,0,0
GAB,Gabon,cass,3.074869211779805e-5,309820.07254326344,9.924693343909886e-5
GAB,Gabon,cnut,1.5973034917606786e-9,6.200000107288361,2.5762959098710034e-4
GAB,Gabon,coco,2.4293576658106906e-6,1240.6240240335464,0.001958173966285374
GAB,Gabon,maiz,2.1011320740844548e-5,46068.40028359741,4.5608965389504956e-4
GAB,Gabon,ocer,2.5091028335338177e-9,2.800000011920929,8.961081510183485e-4
GAB,Gabon,ofib,7.497587095636926e-11,0.10000000149011612,7.497586983914174e-4
GAB,Gabon,oilp,5.036347698788265e-6,26484.245139226317,1.9016391338746655e-4
GAB,Gabon,orts,8.874929741679072e-6,90820.07784289122,9.771990899448169e-5
GAB,Gabon,plnt,4.524079053266635e-5,284926.82486984134,1.5878038353648514e-4
GAB,Gabon,pota,0,0,0
GAB,Gabon,rice,1.6485914249729516e-6,1813.6603494286535,9.089857566177138e-4
GAB,Gabon,sorg,0,0,0
GAB,Gabon,soyb,3.214198540073854e-6,4000.4983743727207,8.034495303545377e-4
GAB,Gabon,spis,0,0,0
GAB,Gabon,sugb,0,0,0
GAB,Gabon,sugc,2.070553663504741e-5,297104.34139847755,6.969112782932061e-5
GAB,Gabon,swpo,1.1295811320965845e-6,4240.294096201658,2.663921667858918e-4
GAB,Gabon,tnut,0,0,0
GAB,Gabon,vege,1.3725830295380035e-5,52798.598463475704,2.5996580770747357e-4
GAB,Gabon,whea,0,0,0
GAB,Gabon,xfru,1.1169300202189815e-5,23593.648068368435,4.7340284850498756e-4
GAB,Gabon,xmil,0,0,0
GAB,Gabon,xoil,1.3363878920967742e-5,18886.82136274129,7.075769217223149e-4
GAB,Gabon,xpul,1.950544637904493e-7,362.8807974681258,5.375166312226323e-4
GAB,Gabon,yams,1.7325251389210414e-5,224186.01488643885,7.728069655900034e-5
GBR,United Kingdom,bana,0,0,0
GBR,United Kingdom,barl,0.0015692550983886996,7911336.208237261,1.9835525340900008e-4
GBR,United Kingdom,cass,0,0,0
GBR,United Kingdom,cnut,0,0,0
GBR,United Kingdom,coco,0,0,0
GBR,United Kingdom,maiz,0,0,0
GBR,United Kingdom,ocer,1.2184944079246765e-4,959724.0646092668,1.2696299414152577e-4
GBR,United Kingdom,ofib,6.829225192855457e-6,12691.668441668153,5.380872675836972e-4
GBR,United Kingdom,oilp,0,0,0
GBR,United Kingdom,orts,0,0,0
GBR,United Kingdom,plnt,0,0,0
GBR,United Kingdom,pota,5.0716756196472e-4,6421440.317701876,7.89803434856538e-5
GBR,United Kingdom,rice,0,0,0
GBR,United Kingdom,sorg,0,0,0
GBR,United Kingdom,soyb,0,0,0
GBR,United Kingdom,spis,0,0,0
GBR,United Kingdom,sugb,3.201552040013608e-4,10696281.747187018,2.9931448289080213e-5
GBR,United Kingdom,sugc,0,0,0
GBR,United Kingdom,swpo,0,0,0
GBR,United Kingdom,tnut,0,0,0
GBR,United Kingdom,vege,2.2994656445793045e-4,2646095.6749944687,8.69003213417108e-5
GBR,United Kingdom,whea,0.0033461111293113495,14694800.882822424,2.2770714322660924e-4
GBR,United Kingdom,xfru,4.109171139584145e-5,631717.1672281027,6.504764082341918e-5
GBR,United Kingdom,xmil,0,0,0
GBR,United Kingdom,xoil,0.001106939892682809,2277717.4767508656,4.8598647724380827e-4
GBR,United Kingdom,xpul,2.478603787857895e-4,1060922.9904055595,2.3362711622550454e-4
GBR,United Kingdom,yams,0,0,0
GEO,Georgia,bana,0,0,0
GEO,Georgia,barl,1.5451658770242443e-5,46287.736476413906,3.338175496681696e-4
GEO,Georgia,cass,0,0,0
GEO,Georgia,cnut,0,0,0
GEO,Georgia,coco,0,0,0
GEO,Georgia,maiz,9.090358295441129e-5,235721.72135147452,3.856393990050194e-4
GEO,Georgia,ocer,6.955198225395966e-6,13421.163248479366,5.182261847671063e-4
GEO,Georgia,ofib,0,0,0
GEO,Georgia,oilp,0,0,0
GEO,Georgia,orts,0,0,0
GEO,Georgia,plnt,0,0,0
GEO,Georgia,pota,3.286240376387628e-5,188789.50652190295,1.7406901670175007e-4
GEO,Georgia,rice,0,0,0
GEO,Georgia,sorg,0,0,0
GEO,Georgia,soyb,7.890438280996318e-7,4136.511770904064,1.9075101723382276e-4
GEO,Georgia,spis,5.3694060698193296e-6,5103.613550147042,0.0010520792801141125
GEO,Georgia,sugb,3.353441413063504e-9,701.176376581192,4.782593260506397e-6
GEO,Georgia,sugc,0,0,0
GEO,Georgia,swpo,0,0,0
GEO,Georgia,tnut,2.1654546185642825e-5,30034.51145940274,7.209887936720061e-4
GEO,Georgia,vege,4.312313467712029e-5,126829.08204943688,3.400098303976628e-4
GEO,Georgia,whea,5.7769909510252805e-5,133520.0221733451,4.3266851345524673e-4
GEO,Georgia,xfru,1.5893169299634408e-4,513770.067088902,3.093440104381223e-4
GEO,Georgia,xmil,0,0,0
GEO,Georgia,xoil,7.63840501225723e-6,3876.884718835354,0.0019702430085545247
GEO,Georgia,xpul,4.718587313799932e-6,8295.398973949254,5.688198154926741e-4
GEO,Georgia,yams,0,0,0
GGY,Guernsey,bana,0,0,0
GGY,Guernsey,barl,0,0,0
GGY,Guernsey,cass,0,0,0
GGY,Guernsey,cnut,0,0,0
GGY,Guernsey,coco,0,0,0
GGY,Guernsey,maiz,0,0,0
GGY,Guernsey,ocer,0,27,0
GGY,Guernsey,ofib,0,0,0
GGY,Guernsey,oilp,0,0,0
GGY,Guernsey,orts,0,0,0
GGY,Guernsey,plnt,0,0,0
GGY,Guernsey,pota,0,0,0
GGY,Guernsey,rice,0,0,0
GGY,Guernsey,sorg,0,0,0
GGY,Guernsey,soyb,0,0,0
GGY,Guernsey,spis,0,0,0
GGY,Guernsey,sugb,0,0,0
GGY,Guernsey,sugc,0,0,0
GGY,Guernsey,swpo,0,0,0
GGY,Guernsey,tnut,0,0,0
GGY,Guernsey,vege,0,0,0
GGY,Guernsey,whea,0,0,0
GGY,Guernsey,xfru,0,21.600000381469727,0
GGY,Guernsey,xmil,0,0,0
GGY,Guernsey,xoil,0,1.399999976158142,0
GGY,Guernsey,xpul,0,0,0
GGY,Guernsey,yams,0,0,0
GHA,Ghana,bana,1.0608974982659651e-5,88049.79494321346,1.204883553618923e-4
GHA,Ghana,barl,0,0,0
GHA,Ghana,cass,6.478646866231814e-4,18713381.892734796,3.4620395732676504e-5
GHA,Ghana,cnut,3.182665181640922e-5,398187.122915864,7.992888264027091e-5
GHA,Ghana,coco,8.954545203586874e-4,960894.9980098308,9.318963281246325e-4
GHA,Ghana,maiz,7.198287926010267e-4,1846275.7767167017,3.8988151265306856e-4
GHA,Ghana,ocer,3.0304011342997374e-8,60.12432411313057,5.040224865726062e-4
GHA,Ghana,ofib,0,0,0
GHA,Ghana,oilp,2.3328073614867928e-4,2552168.073572427,9.140492687934217e-5
GHA,Ghana,orts,1.356171925170122e-4,1414857.7184114456,9.585217704383631e-5
