iso3c,SPAM_super,imported_used_nutrient_stress,imported_exported_nutrient_stress
AFG,bana,20.062250085026935,0
AFG,barl,0.004309809016447358,0
AFG,cnut,0,0.004225344380699647
AFG,maiz,2.539839663898442,0
AFG,oilp,0.7930602448228921,0
AFG,pota,6.781690903097275,0.03805662684117436
AFG,rice,52.06276507418135,0
AFG,soyb,0.06637658324385215,0
AFG,spis,2.484829677712322e-5,2.033042463582809e-5
AFG,tnut,4.3017531293026203e-4,2.818389981267234e-4
AFG,vege,11.201856795572771,0.6424523302333672
AFG,whea,60.46914766201534,0.016434066493277708
AFG,xfru,5.1124165340509276,1.5225064913317805
AFG,xoil,4.657298826653435,0.43786570165117766
AFG,xpul,1.3409854334041978e-4,7.230803807571654e-5
ALB,bana,0.13324302527499657,0
ALB,barl,0.2879397800769724,0
ALB,maiz,0.6939654788632242,0
ALB,oilp,0.009501390673804979,0
ALB,pota,0.15339562194312953,0
ALB,rice,2.072043677290953,0
ALB,soyb,0.0013745017579268061,0
ALB,spis,1.4206040704587447e-4,0
ALB,tnut,2.772677697999564e-4,6.398486995383609e-5
ALB,vege,0.2961059293736496,0.03181534019660326
ALB,whea,4.476471676263068,0.007895011774714406
ALB,xfru,0.3337910530167474,0.00790397757598855
ALB,xoil,1.380909612815283,0.041845745842887354
ALB,xpul,9.89249368960403e-5,0
ARE,bana,0.8038096373738215,0.022578922398141053
ARE,barl,13.395468980612861,0.5240281263809432
ARE,cass,0.02592720435935238,0
ARE,cnut,0.46127767119437935,0.03548289778418302
ARE,coco,0.0063434926798034506,0
ARE,maiz,36.74359097376562,3.998567253027435
ARE,ocer,6.554442450840273,1.1840283137001784
ARE,oilp,1.994880066042408,0.46938354495115486
ARE,orts,0.6680328290210439,0
ARE,plnt,0.28776080431807216,0.039240109679737116
ARE,pota,4.3957580802681075,0.24581541896236125
ARE,rice,64.53296649046345,27.191379819935545
ARE,sorg,0.3170047635175119,0
ARE,soyb,0.48430050639268507,0.11909028845721767
ARE,spis,0.014811905555355784,0.009928859767875858
ARE,sugb,0.007714815084747385,0
ARE,swpo,0.0788610838767702,0
ARE,tnut,0.00498726691933924,0.008179117747716354
ARE,vege,29.169215044421307,2.7692292763691118
ARE,whea,50.716020299431484,11.927656625977406
ARE,xfru,16.592998510144643,8.047795587933335
ARE,xmil,2.231935097685684,0.13129029986386376
ARE,xoil,59.877499032457145,26.961725643132667
ARE,xpul,0.013117937476041706,0.009969632481791698
ARG,bana,4.082176778948721,0
ARG,barl,0.004476104735621841,0.030158218063766166
ARG,cass,0.00603104579632275,0
ARG,cnut,0.24469948257059498,0
ARG,coco,0.0014668580825238822,0
ARG,maiz,0.22394238718240592,0.20727184601800133
ARG,ocer,0.05261696810245797,0.0028062382987977586
ARG,oilp,0.13002976726607132,0
ARG,plnt,0.013090305173131816,0
ARG,pota,0.430663581643757,0.07616365193884961
ARG,rice,0.4735387001408612,0.3692848218605125
ARG,soyb,12.48820971128945,2.939939632576683
ARG,spis,0.0029127233958413275,8.738170187523984e-4
ARG,swpo,6.549049960724941e-4,0
ARG,tnut,0.001929361906417449,3.858723812834898e-4
ARG,vege,4.99028815302892,0.21286943452657
ARG,whea,0.3945499898694929,1.253492114234062
ARG,xfru,2.3716220609611636,0.9520489993822593
ARG,xoil,1.2271256939099513,0.5304813781878306
ARG,xpul,3.472688226741141e-5,1.7391002151378248e-4
ARM,bana,0.13934942021305483,0
ARM,barl,0.11294235826644096,0
ARM,cnut,0.040012330656098556,0
ARM,coco,4.4224312461883287e-4,0
ARM,maiz,0.2597521605105746,0
ARM,ocer,0.08038911144568238,0
ARM,oilp,0.004520850212953302,0
ARM,pota,0.03446277851945095,0
ARM,rice,0.6877804771661041,0
ARM,soyb,0.0020705731469587573,0
ARM,tnut,5.104075983762919e-4,7.291537119661314e-5
ARM,vege,0.1429671919835187,0.005826694703105632
ARM,whea,2.2575969069876662,0.004409368958960279
ARM,xfru,0.7637899296185193,0.040613186652099655
ARM,xoil,0.8480689740435486,0
ARM,xpul,4.989473393754502e-5,0
ATG,bana,0.043450446826064824,0
ATG,pota,0.023497421500211196,0
ATG,rice,0.4645665669798558,0
ATG,soyb,0.013387385056749869,0
ATG,vege,0.09025896569795777,0
ATG,whea,0.7211015481918527,0
ATG,xfru,0.08234860708388375,0
ATG,xoil,0.07065492536320611,0
AUS,barl,0.12897696348917337,0.331261055381776
AUS,cass,0.006778470697297948,0
AUS,cnut,0.7967081572082573,0
AUS,coco,0.010640131646300425,0
AUS,maiz,1.0736559546074333,0.20501973002554005
AUS,ocer,0.7671362027813934,0.07432577852463301
AUS,oilp,0.67359484266699,0
AUS,orts,0.05568062785156062,0
AUS,pota,1.4559599166968293,0.05396886017409993
AUS,rice,15.114275120689053,5.858246170809711
AUS,soyb,0.2265170229940437,0.021427285958896022
AUS,spis,0.002802455532520253,5.899906384253164e-4
AUS,tnut,0.0029252908514286863,0.0027671670216217305
AUS,vege,6.4131229617479635,0.5189041400584451
AUS,whea,7.164040927707877,16.32244542077868
AUS,xfru,7.482405004007319,1.1710363582638732
AUS,xmil,0.07255400079743758,0.002015388911039933
AUS,xoil,7.902766334254906,8.64817153612071
AUS,xpul,3.2039659388721553e-4,7.468004166144732e-4
AUT,bana,0.8476888082489786,0.1286670512520771
AUT,barl,8.702123355596926,2.474338689061294
AUT,cnut,0.4005274483055649,0.030809803715812684
AUT,coco,6.574257178083441e-4,6.574257178083443e-5
AUT,maiz,26.231874345443803,4.3574863093168155
AUT,ocer,4.337849060358853,0.4272672697181509
AUT,oilp,0.20815589774412274,0
AUT,pota,2.1523644569197544,0.3994078373665524
AUT,rice,4.182682139678152,0.41141135800112977
AUT,sorg,0.020514867298041233,9.76898442763868e-4
AUT,soyb,0.08915934331387589,0.024475113850867893
AUT,spis,0.005164955953298253,0.004131964762638602
AUT,swpo,0.02618825744259073,0
AUT,tnut,0.008185259089596329,0.004501892499277981
AUT,vege,4.124722973319821,0.9360770271057419
AUT,whea,40.008851067949195,27.38907482121305
AUT,xfru,8.181376477680207,5.719592924936793
AUT,xmil,0.00408208008436611,0.006531328134985777
AUT,xoil,47.03492021701977,18.720624253962665
AUT,xpul,3.508651810039524e-4,3.1420762477965884e-5
AZE,bana,0.16261914789329746,0
AZE,barl,0.5404309321571333,6.358010966554505e-4
AZE,maiz,0.6263526230361068,0.006921023458962506
AZE,ocer,0.09666706865742627,0
AZE,oilp,0.35168236240140965,0
AZE,pota,1.5408676708783111,0.08552040627075339
AZE,rice,0.9599988963109614,0
AZE,soyb,0.00276917351342658,0
AZE,spis,1.1728582541362886e-4,0
AZE,tnut,1.6898953969223353e-4,1.5490707805121406e-4
AZE,vege,0.35613375439537664,0.043104320449734196
AZE,whea,8.017465862429283,0
AZE,xfru,1.1114627828343813,0.3070479377236533
AZE,xmil,0,0.3795116065257323
AZE,xoil,0.9713022828983351,0.03064788756718048
AZE,xpul,3.1465128057863963e-4,0
BEL,bana,0.8043621096783998,8.465581547762834
BEL,barl,45.16396109755825,28.041514690155807
BEL,cass,0.0038247183571434675,0.0022948310142860803
BEL,cnut,0.9991412719853694,0.1450366362559407
BEL,coco,0.010326850535339238,0.01678905148383373
BEL,maiz,36.1335925715821,6.411328982218843
BEL,ocer,3.720355007029886,3.793303144422629
BEL,oilp,3.464366424697892,0.2490359250980913
