country,iso3c,exported_water_stress,imported_ds_water_stress,produced_ds_water_stress,prop_ds_produced_water,prop_ds_imported_water,prop_exported_water
United States of America,USA,20076.504531892246,5623.67241589573,46532.97525586357,0.8921772647029093,0.10782273529709081,0.27794030745452275
India,IND,11160.771603629606,2663.7204756428264,237023.66651272247,0.9888866889947274,0.011113311005272575,0.04449214084837125
Pakistan,PAK,8675.026477893516,1217.5991394692307,68895.41465843917,0.9826337640686964,0.017366235931303726,0.1101058796173392
Spain,ESP,6205.729098238022,2000.983207262746,17158.042868851688,0.8955592419304981,0.1044407580695019,0.2446595307378696
Thailand,THA,5715.988038870053,485.73980475169594,8380.79485306763,0.9452164996249887,0.054783500375011326,0.3919752540599669
France,FRA,5071.447140953183,2614.466729691379,8962.566761291107,0.7741678184028902,0.2258321815971098,0.30461921739722986
Russian Federation,RUS,4388.703039821161,2200.9518869460217,8903.695927812256,0.8017990373345368,0.19820096266546308,0.28326364522520137
Australia,AUS,3755.9139521139527,325.7938398835208,6117.25643557383,0.9494348443741742,0.050565155625825815,0.36826425392888695
Iran (Islamic Republic of),IRN,3546.423639235844,2437.694439322002,37090.32117702857,0.9383299565811327,0.06167004341886723,0.08233243892492229
Canada,CAN,3003.4774625368104,1124.8050540458175,1879.1756336420003,0.6255618224657806,0.3744381775342194,0.4999581166328234
Germany,DEU,2972.848015860764,2875.3502632601185,4588.907211540609,0.6147841532841977,0.3852158467158023,0.28483452797527953
Turkey,TUR,2944.878561082712,1811.6457730349723,17283.700915452227,0.9051263219993155,0.09487367800068454,0.1336138141845977
Mexico,MEX,2883.086386694229,3144.8115049999665,14591.01483101419,0.8226859326754824,0.1773140673245176,0.13982727534992556
Netherlands,NLD,2136.694630254399,2129.2542342595107,243.6304722749408,0.10267269690939093,0.897327303090609,0.4738124048119932
Ukraine,UKR,2045.4865356071746,275.5437114866382,1560.3966527399912,0.8499168508653013,0.15008314913469867,0.5269934455534275
Egypt,EGY,1964.4422576500506,960.7577780605026,30901.285871382952,0.9698463228338059,0.030153677166194093,0.058074086177485607
Israel,ISR,1953.4592705273499,537.7638292294976,3961.435045118787,0.8804756481658319,0.11952435183416814,0.3027371397442906
Italy,ITA,1917.8327531660964,2348.0690448730334,4646.694515353147,0.6643104481437101,0.3356895518562899,0.2151822752573586
Kazakhstan,KAZ,1770.2393506304609,546.8396450430639,7241.156608650196,0.9297842953142487,0.07021570468575136,0.1852056617886342
China,CHN,1612.7308103306143,8476.811129759782,111400.45443972152,0.9292875835172718,0.07071241648272826,0.013274597566772198
South Africa,ZAF,1579.26771362632,815.133916928443,3008.0427352562874,0.7867914587565187,0.21320854124348135,0.29232466022613635
Viet Nam,VNM,1342.8394118639621,0,7315.0201733050635,1,0,0.15510062257930995
Belgium,BEL,1262.3708219097314,1563.4511655581657,385.88303388811397,0.19795632477885342,0.8020436752211466,0.3930531644455776
