country,iso3c,SPAM_super,produced,export_prop
China,CHN,sugc,104404000,1.9138206558663388e-5
China,CHN,swpo,51450000,8.551992225461614e-4
China,CHN,tnut,3778000,0.05212792747418786
China,CHN,vege,618719000,0.022490223222290245
China,CHN,whea,134631000,0.0043253401811908674
China,CHN,xfru,151766000,0.032315897409440034
China,CHN,xmil,1997000,0.0030045067601402104
China,CHN,xoil,55581000,0.021377893950709485
China,CHN,xpul,5160000,0.07007143942848457
China,CHN,yams,0,0
Colombia,COL,bana,3725000,0.5052264808362369
Colombia,COL,barl,11000,0.08463949843260188
Colombia,COL,cass,2191000,0.001794526693584567
Colombia,COL,cnut,129000,0
Colombia,COL,coco,56000,0.24561403508771928
Colombia,COL,maiz,1341000,0.007001909611712286
Colombia,COL,ocer,9000,0
Colombia,COL,oilp,7535000,0.0803202479338843
Colombia,COL,orts,139000,0.007194244604316547
Colombia,COL,plnt,3577000,0.032924107142857144
Colombia,COL,pota,3707000,0.0012836970474967907
Colombia,COL,rice,3293000,0.0011547344110854503
Colombia,COL,sorg,16000,0
Colombia,COL,soyb,181000,0.0130475302889096
Colombia,COL,spis,23000,0.18518518518518517
Colombia,COL,sugb,31000,0
Colombia,COL,sugc,34834000,0
Colombia,COL,swpo,0,0
Colombia,COL,tnut,71000,0
Colombia,COL,vege,4696000,0.001234821979831241
Colombia,COL,whea,10000,0.034764826175869123
Colombia,COL,xfru,4561000,0.028517901748542882
Colombia,COL,xmil,0,0
Colombia,COL,xoil,220000,0.13793103448275862
Colombia,COL,xpul,194000,0.00303951367781155
Colombia,COL,yams,426000,0.01643192488262911
Congo,COG,bana,83000,0
Congo,COG,barl,0,0
Congo,COG,cass,1409000,0
Congo,COG,cnut,3000,0
Congo,COG,coco,4000,0.25
Congo,COG,maiz,12000,0
Congo,COG,ocer,3000,0
Congo,COG,oilp,172000,0.012605042016806723
Congo,COG,orts,61000,0
Congo,COG,plnt,72000,0
Congo,COG,pota,6000,0
Congo,COG,rice,1000,0
Congo,COG,sorg,0,0
Congo,COG,soyb,0,0
Congo,COG,spis,0,0
Congo,COG,sugb,0,0
Congo,COG,sugc,707000,0
Congo,COG,swpo,10000,0
Congo,COG,tnut,0,0
Congo,COG,vege,164000,0
Congo,COG,whea,0,0
Congo,COG,xfru,99000,0
Congo,COG,xmil,14000,0
Congo,COG,xoil,33000,0
Congo,COG,xpul,11000,0
Congo,COG,yams,16000,0
Costa Rica,CRI,bana,2812000,0.8957076977651649
Costa Rica,CRI,barl,0,0
Costa Rica,CRI,cass,150000,0.9205298013245033
Costa Rica,CRI,cnut,15000,1
Costa Rica,CRI,coco,1000,0
Costa Rica,CRI,maiz,7000,0.002257336343115124
Costa Rica,CRI,ocer,0,0.2857142857142857
Costa Rica,CRI,oilp,1366000,0.13435969209237228
Costa Rica,CRI,orts,44000,0.4318181818181818
Costa Rica,CRI,plnt,110000,0.036036036036036036
Costa Rica,CRI,pota,90000,0
Costa Rica,CRI,rice,153000,0.045454545454545456
Costa Rica,CRI,sorg,0,0
Costa Rica,CRI,soyb,54000,0.021164021164021163
Costa Rica,CRI,spis,6000,0.625
Costa Rica,CRI,sugb,0,0
Costa Rica,CRI,sugc,4158000,0
Costa Rica,CRI,swpo,0,0
Costa Rica,CRI,tnut,0,0
Costa Rica,CRI,vege,501000,0.4295652173913043
Costa Rica,CRI,whea,0,0.28160919540229884
Costa Rica,CRI,xfru,4106000,0.8208092485549133
Costa Rica,CRI,xmil,0,0
Costa Rica,CRI,xoil,30000,0.140625
Costa Rica,CRI,xpul,9000,0.015873015873015872
Costa Rica,CRI,yams,24000,0.5416666666666666
Cuba,CUB,bana,296000,0
Cuba,CUB,barl,0,0
Cuba,CUB,cass,907000,0
Cuba,CUB,cnut,59000,0
Cuba,CUB,coco,0,0
Cuba,CUB,maiz,374000,0
Cuba,CUB,ocer,0,0
Cuba,CUB,oilp,0,0
Cuba,CUB,orts,174000,0
Cuba,CUB,plnt,719000,0
Cuba,CUB,pota,147000,0
Cuba,CUB,rice,405000,0
Cuba,CUB,sorg,8000,0
Cuba,CUB,soyb,24000,0
Cuba,CUB,spis,0,0
Cuba,CUB,sugc,19900000,0
Cuba,CUB,swpo,518000,0
Cuba,CUB,tnut,0,0
Cuba,CUB,vege,2532000,0
Cuba,CUB,whea,0,0
Cuba,CUB,xfru,997000,0.0029354207436399216
Cuba,CUB,xmil,0,0
Cuba,CUB,xoil,8000,0
Cuba,CUB,xpul,132000,0
Cuba,CUB,yams,83000,0
Cyprus,CYP,bana,6000,0
Cyprus,CYP,barl,19000,0
Cyprus,CYP,cass,0,0
Cyprus,CYP,cnut,0,0
Cyprus,CYP,coco,0,0
Cyprus,CYP,maiz,0,0
Cyprus,CYP,ocer,0,0
Cyprus,CYP,oilp,0,0
Cyprus,CYP,orts,1000,0
Cyprus,CYP,plnt,0,0
Cyprus,CYP,pota,110000,0.7651515151515151
Cyprus,CYP,rice,0,0
Cyprus,CYP,sorg,0,0
Cyprus,CYP,soyb,0,0
Cyprus,CYP,spis,0,0
Cyprus,CYP,sugc,2000,1
Cyprus,CYP,swpo,0,0
Cyprus,CYP,tnut,0,0.25
Cyprus,CYP,vege,92000,0.038461538461538464
Cyprus,CYP,whea,17000,0.09770114942528736
Cyprus,CYP,xfru,122000,0.864406779661017
Cyprus,CYP,xmil,0,0
Cyprus,CYP,xoil,22000,0.11764705882352941
Cyprus,CYP,xpul,1000,0
Azerbaijan,AZE,bana,0,0
Azerbaijan,AZE,barl,792000,0.0011750881316098707
Azerbaijan,AZE,cass,0,0
Azerbaijan,AZE,cnut,0,0
Azerbaijan,AZE,coco,0,0
Azerbaijan,AZE,maiz,249000,0.01092896174863388
Azerbaijan,AZE,ocer,10000,0
Azerbaijan,AZE,oilp,0,0
Azerbaijan,AZE,orts,0,0
Azerbaijan,AZE,plnt,0,0
Azerbaijan,AZE,pota,914000,0.052583025830258305
Azerbaijan,AZE,rice,16000,0
Azerbaijan,AZE,sorg,0,0
Azerbaijan,AZE,soyb,0,0
Azerbaijan,AZE,spis,0,0
Azerbaijan,AZE,sugb,410000,0
Azerbaijan,AZE,sugc,0,0
Azerbaijan,AZE,swpo,0,0
Azerbaijan,AZE,tnut,61000,0.4782608695652174
Azerbaijan,AZE,vege,1869000,0.10796645702306079
Azerbaijan,AZE,whea,1770000,0
Azerbaijan,AZE,xfru,1053000,0.21645796064400716
Azerbaijan,AZE,xmil,1000,1
Azerbaijan,AZE,xoil,346000,0.03058823529411765
Azerbaijan,AZE,xpul,31000,0
Benin,BEN,bana,21000,0
Benin,BEN,barl,0,0
Benin,BEN,cass,3959000,0
Benin,BEN,cnut,20000,0
Benin,BEN,coco,0,0
Benin,BEN,maiz,1454000,0
Benin,BEN,ocer,1000,0
Benin,BEN,oilp,675000,0.021111111111111112
Benin,BEN,orts,2000,0
Benin,BEN,pota,0,0
Benin,BEN,rice,279000,0
Benin,BEN,sorg,138000,0
Benin,BEN,soyb,178000,0
Benin,BEN,spis,69000,0
Benin,BEN,sugc,11000,0
Benin,BEN,swpo,116000,0
Benin,BEN,tnut,173000,0.7861271676300579
Benin,BEN,vege,642000,0.0074962518740629685
Benin,BEN,whea,0,0.014285714285714285
Benin,BEN,xfru,547000,0.012089810017271158
Benin,BEN,xmil,25000,0
Benin,BEN,xoil,588000,0.17993630573248406
Benin,BEN,xpul,158000,0
Benin,BEN,yams,3244000,0
Denmark,DNK,bana,0,0.12195121951219512
Denmark,DNK,barl,3992000,0.3025830258302583
Denmark,DNK,cass,0,0
Denmark,DNK,cnut,0,0
Denmark,DNK,coco,0,0
Denmark,DNK,maiz,39000,0.12449799196787148
Denmark,DNK,ocer,1162000,0.1179245283018868
Denmark,DNK,oilp,0,0.4873096446700508
Denmark,DNK,orts,0,0
Denmark,DNK,plnt,0,0
Denmark,DNK,pota,2171000,0.11744824672581326
Denmark,DNK,rice,0,0.1346153846153846
Denmark,DNK,sorg,0,0
Denmark,DNK,soyb,1000,0.042105263157894736
Denmark,DNK,spis,0,0.14285714285714285
Denmark,DNK,sugb,2455000,0
Denmark,DNK,sugc,0,0
Denmark,DNK,swpo,0,1
Denmark,DNK,tnut,0,0.1875
Denmark,DNK,vege,335000,0.12171507607192254
Denmark,DNK,whea,4834000,0.19487935163013445
Denmark,DNK,xfru,43000,0.2865612648221344
Denmark,DNK,xmil,0,0
Denmark,DNK,xoil,992000,0.23097112860892388
Denmark,DNK,xpul,89000,0.1414141414141414
Denmark,DNK,yams,0,0
Dominica,DMA,bana,26000,0
Dominica,DMA,barl,0,0
Dominica,DMA,cass,1000,0
Dominica,DMA,cnut,9000,0
Dominica,DMA,coco,1000,1
Dominica,DMA,maiz,0,0
Dominica,DMA,ocer,0,0
Dominica,DMA,oilp,0,0
Dominica,DMA,orts,19000,0.05263157894736842
Dominica,DMA,plnt,6000,0
Dominica,DMA,pota,0,0
Dominica,DMA,rice,0,0
Dominica,DMA,soyb,0,0
Dominica,DMA,spis,0,0
Dominica,DMA,sugc,5000,0
Dominica,DMA,swpo,2000,0
Dominica,DMA,tnut,0,0
Dominica,DMA,vege,7000,0
Dominica,DMA,whea,0,0
Dominica,DMA,xfru,26000,0
Dominica,DMA,xoil,0,0
Dominica,DMA,xpul,0,0
Dominica,DMA,yams,15000,0
Dominican Republic,DOM,bana,1145000,0.11703056768558952
Dominican Republic,DOM,barl,0,0.022727272727272728
Dominican Republic,DOM,cass,174000,0.005714285714285714
Dominican Republic,DOM,cnut,398000,0.19331742243436753
Dominican Republic,DOM,coco,87000,0.632183908045977
Dominican Republic,DOM,maiz,44000,0.009174311926605505
Dominican Republic,DOM,ocer,0,0.6
Dominican Republic,DOM,oilp,340000,0
Dominican Republic,DOM,orts,33000,0.029411764705882353
Dominican Republic,DOM,plnt,1036000,0.20366795366795368
Dominican Republic,DOM,pota,84000,0.025210084033613446
Dominican Republic,DOM,rice,905000,0.019067796610169493
Dominican Republic,DOM,sorg,1000,0
Dominican Republic,DOM,soyb,1000,0.04040404040404041
Dominican Republic,DOM,spis,1000,0
Dominican Republic,DOM,sugb,0,0
Dominican Republic,DOM,sugc,5461000,0
Dominican Republic,DOM,swpo,49000,0.14285714285714285
Dominican Republic,DOM,tnut,1000,0.3333333333333333
Dominican Republic,DOM,vege,539000,0.12100840336134454
Dominican Republic,DOM,whea,0,0.15526802218114602
Dominican Republic,DOM,xfru,2168000,0.027494456762749447
Dominican Republic,DOM,xmil,0,0
Dominican Republic,DOM,xoil,14000,0.034482758620689655
Dominican Republic,DOM,xpul,74000,0.018691588785046728
Dominican Republic,DOM,yams,33000,0
Belarus,BLR,bana,0,0
Belarus,BLR,barl,1420000,0.07600502512562814
Belarus,BLR,cass,0,0
Belarus,BLR,cnut,0,0
Belarus,BLR,coco,0,0
Belarus,BLR,maiz,694000,0
Belarus,BLR,ocer,2777000,0.0580168776371308
Belarus,BLR,oilp,0,0
Belarus,BLR,orts,0,0
Belarus,BLR,plnt,0,0
Belarus,BLR,pota,6415000,0.07026776040860548
Belarus,BLR,rice,0,0
Belarus,BLR,sorg,0,0
Belarus,BLR,soyb,20000,0.019867549668874173
Belarus,BLR,spis,0,0
Belarus,BLR,sugb,4989000,0
Belarus,BLR,sugc,0,0
Belarus,BLR,swpo,0,0
Belarus,BLR,tnut,20000,0.12903225806451613
Belarus,BLR,vege,2010000,0.22768383798662997
Belarus,BLR,whea,2620000,0.03615279672578445
Belarus,BLR,xfru,488000,0.36779448621553884
Belarus,BLR,xmil,18000,0
Belarus,BLR,xoil,773000,0.09375
Belarus,BLR,xpul,464000,0
Ecuador,ECU,bana,6282000,1
Ecuador,ECU,barl,14000,0
Ecuador,ECU,cass,103000,0.02654867256637168
Ecuador,ECU,cnut,15000,0
Ecuador,ECU,coco,206000,1
Ecuador,ECU,maiz,1436000,0
Ecuador,ECU,ocer,2000,0.029850746268656716
Ecuador,ECU,oilp,3894000,0.0783256291730868
Ecuador,ECU,orts,50000,0.54
Ecuador,ECU,plnt,764000,0.225130890052356
Ecuador,ECU,pota,377000,0
Ecuador,ECU,rice,1067000,9.372071227741331e-4
Ecuador,ECU,sorg,15000,0
Ecuador,ECU,soyb,42000,0
Ecuador,ECU,spis,3000,0.8
Ecuador,ECU,sugb,5000,0
Ecuador,ECU,sugc,9030000,0
Ecuador,ECU,swpo,4000,0
Ecuador,ECU,tnut,0,0
Ecuador,ECU,vege,515000,0.03214285714285714
Ecuador,ECU,whea,6000,0.006796941376380629
Ecuador,ECU,xfru,848000,0.1970954356846473
Ecuador,ECU,xmil,0,0
Ecuador,ECU,xoil,51000,0.09473684210526316
Ecuador,ECU,xpul,30000,0.15254237288135594
Ecuador,ECU,yams,0,0
Egypt,EGY,bana,1366000,0
Egypt,EGY,barl,98000,0.046875
Egypt,EGY,cass,0,0
Egypt,EGY,cnut,0,0.13333333333333333
Egypt,EGY,coco,0,0
Egypt,EGY,maiz,8543000,0.0012978585334198572
Egypt,EGY,ocer,94000,0.02
Egypt,EGY,oilp,0,0.012531328320802004
Egypt,EGY,orts,114000,0.008771929824561403
Egypt,EGY,plnt,0,0.25
Egypt,EGY,pota,4841000,0.15667466027178256
Egypt,EGY,rice,4961000,0.008914421553090333
Egypt,EGY,sorg,807000,0.0012345679012345679
Egypt,EGY,soyb,394000,0.01600312256049961
Egypt,EGY,spis,90000,0.061946902654867256
Egypt,EGY,sugb,10861000,2.762176595156984e-4
Egypt,EGY,sugc,15382000,0
Egypt,EGY,swpo,355000,0.03943661971830986
Egypt,EGY,tnut,28000,0.02857142857142857
Egypt,EGY,vege,17407000,0.05025817555938038
Egypt,EGY,whea,8423000,0.022570566688213747
Egypt,EGY,xfru,11656000,0.16267942583732056
Egypt,EGY,xmil,0,0
Egypt,EGY,xoil,1617000,0.09732016925246827
Egypt,EGY,xpul,339000,0.2080706179066835
El Salvador,SLV,bana,14000,0
El Salvador,SLV,barl,0,0
El Salvador,SLV,cass,40000,0
El Salvador,SLV,cnut,122000,0
El Salvador,SLV,coco,0,0
El Salvador,SLV,maiz,904000,0.040931545518701484
El Salvador,SLV,ocer,0,0
El Salvador,SLV,oilp,0,0.010638297872340425
El Salvador,SLV,orts,47000,0
El Salvador,SLV,plnt,45000,0.0234375
El Salvador,SLV,pota,11000,0
El Salvador,SLV,rice,30000,0.025423728813559324
El Salvador,SLV,sorg,96000,0
El Salvador,SLV,soyb,6000,0
El Salvador,SLV,spis,0,0
El Salvador,SLV,sugc,7079000,0
El Salvador,SLV,swpo,1000,0
El Salvador,SLV,tnut,1000,0
El Salvador,SLV,vege,197000,0.03915171288743882
El Salvador,SLV,whea,0,0.4132029339853301
El Salvador,SLV,xfru,217000,0.10732984293193717
El Salvador,SLV,xmil,0,0
El Salvador,SLV,xoil,26000,0.2361111111111111
El Salvador,SLV,xpul,94000,0.00819672131147541
El Salvador,SLV,yams,0,0
Estonia,EST,bana,0,0
Estonia,EST,barl,426000,0.6417910447761194
Estonia,EST,cass,0,0
Estonia,EST,cnut,0,0
Estonia,EST,coco,0,1
Estonia,EST,maiz,1000,0
Estonia,EST,ocer,180000,0.3872549019607843
Estonia,EST,oilp,0,0
Estonia,EST,orts,0,0
Estonia,EST,plnt,0,0
Estonia,EST,pota,91000,0.02702702702702703
Estonia,EST,rice,0,0
Estonia,EST,sorg,0,0
Estonia,EST,soyb,0,0
Estonia,EST,spis,0,0.25
Estonia,EST,sugb,0,0
Estonia,EST,sugc,0,0
Estonia,EST,swpo,0,0
Estonia,EST,tnut,0,0
Estonia,EST,vege,60000,0.06
Estonia,EST,whea,713000,0.7552795031055901
Estonia,EST,xfru,32000,0.044642857142857144
Estonia,EST,xmil,0,0
Estonia,EST,xoil,212000,0.33454545454545453
Estonia,EST,xpul,75000,0.7037037037037037
Estonia,EST,yams,0,0
Fiji,FJI,bana,4000,0
Fiji,FJI,barl,0,0
Fiji,FJI,cass,68000,0.04411764705882353
Fiji,FJI,cnut,27000,0.043478260869565216
Fiji,FJI,coco,0,0
Fiji,FJI,maiz,1000,0
Fiji,FJI,ocer,0,0
Fiji,FJI,oilp,0,0
Fiji,FJI,orts,46000,0.13043478260869565
Fiji,FJI,plnt,5000,0
Fiji,FJI,pota,0,0
Fiji,FJI,rice,9000,0.015384615384615385
Fiji,FJI,sorg,0,0
Fiji,FJI,soyb,0,0
Fiji,FJI,spis,8000,0.2222222222222222
Fiji,FJI,sugb,0,0
Fiji,FJI,sugc,1472000,0
Fiji,FJI,swpo,8000,0
Fiji,FJI,tnut,0,0
Fiji,FJI,vege,37000,0.03333333333333333
Fiji,FJI,whea,0,0.796875
Fiji,FJI,xfru,16000,0.10714285714285714
Fiji,FJI,xmil,0,0
Fiji,FJI,xoil,0,0
Fiji,FJI,xpul,2000,0
Fiji,FJI,yams,4000,0
Finland,FIN,bana,0,0.07017543859649122
Finland,FIN,barl,1460000,0.138283378746594
Finland,FIN,cass,0,0
Finland,FIN,cnut,0,0
Finland,FIN,coco,0,0
Finland,FIN,maiz,0,0
Finland,FIN,ocer,1160000,0.2988215488215488
Finland,FIN,oilp,0,0
Finland,FIN,orts,0,0
Finland,FIN,plnt,0,0
Finland,FIN,pota,612000,0.01524390243902439
Finland,FIN,rice,0,0
Finland,FIN,sorg,0,0
Finland,FIN,soyb,3000,0.10526315789473684
Finland,FIN,spis,0,0
Finland,FIN,sugb,430000,0
Finland,FIN,sugc,0,0
Finland,FIN,swpo,0,0
Finland,FIN,tnut,0,0
Finland,FIN,vege,250000,0.010121457489878543
Finland,FIN,whea,802000,0.20500481231953802
Finland,FIN,xfru,25000,0.0486322188449848
Finland,FIN,xmil,0,0
Finland,FIN,xoil,163000,0.10051546391752578
Finland,FIN,xpul,9000,0
Finland,FIN,yams,0,0
France,FRA,bana,0,0.37369207772795215
France,FRA,barl,12087000,0.5738938414983233
France,FRA,cass,0,0.07142857142857142
France,FRA,cnut,4000,0.08823529411764706
France,FRA,coco,0,0.20532319391634982
France,FRA,maiz,14601000,0.2867463717153635
France,FRA,ocer,2972000,0.07086113759135684
France,FRA,oilp,0,0.02127659574468085
France,FRA,orts,62000,0.029850746268656716
France,FRA,plnt,0,0.05
France,FRA,pota,8547000,0.24480994885166985
France,FRA,rice,93000,0.13178294573643412
France,FRA,sorg,326000,0.3567073170731707
France,FRA,soyb,568000,0.09220452640402348
France,FRA,spis,0,0.3333333333333333
France,FRA,sugb,46300000,0
France,FRA,sugc,2860000,0
France,FRA,swpo,0,0.0851063829787234
France,FRA,tnut,51000,0.19076923076923077
France,FRA,vege,5866000,0.20037675986515963
France,FRA,whea,38678000,0.4057651814023283
France,FRA,xfru,8192000,0.10263252794807068
France,FRA,xmil,41000,0.36363636363636365
France,FRA,xoil,9650000,0.2307630779075348
France,FRA,xpul,1120000,0.33409785932721714
France,FRA,yams,0,0
French Polynesia,PYF,bana,0,0
French Polynesia,PYF,barl,0,0
French Polynesia,PYF,cass,4000,0
French Polynesia,PYF,cnut,154000,0.032467532467532464
French Polynesia,PYF,coco,0,0
French Polynesia,PYF,maiz,0,0
French Polynesia,PYF,ocer,0,0
French Polynesia,PYF,oilp,0,0
French Polynesia,PYF,orts,6000,0
French Polynesia,PYF,plnt,0,0
French Polynesia,PYF,pota,1000,0
French Polynesia,PYF,rice,0,0
French Polynesia,PYF,sorg,0,0
French Polynesia,PYF,soyb,0,0
French Polynesia,PYF,spis,0,0
French Polynesia,PYF,sugc,3000,0
French Polynesia,PYF,swpo,0,0
French Polynesia,PYF,tnut,0,0
French Polynesia,PYF,vege,7000,0
French Polynesia,PYF,whea,0,0
French Polynesia,PYF,xfru,14000,0.1
French Polynesia,PYF,xmil,0,0
French Polynesia,PYF,xoil,0,0
French Polynesia,PYF,xpul,0,0
Djibouti,DJI,bana,0,0
Djibouti,DJI,barl,0,0
Djibouti,DJI,cass,0,0
Djibouti,DJI,cnut,0,0
Djibouti,DJI,coco,0,0
Djibouti,DJI,maiz,0,0
Djibouti,DJI,ocer,0,0
Djibouti,DJI,oilp,0,0
Djibouti,DJI,orts,0,0
Djibouti,DJI,plnt,0,0
Djibouti,DJI,pota,0,0
Djibouti,DJI,rice,0,0
Djibouti,DJI,sorg,0,0
Djibouti,DJI,soyb,0,0.5
Djibouti,DJI,spis,1000,0
Djibouti,DJI,sugc,0,0
Djibouti,DJI,swpo,0,0
Djibouti,DJI,tnut,0,0
Djibouti,DJI,vege,41000,0.021505376344086023
Djibouti,DJI,whea,0,0
Djibouti,DJI,xfru,9000,0.16216216216216217
Djibouti,DJI,xmil,0,0
Djibouti,DJI,xoil,0,0.019230769230769232
Djibouti,DJI,xpul,2000,0.13333333333333333
Djibouti,DJI,yams,0,0
Georgia,GEO,bana,0,0.08695652173913043
Georgia,GEO,barl,44000,0
Georgia,GEO,cass,0,0
Georgia,GEO,cnut,0,0
Georgia,GEO,coco,0,0
Georgia,GEO,maiz,143000,0.0044444444444444444
Georgia,GEO,ocer,12000,0
Georgia,GEO,oilp,0,0
Georgia,GEO,orts,0,0
Georgia,GEO,plnt,0,0
Georgia,GEO,pota,180000,0.18592964824120603
Georgia,GEO,rice,0,0
Georgia,GEO,sorg,0,0
Georgia,GEO,soyb,2000,0.1
Georgia,GEO,spis,4000,1
Georgia,GEO,sugb,0,0
Georgia,GEO,swpo,0,0
Georgia,GEO,tnut,26000,0.9375
Georgia,GEO,vege,194000,0.041379310344827586
Georgia,GEO,whea,98000,0.07435508345978756
Georgia,GEO,xfru,332000,0.2037037037037037
Georgia,GEO,xmil,0,0
Georgia,GEO,xoil,11000,0.04054054054054054
Georgia,GEO,xpul,6000,0
Gabon,GAB,bana,19000,0
Gabon,GAB,barl,0,0
Gabon,GAB,cass,316000,0
Gabon,GAB,cnut,0,0
Gabon,GAB,coco,0,0
Gabon,GAB,maiz,45000,0
Gabon,GAB,ocer,0,0
Gabon,GAB,oilp,24000,0.125
Gabon,GAB,orts,91000,0
Gabon,GAB,plnt,340000,0
Gabon,GAB,pota,0,0
Gabon,GAB,rice,2000,0
Gabon,GAB,sorg,0,0
Gabon,GAB,soyb,5000,0
Gabon,GAB,spis,0,0
Gabon,GAB,sugc,290000,0
Gabon,GAB,swpo,4000,0
Gabon,GAB,tnut,0,0
Gabon,GAB,vege,51000,0
Gabon,GAB,whea,0,0.008547008547008548
Gabon,GAB,xfru,23000,0
Gabon,GAB,xmil,0,0
Gabon,GAB,xoil,35000,0
Gabon,GAB,xpul,0,0
Gabon,GAB,yams,224000,0
Gambia,GMB,bana,0,0
Gambia,GMB,barl,0,0
Gambia,GMB,cass,13000,0
Gambia,GMB,cnut,0,0
Gambia,GMB,coco,0,0
Gambia,GMB,maiz,39000,0
Gambia,GMB,ocer,1000,0
Gambia,GMB,oilp,39000,0
Gambia,GMB,orts,0,0
Gambia,GMB,pota,0,0
Gambia,GMB,rice,51000,0
Gambia,GMB,sorg,29000,0
Gambia,GMB,soyb,0,0
Gambia,GMB,spis,0,0
Gambia,GMB,sugb,0,0
Gambia,GMB,swpo,0,0
Gambia,GMB,tnut,3000,0.6666666666666666
Gambia,GMB,vege,14000,0
Gambia,GMB,whea,0,0
Gambia,GMB,xfru,10000,0
Gambia,GMB,xmil,100000,0
Gambia,GMB,xoil,123000,0.04864864864864865
Gambia,GMB,xpul,2000,0
Gambia,GMB,yams,0,0
Germany,DEU,bana,0,0.24206069160197602
Germany,DEU,barl,10853000,0.2636181307661452
Germany,DEU,cass,0,0.38461538461538464
Germany,DEU,cnut,0,0.19014084507042253
Germany,DEU,coco,0,0.2003780718336484
Germany,DEU,maiz,4567000,0.09692451071761417
Germany,DEU,ocer,5674000,0.09836539852451902
Germany,DEU,oilp,0,0.2827338129496403
Germany,DEU,orts,0,0
Germany,DEU,plnt,0,0
Germany,DEU,pota,11720000,0.34641560798548093
Germany,DEU,rice,0,0.4038748137108793
Germany,DEU,sorg,0,0.14285714285714285
Germany,DEU,soyb,682000,0.10494476591267754
Germany,DEU,spis,0,0.35877862595419846
Germany,DEU,sugb,34060000,0.004401795932740558
Germany,DEU,sugc,0,0
Germany,DEU,swpo,0,0.09375
Germany,DEU,tnut,18000,0.26851851851851855
Germany,DEU,vege,4026000,0.09636602895029861
Germany,DEU,whea,24482000,0.3608926464805348
Germany,DEU,xfru,1948000,0.21093954462182674
Germany,DEU,xmil,0,0.1724137931034483
Germany,DEU,xoil,8012000,0.12523569125965575
Germany,DEU,xpul,562000,0.1070460704607046
Germany,DEU,yams,0,0
Bosnia and Herzegovina,BIH,bana,0,0
Bosnia and Herzegovina,BIH,barl,76000,0
Bosnia and Herzegovina,BIH,cass,0,0
Bosnia and Herzegovina,BIH,cnut,0,0
Bosnia and Herzegovina,BIH,coco,0,0
Bosnia and Herzegovina,BIH,maiz,710000,0.029258098223615466
Bosnia and Herzegovina,BIH,ocer,89000,0
Bosnia and Herzegovina,BIH,oilp,0,0
Bosnia and Herzegovina,BIH,orts,0,0
Bosnia and Herzegovina,BIH,plnt,0,0
Bosnia and Herzegovina,BIH,pota,337000,0.014005602240896359
Bosnia and Herzegovina,BIH,rice,0,0
Bosnia and Herzegovina,BIH,sorg,0,0
Bosnia and Herzegovina,BIH,soyb,18000,0.14893617021276595
Bosnia and Herzegovina,BIH,spis,27000,0.03571428571428571
Bosnia and Herzegovina,BIH,sugb,1000,0
Bosnia and Herzegovina,BIH,swpo,0,0
Bosnia and Herzegovina,BIH,tnut,3000,0.2
Bosnia and Herzegovina,BIH,vege,799000,0.020156774916013438
Bosnia and Herzegovina,BIH,whea,292000,0.2266355140186916
Bosnia and Herzegovina,BIH,xfru,225000,0.20435967302452315
Bosnia and Herzegovina,BIH,xmil,0,0
Bosnia and Herzegovina,BIH,xoil,108000,0.2864721485411141
Bosnia and Herzegovina,BIH,xpul,18000,0
Ghana,GHA,bana,88000,1
Ghana,GHA,barl,0,0
Ghana,GHA,cass,19009000,3.682272488164124e-4
Ghana,GHA,cnut,391000,0.0025575447570332483
Ghana,GHA,coco,894000,0.6946308724832215
Ghana,GHA,maiz,2011000,0.0019445794846864365
Ghana,GHA,ocer,12000,0
Ghana,GHA,oilp,2758000,0.033535611625678696
Ghana,GHA,orts,1387000,0
Ghana,GHA,plnt,4279000,0
Ghana,GHA,pota,0,0
Ghana,GHA,rice,722000,0
Ghana,GHA,sorg,230000,0
Ghana,GHA,soyb,170000,0.02824858757062147
Ghana,GHA,spis,123000,0.007874015748031496
Ghana,GHA,sugb,0,0
Ghana,GHA,sugc,152000,0
Ghana,GHA,swpo,148000,0
Ghana,GHA,tnut,116000,1
Ghana,GHA,vege,793000,0.012834224598930482
Ghana,GHA,whea,0,0.08724279835390947
Ghana,GHA,xfru,1608000,0.051704545454545454
Ghana,GHA,xmil,163000,0
Ghana,GHA,xoil,599000,0.22839506172839505
Ghana,GHA,xpul,408000,0
Ghana,GHA,yams,7857000,0.002036400661830215
Kiribati,KIR,bana,8000,0
Kiribati,KIR,barl,0,0
Kiribati,KIR,cass,0,0
Kiribati,KIR,cnut,171000,0.07602339181286549
Kiribati,KIR,coco,0,0
Kiribati,KIR,maiz,0,0
Kiribati,KIR,ocer,0,0
Kiribati,KIR,oilp,0,0
Kiribati,KIR,orts,12000,0
Kiribati,KIR,pota,0,0
Kiribati,KIR,rice,0,0
Kiribati,KIR,soyb,0,0
Kiribati,KIR,spis,0,0
Kiribati,KIR,sugb,0,0
Kiribati,KIR,tnut,0,0
Kiribati,KIR,vege,6000,0
Kiribati,KIR,whea,0,0
Kiribati,KIR,xfru,2000,0
Kiribati,KIR,xoil,0,0
Kiribati,KIR,xpul,0,0
Greece,GRC,bana,2000,0.22527472527472528
Greece,GRC,barl,377000,0.005309734513274336
Greece,GRC,cass,0,0
Greece,GRC,cnut,0,0
Greece,GRC,coco,0,0
Greece,GRC,maiz,1466000,0.007162041181736795
