iso3c,SPAM_super,imported_used_disturbance_stress,imported_exported_disturbance_stress
AFG,bana,17.877961358097313,0
AFG,barl,2.365390089434378,0
AFG,cnut,0,0.09813939388111585
AFG,maiz,3.385347102640694,0
AFG,oilp,3.771057081875718,0
AFG,pota,5.771437044093455,0.03238741326651769
AFG,rice,61.34216217238193,0
AFG,soyb,5.82358815781465,0
AFG,spis,0.14884552321051125,0.12178270080860011
AFG,tnut,1.4252298508782268,0.9337712816098725
AFG,vege,14.116562695305618,0.8096174378937676
AFG,whea,797.5264474419107,0.21674859286368
AFG,xfru,8.650195787356907,2.576077115357072
AFG,xoil,40.816656924645336,3.837463471547852
AFG,xpul,10.409485403763743,5.612957815754958
ALB,bana,0.23024760744077014,0
ALB,barl,1.589972382136936,0
ALB,maiz,5.687038811903163,0
ALB,oilp,0.04408594919079526,0
ALB,pota,0.25556982017880875,0
ALB,rice,3.3792478239882078,0
ALB,soyb,0.08590013621112129,0
ALB,spis,0.2030485702195419,0
ALB,tnut,0.5216189337393985,0.12037360009370734
ALB,vege,0.7730725711606562,0.08306340538389709
ALB,whea,40.00650157888108,0.07055820384282377
ALB,xfru,2.0257246911500726,0.047967979936158346
ALB,xoil,9.160786313665978,0.27759958526260536
ALB,xpul,0.8998435139167675,0
ARE,bana,5.530775651351462,0.1553588666109961
ARE,barl,61.34725722542992,2.3998927031953023
ARE,cass,0.3845105887673552,0
ARE,cnut,5.175693475191061,0.39813026732238926
ARE,coco,33.82180619789066,0
ARE,maiz,39.17882150983922,4.2635776348942676
ARE,ocer,44.04019102231932,7.95564741048349
ARE,oilp,7.7611961936352465,1.826163810267117
ARE,orts,0.6719809672254613,0
ARE,plnt,1.1319150958187936,0.15435205852074457
ARE,pota,4.599049102098066,0.25718366689364186
ARE,rice,72.18960140649293,30.417552107786346
ARE,sorg,5.806694543450934,0
ARE,soyb,11.64630693533014,2.8638459677041332
ARE,spis,23.267280762131218,15.596748642747302
ARE,sugb,0.006706479655587931,0
ARE,swpo,0.10430697303545092,0
ARE,tnut,8.682049864351384,14.238561777536269
ARE,vege,33.181536940295615,3.150145912053381
ARE,whea,177.7057493913565,41.79375957907829
ARE,xfru,47.73644091615815,23.152724226053646
ARE,xmil,9.679915780093491,0.5694068105937348
ARE,xoil,161.79142122014466,72.85167184396757
ARE,xpul,90.7328357958128,68.95695520481773
ARG,bana,13.8561946609223,0
ARG,barl,0.07700684807942361,0.5188415941880173
ARG,cass,0.3241826678580932,0
ARG,cnut,0.7698619032638369,0
ARG,coco,16.75319828994971,0
ARG,maiz,0.5174587196247264,0.47893846897044645
ARG,ocer,0.39525314061244343,0.021080167499330317
ARG,oilp,0.4187865317143188,0
ARG,plnt,0.0803876973938857,0
ARG,pota,0.7900151447090775,0.1397156413328091
ARG,rice,0.4076747274460051,0.31792140548839654
ARG,soyb,258.6753684894851,60.89663653759157
ARG,spis,1.7573322577038983,0.5271996773111696
ARG,swpo,0.05897257289189585,0
ARG,tnut,1.1152271559743485,0.2230454311948697
ARG,vege,2.3897716980668187,0.10193987489606526
ARG,whea,0.6438993204046625,2.0456792325730175
ARG,xfru,6.255410869473492,2.511132678785058
ARG,xoil,4.869162988024575,2.1049190847584005
ARG,xpul,0.09943248518939134,0.49795157265480877
ARM,bana,0.23040845482246375,0
ARM,barl,1.979007104465412,0
ARM,cnut,0.1111221275314,0
ARM,coco,4.039019039300069,0
ARM,maiz,1.690593462924813,0
ARM,ocer,1.5376752054364577,0
ARM,oilp,0.021475622829876917,0
ARM,pota,0.05316052342573322,0
ARM,rice,1.4556263136506078,0
ARM,soyb,0.12893448623267106,0
ARM,tnut,0.4620389091361752,0.06600555844802503
ARM,vege,0.43033120959091353,0.017538349496249953
ARM,whea,41.90534539275191,0.08184637772021845
ARM,xfru,2.0017182681203223,0.10643784959130358
ARM,xoil,9.779443428476139,0
ARM,xpul,0.7657639999654868,0
ATG,bana,0.2894315411754647,0
ATG,pota,0.023306016077888726,0
ATG,rice,0.280394635241612,0
ATG,soyb,0.13361625437652955,0
ATG,vege,0.09800058396612044,0
ATG,whea,1.7904572241282357,0
ATG,xfru,0.19834196167832907,0
ATG,xoil,0.22777327208929687,0
AUS,barl,0.38572734211847903,0.9906920040841294
AUS,cass,0.30724365878210586,0
AUS,cnut,4.034409411865388,0
AUS,coco,62.38931955679737,0
AUS,maiz,1.7485012896003043,0.3338846683658873
AUS,ocer,4.824081446748904,0.4673923716490608
AUS,oilp,3.2037676340548313,0
AUS,orts,0.21430003866218073,0
AUS,pota,1.7455475345491263,0.06470316231854256
AUS,rice,25.904827836830755,10.040630944508043
AUS,soyb,8.66044563363313,0.8192313437220526
AUS,spis,6.394266354801858,1.3461613378530226
AUS,tnut,4.719950450017167,4.464817993259483
AUS,vege,9.041216258253513,0.7315506930952013
AUS,whea,13.383998183817386,30.493904497703095
AUS,xfru,19.05864625899421,2.9827799613385024
AUS,xmil,0.42081865907534133,0.01168940719653726
AUS,xoil,41.472433644853815,45.38419902742768
AUS,xpul,1.3262007572364964,3.0911916571974665
AUT,bana,1.449607751488742,0.22002974799382694
AUT,barl,23.61868841017025,6.715675258795396
AUT,cnut,1.2157439388622615,0.09351876452786625
AUT,coco,9.114806944102908,0.9114806944102909
AUT,maiz,75.34397865809173,12.515703268802715
AUT,ocer,13.12298372777696,1.2925810349563285
