iso3c,Country,SPAM_super,pressure,pressure_value,tonnes_producing_crop,water_pressure_rate
CYM,Cayman Islands,plnt,water,0,0,0
CYM,Cayman Islands,pota,water,0,0,0
CYM,Cayman Islands,rice,water,0,0,0
CYM,Cayman Islands,sorg,water,0,0,0
CYM,Cayman Islands,soyb,water,0,0,0
CYM,Cayman Islands,spis,water,0,0,0
CYM,Cayman Islands,sugb,water,0,0,0
CYM,Cayman Islands,sugc,water,0,0,0
CYM,Cayman Islands,swpo,water,15,3,5
CYM,Cayman Islands,tnut,water,0,0,0
CYM,Cayman Islands,vege,water,4685.1817626953125,55.79999876022339,83.96383273820267
CYM,Cayman Islands,whea,water,0,0,0
CYM,Cayman Islands,xfru,water,0,0,0
CYM,Cayman Islands,xmil,water,0,0,0
CYM,Cayman Islands,xoil,water,0,0,0
CYM,Cayman Islands,xpul,water,0,0,0
CYM,Cayman Islands,yams,water,0,27.181482136249542,0
CAF,Central African Republic,bana,water,7988979.698287964,82360.61535790563,97.00000010406816
CAF,Central African Republic,barl,water,0,0,0
CAF,Central African Republic,cass,water,0,712600.0616660565,0
CAF,Central African Republic,cnut,water,0,0,0
CAF,Central African Republic,coco,water,885.2099182009697,221.3024795502424,4.000000000000001
CAF,Central African Republic,maiz,water,7415117.155292988,92566.52187928556,80.10582016858014
CAF,Central African Republic,ocer,water,5259.350006103516,164.0381419658661,32.06175065795313
CAF,Central African Republic,ofib,water,75570.5057144165,322.0757574439049,234.6358084016256
CAF,Central African Republic,oilp,water,0,9037.115000277758,0
CAF,Central African Republic,orts,water,1767002.9588799477,135126.00940151513,13.076704971205453
CAF,Central African Republic,plnt,water,2323376.9880595207,86050.99946895242,27.000000027864935
CAF,Central African Republic,pota,water,44099.327166080475,1343.2419999986887,32.83051539940199
CAF,Central African Republic,rice,water,3283247.5368323326,11822.849816072732,277.70356453051426
CAF,Central African Republic,sorg,water,3064760.8808021545,31012.44862321019,98.82356978766393
CAF,Central African Republic,soyb,water,259,3.6999999582767487,70.00000078935882
CAF,Central African Republic,spis,water,730860.1668723226,160.48339265212417,4554.1171257301985
CAF,Central African Republic,sugb,water,0,0,0
CAF,Central African Republic,sugc,water,6035466.567724228,106556.57821047306,56.64095703038467
CAF,Central African Republic,swpo,water,924.5,229.0468063354492,4.036292907948382
CAF,Central African Republic,tnut,water,0,0,0
CAF,Central African Republic,vege,water,36579855.822711945,101101.68612928689,361.81251988156095
CAF,Central African Republic,whea,water,410.4000244140625,1.2000000476837158,342.0000067551928
CAF,Central African Republic,xfru,water,23390026.960739136,82445.82787039876,283.7017659341991
CAF,Central African Republic,xmil,water,573138.2986588478,10594.999783478675,54.09516851076974
CAF,Central African Republic,xoil,water,83559484.17392159,259010.25848600268,322.61071303643854
CAF,Central African Republic,xpul,water,5114502.126138687,44575.81754095107,114.73714691693715
CAF,Central African Republic,yams,water,0,491492.2064458132,0
TCD,Chad,bana,water,0,0,0
TCD,Chad,barl,water,0,0,0
TCD,Chad,cass,water,0,261454.79569284615,0
TCD,Chad,cnut,water,0,0,0
TCD,Chad,coco,water,0,0,0
TCD,Chad,maiz,water,24118265.08857143,450526.1921911836,53.533547009263984
TCD,Chad,ocer,water,16604774.886004642,222103.22956353423,74.76151931079744
TCD,Chad,ofib,water,105.45000076293945,0.30000000447034836,351.49999730537337
TCD,Chad,oilp,water,0,0,0
TCD,Chad,orts,water,33505.00404274464,29872.927966564897,1.1215842009275059
TCD,Chad,plnt,water,0,0,0
TCD,Chad,pota,water,1590340.31878376,48215.42643865943,32.98405585621069
TCD,Chad,rice,water,90767444.05326843,230500.80956585705,393.7836236854301
TCD,Chad,sorg,water,72742578.89425945,705488.4762737006,103.1095210491267
TCD,Chad,soyb,water,98,1.399999976158142,70.00000119209291
TCD,Chad,spis,water,151.81333923339844,0.03333333507180214,4554.3999394714865
TCD,Chad,sugb,water,0,0,0
TCD,Chad,sugc,water,38130457.45302582,464039.5033109188,82.17071430549609
TCD,Chad,swpo,water,1525292.6264944077,424263.85848903656,3.595150979691151
TCD,Chad,tnut,water,53.01852035522461,0.03333333507180214,1590.5555277028031
TCD,Chad,vege,water,12095174.858504087,109938.8783788681,110.01726629247621
TCD,Chad,whea,water,1344875.26953125,3091.6672401428223,435.0000064913591
TCD,Chad,xfru,water,32404518.432079315,127228.2119294256,254.6960138845175
TCD,Chad,xmil,water,8154782.09391468,407719.3505303785,20.000969007986978
TCD,Chad,xoil,water,319742218.04494476,861047.198717542,371.3411047863278
TCD,Chad,xpul,water,18274862.815235138,148719.98010719568,122.8810197665628
TCD,Chad,yams,water,15834.31640625,475950.9944505691,0.03326879571819974
CHL,Chile,bana,water,0,0,0
CHL,Chile,barl,water,16403152.503921747,95910.63504137844,171.02537687134472
CHL,Chile,cass,water,0,0,0
CHL,Chile,cnut,water,0,0,0
CHL,Chile,coco,water,0,0,0
CHL,Chile,maiz,water,511675596.824316,1080316.9189333916,473.63471575498306
CHL,Chile,ocer,water,279709477.4288502,876544.5261940658,319.1046992710589
CHL,Chile,ofib,water,61594959.04295349,16461.900358766317,3741.6675900454497
CHL,Chile,oilp,water,0,0,0
CHL,Chile,orts,water,0,0,0
CHL,Chile,plnt,water,243,17.882362365722656,13.58880862775649
CHL,Chile,pota,water,136550245.13631237,1619215.725739956,84.33110114090022
CHL,Chile,rice,water,233433861.68148804,158395.88288268447,1473.7369269527053
CHL,Chile,sorg,water,0,0,0
CHL,Chile,soyb,water,0,0,0
CHL,Chile,spis,water,0,2.0226818695664406,0
CHL,Chile,sugb,water,108632542.01168418,1833856.828199625,59.2371990774947
CHL,Chile,sugc,water,0,0,0
CHL,Chile,swpo,water,13078608.173259735,14903.270254731178,877.5663293838352
CHL,Chile,tnut,water,345560891.8229523,125966.853081204,2743.2684342776106
CHL,Chile,vege,water,937051640.5036621,2279448.660497308,411.0869688546639
CHL,Chile,whea,water,221226340.13997847,1253089.3611722589,176.54474373082405
CHL,Chile,xfru,water,1834953961.648056,5682229.802979112,322.9285025899544
CHL,Chile,xmil,water,0,0,0
CHL,Chile,xoil,water,292602140.32831955,395782.82861962914,739.2997350310203
CHL,Chile,xpul,water,495996.0682186559,48102.04655200429,10.311329845028995
CHL,Chile,yams,water,0,0,0
CHN,China,bana,water,207584437.19889927,11154262.093177438,18.610324507783385
CHN,China,barl,water,72160426.19062641,2078220.4616426677,34.72221909199631
CHN,China,cass,water,0,4842311.540667027,0
CHN,China,cnut,water,754595.5091053247,377411.7809887528,1.999395745221351
CHN,China,coco,water,0,0,0
CHN,China,maiz,water,20583312124.52782,259950383.85405755,79.18169544263412
CHN,China,ocer,water,162207176.05244967,5622896.211715691,28.847620504621776
CHN,China,ofib,water,5450443.148876658,198545.96904263273,27.451794539864533
CHN,China,oilp,water,0,671948.8079147339,0
CHN,China,orts,water,6960798.870700225,1987924.8494105935,3.5015402482463336
CHN,China,plnt,water,604.3000030517578,119.58362770080566,5.0533673770434255
CHN,China,pota,water,889687974.0663195,93478947.6968743,9.517522351142901
CHN,China,rice,water,47349642196.703896,214494823.7978636,220.74957967902023
CHN,China,sorg,water,100159866.16712439,2349230.698962748,42.6351767884473
CHN,China,soyb,water,2526274641.4767504,12910834.084373102,195.6709090185335
CHN,China,spis,water,1062180159.2240527,1101221.948768247,964.5468476287965
CHN,China,sugb,water,238176902.72133327,9150221.123492075,26.029633547307743
CHN,China,sugc,water,414258967.0835541,107141449.5756482,3.866467821037485
CHN,China,swpo,water,136751676.36094308,58793295.982737005,2.3259739750106263
CHN,China,tnut,water,992837541.2573199,3777650.751334712,262.8187745800833
CHN,China,vege,water,9777888576.36676,544610510.1059725,17.95391090499546
CHN,China,whea,water,57501338704.43514,135162158.31595555,425.42483355452055
CHN,China,xfru,water,7022548820.757662,234764051.07458025,29.91322048079127
CHN,China,xmil,water,104516732.27421308,1847782.211447984,56.563339351724935
CHN,China,xoil,water,11233431970.04083,51606112.69500104,217.67638334690892
CHN,China,xpul,water,719535424.5145472,5546892.010220349,129.71866464837916
CHN,China,yams,water,0,0,0
CXR,Christmas Island,bana,water,0,0,0
CXR,Christmas Island,barl,water,0,0,0
CXR,Christmas Island,cass,water,0,0,0
CXR,Christmas Island,cnut,water,0,0,0
CXR,Christmas Island,coco,water,0,0,0
CXR,Christmas Island,maiz,water,0,0,0
CXR,Christmas Island,ocer,water,0,0,0
CXR,Christmas Island,ofib,water,0,0,0
CXR,Christmas Island,oilp,water,0,0,0
CXR,Christmas Island,orts,water,0,0,0
CXR,Christmas Island,plnt,water,0,0,0
CXR,Christmas Island,pota,water,0,0,0
CXR,Christmas Island,rice,water,15534750,67250,231
CXR,Christmas Island,sorg,water,0,0,0
CXR,Christmas Island,soyb,water,0,0,0
CXR,Christmas Island,spis,water,0,0,0
CXR,Christmas Island,sugb,water,0,0,0
CXR,Christmas Island,sugc,water,0,0,0
CXR,Christmas Island,swpo,water,0,0,0
CXR,Christmas Island,tnut,water,0,0,0
CXR,Christmas Island,vege,water,0,0,0
CXR,Christmas Island,whea,water,0,0,0
CXR,Christmas Island,xfru,water,0,0,0
CXR,Christmas Island,xmil,water,0,0,0
CXR,Christmas Island,xoil,water,29.200000762939453,35.00000152736902,0.8342856996764948
CXR,Christmas Island,xpul,water,2778.966796875,24.200000762939453,114.8333350935586
CXR,Christmas Island,yams,water,0,0,0
CCK,Cocos Islands,bana,water,0,0,0
CCK,Cocos Islands,barl,water,0,0,0
CCK,Cocos Islands,cass,water,0,0,0
CCK,Cocos Islands,cnut,water,0,0,0
CCK,Cocos Islands,coco,water,0,0,0
CCK,Cocos Islands,maiz,water,0,0,0
CCK,Cocos Islands,ocer,water,0,0,0
CCK,Cocos Islands,ofib,water,0,0,0
CCK,Cocos Islands,oilp,water,0,0,0
CCK,Cocos Islands,orts,water,0,0,0
CCK,Cocos Islands,plnt,water,0,0,0
CCK,Cocos Islands,pota,water,0,0,0
CCK,Cocos Islands,rice,water,0,0,0
CCK,Cocos Islands,sorg,water,0,0,0
CCK,Cocos Islands,soyb,water,0,0,0
CCK,Cocos Islands,spis,water,0,0,0
CCK,Cocos Islands,sugb,water,0,0,0
CCK,Cocos Islands,sugc,water,0,0,0
CCK,Cocos Islands,swpo,water,0,0,0
CCK,Cocos Islands,tnut,water,0,0,0
CCK,Cocos Islands,vege,water,0,0,0
CCK,Cocos Islands,whea,water,0,0,0
CCK,Cocos Islands,xfru,water,0,0,0
CCK,Cocos Islands,xmil,water,0,0,0
CCK,Cocos Islands,xoil,water,0,0,0
CCK,Cocos Islands,xpul,water,0,0,0
CCK,Cocos Islands,yams,water,0,0,0
COL,Colombia,bana,water,27428729.432681084,3723597.265120268,7.36619120698467
COL,Colombia,barl,water,847370.1490695477,10721.97620113194,79.03115369535041
COL,Colombia,cass,water,0,2176845.095440738,0
COL,Colombia,cnut,water,260948.69989588857,132215.98471356928,1.9736547018970807
COL,Colombia,coco,water,231653.20487105846,57913.40923740715,3.999992539230969
COL,Colombia,maiz,water,16984589.880153686,1463700.5692166835,11.60386915012487
COL,Colombia,ocer,water,402645.66469192505,8155.3463542461395,49.371988288674544
COL,Colombia,ofib,water,3789457.3663539886,15295.755762726068,247.74567697978313
COL,Colombia,oilp,water,0,5638485.692094475,0
COL,Colombia,orts,water,1356358.1537733078,154648.44434142113,8.770590351228124
COL,Colombia,plnt,water,88716482.10484838,3482455.4488657415,25.47526692229298
COL,Colombia,pota,water,127816547.30662203,3869006.956917003,33.036008652843556
COL,Colombia,rice,water,1079870410.8551135,3577890.56458579,301.8176188907917
COL,Colombia,sorg,water,1421918.0853319168,13807.011432267724,102.9852182209988
COL,Colombia,soyb,water,6295038.777431488,89929.19927288592,69.99994249175387
COL,Colombia,spis,water,3445658.2453726977,13288.57805864513,259.2947289142845
COL,Colombia,sugb,water,967685.5023574829,37218.67346382141,25.99999979306426
COL,Colombia,sugc,water,705317963.3073993,37331786.62423937,18.89322818665848
COL,Colombia,swpo,water,67,13.399999618530272,5.000000142339455
COL,Colombia,tnut,water,77338515.71289682,48631.53326457739,1590.2956481371984
COL,Colombia,vege,water,36686822.95007529,1937369.2849772647,18.93641198637348
COL,Colombia,whea,water,3923652.120979309,11471.905979037285,342.0226881347383
COL,Colombia,xfru,water,49491336.84105989,4890516.162572771,10.119859580430015
COL,Colombia,xmil,water,0,0,0
COL,Colombia,xoil,water,21369445.865855277,75961.55530867726,281.3192249555506
COL,Colombia,xpul,water,23891634.345677376,193577.71378415823,123.4214098236374
COL,Colombia,yams,water,1253897.2572277337,422369.7728658021,2.968719207153419
COM,Comoros,bana,water,0,0,0
COM,Comoros,barl,water,0,0,0
COM,Comoros,cass,water,0,0,0
COM,Comoros,cnut,water,0,0,0
COM,Comoros,coco,water,0,0,0
COM,Comoros,maiz,water,0,0,0
COM,Comoros,ocer,water,0,0,0
COM,Comoros,ofib,water,0,0,0
COM,Comoros,oilp,water,0,0,0
COM,Comoros,orts,water,0,0,0
COM,Comoros,plnt,water,0,0,0
COM,Comoros,pota,water,0,0,0
COM,Comoros,rice,water,0,0,0
COM,Comoros,sorg,water,0,0,0
COM,Comoros,soyb,water,0,0,0
COM,Comoros,spis,water,0,0,0
COM,Comoros,sugb,water,0,0,0
COM,Comoros,sugc,water,0,0,0
COM,Comoros,swpo,water,0,0,0
COM,Comoros,tnut,water,0,0,0
COM,Comoros,vege,water,0,0,0
COM,Comoros,whea,water,0,0,0
COM,Comoros,xfru,water,0,0,0
COM,Comoros,xmil,water,0,0,0
COM,Comoros,xoil,water,0,0,0
COM,Comoros,xpul,water,0,0,0
COM,Comoros,yams,water,0,0,0
COK,Cook Islands,bana,water,0,0,0
COK,Cook Islands,barl,water,0,0,0
COK,Cook Islands,cass,water,0,0,0
COK,Cook Islands,cnut,water,0,0,0
COK,Cook Islands,coco,water,0,0,0
COK,Cook Islands,maiz,water,0,0,0
COK,Cook Islands,ocer,water,0,0,0
COK,Cook Islands,ofib,water,0,0,0
COK,Cook Islands,oilp,water,0,0,0
COK,Cook Islands,orts,water,0,0,0
COK,Cook Islands,plnt,water,0,0,0
COK,Cook Islands,pota,water,0,0,0
COK,Cook Islands,rice,water,0,0,0
COK,Cook Islands,sorg,water,0,0,0
COK,Cook Islands,soyb,water,0,0,0
COK,Cook Islands,spis,water,0,0,0
COK,Cook Islands,sugb,water,0,0,0
COK,Cook Islands,sugc,water,0,0,0
COK,Cook Islands,swpo,water,0,0,0
COK,Cook Islands,tnut,water,0,0,0
COK,Cook Islands,vege,water,0,0,0
COK,Cook Islands,whea,water,0,0,0
COK,Cook Islands,xfru,water,0,0,0
COK,Cook Islands,xmil,water,0,0,0
COK,Cook Islands,xoil,water,0,0,0
COK,Cook Islands,xpul,water,0,0,0
COK,Cook Islands,yams,water,0,0,0
CRI,Costa Rica,bana,water,205007069.85486603,2507115.966454804,81.77007868716858
CRI,Costa Rica,barl,water,0,0,0
CRI,Costa Rica,cass,water,0,193157.2161483765,0
CRI,Costa Rica,cnut,water,29450.542343854904,14725.271171927452,2
CRI,Costa Rica,coco,water,1977.7353397607803,494.4338349401951,4
CRI,Costa Rica,maiz,water,596937.1505537033,7367.094475455582,81.02748682570528
CRI,Costa Rica,ocer,water,0,0,0
CRI,Costa Rica,ofib,water,300502.09938812256,1212.724718734622,247.79085867209145
CRI,Costa Rica,oilp,water,0,1086906.76481992,0
CRI,Costa Rica,orts,water,107548.20525574684,43826.56265024841,2.4539502701596714
CRI,Costa Rica,plnt,water,3172311.508194089,80654.4446413219,39.33213503981913
CRI,Costa Rica,pota,water,3368083.6299438477,102063.13847541808,33.000000590370355
CRI,Costa Rica,rice,water,16632517.913071632,154025.45048666,107.9855170721423
CRI,Costa Rica,sorg,water,0,0,0
CRI,Costa Rica,soyb,water,0,0,0
CRI,Costa Rica,spis,water,8641068.283373117,5454.72659522295,1584.1432439419877
CRI,Costa Rica,sugb,water,0,0,0
CRI,Costa Rica,sugc,water,104530314.73295593,4528765.636610031,23.081414036519057
CRI,Costa Rica,swpo,water,770.7530651092529,154.15061346441507,4.999999985645062
CRI,Costa Rica,tnut,water,27134.989077806473,33.24860196840018,816.1242118870397
CRI,Costa Rica,vege,water,1724218.9240632057,192133.76999539137,8.97405450434124
CRI,Costa Rica,whea,water,0,0,0
CRI,Costa Rica,xfru,water,651000457.3979322,4182061.978437558,155.6649472806593
CRI,Costa Rica,xmil,water,0,0,0
CRI,Costa Rica,xoil,water,866578.104470253,1015.103812456131,853.6842181426673
CRI,Costa Rica,xpul,water,24214.671193487942,8749.833902418613,2.767443526761641
CRI,Costa Rica,yams,water,19450.451139599085,23383.15914860368,0.8318145130000778
CIV,Côte d'Ivoire,bana,water,1051987.4023180008,369646.8631501198,2.8459254147404223
CIV,Côte d'Ivoire,barl,water,0,0,0
CIV,Côte d'Ivoire,cass,water,0,5395931.468396783,0
CIV,Côte d'Ivoire,cnut,water,278792.44503962994,139396.22251981497,2
CIV,Côte d'Ivoire,coco,water,8415704.991370678,2103926.2478426695,4
CIV,Côte d'Ivoire,maiz,water,81840683.10712814,1014981.3244106174,80.63269849290248
CIV,Côte d'Ivoire,ocer,water,1475725.8402347565,20154.83067730069,73.21946107425192
CIV,Côte d'Ivoire,ofib,water,205.57999897003174,1.3770909309387207,149.28571116933733
CIV,Côte d'Ivoire,oilp,water,0,2349330.193316102,0
CIV,Côte d'Ivoire,orts,water,361445.31555693597,122788.21530534328,2.9436482536871535
CIV,Côte d'Ivoire,plnt,water,42599034.33155131,1856416.5610423384,22.946915700661958
CIV,Côte d'Ivoire,pota,water,6245.99967956543,78.7999997138977,79.26395561222118
CIV,Côte d'Ivoire,rice,water,89263906.17548883,1622246.0852351785,55.02488616734628
CIV,Côte d'Ivoire,sorg,water,6311207.882472992,61916.74124887586,101.93055634347644
CIV,Côte d'Ivoire,soyb,water,31490.836387634277,449.86908477544785,70.00000100774413
CIV,Côte d'Ivoire,spis,water,71398048.11672999,122463.89554286748,583.0130407025774
CIV,Côte d'Ivoire,sugb,water,57.20000076293945,2.200000047683716,25.99999978325584
CIV,Côte d'Ivoire,sugc,water,54654469.59635925,1787578.6809270382,30.57458123634337
CIV,Côte d'Ivoire,swpo,water,102239.44294667244,53174.391946822405,1.92271954983365
CIV,Côte d'Ivoire,tnut,water,215673175.9863773,777145.8901125193,277.51954778420173
CIV,Côte d'Ivoire,vege,water,5538569.472762302,730933.199924916,7.577394860886388
CIV,Côte d'Ivoire,whea,water,0,0,0
CIV,Côte d'Ivoire,xfru,water,20776514.596434772,380684.11956226826,54.5767830303107
CIV,Côte d'Ivoire,xmil,water,3438474.897372246,60906.48600587249,56.45498735620234
CIV,Côte d'Ivoire,xoil,water,461079995.3721229,390955.2649965881,1179.3676582821995
CIV,Côte d'Ivoire,xpul,water,7077033.419364929,58149.80427363515,121.70347790101889
CIV,Côte d'Ivoire,yams,water,4580325.348162413,7199412.627594918,0.6362081999031837
HRV,Croatia,bana,water,0,0,0
HRV,Croatia,barl,water,23909145.058163643,300668.3743522912,79.51998646239211
HRV,Croatia,cass,water,0,0,0
HRV,Croatia,cnut,water,0,0,0
HRV,Croatia,coco,water,0,0,0
HRV,Croatia,maiz,water,189326.92896020412,1496498.9012397826,0.12651324287866514
HRV,Croatia,ocer,water,663020.3668714464,154972.07141751796,4.278321640840499
HRV,Croatia,ofib,water,0,0,0
HRV,Croatia,oilp,water,0,0,0
HRV,Croatia,orts,water,5168,709.3992614746094,7.285037186615357
HRV,Croatia,plnt,water,0,0,0
HRV,Croatia,pota,water,631431.9338798523,185899.06889553368,3.396638496531075
HRV,Croatia,rice,water,0,0,0
HRV,Croatia,sorg,water,13347.131563663483,145.64740079827607,91.64002577807392
HRV,Croatia,soyb,water,12820005.845479965,184787.62990814447,69.3769699403181
HRV,Croatia,spis,water,0,1202.0808752179146,0
HRV,Croatia,sugb,water,31942221.707230568,1259206.856955469,25.366937553422318
HRV,Croatia,sugc,water,0,0,0
HRV,Croatia,swpo,water,0,0,0
HRV,Croatia,tnut,water,263443.60648803413,6445.904800236225,40.869918910124085
HRV,Croatia,vege,water,2384762.585886419,227438.38306701183,10.485312785501904
HRV,Croatia,whea,water,270457316.97078323,808455.8880595639,334.53565119047903
HRV,Croatia,xfru,water,4765500.160114288,296101.8366521597,16.094125635946238
HRV,Croatia,xmil,water,10412.232730865479,173.71406570076942,59.938915647746306
HRV,Croatia,xoil,water,47714405.98999402,387545.44928631186,123.11951044158292
HRV,Croatia,xpul,water,261195.94394302368,3648.471464060247,71.59051304524895
HRV,Croatia,yams,water,0,0,0
CUB,Cuba,bana,water,28533083.765110016,294155.5025561601,97.00000005834495
CUB,Cuba,barl,water,0,0,0
CUB,Cuba,cass,water,0,896321.5703786388,0
CUB,Cuba,cnut,water,116894.4807357192,58447.2403678596,2
CUB,Cuba,coco,water,865.1234606578946,216.28086516447365,4
CUB,Cuba,maiz,water,8128661.635124303,377314.8943041116,21.54344224898976
CUB,Cuba,ocer,water,0,0,0
CUB,Cuba,ofib,water,1999622.6279824376,15937.379183292387,125.46746895993411
CUB,Cuba,oilp,water,0,0,0
CUB,Cuba,orts,water,2637499.539224148,197812.46535483003,13.333333339196196
CUB,Cuba,plnt,water,19912297.177048206,737492.4898594916,26.999999933344316
CUB,Cuba,pota,water,11985817.244365692,172233.87467557192,69.5903594280902
CUB,Cuba,rice,water,160456624.90398216,470547.2877477929,340.99999953667736
CUB,Cuba,sorg,water,945027.2217359543,9175.021233044565,103.00000378553501
CUB,Cuba,soyb,water,0,0,0
CUB,Cuba,spis,water,0,0,0
CUB,Cuba,sugb,water,0,0,0
CUB,Cuba,sugc,water,1197818113.1112213,21934125.553421974,54.609795598819666
CUB,Cuba,swpo,water,4823327.605339527,507567.76660357416,9.502824889009732
CUB,Cuba,tnut,water,0,0,0
CUB,Cuba,vege,water,147340840.42227173,2569414.871950455,57.344122208814255
CUB,Cuba,whea,water,0,0,0
CUB,Cuba,xfru,water,164218085.01235962,1130069.8374030665,145.31675793571978
CUB,Cuba,xmil,water,0,0,0
CUB,Cuba,xoil,water,968985.264333725,6459.901750557125,150.00000027092614
CUB,Cuba,xpul,water,22131573.382938385,177052.5871372521,124.99999994793566
CUB,Cuba,yams,water,0,77230.0305024162,0
CUW,Curaçao,bana,water,0,0,0
CUW,Curaçao,barl,water,0,0,0
CUW,Curaçao,cass,water,0,0,0
CUW,Curaçao,cnut,water,0,0,0
CUW,Curaçao,coco,water,0,0,0
CUW,Curaçao,maiz,water,0,0,0
CUW,Curaçao,ocer,water,0,0,0
CUW,Curaçao,ofib,water,0,0,0
CUW,Curaçao,oilp,water,0,0,0
CUW,Curaçao,orts,water,0,0,0
CUW,Curaçao,plnt,water,0,0,0
CUW,Curaçao,pota,water,0,0,0
CUW,Curaçao,rice,water,0,0,0
CUW,Curaçao,sorg,water,0,0,0
CUW,Curaçao,soyb,water,0,0,0
CUW,Curaçao,spis,water,0,0,0
CUW,Curaçao,sugb,water,0,0,0
CUW,Curaçao,sugc,water,0,0,0
CUW,Curaçao,swpo,water,0,0,0
CUW,Curaçao,tnut,water,0,0,0
CUW,Curaçao,vege,water,0,0,0
CUW,Curaçao,whea,water,0,0,0
CUW,Curaçao,xfru,water,0,0,0
CUW,Curaçao,xmil,water,0,0,0
CUW,Curaçao,xoil,water,0,0,0
CUW,Curaçao,xpul,water,0,0,0
CUW,Curaçao,yams,water,0,0,0
CYP,Cyprus,bana,water,1434729.3243865967,6091.092691659927,235.54547550246002
CYP,Cyprus,barl,water,652281.7903699875,18498.656365782022,35.261036124577615
CYP,Cyprus,cass,water,0,0,0
CYP,Cyprus,cnut,water,0,0,0
CYP,Cyprus,coco,water,0,0,0
CYP,Cyprus,maiz,water,0,0,0
CYP,Cyprus,ocer,water,418797.9095067978,505.0212386250496,829.2679148445321
CYP,Cyprus,ofib,water,0,0,0
CYP,Cyprus,oilp,water,0,0,0
CYP,Cyprus,orts,water,211137.87249183655,1460.140027552843,144.60111256979795
CYP,Cyprus,plnt,water,0,0,0
CYP,Cyprus,pota,water,7974864.152229309,142920.71455025673,55.799218310128325
CYP,Cyprus,rice,water,0,0,0
CYP,Cyprus,sorg,water,0,0,0
CYP,Cyprus,soyb,water,0,0,0
CYP,Cyprus,spis,water,0,0,0
CYP,Cyprus,sugb,water,0,0,0
CYP,Cyprus,sugc,water,0,0,0
CYP,Cyprus,swpo,water,0,0,0
CYP,Cyprus,tnut,water,17423770.956573486,375.4178792759776,46411.670616691394
CYP,Cyprus,vege,water,7659689.110378265,64561.75736737251,118.64127345221912
CYP,Cyprus,whea,water,2625536.994129181,17173.98845243454,152.87869800314158
CYP,Cyprus,xfru,water,148098770.1265564,146396.0430084765,1011.6309640826926
CYP,Cyprus,xmil,water,0,0,0
CYP,Cyprus,xoil,water,19131122.21598816,18618.672402344644,1027.523434677275
CYP,Cyprus,xpul,water,2473881.9354228973,916.679848857224,2698.7414837437022
CYP,Cyprus,yams,water,0,0,0
CZE,Czech Republic,bana,water,0,0,0
CZE,Czech Republic,barl,water,154042312.77663612,1980844.03967724,77.7659975702761
CZE,Czech Republic,cass,water,0,0,0
CZE,Czech Republic,cnut,water,0,0,0
CZE,Czech Republic,coco,water,0,0,0
CZE,Czech Republic,maiz,water,61026234.84032059,779351.1930463314,78.3038960930835
CZE,Czech Republic,ocer,water,6524975.710995927,545989.7071207762,11.950730253514768
CZE,Czech Republic,ofib,water,143140.87281167507,3518.622842334211,40.680936612324494
CZE,Czech Republic,oilp,water,0,0,0
CZE,Czech Republic,orts,water,0,0,0
CZE,Czech Republic,plnt,water,0,0,0
CZE,Czech Republic,pota,water,2605045.8515209258,809049.3484241366,3.219884987973879
CZE,Czech Republic,rice,water,0,0,0
CZE,Czech Republic,sorg,water,4532,75.15171575546265,60.304677736789756
CZE,Czech Republic,soyb,water,2544852.053445816,36700.30875520408,69.34143443915734
CZE,Czech Republic,spis,water,2199801.0213065147,3863.2925756648183,569.4109307597445
CZE,Czech Republic,sugb,water,102868971.5369873,4946092.176435709,20.798029609532577
CZE,Czech Republic,sugc,water,0,0,0
CZE,Czech Republic,swpo,water,0,0,0
CZE,Czech Republic,tnut,water,15061.112403288484,152.6665454597678,98.65365301828707
CZE,Czech Republic,vege,water,6239586.931102753,318759.6512327194,19.574581999236056
CZE,Czech Republic,whea,water,1737514098.1790352,5164379.521811202,336.4419851098919
CZE,Czech Republic,xfru,water,9442660.052560806,287010.1971539855,32.900085593456005
CZE,Czech Republic,xmil,water,57946.06167411804,1071.130638539791,54.098033973813386
CZE,Czech Republic,xoil,water,148727012.71898913,1301212.1324078366,114.29882108751649
CZE,Czech Republic,xpul,water,12308729.24432373,108639.4381493628,113.29890373145237
CZE,Czech Republic,yams,water,0,0,0
DNK,Denmark,bana,water,0,0,0
DNK,Denmark,barl,water,57786801.509643555,4249741.761091232,13.59772069887025
DNK,Denmark,cass,water,0,0,0
DNK,Denmark,cnut,water,0,0,0
DNK,Denmark,coco,water,0,0,0
DNK,Denmark,maiz,water,2415246.297302246,29667.723620414738,81.40989609463277
DNK,Denmark,ocer,water,14927813.01879549,1046660.3918337822,14.262327241256822
DNK,Denmark,ofib,water,0,0,0
DNK,Denmark,oilp,water,0,0,0
DNK,Denmark,orts,water,0,0,0
DNK,Denmark,plnt,water,0,0,0
DNK,Denmark,pota,water,39350264.28015709,2425811.8939847946,16.221482126348146
DNK,Denmark,rice,water,0,0,0
DNK,Denmark,sorg,water,0,0,0
DNK,Denmark,soyb,water,21,2.0000000596046448,10.499999687075624
DNK,Denmark,spis,water,1246912.8423472643,315.82639852166176,3948.095688593117
DNK,Denmark,sugb,water,61892582.01647949,2329450.011631012,26.569611585330453
DNK,Denmark,sugc,water,0,0,0
DNK,Denmark,swpo,water,0,0,0
