country,iso3c,exported_cumstress,imported_ds_cumstress,produced_ds_cumstress,prop_ds_produced,prop_ds_imported,prop_exported
Serbia,SRB,956.8129827249052,116.49697550145933,2003.2488387907654,0.9450420070576447,0.05495799294235533,0.31100103910010785
Nigeria,NGA,939.82834761344,3373.6458474947003,33825.33240150955,0.9093081045153436,0.0906918954846564,0.024642311374703265
Ecuador,ECU,913.185200246543,541.44901949401185,4227.038573255206,0.886452673103875,0.11354732689612505,0.16072470793677124
Peru,PER,911.365209298411,2073.904139068706,7655.580658338857,0.7868433753428237,0.21315662465717622,0.08564778271698775
Austria,AUT,900.923933295648,967.8268396805064,1272.476483043081,0.5679929454803034,0.4320070545196967,0.2868063530167367
Ghana,GHA,900.5027334501207,681.7017168435566,4795.863296740339,0.8755465767812898,0.12445342321871018,0.14118738921656643
Saudi Arabia,SAU,889.8152784081695,5641.780014802122,3693.2062533213457,0.3956306037570379,0.6043693962429622,0.08702518815242966
Philippines,PHL,841.7948296781033,1505.6483080906744,18271.969046778642,0.9238710972573257,0.07612890274267435,0.04082535535658773
Madagascar,MDG,835.9812088606831,1184.6422947660799,4566.700362564802,0.7940233497901417,0.20597665020985825,0.12690756152907998
United Arab Emirates,ARE,762.9611110202126,1499.5245778318247,282.3432743427716,0.15845354300443726,0.8415464569955627,0.29980840443688683
Costa Rica,CRI,755.2144235199172,479.5876420012142,716.7124054891376,0.5991075625155134,0.4008924374844866,0.38698889233906336
Sweden,SWE,699.4303690319407,709.1882953085144,1795.6546053947193,0.7168731439766501,0.2831268560233498,0.21828049924398207
Slovakia,SVK,684.9716641227575,161.5188058015089,522.1362711299307,0.7637422565097006,0.2362577434902993,0.500480988406782
Afghanistan,AFG,637.0185785491847,2950.18553410289,7318.9850675402395,0.7127143321943797,0.2872856678056203,0.05840890599129987
Republic of Moldova,MDA,616.5793185891321,29.754430027635756,1080.068937867983,0.9731899409506447,0.026810059049355156,0.3571468715937834
Ethiopia,ETH,612.9616369139917,675.9313196580216,9060.218578600512,0.9305750911067091,0.06942490889329084,0.05922843084942878
Denmark,DNK,611.3571754421035,561.3997321872547,1809.4575896848178,0.7632081327677858,0.23679186723221418,0.2050010741992906
Tunisia,TUN,549.0823596283029,833.4105160472465,4145.006652537766,0.8325952832345462,0.1674047167654538,0.0993364824050534
Niger,NER,544.3525012945322,169.1201505541863,7816.046012390951,0.9788207099134665,0.02117929008653345,0.06381983822566105
Burkina Faso,BFA,452.88598861730566,245.21721722444076,4893.319351111009,0.9522787832754734,0.04772121672452651,0.08099655928421226
Croatia,HRV,451.2190907652456,135.59864124060985,751.0975796156802,0.8470742988961191,0.15292570110388098,0.33725534557069536
Cambodia,KHM,444.92949776052643,45.850995093748395,5250.60014095708,0.9913430721975968,0.008656927802403193,0.07749520997446299
Uganda,UGA,421.4036755014354,520.0098443200186,3036.4468933505577,0.8537842907487139,0.14621570925128613,0.10593727072624982
Guatemala,GTM,414.3698139990471,765.5010787638458,2727.4106499464465,0.7808415619347769,0.2191584380652231,0.1060506670608947
Estonia,EST,388.92065292385115,66.766676226852,242.8525307463407,0.7843587389827764,0.2156412610172235,0.5567622912473073
Cameroon,CMR,381.8910162897644,982.666225549646,4221.553083629145,0.8111789363264348,0.18882106367356521,0.068364388463404
United Republic of Tanzania,TZA,375.52536528165336,270.5656980670809,8009.0282434361625,0.9673213807369452,0.03267861926305495,0.04338765902247848
Belarus,BLR,355.583362467764,455.3182081475945,3412.8947325017325,0.8822923620975314,0.11770763790246866,0.0841857269976181
Mozambique,MOZ,340.73288896106357,0,4245.043351861365,1,0,0.07430211834757017
"China, Hong Kong SAR",HKG,331.8533694744121,370.88858858351495,0,0,1,0.4722264917716176
Bolivia (Plurinational State of),BOL,299.3702519762643,212.4506590907674,2627.0319242989244,0.9251797984838668,0.07482020151613326,0.09537568904257374
Oman,OMN,294.3119409451487,608.4561360623572,425.56278967467307,0.4115618960952185,0.5884381039047816,0.22156523523409682
Senegal,SEN,285.546356711363,1404.6235760647135,2801.1160234462823,0.6660222196761707,0.3339777803238294,0.06357786155115747
Finland,FIN,280.0410314984384,286.61585920461755,1246.4834047600914,0.8130480746149421,0.18695192538505798,0.15445083438891027
New Zealand,NZL,268.48304949089294,372.730604124044,579.2729949218143,0.6084777363261948,0.39152226367380516,0.21998032490792002
Azerbaijan,AZE,263.0992243847417,470.1433972474825,3411.8472386232957,0.8788911562786335,0.12110884372136657,0.06347250198540286
Ireland,IRL,255.39614691491616,462.08586386982364,1415.0402309841604,0.753833338561218,0.24616666143878196,0.11976247746099393
Honduras,HND,224.4963069129,416.7519577351597,958.7298547709013,0.6970138362092495,0.30298616379075044,0.14031211063962973
Slovenia,SVN,223.0650011468648,216.08589138241823,127.88657448101878,0.37179305663317813,0.6282069433668218,0.3933867056844979
Colombia,COL,220.40805199922195,2379.636391721505,6563.847306013697,0.7339251155202405,0.26607488447975935,0.024051795680106056
Sri Lanka,LKA,214.08319260337538,1194.1744024098866,3367.17986117105,0.7381974007271278,0.2618025992728721,0.04483006940571114
Kenya,KEN,209.96904737285786,2730.789999848999,4061.7662008851885,0.5979731460221359,0.4020268539778642,0.02998476120162761
Benin,BEN,205.8076105590904,2125.5919871284523,1507.5249324734161,0.4149398342618208,0.5850601657381792,0.05361074669276223
Jordan,JOR,185.4188967480498,983.6833087107343,691.9168306692299,0.41293672303301754,0.5870632769669825,0.09963299307987056
"China, Taiwan Province of",TWN,178.86888184086425,2653.7327387295845,2365.063745274055,0.47124121346864717,0.5287587865313529,0.03441331237217925
Lebanon,LBN,175.93518677821174,660.2872330258625,745.7836240873014,0.5304025898228818,0.4695974101771181,0.11121018624268407
Japan,JPN,170.11570392764307,10027.018331226142,7050.373089587427,0.4128483628357068,0.5871516371642932,0.009863205314095241
Bosnia and Herzegovina,BIH,166.09086845265958,345.2995612955702,746.9494655468783,0.6838637043296006,0.3161362956703993,0.13199205482848309
Yemen,YEM,152.9791864867665,1235.2856726216005,2044.0154984020635,0.6233082574004647,0.3766917425995352,0.04457071408867322
Zambia,ZMB,144.22579850407413,75.8272843087389,2188.8172106459056,0.9665169149163708,0.033483085083629224,0.059872795515690046
Guyana,GUY,142.4072803636084,20.156778865412875,384.3379449416918,0.950168005466926,0.049831994533073895,0.2603890263293981
Tajikistan,TJK,142.11440610589835,0,3032.5719517244365,1,0,0.04476486496228973
Papua New Guinea,PNG,137.5207482189619,218.23204065493488,925.1293143173583,0.8091311730050355,0.19086882699496455,0.1073640953186368
Nicaragua,NIC,136.05665680847278,184.4606546397699,989.0553039005354,0.8428136802935224,0.15718631970647756,0.10389393853676213
Republic of Korea,KOR,125.13800128173177,5705.289668927442,3327.31624173343,0.3683672546597338,0.6316327453402663,0.013664719442366089
Cyprus,CYP,124.89353840828734,118.98433853868941,90.726669236355,0.4326271195724589,0.5673728804275411,0.37325714737855786
Iraq,IRQ,124.62462596370747,0,10625.614548970241,1,0,0.011592730537036928
Guinea-Bissau,GNB,123.3932386607621,0,284.8188089355683,1,0,0.3022773075594825
Dominican Republic,DOM,118.16163900235053,0,1989.8444940376978,1,0,0.056053745361710317
Kuwait,KWT,116.98255339097757,484.69800234930926,139.06941309275794,0.22295074999100223,0.7770492500089978,0.15792447966655787
Togo,TGO,106.24812333873723,181.97057970100582,1096.6453554155808,0.8576815956197094,0.14231840438029064,0.07672097682804065
Guinea,GIN,106.15813286029523,747.7551292120506,3344.991679931297,0.8172974864847398,0.18270251351526023,0.025282337734856757
Lao People's Democratic Republic,LAO,105.6530783708947,0,2201.409455550668,1,0,0.045795498308970756
North Macedonia,MKD,91.30733768181645,132.58134953671845,385.5411305410322,0.7441119529945449,0.25588804700545514,0.14982420456138418
Luxembourg,LUX,88.3418709620964,50.51962390639816,45.385062598439056,0.4732309155314317,0.5267690844685683,0.4794763721864977
Georgia,GEO,80.97313990838408,218.02328931788895,311.2993362081018,0.5881088795302524,0.4118911204697476,0.13267852161935265
Malawi,MWI,78.89667240564218,96.09568235589185,3780.2646722429204,0.9752098170538025,0.024790182946197573,0.01994729340393719
Suriname,SUR,69.035338158227745,7.073440849781521,170.3081266558077,0.9601230220859411,0.03987697791405885,0.2801566636520128
Kyrgyzstan,KGZ,65.20231483542196,287.5749440602012,1668.5613921794409,0.8529882919035092,0.14701170809649078,0.03225699701568741
Zimbabwe,ZWE,56.714454082300506,354.29984764864406,4197.077479785555,0.9221554658821537,0.0778445341178464,0.012307579095925924
Bangladesh,BGD,53.378283771442746,4921.663661323227,25914.321997289004,0.8403922055285868,0.15960779447141324,0.0017280473586638587
Turkmenistan,TKM,42.75170027862364,0,3934.5642655576344,1,0,0.010748882071689971
Algeria,DZA,42.39251601716019,3875.0658407500114,7183.58036457123,0.6495894914437725,0.35041050855622746,0.0038187882306610957
Mali,MLI,42.09250973937726,658.2508938529888,7669.969336296194,0.9209613968336188,0.07903860316638116,0.005028785787033528
Belize,BLZ,41.201026191533394,12.207399675506606,98.83632781649214,0.8900667336082877,0.1099332663917123,0.2706236188419147
Liberia,LBR,40.97916753231513,0,396.21168369107454,1,0,0.0937329027303368
Democratic People's Republic of Korea,PRK,39.821839617659386,0,3127.9322870647475,1,0,0.012571000786404106
El Salvador,SLV,39.34550929060262,294.6080530993162,734.630604139461,0.7137611854866728,0.28623881451332706,0.036820224857337755
Switzerland,CHE,37.86110329066307,693.2446882502297,492.10008867692903,0.41515354709929203,0.5848464529007079,0.030952355529815605
Sierra Leone,SLE,37.74537763680153,528.9074222019003,9116.51668881313,0.9451649387197095,0.054835061280290455,0.003898039550070577
Armenia,ARM,34.0683066066256,140.72014647002422,938.5926573962932,0.8696206086262147,0.13037939137378535,0.030598962283592213
Namibia,"NAM",32.98748586490578,93.83320209346493,285.1742643864079,0.7524238692050993,0.24757613079490068,0.08006769422092372
Norway,NOR,32.60196436344879,705.6234722188744,770.7705814634552,0.5220629137194419,0.47793708628055803,0.021605069843504215
Albania,ALB,30.51621824856937,139.0849438497734,692.9185652796565,0.8328313014024359,0.16716869859756417,0.035380313377105684
Nepal,NPL,29.952723857925122,1539.0788055404514,7814.765552734528,0.835460293480414,0.16453970651958613,0.003191962016629304
Rwanda,RWA,29.294256954014138,129.08732536642458,873.33788461953,0.8712249810953644,0.12877501890463558,0.028393626264414225
Swaziland,SWZ,27.195254392852934,66.35911603040438,442.08683844088733,0.8694863919226027,0.13051360807739734,0.050771400599520525
Panama,PAN,27.09116623795911,325.6516746164004,316.4645529180125,0.4928462159150965,0.5071537840849034,0.040482467005100144
Venezuela (Bolivarian Republic of),VEN,26.71150823368468,2237.672126525875,3822.5211506732744,0.6307589503877897,0.3692410496122104,0.004388356508813905
Sao Tome and Principe,STP,23.746229651112152,1.2867878110616973,98.22715835269149,0.9870692715878813,0.012930728412118732,0.1926512719467363
Trinidad and Tobago,TTO,23.499945891870514,131.08322992582072,53.629093427765554,0.290338470406795,0.709661529593205,0.1128653271828422
Vanuatu,VUT,17.225080036753027,0.5301171490847685,57.5673519501868,0.990875383088049,0.009124616911951077,0.2286842417620034
Dominica,DMA,15.06665998064261,0.5562157626097642,23.376411664931254,0.9767591015949345,0.023240898405065474,0.3863316737803013
Solomon Islands,SLB,14.358288208188535,35.327199954573885,58.88323408422941,0.6250181806823716,0.37498181931762836,0.13225068796078943
Chad,TCD,13.395062096839016,0,3738.9710077933355,1,0,0.003569764209394172
Gambia,GMB,10.748902818550228,191.75563592611985,399.32689607291763,0.6755856829712029,0.32441431702879714,0.017860321340323757
Botswana,BWA,7.785735861427275,85.6987130988716,223.56164282415713,0.7228913714365607,0.27710862856343926,0.024557110348234202
Mongolia,MNG,7.603027405135623,33.72211745527513,390.6871487867964,0.9205433996437746,0.07945660035622538,0.017599099648179132
Djibouti,DJI,6.236266410016015,43.317368119936624,19.524592550153987,0.31069356114865204,0.6893064388513479,0.0902783217465052
Fiji,FJI,5.459359527184654,38.767954210613496,158.8066710667951,0.8037807023235876,0.19621929767641252,0.026888895139594124
Jamaica,JAM,4.065411992256633,77.48630102799959,152.33727624432836,0.6628444220229733,0.3371555779770267,0.01738180153345174
Kiribati,KIR,3.834248610638714,0,66.70705745590524,1,0,0.05435465863109679
Angola,AGO,3.659534501347703,0,3542.3461390421417,1,0,0.001032015974664464
Malta,MLT,3.5862590244101558,30.27418039737953,18.31707170411364,0.3769623319410362,0.6230376680589639,0.06873189132683202
Haiti,HTI,3.4001157483230227,0,1206.309812023603,1,0,0.0028106868186040606
Barbados,BRB,3.0620311617585005,14.131311913554134,13.177602940760783,0.48253850477250543,0.5174614952274945,0.10082106629599095
Timor-Leste,TLS,2.8853434319354574,0,148.39123717974144,1,0,0.01907329885610027
Saint Lucia,LCA,2.852122775700277,1.803013493479566,5.883119897368241,0.7654199580212219,0.23458004197877802,0.27064466175664426
Lesotho,LSO,2.8450147448902112,0,166.61857045314594,1,0,0.016788354510295
Montenegro,MNE,2.7014066210472754,67.24549363824302,11.089357236502439,0.14156352010210516,0.8584364798978948,0.03333577715120331
French Polynesia,PYF,1.9587449924091596,3.6771114143885044,44.261800149418725,0.9232958927426996,0.07670410725730031,0.039255250198020245
Grenada,GRD,1.5063849709559833,0.13967154034878537,14.81171113622658,0.9906582860348019,0.009341713965198123,0.09153033407795982
New Caledonia,NCL,1.4600257498856486,3.7921117475393284,13.0279654806762,0.7745484936788462,0.22545150632115382,0.079869667672808
Saint Vincent and the Grenadines,VCT,1.2532276791136379,1.6495428060369168,18.182016079524697,0.9168223327497533,0.08317766725024668,0.059437532140508065
Congo,COG,0.7567978163941862,224.43217650179452,287.7403480420499,0.5618035608183389,0.438196439181661,0.0014754426846018266
Gabon,GAB,0.684446152752302,75.09045045874663,214.97152371420816,0.741122735329752,0.2588772646702479,0.0023541000160399394
Cuba,CUB,0.5645533081526531,1137.5585462895576,2567.468214932628,0.6929688718592929,0.307031128140707,1.5235174638361513e-4
Mauritius,MUS,0.546392084617732,37.45915915562355,132.8300514992969,0.7800262329506477,0.2199737670493523,0.0031983502025089003
Antigua and Barbuda,ATG,0,2.497197003545218,1.6533947417482848,0.3983515708629078,0.6016484291370922,0
Bahamas,BHS,0,7.608690564047363,22.37577918128901,0.7462456188597173,0.25375438114028276,0
Cabo Verde,CPV,0,19.962283675983052,48.21755740173781,0.7072113492721805,0.2927886507278195,0
Central African Republic,CAF,0,30.3707141181766,679.1373272300818,0.9571946865317214,0.042805313468278636,0
Iceland,ISL,0,5.832285075314837,62.5230048337975,0.914676902357233,0.08532309764276698,0
Maldives,MDV,0,20.803164954930224,0,0,1,0
Mauritania,MRT,0,258.75632048571947,464.28838098009754,0.6421295668702821,0.35787043312971784,0
Saint Kitts and Nevis,KNA,0,1.0114199537631676,1.2647150355235444,0.5556414894003614,0.44435851059963855,0
Samoa,WSM,0,0,0,NA,NA,NA
