country,iso3c,exported_cumstress,imported_ds_cumstress,produced_ds_cumstress,prop_ds_produced,prop_ds_imported,prop_exported
United States of America,USA,55863.55825973169,11264.82610383671,125467.74429112994,0.9176141714348157,0.08238582856518425,0.29005545775994446
India,IND,20215.83898181706,7691.100116812553,423732.4703897676,0.9821727401036953,0.01782725989630473,0.04476101632653563
Brazil,BRA,19627.06359634241,3299.7356836321246,60273.19149658787,0.9480952690084907,0.05190473099150924,0.23590223283860495
Canada,CAN,18742.685818558024,1920.229952478821,13590.245518310196,0.8761978666550098,0.12380213334499016,0.5471811976778658
Thailand,THA,15941.94625994482,2071.027443136415,20076.082956122562,0.9064876904570941,0.09351230954290586,0.41854400340189646
Australia,AUS,15337.683464023521,608.347413240001,14813.071267238023,0.9605517867166068,0.03944821328339318,0.4986388546703814
Russian Federation,RUS,12677.784798004177,3730.9639595811295,31368.207296403663,0.8937022207057108,0.10629777929428916,0.2653535479254478
Ukraine,UKR,11629.836537357116,413.3374543480116,10999.640219765894,0.9637835570917208,0.03621644290827922,0.5047055637660623
France,FRA,11278.872575059746,5034.795308685186,20593.404469253273,0.8035447143260023,0.19645528567399775,0.3056019309031833
Pakistan,PAK,11230.503043051203,2496.8050902311884,94208.48768516292,0.9741812984731847,0.025818701526815296,0.10404799406808103
Argentina,ARG,9790.129077669162,544.1395348518245,21487.9009829258,0.9753023541141023,0.024697645885897814,0.3076512130420537
Spain,ESP,9291.614480063618,6358.0379548533,27731.50242250581,0.8134900651498356,0.1865099348501645,0.21418550314304916
Germany,DEU,6805.177895401826,8498.114056564093,13720.014172440175,0.6175144022496739,0.3824855977503262,0.2344728703970517
Turkey,TUR,6255.927831569925,4207.382043346901,32088.164652765056,0.8840799374487008,0.11592006255129926,0.14702023610251458
Netherlands,NLD,5797.903817698409,5707.047408636964,1031.762574672747,0.15310753341141178,0.8468924665885882,0.46247397122778533
Indonesia,IDN,5662.756829877809,3049.3379265365957,55203.330255525514,0.9476532488261956,0.052346751173804364,0.08859765586820334
China,CHN,5044.020368219887,40924.42952869784,379765.9721156867,0.9027207909457087,0.09727920905429126,0.011847809590718395
Mexico,MEX,4859.475729928882,9456.909829735137,28477.44274326314,0.7507032758358823,0.2492967241641176,0.11355552710848463
Kazakhstan,KAZ,4710.560947715897,683.0830991069065,11648.899900208318,0.9446088192673605,0.055391180732639426,0.27640010566242346
Viet Nam,VNM,4423.722729435779,0,19742.644735152397,1,0,0.18305286203720997
Italy,ITA,4389.203484887645,6092.833128447661,9887.897137404672,0.6187387542941737,0.38126124570582626,0.21547460775262456
Iran (Islamic Republic of),IRN,4135.618648761042,5416.184246601773,47362.199553729464,0.8973787399952974,0.10262126000470255,0.07266434393645427
Romania,ROU,3394.089906981062,719.9620823437995,4696.791283343894,0.8670860506767055,0.1329139493232946,0.38521737385904165
Belgium,BEL,3198.057879931661,3961.4334431262787,1352.6376981565743,0.2545388765401508,0.7454611234598492,0.37570599223311124
Uruguay,URY,2974.7592708661496,89.62136193098142,840.7941492546338,0.9036759804049503,0.09632401959504974,0.7617480489063339
Paraguay,PRY,2857.135381754953,50.96550171554475,3210.588135781401,0.9843738575599027,0.0156261424400973,0.4669522135812486
South Africa,ZAF,2476.7495733616593,2266.8274645740626,7628.922150505063,0.7709291814417096,0.22907081855829042,0.20018183356808011
Egypt,EGY,2377.3331174873765,4347.210166706837,39308.746061341364,0.9004211442764406,0.09957885572355943,0.05164378108291617
Poland,POL,2222.6286935643257,1359.2038517245821,9875.960842156184,0.8790223473568775,0.1209776526431226,0.16515550726449982
Malaysia,MYS,2220.107857478876,3031.629711589655,7304.558230155615,0.7066975050496458,0.2933024949503543,0.1768123253050519
Hungary,HUN,2185.9327043643825,270.7186932593714,2044.4437192684713,0.8830670834173645,0.1169329165826355,0.48564463704860705
Bulgaria,BGR,2081.8578341203547,245.81312496388787,1622.9858323038761,0.8684646499785758,0.1315353500214242,0.5269649944430795
Israel,ISR,2077.3685261276937,1438.033086215838,4342.857818610948,0.7512436906541266,0.2487563093458734,0.2643547905716536
Czechia,CZE,2031.0722128358802,427.0033578791167,2255.7351848098024,0.8408330327072687,0.15916696729273128,0.4308769100361893
Côte d'Ivoire,CIV,2023.4019180259502,1479.3965624237323,3364.1587218230184,0.6945639152224931,0.30543608477750694,0.29465771497109106
Sudan,SDN,1885.4839357808323,0,14177.209652338117,1,0,0.11738279918229053
Lithuania,LTU,1793.951403356924,130.52209014383493,936.4441815267112,0.8776699005307105,0.12233009946928955,0.6270545353388047
Chile,CHL,1723.8324925698848,1014.839780255516,3687.4234143162967,0.7841805661948007,0.21581943380519922,0.26825503019184554
Myanmar,MMR,1698.6637567890484,0,16119.113930824904,1,0,0.0953353323052109
Uzbekistan,UZB,1440.6004275769906,0,16116.231355819016,1,0,0.08205355301856951
Greece,GRC,1288.7029581828078,956.5833064372022,5198.304319220526,0.8445815155991612,0.15541848440083894,0.1731292101127221
Latvia,LVA,1134.885525082868,138.2674336116986,369.693693055987,0.7277991831407311,0.27220081685926895,0.6908042962339657
Morocco,MAR,1123.6373469649184,2117.9556143528525,13357.29232857104,0.8631391482602194,0.13686085173978066,0.06769354250850691
United Kingdom of Great Britain and Northern Ireland,GBR,1077.020658994958,3917.7804588537383,6946.177205417721,0.6393781548193775,0.36062184518062235,0.09019534495732527
Portugal,PRT,1046.2470565930512,2302.9255796925972,2486.3216587401635,0.5191466497674049,0.48085335023259507,0.17929022010781065
