country,iso3c,exported_nutrient_stress,imported_ds_nutrient_stress,produced_ds_nutrient_stress,prop_ds_produced_nutrient,prop_ds_imported_nutrient,prop_exported_nutrient
United States of America,USA,6191.8430245140635,1294.9126066478605,17508.4212740561,0.931133882168805,0.06886611783119502,0.24772151235390724
Canada,CAN,3248.451170226335,172.62211904295862,2641.2581832839037,0.9386533539112472,0.061346646088752746,0.535841892666787
Brazil,BRA,2545.5512462211227,402.3688894190153,9459.406185671105,0.9591991414978264,0.040800858502173694,0.20516517260038514
India,IND,2098.522356190121,254.34729540096563,43793.61831339265,0.9942256744009492,0.005774325599050787,0.045475234383654375
Australia,AUS,1523.0945030887872,48.60416670995952,1585.1114645151758,0.9702493103567168,0.029750689643283205,0.4824789703165994
France,FRA,1350.2386052843144,445.25883070154543,2413.802969892677,0.8442640062523296,0.15573599374767053,0.3207750635708077
Thailand,THA,1135.4791097505354,226.07457354824018,1130.3254581913263,0.8333275079193988,0.16667249208060125,0.45567182245906923
China,CHN,1065.4163540244617,3230.095499442667,93958.61767206219,0.9667647055502973,0.03323529444970274,0.01084347659654992
Argentina,ARG,898.2035787030452,26.750772892789723,1064.5990006044535,0.9754883598802,0.02451164011980005,0.45145991069287145
Germany,DEU,885.4229308321026,1262.3865528939996,2036.0696069836586,0.617279572107206,0.38272042789279404,0.2116272749846358
Netherlands,NLD,787.9271276689254,677.662527555801,253.5331854107914,0.2722662721492653,0.7277337278507348,0.4583309051828129
Pakistan,PAK,773.5735961430966,110.01749856234589,7799.7420775947,0.9860909174921094,0.013909082507890568,0.08908717203329229
Turkey,TUR,653.6704603435194,201.8178254542277,2851.897150236991,0.9339107195462649,0.06608928045373506,0.17631575449102957
Ukraine,UKR,604.92069258211,25.84448183028059,542.996458531432,0.954566417434992,0.04543358256500787,0.5153692841918458
Mexico,MEX,492.4499555811541,1340.5922687686473,3029.868944119433,0.6932606872667428,0.30673931273325716,0.10126649213215412
Spain,ESP,470.9231036533748,733.4598958124544,1887.7336626963186,0.7201809483196928,0.2798190516803071,0.15229797420517896
Belgium,BEL,447.1338730303283,530.9827623170278,283.60947303434267,0.3481612771720186,0.6518387228279815,0.3543826747025361
Italy,ITA,431.15454555041396,576.4114336943386,932.0282581272412,0.6178757183203866,0.38212428167961343,0.22229110462536553
Poland,POL,397.80854651330657,156.1658200349741,1815.6232995747293,0.9207999382480183,0.07920006175198167,0.1678802069231341
Bulgaria,BGR,390.1281097316767,16.043356818037743,247.7509785135194,0.9391823300607529,0.06081766993924722,0.5965969094300648
Hungary,HUN,384.3618300387976,29.03056734825204,341.88424907258775,0.9217325216922206,0.07826747830777936,0.5089020451519259
Viet Nam,VNM,360.70460254224275,0,1774.8774147314282,1,0,0.16890224754876232
Romania,ROU,331.03999206539373,89.66321332816324,399.0427108410923,0.8165293095626363,0.18347069043736375,0.4038324382095912
Czechia,CZE,329.7875413734705,59.03146652708557,386.36177477270576,0.867462141197262,0.13253785880273802,0.4254330715425846
Indonesia,IDN,323.35001658273046,141.5445696353612,4282.806027459007,0.9680078315384142,0.0319921684615859,0.06810665686274088
Russian Federation,RUS,307.5860446075406,216.3551628433487,740.975493242429,0.7740016352051687,0.2259983647948312,0.24316703577314494
Uruguay,URY,241.75952429311104,7.713380131526226,185.25582425825885,0.9600279217820388,0.03997207821796117,0.5561158219875952
United Kingdom of Great Britain and Northern Ireland,GBR,224.5898412373939,449.1334665717405,1846.8205939232134,0.8043804646183044,0.19561953538169569,0.08910372125755685
Lithuania,LTU,194.38538457515142,13.069434305569407,119.37444072407642,0.9013209610286321,0.098679038971367955,0.5947612671221748
Malaysia,MYS,148.24672963745743,295.27083285092573,643.2254640240224,0.6853787981538837,0.3146212018461163,0.13641378506307364
Latvia,LVA,129.61232221415858,14.802355450347845,47.82547375169289,0.7636457204576794,0.23635427954232058,0.6742208704026055
Slovakia,SVK,127.60352609492939,22.759282645645378,88.23222898864215,0.7949457367457408,0.20505426325425932,0.534812154139381
Paraguay,PRY,114.2182217077002,9.717746041380519,239.44922894811816,0.9609990608033425,0.0390009391966575,0.31431721144897323
Chile,CHL,112.560241903842,128.28014262087805,358.24718137154315,0.7363351731857175,0.2636648268142825,0.18788612602140486
Austria,AUT,108.85258227849084,140.8963743692552,139.55589164536445,0.4976101410358708,0.5023898589641291,0.2796075691216024
Denmark,DNK,103.77077427903392,69.28170043906294,327.24728140578105,0.8252796047423039,0.17472039525769612,0.20741719940662834
Sweden,SWE,102.62208293250225,108.73712281646964,284.55809826833007,0.7235228983547083,0.27647710164529166,0.20693386195881136
Iran (Islamic Republic of),IRN,99.05893361154813,544.7844703567735,1312.522509008345,0.7066804376393413,0.2933195623606587,0.0506341543545027
Egypt,EGY,92.72326776165507,305.974502252956,2399.4356209395173,0.8869027288580202,0.11309727114197975,0.03313754378594424
Ecuador,ECU,86.74226668021007,80.92943150842396,341.05056857112845,0.8082150066515783,0.19178499334842175,0.17051006481926412
Portugal,PRT,81.14043851601657,220.82583964687333,184.7528731126775,0.45552901890639674,0.5444709810936031,0.16670894971641873
Peru,PER,80.31540621613297,314.0049631173213,690.3687303296597,0.6873624178271083,0.3126375821728918,0.07404463291931078
Ireland,IRL,78.22139914612454,90.71366071142099,563.1023866394866,0.8612550715465472,0.13874492845345282,0.10685436861246916
South Africa,ZAF,75.21223685569053,193.11686510632694,340.23150301847613,0.6379160851559261,0.3620839148440738,0.12359038071171455
Saudi Arabia,SAU,69.21576241947326,647.81890267672,420.3207382113785,0.39350729260633494,0.606492707393665,0.060856757894836716
Greece,GRC,68.64642938652139,89.23492605231228,333.24718117438994,0.7887841294911238,0.21121587050887616,0.13977283800265555
Croatia,HRV,68.01318158177743,17.623908898135316,134.71519655340208,0.884311327377842,0.11568867262215801,0.30865657215300235
Guatemala,GTM,57.12426065981447,119.59281850085404,392.4017576737276,0.7664178019337555,0.2335821980662445,0.10037316806724612
United Arab Emirates,ARE,54.910518379344644,142.87259133410075,27.53344662998225,0.16157553428820146,0.8384244657117985,0.2437038772048779
Serbia,SRB,54.31699752476488,9.200053915276024,108.93263813440471,0.9221210170051238,0.07787898299487613,0.3149730084107604
Costa Rica,CRI,50.071762277361714,55.975313159594556,158.96858880873506,0.7395817576260335,0.2604182423739665,0.18893887808435758
Philippines,PHL,47.16715015984398,120.33993701067354,916.6108865857211,0.8839482699928761,0.11605173000712388,0.04350739615211785
Honduras,HND,46.77476038667621,63.584368288770044,216.52573794523786,0.773002234215531,0.22699776578446895,0.14309246209599985
Niger,NER,45.58020065014248,20.447619701088666,7.9733096385543165,0.28054359318337746,0.7194564068166226,0.6159392519605311
Estonia,EST,44.59377093668679,8.341534038893494,33.47552011971001,0.8005231548053154,0.19947684519468462,0.5160669498006831
