country,iso3c,SPAM_super,produced_used_cumstress,produced_exported_cumstress,produced_all
Afghanistan,AFG,barl,288.06218372372444,0,288.06218372372444
Afghanistan,AFG,maiz,596.7370192710782,0,596.7370192710782
Afghanistan,AFG,pota,83.749038921459,0.46997216005308057,84.21901108151208
Afghanistan,AFG,rice,720.2650619038454,0,720.2650619038454
Afghanistan,AFG,spis,65.53134952421927,53.61655870163394,119.1479082258532
Afghanistan,AFG,sugb,1.2861997212513463,0,1.2861997212513463
Afghanistan,AFG,sugc,5.53773925084774,0,5.53773925084774
Afghanistan,AFG,tnut,128.47245224665014,84.17160664435697,212.6440588910071
Afghanistan,AFG,vege,1053.4821409901344,60.419631199520424,1113.9017721896548
Afghanistan,AFG,whea,3248.718591576238,0.8829239275924005,3249.6015155038303
Afghanistan,AFG,xfru,734.3167381154292,218.68366809080175,953.0004062062309
Afghanistan,AFG,xmil,4.144258543900496,0,4.144258543900496
Afghanistan,AFG,xoil,310.3342549050733,29.1767248201351,339.5109797252084
Afghanistan,AFG,xpul,78.34803884638859,42.24649153481737,120.59453038120596
Angola,AGO,bana,584.4520777503928,0,584.4520777503928
Angola,AGO,cass,572.2163866644116,0,572.2163866644116
Angola,AGO,maiz,796.718645981851,0.28638340977061505,797.0050293916216
Angola,AGO,oilp,16.53933153382148,0.43854288157859966,16.977874415400077
Angola,AGO,pota,46.23740427552412,0,46.23740427552412
Angola,AGO,rice,11.326696580951369,0,11.326696580951369
Angola,AGO,sorg,42.935057511615064,0,42.935057511615064
Angola,AGO,soyb,21.437511840272805,0,21.437511840272805
Angola,AGO,sugc,43.732958690875456,0,43.732958690875456
Angola,AGO,swpo,204.19988913106556,0,204.19988913106556
Angola,AGO,tnut,4.3466213164763206,0,4.3466213164763206
Angola,AGO,vege,217.3598171900998,0,217.3598171900998
Angola,AGO,whea,3.0543526537022245,0.07054535641570578,3.1248980101179304
Angola,AGO,xfru,239.68177356087003,1.9592515549934861,241.64102511586353
Angola,AGO,xmil,90.7683807103878,0,90.7683807103878
Angola,AGO,xoil,270.5385782782001,0.9048112985892969,271.44338957678934
Angola,AGO,xpul,376.80065537162426,0,376.80065537162426
