iso3c_consuming,iso3c_producing,total_nutrient_stress
AFG,ARE,1.8261588771676514
AFG,ARG,0.0014310461416114997
AFG,BEL,8.95359721047769e-4
AFG,BGR,0.003322350773069322
AFG,BOL,0.003819065842663532
AFG,CHN,1.8523945059412905
AFG,DEU,4.702292703180975e-4
AFG,EGY,0.0014188946990306445
AFG,ESP,0.02667995541964178
AFG,GBR,1.9076494108455244e-6
AFG,GEO,5.119515780331358e-4
AFG,GRC,8.434560134269162e-5
AFG,GTM,8.582544271363696e-6
AFG,HKG,1.4243134848109327e-6
AFG,IDN,0.02318323239498528
AFG,IND,11.303479062181296
AFG,IRN,12.345646025614872
AFG,ITA,0.3558689222549627
AFG,KAZ,3.4558053693048016
AFG,KGZ,0.011992691196721719
AFG,LKA,0.0013958538034103062
AFG,LTU,0.005122353765813238
AFG,MDG,1.187790649442054e-6
AFG,MMR,1.1201303029435012
AFG,MYS,0.668897549063906
AFG,NLD,0.023727039488007404
AFG,PAK,109.02729040374581
AFG,PHL,7.595224963385035e-4
AFG,POL,6.396262103016148e-4
AFG,PRY,0.021139830046712493
AFG,RUS,0.3179350980379439
AFG,SAU,0.003543487080804082
AFG,SDN,8.474410769149521e-10
AFG,SGP,0.001396167124791161
AFG,THA,2.5655138252199134e-6
AFG,TUN,0.0016914899168915646
AFG,TUR,0.26879264139112086
AFG,UKR,0.005764637771323328
AFG,USA,0.0014035841743521985
AFG,UZB,23.730709201301572
ALB,ARE,3.8920932632573895e-4
ALB,ARG,0.009271789494508399
ALB,AUT,0.004362279198120506
ALB,BEL,0.045812356282711846
ALB,BGR,0.3234310008197355
ALB,BIH,0.0031251094613467516
ALB,CAN,0.0033673717599152844
ALB,CHN,0.1599242668589812
ALB,COL,0.004939158470343365
ALB,CZE,0.010806431430107183
ALB,DEU,0.07768102326794576
ALB,DNK,1.1287191334442793e-4
ALB,DZA,6.023914978006516e-4
ALB,ECU,0.11406961507660832
ALB,EGY,0.023430005500302956
ALB,ESP,0.29511488776903333
ALB,FRA,0.00595222131724839
ALB,GBR,0.002340718933451632
ALB,GEO,3.28958042689613e-5
ALB,GRC,1.2600622557588625
ALB,GTM,0.004541729758802234
ALB,HRV,0.18092096085645468
ALB,HUN,0.3437907563760196
ALB,IDN,0.001059996330491828
ALB,IND,0.1068201633004388
ALB,IRL,2.3107409541906832e-4
ALB,IRN,0.00216422377772294
ALB,ISR,1.1075463036688041e-5
ALB,ITA,0.8715006238434312
ALB,KGZ,1.139689248474454e-6
ALB,KWT,1.348114514089421e-5
ALB,MDA,2.419110908956475e-4
ALB,MEX,0.013700237521190897
ALB,MKD,1.0810863034162266
ALB,MNE,0.004446132428517715
ALB,MYS,0.006444292413674692
ALB,NLD,0.07193505473961904
ALB,PAK,0.44547288719786016
ALB,PER,0.0026942875645263745
ALB,POL,0.05326770187175967
ALB,PRT,0.4004745866835608
ALB,ROU,0.007372420982801353
ALB,RUS,1.39967371864412
ALB,SAU,0.003717996363275362
ALB,SDN,0.0020652470291658742
ALB,SRB,1.9893454268121888
ALB,SVK,1.466009537918306e-4
ALB,SVN,0.003262868519015306
ALB,THA,0.18449534587250913
ALB,TUN,6.425556418991578e-4
ALB,TUR,0.17560675557693456
ALB,UKR,0.15143412507899126
ALB,URY,0.004514134335914331
ALB,USA,0.07058081272876339
ALB,ZAF,2.795726792739236e-4
ARE,ABW,0.002585632135291242
ARE,AFG,0.1071683394506938
ARE,ALB,6.622423265680969e-6
ARE,ARG,3.7459551375274316
ARE,ARM,0.022131421341644548
ARE,ATG,2.889857990314759e-5
ARE,AUS,56.59894278282862
ARE,AUT,0.012668337991020556
ARE,AZE,0.0015639916076843835
ARE,BDI,0.04455838882985088
ARE,BEL,0.8440356892301539
ARE,BFA,1.2062550804513544e-5
ARE,BGD,0.3669059988725486
ARE,BGR,0.025396795303429507
ARE,BHR,0.04270603905508369
ARE,BIH,0.005221974075082859
ARE,BLR,3.9472673626164285e-6
ARE,BLZ,4.295029661839632e-4
ARE,BMU,1.5926590666174673e-4
ARE,BOL,3.4941994751621215e-4
ARE,BRA,5.716627185644057
ARE,CAN,84.78602884695911
ARE,CHE,0.014855422136584124
ARE,CHL,0.4903659743898231
ARE,CHN,8.89064096328719
ARE,CIV,7.831235459313093e-5
ARE,CMR,2.337305851537498e-4
ARE,COL,0.007111178453403102
ARE,COM,1.3588742494993067e-4
ARE,CRI,0.01186233380681441
ARE,CUB,9.127659425050657e-6
ARE,CYM,2.999676071972616e-5
ARE,CYP,0.43521976910389587
ARE,CZE,0.012283319215998735
ARE,DEU,1.4935210552204465
ARE,DJI,2.0969334456635036e-4
ARE,DMA,2.3491036029095785e-6
ARE,DNK,0.06332373362845294
ARE,DOM,1.722589359378893e-4
ARE,DZA,0.03842693317087255
ARE,ECU,0.8828949029984414
ARE,EGY,5.526255974222376
ARE,ESP,3.4169653014770565
ARE,EST,3.8911315597551317e-4
ARE,ETH,0.039077437520420026
ARE,FIN,0.015268955460275803
ARE,FRA,0.7030682504090299
ARE,GBR,1.260899463592183
ARE,GEO,0.0015532593502723079
ARE,GHA,9.080484790969347e-4
ARE,GMB,1.6264622951139094e-5
ARE,GNQ,4.4995141079589246e-5
ARE,GRC,0.3774411209317819
ARE,GTM,0.011571727893599032
ARE,GUY,1.4786284908180722e-7
ARE,HKG,0.014241160764680698
ARE,HND,0.040570277526532944
ARE,HRV,0.00874031267483359
ARE,HUN,0.004641368268260134
ARE,IDN,2.1005206579803852
ARE,IND,86.2810216977911
ARE,IRL,0.54408913439728
ARE,IRN,9.136926498244826
ARE,IRQ,2.9722627479093124
ARE,ISL,0.003964535415044848
ARE,ITA,1.198425185133037
ARE,JAM,2.7884268125689867e-4
ARE,JOR,2.4629112382828957
ARE,JPN,0.07462573982262281
ARE,KAZ,1.9137281264690608e-4
ARE,KEN,0.4933984135861411
ARE,KGZ,3.6295197740461198e-6
ARE,KHM,2.265490217167926e-4
ARE,KOR,0.4712473552839577
ARE,KWT,5.578839814910702
ARE,LBN,0.5222580558242305
ARE,LBY,0.0018997033885002213
ARE,LKA,0.5785096116325935
ARE,LTU,0.010265743773235686
ARE,LUX,0.007487164639534744
ARE,LVA,0.02439702083479071
ARE,MAR,0.2649551110024693
ARE,MDA,7.014739186313027e-4
ARE,MDG,5.805380530256235e-4
ARE,MDV,6.03372143485989e-7
ARE,MEX,0.17370934357591528
ARE,MKD,0.0045741937658418524
ARE,MLI,9.752520485801014e-9
ARE,MLT,0.012511504818149902
ARE,MMR,3.282859628779867e-4
ARE,MOZ,0.4892918838703362
ARE,MUS,8.71870890319741e-5
ARE,MWI,2.220986162667981e-5
ARE,MYS,1.7645123469608002
ARE,"NAM",0.05525812044221738
ARE,NGA,0.0110228185553777
ARE,NIC,4.069435752681132e-7
ARE,NLD,2.8695353398928294
ARE,NOR,4.906861708723411e-7
ARE,NPL,4.942093255066965e-5
ARE,NZL,0.553394770007765
ARE,OMN,3.5732694271639853
ARE,PAK,25.704971023012213
ARE,PAN,0.0022664279805430267
ARE,PER,0.17072634029189487
ARE,PHL,0.4956923368387869
ARE,PNG,3.1528068657600055e-8
ARE,POL,0.12379987482968924
ARE,PRT,0.0675815520271585
ARE,PRY,0.09048418005953239
ARE,PSE,0.1480349711526463
ARE,PYF,4.603376653862485e-5
ARE,QAT,1.3773297424112856
ARE,ROU,5.490519750146548
