iso3c_consuming,iso3c_producing,SPAM_super,tonnes_imported
ARM,IRN,maiz,3.0386157417176625
ARM,IRN,oilp,41.02564102564103
ARM,IRN,tnut,36.49205414949971
ARM,IRN,vege,3069.4407278565695
ARM,IRN,xfru,9942.794718789644
ARM,IRN,xoil,5.703044273110246
ARM,ISR,pota,43.4616850934045
ARM,ISR,vege,111.98822584961198
ARM,ISR,xfru,356.2702626509421
ARM,ITA,barl,1.2649649875762368
ARM,ITA,cnut,347.6968796433878
ARM,ITA,coco,99.28651896357492
ARM,ITA,maiz,167.1238657944714
ARM,ITA,ocer,2.092050209205021
ARM,ITA,oilp,135.3846153846154
ARM,ITA,rice,16.563146997929607
ARM,ITA,vege,104.76317902060477
ARM,ITA,whea,44.57959939580199
ARM,ITA,xfru,500.04698585725697
ARM,ITA,xoil,126.28169461886972
ARM,CIV,cnut,2.9717682020802374
ARM,CIV,coco,141.79496808111153
ARM,KAZ,whea,92.26940340061343
ARM,JPN,vege,9.633395772009633
ARM,JOR,xfru,1.0571817882817272
ARM,KGZ,xpul,138.69625520110958
ARM,KOR,xfru,2.1143635765634543
ARM,LVA,vege,2.4083489430024083
ARM,LBN,coco,0.3004130679684566
ARM,LBN,ocer,1.0460251046025104
ARM,LBN,rice,2.070393374741201
ARM,LBN,tnut,3.531489111241907
ARM,LBN,vege,9.633395772009633
ARM,LBN,whea,6.220409218018882
ARM,LBN,xfru,1.0571817882817272
ARM,LBN,xoil,7.332485493998887
ARM,LBN,xpul,5.779010633379565
ARM,LTU,coco,0.1502065339842283
ARM,LTU,whea,2.0734697393396275
ARM,MDG,xpul,5.779010633379565
ARM,MYS,cnut,172.36255572065377
ARM,MYS,coco,34.697709350356746
ARM,MYS,oilp,542.5641025641025
ARM,MYS,xfru,1.0571817882817272
ARM,MDV,cnut,1.4858841010401187
ARM,MUS,rice,4.140786749482402
ARM,MUS,xfru,1.0571817882817272
ARM,MEX,barl,48.068669527896994
ARM,MEX,coco,0.9012392039053698
ARM,MEX,vege,1.2041744715012042
ARM,MEX,xfru,19.02927218907109
ARM,MEX,xpul,43.9204808136847
ARM,MAR,xfru,28.543908283606633
ARM,MDA,tnut,15.303119482048263
ARM,MDA,vege,333.5563286058335
ARM,MDA,xfru,10.571817882817273
ARM,NLD,barl,0.6324824937881184
ARM,NLD,coco,13.819001126549004
ARM,NLD,pota,1541.7460922607702
ARM,NLD,soyb,0.291743654575513
ARM,NLD,vege,9.633395772009633
ARM,NLD,xfru,88.80327021566508
ARM,NZL,xfru,1.0571817882817272
ARM,NGA,coco,45.362373263236954
ARM,PAK,rice,1598.343685300207
ARM,PAK,xfru,500.04698585725697
ARM,PAN,xfru,14.800545035944182
ARM,CZE,barl,45.538739552744524
ARM,CZE,coco,0.3004130679684566
ARM,CZE,pota,22.874571101791844
ARM,PER,coco,0.1502065339842283
ARM,PER,ocer,2.092050209205021
ARM,PER,vege,2.4083489430024083
ARM,PER,xfru,19.02927218907109
ARM,PER,xpul,1.155802126675913
ARM,PHL,cnut,53.491827637444274
ARM,PHL,xfru,85.63172485081991
ARM,POL,coco,87.72061584678933
ARM,POL,pota,344.26229508196724
ARM,POL,vege,715.2796360717153
ARM,POL,whea,27.991841481084972
ARM,POL,xfru,275.9244467415308
ARM,POL,xpul,11.55802126675913
ARM,PRT,coco,0.3004130679684566
ARM,PRT,vege,1.2041744715012042
ARM,PRT,xoil,133.6141801128686
ARM,ROU,vege,331.1479796628312
ARM,RWA,maiz,50.643595695294366
ARM,RUS,bana,170.8731241473397
ARM,RUS,barl,10386.62751298848
ARM,RUS,cnut,199.1084695393759
ARM,RUS,coco,945.0995118287645
ARM,RUS,maiz,47487.48681156362
ARM,RUS,ocer,7301.255230125524
ARM,RUS,oilp,70.76923076923076
ARM,RUS,pota,58.3301563095692
ARM,RUS,rice,1887.1635610766048
ARM,RUS,soyb,9.189925119128658
ARM,RUS,tnut,97.70453207769276
ARM,RUS,vege,6116.0021407546155
ARM,RUS,whea,332380.3094207513
ARM,RUS,xfru,4967.697223135836
ARM,RUS,xoil,31433.550592162785
ARM,RUS,xpul,3834.9514563106795
ARM,SAU,xfru,3.1715453648451817
ARM,SLE,coco,18.926023282012768
ARM,ZAF,vege,1.2041744715012042
ARM,ZAF,xfru,677.6535262885872
ARM,ESP,coco,5.8580548253849045
ARM,ESP,pota,30.880670987418984
ARM,ESP,vege,22.879314958522876
ARM,ESP,whea,3.110204609009441
ARM,ESP,xfru,67.65963445003054
ARM,ESP,xoil,1846.1569032668308
ARM,TJK,xpul,2.311604253351826
ARM,CHE,coco,2.853924145700338
ARM,SYR,tnut,1.1771630370806356
ARM,SYR,whea,49.76327374415106
ARM,SYR,xoil,16.294412208886417
ARM,TKM,xoil,74.1395755504332
ARM,TZA,tnut,1.1771630370806356
ARM,THA,rice,5332.2981366459635
ARM,THA,vege,111.98822584961198
ARM,THA,xfru,197.69299440868298
ARM,THA,xoil,2.4441618313329623
ARM,TGO,coco,42.35824258355238
ARM,TUN,xfru,1.0571817882817272
ARM,TUR,coco,6.308674427337589
ARM,TUR,maiz,14.180206794682421
ARM,TUR,oilp,1.0256410256410255
ARM,TUR,pota,81.20472741136103
ARM,TUR,vege,2572.116671126572
ARM,TUR,whea,125.44491923004747
ARM,TUR,xfru,17158.060423812432
ARM,TUR,xoil,668.0709005643431
ARM,ARE,coco,0.1502065339842283
ARM,ARE,tnut,2.3543260741612713
ARM,ARE,whea,24.88163687207553
ARM,ARE,xoil,11.406088546220492
ARM,ARE,xpul,1.155802126675913
ARM,GBR,coco,0.4506196019526849
ARM,GBR,pota,142.96606938619902
ARM,GBR,soyb,0.048623942429252165
ARM,GBR,whea,3.110204609009441
ARM,UKR,barl,3221.233340862887
ARM,UKR,cnut,71.32243684992571
ARM,UKR,coco,399.24896733007887
ARM,UKR,oilp,206.15384615384616
ARM,UKR,soyb,729.4077603812117
ARM,UKR,tnut,150.67686874632136
ARM,UKR,vege,225.1806261707252
ARM,UKR,whea,32.138780959764226
ARM,UKR,xfru,593.078983226049
ARM,UKR,xoil,3692.3138065336616
ARM,UKR,xpul,76.28294036061027
ARM,USA,coco,1.0514457378895983
ARM,USA,maiz,1.0128719139058873
ARM,USA,ocer,49.16317991631799
ARM,USA,pota,1.1437285550895921
ARM,USA,tnut,329.605650382578
ARM,USA,whea,1.0367348696698138
ARM,USA,xfru,6.343090729690363
ARM,USA,xoil,38.29186869088308
ARM,USA,xpul,27.739251040221916
ARM,UZB,tnut,9.417304296645085
ARM,UZB,xfru,82.46017948597472
ARM,UZB,xoil,16.294412208886417
ARM,UZB,xpul,357.1428571428571
ARM,VNM,bana,13.30150068212824
ARM,VNM,rice,495.8592132505176
ARM,VNM,soyb,0.1458718272877565
ARM,VNM,tnut,68.27545615067687
ARM,VNM,vege,56.5962001605566
ARM,VNM,xfru,22.20081755391627
ARM,ETH,xpul,2.311604253351826
ARM,YEM,xfru,2.1143635765634543
ARM,BEL,barl,20.23943980121979
ARM,BEL,coco,10.063837776943297
ARM,BEL,maiz,216.75458957585988
ARM,BEL,pota,137.24742661075106
ARM,BEL,rice,1.0351966873706004
ARM,BEL,xfru,1.0571817882817272
ARM,LUX,pota,26.30575676706062
ARM,SRB,vege,3.6125234145036123
ARM,PSE,xfru,1.0571817882817272
AFG,ARG,maiz,249.85473561882625
AFG,BOL,soyb,1797.8395061728395
AFG,BGR,xoil,286.62613981762917
AFG,MMR,rice,104047.97260440027
AFG,LKA,cnut,57.437407952871865
AFG,CHN,oilp,1.1363193641806164
AFG,CHN,rice,5857.02163767501
AFG,CHN,vege,567.6869417269247
AFG,CHN,xfru,215.89612312247476
AFG,CHN,xoil,7125.775075987842
AFG,EGY,xoil,14.954407294832826
AFG,GEO,xfru,31.664764724629638
AFG,DEU,pota,3.9573610704506708
AFG,DEU,spis,1.0298661174047374
AFG,DEU,vege,25.391748192258614
AFG,DEU,whea,1.2096799532466553
AFG,DEU,xfru,38.86130216204546
AFG,DEU,xoil,1.2462006079027357
AFG,GRC,xfru,32.384418468371216
AFG,GTM,spis,67.97116374871267
AFG,HKG,tnut,20.004000800160032
AFG,IND,bana,234.38795820202353
AFG,IND,cnut,827.6877761413843
AFG,IND,rice,1.666767682889872
AFG,IND,spis,89.59835221421216
AFG,IND,tnut,1312.262452490498
AFG,IND,vege,34.46022968949383
AFG,IND,whea,72348.53864377596
AFG,IND,xfru,20.869958568505893
AFG,IND,xoil,666.7173252279636
AFG,IDN,cnut,19.145802650957293
AFG,IDN,oilp,3024.882147448801
AFG,IRN,cnut,44.18262150220913
AFG,IRN,maiz,24979.707683368346
AFG,IRN,oilp,6452.02134981754
AFG,IRN,pota,80371.36510013949
AFG,IRN,rice,5.0003030486696165
AFG,IRN,soyb,2878.0864197530864
AFG,IRN,spis,24.716786817713697
AFG,IRN,tnut,2272.4544908981798
AFG,IRN,vege,272112.48319863883
AFG,IRN,whea,35627.4939830205
AFG,IRN,xfru,180751.8325468546
AFG,IRN,xoil,9406.322188449849
AFG,IRN,xpul,105.73368286616925
AFG,ITA,pota,3.9573610704506708
AFG,ITA,spis,12.358393408856848
AFG,ITA,vege,87.0574223734581
AFG,ITA,whea,7011.305009017614
AFG,ITA,xfru,246.12158035962125
AFG,ITA,xoil,19.93920972644377
AFG,KAZ,barl,14995.127338877339
AFG,KAZ,maiz,276.7621686854691
AFG,KAZ,rice,7628.795684586945
AFG,KAZ,soyb,401.2345679012346
AFG,KAZ,tnut,5.001000200040008
AFG,KAZ,vege,34322.38877073585
AFG,KAZ,whea,2213723.991881005
AFG,KAZ,xoil,76228.84498480243
AFG,KAZ,xpul,43446.783625731
AFG,KGZ,rice,10.000606097339233
AFG,KGZ,tnut,12.00240048009602
AFG,KGZ,vege,6948.270523181625
AFG,KGZ,whea,48.38719812986622
AFG,KGZ,xfru,5.75722994993266
AFG,KGZ,xoil,312.79635258358667
AFG,LTU,pota,58.04129569994317
AFG,LTU,vege,313.76945980433857
AFG,LTU,whea,4.838719812986621
AFG,LTU,xfru,46.77749334320287
AFG,MDG,spis,10.298661174047375
AFG,MYS,oilp,149564.6273521811
AFG,NLD,cnut,1.4727540500736376
AFG,NLD,maiz,34.595271085683635
AFG,NLD,pota,141.14587817940725
AFG,NLD,rice,26.668282926237953
AFG,NLD,spis,3.089598352214212
AFG,NLD,tnut,16.003200640128025
AFG,NLD,vege,137.84091875797532
AFG,NLD,whea,52.016237989606175
AFG,NLD,xfru,54.693684524360286
AFG,NLD,xoil,57.32522796352584
AFG,NLD,xpul,4.880016132284735
AFG,PAK,bana,126657.73760159231
AFG,PAK,barl,1.949064449064449
AFG,PAK,cnut,50.07363770250368
AFG,PAK,maiz,12204.442855227282
AFG,PAK,oilp,293.170395958599
AFG,PAK,pota,302240.8135149564
AFG,PAK,rice,377352.8698709012
AFG,PAK,soyb,1927.469135802469
AFG,PAK,spis,351.1843460350155
AFG,PAK,tnut,15.003000600120023
AFG,PAK,vege,204909.59421522755
AFG,PAK,whea,170162.04998334727
AFG,PAK,xfru,14514.69635752398
AFG,PAK,xoil,2381.4893617021276
AFG,PAK,xpul,16.266720440949115
AFG,PRY,soyb,3712.962962962963
AFG,PHL,bana,60.665118593464925
AFG,PHL,soyb,50.925925925925924
AFG,PHL,xfru,62.60987570551769
AFG,POL,pota,6.595601784084452
AFG,POL,vege,83.43002977456402
AFG,POL,whea,2.4193599064933107
AFG,POL,xfru,12.953767387348488
AFG,RUS,vege,181.3696299447044
AFG,RUS,whea,82.25823682077257
AFG,RUS,xoil,47560
AFG,RUS,xpul,3907.2662499159774
AFG,SAU,xfru,110.10702279246215
AFG,SGP,xfru,69.08675939919193
AFG,ESP,xoil,315.2887537993921
AFG,THA,xfru,40.300609649528624
AFG,TUN,xoil,31.15501519756839
AFG,TUR,maiz,3649.801099539624
AFG,TUR,pota,85.74282319309786
AFG,TUR,rice,21.667979877568335
AFG,TUR,spis,6.179196704428424
AFG,TUR,tnut,93.01860372074415
AFG,TUR,vege,121.51765206295194
AFG,TUR,whea,32.6613587376597
AFG,TUR,xfru,2510.8719119143816
AFG,TUR,xoil,2857.5379939209724
AFG,TUR,xpul,35.78678497008806
AFG,ARE,bana,6047.2093216122075
AFG,ARE,maiz,1339.605774817861
AFG,ARE,oilp,15664.162435229797
AFG,ARE,pota,50.12657355904183
AFG,ARE,rice,48.33626280380629
AFG,ARE,soyb,10.80246913580247
AFG,ARE,spis,391.3491246138002
AFG,ARE,tnut,3264.6529305861172
AFG,ARE,vege,11970.39557635049
AFG,ARE,whea,2.4193599064933107
AFG,ARE,xfru,10941.615519847022
AFG,ARE,xoil,15689.66565349544
AFG,ARE,xpul,125.2537473953082
AFG,GBR,spis,42.224510813594236
AFG,UKR,maiz,259.46453314262726
AFG,UKR,xoil,243.00911854103344
AFG,USA,maiz,5.7658785142806055
AFG,USA,tnut,121.0242048409682
AFG,USA,xfru,2.87861497496633
AFG,USA,xoil,16.200607902735563
AFG,USA,xpul,8.133360220474557
AFG,UZB,soyb,220.679012345679
AFG,UZB,tnut,2868.5737147429486
AFG,UZB,vege,1151.6971501488729
AFG,UZB,whea,580900.4103485764
AFG,UZB,xfru,289.3008049841162
AFG,UZB,xoil,783.8601823708207
AFG,UZB,xpul,73271.81555421119
AFG,BEL,barl,2.923596673596674
AFG,BEL,pota,38.25449034768982
AFG,BEL,vege,32.64653339004679
AFG,BEL,xfru,0.7196537437415825
AFG,BEL,xoil,1.2462006079027357
AFG,SDN,xpul,78.08025811655575
ALB,DZA,xfru,35.709137338083565
ALB,ARG,maiz,226.90437601296597
ALB,ARG,xfru,652.216890792644
ALB,ARG,xoil,71.10252808988764
ALB,ARG,xpul,1482.1518350930116
ALB,AUT,barl,132.03664690608005
ALB,AUT,maiz,3.5043146874589337
ALB,AUT,spis,5.701254275940707
ALB,AUT,vege,1.0526819465046175
ALB,AUT,whea,5.782925173290386
ALB,AUT,xfru,14.703762433328528
ALB,AUT,xoil,1.975070224719101
ALB,BGR,rice,303.7562174832771
ALB,BGR,spis,6.841505131128849
ALB,BGR,tnut,543.4146341463415
ALB,BGR,vege,21.053638930092347
ALB,BGR,whea,3053.384491497324
ALB,BGR,xfru,72.46854342140489
ALB,BGR,xoil,2811.5124648876404
ALB,BGR,xpul,54.29864253393665
ALB,CAN,maiz,88.48394585833807
ALB,CAN,xpul,196.078431372549
ALB,CHN,rice,330.16980161225774
ALB,CHN,spis,759.4070695553021
ALB,CHN,tnut,111.21951219512195
ALB,CHN,vege,1956.9357385520836
ALB,CHN,whea,11.565850346580772
ALB,CHN,xfru,44.111287299985584
ALB,CHN,xoil,423.65256320224717
ALB,CHN,xpul,47.259929612870785
ALB,COL,bana,646.5255853208715
ALB,DNK,barl,4.850325804713145
ALB,DNK,xpul,1.0055304172951232
ALB,ECU,bana,9775.90572348473
ALB,ECU,xfru,18.904837414279537
ALB,EGY,maiz,264.5757589031495
ALB,EGY,whea,8.09609524260654
ALB,EGY,xfru,127.082518173768
ALB,EGY,xpul,1456.0080442433382
ALB,FRA,barl,2.964087991769144
ALB,FRA,maiz,157.694160935652
ALB,FRA,tnut,20.48780487804878
ALB,FRA,vege,2.105363893009235
ALB,FRA,whea,2.313170069316154
ALB,FRA,xfru,60.915587223789615
ALB,GEO,barl,3.772475625888002
ALB,DEU,barl,878.4478957424917
ALB,DEU,maiz,2.6282360155942004
ALB,DEU,oilp,20.524515393386547
ALB,DEU,pota,5722.482070470845
ALB,DEU,spis,10.262257696693274
ALB,DEU,tnut,13.658536585365853
ALB,DEU,vege,249.48562132159435
ALB,DEU,whea,204.71555113447965
ALB,DEU,xfru,85.07176836425792
ALB,DEU,xoil,38.51386938202247
ALB,DEU,xpul,2.0110608345902463
ALB,BIH,maiz,21.901966796618336
ALB,BIH,whea,82.11753746072348
ALB,BIH,xfru,15.75403117856628
ALB,GRC,barl,4214.39419920631
ALB,GRC,maiz,883.9633799115161
ALB,GRC,oilp,22.80501710376283
ALB,GRC,pota,169.62893670096662
ALB,GRC,rice,937.682236578812
ALB,GRC,soyb,298.9038134939015
ALB,GRC,spis,34.20752565564424
ALB,GRC,tnut,604.8780487804878
ALB,GRC,vege,3479.113833197761
ALB,GRC,whea,9165.936399665261
ALB,GRC,xfru,32366.131921991804
ALB,GRC,xoil,8604.393433988764
ALB,GRC,xpul,260.43237807943694
ALB,GTM,bana,551.4363414710388
ALB,HUN,barl,0.5389250894125717
ALB,HUN,maiz,133.1639581234395
ALB,HUN,tnut,0.975609756097561
ALB,HUN,vege,113.68965022249868
ALB,HUN,whea,338.87941515481657
ALB,HUN,xfru,2.1005374904755043
ALB,HUN,xoil,6969.035287921348
ALB,HRV,barl,1155.4553917005537
ALB,HRV,oilp,7.98175598631699
ALB,HRV,spis,1.1402508551881414
ALB,HRV,vege,14.737547251064644
ALB,HRV,whea,2006.675035131764
ALB,HRV,xfru,27.30698737618155
ALB,HRV,xoil,14.813026685393258
ALB,IND,rice,245.26899548339148
ALB,IND,spis,22.80501710376283
ALB,IND,vege,86.31991961337863
ALB,IND,xfru,34.65886859284581
ALB,IND,xoil,627.0847963483146
ALB,IDN,oilp,136.83010262257696
ALB,IDN,xoil,19.75070224719101
ALB,IRN,tnut,26.341463414634145
ALB,IRN,xfru,89.27284334520891
ALB,IRL,xfru,7.351881216664264
ALB,ISR,soyb,0.4631773969430292
ALB,ITA,barl,1368.3308020185195
ALB,ITA,maiz,1003.1100792851198
ALB,ITA,oilp,212.0866590649943
ALB,ITA,pota,14.967259120673527
ALB,ITA,rice,4946.886970441941
ALB,ITA,soyb,614.018835880809
ALB,ITA,spis,34.20752565564424
ALB,ITA,tnut,44.8780487804878
ALB,ITA,vege,5940.284224125556
ALB,ITA,whea,3676.783825178027
ALB,ITA,xfru,11225.272349101095
ALB,ITA,xoil,1900.0175561797753
ALB,ITA,xpul,115.63599798893917
ALB,KGZ,xpul,153.84615384615387
ALB,KWT,xfru,2.1005374904755043
ALB,MYS,oilp,1334.0935005701253
ALB,MYS,vege,16.84291114407388
ALB,MYS,xoil,2.9626053370786516
ALB,MEX,bana,2001.7504923259667
ALB,MEX,barl,272.96555778746756
ALB,MEX,xfru,46.21182479046109
ALB,MDA,barl,1.6167752682377148
ALB,MDA,tnut,65.3658536585366
ALB,MDA,xfru,42.01074980951008
ALB,NLD,barl,84.88070158248004
ALB,NLD,oilp,58.15279361459521
ALB,NLD,pota,3198.004365450577
ALB,NLD,soyb,0.0771962328238382
ALB,NLD,vege,657.9262165653859
ALB,NLD,whea,5.782925173290386
ALB,NLD,xfru,1.0502687452377522
ALB,NLD,xoil,73.07759831460675
ALB,NLD,xpul,1.0055304172951232
ALB,MKD,barl,620.8417030032825
ALB,MKD,maiz,312.76008585570986
ALB,MKD,oilp,98.06157354618016
ALB,MKD,rice,399.97713109599226
ALB,MKD,spis,85.51881413911062
ALB,MKD,tnut,2.926829268292683
ALB,MKD,vege,506.340016268721
ALB,MKD,whea,8997.074984605182
ALB,MKD,xfru,2333.697151918285
ALB,MKD,xoil,5066.055126404494
ALB,MKD,xpul,24.132730015082956
ALB,PAK,rice,3346.978446057973
ALB,CZE,barl,192.12679437558177
ALB,CZE,xoil,2.9626053370786516
ALB,PER,xfru,16.804299923804034
ALB,PER,xoil,7.900280898876404
ALB,POL,pota,2499.5322731524793
ALB,POL,vege,226.32661849849276
ALB,POL,whea,225.53408175832502
ALB,POL,xfru,28.357256121419308
ALB,POL,xoil,56.28950140449438
ALB,PRT,rice,6980.732948373449
ALB,ROU,barl,316.0795649404733
ALB,ROU,rice,86.78749070950775
ALB,ROU,spis,5.701254275940707
ALB,ROU,vege,1.0526819465046175
ALB,ROU,xfru,2.1005374904755043
ALB,ROU,xoil,27.650983146067414
ALB,RUS,maiz,5354.5928424372505
ALB,RUS,rice,5471.385283860271
ALB,RUS,whea,175426.1917167985
ALB,RUS,xoil,12578.234726123595
ALB,RUS,xpul,72.39819004524888
ALB,SAU,xfru,115.52956197615273
ALB,SVN,barl,0.5389250894125717
ALB,SVN,pota,34.923604614904896
ALB,SVN,rice,35.84700703218798
ALB,SVK,whea,3.469755103974231
ALB,ZAF,xfru,170.14353672851584
ALB,ESP,maiz,21.901966796618336
ALB,ESP,rice,5688.354010634041
ALB,ESP,vege,207.37834346140963
ALB,ESP,whea,3.469755103974231
ALB,ESP,xfru,5.25134372618876
ALB,ESP,xoil,55.30196629213483
ALB,THA,rice,3075.295866445601
ALB,THA,soyb,0.3087849312953528
ALB,THA,vege,6.316091679027704
ALB,THA,xfru,37.809674828559075
ALB,TUN,xfru,98.72526205234868
ALB,TUR,barl,32.3355053647543
ALB,TUR,maiz,17.52157343729467
ALB,TUR,oilp,103.76282782212087
ALB,TUR,rice,660.3396032245155
ALB,TUR,tnut,329.7560975609756
ALB,TUR,vege,1645.341882386717
ALB,TUR,whea,1126.5138237569672
ALB,TUR,xfru,2790.564056096707
ALB,TUR,xoil,1358.8483146067417
ALB,TUR,xpul,42.23227752639517
ALB,ARE,xfru,1.0502687452377522
ALB,ARE,xoil,8.887816011235955
ALB,GBR,barl,44.191857331830875
ALB,GBR,vege,1.0526819465046175
ALB,GBR,xoil,0.9875351123595505
ALB,UKR,barl,32.604967909460584
ALB,UKR,tnut,188.29268292682926
ALB,UKR,whea,7915.667977199881
ALB,UKR,xfru,3.1508062357132562
ALB,UKR,xoil,3959.028265449438
ALB,USA,maiz,11.389022734241534
ALB,USA,rice,490.53799096678296
ALB,USA,tnut,36.09756097560975
ALB,USA,vege,27.369730609120055
ALB,USA,xpul,69.38159879336351
ALB,URY,xfru,155.4397742951873
ALB,BEL,barl,10.509039243545146
ALB,BEL,maiz,19.273730781024135
ALB,BEL,pota,3497.349547864047
ALB,BEL,vege,38.94923202067085
ALB,BEL,xfru,6.3016124714265125
ALB,BEL,xoil,41.47647471910112
ALB,SRB,bana,24.381857397393016
ALB,SRB,barl,851.7711038165695
ALB,SRB,maiz,51476.630601428005
ALB,SRB,pota,863.1119426255067
ALB,SRB,soyb,86.22819206422727
ALB,SRB,spis,2.280501710376283
ALB,SRB,tnut,11.707317073170731
ALB,SRB,vege,6797.1673285803145
ALB,SRB,whea,77443.77733567018
ALB,SRB,xfru,235.26019893325645
ALB,SRB,xoil,185.6566011235955
ALB,SRB,xpul,22.12166918049271
ALB,MNE,barl,778.7467542011661
ALB,MNE,oilp,5.701254275940707
ALB,MNE,spis,31.92702394526796
ALB,MNE,vege,3.158045839513852
ALB,MNE,whea,3296.2673487755196
ALB,MNE,xfru,29.407524866657056
ALB,MNE,xoil,22.713307584269664
ALB,SDN,xoil,70.11499297752809
DZA,ALB,coco,7.190459487898983
DZA,ALB,spis,1.024751694781649
DZA,ARG,maiz,3313323.3719269107
DZA,ARG,rice,732.0418573828348
DZA,ARG,soyb,438975.0237056903
DZA,ARG,whea,1561814.8361006132
DZA,ARG,xfru,2135.3535353535353
DZA,ARG,xoil,16784.744604904892
DZA,ARG,xpul,30870.343387041074
DZA,AUS,whea,32942.48689565832
DZA,AUS,xpul,194.6238913828972
DZA,AUT,coco,4.559803577692038
DZA,AUT,maiz,5.018322544301587
DZA,AUT,xfru,259.25925925925924
DZA,BGD,xpul,114.7781923540163
DZA,BRA,coco,2.981410031567871
DZA,BRA,maiz,446901.69586023357
DZA,BRA,rice,329.41883582227564
DZA,BRA,soyb,82326.86025351175
DZA,BRA,spis,166.00977455462714
DZA,BRA,whea,30805.48721302064
