country,iso3c,SPAM_super,imported
Republic of Moldova,MDA,sugc,0
Republic of Moldova,MDA,swpo,0
Republic of Moldova,MDA,tnut,6000
Republic of Moldova,MDA,vege,31000
Republic of Moldova,MDA,whea,78000
Republic of Moldova,MDA,xfru,31000
Republic of Moldova,MDA,xmil,0
Republic of Moldova,MDA,xoil,21000
Republic of Moldova,MDA,xpul,2000
Namibia,"NAM",bana,3000
Namibia,"NAM",barl,37000
Namibia,"NAM",cass,0
Namibia,"NAM",cnut,0
Namibia,"NAM",coco,0
Namibia,"NAM",maiz,88000
Namibia,"NAM",ocer,3000
Namibia,"NAM",oilp,0
Namibia,"NAM",orts,0
Namibia,"NAM",plnt,2000
Namibia,"NAM",pota,36000
Namibia,"NAM",rice,30000
Namibia,"NAM",sorg,0
Namibia,"NAM",soyb,1000
Namibia,"NAM",spis,6000
Namibia,"NAM",sugb,0
Namibia,"NAM",sugc,0
Namibia,"NAM",swpo,1000
Namibia,"NAM",tnut,1000
Namibia,"NAM",vege,27000
Namibia,"NAM",whea,135000
Namibia,"NAM",xfru,60000
Namibia,"NAM",xmil,4000
Namibia,"NAM",xoil,34000
Namibia,"NAM",xpul,1000
Namibia,"NAM",yams,0
Nepal,NPL,bana,38000
Nepal,NPL,barl,25000
Nepal,NPL,cass,2000
Nepal,NPL,cnut,11000
Nepal,NPL,coco,0
Nepal,NPL,maiz,490000
Nepal,NPL,ocer,1000
Nepal,NPL,oilp,76000
Nepal,NPL,orts,0
Nepal,NPL,plnt,0
Nepal,NPL,pota,345000
Nepal,NPL,rice,892000
Nepal,NPL,sorg,0
Nepal,NPL,soyb,223000
Nepal,NPL,spis,33000
Nepal,NPL,sugb,0
Nepal,NPL,sugc,3000
Nepal,NPL,swpo,0
Nepal,NPL,tnut,15000
Nepal,NPL,vege,160000
Nepal,NPL,whea,221000
Nepal,NPL,xfru,177000
Nepal,NPL,xmil,12000
Nepal,NPL,xoil,202000
Nepal,NPL,xpul,170000
Nepal,NPL,yams,0
Netherlands,NLD,bana,909000
Netherlands,NLD,barl,2600000
Netherlands,NLD,cass,25000
Netherlands,NLD,cnut,389000
Netherlands,NLD,coco,1137000
Netherlands,NLD,maiz,5450000
Netherlands,NLD,ocer,1184000
Netherlands,NLD,oilp,2806000
Netherlands,NLD,orts,5000
Netherlands,NLD,plnt,73000
Netherlands,NLD,pota,3157000
Netherlands,NLD,rice,383000
Netherlands,NLD,sorg,8000
Netherlands,NLD,soyb,4003000
Netherlands,NLD,spis,130000
Netherlands,NLD,sugb,13000
Netherlands,NLD,sugc,0
Netherlands,NLD,swpo,110000
Netherlands,NLD,tnut,162000
Netherlands,NLD,vege,2184000
Netherlands,NLD,whea,6792000
Netherlands,NLD,xfru,5578000
Netherlands,NLD,xmil,10000
Netherlands,NLD,xoil,6762000
Netherlands,NLD,xpul,136000
Netherlands,NLD,yams,4000
New Caledonia,NCL,bana,0
New Caledonia,NCL,barl,3000
New Caledonia,NCL,cass,0
New Caledonia,NCL,cnut,0
New Caledonia,NCL,coco,0
New Caledonia,NCL,maiz,1000
New Caledonia,NCL,ocer,0
New Caledonia,NCL,oilp,0
New Caledonia,NCL,orts,0
New Caledonia,NCL,plnt,0
New Caledonia,NCL,pota,4000
New Caledonia,NCL,rice,5000
New Caledonia,NCL,sorg,0
New Caledonia,NCL,soyb,0
New Caledonia,NCL,spis,0
New Caledonia,NCL,swpo,0
New Caledonia,NCL,tnut,0
New Caledonia,NCL,vege,8000
New Caledonia,NCL,whea,42000
New Caledonia,NCL,xfru,7000
New Caledonia,NCL,xmil,0
New Caledonia,NCL,xoil,4000
New Caledonia,NCL,xpul,0
New Caledonia,NCL,yams,0
North Macedonia,MKD,bana,0
North Macedonia,MKD,barl,28000
North Macedonia,MKD,cass,0
North Macedonia,MKD,cnut,0
North Macedonia,MKD,coco,0
North Macedonia,MKD,maiz,69000
North Macedonia,MKD,ocer,3000
North Macedonia,MKD,oilp,11000
North Macedonia,MKD,orts,0
North Macedonia,MKD,plnt,24000
North Macedonia,MKD,pota,22000
North Macedonia,MKD,rice,0
North Macedonia,MKD,sorg,0
North Macedonia,MKD,soyb,0
North Macedonia,MKD,spis,0
North Macedonia,MKD,sugb,0
North Macedonia,MKD,sugc,0
North Macedonia,MKD,swpo,0
North Macedonia,MKD,tnut,3000
North Macedonia,MKD,vege,32000
North Macedonia,MKD,whea,189000
North Macedonia,MKD,xfru,45000
North Macedonia,MKD,xmil,0
North Macedonia,MKD,xoil,64000
North Macedonia,MKD,xpul,6000
Vanuatu,VUT,bana,0
Vanuatu,VUT,barl,0
Vanuatu,VUT,cass,0
Vanuatu,VUT,cnut,0
Vanuatu,VUT,coco,0
Vanuatu,VUT,maiz,0
Vanuatu,VUT,ocer,0
Vanuatu,VUT,oilp,1000
Vanuatu,VUT,orts,0
Vanuatu,VUT,plnt,0
Vanuatu,VUT,pota,1000
Vanuatu,VUT,rice,17000
Vanuatu,VUT,sorg,0
Vanuatu,VUT,soyb,0
Vanuatu,VUT,spis,0
Vanuatu,VUT,swpo,0
Vanuatu,VUT,tnut,0
Vanuatu,VUT,vege,1000
Vanuatu,VUT,whea,15000
Vanuatu,VUT,xfru,1000
Vanuatu,VUT,xoil,0
Vanuatu,VUT,xpul,0
New Zealand,NZL,bana,88000
New Zealand,NZL,barl,47000
New Zealand,NZL,cass,9000
New Zealand,NZL,cnut,9000
New Zealand,NZL,coco,4000
New Zealand,NZL,maiz,46000
New Zealand,NZL,ocer,16000
New Zealand,NZL,oilp,20000
New Zealand,NZL,orts,6000
New Zealand,NZL,plnt,0
New Zealand,NZL,pota,40000
New Zealand,NZL,rice,49000
New Zealand,NZL,sorg,33000
New Zealand,NZL,soyb,18000
New Zealand,NZL,spis,6000
New Zealand,NZL,sugb,1000
New Zealand,NZL,sugc,0
New Zealand,NZL,swpo,0
New Zealand,NZL,tnut,12000
New Zealand,NZL,vege,123000
New Zealand,NZL,whea,695000
New Zealand,NZL,xfru,115000
New Zealand,NZL,xmil,1000
New Zealand,NZL,xoil,125000
New Zealand,NZL,xpul,13000
New Zealand,NZL,yams,1000
Nicaragua,NIC,bana,2000
Nicaragua,NIC,barl,15000
Nicaragua,NIC,cass,0
Nicaragua,NIC,cnut,0
Nicaragua,NIC,coco,0
Nicaragua,NIC,maiz,249000
Nicaragua,NIC,ocer,13000
Nicaragua,NIC,oilp,51000
Nicaragua,NIC,orts,0
Nicaragua,NIC,plnt,0
Nicaragua,NIC,pota,9000
Nicaragua,NIC,rice,144000
Nicaragua,NIC,sorg,0
Nicaragua,NIC,soyb,29000
Nicaragua,NIC,spis,0
Nicaragua,NIC,sugb,0
Nicaragua,NIC,sugc,0
Nicaragua,NIC,swpo,0
Nicaragua,NIC,tnut,0
Nicaragua,NIC,vege,47000
Nicaragua,NIC,whea,195000
Nicaragua,NIC,xfru,43000
Nicaragua,NIC,xmil,0
Nicaragua,NIC,xoil,12000
Nicaragua,NIC,xpul,0
Nicaragua,NIC,yams,0
Niger,NER,bana,5000
Niger,NER,barl,0
Niger,NER,cass,0
Niger,NER,cnut,8000
Niger,NER,coco,0
Niger,NER,maiz,6000
Niger,NER,ocer,0
Niger,NER,oilp,132000
Niger,NER,orts,1000
Niger,NER,plnt,0
Niger,NER,pota,5000
Niger,NER,rice,713000
Niger,NER,sorg,2000
Niger,NER,soyb,0
Niger,NER,spis,0
Niger,NER,sugb,0
Niger,NER,sugc,0
Niger,NER,swpo,1000
Niger,NER,tnut,1000
Niger,NER,vege,16000
Niger,NER,whea,101000
Niger,NER,xfru,25000
Niger,NER,xmil,2000
Niger,NER,xoil,1000
Niger,NER,xpul,2000
Niger,NER,yams,2000
Nigeria,NGA,bana,0
Nigeria,NGA,barl,8000
Nigeria,NGA,cass,11000
Nigeria,NGA,cnut,0
Nigeria,NGA,coco,0
Nigeria,NGA,maiz,744000
Nigeria,NGA,ocer,8000
Nigeria,NGA,oilp,1460000
Nigeria,NGA,orts,0
Nigeria,NGA,plnt,0
Nigeria,NGA,pota,9000
Nigeria,NGA,rice,1277000
Nigeria,NGA,sorg,0
Nigeria,NGA,soyb,71000
Nigeria,NGA,spis,6000
Nigeria,NGA,sugb,0
Nigeria,NGA,sugc,0
Nigeria,NGA,swpo,0
Nigeria,NGA,tnut,15000
Nigeria,NGA,vege,487000
Nigeria,NGA,whea,5650000
Nigeria,NGA,xfru,54000
Nigeria,NGA,xmil,1000
Nigeria,NGA,xoil,33000
Nigeria,NGA,xpul,0
Nigeria,NGA,yams,0
Norway,NOR,bana,86000
Norway,NOR,barl,52000
Norway,NOR,cass,2000
Norway,NOR,cnut,3000
Norway,NOR,coco,4000
Norway,NOR,maiz,78000
Norway,NOR,ocer,13000
Norway,NOR,oilp,1000
Norway,NOR,orts,0
Norway,NOR,plnt,0
Norway,NOR,pota,50000
Norway,NOR,rice,26000
Norway,NOR,sorg,0
Norway,NOR,soyb,441000
Norway,NOR,spis,2000
Norway,NOR,sugb,0
Norway,NOR,sugc,0
Norway,NOR,swpo,4000
Norway,NOR,tnut,10000
Norway,NOR,vege,226000
Norway,NOR,whea,468000
Norway,NOR,xfru,327000
Norway,NOR,xmil,0
Norway,NOR,xoil,556000
Norway,NOR,xpul,173000
Norway,NOR,yams,0
Pakistan,PAK,bana,0
Pakistan,PAK,barl,9000
Pakistan,PAK,cass,3000
Pakistan,PAK,cnut,117000
Pakistan,PAK,coco,0
Pakistan,PAK,maiz,37000
Pakistan,PAK,ocer,19000
Pakistan,PAK,oilp,2784000
Pakistan,PAK,orts,0
Pakistan,PAK,plnt,0
Pakistan,PAK,pota,37000
Pakistan,PAK,rice,10000
Pakistan,PAK,sorg,0
Pakistan,PAK,soyb,1615000
Pakistan,PAK,spis,123000
Pakistan,PAK,sugb,0
Pakistan,PAK,sugc,0
Pakistan,PAK,swpo,0
Pakistan,PAK,tnut,132000
Pakistan,PAK,vege,239000
Pakistan,PAK,whea,6000
Pakistan,PAK,xfru,374000
Pakistan,PAK,xmil,6000
Pakistan,PAK,xoil,918000
Pakistan,PAK,xpul,1137000
Pakistan,PAK,yams,1000
Panama,PAN,bana,4000
Panama,PAN,barl,30000
Panama,PAN,cass,1000
Panama,PAN,cnut,0
Panama,PAN,coco,1000
Panama,PAN,maiz,499000
Panama,PAN,ocer,7000
Panama,PAN,oilp,5000
Panama,PAN,orts,0
Panama,PAN,plnt,0
Panama,PAN,pota,26000
Panama,PAN,rice,163000
Panama,PAN,sorg,0
Panama,PAN,soyb,64000
Panama,PAN,spis,1000
Panama,PAN,sugc,0
Panama,PAN,swpo,0
Panama,PAN,tnut,3000
Panama,PAN,vege,62000
Panama,PAN,whea,204000
Panama,PAN,xfru,73000
Panama,PAN,xmil,0
Panama,PAN,xoil,26000
Panama,PAN,xpul,22000
Panama,PAN,yams,0
Czechia,CZE,bana,194000
Czechia,CZE,barl,55000
Czechia,CZE,cass,2000
Czechia,CZE,cnut,6000
Czechia,CZE,coco,5000
Czechia,CZE,maiz,196000
Czechia,CZE,ocer,76000
Czechia,CZE,oilp,21000
Czechia,CZE,orts,0
Czechia,CZE,plnt,3000
Czechia,CZE,pota,282000
Czechia,CZE,rice,132000
Czechia,CZE,sorg,0
Czechia,CZE,soyb,31000
Czechia,CZE,spis,9000
Czechia,CZE,sugb,147000
Czechia,CZE,sugc,0
Czechia,CZE,swpo,1000
Czechia,CZE,tnut,16000
Czechia,CZE,vege,776000
Czechia,CZE,whea,444000
Czechia,CZE,xfru,549000
Czechia,CZE,xmil,1000
Czechia,CZE,xoil,633000
Czechia,CZE,xpul,21000
Czechia,CZE,yams,0
Papua New Guinea,PNG,bana,0
Papua New Guinea,PNG,barl,11000
Papua New Guinea,PNG,cass,10000
Papua New Guinea,PNG,cnut,1000
Papua New Guinea,PNG,coco,0
Papua New Guinea,PNG,maiz,6000
Papua New Guinea,PNG,ocer,1000
Papua New Guinea,PNG,oilp,24000
Papua New Guinea,PNG,orts,0
Papua New Guinea,PNG,pota,6000
Papua New Guinea,PNG,rice,380000
Papua New Guinea,PNG,sorg,17000
Papua New Guinea,PNG,soyb,7000
Papua New Guinea,PNG,spis,8000
Papua New Guinea,PNG,sugc,0
Papua New Guinea,PNG,swpo,0
Papua New Guinea,PNG,tnut,1000
Papua New Guinea,PNG,vege,8000
Papua New Guinea,PNG,whea,268000
Papua New Guinea,PNG,xfru,7000
Papua New Guinea,PNG,xmil,0
Papua New Guinea,PNG,xoil,7000
Papua New Guinea,PNG,xpul,0
Papua New Guinea,PNG,yams,0
Paraguay,PRY,bana,0
Paraguay,PRY,barl,34000
Paraguay,PRY,cass,0
Paraguay,PRY,cnut,0
Paraguay,PRY,coco,0
Paraguay,PRY,maiz,13000
Paraguay,PRY,ocer,5000
Paraguay,PRY,oilp,0
Paraguay,PRY,orts,0
Paraguay,PRY,plnt,1000
Paraguay,PRY,pota,42000
Paraguay,PRY,rice,2000
Paraguay,PRY,sorg,0
Paraguay,PRY,soyb,18000
Paraguay,PRY,spis,1000
Paraguay,PRY,sugc,0
Paraguay,PRY,swpo,1000
Paraguay,PRY,tnut,0
Paraguay,PRY,vege,73000
Paraguay,PRY,whea,32000
Paraguay,PRY,xfru,74000
Paraguay,PRY,xmil,0
Paraguay,PRY,xoil,26000
Paraguay,PRY,xpul,0
Peru,PER,bana,0
Peru,PER,barl,206000
Peru,PER,cass,6000
Peru,PER,cnut,3000
Peru,PER,coco,2000
Peru,PER,maiz,3397000
Peru,PER,ocer,49000
Peru,PER,oilp,5000
Peru,PER,orts,0
Peru,PER,plnt,0
Peru,PER,pota,49000
Peru,PER,rice,592000
Peru,PER,sorg,0
Peru,PER,soyb,770000
Peru,PER,spis,6000
Peru,PER,sugc,0
Peru,PER,swpo,0
Peru,PER,tnut,6000
Peru,PER,vege,12000
Peru,PER,whea,2152000
Peru,PER,xfru,167000
Peru,PER,xmil,0
Peru,PER,xoil,57000
Peru,PER,xpul,108000
Philippines,PHL,bana,0
Philippines,PHL,barl,307000
Philippines,PHL,cass,636000
Philippines,PHL,cnut,491000
Philippines,PHL,coco,1000
Philippines,PHL,maiz,557000
Philippines,PHL,ocer,38000
Philippines,PHL,oilp,358000
Philippines,PHL,orts,4000
Philippines,PHL,plnt,0
Philippines,PHL,pota,296000
Philippines,PHL,rice,1346000
Philippines,PHL,sorg,17000
Philippines,PHL,soyb,233000
Philippines,PHL,spis,12000
Philippines,PHL,sugc,0
Philippines,PHL,swpo,0
Philippines,PHL,tnut,6000
Philippines,PHL,vege,341000
Philippines,PHL,whea,5866000
Philippines,PHL,xfru,480000
Philippines,PHL,xmil,6000
Philippines,PHL,xoil,236000
Philippines,PHL,xpul,100000
Philippines,PHL,yams,0
Poland,POL,bana,446000
Poland,POL,barl,414000
Poland,POL,cass,1000
Poland,POL,cnut,38000
Poland,POL,coco,72000
Poland,POL,maiz,496000
Poland,POL,ocer,121000
Poland,POL,oilp,268000
Poland,POL,orts,0
Poland,POL,plnt,36000
Poland,POL,pota,454000
Poland,POL,rice,181000
Poland,POL,sorg,15000
Poland,POL,soyb,288000
Poland,POL,spis,30000
Poland,POL,sugb,0
Poland,POL,sugc,0
Poland,POL,swpo,4000
Poland,POL,tnut,33000
Poland,POL,vege,1113000
Poland,POL,whea,1451000
Poland,POL,xfru,1745000
Poland,POL,xmil,9000
Poland,POL,xoil,1290000
Poland,POL,xpul,21000
Poland,POL,yams,0
Portugal,PRT,bana,179000
Portugal,PRT,barl,396000
Portugal,PRT,cass,6000
Portugal,PRT,cnut,6000
Portugal,PRT,coco,2000
Portugal,PRT,maiz,2236000
Portugal,PRT,ocer,75000
Portugal,PRT,oilp,29000
Portugal,PRT,orts,0
Portugal,PRT,plnt,2000
Portugal,PRT,pota,437000
Portugal,PRT,rice,136000
Portugal,PRT,sorg,8000
Portugal,PRT,soyb,914000
Portugal,PRT,spis,6000
Portugal,PRT,sugb,0
Portugal,PRT,sugc,0
Portugal,PRT,swpo,1000
Portugal,PRT,tnut,25000
Portugal,PRT,vege,551000
Portugal,PRT,whea,1842000
Portugal,PRT,xfru,872000
Portugal,PRT,xmil,5000
Portugal,PRT,xoil,881000
Portugal,PRT,xpul,72000
Portugal,PRT,yams,0
Guinea-Bissau,GNB,bana,0
Guinea-Bissau,GNB,barl,2000
Guinea-Bissau,GNB,cass,0
Guinea-Bissau,GNB,cnut,0
Guinea-Bissau,GNB,coco,0
Guinea-Bissau,GNB,maiz,0
Guinea-Bissau,GNB,ocer,0
Guinea-Bissau,GNB,oilp,8000
Guinea-Bissau,GNB,orts,0
Guinea-Bissau,GNB,plnt,0
Guinea-Bissau,GNB,pota,2000
Guinea-Bissau,GNB,rice,164000
Guinea-Bissau,GNB,sorg,0
Guinea-Bissau,GNB,soyb,2000
Guinea-Bissau,GNB,spis,0
Guinea-Bissau,GNB,sugc,0
Guinea-Bissau,GNB,tnut,0
Guinea-Bissau,GNB,vege,6000
Guinea-Bissau,GNB,whea,29000
Guinea-Bissau,GNB,xfru,4000
Guinea-Bissau,GNB,xmil,0
Guinea-Bissau,GNB,xoil,1000
Guinea-Bissau,GNB,xpul,2000
Guinea-Bissau,GNB,yams,0
Timor-Leste,TLS,bana,0
Timor-Leste,TLS,barl,1000
Timor-Leste,TLS,cass,0
Timor-Leste,TLS,cnut,3000
Timor-Leste,TLS,coco,0
Timor-Leste,TLS,maiz,0
Timor-Leste,TLS,ocer,0
Timor-Leste,TLS,oilp,8000
Timor-Leste,TLS,orts,0
Timor-Leste,TLS,pota,3000
Timor-Leste,TLS,rice,160000
Timor-Leste,TLS,soyb,1000
Timor-Leste,TLS,spis,0
Timor-Leste,TLS,sugb,0
Timor-Leste,TLS,swpo,0
Timor-Leste,TLS,tnut,0
Timor-Leste,TLS,vege,3000
Timor-Leste,TLS,whea,29000
Timor-Leste,TLS,xfru,7000
Timor-Leste,TLS,xmil,0
Timor-Leste,TLS,xoil,3000
Timor-Leste,TLS,xpul,0
Zimbabwe,ZWE,bana,0
Zimbabwe,ZWE,barl,0
Zimbabwe,ZWE,cass,1000
Zimbabwe,ZWE,cnut,0
Zimbabwe,ZWE,coco,0
Zimbabwe,ZWE,maiz,335000
Zimbabwe,ZWE,ocer,1000
Zimbabwe,ZWE,oilp,8000
Zimbabwe,ZWE,orts,0
Zimbabwe,ZWE,plnt,0
Zimbabwe,ZWE,pota,8000
Zimbabwe,ZWE,rice,34000
Zimbabwe,ZWE,sorg,8000
Zimbabwe,ZWE,soyb,163000
Zimbabwe,ZWE,spis,1000
Zimbabwe,ZWE,sugb,0
Zimbabwe,ZWE,sugc,0
Zimbabwe,ZWE,swpo,0
Zimbabwe,ZWE,tnut,0
Zimbabwe,ZWE,vege,6000
Zimbabwe,ZWE,whea,236000
Zimbabwe,ZWE,xfru,30000
Zimbabwe,ZWE,xmil,0
Zimbabwe,ZWE,xoil,47000
Zimbabwe,ZWE,xpul,11000
Romania,ROU,bana,133000
Romania,ROU,barl,630000
Romania,ROU,cass,0
Romania,ROU,cnut,4000
Romania,ROU,coco,1000
Romania,ROU,maiz,520000
Romania,ROU,ocer,35000
Romania,ROU,oilp,48000
Romania,ROU,orts,0
Romania,ROU,plnt,71000
Romania,ROU,pota,224000
Romania,ROU,rice,64000
Romania,ROU,sorg,0
Romania,ROU,soyb,139000
Romania,ROU,spis,8000
Romania,ROU,sugb,2000
Romania,ROU,sugc,0
Romania,ROU,swpo,1000
Romania,ROU,tnut,17000
Romania,ROU,vege,606000
Romania,ROU,whea,1677000
Romania,ROU,xfru,744000
Romania,ROU,xmil,0
Romania,ROU,xoil,498000
Romania,ROU,xpul,65000
Rwanda,RWA,bana,0
Rwanda,RWA,barl,0
Rwanda,RWA,cass,97000
Rwanda,RWA,cnut,0
Rwanda,RWA,coco,0
Rwanda,RWA,maiz,103000
Rwanda,RWA,ocer,0
Rwanda,RWA,oilp,45000
Rwanda,RWA,orts,0
Rwanda,RWA,plnt,0
Rwanda,RWA,pota,26000
Rwanda,RWA,rice,38000
Rwanda,RWA,sorg,27000
Rwanda,RWA,soyb,9000
Rwanda,RWA,spis,1000
Rwanda,RWA,sugb,0
Rwanda,RWA,sugc,0
Rwanda,RWA,swpo,0
Rwanda,RWA,tnut,0
Rwanda,RWA,vege,10000
Rwanda,RWA,whea,220000
Rwanda,RWA,xfru,7000
Rwanda,RWA,xmil,0
Rwanda,RWA,xoil,12000
Rwanda,RWA,xpul,5000
Rwanda,RWA,yams,0
Russian Federation,RUS,bana,1544000
Russian Federation,RUS,barl,407000
Russian Federation,RUS,cass,3000
Russian Federation,RUS,cnut,41000
Russian Federation,RUS,coco,95000
Russian Federation,RUS,maiz,72000
Russian Federation,RUS,ocer,42000
Russian Federation,RUS,oilp,939000
Russian Federation,RUS,orts,0
Russian Federation,RUS,plnt,0
Russian Federation,RUS,pota,705000
Russian Federation,RUS,rice,532000
Russian Federation,RUS,sorg,1000
Russian Federation,RUS,soyb,2257000
Russian Federation,RUS,spis,34000
Russian Federation,RUS,sugb,0
Russian Federation,RUS,sugc,1000
Russian Federation,RUS,swpo,0
Russian Federation,RUS,tnut,35000
Russian Federation,RUS,vege,2282000
Russian Federation,RUS,whea,543000
Russian Federation,RUS,xfru,4544000
Russian Federation,RUS,xmil,0
Russian Federation,RUS,xoil,641000
Russian Federation,RUS,xpul,42000
Russian Federation,RUS,yams,0
Saint Kitts and Nevis,KNA,bana,0
Saint Kitts and Nevis,KNA,barl,1000
Saint Kitts and Nevis,KNA,cass,0
Saint Kitts and Nevis,KNA,cnut,0
Saint Kitts and Nevis,KNA,coco,0
Saint Kitts and Nevis,KNA,maiz,0
Saint Kitts and Nevis,KNA,ocer,1000
Saint Kitts and Nevis,KNA,oilp,0
Saint Kitts and Nevis,KNA,orts,0
Saint Kitts and Nevis,KNA,pota,1000
Saint Kitts and Nevis,KNA,rice,1000
Saint Kitts and Nevis,KNA,sorg,0
Saint Kitts and Nevis,KNA,soyb,0
Saint Kitts and Nevis,KNA,spis,0
Saint Kitts and Nevis,KNA,sugc,0
Saint Kitts and Nevis,KNA,swpo,0
Saint Kitts and Nevis,KNA,tnut,0
Saint Kitts and Nevis,KNA,vege,2000
Saint Kitts and Nevis,KNA,whea,3000
Saint Kitts and Nevis,KNA,xfru,3000
Saint Kitts and Nevis,KNA,xoil,1000
Saint Kitts and Nevis,KNA,xpul,0
Saint Kitts and Nevis,KNA,yams,0
Saint Lucia,LCA,bana,0
Saint Lucia,LCA,barl,2000
Saint Lucia,LCA,cass,0
Saint Lucia,LCA,cnut,0
Saint Lucia,LCA,coco,0
Saint Lucia,LCA,maiz,2000
Saint Lucia,LCA,ocer,0
Saint Lucia,LCA,oilp,0
Saint Lucia,LCA,orts,0
Saint Lucia,LCA,plnt,0
Saint Lucia,LCA,pota,4000
Saint Lucia,LCA,rice,3000
Saint Lucia,LCA,sorg,0
Saint Lucia,LCA,soyb,0
Saint Lucia,LCA,spis,0
Saint Lucia,LCA,sugc,0
Saint Lucia,LCA,swpo,0
Saint Lucia,LCA,tnut,0
Saint Lucia,LCA,vege,5000
Saint Lucia,LCA,whea,19000
Saint Lucia,LCA,xfru,4000
Saint Lucia,LCA,xmil,0
Saint Lucia,LCA,xoil,1000
Saint Lucia,LCA,xpul,1000
Saint Lucia,LCA,yams,0
Saint Vincent and the Grenadines,VCT,bana,0
Saint Vincent and the Grenadines,VCT,barl,1000
Saint Vincent and the Grenadines,VCT,cass,0
Saint Vincent and the Grenadines,VCT,cnut,0
Saint Vincent and the Grenadines,VCT,coco,0
Saint Vincent and the Grenadines,VCT,maiz,7000
Saint Vincent and the Grenadines,VCT,ocer,0
Saint Vincent and the Grenadines,VCT,oilp,0
Saint Vincent and the Grenadines,VCT,orts,0
Saint Vincent and the Grenadines,VCT,plnt,0
Saint Vincent and the Grenadines,VCT,pota,2000
Saint Vincent and the Grenadines,VCT,rice,6000
Saint Vincent and the Grenadines,VCT,soyb,3000
Saint Vincent and the Grenadines,VCT,spis,0
Saint Vincent and the Grenadines,VCT,sugc,0
Saint Vincent and the Grenadines,VCT,swpo,0
Saint Vincent and the Grenadines,VCT,tnut,0
Saint Vincent and the Grenadines,VCT,vege,2000
Saint Vincent and the Grenadines,VCT,whea,28000
Saint Vincent and the Grenadines,VCT,xfru,0
Saint Vincent and the Grenadines,VCT,xoil,1000
Saint Vincent and the Grenadines,VCT,xpul,0
Saint Vincent and the Grenadines,VCT,yams,0
Sao Tome and Principe,STP,bana,0
Sao Tome and Principe,STP,barl,1000
Sao Tome and Principe,STP,cass,0
Sao Tome and Principe,STP,cnut,0
Sao Tome and Principe,STP,coco,0
Sao Tome and Principe,STP,maiz,1000
Sao Tome and Principe,STP,ocer,0
Sao Tome and Principe,STP,oilp,0
Sao Tome and Principe,STP,orts,0
Sao Tome and Principe,STP,plnt,0
Sao Tome and Principe,STP,pota,0
Sao Tome and Principe,STP,rice,8000
Sao Tome and Principe,STP,soyb,3000
Sao Tome and Principe,STP,spis,0
Sao Tome and Principe,STP,tnut,0
Sao Tome and Principe,STP,vege,1000
Sao Tome and Principe,STP,whea,10000
Sao Tome and Principe,STP,xfru,1000
Sao Tome and Principe,STP,xmil,0
Sao Tome and Principe,STP,xoil,0
Sao Tome and Principe,STP,xpul,1000
Sao Tome and Principe,STP,yams,0
Saudi Arabia,SAU,bana,212000
Saudi Arabia,SAU,barl,8605000
Saudi Arabia,SAU,cass,0
Saudi Arabia,SAU,cnut,14000
Saudi Arabia,SAU,coco,1000
Saudi Arabia,SAU,maiz,3815000
Saudi Arabia,SAU,ocer,73000
Saudi Arabia,SAU,oilp,507000
Saudi Arabia,SAU,orts,17000
Saudi Arabia,SAU,plnt,197000
Saudi Arabia,SAU,pota,286000
Saudi Arabia,SAU,rice,1650000
Saudi Arabia,SAU,sorg,0
Saudi Arabia,SAU,soyb,684000
Saudi Arabia,SAU,spis,121000
Saudi Arabia,SAU,sugb,0
Saudi Arabia,SAU,sugc,14000
Saudi Arabia,SAU,swpo,10000
Saudi Arabia,SAU,tnut,53000
Saudi Arabia,SAU,vege,1151000
Saudi Arabia,SAU,whea,3415000
Saudi Arabia,SAU,xfru,1538000
Saudi Arabia,SAU,xmil,16000
Saudi Arabia,SAU,xoil,517000
Saudi Arabia,SAU,xpul,214000
Saudi Arabia,SAU,yams,0
Senegal,SEN,bana,0
Senegal,SEN,barl,112000
Senegal,SEN,cass,5000
Senegal,SEN,cnut,18000
Senegal,SEN,coco,0
Senegal,SEN,maiz,309000
Senegal,SEN,ocer,0
Senegal,SEN,oilp,197000
Senegal,SEN,orts,0
Senegal,SEN,plnt,25000
Senegal,SEN,pota,87000
Senegal,SEN,rice,1764000
Senegal,SEN,sorg,0
Senegal,SEN,soyb,24000
Senegal,SEN,spis,5000
Senegal,SEN,sugb,0
Senegal,SEN,sugc,0
Senegal,SEN,swpo,0
Senegal,SEN,tnut,4000
Senegal,SEN,vege,273000
Senegal,SEN,whea,683000
Senegal,SEN,xfru,98000
Senegal,SEN,xmil,0
Senegal,SEN,xoil,17000
Senegal,SEN,xpul,13000
Senegal,SEN,yams,0
Sierra Leone,SLE,barl,2000
Sierra Leone,SLE,cass,0
Sierra Leone,SLE,cnut,0
Sierra Leone,SLE,coco,0
Sierra Leone,SLE,maiz,1000
Sierra Leone,SLE,ocer,0
Sierra Leone,SLE,oilp,28000
Sierra Leone,SLE,orts,0
Sierra Leone,SLE,plnt,0
Sierra Leone,SLE,pota,2000
Sierra Leone,SLE,rice,576000
Sierra Leone,SLE,sorg,0
Sierra Leone,SLE,soyb,0
Sierra Leone,SLE,spis,0
Sierra Leone,SLE,sugc,0
Sierra Leone,SLE,swpo,0
Sierra Leone,SLE,tnut,0
Sierra Leone,SLE,vege,38000
Sierra Leone,SLE,whea,114000
Sierra Leone,SLE,xfru,2000
