iso3c_consuming,iso3c_producing,total_ghg_stress
AFG,ARE,2.8149855918274507
AFG,ARG,0.0050124689099817635
AFG,BEL,0.0015046845241987934
AFG,BGR,0.007893389636134281
AFG,BOL,0.0767784191195915
AFG,CHN,1.6448866660203967
AFG,DEU,7.476413427445778e-4
AFG,EGY,0.0011861985927495832
AFG,ESP,0.027686909133063042
AFG,GBR,1.6927633059319813e-4
AFG,GEO,0.0010821764889748784
AFG,GRC,4.8253049925007553e-4
AFG,GTM,3.060622167944533e-4
AFG,HKG,3.571487529384224e-4
AFG,IDN,0.042195984824296144
AFG,IND,6.472232383335936
AFG,IRN,12.125755676739042
AFG,ITA,0.3859553426375313
AFG,KAZ,53.70786530794493
AFG,KGZ,0.051660025197838674
AFG,LKA,9.328729486998048e-4
AFG,LTU,0.008736224994500682
AFG,MDG,1.840413917498141e-5
AFG,MMR,17.800424917350043
AFG,MYS,1.4543971224496628
AFG,NLD,0.024239283209219135
AFG,PAK,117.41172495682255
AFG,PHL,0.002631459028891681
AFG,POL,0.0014917353775120888
AFG,PRY,0.14115596396748836
AFG,RUS,1.7659346984218112
AFG,SAU,0.003854731859489893
AFG,SDN,0.0022984006524997664
AFG,SGP,0.08894563614479094
AFG,THA,1.2410555706865887e-5
AFG,TUN,0.0015534169421218753
AFG,TUR,0.35914153339240457
AFG,UKR,0.022128838540608757
AFG,USA,0.015663433552294482
AFG,UZB,45.90084278519726
ALB,ARE,6.667049929556638e-4
ALB,ARG,0.0678653700802551
ALB,AUT,0.007461576304149138
ALB,BEL,0.09197893924997455
ALB,BGR,0.4879077118490902
ALB,BIH,0.00857183726549948
ALB,CAN,0.012718670871975708
ALB,CHN,0.1564869825250344
ALB,COL,0.005360963565830773
ALB,CZE,0.01277417200455969
ALB,DEU,0.16216624162876153
ALB,DNK,2.3202268039548065e-4
ALB,DZA,6.154896976157092e-4
ALB,ECU,0.18993658303434635
ALB,EGY,0.08921857102665524
ALB,ESP,1.7883299165981825
ALB,FRA,0.009286408133699653
ALB,GBR,0.002653096110137354
ALB,GEO,2.454095163935831e-4
ALB,GRC,2.6218975982583874
ALB,GTM,0.0063372620082788236
ALB,HRV,0.19715498112941476
ALB,HUN,0.43942916428652645
ALB,IDN,0.0021630408075610716
ALB,IND,0.08451977716351657
ALB,IRL,4.5014375681955957e-4
ALB,IRN,0.002286244151334575
ALB,ISR,3.583616648776997e-5
ALB,ITA,2.4823059730591845
ALB,KGZ,0.0051133656274256435
ALB,KWT,9.353678595354232e-6
ALB,MDA,0.0011321218419708876
ALB,MEX,0.027789010906638077
ALB,MKD,1.0762033641483437
ALB,MNE,0.06082839087785674
ALB,MYS,0.013519491684521313
ALB,NLD,0.09912218300223093
ALB,PAK,0.6763673158034139
ALB,PER,0.0013243667747163278
ALB,POL,0.09447372546792034
ALB,PRT,2.3509017226415057
ALB,ROU,0.033349635748944305
ALB,RUS,9.665139789476479
ALB,SAU,0.004044569292385548
ALB,SDN,0.003957220196766014
ALB,SRB,5.763969799067227
ALB,SVK,1.8325259493988003e-4
ALB,SVN,0.014212678788047006
ALB,THA,0.754511871579431
ALB,TUN,8.987928568978189e-4
ALB,TUR,0.32749621494686537
ALB,UKR,0.5384044057643914
ALB,URY,0.005627301714732222
ALB,USA,0.149481077218375
ALB,ZAF,0.0010005060126799436
ARE,ABW,0.003799817613575472
ARE,AFG,0.3086293809611067
ARE,ALB,1.1972152606539003e-5
ARE,ARG,10.243547328397021
ARE,ARM,0.037286292913579835
ARE,ATG,1.880370532406352e-4
ARE,AUS,64.17357042203993
ARE,AUT,0.034434874394386125
ARE,AZE,0.006127337735862365
ARE,BDI,0.01851153958771215
ARE,BEL,1.1368375346081496
ARE,BFA,7.850776595761215e-5
ARE,BGD,0.44491220448567775
ARE,BGR,0.23810957442241604
ARE,BHR,0.035820105482992845
ARE,BIH,0.008724008796140246
ARE,BLR,2.034050111904982e-4
ARE,BLZ,0.015225955931861284
ARE,BMU,0.017228503887044597
ARE,BOL,0.03569662631799768
ARE,BRA,6.032261809529518
ARE,CAN,87.5904000351645
ARE,CHE,0.014980265295083462
ARE,CHL,0.7999935706171801
ARE,CHN,8.41223933982235
ARE,CIV,0.005118925866423982
ARE,CMR,4.0556670593520157e-4
ARE,COL,0.0049173254187704985
ARE,COM,0.014699549188028875
ARE,CRI,0.009231217612367693
ARE,CUB,9.055190784160963e-6
ARE,CYM,3.5017779183449445e-5
ARE,CYP,0.6809630813510265
ARE,CZE,0.01493429435146315
ARE,DEU,1.8880098918934338
ARE,DJI,2.709802908467268e-4
ARE,DMA,6.771037311966657e-5
ARE,DNK,0.09819416955083128
ARE,DOM,2.8973410035892916e-4
ARE,DZA,0.04134949780622568
ARE,ECU,1.3900103664153554
ARE,EGY,7.817261690178932
ARE,ESP,5.061240130866899
ARE,EST,0.011180693989504423
