country,iso3c,exported_ghg_stress,imported_ds_ghg_stress,produced_ds_ghg_stress,prop_ds_produced_ghg,prop_ds_imported_ghg,prop_exported_ghg
United States of America,USA,9864.162170512845,1499.41462934818,25177.704811565807,0.9437939829797153,0.05620601702028472,0.2699457089493057
Brazil,BRA,5235.599100285936,636.5374761056527,16602.08652312704,0.9630749254619171,0.03692507453808295,0.23296018185376458
Thailand,THA,4691.421691815281,369.9297345913142,5171.325498881642,0.9332408057371755,0.06675919426282453,0.45847452490376867
Canada,CAN,3745.532353924296,230.09353218788405,3063.5170485155713,0.930139424030287,0.06986057596971293,0.5321006248500578
India,IND,3250.391181424309,856.8911228339215,52633.58360727496,0.9839804913462173,0.01601950865378265,0.05728483570363758
Ukraine,UKR,2376.260939800997,47.002937318554245,2423.230014862139,0.980972265276819,0.0190277347231809,0.4903051551828871
Australia,AUS,2057.531959596015,93.8157055179919,2369.889220998488,0.9619208840684338,0.03807911593156624,0.455081653853609
Argentina,ARG,2018.6444221357624,82.50045930388555,3784.303407036645,0.9786644313609931,0.021335568639006874,0.3429890678146417
France,FRA,1835.251819673581,703.9902940296364,3727.977870647669,0.8411562836483294,0.1588437163516707,0.2928334770849221
Viet Nam,VNM,1763.5206892686301,0,6926.552133409009,1,0,0.20293508757102027
Russian Federation,RUS,1740.4179775163045,433.33419325340543,5098.128737451777,0.9216601107732341,0.07833988922676582,0.23933532458550197
Germany,DEU,1061.2844932714243,1422.6991735072666,2590.1626255172796,0.6454651954739385,0.3545348045260614,0.20915528093519153
Pakistan,PAK,1053.8256334447412,222.62029719760974,7464.413535173845,0.9710395059977339,0.028960494002266052,0.12056315944284983
China,CHN,1036.945005975119,8682.937726274138,92867.38424517034,0.914496206829204,0.0855037931707961,0.010107930901437898
Netherlands,NLD,951.9851223355785,960.929809636049,277.6490921519411,0.22416746462508919,0.7758325353749107,0.4345844777198246
Spain,ESP,884.2591967097895,1141.7257432232327,2523.190162993473,0.6884715031833195,0.3115284968166805,0.1943779205467258
Italy,ITA,869.0487518446502,915.7191306130896,1521.6200232909464,0.6242955646339469,0.3757044353660532,0.2628393209198683
Turkey,TUR,759.6459199729977,603.0859675498913,3521.7508003402036,0.8537915555241772,0.1462084444758228,0.1555222873162305
Romania,ROU,592.0681680876507,150.25025334580536,819.9961135550219,0.8451421634015115,0.15485783659848842,0.3789686102434022
Belgium,BEL,564.683887043264,626.8936866665433,316.3619338768903,0.3353936377231721,0.6646063622768278,0.3744738328044621
Hungary,HUN,551.8664979087437,59.89499519056334,515.1555928343539,0.8958439545357563,0.10415604546424367,0.48971348894893835
Uruguay,URY,549.4672988829342,12.249000741697957,172.16365322642116,0.9335783067044003,0.06642169329559966,0.7487155041479282
Indonesia,IDN,536.4284096286341,328.6290356027134,19632.274512351516,0.9835363647335296,0.0164636352664704,0.026170645562003773
Bulgaria,BGR,522.9561259158526,36.1383772444961,373.9545888592121,0.9118775979313991,0.0881224020686009,0.5604808261309462
Mexico,MEX,506.70345693600376,1813.8414764729257,3298.1686113977707,0.6451803800668077,0.35481961993319233,0.0901814005813382
Poland,POL,498.68593890808194,221.07563996623747,2417.652306855192,0.9162188583205246,0.08378114167947544,0.15894808816151063
Paraguay,PRY,424.4970315034201,9.44912414857262,494.7570229336352,0.9812594031166543,0.018740596883345804,0.45708579586204223
Myanmar,MMR,397.6931585885834,0,4685.229443405657,1,0,0.07824104156780826
Czechia,CZE,344.6089142694715,78.26006764954215,466.32989638456075,0.8562954280871738,0.14370457191282615,0.3875498751493266
South Africa,ZAF,266.9358367847664,482.75494942824315,1689.2581450232801,0.7777384718989697,0.22226152810103036,0.10944707917662637
Malaysia,MYS,265.3962654488977,556.8721470655845,1684.4470572527644,0.7515426870065365,0.24845731299346346,0.10587410842984116
Kazakhstan,KAZ,260.8593720140184,32.9727556072856,610.0941964823407,0.9487257811956568,0.05127421880434321,0.2885847718537159
Lithuania,LTU,255.63647698963248,20.64039512333279,167.76646413907022,0.8904477511904917,0.10955224880950833,0.5757016401762535
United Kingdom of Great Britain and Northern Ireland,GBR,243.50087775930314,582.1089856208451,1957.8304463262027,0.7708177689990755,0.22918223100092444,0.08748198296553093
Greece,GRC,205.6141445192667,152.95422006442186,722.1401664146061,0.8252140312774279,0.17478596872257215,0.190258648489924
Slovakia,SVK,160.69604930446783,31.192471083103907,130.14575959137017,0.8066641058805228,0.19333589411947721,0.4990029301072417
Cambodia,KHM,159.0552100819203,9.449231732896859,1842.2754684820968,0.9948970644870699,0.00510293551293006,0.07910125283598743
Serbia,SRB,149.82783460616844,16.52753790981848,332.92946032471923,0.9527050881987889,0.047294911801211204,0.30008489093032414
Austria,AUT,145.4145432129761,179.71797235038437,257.35640996067326,0.5888160468245369,0.4111839531754631,0.24964344701000882
Chile,CHL,144.29110426847842,199.08349988633856,424.1139917218632,0.6805450879261555,0.3194549120738445,0.18800423230218663
Latvia,LVA,143.64145981624958,20.24053006734045,56.34664165672282,0.7357190556629344,0.2642809443370656,0.6522378984585209
Ecuador,ECU,139.5514483821998,90.62609239272764,804.7193747024431,0.8987808664662681,0.1012191335337319,0.13484574772148045
Denmark,DNK,138.66003971624002,82.36129103010242,489.8382053453708,0.8560619302327076,0.14393806976729237,0.19505968855477301
Portugal,PRT,136.1204068737671,337.8495746075333,219.40953946070385,0.393729835765121,0.606270164234879,0.19631443208596364
New Zealand,NZL,133.1078746889002,50.87878443372889,230.9826186472497,0.8194900618616752,0.18050993813832486,0.32076561282860844
Egypt,EGY,130.3957597055136,775.0649996957844,3380.676795408828,0.8134953907365475,0.1865046092634525,0.030422672636620518
Niger,NER,117.54040635887603,37.6448361035014,213.53845250426224,0.8501300133772599,0.14986998662274006,0.3187763844943855
Iran (Islamic Republic of),IRN,115.96224549262998,848.9423054893473,2076.316661383231,0.709789008390953,0.290210991609047,0.0381301580500434
Sweden,SWE,102.27106034365946,111.26677549998726,304.56971756213346,0.7324266211446588,0.2675733788553411,0.19739349421057578
Croatia,HRV,86.43384693213956,27.56076963903371,173.40898003079397,0.8628611038013771,0.1371388961986228,0.30074031067831086
Republic of Moldova,MDA,75.57346245717449,5.064863295491158,154.81827752445685,0.9683214673572434,0.0316785326427565,0.3209655681995366
Saudi Arabia,SAU,74.25443082050663,893.8961675176779,573.5154241354437,0.3908347374367858,0.6091652625632142,0.0481650563339031
United Arab Emirates,ARE,68.84431592178444,152.49347663465875,45.59457257783664,0.2301732626430476,0.7698267373569524,0.25790921189774957
Morocco,MAR,67.27355583647847,341.8569125648734,859.9748955555337,0.715553449114051,0.28444655088594895,0.05300864510313731
Ireland,IRL,65.5376636516759,96.73105776878148,467.05624889081577,0.8284263291738393,0.17157367082616076,0.104139620614863
Belarus,BLR,63.94420873340884,56.7288463470754,867.9777315391183,0.9386520570917176,0.06134794290828239,0.06467825606253454
Guatemala,GTM,62.59263317121473,137.00807971833896,650.7638802629142,0.8260815481150162,0.17391845188498378,0.07360681956332588
Peru,PER,61.56192202566746,443.167689802201,1107.7280536095116,0.7142504957636251,0.2857495042363749,0.03817893848950679
Israel,ISR,60.83079861577616,239.90786600552568,132.9962667667845,0.3566500209532139,0.643349979046786,0.14024878840424204
Guyana,GUY,56.39323274765675,3.463032709565068,120.19221472534272,0.9719944540858404,0.028005545914159533,0.3132113789045898
Sudan,SDN,56.14448862897885,0,584.6619979805305,1,0,0.08761535627711557
Philippines,PHL,54.90906680823522,341.01616570371743,7120.245642099677,0.9542951079203434,0.04570489207965658,0.0073054574894922735
Estonia,EST,53.82620464851687,9.518213201881935,35.971663229146984,0.7907619464231056,0.2092380535768944,0.5419686727812543
Uzbekistan,UZB,50.80673998327353,0,1220.3096260185787,1,0,0.03997017215904488
Ethiopia,ETH,45.88365827480362,165.89747135891034,1488.4453659531925,0.8997200171468372,0.10027998285316278,0.026986791697399648
Finland,FIN,44.58247100618278,39.855444147829076,237.51643691685294,0.856310437832251,0.14368956216774886,0.13847450956764767
Slovenia,SVN,44.12255900082478,33.57328600448646,32.50077488183678,0.4918840229564906,0.5081159770435093,0.400398479064154
Honduras,HND,43.152500643831424,85.05817553462973,233.91668999999965,0.7333389406965816,0.26666105930341844,0.11916387623288692
Costa Rica,CRI,42.65644647827686,102.5859889966302,202.8080429388944,0.6640864644719437,0.3359135355280563,0.122558218200643
Oman,OMN,42.23677560761197,94.83719551152146,23.646275152971626,0.19957446401895365,0.8004255359810464,0.2627968571931107
Colombia,COL,41.53606497204407,474.67177144313234,1927.752306115499,0.8024196577627133,0.19758034223728677,0.016995393766542462
Japan,JPN,32.08768537717002,1867.9578592086052,2301.7672813169056,0.5520189469915069,0.44798105300849306,0.0076366289281999565
Zambia,ZMB,29.1983487422212,10.101741411346543,486.2307455255569,0.9796472290708008,0.020352770929199186,0.05555972506254408
Senegal,SEN,27.917833705295735,338.901954828049,189.09193793765613,0.3581328127625991,0.6418671872374008,0.050219904304810645
Côte d'Ivoire,CIV,27.406177691408768,431.38551656929775,344.2918028833271,0.44385957182077307,0.5561404281792269,0.0341261871136339
Bosnia and Herzegovina,BIH,26.147636062695703,51.62249968928048,170.23173214037968,0.7673134325023095,0.23268656749769043,0.10543322227736192
Uganda,UGA,25.43548120251995,72.67042106424508,192.62204373072328,0.7260743115323366,0.27392568846766346,0.08748894474265537
Suriname,SUR,24.771657118308948,1.3324388222240284,61.29835615119226,0.9787255004061567,0.02127449959384331,0.28342061950747244
"China, Hong Kong SAR",HKG,22.701121507415245,46.7235703725312,0,0,1,0.3269891574984799
"China, Taiwan Province of",TWN,22.55779839377463,504.7352828014012,457.54492943393376,0.47547993153790086,0.5245200684620992,0.022905085049839638
Tunisia,TUN,21.758191155915515,145.51605141437287,243.98250410699316,0.6264015633650006,0.3735984366349994,0.05290658775013227
Jordan,JOR,20.90532971520011,142.41677691132625,48.3294705296013,0.253370491834019,0.746629508165981,0.09877237862385031
Lao People's Democratic Republic,LAO,19.97274628751509,0,531.3166123128941,1,0,0.03622915257827773
Republic of Korea,KOR,19.82222319390154,973.691651034489,1163.4897456928538,0.5444038337010143,0.4555961662989857,0.009189703258182422
Burkina Faso,BFA,18.770468300534468,62.550403375532994,359.06658048820685,0.8516416421314082,0.14835835786859175,0.04262262289328958
Bolivia (Plurinational State of),BOL,18.568811211780886,45.329121814687646,327.29798730426654,0.87835259242983,0.12164740757017004,0.047466781340873794
Dominican Republic,DOM,17.524321573808184,0,475.3195343910865,1,0,0.035557553090519695
Cyprus,CYP,15.260666971307685,19.227778618416476,12.490414579700339,0.39379338229271915,0.6062066177072809,0.324841150174177
Luxembourg,LUX,14.920415133029254,7.495370116011975,10.166507225670546,0.575618719855862,0.4243812801441381,0.4579301823102072
Azerbaijan,AZE,14.73773016917965,61.36924404539337,303.70292424624773,0.831898322097323,0.16810167790267708,0.03880291226980731
Lebanon,LBN,13.501494994463503,83.887719122898,66.41275875936378,0.44186658415942204,0.558133415840578,0.08242571659759255
United Republic of Tanzania,TZA,13.417005743231455,40.17780912096036,901.0139906899179,0.9573117730848977,0.04268822691510236,0.014054977981733004
Afghanistan,AFG,13.252752494195988,247.2668175339594,467.29031794057477,0.6539579478557015,0.3460420521442986,0.018209085522571774
Nigeria,NGA,12.588111244502835,580.1018375496095,4570.600932487177,0.8873742354297283,0.11262576457027172,0.0024380015641069304
Belize,BLZ,12.587840847078706,1.4109695293420876,27.398560144030135,0.9510242081235293,0.048975791876470796,0.3040734396611041
Namibia,"NAM",11.875642994254548,13.936002064985354,32.59550502388022,0.7005039609318807,0.2994960390681193,0.20332515757666889
Kenya,KEN,11.41970403670277,356.64374565019625,364.1288701655515,0.5051924312544005,0.4948075687455996,0.015596590850617006
Nicaragua,NIC,10.408218988674406,40.863080385103224,205.04764391603078,0.833829612347188,0.16617038765281206,0.04060651489541409
North Macedonia,MKD,10.404125901439457,16.859623196279653,44.99157283149856,0.7274163754455488,0.27258362455445106,0.143991136204908
Georgia,GEO,10.292716988012941,26.027900963177682,66.63195968258746,0.7191027400453225,0.28089725995467746,0.09997532091548104
Papua New Guinea,PNG,9.93743846394148,79.61415806431613,67.94827600442196,0.4604713688361229,0.5395286311638772,0.06309489845383567
Cameroon,CMR,9.288394523505257,280.55912345883894,305.86746773983805,0.5215784419233684,0.4784215580766316,0.015592010854393705
Sri Lanka,LKA,7.711585753721398,215.02269872199759,541.25833280806,0.7156841309546295,0.28431586904537054,0.01009379616931166
Bangladesh,BGD,7.404345827779924,1019.8161426049749,7493.113694967846,0.8802038590634336,0.11979614093656638,8.690205886765737e-4
Ghana,GHA,6.955894123010333,199.80924302358633,494.0457884648124,0.7120302744004428,0.28796972559955725,0.00992549326616419
Norway,NOR,6.544717016636925,106.10393164713126,170.9180693109715,0.6169837367423443,0.3830162632576558,0.023079990005103253
Albania,ALB,5.526900217491757,18.471432617598982,92.57636467695897,0.8336623231832064,0.16633767681679354,0.04741080470674583
Rwanda,RWA,5.351372931361309,19.04235842618442,80.92582008941613,0.8095158008384362,0.1904841991615638,0.05081082152211995
Switzerland,CHE,5.006885150432731,91.85454044928984,98.97293910352893,0.5186513982968286,0.4813486017031714,0.025566938458526832
El Salvador,SLV,4.905637083377461,57.76896596683606,151.01364419893883,0.7233056626652619,0.27669433733473825,0.022956981240328463
Malawi,MWI,4.506376382194432,13.616005505391186,440.2925811503327,0.9700027584723386,0.02999724152766143,0.009830343129139269
Kuwait,KWT,4.241691193192837,61.906142132657024,6.6106609479498495,0.09648233208097451,0.9035176679190254,0.05829822669543984
Trinidad and Tobago,TTO,4.0318876241782275,23.818185429885496,17.546921533083385,0.42419620838384015,0.5758037916161598,0.08881397680276712
Mozambique,MOZ,3.895611460746955,0,208.9138200369976,1,0,0.01830563351130536
Armenia,ARM,3.8236626292596667,16.51221733813945,143.51072412523962,0.8968134369538617,0.10318656304613821,0.02333684393664803
Togo,TGO,3.6441644967947617,38.65590534123972,59.29987855188218,0.605373937046774,0.394626062953226,0.03586777901509671
Zimbabwe,ZWE,3.6296132119724285,68.28913315738777,229.95091659995902,0.7710262816380664,0.2289737183619335,0.0120237760107127
Madagascar,MDG,3.5056845214003096,172.81808587197906,641.0140283554094,0.7876489722501994,0.2123510277498006,0.004289150124669313
Yemen,YEM,3.464188091509232,179.1679059678052,32.39977125690507,0.1531414045941083,0.8468585954058917,0.016110115058597937
Guinea,GIN,3.217265571341761,186.68366428726856,768.7983389526893,0.8046183354011481,0.1953816645988519,0.0033558652603656192
Turkmenistan,TKM,3.108471164218673,0,305.7754179133487,1,0,0.010063558748569335
Kyrgyzstan,KGZ,2.860150024573717,16.34245773288795,83.20676686585739,0.8358354090776723,0.1641645909223277,0.02792859574715583
Iraq,IRQ,2.7956704964408563,0,479.49014134265144,1,0,0.005796708980055154
Benin,BEN,2.5248609095827206,547.4367917923831,115.51567376959511,0.17424427808964196,0.8257557219103581,0.0037940600064765998
Panama,PAN,2.251557813701843,76.41275578478559,60.78205061918058,0.4430346323767503,0.5569653676232497,0.016146407447291247
Botswana,BWA,2.2332813949269013,13.966690516340229,96.39697061892537,0.873448466889639,0.12655153311036102,0.019834298736202842
Democratic People's Republic of Korea,PRK,1.907877793823398,0,591.2709150362382,1,0,0.003216362110184174
Venezuela (Bolivarian Republic of),VEN,1.828471149086667,405.1872249948722,780.865875174176,0.6583734531471476,0.3416265468528524,0.0015392705748079757
Algeria,DZA,1.7273272298113496,612.7077307541584,326.1027556844521,0.3473573851113733,0.6526426148886267,0.0018365314022560962
Mali,MLI,1.4946329234959437,88.6668284340326,560.8694608894127,0.8634921098459524,0.13650789015404766,0.0022957940589633276
Tajikistan,TJK,1.456624428105822,0,71.39665124817577,1,0,0.019993945565031698
Swaziland,SWZ,0.9173015888913483,11.69160508305716,82.83937583549476,0.8763198586384007,0.12368014136159944,0.009610456728960158
Nepal,NPL,0.8511767889487202,223.52442759409925,970.2647095064831,0.8127605448505046,0.18723945514949536,7.124962878386747e-4
Guinea-Bissau,GNB,0.7853586818709657,0,35.12248281090649,1,0,0.02187150909722417
Mongolia,MNG,0.7594082410335958,5.953065476526527,68.68757008411093,0.9202436389801328,0.07975636101986704,0.010071721483758149
Djibouti,DJI,0.7183271474709367,5.254672917512435,8.13908680413908,0.6076775284375111,0.39232247156248884,0.050901553691725915
Malta,MLT,0.6675083299470995,5.4635034562855616,1.9849120658482684,0.26648782683375705,0.733512173166243,0.08224674628704777
Sierra Leone,SLE,0.5259204239747242,105.18470484547889,186.3787539775859,0.6392390690175267,0.3607609309824734,0.001800546207227611
Fiji,FJI,0.5015879970383554,13.354520618053929,21.766398178409112,0.6197559438735744,0.3802440561264256,0.014080648505339325
New Caledonia,NCL,0.3598052632951776,1.065009595728214,1.867450781527744,0.6368204651669347,0.3631795348330653,0.10928804130001646
Montenegro,MNE,0.3018912038827367,8.718339918452415,1.2536619872000612,0.12571818568239965,0.8742818143176003,0.02938430453423261
Barbados,BRB,0.2869837953065708,2.1679171714830057,2.182142317842928,0.5016350519337526,0.4983649480662474,0.06188939323850087
Jamaica,JAM,0.2814005277889817,15.29171670331887,20.85371845208431,0.5769392002731776,0.4230607997268224,0.007725088455015701
Gabon,GAB,0.2473335400979623,20.80641027455899,31.715803632288257,0.6038550410030129,0.39614495899698715,0.004687050620372154
Chad,TCD,0.23691503770864705,0,143.32089890892408,1,0,0.001650310987576891
Timor-Leste,TLS,0.21431434835794183,0,25.73677310406677,1,0,0.008258395674201991
Saint Vincent and the Grenadines,VCT,0.2125326509898828,0.39233724101800166,5.860013438756314,0.9372496423965517,0.06275035760344834,0.03287493990471748
Solomon Islands,SLB,0.18995171701391708,11.336392460351096,10.5617807294143,0.4823133253120213,0.5176866746879788,0.00859972124458681
Gambia,GMB,0.17926965971195707,32.93305525056114,60.71049601195196,0.6483147551907856,0.3516852448092144,0.001910725535107963
Grenada,GRD,0.15678876138828712,0.04456288544262049,5.809610492201073,0.9923878432414045,0.007612156758595535,0.02608380451611641
Angola,AGO,0.12319388066099556,0,190.411589593375,1,0,6.465689802921631e-4
Liberia,LBR,0.11234573684444937,0,30.707233739894708,1,0,0.0036452715693035807
Vanuatu,VUT,0.0994249510706564,0.17496010526075828,0.9725434888404598,0.8475297975883066,0.1524702024116933,0.07973588499167113
Haiti,HTI,0.08504838612164306,0,109.83050390942039,1,0,7.737611679643306e-4
French Polynesia,PYF,0.08374015652154862,1.0784701863161423,1.4109956841598044,0.5667865146872025,0.4332134853127976,0.03254312155457661
Lesotho,LSO,0.044819190376307605,0,5.6848943305190405,1,0,0.0078222393166533
Cuba,CUB,0.0316754484287061,187.2362831919678,433.8429715803335,0.6985307724364228,0.30146922756357714,5.099805346759765e-5
Mauritius,MUS,0.02936204787644258,2.414434604699886,48.66145724697,0.9527284885849536,0.047271511415046354,5.745406907508434e-4
Congo,COG,0.011794055226415315,68.6317078761299,15.545067084376754,0.1846716875488525,0.8153283124511475,1.4009093353530282e-4
Dominica,DMA,0.00815474239944671,0.06578633032772901,6.5265745349880735,0.9900208238487295,0.0099791761512705909,0.001235470512320999
Antigua and Barbuda,ATG,0,0.5796249948447774,0.20676190169412223,0.2629264330371437,0.7370735669628563,0
Bahamas,BHS,0,0.8361287769961937,3.2327153319236848,0.794504592799906,0.2054954072000939,0
Cabo Verde,CPV,0,1.667203562712286,0.5013642520156246,0.23119602191390567,0.7688039780860942,0
Central African Republic,CAF,0,3.808440739978986,19.13528983046518,0.8340095248117595,0.16599047518824045,0
Iceland,ISL,0,1.4493567854861564,27.68737542760333,0.9502567146210362,0.04974328537896375,0
Kiribati,KIR,0,0,13.38468436286891,1,0,0
Maldives,MDV,0,3.625112735086435,0,0,1,0
Mauritania,MRT,0,45.23234380699178,63.02170099749059,0.582164861472974,0.4178351385270261,0
Saint Kitts and Nevis,KNA,0,0.15792365037699374,0.05024289678451883,0.24135913031951428,0.7586408696804857,0
Saint Lucia,LCA,0,0.34683556080886235,1.185706789971177,0.773686149271941,0.2263138507280589,0
Samoa,WSM,0,0,0,NA,NA,NA
Sao Tome and Principe,STP,0,0.08195514944311894,4.835003651791936,0.983332146402664,0.016667853597336062,0
