iso3c_consuming,iso3c_producing,total_water_stress
AFG,ARE,17.945676570256733
AFG,ARG,0.002558062699797435
AFG,BEL,7.082985454924723e-4
AFG,BGR,0.005636719325271488
AFG,BOL,0.08699417439023077
AFG,CHN,1.9782831421029174
AFG,DEU,0.004124363411339038
AFG,EGY,0.01963547264387258
AFG,ESP,0.4154508957053604
AFG,GBR,0.12281898653707604
AFG,GEO,0.005005278918362075
AFG,GRC,0.0054368500674225285
AFG,GTM,0.012404425363662722
AFG,HKG,0.0721212303934335
AFG,IDN,0.009390875534977137
AFG,IND,62.456235321921056
AFG,IRN,298.094349985782
AFG,ITA,0.3385101265962268
AFG,KAZ,239.9785436037999
AFG,KGZ,1.7476718630256425
AFG,LKA,7.944022017819132e-5
AFG,LTU,0.006749993165869862
AFG,MDG,0.17608441867641694
AFG,MMR,7.54218058435542
AFG,MYS,0.4630202755752655
AFG,NLD,0.11026741186300494
AFG,PAK,1032.5854256267166
AFG,PHL,0.007381630013016311
AFG,POL,2.556294703341548e-4
AFG,PRY,0.1710646301223199
AFG,RUS,1.5335703601243937
AFG,SAU,0.0801805322831733
AFG,SDN,0.007192616248143901
AFG,SGP,0.01208572128764876
AFG,THA,0.008349832089765632
AFG,TUN,0.004062555872228714
AFG,TUR,4.165247304761769
AFG,UKR,0.022286050690857588
AFG,USA,0.21325021286730203
AFG,UZB,237.19829244606433
ALB,ARE,0.002035934512618038
ALB,ARG,0.15753029656334472
ALB,AUT,0.014556493354507469
ALB,BEL,0.01198532735532202
ALB,BGR,0.22848112054816216
ALB,BIH,0.0215922795062217
ALB,CAN,0.02614110492292525
ALB,CHN,0.6737809255750267
ALB,COL,0.0032933987378281552
ALB,CZE,0.010566381622495936
ALB,DEU,0.1395213291032374
ALB,DNK,1.255788369254615e-4
ALB,DZA,0.01907366538027764
ALB,ECU,0.37837179781474384
ALB,EGY,2.480805200516769
ALB,ESP,4.999429261733937
ALB,FRA,0.037719255455032484
ALB,GBR,9.986157532628375e-4
ALB,GEO,1.6230060652911305e-4
ALB,GRC,11.193334055411006
ALB,GTM,0.01705003441011545
ALB,HRV,0.5305247454818144
ALB,HUN,0.07853286986381088
ALB,IDN,0.002510429021381126
ALB,IND,0.7132904795897994
ALB,IRL,2.7227227635174606e-4
