"Taxonkey","TaxonName","CommonName","Gear","GearName","Descript","bycatch","destruction","type"
601851,"Lethrinus harak","Thumbprint emperor",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
601851,"Lethrinus harak","Thumbprint emperor",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
601851,"Lethrinus harak","Thumbprint emperor",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
601852,"Lethrinus xanthochilus","Yellowlip emperor",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
601852,"Lethrinus xanthochilus","Yellowlip emperor",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
601852,"Lethrinus xanthochilus","Yellowlip emperor",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
390006,"Sepiida","Cuttlefishes",500,"traps","cephalopods","high","non-destructive","pelagic"
615483,"Himantura gerrardi","Sharpnose stingray",840,"bottom trawls","rays >=90 cm","high","destructive","demersal"
628128,"Grammoplites suppositus","Spotfin flathead",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
628128,"Grammoplites suppositus","Spotfin flathead",1400,"gillnets","demersal <30 cm","high","non-destructive","demersal"
605996,"Gerres oyena","Common silver-biddy",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
690383,"Metapenaeus monoceros","Speckled shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
601869,"Monotaxis grandoculis","Humpnose big-eye bream",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
601869,"Monotaxis grandoculis","Humpnose big-eye bream",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
601869,"Monotaxis grandoculis","Humpnose big-eye bream",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
606082,"Plectropomus areolatus","Squaretail coralgrouper",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
606082,"Plectropomus areolatus","Squaretail coralgrouper",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
606082,"Plectropomus areolatus","Squaretail coralgrouper",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
601893,"Atule mate","Yellowtail scad",850,"mid-water trawls","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600156,"Lutjanus kasmira","Common bluestripe snapper",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
600156,"Lutjanus kasmira","Common bluestripe snapper",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
600156,"Lutjanus kasmira","Common bluestripe snapper",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
600172,"Lutjanus quinquelineatus","Five-lined snapper",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
600172,"Lutjanus quinquelineatus","Five-lined snapper",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
600172,"Lutjanus quinquelineatus","Five-lined snapper",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
600265,"Lutjanus gibbus","Humpback red snapper",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
600265,"Lutjanus gibbus","Humpback red snapper",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
600265,"Lutjanus gibbus","Humpback red snapper",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
601893,"Atule mate","Yellowtail scad",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601893,"Atule mate","Yellowtail scad",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601893,"Atule mate","Yellowtail scad",922,"boat seines","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601893,"Atule mate","Yellowtail scad",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
600374,"Decapterus russelli","Indian scad",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600374,"Decapterus russelli","Indian scad",850,"mid-water trawls","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600374,"Decapterus russelli","Indian scad",922,"boat seines","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600374,"Decapterus russelli","Indian scad",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601906,"Caranx melampygus","Bluefin trevally",420,"with gorges or hooks","reef-associated >=90 cm","low","non-destructive","pelagic"
601917,"Caranx sexfasciatus","Bigeye trevally",921,"beach seines","reef-associated >=90 cm","high","non-destructive","pelagic"
601917,"Caranx sexfasciatus","Bigeye trevally",840,"bottom trawls","reef-associated >=90 cm","high","destructive","pelagic"
601917,"Caranx sexfasciatus","Bigeye trevally",1400,"gillnets","reef-associated >=90 cm","high","non-destructive","pelagic"
601917,"Caranx sexfasciatus","Bigeye trevally",1410,"set gillnets","reef-associated >=90 cm","high","non-destructive","pelagic"
601917,"Caranx sexfasciatus","Bigeye trevally",420,"with gorges or hooks","reef-associated >=90 cm","low","non-destructive","pelagic"
601923,"Carangoides bajad","Orangespotted trevally",420,"with gorges or hooks","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
601926,"Carangoides fulvoguttatus","Yellowspotted trevally",420,"with gorges or hooks","reef-associated >=90 cm","low","non-destructive","pelagic"
600319,"Boreogadus saida","Polar cod",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
600319,"Boreogadus saida","Polar cod",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
600319,"Boreogadus saida","Polar cod",1020,"purse seines","demersal 30 - 90 cm","low","non-destructive","demersal"
601953,"Scomberoides tol","Needlescaled queenfish",850,"mid-water trawls","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601953,"Scomberoides tol","Needlescaled queenfish",922,"boat seines","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601953,"Scomberoides tol","Needlescaled queenfish",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
601953,"Scomberoides tol","Needlescaled queenfish",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601953,"Scomberoides tol","Needlescaled queenfish",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
606396,"Cephalopholis argus","Peacock hind",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
606396,"Cephalopholis argus","Peacock hind",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
606396,"Cephalopholis argus","Peacock hind",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
606441,"Aethaloperca rogaa","Redmouth grouper",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
606441,"Aethaloperca rogaa","Redmouth grouper",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
606441,"Aethaloperca rogaa","Redmouth grouper",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
600977,"Tylosurus crocodilus crocodilus","Hound needlefish",420,"with gorges or hooks","pelagic >=90 cm","low","non-destructive","pelagic"
600977,"Tylosurus crocodilus crocodilus","Hound needlefish",850,"mid-water trawls","pelagic >=90 cm","high","non-destructive","pelagic"
600977,"Tylosurus crocodilus crocodilus","Hound needlefish",1400,"gillnets","pelagic >=90 cm","high","non-destructive","pelagic"
600977,"Tylosurus crocodilus crocodilus","Hound needlefish",424,"troll lines","pelagic >=90 cm","low","non-destructive","pelagic"
600977,"Tylosurus crocodilus crocodilus","Hound needlefish",1020,"purse seines","pelagic >=90 cm","low","non-destructive","pelagic"
604458,"Terapon jarbua","Jarbua terapon",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
604458,"Terapon jarbua","Jarbua terapon",922,"boat seines","demersal 30 - 90 cm","high","non-destructive","demersal"
604458,"Terapon jarbua","Jarbua terapon",700,"bagnets","demersal 30 - 90 cm","low","non-destructive","demersal"
604458,"Terapon jarbua","Jarbua terapon",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
604460,"Epinephelus fuscoguttatus","Brown-marbled grouper",420,"with gorges or hooks","reef-associated >=90 cm","low","non-destructive","pelagic"
606447,"Cephalopholis hemistiktos","Yellowfin hind",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
606447,"Cephalopholis hemistiktos","Yellowfin hind",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
606447,"Cephalopholis hemistiktos","Yellowfin hind",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
606450,"Cephalopholis miniata","Coral hind",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
606450,"Cephalopholis miniata","Coral hind",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
606450,"Cephalopholis miniata","Coral hind",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
604493,"Sphyraena obtusata","Obtuse barracuda",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
604493,"Sphyraena obtusata","Obtuse barracuda",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
604493,"Sphyraena obtusata","Obtuse barracuda",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
600379,"Selene dorsalis","African moonfish",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
604740,"Acanthurus sohal","Sohal surgeonfish",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
604740,"Acanthurus sohal","Sohal surgeonfish",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
606507,"Sargocentron spiniferum","Sabre squirrelfish",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
606507,"Sargocentron spiniferum","Sabre squirrelfish",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
606507,"Sargocentron spiniferum","Sabre squirrelfish",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
604740,"Acanthurus sohal","Sohal surgeonfish",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
600433,"Pseudotolithus elongatus","Bobo croaker",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
600453,"Pseudupeneus prayensis","West African goatfish",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
607354,"Epinephelus multinotatus","White-blotched grouper",420,"with gorges or hooks","reef-associated >=90 cm","low","non-destructive","pelagic"
607366,"Epinephelus summana","Summan grouper",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
607366,"Epinephelus summana","Summan grouper",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
607366,"Epinephelus summana","Summan grouper",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
607430,"Plectropomus pessuliferus","Roving coralgrouper",420,"with gorges or hooks","reef-associated >=90 cm","low","non-destructive","pelagic"
605353,"Epinephelus morrhua","Comet grouper",420,"with gorges or hooks","demersal >=90 cm","low","non-destructive","demersal"
605354,"Variola louti","Yellow-edged lyretail",420,"with gorges or hooks","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
605367,"Epinephelus areolatus","Areolate grouper",840,"bottom trawls","reef-associated 30 - 90 cm","high","destructive","pelagic"
605524,"Epinephelus chlorostigma","Brownspotted grouper",420,"with gorges or hooks","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
601867,"Lethrinus atlanticus","Atlantic emperor",1420,"driftnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
601867,"Lethrinus atlanticus","Atlantic emperor",421,"handlines","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
601867,"Lethrinus atlanticus","Atlantic emperor",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
601888,"Alectis alexandrinus","African threadfish",424,"troll lines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
590252,"Cymbium","Gondolas",120,"by diving","demersal mollusc","low","non-destructive","demersal"
590252,"Cymbium","Gondolas",213,"raking devices","demersal mollusc","high","destructive","demersal"
590252,"Cymbium","Gondolas",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
604961,"Epinephelus goreensis","Dungat grouper",850,"mid-water trawls","demersal >=90 cm","high","non-destructive","demersal"
605537,"Bolbometopon muricatum","Green humphead parrotfish",420,"with gorges or hooks","reef-associated >=90 cm","low","non-destructive","pelagic"
605537,"Bolbometopon muricatum","Green humphead parrotfish",840,"bottom trawls","reef-associated >=90 cm","high","destructive","pelagic"
605537,"Bolbometopon muricatum","Green humphead parrotfish",921,"beach seines","reef-associated >=90 cm","high","non-destructive","pelagic"
605537,"Bolbometopon muricatum","Green humphead parrotfish",1410,"set gillnets","reef-associated >=90 cm","high","non-destructive","pelagic"
605537,"Bolbometopon muricatum","Green humphead parrotfish",1400,"gillnets","reef-associated >=90 cm","high","non-destructive","pelagic"
609907,"Gerres nigri","Guinean striped mojarra",840,"bottom trawls","benthopelagic <30 cm","high","destructive","demersal"
600083,"Aphareus rutilans","Rusty jobfish",420,"with gorges or hooks","reef-associated >=90 cm","low","non-destructive","pelagic"
100043,"Homaridae/Palinuridae","Lobsters spiny-rock lobsters",551,"pots","lobsters crab","high","non-destructive","demersal"
100043,"Homaridae/Palinuridae","Lobsters spiny-rock lobsters",553,"box-like traps","lobsters crab","high","non-destructive","demersal"
600874,"Carcharhinus limbatus","Blacktip shark",1420,"driftnets","shark >=90 cm","high","non-destructive","demersal"
600874,"Carcharhinus limbatus","Blacktip shark",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
100043,"Homaridae/Palinuridae","Lobsters spiny-rock lobsters",1400,"gillnets","lobsters crab","high","non-destructive","demersal"
100043,"Homaridae/Palinuridae","Lobsters spiny-rock lobsters",830,"dredges","lobsters crab","high","destructive","demersal"
604961,"Epinephelus goreensis","Dungat grouper",420,"with gorges or hooks","demersal >=90 cm","low","non-destructive","demersal"
604961,"Epinephelus goreensis","Dungat grouper",840,"bottom trawls","demersal >=90 cm","high","destructive","demersal"
690168,"Parapenaeopsis atlantica","Guinea shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
