"system","country","iso3c","tonnes"
"crustaceans_aquaculture_meat","Australia","AUS",63.2557421955979
"marine-fish-general_aquaculture_meat","Australia","AUS",792.96532508971
"pigs_backyard_meat","Australia","AUS",130.048849889828
"pigs_industrial_meat","Australia","AUS",770.134033792887
"pigs_intermediate_meat","Australia","AUS",407.696622368116
"salmon_aquaculture_meat","Australia","AUS",4281.81441451057
"shrimp_aquaculture_meat","Australia","AUS",659.748728286024
"tuna_aquaculture_meat","Australia","AUS",8.73829693142311
"chickens_industrial_eggs","Austria","AUT",47.0968445189075
"chickens_industrial_meat","Austria","AUT",0.00168185014842093
"marine-fish-general_aquaculture_meat","Austria","AUT",0.334553388955606
"pigs_backyard_meat","Austria","AUT",0.000759091829544357
"pigs_industrial_meat","Austria","AUT",371.101656066003
"pigs_intermediate_meat","Austria","AUT",24.0769983639998
"tuna_aquaculture_meat","Austria","AUT",0.19219564330804
"chickens_industrial_meat","Belgium","BEL",0.219777961441754
"marine-fish-general_aquaculture_meat","Belgium","BEL",55.1679138572372
"pigs_backyard_meat","Belgium","BEL",0.118830376599582
"pigs_industrial_meat","Belgium","BEL",1739.31593142366
"pigs_intermediate_meat","Belgium","BEL",8.84494193007521
"salmon_aquaculture_meat","Belgium","BEL",122.495116415215
"shrimp_aquaculture_meat","Belgium","BEL",0.447440345798545
"tuna_aquaculture_meat","Belgium","BEL",7.4607745143038
"pigs_backyard_meat","Benin","BEN",0.00372785621308952
"pigs_industrial_meat","Benin","BEN",0.022174943101715
"pigs_intermediate_meat","Benin","BEN",0.0420360173088496
"marine-fish-general_aquaculture_meat","Burkina Faso","BFA",9.00995654225422e-05
"chickens_industrial_eggs","Bulgaria","BGR",38.7307377512922
"chickens_industrial_meat","Bulgaria","BGR",34.5958899150034
"marine-fish-general_aquaculture_meat","Bulgaria","BGR",2227.96086753914
"pigs_backyard_meat","Bulgaria","BGR",0.227629555804268
"pigs_industrial_meat","Bulgaria","BGR",726.712143829247
"pigs_intermediate_meat","Bulgaria","BGR",24.2036060287954
"salmon_aquaculture_meat","Bulgaria","BGR",17.4609213664189
"tuna_aquaculture_meat","Bulgaria","BGR",7.49645386894724
"chickens_industrial_meat","Bahrain","BHR",2.95378634891579
"marine-fish-general_aquaculture_meat","Bosnia and Herzegovina","BIH",929.261461731809
"pigs_backyard_meat","Bosnia and Herzegovina","BIH",1.27243281019355
"pigs_industrial_meat","Bosnia and Herzegovina","BIH",1418.40265404751
"pigs_intermediate_meat","Bosnia and Herzegovina","BIH",1.49574866072191
"tuna_aquaculture_meat","Bosnia and Herzegovina","BIH",658.956385873966
"chickens_industrial_eggs","Belarus","BLR",3.46069605027025
"chickens_industrial_meat","Belarus","BLR",158.942226073632
"pigs_backyard_meat","Belarus","BLR",0.761604206975739
"pigs_industrial_meat","Belarus","BLR",1912.58797358342
"pigs_intermediate_meat","Belarus","BLR",32.8870295307764
"salmon_aquaculture_meat","Belarus","BLR",6.75280711833656
"pigs_backyard_meat","Belize","BLZ",0.166183932704148
"pigs_industrial_meat","Belize","BLZ",39.4706233090413
"pigs_intermediate_meat","Belize","BLZ",7.90774122499439
"shrimp_aquaculture_meat","Belize","BLZ",123.71971424372
"pigs_backyard_meat","Bermuda","BMU",0.00201190198837007
"pigs_industrial_meat","Bermuda","BMU",0.695236031665501
"pigs_intermediate_meat","Bermuda","BMU",0.0688596551351995
"chickens_industrial_meat","Bolivia (Plurinational State of)","BOL",13.9893770210678
"marine-fish-general_aquaculture_meat","Bolivia (Plurinational State of)","BOL",0.0559002428561412
"pigs_backyard_meat","Bolivia (Plurinational State of)","BOL",0.00492873842576483
"pigs_industrial_meat","Bolivia (Plurinational State of)","BOL",49.7689659713094
"pigs_intermediate_meat","Bolivia (Plurinational State of)","BOL",0.000273751607385646
"salmon_aquaculture_meat","Bolivia (Plurinational State of)","BOL",1.04096949772931
"shrimp_aquaculture_meat","Bolivia (Plurinational State of)","BOL",0.0463968295591966
"chickens_industrial_eggs","Brazil","BRA",706.068030453798
"chickens_industrial_meat","Brazil","BRA",730.021993881601
"crustaceans_aquaculture_meat","Brazil","BRA",558.643494768617
"marine-fish-general_aquaculture_meat","Brazil","BRA",4466.97589200134
"pigs_backyard_meat","Brazil","BRA",6.98366119802641
"pigs_industrial_meat","Brazil","BRA",978.417751740587
"pigs_intermediate_meat","Brazil","BRA",73.9853551998754
"salmon_aquaculture_meat","Brazil","BRA",22553.3756707493
"shrimp_aquaculture_meat","Brazil","BRA",2400.29605689036
"crustaceans_aquaculture_meat","Brunei Darussalam","BRN",15.3710962757118
"marine-fish-general_aquaculture_meat","Brunei Darussalam","BRN",10981.6897509632
"pigs_backyard_meat","Brunei Darussalam","BRN",1.67253634189804
"pigs_industrial_meat","Brunei Darussalam","BRN",3152.25363367586
"pigs_intermediate_meat","Brunei Darussalam","BRN",240.766174040997
"shrimp_aquaculture_meat","Brunei Darussalam","BRN",7350.28409916897
"pigs_backyard_meat","Botswana","BWA",0.0199274501975078
"pigs_industrial_meat","Botswana","BWA",11.8805637196442
"pigs_intermediate_meat","Botswana","BWA",0.434588269885559
"chickens_industrial_eggs","Canada","CAN",1.47330203935574
"chickens_industrial_meat","Canada","CAN",16120.5769726501
"crustaceans_aquaculture_meat","Canada","CAN",4.67811399739285
"marine-fish-general_aquaculture_meat","Canada","CAN",796.331646596871
"pigs_backyard_meat","Canada","CAN",6.00678490413909
"pigs_industrial_meat","Canada","CAN",57899.4548669229
"pigs_intermediate_meat","Canada","CAN",6.97391975480488
"salmon_aquaculture_meat","Canada","CAN",1422.64743968954
"shrimp_aquaculture_meat","Canada","CAN",108.03189477038
"tuna_aquaculture_meat","Canada","CAN",216.13825161746
"marine-fish-general_aquaculture_meat","Switzerland","CHE",0.00878470812080419
"chickens_industrial_eggs","Chile","CHL",3583.08943952739
"chickens_industrial_meat","Chile","CHL",123787.517281568
"crustaceans_aquaculture_meat","Chile","CHL",15249.9293994244
"marine-fish-general_aquaculture_meat","Chile","CHL",82075.0794116748
"pigs_backyard_meat","Chile","CHL",1509.88233677814
"pigs_industrial_meat","Chile","CHL",770818.852392688
"pigs_intermediate_meat","Chile","CHL",21730.8539422692
"salmon_aquaculture_meat","Chile","CHL",48742.4037780434
"shrimp_aquaculture_meat","Chile","CHL",128223.119149423
"tuna_aquaculture_meat","Chile","CHL",9851.79766463328
"chickens_industrial_eggs","China","CHN",233.160753203949
"chickens_industrial_meat","China","CHN",2663.88871217272
"crustaceans_aquaculture_meat","China","CHN",3061.33107358344
"marine-fish-general_aquaculture_meat","China","CHN",3457.10400919987
"pigs_backyard_meat","China","CHN",106.22004468485
"pigs_industrial_meat","China","CHN",4557.1639433513
"pigs_intermediate_meat","China","CHN",2261.10889438768
"salmon_aquaculture_meat","China","CHN",266.743941818413
"shrimp_aquaculture_meat","China","CHN",23813.8151599897
"tuna_aquaculture_meat","China","CHN",91.9902901038298
"pigs_industrial_meat","Côte d'Ivoire","CIV",0.166961112345452
"pigs_intermediate_meat","Côte d'Ivoire","CIV",0.0881922296906918
"pigs_industrial_meat","Cabo Verde","CPV",19.1601165158001
"pigs_intermediate_meat","Cabo Verde","CPV",10.1207602951616
"chickens_industrial_eggs","Costa Rica","CRI",26.5548628168238
"chickens_industrial_meat","Costa Rica","CRI",146.334642213373
"marine-fish-general_aquaculture_meat","Costa Rica","CRI",273.103307308936
"pigs_backyard_meat","Costa Rica","CRI",4.14650175011863
"pigs_industrial_meat","Costa Rica","CRI",197.666569111971
"pigs_intermediate_meat","Costa Rica","CRI",110.011117286993
"salmon_aquaculture_meat","Costa Rica","CRI",757.35995328964
"shrimp_aquaculture_meat","Costa Rica","CRI",3707.70386011301
"tuna_aquaculture_meat","Costa Rica","CRI",411.026015785816
"pigs_backyard_meat","Cuba","CUB",0.0671710785271794
"pigs_industrial_meat","Cuba","CUB",20.8844184452335
"pigs_intermediate_meat","Cuba","CUB",1.76503899029102
"shrimp_aquaculture_meat","Cuba","CUB",3.6001279626774
"marine-fish-general_aquaculture_meat","Cyprus","CYP",249.385175550722
"pigs_backyard_meat","Cyprus","CYP",0.00857663548460701
"pigs_industrial_meat","Cyprus","CYP",25.7110579241981
"pigs_intermediate_meat","Cyprus","CYP",0.111994308720976
"chickens_industrial_eggs","Czechia","CZE",266.831663737686
"chickens_industrial_meat","Czechia","CZE",8.36211254667642e-05
"marine-fish-general_aquaculture_meat","Czechia","CZE",77.8048703333338
"pigs_backyard_meat","Czechia","CZE",5.42487721700736
"pigs_industrial_meat","Czechia","CZE",13520.7648790392
"pigs_intermediate_meat","Czechia","CZE",334.945499723482
"shrimp_aquaculture_meat","Czechia","CZE",4.43449115634413e-05
"tuna_aquaculture_meat","Czechia","CZE",9.05079848937531
"chickens_industrial_eggs","Germany","DEU",1716.13079073173
"chickens_industrial_meat","Germany","DEU",94.1975534608508
"crustaceans_aquaculture_meat","Germany","DEU",872.481741725256
"marine-fish-general_aquaculture_meat","Germany","DEU",36039.9363375989
"pigs_backyard_meat","Germany","DEU",162.257900955926
"pigs_industrial_meat","Germany","DEU",121189.855347309
"pigs_intermediate_meat","Germany","DEU",2843.27023823949
"salmon_aquaculture_meat","Germany","DEU",406471.012592552
"shrimp_aquaculture_meat","Germany","DEU",2230.67702767875
"tuna_aquaculture_meat","Germany","DEU",2728.81026644666
"chickens_industrial_eggs","Dominica","DMA",3.3539588737945
"chickens_industrial_meat","Dominica","DMA",0.694160727613431
"shrimp_aquaculture_meat","Dominica","DMA",3.1966189598885
"chickens_industrial_eggs","Denmark","DNK",3777.03742822711
"chickens_industrial_meat","Denmark","DNK",15668.6905432006
"crustaceans_aquaculture_meat","Denmark","DNK",3435.78509310331
"marine-fish-general_aquaculture_meat","Denmark","DNK",73407.2024436925
"pigs_backyard_meat","Denmark","DNK",272.062726661705
"pigs_industrial_meat","Denmark","DNK",190011.910481838
"pigs_intermediate_meat","Denmark","DNK",6454.13243552599
"salmon_aquaculture_meat","Denmark","DNK",315861.442515772
"shrimp_aquaculture_meat","Denmark","DNK",27810.4247889374
"tuna_aquaculture_meat","Denmark","DNK",6872.06877317592
"pigs_backyard_meat","Dominican Republic (the)","DOM",0.757827327038347
"pigs_industrial_meat","Dominican Republic (the)","DOM",0.133065008680788
"pigs_intermediate_meat","Dominican Republic (the)","DOM",5.50352544912809
"pigs_backyard_meat","Algeria","DZA",0.0165052564422656
"pigs_industrial_meat","Algeria","DZA",2.74470247497739
"pigs_intermediate_meat","Algeria","DZA",0.352822122654855
"chickens_industrial_eggs","Ecuador","ECU",314.071233200878
"chickens_industrial_meat","Ecuador","ECU",4642.07508720741
"crustaceans_aquaculture_meat","Ecuador","ECU",3940.99701102187
"marine-fish-general_aquaculture_meat","Ecuador","ECU",30582.0346641591
"pigs_backyard_meat","Ecuador","ECU",349.045488893205
"pigs_industrial_meat","Ecuador","ECU",62108.2148071612
"pigs_intermediate_meat","Ecuador","ECU",6135.89701507779
"salmon_aquaculture_meat","Ecuador","ECU",13100.8397922952
"shrimp_aquaculture_meat","Ecuador","ECU",33529.1463677845
"tuna_aquaculture_meat","Ecuador","ECU",9918.87662665869
"marine-fish-general_aquaculture_meat","Egypt","EGY",46.1020833537964
"pigs_backyard_meat","Egypt","EGY",3.1640059912064e-05
"pigs_industrial_meat","Egypt","EGY",2.83527005740284
"pigs_intermediate_meat","Egypt","EGY",0.930585693451045
"pigs_backyard_meat","Eritrea","ERI",0.008721127
"chickens_industrial_eggs","Spain","ESP",154.911862128592
"chickens_industrial_meat","Spain","ESP",24.2312994617974
"crustaceans_aquaculture_meat","Spain","ESP",105.476861043011
"marine-fish-general_aquaculture_meat","Spain","ESP",9793.67183356489
"pigs_backyard_meat","Spain","ESP",32.9585922615311
"pigs_industrial_meat","Spain","ESP",37793.9310305132
"pigs_intermediate_meat","Spain","ESP",371.01778253654
"salmon_aquaculture_meat","Spain","ESP",8925.58172624265
"shrimp_aquaculture_meat","Spain","ESP",1578.73484345236
"tuna_aquaculture_meat","Spain","ESP",65.7037777535588
"chickens_industrial_eggs","Estonia","EST",51.6889695939947
"chickens_industrial_meat","Estonia","EST",2.57426621406162
"marine-fish-general_aquaculture_meat","Estonia","EST",491.04448190093
"pigs_backyard_meat","Estonia","EST",0.387754444594157
"pigs_industrial_meat","Estonia","EST",3842.83748148175
"pigs_intermediate_meat","Estonia","EST",50.1730987869962
"salmon_aquaculture_meat","Estonia","EST",498.611974932919
"tuna_aquaculture_meat","Estonia","EST",38.4487100662125
"chickens_industrial_eggs","Finland","FIN",0.945639951740606
"marine-fish-general_aquaculture_meat","Finland","FIN",15.3709901745232
"pigs_backyard_meat","Finland","FIN",0.00238044383201668
"pigs_industrial_meat","Finland","FIN",48.6200585436241
"pigs_intermediate_meat","Finland","FIN",0.475969338418144
"salmon_aquaculture_meat","Finland","FIN",64.6122855976903
"shrimp_aquaculture_meat","Finland","FIN",10.1397247399931
"chickens_industrial_meat","Fiji","FJI",2.72471457695394
"crustaceans_aquaculture_meat","Fiji","FJI",34.6877415556816
"marine-fish-general_aquaculture_meat","Fiji","FJI",1580.73540934761
"pigs_backyard_meat","Fiji","FJI",1.56248528922353
"pigs_industrial_meat","Fiji","FJI",85.85867646874
"pigs_intermediate_meat","Fiji","FJI",28.7516383931567
"salmon_aquaculture_meat","Fiji","FJI",6.04122730542828
"shrimp_aquaculture_meat","Fiji","FJI",1555.65993825997
"tuna_aquaculture_meat","Fiji","FJI",20.1347097207452
"pigs_backyard_meat","Falkland Islands (the) [Malvinas]","FLK",3.25e-05
"pigs_industrial_meat","Falkland Islands (the) [Malvinas]","FLK",0.254890952
"chickens_industrial_eggs","France","FRA",4325.43910152904
"chickens_industrial_meat","France","FRA",25367.3122169764
"crustaceans_aquaculture_meat","France","FRA",55.8558417570745
"marine-fish-general_aquaculture_meat","France","FRA",5144.2369983459
"pigs_backyard_meat","France","FRA",26.4972903611373
"pigs_industrial_meat","France","FRA",58363.3562056324
"pigs_intermediate_meat","France","FRA",324.186788171601
"salmon_aquaculture_meat","France","FRA",48449.778365657
"shrimp_aquaculture_meat","France","FRA",6028.88727711514
"tuna_aquaculture_meat","France","FRA",96.7475589473374
"marine-fish-general_aquaculture_meat","Faroe Islands (the)","FRO",1659.48146612928
"pigs_backyard_meat","Faroe Islands (the)","FRO",0.654793891657381
"pigs_industrial_meat","Faroe Islands (the)","FRO",20096.1401764795
"pigs_intermediate_meat","Faroe Islands (the)","FRO",96.8790693092266
"salmon_aquaculture_meat","Faroe Islands (the)","FRO",52965.4774490643
"tuna_aquaculture_meat","Faroe Islands (the)","FRO",241.178633250865
"pigs_backyard_meat","Gabon","GAB",1.633122039
"pigs_industrial_meat","Gabon","GAB",1902.970632
"pigs_intermediate_meat","Gabon","GAB",14.59352364
"chickens_industrial_eggs","United Kingdom","GBR",31.2669062538423
"chickens_industrial_meat","United Kingdom","GBR",46.9623109129947
"crustaceans_aquaculture_meat","United Kingdom","GBR",92.1318313366984
"marine-fish-general_aquaculture_meat","United Kingdom","GBR",2084.22636335427
"pigs_backyard_meat","United Kingdom","GBR",12.5738341786788
"pigs_industrial_meat","United Kingdom","GBR",18706.5769343545
"pigs_intermediate_meat","United Kingdom","GBR",143.692413298397
"salmon_aquaculture_meat","United Kingdom","GBR",149156.348761714
"shrimp_aquaculture_meat","United Kingdom","GBR",210.558027454646
"tuna_aquaculture_meat","United Kingdom","GBR",66.2472618652818
"chickens_industrial_eggs","Georgia","GEO",40.2086102362603
"chickens_industrial_meat","Georgia","GEO",1918.46850209796
"marine-fish-general_aquaculture_meat","Georgia","GEO",16656.3268008349
"pigs_backyard_meat","Georgia","GEO",0.984463294846904
"pigs_industrial_meat","Georgia","GEO",989.888980614571
"pigs_intermediate_meat","Georgia","GEO",16.2181072710309
"salmon_aquaculture_meat","Georgia","GEO",1353.59093842099
"tuna_aquaculture_meat","Georgia","GEO",550.906339366349
"chickens_industrial_meat","Ghana","GHA",0.00108707464512093
"marine-fish-general_aquaculture_meat","Ghana","GHA",0.0113044028700129
"pigs_backyard_meat","Ghana","GHA",0.487769363202557
"pigs_industrial_meat","Ghana","GHA",34.4349988739447
"pigs_intermediate_meat","Ghana","GHA",7.77715600617934
"shrimp_aquaculture_meat","Ghana","GHA",0.000576483857777146
"chickens_industrial_meat","Guinea","GIN",1.74867124601155
"crustaceans_aquaculture_meat","Guinea","GIN",11.5598395954279
"marine-fish-general_aquaculture_meat","Guinea","GIN",1.81974662862101
"pigs_backyard_meat","Guinea","GIN",5.19467035499261
"pigs_industrial_meat","Guinea","GIN",6.24691705993291
"pigs_intermediate_meat","Guinea","GIN",15.3213717089337
"salmon_aquaculture_meat","Guinea","GIN",0.130121121613418
"shrimp_aquaculture_meat","Guinea","GIN",80.9438385304204
"pigs_backyard_meat","Gambia (the)","GMB",0.611220919
"pigs_industrial_meat","Gambia (the)","GMB",1.355550488
"pigs_intermediate_meat","Gambia (the)","GMB",4.050173345
"pigs_backyard_meat","Guinea-Bissau","GNB",18.21669777
"pigs_industrial_meat","Guinea-Bissau","GNB",69.57371802
"pigs_intermediate_meat","Guinea-Bissau","GNB",102.2544359
"chickens_industrial_eggs","Greece","GRC",6.47357372899478
"marine-fish-general_aquaculture_meat","Greece","GRC",125.863627459644
"pigs_backyard_meat","Greece","GRC",0.0154215966239977
"pigs_industrial_meat","Greece","GRC",391.568440315557
"pigs_intermediate_meat","Greece","GRC",5.4861474165399
"salmon_aquaculture_meat","Greece","GRC",3.18356019693421
"tuna_aquaculture_meat","Greece","GRC",5.61306743538631
"chickens_industrial_eggs","Grenada","GRD",6.71552410161661
"chickens_industrial_meat","Grenada","GRD",1.38989572385834
"shrimp_aquaculture_meat","Grenada","GRD",6.40048744680318
"pigs_backyard_meat","Greenland","GRL",0.000156701089846255
"pigs_industrial_meat","Greenland","GRL",311.350319434211
"pigs_intermediate_meat","Greenland","GRL",0.150977693930402
"salmon_aquaculture_meat","Greenland","GRL",52.7142277763666
"chickens_industrial_eggs","Hong Kong","HKG",6.08428056206612
"chickens_industrial_meat","Hong Kong","HKG",1.52837683345183
"crustaceans_aquaculture_meat","Hong Kong","HKG",2.59932330657493
"marine-fish-general_aquaculture_meat","Hong Kong","HKG",5.69649544270671
"pigs_backyard_meat","Hong Kong","HKG",0.0606152188162115
"pigs_industrial_meat","Hong Kong","HKG",4.90516661301308
"pigs_intermediate_meat","Hong Kong","HKG",0.867800415471578
"shrimp_aquaculture_meat","Hong Kong","HKG",20.7787586403061
"chickens_industrial_meat","Honduras","HND",7.60952265637646
"marine-fish-general_aquaculture_meat","Honduras","HND",79.13082155145
"pigs_backyard_meat","Honduras","HND",0.644342489843415
"pigs_industrial_meat","Honduras","HND",271.290224166361
"pigs_intermediate_meat","Honduras","HND",12.0772225745442
"shrimp_aquaculture_meat","Honduras","HND",104.067349141456
"marine-fish-general_aquaculture_meat","Croatia","HRV",1711.38869227819
"pigs_backyard_meat","Croatia","HRV",4.42086845107383
"pigs_industrial_meat","Croatia","HRV",2377.79093893945
"pigs_intermediate_meat","Croatia","HRV",61.238335653762
"tuna_aquaculture_meat","Croatia","HRV",549.730558780539
"chickens_industrial_eggs","Hungary","HUN",90.2348590113179
"crustaceans_aquaculture_meat","Hungary","HUN",238.565405757332
"marine-fish-general_aquaculture_meat","Hungary","HUN",3814.31523091485
"pigs_backyard_meat","Hungary","HUN",34.7265087852647
"pigs_industrial_meat","Hungary","HUN",666.461079144581
"pigs_intermediate_meat","Hungary","HUN",276.48905614755
"salmon_aquaculture_meat","Hungary","HUN",0.0112327411628994
"shrimp_aquaculture_meat","Hungary","HUN",544.435747290341
"chickens_industrial_eggs","Indonesia","IDN",207.602443473561
"chickens_industrial_meat","Indonesia","IDN",188.700586098666
"crustaceans_aquaculture_meat","Indonesia","IDN",1112.74723418765
"marine-fish-general_aquaculture_meat","Indonesia","IDN",5201.08161614331
"pigs_backyard_meat","Indonesia","IDN",4.97693348060919
"pigs_industrial_meat","Indonesia","IDN",2391.48609741765
"pigs_intermediate_meat","Indonesia","IDN",181.876620438674
"salmon_aquaculture_meat","Indonesia","IDN",384.64488225038
"shrimp_aquaculture_meat","Indonesia","IDN",8560.2220221207
"tuna_aquaculture_meat","Indonesia","IDN",1281.97676699281
"chickens_industrial_eggs","India","IND",8572.20936743193
"chickens_industrial_meat","India","IND",11268.5323374971
"crustaceans_aquaculture_meat","India","IND",7776.32528301312
"marine-fish-general_aquaculture_meat","India","IND",49036.4893084194
"pigs_backyard_meat","India","IND",33.3732200155195
"pigs_industrial_meat","India","IND",8481.40550379732
"pigs_intermediate_meat","India","IND",611.888170671824
"salmon_aquaculture_meat","India","IND",5415.83216211119
"shrimp_aquaculture_meat","India","IND",58350.9055534953
"tuna_aquaculture_meat","India","IND",1090.29741400726
"marine-fish-general_aquaculture_meat","Ireland","IRL",549.809604142275
"pigs_backyard_meat","Ireland","IRL",0.417976183666195
"pigs_industrial_meat","Ireland","IRL",10473.6807194106
"pigs_intermediate_meat","Ireland","IRL",82.1890180688446
"salmon_aquaculture_meat","Ireland","IRL",31647.4359994835
"tuna_aquaculture_meat","Ireland","IRL",78.5659697452699
"chickens_industrial_eggs","Iran (Islamic Republic of)","IRN",246.621490532295
"chickens_industrial_meat","Iran (Islamic Republic of)","IRN",859.111547348492
"marine-fish-general_aquaculture_meat","Iran (Islamic Republic of)","IRN",176.148276614791
"pigs_backyard_meat","Iran (Islamic Republic of)","IRN",2.32334527978741e-06
"pigs_industrial_meat","Iran (Islamic Republic of)","IRN",0.00225225996956963
"pigs_intermediate_meat","Iran (Islamic Republic of)","IRN",7.30515841490475e-06
"salmon_aquaculture_meat","Iran (Islamic Republic of)","IRN",1.71676419543835
"shrimp_aquaculture_meat","Iran (Islamic Republic of)","IRN",295.467915382622
"tuna_aquaculture_meat","Iran (Islamic Republic of)","IRN",0.737054094964024
"chickens_industrial_meat","Iraq","IRQ",31.1077798055459
"chickens_industrial_eggs","Iceland","ISL",79.6538014150719
"chickens_industrial_meat","Iceland","ISL",6.74391331117978
"marine-fish-general_aquaculture_meat","Iceland","ISL",3543.39338149718
"pigs_backyard_meat","Iceland","ISL",1.28486693770655
"pigs_industrial_meat","Iceland","ISL",35193.2921165316
"pigs_intermediate_meat","Iceland","ISL",148.144783100718
"salmon_aquaculture_meat","Iceland","ISL",694175.239964736
"shrimp_aquaculture_meat","Iceland","ISL",21.9468596198233
"tuna_aquaculture_meat","Iceland","ISL",159.272575624895
"chickens_industrial_meat","Israel","ISR",21.4505011905267
"marine-fish-general_aquaculture_meat","Israel","ISR",186.59910581708
"pigs_backyard_meat","Israel","ISR",1.93596607910465e-05
"pigs_industrial_meat","Israel","ISR",0.0187673306259974
"pigs_intermediate_meat","Israel","ISR",6.08714469466871e-05
"salmon_aquaculture_meat","Israel","ISR",14.3052230639354
"tuna_aquaculture_meat","Israel","ISR",6.14162577869655
"chickens_industrial_eggs","Italy","ITA",648.098431252931
"chickens_industrial_meat","Italy","ITA",31.3098611518667
"crustaceans_aquaculture_meat","Italy","ITA",3862.72373447802
"marine-fish-general_aquaculture_meat","Italy","ITA",66513.9576472612
"pigs_backyard_meat","Italy","ITA",491.743921939743
"pigs_industrial_meat","Italy","ITA",9052.99467415736
"pigs_intermediate_meat","Italy","ITA",3661.86432161952
"salmon_aquaculture_meat","Italy","ITA",82.2919594746118
"shrimp_aquaculture_meat","Italy","ITA",8989.97469500114
"tuna_aquaculture_meat","Italy","ITA",91.2806320849039
"chickens_industrial_eggs","Jordan","JOR",471.021165650196
"chickens_industrial_meat","Jordan","JOR",188.338641645015
"pigs_backyard_meat","Jordan","JOR",0.0918298807419939
"pigs_intermediate_meat","Jordan","JOR",6.83835032858972e-06
"chickens_industrial_eggs","Japan","JPN",0.734916929838138
"chickens_industrial_meat","Japan","JPN",1785.05548290769
"crustaceans_aquaculture_meat","Japan","JPN",147.466152019866
"marine-fish-general_aquaculture_meat","Japan","JPN",5622.29238901297
"pigs_backyard_meat","Japan","JPN",7.91126006620011
"pigs_industrial_meat","Japan","JPN",6977.97962643267
"pigs_intermediate_meat","Japan","JPN",126.907360090361
"salmon_aquaculture_meat","Japan","JPN",144.995571006684
"shrimp_aquaculture_meat","Japan","JPN",5584.29034657069
"tuna_aquaculture_meat","Japan","JPN",43.4206107502937
"chickens_industrial_eggs","Kazakhstan","KAZ",38.2374344343285
"pigs_backyard_meat","Kazakhstan","KAZ",0.256711135466319
"pigs_industrial_meat","Kazakhstan","KAZ",507.585399716691
"pigs_intermediate_meat","Kazakhstan","KAZ",0.00890392536528219
"salmon_aquaculture_meat","Kazakhstan","KAZ",56.2733926528047
"pigs_backyard_meat","Kiribati","KIR",0.00218265896398913
"pigs_industrial_meat","Kiribati","KIR",0.0704306783727778
"pigs_intermediate_meat","Kiribati","KIR",0.0356290312009633
"pigs_backyard_meat","Saint Kitts and Nevis","KNA",0.049957749
"pigs_industrial_meat","Saint Kitts and Nevis","KNA",41.60827227
