iso3c_producing,SPAM_super,tonnes_producing_crop
ATG,pota,0
ATG,rice,0
ATG,sorg,0
ATG,soyb,0
ATG,spis,0
ATG,sugb,0
ATG,sugc,0
ATG,swpo,272.3263918161392
ATG,teas,0
ATG,tnut,0
ATG,toba,0
ATG,vege,2501.002838373184
ATG,whea,0
ATG,xcof,0
ATG,xfru,10239.097152709961
ATG,xmil,0
ATG,xoil,102.19999620318413
ATG,xpul,0
ATG,yams,138.98919224739075
AUS,bana,352208.04748016596
AUS,barl,13277276.514360368
AUS,cass,0
AUS,cnut,0
AUS,coco,0
AUS,maiz,470120.77542859316
AUS,ocer,2482951.1866974533
AUS,ofib,0
AUS,oilp,0
AUS,orts,0
AUS,othr,767.3586042772513
AUS,plnt,0
AUS,pota,1033342.0115398765
AUS,rice,1347684.3914208114
AUS,sorg,1367884.5448701233
AUS,soyb,29374.608694419265
AUS,spis,1356.4523271326907
AUS,sugb,0
AUS,sugc,33897639.813975334
AUS,swpo,71998.25513082743
AUS,teas,0
AUS,tnut,128763.59349682927
AUS,toba,2248.6246976032853
AUS,vege,1648479.6233263612
AUS,whea,34487598.50226128
AUS,xcof,0
AUS,xfru,3562259.5705312714
AUS,xmil,38812.63494378328
AUS,xoil,7847918.623571392
AUS,xpul,4162823.392282322
AUS,yams,0
AUT,bana,0
AUT,barl,829267.8296666741
AUT,cass,0
AUT,cnut,0
AUT,coco,0
AUT,maiz,2300923.4969154745
AUT,ocer,805773.0053817034
AUT,ofib,5940.2795497477055
AUT,oilp,0
AUT,orts,0
AUT,othr,1490.061523284763
AUT,plnt,0
AUT,pota,716171.6218796968
AUT,rice,0
AUT,sorg,13070.07567024231
AUT,soyb,185873.00973515213
AUT,spis,0
AUT,sugb,3064367.1786265373
AUT,sugc,0
AUT,swpo,0
AUT,teas,0
AUT,tnut,8916.663582578301
AUT,toba,0
AUT,vege,641448.8636260033
AUT,whea,1522534.7544811964
AUT,xcof,0
AUT,xfru,1169210.0081367493
AUT,xmil,17673.5340539068
AUT,xoil,193538.84629588574
AUT,xpul,50869.00259922445
AUT,yams,0
AZE,bana,0
AZE,barl,908201.8711580187
AZE,cass,0
AZE,cnut,0
AZE,coco,0
AZE,maiz,254388.83755224943
AZE,ocer,16264.00663948059
AZE,ofib,0
AZE,oilp,0
AZE,orts,0
AZE,othr,0
AZE,plnt,0
AZE,pota,922494.4677802324
AZE,rice,16290.208282470703
AZE,sorg,0
AZE,soyb,12.084210589528084
AZE,spis,0
AZE,sugb,385768.9811474383
AZE,sugc,0
AZE,swpo,0
AZE,teas,722.9541290998459
AZE,tnut,65962.95290085673
AZE,toba,5267.642824113369
AZE,vege,1410707.489377059
AZE,whea,2320420.4953913093
AZE,xcof,0
AZE,xfru,1509467.3240056634
AZE,xmil,1466.8932501077652
AZE,xoil,302252.8882384971
AZE,xpul,32621.122679665685
AZE,yams,0
BDI,bana,812517.2191944122
BDI,barl,0
BDI,cass,2153661.843559861
BDI,cnut,0
BDI,coco,0.20000000298023224
BDI,maiz,230447.39142741263
BDI,ocer,14711.434035658836
BDI,ofib,7
BDI,oilp,84360.67306423187
BDI,orts,58530.98243832588
BDI,othr,5.800000257790089
BDI,plnt,924.2999725341797
BDI,pota,203253.58303141594
BDI,rice,60274.68418800831
BDI,sorg,25699.280626842752
BDI,soyb,2276.004815362394
BDI,spis,5.800000257790089
BDI,sugb,0
BDI,sugc,253532.7210702896
BDI,swpo,509645.59971415997
BDI,teas,47893.39407941699
BDI,tnut,5.800000257790089
BDI,toba,1660.7419601976871
BDI,vege,546795.3069839478
BDI,whea,8146.541961237788
BDI,xcof,9233.425900682807
BDI,xfru,134138.319547832
BDI,xmil,10456.449495464563
BDI,xoil,10589.973476201296
BDI,xpul,397348.11571986973
BDI,yams,5891.347360730171
BEL,bana,0
BEL,barl,400853.05703002214
BEL,cass,0
BEL,cnut,0
BEL,coco,0
BEL,maiz,656675.2255401611
BEL,ocer,69382.19826829433
BEL,ofib,44122.87241525948
BEL,oilp,0
BEL,orts,0
BEL,othr,350.3713525608182
BEL,plnt,0
BEL,pota,4689000.349887848
BEL,rice,0
BEL,sorg,0
BEL,soyb,0.6000000238418579
BEL,spis,0
BEL,sugb,6762810.821637154
BEL,sugc,0
BEL,swpo,0
BEL,teas,0
BEL,tnut,355.1578428670764
BEL,toba,113.18151640146971
BEL,vege,2110352.8020015955
BEL,whea,1697272.16746974
BEL,xcof,0
BEL,xfru,408014.12214398384
BEL,xmil,0
BEL,xoil,57284.38478644192
BEL,xpul,6588.756327688694
BEL,yams,0
BEN,bana,21447.57578986883
BEN,barl,0
BEN,cass,4178183.7183541656
BEN,cnut,17377.19963607192
BEN,coco,0
BEN,maiz,1556738.5580413342
BEN,ocer,1442.5762234926224
BEN,ofib,0.5000000149011612
BEN,oilp,588640.0986642838
BEN,orts,2721.9164928793907
BEN,othr,0
BEN,plnt,429.8999938964844
BEN,pota,33.33333355933428
BEN,rice,341602.7777373791
BEN,sorg,120217.14733421803
BEN,soyb,161717.26292592287
BEN,spis,80631.99541291595
BEN,sugb,0
BEN,sugc,8988.417207315564
BEN,swpo,94343.91773456335
BEN,teas,0
BEN,tnut,181860.0998632908
BEN,toba,1.937872341251932
BEN,vege,602238.0824524164
BEN,whea,0
BEN,xcof,64.34999960660934
BEN,xfru,528797.5071504414
BEN,xmil,25377.013578630984
BEN,xoil,958441.6512022913
BEN,xpul,153644.51686790586
BEN,yams,3173597.4419333935
BES,bana,0
BES,barl,0
BES,cass,0
BES,cnut,0
BES,coco,0
BES,maiz,0
BES,ocer,0
BES,ofib,0
BES,oilp,0
BES,orts,0
BES,othr,0
BES,plnt,0
BES,pota,0
BES,rice,0
BES,sorg,0
BES,soyb,0
BES,spis,0
BES,sugb,0
BES,sugc,0
BES,swpo,0
BES,teas,0
BES,tnut,0
BES,toba,0
BES,vege,0
BES,whea,0
BES,xcof,0
BES,xfru,0
BES,xmil,0
BES,xoil,0
BES,xpul,0
BES,yams,0
BFA,bana,0
BFA,barl,0
BFA,cass,4314.22014208138
BFA,cnut,0
BFA,coco,0
BFA,maiz,1417804.1884718537
BFA,ocer,10832.486346244812
BFA,ofib,3.80000002682209
BFA,oilp,0
BFA,orts,32
BFA,othr,0
BFA,plnt,0
BFA,pota,1641.4962520897388
BFA,rice,294535.84046723694
BFA,sorg,1150583.2507064342
BFA,soyb,16761.029698595405
BFA,spis,10902.23064275831
BFA,sugb,11.00000011920929
BFA,sugc,489504.5423088074
BFA,swpo,68248.78708919883
BFA,teas,0.20000000298023224
BFA,tnut,176158.46455708146
BFA,toba,613.9828852117062
BFA,vege,312036.7466977984
BFA,whea,0
BFA,xcof,0
BFA,xfru,113888.12391720712
BFA,xmil,711770.0822182596
BFA,xoil,1266996.554372415
BFA,xpul,554276.5002461523
BFA,yams,49772.55952145159
BGD,bana,821511.7306880951
BGD,barl,280.3685619980097
BGD,cass,185.40000128746033
BGD,cnut,83421.00336807966
BGD,coco,0
BGD,maiz,2963863.787296653
BGD,ocer,0
BGD,ofib,1869493.7433668151
BGD,oilp,0
BGD,orts,0
BGD,othr,12406.432283988222
BGD,plnt,0
BGD,pota,9260156.803392172
BGD,rice,53650833.67263198
BGD,sorg,87.52828791737556
BGD,soyb,88566.20778077841
BGD,spis,702755.4642673731
BGD,sugb,0
BGD,sugc,4131185.7183624506
BGD,swpo,260494.67214119434
BGD,teas,89969.65664052963
BGD,tnut,393329.8528159261
BGD,toba,96130.8467116952
BGD,vege,5658433.245034695
BGD,whea,1332071.1306209415
BGD,xcof,28.899999618530273
BGD,xfru,4083450.727873683
BGD,xmil,9848.966271929443
BGD,xoil,537423.8205763027
BGD,xpul,416553.57083810866
BGD,yams,0
BGR,bana,7.200000286102295
BGR,barl,569172.8982904553
BGR,cass,0
BGR,cnut,0
BGR,coco,0
BGR,maiz,2305320.8353816867
BGR,ocer,94600.36691661924
BGR,ofib,213.08045979589224
BGR,oilp,0
BGR,orts,0
BGR,othr,42.53462457659771
BGR,plnt,0
BGR,pota,220911.56720608473
BGR,rice,54139.582988619804
BGR,sorg,7526.5965090096
BGR,soyb,11420.765142679214
BGR,spis,27478.04796460271
BGR,sugb,101.40000122785568
BGR,sugc,0
BGR,swpo,0
BGR,teas,0
BGR,tnut,1990.2801448963583
BGR,toba,14357.784497886896
BGR,vege,492500.83369517326
BGR,whea,6233169.804181531
BGR,xcof,0
BGR,xfru,614801.5229165256
BGR,xmil,3747.3640977293253
BGR,xoil,2305180.470329214
BGR,xpul,200872.19009586424
BGR,yams,0
BHR,bana,963.1567659378052
BHR,barl,0
BHR,cass,0
BHR,cnut,0
BHR,coco,0
BHR,maiz,0
BHR,ocer,0
BHR,ofib,0
BHR,oilp,0
BHR,orts,0
BHR,othr,0
BHR,plnt,0
BHR,pota,73.73008620738983
BHR,rice,0
BHR,sorg,0
BHR,soyb,0
BHR,spis,0
BHR,sugb,0
BHR,sugc,0
BHR,swpo,0
BHR,teas,0
BHR,tnut,158.39999389648438
BHR,toba,0
BHR,vege,15130.574508666992
BHR,whea,0
BHR,xcof,0
BHR,xfru,18777.423503875732
BHR,xmil,0
BHR,xoil,0
BHR,xpul,7.471428580582142
BHR,yams,0
BHS,bana,9507.462432861328
BHS,barl,0
BHS,cass,846.6486482620239
BHS,cnut,2121.6050415039062
BHS,coco,0
BHS,maiz,753.2774424552917
BHS,ocer,0
BHS,ofib,0
BHS,oilp,0
BHS,orts,0
BHS,othr,0
BHS,plnt,138.08192944526672
BHS,pota,0
BHS,rice,0
BHS,sorg,0
BHS,soyb,0
BHS,spis,0
BHS,sugb,0
BHS,sugc,57091.10021972656
BHS,swpo,1937.082908630371
BHS,teas,0
BHS,tnut,0
BHS,toba,0
BHS,vege,28920.803588867188
BHS,whea,0
BHS,xcof,0
BHS,xfru,37297.93231201172
BHS,xmil,0
BHS,xoil,0
BHS,xpul,189.48837447166443
BHS,yams,0
BIH,bana,0
BIH,barl,101781.80998799205
BIH,cass,0
BIH,cnut,0
BIH,coco,0
BIH,maiz,738631.0324140787
BIH,ocer,123438.25662988424
BIH,ofib,0
BIH,oilp,0
BIH,orts,0
BIH,othr,0
BIH,plnt,0
BIH,pota,358905.4822154641
BIH,rice,0
BIH,sorg,20.19999960064888
BIH,soyb,14491.649541765451
BIH,spis,27341.699119910598
BIH,sugb,32465.078486204147
BIH,sugc,0
BIH,swpo,0
BIH,teas,0
BIH,tnut,3193.050153117627
BIH,toba,1999.6030234992504
BIH,vege,779785.04939574
BIH,whea,433092.7685495913
BIH,xcof,0
BIH,xfru,258299.40242746472
BIH,xmil,2.2000000327825546
BIH,xoil,18363.538899809122
BIH,xpul,19529.61774557084
BIH,yams,0
BLM,bana,0
BLM,barl,0
BLM,cass,0
BLM,cnut,0
BLM,coco,0
BLM,maiz,0
BLM,ocer,0
BLM,ofib,0
BLM,oilp,0
BLM,orts,0
BLM,othr,0
BLM,plnt,0
BLM,pota,0
BLM,rice,0
BLM,sorg,0
BLM,soyb,0
BLM,spis,0
BLM,sugb,0
BLM,sugc,0
BLM,swpo,0
BLM,teas,0
BLM,tnut,0
BLM,toba,0
BLM,vege,0
BLM,whea,0
BLM,xcof,0
BLM,xfru,0
BLM,xmil,0
BLM,xoil,0
BLM,xpul,0
BLM,yams,0
BLR,bana,0
BLR,barl,1457583.921874255
BLR,cass,0
BLR,cnut,0
BLR,coco,0
BLR,maiz,927490.120781228
BLR,ocer,3266978.8248883784
BLR,ofib,42691.17382014543
BLR,oilp,0
BLR,orts,0
BLR,othr,0
BLR,plnt,0
BLR,pota,6029477.300770611
BLR,rice,0.9000000357627869
BLR,sorg,7.1000000312924385
BLR,soyb,76.70000075548887
BLR,spis,0
BLR,sugb,5392999.870895505
BLR,sugc,0
BLR,swpo,0
BLR,teas,0
BLR,tnut,20433.618170022964
BLR,toba,0
BLR,vege,1809419.7904644907
BLR,whea,2936457.145371586
BLR,xcof,0
BLR,xfru,379040.2287762165
BLR,xmil,20652.604114905
BLR,xoil,743586.0779411756
BLR,xpul,519758.977526024
BLR,yams,0
BLZ,bana,87792.57387161255
BLZ,barl,0
BLZ,cass,482.92262890934944
BLZ,cnut,2779.701882839203
BLZ,coco,274.6923052445054
BLZ,maiz,83677.70080757141
BLZ,ocer,0
BLZ,ofib,0
BLZ,oilp,0
BLZ,orts,239.60263873636723
BLZ,othr,0
BLZ,plnt,10310.384761810303
BLZ,pota,1258.8534767627716
BLZ,rice,18440.463008880615
BLZ,sorg,5023.831928491592
BLZ,soyb,6494.2756489515305
BLZ,spis,0
BLZ,sugb,0
BLZ,sugc,1404758.0482177734
BLZ,swpo,42.1359228938818
BLZ,teas,0
BLZ,tnut,0
BLZ,toba,0
BLZ,vege,15541.073993682861
BLZ,whea,0
BLZ,xcof,97.92444480210543
BLZ,xfru,193123.91440671682
BLZ,xmil,0
BLZ,xoil,77.5132370069623
BLZ,xpul,6898.435216397047
BLZ,yams,40.19753074645996
BMU,bana,334.4307632446289
BMU,barl,0
BMU,cass,0
BMU,cnut,0
BMU,coco,0
BMU,maiz,0
BMU,ocer,0
BMU,ofib,0
BMU,oilp,0
BMU,orts,0
BMU,othr,0
BMU,plnt,0
BMU,pota,992.8900909423828
BMU,rice,0
BMU,sorg,0
BMU,soyb,0
BMU,spis,0
BMU,sugb,0
BMU,sugc,0
BMU,swpo,139.567232131958
BMU,teas,0
BMU,tnut,0
BMU,toba,0
BMU,vege,3833.353759765625
BMU,whea,0
BMU,xcof,0
BMU,xfru,0
BMU,xmil,0
BMU,xoil,0
BMU,xpul,0
BMU,yams,0
BOL,bana,288975.7633809447
BOL,barl,45237.849006175995
BOL,cass,198871.2596014291
BOL,cnut,10.800000190734863
BOL,coco,5608.024042919278
BOL,maiz,971122.4033059776
BOL,ocer,90118.28461484611
BOL,ofib,0
BOL,oilp,0
BOL,orts,47403.74316290021
BOL,othr,11030.314698465168
BOL,plnt,477396.4636210501
BOL,pota,1037920.0954808891
BOL,rice,464355.9021793008
BOL,sorg,659053.1964608133
BOL,soyb,2864738.0477858335
BOL,spis,1969.0612354231998
BOL,sugb,0
BOL,sugc,9542823.306959033
BOL,swpo,5328.7381328344345
BOL,teas,1153.4423933625221
BOL,tnut,63204.67705065012
BOL,toba,1371.128622174263
BOL,vege,370042.8249773681
BOL,whea,133323.2084186077
BOL,xcof,21377.64117143303
BOL,xfru,723893.3148890436
BOL,xmil,0
BOL,xoil,234909.55559805036
BOL,xpul,107381.81002563238
BOL,yams,3.799999952316284
BRA,bana,6640196.969402984
BRA,barl,284068.8289337754
BRA,cass,18465314.259540737
BRA,cnut,2273806.828514561
BRA,coco,234159.3334600553
BRA,maiz,95608350.72224714
BRA,ocer,650538.9426587522
BRA,ofib,144466.07237095758
BRA,oilp,1605622.9350816607
BRA,orts,210.9999966621399
BRA,othr,348754.29294115305
BRA,plnt,354.8000025898218
BRA,pota,3746599.679468751
BRA,rice,13819874.72885295
BRA,sorg,2573326.9177671075
BRA,soyb,111766369.76157385
BRA,spis,144818.0211017877
BRA,sugb,0
BRA,sugc,752465125.0526979
BRA,swpo,797135.5975737572
BRA,teas,460.16949212551117
BRA,tnut,331436.0304315686
BRA,toba,950745.7529065982
BRA,vege,9035553.21311137
BRA,whea,3965164.2309157103
BRA,xcof,2477202.134428382
BRA,xfru,33182653.118395925
BRA,xmil,0
BRA,xoil,5520884.941550538
BRA,xpul,3256405.6838105023
BRA,yams,239932.56346661597
BRB,bana,1014.3902950286865
BRB,barl,0
BRB,cass,551.9952526092529
BRB,cnut,2466.8745880126953
BRB,coco,0
BRB,maiz,93.18230843544006
BRB,ocer,0
BRB,ofib,0
BRB,oilp,0
BRB,orts,35.47850784659386
BRB,othr,0
BRB,plnt,0
BRB,pota,0
BRB,rice,0
BRB,sorg,0
BRB,soyb,0
BRB,spis,0
BRB,sugb,0
BRB,sugc,173156.29956054688
BRB,swpo,850.9744911193848
BRB,teas,0
BRB,tnut,0
BRB,toba,0
BRB,vege,9884.555755615234
BRB,whea,0
BRB,xcof,0
BRB,xfru,4262.54292678833
BRB,xmil,0
BRB,xoil,36.51874965429306
BRB,xpul,1608.6271322965622
BRB,yams,173.24646663665771
BRN,bana,1686.6963145434856
BRN,barl,0
BRN,cass,2926.7736983299255
BRN,cnut,437.3737407922745
BRN,coco,4.600000023841858
BRN,maiz,7.500000298023224
BRN,ocer,0
BRN,ofib,1.2000000476837158
BRN,oilp,20559.299926757812
BRN,orts,510.6444399654865
BRN,othr,412.9395418167114
BRN,plnt,0
BRN,pota,0
BRN,rice,1935.873569369316
BRN,sorg,0
BRN,soyb,0
BRN,spis,47.146640703082085
BRN,sugb,0
BRN,sugc,0
BRN,swpo,249.33671554923058
BRN,teas,0
BRN,tnut,0
BRN,toba,0
BRN,vege,11439.142430968583
BRN,whea,0
BRN,xcof,0.20000000298023224
BRN,xfru,5926.732087850571
BRN,xmil,0
BRN,xoil,163.79999542236328
BRN,xpul,0
BRN,yams,0
BTN,bana,0
BTN,barl,3217.712829530239
BTN,cass,0
BTN,cnut,0
BTN,coco,0
BTN,maiz,103012.3372206986
BTN,ocer,5975.713468641043
BTN,ofib,5130.053938910365
BTN,oilp,0
BTN,orts,38622.609023332596
BTN,othr,0
BTN,plnt,0
BTN,pota,102665.44970417023
BTN,rice,138459.82778567076
BTN,sorg,0
BTN,soyb,299.758204780519
BTN,spis,27175.857662022114
BTN,sugb,0
BTN,sugc,392.1924450471997
BTN,swpo,68.71794778481126
BTN,teas,64.5
BTN,tnut,9154.792876496911
BTN,toba,204.93814250826836
BTN,vege,52134.433162778616
BTN,whea,4130.068450778723
BTN,xcof,0
BTN,xfru,38803.551258683205
BTN,xmil,2187.7355373352766
BTN,xoil,1672.2491389736533
BTN,xpul,7545.496353060007
BTN,yams,0
BWA,bana,0
BWA,barl,0
BWA,cass,0
BWA,cnut,0
BWA,coco,0
BWA,maiz,25294.300385534763
BWA,ocer,3883.828573398292
BWA,ofib,0
BWA,oilp,0
BWA,orts,100517.17483666539
BWA,othr,0
BWA,plnt,0
BWA,pota,3.5000000596046448
BWA,rice,0
BWA,sorg,5765.281459065154
BWA,soyb,0
BWA,spis,0
BWA,sugb,0
BWA,sugc,0
BWA,swpo,0
BWA,teas,0
BWA,tnut,0
BWA,toba,0
BWA,vege,18930.201319545507
BWA,whea,0
BWA,xcof,0
BWA,xfru,7265.266019672155
BWA,xmil,930.7297294288874
BWA,xoil,1173.266273150919
BWA,xpul,2595.8949600458145
BWA,yams,0
CAF,bana,82360.61535790563
CAF,barl,0
CAF,cass,712595.8345284909
CAF,cnut,0
CAF,coco,221.30247955024242
CAF,maiz,92273.63989076018
CAF,ocer,139.6000030040741
CAF,ofib,322.0757574439049
CAF,oilp,9037.115000277758
CAF,orts,135126.00940151513
CAF,othr,1604.8339368700981
CAF,plnt,86050.99946895242
CAF,pota,1336.343280211091
CAF,rice,11718.485901582986
CAF,sorg,29754.960006266832
CAF,soyb,3.6999999582767487
CAF,spis,160.48339265212417
CAF,sugb,0
CAF,sugc,106556.57821047306
CAF,swpo,205.00000381469727
CAF,teas,1.3000000342726707
CAF,tnut,0
CAF,toba,515.5903956741095
CAF,vege,101067.49824781716
CAF,whea,1.2000000476837158
CAF,xcof,6916.974777042866
CAF,xfru,82425.99742797017
CAF,xmil,10086.700009308755
CAF,xoil,258554.68646237254
CAF,xpul,44543.22405666858
CAF,yams,491476.18220341206
CAN,bana,0
CAN,barl,8586715.372070134
