iso3c_producing,animal_system,SPAM_super,consumed_tonnes
ABW,chickens_industrial_meat,sorg,0
ABW,chickens_industrial_meat,soyb,0
ABW,chickens_industrial_meat,sugb,0
ABW,chickens_industrial_meat,whea,0
ABW,chickens_industrial_meat,xmil,0
ABW,chickens_industrial_meat,xoil,0
ABW,chickens_industrial_meat,xpul,0
ABW,cows_feedlot_meat,maiz,0
ABW,cows_feedlot_meat,ocer,0
ABW,cows_feedlot_meat,oilp,0
ABW,cows_feedlot_meat,soyb,0
ABW,cows_feedlot_meat,sugb,0
ABW,cows_feedlot_meat,xoil,0
ABW,cows_grassland_meat,maiz,0
ABW,cows_grassland_meat,ocer,0
ABW,cows_grassland_meat,oilp,0
ABW,cows_grassland_meat,soyb,0
ABW,cows_grassland_meat,sugb,0
ABW,cows_grassland_meat,xoil,0
ABW,cows_grassland_milk,maiz,0
ABW,cows_grassland_milk,ocer,0
ABW,cows_grassland_milk,oilp,0
ABW,cows_grassland_milk,soyb,0
ABW,cows_grassland_milk,sugb,0
ABW,cows_grassland_milk,xoil,0
ABW,cows_mixed_meat,maiz,0
ABW,cows_mixed_meat,ocer,0
ABW,cows_mixed_meat,oilp,0
ABW,cows_mixed_meat,soyb,0
ABW,cows_mixed_meat,sugb,0
ABW,cows_mixed_meat,xoil,0
ABW,cows_mixed_milk,maiz,0
ABW,cows_mixed_milk,ocer,0
ABW,cows_mixed_milk,oilp,0
ABW,cows_mixed_milk,soyb,0
ABW,cows_mixed_milk,sugb,0
ABW,cows_mixed_milk,xoil,0
ABW,crustaceans_aquaculture_meat,cass,0
ABW,crustaceans_aquaculture_meat,maiz,0
ABW,crustaceans_aquaculture_meat,soyb,0
ABW,crustaceans_aquaculture_meat,whea,0
ABW,crustaceans_aquaculture_meat,xoil,0
ABW,goats_grassland_meat,maiz,0
ABW,goats_grassland_meat,ocer,0
ABW,goats_grassland_meat,oilp,0
ABW,goats_grassland_meat,soyb,0
ABW,goats_grassland_meat,sugb,0
ABW,goats_grassland_meat,xoil,0
ABW,goats_grassland_milk,maiz,0
ABW,goats_grassland_milk,ocer,0
ABW,goats_grassland_milk,oilp,0
ABW,goats_grassland_milk,soyb,0
ABW,goats_grassland_milk,sugb,0
ABW,goats_grassland_milk,xoil,0
ABW,goats_mixed_meat,maiz,0
ABW,goats_mixed_meat,ocer,0
ABW,goats_mixed_meat,oilp,0
ABW,goats_mixed_meat,soyb,0
ABW,goats_mixed_meat,sugb,0
ABW,goats_mixed_meat,xoil,0
ABW,goats_mixed_milk,maiz,0
ABW,goats_mixed_milk,ocer,0
ABW,goats_mixed_milk,oilp,0
ABW,goats_mixed_milk,soyb,0
ABW,goats_mixed_milk,sugb,0
ABW,goats_mixed_milk,xoil,0
ABW,marine-fish-general_aquaculture_meat,cass,0
ABW,marine-fish-general_aquaculture_meat,maiz,0
ABW,marine-fish-general_aquaculture_meat,oilp,0
ABW,marine-fish-general_aquaculture_meat,soyb,0
ABW,marine-fish-general_aquaculture_meat,whea,0
ABW,marine-fish-general_aquaculture_meat,xoil,0
ABW,marine-fish-general_aquaculture_meat,xpul,0
ABW,pigs_backyard_meat,bana,0
ABW,pigs_backyard_meat,barl,0
ABW,pigs_backyard_meat,cass,0
ABW,pigs_backyard_meat,maiz,0
ABW,pigs_backyard_meat,oilp,0
ABW,pigs_backyard_meat,rice,0
ABW,pigs_backyard_meat,sorg,0
ABW,pigs_backyard_meat,soyb,0
ABW,pigs_backyard_meat,sugb,0
ABW,pigs_backyard_meat,whea,0
ABW,pigs_backyard_meat,xmil,0
ABW,pigs_backyard_meat,xoil,0
ABW,pigs_backyard_meat,xpul,0
ABW,pigs_industrial_meat,bana,0
ABW,pigs_industrial_meat,barl,0
ABW,pigs_industrial_meat,cass,0
ABW,pigs_industrial_meat,maiz,0
ABW,pigs_industrial_meat,oilp,0
ABW,pigs_industrial_meat,rice,0
ABW,pigs_industrial_meat,sorg,0
ABW,pigs_industrial_meat,soyb,0
ABW,pigs_industrial_meat,sugb,0
ABW,pigs_industrial_meat,whea,0
ABW,pigs_industrial_meat,xmil,0
ABW,pigs_industrial_meat,xoil,0
ABW,pigs_industrial_meat,xpul,0
ABW,pigs_intermediate_meat,bana,0
ABW,pigs_intermediate_meat,barl,0
ABW,pigs_intermediate_meat,cass,0
ABW,pigs_intermediate_meat,maiz,0
ABW,pigs_intermediate_meat,oilp,0
ABW,pigs_intermediate_meat,rice,0
ABW,pigs_intermediate_meat,sorg,0
ABW,pigs_intermediate_meat,soyb,0
ABW,pigs_intermediate_meat,sugb,0
ABW,pigs_intermediate_meat,whea,0
ABW,pigs_intermediate_meat,xmil,0
ABW,pigs_intermediate_meat,xoil,0
ABW,pigs_intermediate_meat,xpul,0
ABW,salmon_aquaculture_meat,whea,0
ABW,salmon_aquaculture_meat,xoil,0
ABW,sheep_grassland_meat,maiz,0
ABW,sheep_grassland_meat,ocer,0
ABW,sheep_grassland_meat,oilp,0
ABW,sheep_grassland_meat,soyb,0
ABW,sheep_grassland_meat,sugb,0
ABW,sheep_grassland_meat,xoil,0
ABW,sheep_grassland_milk,maiz,0
ABW,sheep_grassland_milk,ocer,0
ABW,sheep_grassland_milk,oilp,0
ABW,sheep_grassland_milk,soyb,0
ABW,sheep_grassland_milk,sugb,0
ABW,sheep_grassland_milk,xoil,0
ABW,sheep_mixed_meat,maiz,0
ABW,sheep_mixed_meat,ocer,0
ABW,sheep_mixed_meat,oilp,0
ABW,sheep_mixed_meat,soyb,0
ABW,sheep_mixed_meat,sugb,0
ABW,sheep_mixed_meat,xoil,0
ABW,sheep_mixed_milk,maiz,0
ABW,sheep_mixed_milk,ocer,0
ABW,sheep_mixed_milk,oilp,0
ABW,sheep_mixed_milk,soyb,0
ABW,sheep_mixed_milk,sugb,0
ABW,sheep_mixed_milk,xoil,0
ABW,shrimp_aquaculture_meat,cass,0
ABW,shrimp_aquaculture_meat,maiz,0
ABW,shrimp_aquaculture_meat,soyb,0
ABW,shrimp_aquaculture_meat,whea,0
ABW,shrimp_aquaculture_meat,xoil,0
ABW,tuna_aquaculture_meat,xoil,0
AFG,buffaloes_grassland_meat,maiz,6.61322277297049e-9
AFG,buffaloes_grassland_meat,ocer,1.2894358988440903e-11
AFG,buffaloes_grassland_meat,oilp,0
AFG,buffaloes_grassland_meat,soyb,1.2210359570977911
AFG,buffaloes_grassland_meat,sugb,6.021947237195808
AFG,buffaloes_grassland_meat,xoil,12.139824541629295
AFG,buffaloes_grassland_milk,maiz,4.013039195180472e-9
AFG,buffaloes_grassland_milk,ocer,7.82456145721191e-12
AFG,buffaloes_grassland_milk,oilp,0
AFG,buffaloes_grassland_milk,soyb,1.4035260735721697
AFG,buffaloes_grassland_milk,sugb,6.714325311054145
AFG,buffaloes_grassland_milk,xoil,13.932827526316427
AFG,buffaloes_mixed_meat,maiz,2.7185863821503717e-6
AFG,buffaloes_mixed_meat,ocer,5.300657479105023e-9
AFG,buffaloes_mixed_meat,oilp,0
AFG,buffaloes_mixed_meat,soyb,101.34323096682348
AFG,buffaloes_mixed_meat,sugb,174.44894467334305
AFG,buffaloes_mixed_meat,xoil,892.2834991183865
AFG,buffaloes_mixed_milk,maiz,1.8087773793830204e-6
AFG,buffaloes_mixed_milk,ocer,3.526726024603573e-9
AFG,buffaloes_mixed_milk,oilp,0
AFG,buffaloes_mixed_milk,soyb,165.40361736208925
AFG,buffaloes_mixed_milk,sugb,193.5507603487414
AFG,buffaloes_mixed_milk,xoil,1286.6753719964427
AFG,chickens_backyard_eggs&meat,bana,0.4962103020547698
AFG,chickens_backyard_eggs&meat,barl,8794.544450919862
AFG,chickens_backyard_eggs&meat,cass,0
AFG,chickens_backyard_eggs&meat,maiz,8390.909348585721
AFG,chickens_backyard_eggs&meat,oilp,0
AFG,chickens_backyard_eggs&meat,rice,7261.044791220041
AFG,chickens_backyard_eggs&meat,sorg,0.0014676372557427292
AFG,chickens_backyard_eggs&meat,soyb,74.2733417679782
AFG,chickens_backyard_eggs&meat,sugb,0
AFG,chickens_backyard_eggs&meat,whea,7523.526705910845
AFG,chickens_backyard_eggs&meat,xmil,6000.157298260783
AFG,chickens_backyard_eggs&meat,xoil,6840.3501185758
AFG,chickens_backyard_eggs&meat,xpul,1476.6681731602937
AFG,chickens_industrial_eggs,bana,0
AFG,chickens_industrial_eggs,barl,0.0010456829087799426
AFG,chickens_industrial_eggs,cass,0
AFG,chickens_industrial_eggs,maiz,3004.8400541456467
AFG,chickens_industrial_eggs,oilp,0
AFG,chickens_industrial_eggs,rice,0
AFG,chickens_industrial_eggs,sorg,0.003787266240200422
AFG,chickens_industrial_eggs,soyb,77.73558575138428
AFG,chickens_industrial_eggs,sugb,0
AFG,chickens_industrial_eggs,whea,5390.9821166080455
AFG,chickens_industrial_eggs,xmil,0
AFG,chickens_industrial_eggs,xoil,1486.2896835029508
AFG,chickens_industrial_eggs,xpul,0.13636490828508382
AFG,chickens_industrial_meat,bana,0
AFG,chickens_industrial_meat,barl,186.35435280305722
AFG,chickens_industrial_meat,cass,0
AFG,chickens_industrial_meat,maiz,2244.522319488841
AFG,chickens_industrial_meat,oilp,0
AFG,chickens_industrial_meat,rice,0
AFG,chickens_industrial_meat,sorg,0.03626559361906318
AFG,chickens_industrial_meat,soyb,714.901371021184
AFG,chickens_industrial_meat,sugb,0
AFG,chickens_industrial_meat,whea,2515.1676429287104
AFG,chickens_industrial_meat,xmil,0
AFG,chickens_industrial_meat,xoil,1688.6474862004857
AFG,chickens_industrial_meat,xpul,0
AFG,cows_feedlot_meat,maiz,0
AFG,cows_feedlot_meat,ocer,0
AFG,cows_feedlot_meat,oilp,0
AFG,cows_feedlot_meat,soyb,0
AFG,cows_feedlot_meat,sugb,5.687344327148471
AFG,cows_feedlot_meat,xoil,0
AFG,cows_grassland_meat,maiz,0.025915708299780238
AFG,cows_grassland_meat,ocer,5.594764022366426e-5
AFG,cows_grassland_meat,oilp,0
AFG,cows_grassland_meat,soyb,1.550296061559697
AFG,cows_grassland_meat,sugb,85720.17381269098
AFG,cows_grassland_meat,xoil,1138.921221307984
AFG,cows_grassland_milk,maiz,0.11736234888196101
AFG,cows_grassland_milk,ocer,2.2947559522758538e-4
AFG,cows_grassland_milk,oilp,0
AFG,cows_grassland_milk,soyb,0.7722100557438479
AFG,cows_grassland_milk,sugb,215019.11981266327
AFG,cows_grassland_milk,xoil,2797.1256768162516
AFG,cows_mixed_meat,maiz,25.007653749226154
AFG,cows_mixed_meat,ocer,0.14729930956967593
AFG,cows_mixed_meat,oilp,0
AFG,cows_mixed_meat,soyb,159.5843774987965
AFG,cows_mixed_meat,sugb,222740.65926232774
AFG,cows_mixed_meat,xoil,4159.132526462931
AFG,cows_mixed_milk,maiz,16.37809219021861
AFG,cows_mixed_milk,ocer,0.06870458643040052
AFG,cows_mixed_milk,oilp,0
AFG,cows_mixed_milk,soyb,126.22434627591136
AFG,cows_mixed_milk,sugb,889342.6831195533
AFG,cows_mixed_milk,xoil,12453.4355103604
AFG,crustaceans_aquaculture_meat,cass,0
AFG,crustaceans_aquaculture_meat,maiz,0.9997100554237665
AFG,crustaceans_aquaculture_meat,soyb,1.9612218180792384e-5
AFG,crustaceans_aquaculture_meat,whea,143.355601661231
AFG,crustaceans_aquaculture_meat,xoil,0.20821490888622682
AFG,goats_grassland_meat,maiz,3.0785862570484394e-4
AFG,goats_grassland_meat,ocer,6.387078795353489e-7
AFG,goats_grassland_meat,oilp,0
AFG,goats_grassland_meat,soyb,4.3717214624407366e-8
AFG,goats_grassland_meat,sugb,106067.11873154432
AFG,goats_grassland_meat,xoil,1372.2846290181665
AFG,goats_grassland_milk,maiz,0.0013912190817349898
AFG,goats_grassland_milk,ocer,2.712577345009411e-6
AFG,goats_grassland_milk,oilp,0
AFG,goats_grassland_milk,soyb,2.652516357077201e-8
AFG,goats_grassland_milk,sugb,97208.45217371135
AFG,goats_grassland_milk,xoil,1255.4607949448284
AFG,goats_mixed_meat,maiz,0.0011868590051065545
AFG,goats_mixed_meat,ocer,3.087653482550733e-6
AFG,goats_mixed_meat,oilp,0
AFG,goats_mixed_meat,soyb,5.3465735182545275
AFG,goats_mixed_meat,sugb,146297.18196184543
AFG,goats_mixed_meat,xoil,1959.0404742180085
AFG,goats_mixed_milk,maiz,0.005171685578701827
AFG,goats_mixed_milk,ocer,1.0083672169593443e-5
AFG,goats_mixed_milk,oilp,0
AFG,goats_mixed_milk,soyb,0.6312617563322923
AFG,goats_mixed_milk,sugb,134677.46649700098
AFG,goats_mixed_milk,xoil,1753.1171784419107
AFG,marine-fish-general_aquaculture_meat,cass,0
AFG,marine-fish-general_aquaculture_meat,maiz,0.1996794057752677
AFG,marine-fish-general_aquaculture_meat,oilp,0
AFG,marine-fish-general_aquaculture_meat,soyb,2.2073393945054754e-6
AFG,marine-fish-general_aquaculture_meat,whea,34.59857301134674
AFG,marine-fish-general_aquaculture_meat,xoil,6.261393300690994
AFG,marine-fish-general_aquaculture_meat,xpul,3.5452233959907438
AFG,pigs_backyard_meat,bana,0.7116951214213527
AFG,pigs_backyard_meat,barl,120.5107950469273
AFG,pigs_backyard_meat,cass,0
AFG,pigs_backyard_meat,maiz,83.67274015292988
AFG,pigs_backyard_meat,oilp,0
AFG,pigs_backyard_meat,rice,65.5616648710248
AFG,pigs_backyard_meat,sorg,0.00557381132409832
AFG,pigs_backyard_meat,soyb,1.1544911765709975
AFG,pigs_backyard_meat,sugb,0.07992505652293633
AFG,pigs_backyard_meat,whea,3452.3619071057906
AFG,pigs_backyard_meat,xmil,27.874504436115632
AFG,pigs_backyard_meat,xoil,25.828095701265298
AFG,pigs_backyard_meat,xpul,61.071196554562626
AFG,pigs_industrial_meat,bana,7.079755484969225e-4
AFG,pigs_industrial_meat,barl,87.34234930214048
AFG,pigs_industrial_meat,cass,0
AFG,pigs_industrial_meat,maiz,12.604620125797288
AFG,pigs_industrial_meat,oilp,0
AFG,pigs_industrial_meat,rice,15.879429381630763
AFG,pigs_industrial_meat,sorg,0.01613143494549287
AFG,pigs_industrial_meat,soyb,1.8781911378683912e-4
AFG,pigs_industrial_meat,sugb,3.26682854298594
AFG,pigs_industrial_meat,whea,2017.6457263729442
AFG,pigs_industrial_meat,xmil,25.137038193435874
AFG,pigs_industrial_meat,xoil,0.8222127825875585
AFG,pigs_industrial_meat,xpul,8.177833295884946
AFG,pigs_intermediate_meat,bana,0.048165218941769686
AFG,pigs_intermediate_meat,barl,117.09221398509979
AFG,pigs_intermediate_meat,cass,0
AFG,pigs_intermediate_meat,maiz,18.456506603098997
AFG,pigs_intermediate_meat,oilp,0
AFG,pigs_intermediate_meat,rice,11.846163425042144
AFG,pigs_intermediate_meat,sorg,0.01909817375292115
AFG,pigs_intermediate_meat,soyb,2.3361834526964434e-4
AFG,pigs_intermediate_meat,sugb,1.294122498583685
AFG,pigs_intermediate_meat,whea,2116.705570891913
AFG,pigs_intermediate_meat,xmil,21.027730976957805
AFG,pigs_intermediate_meat,xoil,2.7298179833086182
AFG,pigs_intermediate_meat,xpul,6.175485780796019
AFG,salmon_aquaculture_meat,soyb,0
AFG,salmon_aquaculture_meat,xoil,0.1345687365731279
AFG,salmon_aquaculture_meat,xpul,0.8002430845076269
AFG,sheep_grassland_meat,maiz,0.006236844582825387
AFG,sheep_grassland_meat,ocer,1.2166663453297226e-5
AFG,sheep_grassland_meat,oilp,0
AFG,sheep_grassland_meat,soyb,5.766844771796005e-8
AFG,sheep_grassland_meat,sugb,104804.36785451027
AFG,sheep_grassland_meat,xoil,1374.5768207847536
AFG,sheep_grassland_milk,maiz,0.004256681554291345
AFG,sheep_grassland_milk,ocer,8.299611542626632e-6
AFG,sheep_grassland_milk,oilp,0
AFG,sheep_grassland_milk,soyb,9.689095383396825e-8
AFG,sheep_grassland_milk,sugb,219980.82286058523
AFG,sheep_grassland_milk,xoil,2845.4424081815355
AFG,sheep_mixed_meat,maiz,0.022231500391581706
AFG,sheep_mixed_meat,ocer,4.347152550770514e-5
AFG,sheep_mixed_meat,oilp,0
AFG,sheep_mixed_meat,soyb,2.6800946282434603
AFG,sheep_mixed_meat,sugb,185719.80556703595
AFG,sheep_mixed_meat,xoil,2476.709882916252
AFG,sheep_mixed_milk,maiz,0.015229752998394856
AFG,sheep_mixed_milk,ocer,2.969473571481996e-5
AFG,sheep_mixed_milk,oilp,0
AFG,sheep_mixed_milk,soyb,0.07835114543685762
AFG,sheep_mixed_milk,sugb,391164.6399037063
AFG,sheep_mixed_milk,xoil,5068.637908150156
AFG,shrimp_aquaculture_meat,cass,0
AFG,shrimp_aquaculture_meat,maiz,7.582364570742235
AFG,shrimp_aquaculture_meat,soyb,1.4276981799885745e-4
AFG,shrimp_aquaculture_meat,whea,2155.001263128093
AFG,shrimp_aquaculture_meat,xoil,26.50199446812664
AFG,tuna_aquaculture_meat,whea,0
AFG,tuna_aquaculture_meat,xoil,0.014511601423056707
AFG,tuna_aquaculture_meat,xpul,0.0027071189781420007
AGO,buffaloes_grassland_meat,maiz,1.0429502934579085e-7
AGO,buffaloes_grassland_meat,ocer,0
AGO,buffaloes_grassland_meat,oilp,8.986149461666358
AGO,buffaloes_grassland_meat,soyb,0.008577248242333692
AGO,buffaloes_grassland_meat,sugb,0
AGO,buffaloes_grassland_meat,xoil,0.06607136671828744
AGO,buffaloes_grassland_milk,maiz,6.328836257230131e-8
AGO,buffaloes_grassland_milk,ocer,0
AGO,buffaloes_grassland_milk,oilp,0.9428536463916051
AGO,buffaloes_grassland_milk,soyb,8.619206652888355e-4
AGO,buffaloes_grassland_milk,sugb,0
AGO,buffaloes_grassland_milk,xoil,0.04655771856267061
AGO,buffaloes_mixed_meat,maiz,4.287395967731535e-5
AGO,buffaloes_mixed_meat,ocer,0
AGO,buffaloes_mixed_meat,oilp,430.95619372599583
AGO,buffaloes_mixed_meat,soyb,0.3159892480657001
AGO,buffaloes_mixed_meat,sugb,0
AGO,buffaloes_mixed_meat,xoil,1.0174545830220192
AGO,buffaloes_mixed_milk,maiz,2.8525651764490555e-5
AGO,buffaloes_mixed_milk,ocer,0
AGO,buffaloes_mixed_milk,oilp,53.848020705706354
AGO,buffaloes_mixed_milk,soyb,0.02329043347423235
AGO,buffaloes_mixed_milk,sugb,0
AGO,buffaloes_mixed_milk,xoil,0.37708767596030035
AGO,chickens_backyard_eggs&meat,bana,6614.983566553088
AGO,chickens_backyard_eggs&meat,barl,0
AGO,chickens_backyard_eggs&meat,cass,105528.7516209117
AGO,chickens_backyard_eggs&meat,maiz,2584.2702428879124
AGO,chickens_backyard_eggs&meat,oilp,0
AGO,chickens_backyard_eggs&meat,rice,48.35903172590669
AGO,chickens_backyard_eggs&meat,sorg,1031.9463178213332
AGO,chickens_backyard_eggs&meat,soyb,3300.911636391588
AGO,chickens_backyard_eggs&meat,sugb,0
AGO,chickens_backyard_eggs&meat,whea,32.71931104259817
AGO,chickens_backyard_eggs&meat,xmil,848.3080105012193
AGO,chickens_backyard_eggs&meat,xoil,8668.469117685347
AGO,chickens_backyard_eggs&meat,xpul,1288.6678712814241
AGO,chickens_industrial_eggs,bana,0
AGO,chickens_industrial_eggs,barl,0
AGO,chickens_industrial_eggs,cass,4301.478449443527
AGO,chickens_industrial_eggs,maiz,16304.583457110359
AGO,chickens_industrial_eggs,oilp,0
AGO,chickens_industrial_eggs,rice,0
AGO,chickens_industrial_eggs,sorg,151.16847567118347
AGO,chickens_industrial_eggs,soyb,5042.859184947984
AGO,chickens_industrial_eggs,sugb,0
AGO,chickens_industrial_eggs,whea,517.4780704442958
AGO,chickens_industrial_eggs,xmil,0
AGO,chickens_industrial_eggs,xoil,2205.682476789513
AGO,chickens_industrial_eggs,xpul,9.486234219478931e-4
AGO,chickens_industrial_meat,bana,0
AGO,chickens_industrial_meat,barl,0
AGO,chickens_industrial_meat,cass,0
AGO,chickens_industrial_meat,maiz,401390.5643867784
AGO,chickens_industrial_meat,oilp,0
AGO,chickens_industrial_meat,rice,0
AGO,chickens_industrial_meat,sorg,1447.5387150004701
AGO,chickens_industrial_meat,soyb,187870.75761665776
AGO,chickens_industrial_meat,sugb,0
AGO,chickens_industrial_meat,whea,229.56955383794875
AGO,chickens_industrial_meat,xmil,0
AGO,chickens_industrial_meat,xoil,21.656451951820838
AGO,chickens_industrial_meat,xpul,0
AGO,cows_feedlot_meat,maiz,0
AGO,cows_feedlot_meat,ocer,0
AGO,cows_feedlot_meat,oilp,0
AGO,cows_feedlot_meat,soyb,0
AGO,cows_feedlot_meat,sugb,0
AGO,cows_feedlot_meat,xoil,0
AGO,cows_grassland_meat,maiz,0.4087083787181225
AGO,cows_grassland_meat,ocer,0
AGO,cows_grassland_meat,oilp,184028.23848859535
AGO,cows_grassland_meat,soyb,2961.5371424232717
AGO,cows_grassland_meat,sugb,0
AGO,cows_grassland_meat,xoil,20466.907676410938
AGO,cows_grassland_milk,maiz,1.8508842119705329
AGO,cows_grassland_milk,ocer,0
AGO,cows_grassland_milk,oilp,23288.017745930654
AGO,cows_grassland_milk,soyb,620.9098045056849
AGO,cows_grassland_milk,sugb,0
AGO,cows_grassland_milk,xoil,1776.0288773833295
AGO,cows_mixed_meat,maiz,438.00038869634596
AGO,cows_mixed_meat,ocer,0
AGO,cows_mixed_meat,oilp,93281.35082383885
AGO,cows_mixed_meat,soyb,1414.3984809937092
AGO,cows_mixed_meat,sugb,0
AGO,cows_mixed_meat,xoil,9748.48637921645
AGO,cows_mixed_milk,maiz,266.66421886228017
AGO,cows_mixed_milk,ocer,0
AGO,cows_mixed_milk,oilp,27883.108668103916
AGO,cows_mixed_milk,soyb,385.90309117328513
AGO,cows_mixed_milk,sugb,0
AGO,cows_mixed_milk,xoil,2672.395766074464
AGO,crustaceans_aquaculture_meat,cass,124.6184766624428
AGO,crustaceans_aquaculture_meat,maiz,15.766108771332178
AGO,crustaceans_aquaculture_meat,soyb,1.478352639104097
AGO,crustaceans_aquaculture_meat,whea,0.09891423707428289
AGO,crustaceans_aquaculture_meat,xoil,0.45345727907266414
AGO,goats_grassland_meat,maiz,0.004855140300652446
AGO,goats_grassland_meat,ocer,0
AGO,goats_grassland_meat,oilp,13.473226964943152
AGO,goats_grassland_meat,soyb,0.003295367154214561
AGO,goats_grassland_meat,sugb,0
AGO,goats_grassland_meat,xoil,0.11124067072265612
AGO,goats_grassland_milk,maiz,0.02194047288850078
AGO,goats_grassland_milk,ocer,0
AGO,goats_grassland_milk,oilp,32.703927016486624
AGO,goats_grassland_milk,soyb,0.001999444693406645
AGO,goats_grassland_milk,sugb,0
AGO,goats_grassland_milk,xoil,0.1376639562485865
AGO,goats_mixed_meat,maiz,0.01871757523016329
AGO,goats_mixed_meat,ocer,0
AGO,goats_mixed_meat,oilp,220.1148795637756
AGO,goats_mixed_meat,soyb,0.09277294293947502
AGO,goats_mixed_meat,sugb,0
AGO,goats_mixed_meat,xoil,2.7663085831712637
AGO,goats_mixed_milk,maiz,0.08156100553613051
AGO,goats_mixed_milk,ocer,0
AGO,goats_mixed_milk,oilp,142.22376887608056
AGO,goats_mixed_milk,soyb,0.03898236011291126
AGO,goats_mixed_milk,sugb,0
AGO,goats_mixed_milk,xoil,2.1558462185630947
AGO,marine-fish-general_aquaculture_meat,cass,0
AGO,marine-fish-general_aquaculture_meat,maiz,3.1490802895979373
AGO,marine-fish-general_aquaculture_meat,oilp,1.4829447192521705
AGO,marine-fish-general_aquaculture_meat,rice,0
AGO,marine-fish-general_aquaculture_meat,soyb,0.16638740142415478
AGO,marine-fish-general_aquaculture_meat,whea,8.699947287339077
AGO,marine-fish-general_aquaculture_meat,xoil,0.08229184273375667
AGO,marine-fish-general_aquaculture_meat,xpul,0.18003951851153738
AGO,pigs_backyard_meat,bana,16876.098414986376
AGO,pigs_backyard_meat,barl,0
AGO,pigs_backyard_meat,cass,369410.36402368656
AGO,pigs_backyard_meat,maiz,11879.702709744619
AGO,pigs_backyard_meat,oilp,0.04891492369957538
AGO,pigs_backyard_meat,rice,208.13100492429928
AGO,pigs_backyard_meat,sorg,4908.341603835321
AGO,pigs_backyard_meat,soyb,17635.5397844097
AGO,pigs_backyard_meat,sugb,0
AGO,pigs_backyard_meat,whea,16.66686291856288
AGO,pigs_backyard_meat,xmil,3899.258933440757
AGO,pigs_backyard_meat,xoil,41591.88537354573
AGO,pigs_backyard_meat,xpul,5563.021790990023
AGO,pigs_industrial_meat,bana,6.313080557569707
AGO,pigs_industrial_meat,barl,0
AGO,pigs_industrial_meat,cass,108265.16463626425
AGO,pigs_industrial_meat,maiz,80717.71083650133
AGO,pigs_industrial_meat,oilp,6.5106877814733934
AGO,pigs_industrial_meat,rice,322.52351783662476
AGO,pigs_industrial_meat,sorg,643.8851341409705
AGO,pigs_industrial_meat,soyb,163864.0613410357
AGO,pigs_industrial_meat,sugb,0
AGO,pigs_industrial_meat,whea,19.950095950383382
AGO,pigs_industrial_meat,xmil,144.08052223918082
AGO,pigs_industrial_meat,xoil,1.7906420496269324
AGO,pigs_industrial_meat,xpul,2.7679482116114755
AGO,pigs_intermediate_meat,bana,3665.5405143471808
AGO,pigs_intermediate_meat,barl,0
AGO,pigs_intermediate_meat,cass,120014.9333179757
