crop_number,SPAM_short_name,SPAM_super,SPAM_full_name,FAONAMES,FAO_item_code_NFB,FAO_item_code,GROUP,product_description_FAOSTAT,non_food
39,trof,xfru,tropical fruit,oranges ++,,590,fruits,NA,
39,trof,xfru,tropical fruit,oranges ++,2625,591,fruits,Cashewapple,
39,trof,xfru,tropical fruit,oranges ++,2625,600,fruits,Papayas,
39,trof,xfru,tropical fruit,oranges ++,,601,fruits,NA,
39,trof,xfru,tropical fruit,oranges ++,,602,fruits,NA,
39,trof,xfru,tropical fruit,oranges ++,2625,603,fruits,"Fruit, tropical (fresh) nes",
39,trof,xfru,tropical fruit,oranges ++,2625,604,fruits,"Fruit, tropical dried nes",
40,temf,xfru,temperate fruit,apples ++,2617,515,fruits,Apples,
40,temf,xfru,temperate fruit,apples ++,,516,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,,517,fruits,"Cider, etc.",
40,temf,xfru,temperate fruit,apples ++,2617,518,fruits,Apple Juice,
40,temf,xfru,temperate fruit,apples ++,2617,519,fruits,"Apple Juice, Concentrated",
40,temf,xfru,temperate fruit,apples ++,,520,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2625,521,fruits,Pears,
40,temf,xfru,temperate fruit,apples ++,,522,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2625,523,fruits,Quinces,
40,temf,xfru,temperate fruit,apples ++,,524,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,,525,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2625,526,fruits,Apricots,
40,temf,xfru,temperate fruit,apples ++,2625,527,fruits,"Apricots, Dried",
40,temf,xfru,temperate fruit,apples ++,,528,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,,529,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2625,530,fruits,Sour cherries,
40,temf,xfru,temperate fruit,apples ++,2625,531,fruits,Cherries,
40,temf,xfru,temperate fruit,apples ++,,532,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,,533,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2625,534,fruits,Peaches and nectarines,
40,temf,xfru,temperate fruit,apples ++,,535,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2625,536,fruits,Plums,
40,temf,xfru,temperate fruit,apples ++,2625,537,fruits,"Plums, dried",
40,temf,xfru,temperate fruit,apples ++,2625,538,fruits,Juice of plum,
40,temf,xfru,temperate fruit,apples ++,2625,539,fruits,"Juice of plum, concentrated",
40,temf,xfru,temperate fruit,apples ++,,540,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2625,541,fruits,"Stone fruit, fresh nes",
40,temf,xfru,temperate fruit,apples ++,2625,542,fruits,Pome fruit nes,
40,temf,xfru,temperate fruit,apples ++,,543,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2625,544,fruits,Strawberries,
40,temf,xfru,temperate fruit,apples ++,,545,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,,546,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2625,547,fruits,Raspberries,
40,temf,xfru,temperate fruit,apples ++,,548,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2625,549,fruits,Gooseberries,
40,temf,xfru,temperate fruit,apples ++,2625,550,fruits,Currants,
40,temf,xfru,temperate fruit,apples ++,,551,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2625,552,fruits,Blueberries,
40,temf,xfru,temperate fruit,apples ++,,553,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2625,554,fruits,Cranberries,
40,temf,xfru,temperate fruit,apples ++,,555,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,,556,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,,557,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2625,558,fruits,Berries nes,
40,temf,xfru,temperate fruit,apples ++,,559,fruits,NA,
40,temf,xfru,temperate fruit,apples ++,2620,560,fruits,Grapes,
40,temf,xfru,temperate fruit,apples ++,2620,561,fruits,Raisins,
40,temf,xfru,temperate fruit,apples ++,2620,562,fruits,"Juice, grape",
40,temf,xfru,temperate fruit,apples ++,2620,563,fruits,"Grapes, must",
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,358,vegetables,Cabbages,
41,vege,vege,vegetables,cabbages and other brassicas ++,,359,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,360,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,361,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,362,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,363,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,364,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,365,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,366,vegetables,Artichokes,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,367,vegetables,Asparagus,
41,vege,vege,vegetables,cabbages and other brassicas ++,,368,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,369,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,370,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,371,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,372,vegetables,Lettuce and chicory,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,373,vegetables,Spinach,
41,vege,vege,vegetables,cabbages and other brassicas ++,,374,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,375,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,376,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,377,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,378,vegetables,Cassava leaves,
41,vege,vege,vegetables,cabbages and other brassicas ++,,379,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,380,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,381,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,382,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,383,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,384,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,385,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,386,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,387,vegetables,NA,
41,vege,vege,vegetables,tomatos,2601,388,vegetables,"Tomatoes, fresh",
41,vege,vege,vegetables,tomatos,2601,389,vegetables,"Juice tomato, concentrated",
41,vege,vege,vegetables,tomatos,2601,390,vegetables,Juice of Tomatoes,
41,vege,vege,vegetables,tomatos,2601,391,vegetables,Paste of Tomatoes,
41,vege,vege,vegetables,tomatos,2601,392,vegetables,"Tomatoes, Peeled (O/T vinegar)",
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,393,vegetables,Cauliflowers and broccoli,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,394,vegetables,"Pumpkins, squash and gourds",
41,vege,vege,vegetables,cabbages and other brassicas ++,,395,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,396,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,397,vegetables,Cucumbers and gherkins,
41,vege,vege,vegetables,cabbages and other brassicas ++,,398,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,399,vegetables,Eggplants,
41,vege,vege,vegetables,cabbages and other brassicas ++,,400,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2602,402,vegetables,"Onions, shallots (green)",
41,vege,vege,vegetables,cabbages and other brassicas ++,2602,403,vegetables,"Onions, dry",
41,vege,vege,vegetables,cabbages and other brassicas ++,,404,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,405,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2602,406,vegetables,Garlic,
41,vege,vege,vegetables,cabbages and other brassicas ++,2602,407,vegetables,Leeks and other alliaceous vegetables,
41,vege,vege,vegetables,cabbages and other brassicas ++,,408,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,409,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,410,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,411,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,412,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,413,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,414,vegetables,"Beans, green",
41,vege,vege,vegetables,cabbages and other brassicas ++,,415,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,416,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,417,vegetables,"Peas, green",
41,vege,vege,vegetables,cabbages and other brassicas ++,,418,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,419,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,420,vegetables,"Broad Beans, Green",
41,vege,vege,vegetables,cabbages and other brassicas ++,,421,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,422,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,423,vegetables,String Beans,
41,vege,vege,vegetables,cabbages and other brassicas ++,,424,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,425,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,426,vegetables,Carrot,
41,vege,vege,vegetables,cabbages and other brassicas ++,,427,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,428,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,429,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,430,vegetables,Okra,
41,vege,vege,vegetables,cabbages and other brassicas ++,,431,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,432,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,433,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,434,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,435,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,436,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,437,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,438,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,439,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,440,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,441,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,442,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,443,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,444,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,445,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,446,vegetables,Green Corn (Maize),
41,vege,vege,vegetables,cabbages and other brassicas ++,,447,vegetables,"Sweet Corn, Frozen",
41,vege,vege,vegetables,cabbages and other brassicas ++,,448,vegetables,"Sweet Corn, Prepared or Preserved",
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,449,vegetables,Mushrooms,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,450,vegetables,Dried Mushrooms,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,451,vegetables,Canned Mushrooms,
41,vege,vege,vegetables,cabbages and other brassicas ++,,452,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,453,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,454,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,455,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,456,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,457,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,,458,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,459,vegetables,Chicory roots,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,460,vegetables,"Vegetable products, fresh or dry nes",
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,461,vegetables,Carobs,
41,vege,vege,vegetables,cabbages and other brassicas ++,,462,vegetables,NA,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,463,vegetables,"Vegetables, Fresh n.e.s.",
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,473,vegetables,"Vegetables, frozen",
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,472,vegetables,"Vegetables, preserved nes ",
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,469,vegetables,"Vegetables, dehydrated",
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,471,vegetables,Vegetables in vinegar,
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,475,vegetables,"Vegetables, preserved, frozen ",
41,vege,vege,vegetables,cabbages and other brassicas ++,2605,474,vegetables,"Vegetables, temporarily preserved",
42.2,tnut,tnut,treenuts,tree nuts,2551,216,NA,Brazil nuts,
42.2,tnut,tnut,treenuts,tree nuts,2551,217,NA,Cashew nuts,
42.3,othr,othr,rest of crops,all individual other crops,,218,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,219,NA,NA,
42.2,tnut,tnut,treenuts,tree nuts,2551,220,NA,Chestnuts,
42.2,tnut,tnut,treenuts,tree nuts,2551,221,NA,Almonds,
42.2,tnut,tnut,treenuts,tree nuts,2551,222,NA,Walnuts,
42.2,tnut,tnut,treenuts,tree nuts,2551,223,NA,Pistachios,
42.2,tnut,tnut,treenuts,tree nuts,2551,224,NA,Kolanuts,
42.2,tnut,tnut,treenuts,tree nuts,2551,225,NA,Hazelnuts (Filberts),
42.2,tnut,tnut,treenuts,tree nuts,2551,226,NA,Areca nuts,
42.3,othr,othr,rest of crops,all individual other crops,,227,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,228,NA,NA,
42.2,tnut,tnut,treenuts,tree nuts,2551,229,NA,"Brazil Nuts, Shelled",
42.2,tnut,tnut,treenuts,tree nuts,2551,230,NA,"Cashew Nuts, Shelled",
42.2,tnut,tnut,treenuts,tree nuts,2551,231,NA,"Almonds, Shelled",
42.2,tnut,tnut,treenuts,tree nuts,2551,232,NA,"Walnuts, Shelled",
42.2,tnut,tnut,treenuts,tree nuts,2551,233,NA,"Hazelnuts, Shelled",
42.2,tnut,tnut,treenuts,tree nuts,2551,234,NA,Nuts nes,
42.2,tnut,tnut,treenuts,tree nuts,2551,235,NA,"Nuts, prepared (exc. Groundnuts)",
42.3,othr,othr,rest of crops,all individual other crops,,677,NA,Hops,
42.3,othr,othr,rest of crops,all individual other crops,,678,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,679,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,680,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,681,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,682,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,683,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,684,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,685,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,686,NA,NA,
42.1,spis,spis,spices,spices,2640,687,NA,Pepper,
42.3,othr,othr,rest of crops,all individual other crops,,688,NA,NA,
42.1,spis,spis,spices,spices,2641,689,NA,Pimento,
42.3,othr,othr,rest of crops,all individual other crops,,690,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,691,NA,NA,
42.1,spis,spis,spices,spices,2645,692,NA,Vanilla,
42.1,spis,spis,spices,spices,2645,693,NA,Cinnamon (canella),
42.3,othr,othr,rest of crops,all individual other crops,,694,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,695,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,696,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,697,NA,NA,
42.1,spis,spis,spices,spices,2642,698,NA,Cloves,
42.3,othr,othr,rest of crops,all individual other crops,,699,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,700,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,701,NA,NA,
42.1,spis,spis,spices,spices,2645,702,NA,"Nutmeg, mace, cardamoms",
42.3,othr,othr,rest of crops,all individual other crops,,703,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,704,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,705,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,706,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,707,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,708,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,709,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,710,NA,NA,
42.1,spis,spis,spices,spices,2645,711,NA,"Anise, badian, fennel",
42.3,othr,othr,rest of crops,all individual other crops,,712,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,713,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,714,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,715,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,716,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,717,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,718,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,719,NA,NA,
42.1,spis,spis,spices,spices,2645,720,NA,Ginger,
42.3,othr,othr,rest of crops,all individual other crops,,721,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,722,NA,NA,
42.1,spis,spis,spices,spices,2645,723,NA,Spices nes,
42.3,othr,othr,rest of crops,all individual other crops,,724,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,725,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,726,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,727,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,728,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,729,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,730,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,731,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,732,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,733,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,734,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,735,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,736,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,737,NA,Oil of citronella,
42.3,othr,othr,rest of crops,all individual other crops,,738,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,739,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,740,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,741,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,742,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,743,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,744,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,745,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,746,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,747,NA,NA,
42.1,spis,spis,spices,spices,,748,NA,"Peppermint, Spearmint",
42.3,othr,othr,rest of crops,all individual other crops,,749,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,750,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,751,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,752,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,753,NA,Essential oils nes,
42.3,othr,othr,rest of crops,all individual other crops,,754,NA,"Pyrethrum, dried flowers",
42.3,othr,othr,rest of crops,all individual other crops,,755,NA,Pyrethrum Extract,
42.3,othr,othr,rest of crops,all individual other crops,,756,NA,Pyrethrum Marc,
42.3,othr,othr,rest of crops,all individual other crops,,757,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,758,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,759,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,760,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,761,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,762,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,763,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,764,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,765,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,766,NA,NA,
30,cott,xoil,rest of crops,"all individual other crops (eg? spices, tree nuts, other sugar crops, mate, rubber)",,767,NA,Cotton Lint,
30,cott,xoil,rest of crops,"all individual other crops (eg? spices, tree nuts, other sugar crops, mate, rubber)",,768,NA,"Cotton, Carded or Combed",
30,cott,xoil,rest of crops,"all individual other crops (eg? spices, tree nuts, other sugar crops, mate, rubber)",,769,NA,Cotton Waste,
30,cott,xoil,rest of crops,"all individual other crops (eg? spices, tree nuts, other sugar crops, mate, rubber)",,770,NA,Cotton Linters,
42.3,othr,othr,rest of crops,all individual other crops,,771,NA,"Flax, raw or retted",
42.3,othr,othr,rest of crops,all individual other crops,,772,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,822,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,823,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,824,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,825,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,827,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,828,NA,Cigarettes,
42.3,othr,othr,rest of crops,all individual other crops,,829,NA,Cigars and Cheroots,
42.3,othr,othr,rest of crops,all individual other crops,,830,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,831,NA,Tobacco Products nes,
42.3,othr,othr,rest of crops,all individual other crops,,832,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,833,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,834,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,835,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,836,NA,Natural rubber,
42.3,othr,othr,rest of crops,all individual other crops,,837,NA,"Rubber, Natural (Dry)",
42.3,othr,othr,rest of crops,all individual other crops,,838,NA,NA,
42.3,othr,othr,rest of crops,all individual other crops,,839,NA,Natural gums,
