animal,tonnes_fofm,true_tonnes_fish,true_tonnes_fofm,correction
crustaceans,64676.77348999999,248667,69626.76000000001,1.0765342215280012
marine-fish-general,628095.4668799998,1913350,535738,0.8529563231226995
salmon,698076.195375,2813892,787889.7600000001,1.1286586839947366
shrimp,499225.04184,2086368,584183.04,1.1701797607084559
tuna,33365.304000000004,124585,34883.8,1.0455112292697828
