iso3c,animal,product,system,feedstuff,feeditem_kg_per_head
GLP,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,171.147
GLP,pigs,meat,industrial,Household food waste and other organic material used as feed,0
GLP,pigs,meat,industrial,Leguminous beans,0
GLP,pigs,meat,industrial,Molasses,0
GLP,pigs,meat,industrial,Oil palm kernel expeller,0
GLP,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,35.6556
GLP,pigs,meat,industrial,Residual plant material such as stems from banana,0
GLP,pigs,meat,industrial,SYNTHETIC,14.2623
GLP,pigs,meat,industrial,Wet by-product from grain industries,0
HTI,pigs,meat,industrial,Beans from soy,0
HTI,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",62.3213
HTI,pigs,meat,industrial,By-products from cottonseed,0
HTI,pigs,meat,industrial,By-products from soy,103.8688
HTI,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
HTI,pigs,meat,industrial,Crop residues from sugarcane,0
HTI,pigs,meat,industrial,Dry by-product from grain industries,69.2459
HTI,pigs,meat,industrial,FISHMEAL,0
HTI,pigs,meat,industrial,Fruit from banana trees,0
HTI,pigs,meat,industrial,Grains from barley (Hordeum vulgare),34.6229
HTI,pigs,meat,industrial,Grains from maize (Zea mays),339.3047
HTI,pigs,meat,industrial,Grains from millet,0
HTI,pigs,meat,industrial,Grains from rice,0
HTI,pigs,meat,industrial,Grains from sorghum,0
HTI,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,69.2459
HTI,pigs,meat,industrial,Household food waste and other organic material used as feed,0
HTI,pigs,meat,industrial,Leguminous beans,0
HTI,pigs,meat,industrial,Molasses,0
HTI,pigs,meat,industrial,Oil palm kernel expeller,0
HTI,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,0
HTI,pigs,meat,industrial,Residual plant material such as stems from banana,0
HTI,pigs,meat,industrial,SYNTHETIC,13.8492
HTI,pigs,meat,industrial,Wet by-product from grain industries,0
JAM,pigs,meat,industrial,Beans from soy,0
JAM,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",71.3113
JAM,pigs,meat,industrial,By-products from cottonseed,0
JAM,pigs,meat,industrial,By-products from soy,142.6225
JAM,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
JAM,pigs,meat,industrial,Crop residues from sugarcane,0
JAM,pigs,meat,industrial,Dry by-product from grain industries,35.6556
JAM,pigs,meat,industrial,FISHMEAL,0
JAM,pigs,meat,industrial,Fruit from banana trees,0
JAM,pigs,meat,industrial,Grains from barley (Hordeum vulgare),106.9669
JAM,pigs,meat,industrial,Grains from maize (Zea mays),171.147
JAM,pigs,meat,industrial,Grains from millet,0
JAM,pigs,meat,industrial,Grains from rice,0
JAM,pigs,meat,industrial,Grains from sorghum,0
JAM,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,106.9669
JAM,pigs,meat,industrial,Household food waste and other organic material used as feed,0
JAM,pigs,meat,industrial,Leguminous beans,28.5245
JAM,pigs,meat,industrial,Molasses,35.6556
JAM,pigs,meat,industrial,Oil palm kernel expeller,0
JAM,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,0
JAM,pigs,meat,industrial,Residual plant material such as stems from banana,0
JAM,pigs,meat,industrial,SYNTHETIC,14.2623
JAM,pigs,meat,industrial,Wet by-product from grain industries,0
MTQ,pigs,meat,industrial,Beans from soy,40.6454
MTQ,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",11.6425
MTQ,pigs,meat,industrial,By-products from cottonseed,0.2003
MTQ,pigs,meat,industrial,By-products from soy,167.1914
MTQ,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0.7208
MTQ,pigs,meat,industrial,Crop residues from sugarcane,2.2954
MTQ,pigs,meat,industrial,Dry by-product from grain industries,36.1737
MTQ,pigs,meat,industrial,FISHMEAL,23.9037
MTQ,pigs,meat,industrial,Fruit from banana trees,0.4098
MTQ,pigs,meat,industrial,Grains from barley (Hordeum vulgare),33.6409
MTQ,pigs,meat,industrial,Grains from maize (Zea mays),156.9999
MTQ,pigs,meat,industrial,Grains from millet,6.0316
MTQ,pigs,meat,industrial,Grains from rice,63.3448
MTQ,pigs,meat,industrial,Grains from sorghum,34.3476
MTQ,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,106.539
MTQ,pigs,meat,industrial,Household food waste and other organic material used as feed,0
MTQ,pigs,meat,industrial,Leguminous beans,2.9278
MTQ,pigs,meat,industrial,Molasses,5.0418
MTQ,pigs,meat,industrial,Oil palm kernel expeller,2.722
MTQ,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,47.082
MTQ,pigs,meat,industrial,Residual plant material such as stems from banana,0.4098
MTQ,pigs,meat,industrial,SYNTHETIC,14.9274
MTQ,pigs,meat,industrial,Wet by-product from grain industries,0
MSR,pigs,meat,industrial,Beans from soy,38.2789
MSR,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",10.9647
MSR,pigs,meat,industrial,By-products from cottonseed,0.1886
MSR,pigs,meat,industrial,By-products from soy,157.4573
MSR,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0.6788
MSR,pigs,meat,industrial,Crop residues from sugarcane,2.1618
MSR,pigs,meat,industrial,Dry by-product from grain industries,34.0676
MSR,pigs,meat,industrial,FISHMEAL,22.512
MSR,pigs,meat,industrial,Fruit from banana trees,0.386
MSR,pigs,meat,industrial,Grains from barley (Hordeum vulgare),31.6822
MSR,pigs,meat,industrial,Grains from maize (Zea mays),147.8592
MSR,pigs,meat,industrial,Grains from millet,5.6804
MSR,pigs,meat,industrial,Grains from rice,59.6568
MSR,pigs,meat,industrial,Grains from sorghum,32.3478
MSR,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,100.3361
MSR,pigs,meat,industrial,Household food waste and other organic material used as feed,0
MSR,pigs,meat,industrial,Leguminous beans,2.7574
MSR,pigs,meat,industrial,Molasses,4.7483
MSR,pigs,meat,industrial,Oil palm kernel expeller,2.5635
MSR,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,44.3408
MSR,pigs,meat,industrial,Residual plant material such as stems from banana,0.386
MSR,pigs,meat,industrial,SYNTHETIC,14.0583
MSR,pigs,meat,industrial,Wet by-product from grain industries,0
PRI,pigs,meat,industrial,Beans from soy,36.6477
PRI,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
PRI,pigs,meat,industrial,By-products from cottonseed,0
PRI,pigs,meat,industrial,By-products from soy,183.2384
PRI,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
PRI,pigs,meat,industrial,Crop residues from sugarcane,0
PRI,pigs,meat,industrial,Dry by-product from grain industries,36.6477
PRI,pigs,meat,industrial,FISHMEAL,29.3182
PRI,pigs,meat,industrial,Fruit from banana trees,0
PRI,pigs,meat,industrial,Grains from barley (Hordeum vulgare),146.5908
PRI,pigs,meat,industrial,Grains from maize (Zea mays),36.6477
PRI,pigs,meat,industrial,Grains from millet,0
PRI,pigs,meat,industrial,Grains from rice,175.9089
PRI,pigs,meat,industrial,Grains from sorghum,0
PRI,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,0
PRI,pigs,meat,industrial,Household food waste and other organic material used as feed,0
PRI,pigs,meat,industrial,Leguminous beans,0
PRI,pigs,meat,industrial,Molasses,0
PRI,pigs,meat,industrial,Oil palm kernel expeller,36.6477
PRI,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,36.6477
PRI,pigs,meat,industrial,Residual plant material such as stems from banana,0
PRI,pigs,meat,industrial,SYNTHETIC,14.6591
PRI,pigs,meat,industrial,Wet by-product from grain industries,0
BLM,pigs,meat,industrial,Beans from soy,27.9849
BLM,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",12.3746
BLM,pigs,meat,industrial,By-products from cottonseed,0.6791
BLM,pigs,meat,industrial,By-products from soy,133.2738
BLM,pigs,meat,industrial,Crop residue from leguminous plants cultivation,2.4438
BLM,pigs,meat,industrial,Crop residues from sugarcane,7.7823
BLM,pigs,meat,industrial,Dry by-product from grain industries,29.9389
BLM,pigs,meat,industrial,FISHMEAL,19.7155
BLM,pigs,meat,industrial,Fruit from banana trees,1.3895
BLM,pigs,meat,industrial,Grains from barley (Hordeum vulgare),34.1875
BLM,pigs,meat,industrial,Grains from maize (Zea mays),147.2122
BLM,pigs,meat,industrial,Grains from millet,20.4495
BLM,pigs,meat,industrial,Grains from rice,52.1747
BLM,pigs,meat,industrial,Grains from sorghum,55.1246
BLM,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,91.6535
BLM,pigs,meat,industrial,Household food waste and other organic material used as feed,0
BLM,pigs,meat,industrial,Leguminous beans,4.2216
BLM,pigs,meat,industrial,Molasses,9.9626
BLM,pigs,meat,industrial,Oil palm kernel expeller,2.0974
BLM,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,45.529
BLM,pigs,meat,industrial,Residual plant material such as stems from banana,1.3895
BLM,pigs,meat,industrial,SYNTHETIC,13.5282
BLM,pigs,meat,industrial,Wet by-product from grain industries,0
KNA,pigs,meat,industrial,Beans from soy,38.3885
KNA,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",10.9961
KNA,pigs,meat,industrial,By-products from cottonseed,0.1892
KNA,pigs,meat,industrial,By-products from soy,157.9079
KNA,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0.6808
KNA,pigs,meat,industrial,Crop residues from sugarcane,2.1679
KNA,pigs,meat,industrial,Dry by-product from grain industries,34.1651
KNA,pigs,meat,industrial,FISHMEAL,22.5764
KNA,pigs,meat,industrial,Fruit from banana trees,0.3871
KNA,pigs,meat,industrial,Grains from barley (Hordeum vulgare),31.7729
KNA,pigs,meat,industrial,Grains from maize (Zea mays),148.2823
KNA,pigs,meat,industrial,Grains from millet,5.6967
KNA,pigs,meat,industrial,Grains from rice,59.8275
KNA,pigs,meat,industrial,Grains from sorghum,32.4404
KNA,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,100.6233
KNA,pigs,meat,industrial,Household food waste and other organic material used as feed,0
KNA,pigs,meat,industrial,Leguminous beans,2.7653
KNA,pigs,meat,industrial,Molasses,4.7618
KNA,pigs,meat,industrial,Oil palm kernel expeller,2.5708
KNA,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,44.4677
KNA,pigs,meat,industrial,Residual plant material such as stems from banana,0.3871
KNA,pigs,meat,industrial,SYNTHETIC,14.0986
KNA,pigs,meat,industrial,Wet by-product from grain industries,0
LCA,pigs,meat,industrial,Beans from soy,38.3881
LCA,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",10.9959
LCA,pigs,meat,industrial,By-products from cottonseed,0.1892
LCA,pigs,meat,industrial,By-products from soy,157.9062
LCA,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0.6808
LCA,pigs,meat,industrial,Crop residues from sugarcane,2.1679
LCA,pigs,meat,industrial,Dry by-product from grain industries,34.1648
LCA,pigs,meat,industrial,FISHMEAL,22.5762
LCA,pigs,meat,industrial,Fruit from banana trees,0.3871
LCA,pigs,meat,industrial,Grains from barley (Hordeum vulgare),31.7726
LCA,pigs,meat,industrial,Grains from maize (Zea mays),148.2807
LCA,pigs,meat,industrial,Grains from millet,5.6966
LCA,pigs,meat,industrial,Grains from rice,59.8268
LCA,pigs,meat,industrial,Grains from sorghum,32.4401
LCA,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,100.6222
LCA,pigs,meat,industrial,Household food waste and other organic material used as feed,0
LCA,pigs,meat,industrial,Leguminous beans,2.7652
LCA,pigs,meat,industrial,Molasses,4.7618
LCA,pigs,meat,industrial,Oil palm kernel expeller,2.5708
LCA,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,44.4672
LCA,pigs,meat,industrial,Residual plant material such as stems from banana,0.3871
LCA,pigs,meat,industrial,SYNTHETIC,14.0984
LCA,pigs,meat,industrial,Wet by-product from grain industries,0
MAF,pigs,meat,industrial,Beans from soy,27.9849
MAF,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",12.3746
MAF,pigs,meat,industrial,By-products from cottonseed,0.6791
MAF,pigs,meat,industrial,By-products from soy,133.2738
MAF,pigs,meat,industrial,Crop residue from leguminous plants cultivation,2.4438
MAF,pigs,meat,industrial,Crop residues from sugarcane,7.7823
MAF,pigs,meat,industrial,Dry by-product from grain industries,29.9389
MAF,pigs,meat,industrial,FISHMEAL,19.7155
MAF,pigs,meat,industrial,Fruit from banana trees,1.3895
MAF,pigs,meat,industrial,Grains from barley (Hordeum vulgare),34.1875
MAF,pigs,meat,industrial,Grains from maize (Zea mays),147.2122
MAF,pigs,meat,industrial,Grains from millet,20.4495
MAF,pigs,meat,industrial,Grains from rice,52.1747
MAF,pigs,meat,industrial,Grains from sorghum,55.1246
MAF,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,91.6535
MAF,pigs,meat,industrial,Household food waste and other organic material used as feed,0
MAF,pigs,meat,industrial,Leguminous beans,4.2216
MAF,pigs,meat,industrial,Molasses,9.9626
MAF,pigs,meat,industrial,Oil palm kernel expeller,2.0974
MAF,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,45.529
MAF,pigs,meat,industrial,Residual plant material such as stems from banana,1.3895
MAF,pigs,meat,industrial,SYNTHETIC,13.5282
MAF,pigs,meat,industrial,Wet by-product from grain industries,0
VCT,pigs,meat,industrial,Beans from soy,43.7921
VCT,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",12.5439
VCT,pigs,meat,industrial,By-products from cottonseed,0.2158
VCT,pigs,meat,industrial,By-products from soy,180.1353
VCT,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0.7766
VCT,pigs,meat,industrial,Crop residues from sugarcane,2.4731
VCT,pigs,meat,industrial,Dry by-product from grain industries,38.9743
VCT,pigs,meat,industrial,FISHMEAL,25.7543
VCT,pigs,meat,industrial,Fruit from banana trees,0.4415
VCT,pigs,meat,industrial,Grains from barley (Hordeum vulgare),36.2453
VCT,pigs,meat,industrial,Grains from maize (Zea mays),169.1548
VCT,pigs,meat,industrial,Grains from millet,6.4986
VCT,pigs,meat,industrial,Grains from rice,68.2489
VCT,pigs,meat,industrial,Grains from sorghum,37.0068
VCT,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,114.7872
VCT,pigs,meat,industrial,Household food waste and other organic material used as feed,0
VCT,pigs,meat,industrial,Leguminous beans,3.1545
VCT,pigs,meat,industrial,Molasses,5.4321
VCT,pigs,meat,industrial,Oil palm kernel expeller,2.9327
VCT,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,50.7271
VCT,pigs,meat,industrial,Residual plant material such as stems from banana,0.4415
VCT,pigs,meat,industrial,SYNTHETIC,16.0831
VCT,pigs,meat,industrial,Wet by-product from grain industries,0
SXM,pigs,meat,industrial,Beans from soy,27.9849
SXM,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",12.3746
SXM,pigs,meat,industrial,By-products from cottonseed,0.6791
SXM,pigs,meat,industrial,By-products from soy,133.2738
SXM,pigs,meat,industrial,Crop residue from leguminous plants cultivation,2.4438
SXM,pigs,meat,industrial,Crop residues from sugarcane,7.7823
SXM,pigs,meat,industrial,Dry by-product from grain industries,29.9389
SXM,pigs,meat,industrial,FISHMEAL,19.7155
SXM,pigs,meat,industrial,Fruit from banana trees,1.3895
SXM,pigs,meat,industrial,Grains from barley (Hordeum vulgare),34.1875
SXM,pigs,meat,industrial,Grains from maize (Zea mays),147.2122
SXM,pigs,meat,industrial,Grains from millet,20.4495
SXM,pigs,meat,industrial,Grains from rice,52.1747
SXM,pigs,meat,industrial,Grains from sorghum,55.1246
SXM,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,91.6535
SXM,pigs,meat,industrial,Household food waste and other organic material used as feed,0
SXM,pigs,meat,industrial,Leguminous beans,4.2216
SXM,pigs,meat,industrial,Molasses,9.9626
SXM,pigs,meat,industrial,Oil palm kernel expeller,2.0974
SXM,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,45.529
SXM,pigs,meat,industrial,Residual plant material such as stems from banana,1.3895
SXM,pigs,meat,industrial,SYNTHETIC,13.5282
SXM,pigs,meat,industrial,Wet by-product from grain industries,0
TTO,pigs,meat,industrial,Beans from soy,28.0993
TTO,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
TTO,pigs,meat,industrial,By-products from cottonseed,0
TTO,pigs,meat,industrial,By-products from soy,175.6209
TTO,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
TTO,pigs,meat,industrial,Crop residues from sugarcane,0
TTO,pigs,meat,industrial,Dry by-product from grain industries,35.1242
TTO,pigs,meat,industrial,FISHMEAL,35.1242
TTO,pigs,meat,industrial,Fruit from banana trees,0
TTO,pigs,meat,industrial,Grains from barley (Hordeum vulgare),0
TTO,pigs,meat,industrial,Grains from maize (Zea mays),168.5961
TTO,pigs,meat,industrial,Grains from millet,0
TTO,pigs,meat,industrial,Grains from rice,140.4967
TTO,pigs,meat,industrial,Grains from sorghum,0
TTO,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,0
TTO,pigs,meat,industrial,Household food waste and other organic material used as feed,0
TTO,pigs,meat,industrial,Leguminous beans,0
TTO,pigs,meat,industrial,Molasses,0
TTO,pigs,meat,industrial,Oil palm kernel expeller,0
TTO,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,105.3726
TTO,pigs,meat,industrial,Residual plant material such as stems from banana,0
