iso3c,animal,system,product,feedstuff,feeditem_kg_per_head
AFG,chickens,industrial,eggs,Crop residues from sugarcane,0
AFG,chickens,industrial,eggs,Dry by-product from grain industries,0
AFG,chickens,industrial,eggs,FISHMEAL,4.1000000000000005
AFG,chickens,industrial,eggs,Fresh grass,0
AFG,chickens,industrial,eggs,Fruit from banana trees,0
AFG,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
AFG,chickens,industrial,eggs,Grains from maize (Zea mays),8.61
AFG,chickens,industrial,eggs,Grains from millet,0
AFG,chickens,industrial,eggs,Grains from rice,0
AFG,chickens,industrial,eggs,Grains from sorghum,0
AFG,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,19.68
AFG,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
AFG,chickens,industrial,eggs,Leguminous beans,0
AFG,chickens,industrial,eggs,Limestone,2.87
AFG,chickens,industrial,eggs,Molasses,0
AFG,chickens,industrial,eggs,Oil palm kernel expeller,0
AFG,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
AFG,chickens,industrial,eggs,RAPESEED,0
AFG,chickens,industrial,eggs,Residual plant material such as stems from banana,0
AFG,chickens,industrial,eggs,SOY OIL,0
AFG,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
AFG,chickens,industrial,eggs,Wet by-product from grain industries,0
BGD,chickens,industrial,eggs,Beans from soy,0
BGD,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",3.2800000000000002
BGD,chickens,industrial,eggs,By-products from cottonseed,0
BGD,chickens,industrial,eggs,By-products from rape (canola),0
BGD,chickens,industrial,eggs,By-products from soy,2.0500000000000003
BGD,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
BGD,chickens,industrial,eggs,Crop residues from sugarcane,0
BGD,chickens,industrial,eggs,Dry by-product from grain industries,0
BGD,chickens,industrial,eggs,FISHMEAL,4.1000000000000005
BGD,chickens,industrial,eggs,Fresh grass,0
BGD,chickens,industrial,eggs,Fruit from banana trees,0
BGD,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
BGD,chickens,industrial,eggs,Grains from maize (Zea mays),8.61
BGD,chickens,industrial,eggs,Grains from millet,0
BGD,chickens,industrial,eggs,Grains from rice,0
BGD,chickens,industrial,eggs,Grains from sorghum,0
BGD,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,19.68
BGD,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
BGD,chickens,industrial,eggs,Leguminous beans,0
BGD,chickens,industrial,eggs,Limestone,2.87
BGD,chickens,industrial,eggs,Molasses,0
BGD,chickens,industrial,eggs,Oil palm kernel expeller,0
BGD,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
BGD,chickens,industrial,eggs,RAPESEED,0
BGD,chickens,industrial,eggs,Residual plant material such as stems from banana,0
BGD,chickens,industrial,eggs,SOY OIL,0
BGD,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
BGD,chickens,industrial,eggs,Wet by-product from grain industries,0
BTN,chickens,industrial,eggs,Beans from soy,0
BTN,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",3.2800000000000002
BTN,chickens,industrial,eggs,By-products from cottonseed,0
BTN,chickens,industrial,eggs,By-products from rape (canola),0
BTN,chickens,industrial,eggs,By-products from soy,2.0500000000000003
BTN,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
BTN,chickens,industrial,eggs,Crop residues from sugarcane,0
BTN,chickens,industrial,eggs,Dry by-product from grain industries,0
BTN,chickens,industrial,eggs,FISHMEAL,4.1000000000000005
BTN,chickens,industrial,eggs,Fresh grass,0
BTN,chickens,industrial,eggs,Fruit from banana trees,0
BTN,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
BTN,chickens,industrial,eggs,Grains from maize (Zea mays),8.61
BTN,chickens,industrial,eggs,Grains from millet,0
BTN,chickens,industrial,eggs,Grains from rice,0
BTN,chickens,industrial,eggs,Grains from sorghum,0
BTN,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,19.68
BTN,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
BTN,chickens,industrial,eggs,Leguminous beans,0
BTN,chickens,industrial,eggs,Limestone,2.87
BTN,chickens,industrial,eggs,Molasses,0
BTN,chickens,industrial,eggs,Oil palm kernel expeller,0
BTN,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
BTN,chickens,industrial,eggs,RAPESEED,0
BTN,chickens,industrial,eggs,Residual plant material such as stems from banana,0
BTN,chickens,industrial,eggs,SOY OIL,0
BTN,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
BTN,chickens,industrial,eggs,Wet by-product from grain industries,0
IND,chickens,industrial,eggs,Beans from soy,0
IND,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",4.1000000000000005
IND,chickens,industrial,eggs,By-products from cottonseed,0
IND,chickens,industrial,eggs,By-products from rape (canola),0
IND,chickens,industrial,eggs,By-products from soy,4.1000000000000005
IND,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
IND,chickens,industrial,eggs,Crop residues from sugarcane,0
IND,chickens,industrial,eggs,Dry by-product from grain industries,0
IND,chickens,industrial,eggs,FISHMEAL,4.1000000000000005
IND,chickens,industrial,eggs,Fresh grass,0
IND,chickens,industrial,eggs,Fruit from banana trees,0
IND,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
IND,chickens,industrial,eggs,Grains from maize (Zea mays),12.299999999999999
IND,chickens,industrial,eggs,Grains from millet,0
IND,chickens,industrial,eggs,Grains from rice,0
IND,chickens,industrial,eggs,Grains from sorghum,0
IND,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,8.200000000000001
IND,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
IND,chickens,industrial,eggs,Leguminous beans,0
IND,chickens,industrial,eggs,Limestone,2.46
IND,chickens,industrial,eggs,Molasses,0
IND,chickens,industrial,eggs,Oil palm kernel expeller,0
IND,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
IND,chickens,industrial,eggs,RAPESEED,0
IND,chickens,industrial,eggs,Residual plant material such as stems from banana,0
IND,chickens,industrial,eggs,SOY OIL,0
IND,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
IND,chickens,industrial,eggs,Wet by-product from grain industries,5.33
IRN,chickens,industrial,eggs,Beans from soy,0
IRN,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",3.2800000000000002
IRN,chickens,industrial,eggs,By-products from cottonseed,0
IRN,chickens,industrial,eggs,By-products from rape (canola),0
IRN,chickens,industrial,eggs,By-products from soy,2.0500000000000003
IRN,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
IRN,chickens,industrial,eggs,Crop residues from sugarcane,0
IRN,chickens,industrial,eggs,Dry by-product from grain industries,0
IRN,chickens,industrial,eggs,FISHMEAL,4.1000000000000005
IRN,chickens,industrial,eggs,Fresh grass,0
IRN,chickens,industrial,eggs,Fruit from banana trees,0
IRN,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
IRN,chickens,industrial,eggs,Grains from maize (Zea mays),8.61
IRN,chickens,industrial,eggs,Grains from millet,0
IRN,chickens,industrial,eggs,Grains from rice,0
IRN,chickens,industrial,eggs,Grains from sorghum,0
IRN,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,19.68
IRN,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
IRN,chickens,industrial,eggs,Leguminous beans,0
IRN,chickens,industrial,eggs,Limestone,2.87
IRN,chickens,industrial,eggs,Molasses,0
IRN,chickens,industrial,eggs,Oil palm kernel expeller,0
IRN,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
IRN,chickens,industrial,eggs,RAPESEED,0
IRN,chickens,industrial,eggs,Residual plant material such as stems from banana,0
IRN,chickens,industrial,eggs,SOY OIL,0
IRN,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
IRN,chickens,industrial,eggs,Wet by-product from grain industries,0
MDV,chickens,industrial,eggs,Beans from soy,0
MDV,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",3.3825000000000003
MDV,chickens,industrial,eggs,By-products from cottonseed,0
MDV,chickens,industrial,eggs,By-products from rape (canola),0
MDV,chickens,industrial,eggs,By-products from soy,2.30625
MDV,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
MDV,chickens,industrial,eggs,Crop residues from sugarcane,0
MDV,chickens,industrial,eggs,Dry by-product from grain industries,0
MDV,chickens,industrial,eggs,FISHMEAL,4.1000000000000005
MDV,chickens,industrial,eggs,Fresh grass,0
MDV,chickens,industrial,eggs,Fruit from banana trees,0
MDV,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
MDV,chickens,industrial,eggs,Grains from maize (Zea mays),9.071250000000001
MDV,chickens,industrial,eggs,Grains from millet,0
MDV,chickens,industrial,eggs,Grains from rice,0
MDV,chickens,industrial,eggs,Grains from sorghum,0
MDV,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,18.245
MDV,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
MDV,chickens,industrial,eggs,Leguminous beans,0
MDV,chickens,industrial,eggs,Limestone,2.81875
MDV,chickens,industrial,eggs,Molasses,0
MDV,chickens,industrial,eggs,Oil palm kernel expeller,0
MDV,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
MDV,chickens,industrial,eggs,RAPESEED,0
MDV,chickens,industrial,eggs,Residual plant material such as stems from banana,0
MDV,chickens,industrial,eggs,SOY OIL,0
MDV,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
MDV,chickens,industrial,eggs,Wet by-product from grain industries,0.66625
NPL,chickens,industrial,eggs,Beans from soy,0
NPL,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",3.2800000000000002
NPL,chickens,industrial,eggs,By-products from cottonseed,0
NPL,chickens,industrial,eggs,By-products from rape (canola),0
NPL,chickens,industrial,eggs,By-products from soy,2.0500000000000003
NPL,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
NPL,chickens,industrial,eggs,Crop residues from sugarcane,0
NPL,chickens,industrial,eggs,Dry by-product from grain industries,0
NPL,chickens,industrial,eggs,FISHMEAL,4.1000000000000005
NPL,chickens,industrial,eggs,Fresh grass,0
NPL,chickens,industrial,eggs,Fruit from banana trees,0
NPL,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
NPL,chickens,industrial,eggs,Grains from maize (Zea mays),8.61
NPL,chickens,industrial,eggs,Grains from millet,0
NPL,chickens,industrial,eggs,Grains from rice,0
NPL,chickens,industrial,eggs,Grains from sorghum,0
NPL,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,19.68
NPL,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
NPL,chickens,industrial,eggs,Leguminous beans,0
NPL,chickens,industrial,eggs,Limestone,2.87
NPL,chickens,industrial,eggs,Molasses,0
NPL,chickens,industrial,eggs,Oil palm kernel expeller,0
NPL,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
NPL,chickens,industrial,eggs,RAPESEED,0
NPL,chickens,industrial,eggs,Residual plant material such as stems from banana,0
NPL,chickens,industrial,eggs,SOY OIL,0
NPL,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
NPL,chickens,industrial,eggs,Wet by-product from grain industries,0
PAK,chickens,industrial,eggs,Beans from soy,0
PAK,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",3.2800000000000002
PAK,chickens,industrial,eggs,By-products from cottonseed,0
PAK,chickens,industrial,eggs,By-products from rape (canola),0
PAK,chickens,industrial,eggs,By-products from soy,2.0500000000000003
PAK,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
PAK,chickens,industrial,eggs,Crop residues from sugarcane,0
PAK,chickens,industrial,eggs,Dry by-product from grain industries,0
PAK,chickens,industrial,eggs,FISHMEAL,4.1000000000000005
PAK,chickens,industrial,eggs,Fresh grass,0
PAK,chickens,industrial,eggs,Fruit from banana trees,0
PAK,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
PAK,chickens,industrial,eggs,Grains from maize (Zea mays),8.61
PAK,chickens,industrial,eggs,Grains from millet,0
PAK,chickens,industrial,eggs,Grains from rice,0
PAK,chickens,industrial,eggs,Grains from sorghum,0
PAK,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,19.68
PAK,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
PAK,chickens,industrial,eggs,Leguminous beans,0
PAK,chickens,industrial,eggs,Limestone,2.87
PAK,chickens,industrial,eggs,Molasses,0
PAK,chickens,industrial,eggs,Oil palm kernel expeller,0
PAK,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
PAK,chickens,industrial,eggs,RAPESEED,0
PAK,chickens,industrial,eggs,Residual plant material such as stems from banana,0
PAK,chickens,industrial,eggs,SOY OIL,0
PAK,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
PAK,chickens,industrial,eggs,Wet by-product from grain industries,0
LKA,chickens,industrial,eggs,Beans from soy,0
LKA,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",3.2800000000000002
LKA,chickens,industrial,eggs,By-products from cottonseed,0
LKA,chickens,industrial,eggs,By-products from rape (canola),0
LKA,chickens,industrial,eggs,By-products from soy,2.0500000000000003
LKA,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
LKA,chickens,industrial,eggs,Crop residues from sugarcane,0
LKA,chickens,industrial,eggs,Dry by-product from grain industries,0
LKA,chickens,industrial,eggs,FISHMEAL,4.1000000000000005
LKA,chickens,industrial,eggs,Fresh grass,0
LKA,chickens,industrial,eggs,Fruit from banana trees,0
LKA,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
LKA,chickens,industrial,eggs,Grains from maize (Zea mays),8.61
LKA,chickens,industrial,eggs,Grains from millet,0
LKA,chickens,industrial,eggs,Grains from rice,0
LKA,chickens,industrial,eggs,Grains from sorghum,0
LKA,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,19.68
LKA,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
LKA,chickens,industrial,eggs,Leguminous beans,0
LKA,chickens,industrial,eggs,Limestone,2.87
LKA,chickens,industrial,eggs,Molasses,0
LKA,chickens,industrial,eggs,Oil palm kernel expeller,0
LKA,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
LKA,chickens,industrial,eggs,RAPESEED,0
LKA,chickens,industrial,eggs,Residual plant material such as stems from banana,0
LKA,chickens,industrial,eggs,SOY OIL,0
LKA,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
LKA,chickens,industrial,eggs,Wet by-product from grain industries,0
ARM,chickens,industrial,eggs,Beans from soy,8.200000000000001
ARM,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",0
ARM,chickens,industrial,eggs,By-products from cottonseed,0
ARM,chickens,industrial,eggs,By-products from rape (canola),0
ARM,chickens,industrial,eggs,By-products from soy,0
ARM,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
ARM,chickens,industrial,eggs,Crop residues from sugarcane,0
ARM,chickens,industrial,eggs,Dry by-product from grain industries,0
ARM,chickens,industrial,eggs,FISHMEAL,0
ARM,chickens,industrial,eggs,Fresh grass,0
ARM,chickens,industrial,eggs,Fruit from banana trees,0
ARM,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
ARM,chickens,industrial,eggs,Grains from maize (Zea mays),13.120000000000001
ARM,chickens,industrial,eggs,Grains from millet,0
ARM,chickens,industrial,eggs,Grains from rice,0
ARM,chickens,industrial,eggs,Grains from sorghum,0
ARM,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,12.299999999999999
ARM,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
ARM,chickens,industrial,eggs,Leguminous beans,0
ARM,chickens,industrial,eggs,Limestone,2.87
ARM,chickens,industrial,eggs,Molasses,0
ARM,chickens,industrial,eggs,Oil palm kernel expeller,0
ARM,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
ARM,chickens,industrial,eggs,RAPESEED,4.1000000000000005
ARM,chickens,industrial,eggs,Residual plant material such as stems from banana,0
ARM,chickens,industrial,eggs,SOY OIL,0
ARM,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
ARM,chickens,industrial,eggs,Wet by-product from grain industries,0
AZE,chickens,industrial,eggs,Beans from soy,8.200000000000001
AZE,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",0
AZE,chickens,industrial,eggs,By-products from cottonseed,0
AZE,chickens,industrial,eggs,By-products from rape (canola),0
AZE,chickens,industrial,eggs,By-products from soy,0
AZE,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
AZE,chickens,industrial,eggs,Crop residues from sugarcane,0
AZE,chickens,industrial,eggs,Dry by-product from grain industries,0
AZE,chickens,industrial,eggs,FISHMEAL,0
AZE,chickens,industrial,eggs,Fresh grass,0
AZE,chickens,industrial,eggs,Fruit from banana trees,0
AZE,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
AZE,chickens,industrial,eggs,Grains from maize (Zea mays),13.120000000000001
AZE,chickens,industrial,eggs,Grains from millet,0
AZE,chickens,industrial,eggs,Grains from rice,0
AZE,chickens,industrial,eggs,Grains from sorghum,0
AZE,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,12.299999999999999
AZE,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
AZE,chickens,industrial,eggs,Leguminous beans,0
AZE,chickens,industrial,eggs,Limestone,2.87
AZE,chickens,industrial,eggs,Molasses,0
AZE,chickens,industrial,eggs,Oil palm kernel expeller,0
AZE,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
AZE,chickens,industrial,eggs,RAPESEED,4.1000000000000005
AZE,chickens,industrial,eggs,Residual plant material such as stems from banana,0
AZE,chickens,industrial,eggs,SOY OIL,0
AZE,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
AZE,chickens,industrial,eggs,Wet by-product from grain industries,0
BHR,chickens,industrial,eggs,Beans from soy,8.200000000000001
BHR,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",0
BHR,chickens,industrial,eggs,By-products from cottonseed,0
BHR,chickens,industrial,eggs,By-products from rape (canola),0
BHR,chickens,industrial,eggs,By-products from soy,0
BHR,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
BHR,chickens,industrial,eggs,Crop residues from sugarcane,0
BHR,chickens,industrial,eggs,Dry by-product from grain industries,0
BHR,chickens,industrial,eggs,FISHMEAL,0
BHR,chickens,industrial,eggs,Fresh grass,0
BHR,chickens,industrial,eggs,Fruit from banana trees,0
BHR,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
BHR,chickens,industrial,eggs,Grains from maize (Zea mays),13.120000000000001
BHR,chickens,industrial,eggs,Grains from millet,0
BHR,chickens,industrial,eggs,Grains from rice,0
BHR,chickens,industrial,eggs,Grains from sorghum,0
BHR,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,12.299999999999999
BHR,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
BHR,chickens,industrial,eggs,Leguminous beans,0
BHR,chickens,industrial,eggs,Limestone,2.87
BHR,chickens,industrial,eggs,Molasses,0
BHR,chickens,industrial,eggs,Oil palm kernel expeller,0
BHR,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
BHR,chickens,industrial,eggs,RAPESEED,4.1000000000000005
BHR,chickens,industrial,eggs,Residual plant material such as stems from banana,0
BHR,chickens,industrial,eggs,SOY OIL,0
BHR,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
BHR,chickens,industrial,eggs,Wet by-product from grain industries,0
CYP,chickens,industrial,eggs,Beans from soy,8.200000000000001
CYP,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",0
CYP,chickens,industrial,eggs,By-products from cottonseed,0
CYP,chickens,industrial,eggs,By-products from rape (canola),0
CYP,chickens,industrial,eggs,By-products from soy,0
CYP,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
CYP,chickens,industrial,eggs,Crop residues from sugarcane,0
CYP,chickens,industrial,eggs,Dry by-product from grain industries,0
CYP,chickens,industrial,eggs,FISHMEAL,0
CYP,chickens,industrial,eggs,Fresh grass,0
CYP,chickens,industrial,eggs,Fruit from banana trees,0
CYP,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
CYP,chickens,industrial,eggs,Grains from maize (Zea mays),13.120000000000001
CYP,chickens,industrial,eggs,Grains from millet,0
CYP,chickens,industrial,eggs,Grains from rice,0
CYP,chickens,industrial,eggs,Grains from sorghum,0
CYP,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,12.299999999999999
CYP,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
CYP,chickens,industrial,eggs,Leguminous beans,0
CYP,chickens,industrial,eggs,Limestone,2.87
CYP,chickens,industrial,eggs,Molasses,0
CYP,chickens,industrial,eggs,Oil palm kernel expeller,0
CYP,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
CYP,chickens,industrial,eggs,RAPESEED,4.1000000000000005
CYP,chickens,industrial,eggs,Residual plant material such as stems from banana,0
CYP,chickens,industrial,eggs,SOY OIL,0
CYP,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
CYP,chickens,industrial,eggs,Wet by-product from grain industries,0
GEO,chickens,industrial,eggs,Beans from soy,8.200000000000001
GEO,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",0
GEO,chickens,industrial,eggs,By-products from cottonseed,0
GEO,chickens,industrial,eggs,By-products from rape (canola),0
GEO,chickens,industrial,eggs,By-products from soy,0
GEO,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
GEO,chickens,industrial,eggs,Crop residues from sugarcane,0
GEO,chickens,industrial,eggs,Dry by-product from grain industries,0
GEO,chickens,industrial,eggs,FISHMEAL,0
GEO,chickens,industrial,eggs,Fresh grass,0
GEO,chickens,industrial,eggs,Fruit from banana trees,0
GEO,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
GEO,chickens,industrial,eggs,Grains from maize (Zea mays),13.120000000000001
GEO,chickens,industrial,eggs,Grains from millet,0
GEO,chickens,industrial,eggs,Grains from rice,0
GEO,chickens,industrial,eggs,Grains from sorghum,0
GEO,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,12.299999999999999
GEO,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
GEO,chickens,industrial,eggs,Leguminous beans,0
GEO,chickens,industrial,eggs,Limestone,2.87
GEO,chickens,industrial,eggs,Molasses,0
GEO,chickens,industrial,eggs,Oil palm kernel expeller,0
GEO,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
GEO,chickens,industrial,eggs,RAPESEED,4.1000000000000005
GEO,chickens,industrial,eggs,Residual plant material such as stems from banana,0
GEO,chickens,industrial,eggs,SOY OIL,0
GEO,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
GEO,chickens,industrial,eggs,Wet by-product from grain industries,0
IRQ,chickens,industrial,eggs,Beans from soy,8.200000000000001
IRQ,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",0
IRQ,chickens,industrial,eggs,By-products from cottonseed,0
IRQ,chickens,industrial,eggs,By-products from rape (canola),0
IRQ,chickens,industrial,eggs,By-products from soy,0
IRQ,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
IRQ,chickens,industrial,eggs,Crop residues from sugarcane,0
IRQ,chickens,industrial,eggs,Dry by-product from grain industries,0
IRQ,chickens,industrial,eggs,FISHMEAL,0
IRQ,chickens,industrial,eggs,Fresh grass,0
IRQ,chickens,industrial,eggs,Fruit from banana trees,0
IRQ,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
IRQ,chickens,industrial,eggs,Grains from maize (Zea mays),13.120000000000001
IRQ,chickens,industrial,eggs,Grains from millet,0
IRQ,chickens,industrial,eggs,Grains from rice,0
IRQ,chickens,industrial,eggs,Grains from sorghum,0
IRQ,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,12.299999999999999
IRQ,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
IRQ,chickens,industrial,eggs,Leguminous beans,0
IRQ,chickens,industrial,eggs,Limestone,2.87
IRQ,chickens,industrial,eggs,Molasses,0
IRQ,chickens,industrial,eggs,Oil palm kernel expeller,0
IRQ,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
IRQ,chickens,industrial,eggs,RAPESEED,4.1000000000000005
IRQ,chickens,industrial,eggs,Residual plant material such as stems from banana,0
IRQ,chickens,industrial,eggs,SOY OIL,0
IRQ,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
IRQ,chickens,industrial,eggs,Wet by-product from grain industries,0
ISR,chickens,industrial,eggs,Beans from soy,8.200000000000001
ISR,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",0
ISR,chickens,industrial,eggs,By-products from cottonseed,0
ISR,chickens,industrial,eggs,By-products from rape (canola),0
ISR,chickens,industrial,eggs,By-products from soy,0
ISR,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
ISR,chickens,industrial,eggs,Crop residues from sugarcane,0
ISR,chickens,industrial,eggs,Dry by-product from grain industries,0
ISR,chickens,industrial,eggs,FISHMEAL,0
ISR,chickens,industrial,eggs,Fresh grass,0
ISR,chickens,industrial,eggs,Fruit from banana trees,0
ISR,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
ISR,chickens,industrial,eggs,Grains from maize (Zea mays),13.120000000000001
ISR,chickens,industrial,eggs,Grains from millet,0
ISR,chickens,industrial,eggs,Grains from rice,0
ISR,chickens,industrial,eggs,Grains from sorghum,0
ISR,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,12.299999999999999
ISR,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
ISR,chickens,industrial,eggs,Leguminous beans,0
ISR,chickens,industrial,eggs,Limestone,2.87
ISR,chickens,industrial,eggs,Molasses,0
ISR,chickens,industrial,eggs,Oil palm kernel expeller,0
ISR,chickens,industrial,eggs,Pellets from cassava (Manihot esculenta) roots,0
ISR,chickens,industrial,eggs,RAPESEED,4.1000000000000005
ISR,chickens,industrial,eggs,Residual plant material such as stems from banana,0
ISR,chickens,industrial,eggs,SOY OIL,0
ISR,chickens,industrial,eggs,SYNTHETIC,0.41000000000000003
ISR,chickens,industrial,eggs,Wet by-product from grain industries,0
JOR,chickens,industrial,eggs,Beans from soy,8.200000000000001
JOR,chickens,industrial,eggs,"By-product from oil production other than soy, cottonse",0
JOR,chickens,industrial,eggs,By-products from cottonseed,0
JOR,chickens,industrial,eggs,By-products from rape (canola),0
JOR,chickens,industrial,eggs,By-products from soy,0
JOR,chickens,industrial,eggs,Crop residue from leguminous plants cultivation,0
JOR,chickens,industrial,eggs,Crop residues from sugarcane,0
JOR,chickens,industrial,eggs,Dry by-product from grain industries,0
JOR,chickens,industrial,eggs,FISHMEAL,0
JOR,chickens,industrial,eggs,Fresh grass,0
JOR,chickens,industrial,eggs,Fruit from banana trees,0
JOR,chickens,industrial,eggs,Grains from barley (Hordeum vulgare),0
JOR,chickens,industrial,eggs,Grains from maize (Zea mays),13.120000000000001
JOR,chickens,industrial,eggs,Grains from millet,0
JOR,chickens,industrial,eggs,Grains from rice,0
JOR,chickens,industrial,eggs,Grains from sorghum,0
JOR,chickens,industrial,eggs,Grains from wheat (Triticum aestivum).,12.299999999999999
JOR,chickens,industrial,eggs,Household food waste and other organic material used as feed,0
JOR,chickens,industrial,eggs,Leguminous beans,0
JOR,chickens,industrial,eggs,Limestone,2.87
JOR,chickens,industrial,eggs,Molasses,0
JOR,chickens,industrial,eggs,Oil palm kernel expeller,0
