iso3c,animal_system,tonnes_product
BDI,sheep_mixed_meat,45585.520553332215
BDI,sheep_mixed_milk,7680.529765684572
BEL,buffaloes_mixed_meat,0
BEL,buffaloes_mixed_milk,0
BEL,cows_feedlot_meat,0
BEL,cows_mixed_meat,3442032.544392477
BEL,cows_mixed_milk,977148.5807371683
BEL,goats_mixed_meat,1101.4816548075598
BEL,goats_mixed_milk,7774.0774236237585
BEL,sheep_mixed_meat,11250.423051867985
BEL,sheep_mixed_milk,0
BEN,buffaloes_mixed_meat,0
BEN,buffaloes_mixed_milk,0
BEN,cows_feedlot_meat,0
BEN,cows_mixed_meat,1616396.2873925224
BEN,cows_mixed_milk,470322.5108734418
BEN,goats_mixed_meat,233782.788394492
BEN,goats_mixed_milk,41249.88755053132
BEN,sheep_mixed_meat,100530.11332535523
BEN,sheep_mixed_milk,0
BES,buffaloes_mixed_meat,0
BES,buffaloes_mixed_milk,0
BES,cows_feedlot_meat,0
BES,cows_mixed_meat,281.32853304381683
BES,cows_mixed_milk,411.7638139091338
BES,goats_mixed_meat,1632.0512590409758
BES,goats_mixed_milk,287.4158862245346
BES,sheep_mixed_meat,1602.8326163461743
BES,sheep_mixed_milk,0
BFA,buffaloes_mixed_meat,0
BFA,buffaloes_mixed_milk,0
BFA,cows_feedlot_meat,0
BFA,cows_mixed_meat,4304768.514688634
BFA,cows_mixed_milk,810181.3459788427
BFA,goats_mixed_meat,635185.3744025255
BFA,goats_mixed_milk,136118.6458790374
BFA,sheep_mixed_meat,552260.1978316618
BFA,sheep_mixed_milk,92405.29429851197
BGD,buffaloes_mixed_meat,2162459.1321620326
BGD,buffaloes_mixed_milk,137846.5845461877
BGD,cows_feedlot_meat,0
BGD,cows_mixed_meat,27075545.974251196
BGD,cows_mixed_milk,5334921.792440888
BGD,goats_mixed_meat,3034617.2638177127
BGD,goats_mixed_milk,3220027.30788703
BGD,sheep_mixed_meat,163603.39232976
BGD,sheep_mixed_milk,58717.46446048577
BGR,buffaloes_mixed_meat,7209.089295149626
BGR,buffaloes_mixed_milk,12529.125948592507
BGR,cows_feedlot_meat,0
BGR,cows_mixed_meat,456365.3447684496
BGR,cows_mixed_milk,526134.9617925073
BGR,goats_mixed_meat,5178.557914844323
BGR,goats_mixed_milk,29958.972405923218
BGR,sheep_mixed_meat,44261.167241339645
BGR,sheep_mixed_milk,130962.36573018855
BHR,buffaloes_mixed_meat,0
BHR,buffaloes_mixed_milk,0
BHR,cows_feedlot_meat,0
BHR,cows_mixed_meat,3932.9877337164653
BHR,cows_mixed_milk,8269.942436430227
BHR,goats_mixed_meat,1832.1290161730626
BHR,goats_mixed_milk,300.03369583353293
BHR,sheep_mixed_meat,4824.511843960446
BHR,sheep_mixed_milk,160.41293827158097
BHS,buffaloes_mixed_meat,0
BHS,buffaloes_mixed_milk,0
BHS,cows_feedlot_meat,0
BHS,cows_mixed_meat,74.0633075388772
BHS,cows_mixed_milk,769.1417280549542
BHS,goats_mixed_meat,800.9822770054288
BHS,goats_mixed_milk,889.7837600659734
BHS,sheep_mixed_meat,848.1077781999518
BHS,sheep_mixed_milk,0
BIH,buffaloes_mixed_meat,0
BIH,buffaloes_mixed_milk,0
BIH,cows_feedlot_meat,0
BIH,cows_mixed_meat,357953.4463859904
BIH,cows_mixed_milk,409250.8288430058
BIH,goats_mixed_meat,8644.668526878728
BIH,goats_mixed_milk,0
BIH,sheep_mixed_meat,96596.12349041093
BIH,sheep_mixed_milk,28651.688381692325
BLM,buffaloes_mixed_meat,0
BLM,buffaloes_mixed_milk,0
BLM,cows_feedlot_meat,0
BLM,cows_mixed_meat,0
BLM,cows_mixed_milk,0
BLM,goats_mixed_meat,0
BLM,goats_mixed_milk,0
BLM,sheep_mixed_meat,0
BLM,sheep_mixed_milk,0
BLR,buffaloes_mixed_meat,0
BLR,buffaloes_mixed_milk,0
BLR,cows_feedlot_meat,0
BLR,cows_mixed_meat,4516586.658404484
BLR,cows_mixed_milk,2744028.53881313
BLR,goats_mixed_meat,4289.092483867158
BLR,goats_mixed_milk,7322.553452077661
BLR,sheep_mixed_meat,11861.280839385074
BLR,sheep_mixed_milk,0
BLZ,buffaloes_mixed_meat,0
BLZ,buffaloes_mixed_milk,0
BLZ,cows_feedlot_meat,0
BLZ,cows_mixed_meat,135572.13196938246
BLZ,cows_mixed_milk,12392.34957698752
BLZ,goats_mixed_meat,31.934194985508743
BLZ,goats_mixed_milk,0
BLZ,sheep_mixed_meat,3597.2134304440146
BLZ,sheep_mixed_milk,0
BMU,buffaloes_mixed_meat,0
BMU,buffaloes_mixed_milk,0
BMU,cows_feedlot_meat,0
BMU,cows_mixed_meat,0
BMU,cows_mixed_milk,0
BMU,goats_mixed_meat,0
BMU,goats_mixed_milk,0
BMU,sheep_mixed_meat,0
BMU,sheep_mixed_milk,0
BOL,buffaloes_mixed_meat,0
BOL,buffaloes_mixed_milk,0
BOL,cows_feedlot_meat,0
BOL,cows_mixed_meat,7640716.194579273
BOL,cows_mixed_milk,271898.5715249633
BOL,goats_mixed_meat,58811.35633379311
BOL,goats_mixed_milk,15723.861446510518
BOL,sheep_mixed_meat,257857.3204207267
BOL,sheep_mixed_milk,54328.52928631351
BRA,buffaloes_mixed_meat,1715797.4893233222
BRA,buffaloes_mixed_milk,0
BRA,cows_feedlot_meat,1567846.5283627114
BRA,cows_mixed_meat,156048691.2503534
BRA,cows_mixed_milk,16009837.06537219
BRA,goats_mixed_meat,560223.5284717977
BRA,goats_mixed_milk,432977.27369756595
BRA,sheep_mixed_meat,2055514.7820435725
BRA,sheep_mixed_milk,0
BRB,buffaloes_mixed_meat,0
BRB,buffaloes_mixed_milk,0
BRB,cows_feedlot_meat,0
BRB,cows_mixed_meat,13761.132575051286
BRB,cows_mixed_milk,5356.348230340797
BRB,goats_mixed_meat,939.1659123935212
BRB,goats_mixed_milk,0
BRB,sheep_mixed_meat,2575.2064908592815
BRB,sheep_mixed_milk,0
BRN,buffaloes_mixed_meat,4421.732029305112
BRN,buffaloes_mixed_milk,365.1907077734718
BRN,cows_feedlot_meat,0
BRN,cows_mixed_meat,957.5173808076963
BRN,cows_mixed_milk,142.3147222727365
BRN,goats_mixed_meat,1474.9552694215831
BRN,goats_mixed_milk,0
BRN,sheep_mixed_meat,737.6913182181997
BRN,sheep_mixed_milk,0
BTN,buffaloes_mixed_meat,311.3555671862335
BTN,buffaloes_mixed_milk,378.05040257212494
BTN,cows_feedlot_meat,0
BTN,cows_mixed_meat,176935.5394425929
BTN,cows_mixed_milk,149084.2903917202
BTN,goats_mixed_meat,4078.745306280991
BTN,goats_mixed_milk,0
BTN,sheep_mixed_meat,913.3603562368922
BTN,sheep_mixed_milk,0
BWA,buffaloes_mixed_meat,0
BWA,buffaloes_mixed_milk,0
BWA,cows_feedlot_meat,0
BWA,cows_mixed_meat,439997.43993006117
BWA,cows_mixed_milk,94280.25129805796
BWA,goats_mixed_meat,83147.92985540698
BWA,goats_mixed_milk,7440.84373671685
BWA,sheep_mixed_meat,17919.60009114915
BWA,sheep_mixed_milk,0
CAF,buffaloes_mixed_meat,0
CAF,buffaloes_mixed_milk,0
CAF,cows_feedlot_meat,0
CAF,cows_mixed_meat,4618492.92236462
CAF,cows_mixed_milk,451215.4002572605
CAF,goats_mixed_meat,713155.8207375909
CAF,goats_mixed_milk,0
CAF,sheep_mixed_meat,53666.19965878886
CAF,sheep_mixed_milk,0
CAN,buffaloes_mixed_meat,0
CAN,buffaloes_mixed_milk,0
CAN,cows_feedlot_meat,1115129.4940216336
CAN,cows_mixed_meat,23465025.019531347
CAN,cows_mixed_milk,2958131.588196857
CAN,goats_mixed_meat,6796.221562314815
CAN,goats_mixed_milk,0
CAN,sheep_mixed_meat,226901.49897394722
CAN,sheep_mixed_milk,0
CCK,buffaloes_mixed_meat,0
CCK,buffaloes_mixed_milk,0
CCK,cows_feedlot_meat,0
CCK,cows_mixed_meat,0
CCK,cows_mixed_milk,0
CCK,goats_mixed_meat,0
CCK,goats_mixed_milk,0
CCK,sheep_mixed_meat,0
CCK,sheep_mixed_milk,0
CHE,buffaloes_mixed_meat,0
CHE,buffaloes_mixed_milk,0
CHE,cows_feedlot_meat,0
CHE,cows_mixed_meat,1270694.5647838344
CHE,cows_mixed_milk,982521.9730755992
CHE,goats_mixed_meat,4447.174489732336
CHE,goats_mixed_milk,5817.073807757953
CHE,sheep_mixed_meat,46487.26573516568
CHE,sheep_mixed_milk,2010.7695184042773
CHL,buffaloes_mixed_meat,0
CHL,buffaloes_mixed_milk,0
CHL,cows_feedlot_meat,0
CHL,cows_mixed_meat,1741682.108339871
CHL,cows_mixed_milk,639654.1635164673
CHL,goats_mixed_meat,15350.945631491046
CHL,goats_mixed_milk,17706.513815889208
CHL,sheep_mixed_meat,291679.7626649724
CHL,sheep_mixed_milk,0
CHN,buffaloes_mixed_meat,17330922.025520116
CHN,buffaloes_mixed_milk,4727469.77217833
CHN,cows_feedlot_meat,6186615.840009646
CHN,cows_mixed_meat,48762568.494599104
CHN,cows_mixed_milk,14839101.082925607
CHN,goats_mixed_meat,9204370.962923221
CHN,goats_mixed_milk,95111.6626360953
CHN,sheep_mixed_meat,6070424.712290483
CHN,sheep_mixed_milk,2063948.923227471
CIV,buffaloes_mixed_meat,0
CIV,buffaloes_mixed_milk,0
CIV,cows_feedlot_meat,0
CIV,cows_mixed_meat,562051.8970210484
CIV,cows_mixed_milk,117015.05963418464
CIV,goats_mixed_meat,67395.74787471218
CIV,goats_mixed_milk,0
CIV,sheep_mixed_meat,107013.17769741589
CIV,sheep_mixed_milk,0
CMR,buffaloes_mixed_meat,0
CMR,buffaloes_mixed_milk,0
CMR,cows_feedlot_meat,0
CMR,cows_mixed_meat,5380020.038935527
CMR,cows_mixed_milk,385955.0621748863
CMR,goats_mixed_meat,425593.26426434744
CMR,goats_mixed_milk,108846.92072260618
CMR,sheep_mixed_meat,353286.08236893715
CMR,sheep_mixed_milk,127404.2157481566
COD,buffaloes_mixed_meat,0
COD,buffaloes_mixed_milk,0
COD,cows_feedlot_meat,0
COD,cows_mixed_meat,902143.2359335164
COD,cows_mixed_milk,9676.747223528537
COD,goats_mixed_meat,432412.7714308916
COD,goats_mixed_milk,0
COD,sheep_mixed_meat,118792.9963659641
COD,sheep_mixed_milk,0
COG,buffaloes_mixed_meat,0
COG,buffaloes_mixed_milk,0
COG,cows_feedlot_meat,0
COG,cows_mixed_meat,159504.61436043307
COG,cows_mixed_milk,2036.825723450168
COG,goats_mixed_meat,17222.388322414034
COG,goats_mixed_milk,0
COG,sheep_mixed_meat,13429.281402898989
COG,sheep_mixed_milk,0
COK,buffaloes_mixed_meat,0
COK,buffaloes_mixed_milk,0
COK,cows_feedlot_meat,0
COK,cows_mixed_meat,0
COK,cows_mixed_milk,0
COK,goats_mixed_meat,0
COK,goats_mixed_milk,0
COK,sheep_mixed_meat,0
COK,sheep_mixed_milk,0
COL,buffaloes_mixed_meat,181374.5877653947
COL,buffaloes_mixed_milk,0
COL,cows_feedlot_meat,0
COL,cows_mixed_meat,7729250.094762416
COL,cows_mixed_milk,4295332.1349750655
COL,goats_mixed_meat,15754.470243434651
COL,goats_mixed_milk,0
COL,sheep_mixed_meat,35277.16310595921
COL,sheep_mixed_milk,0
COM,buffaloes_mixed_meat,0
COM,buffaloes_mixed_milk,0
COM,cows_feedlot_meat,0
COM,cows_mixed_meat,56632.60641679881
COM,cows_mixed_milk,14572.899759675121
COM,goats_mixed_meat,23141.932518607417
COM,goats_mixed_milk,0
COM,sheep_mixed_meat,5173.31948825304
COM,sheep_mixed_milk,0
CPV,buffaloes_mixed_meat,0
CPV,buffaloes_mixed_milk,0
CPV,cows_feedlot_meat,0
CPV,cows_mixed_meat,29382.634314128823
CPV,cows_mixed_milk,11202.069843852114
CPV,goats_mixed_meat,7251.670225673906
CPV,goats_mixed_milk,10042.575313633384
CPV,sheep_mixed_meat,2336.194643562584
CPV,sheep_mixed_milk,0
CRI,buffaloes_mixed_meat,0
CRI,buffaloes_mixed_milk,0
CRI,cows_feedlot_meat,0
CRI,cows_mixed_meat,519295.0046016873
CRI,cows_mixed_milk,1050731.9070115425
CRI,goats_mixed_meat,642.0133353740987
CRI,goats_mixed_milk,95.49764947243055
CRI,sheep_mixed_meat,564.8135374897762
CRI,sheep_mixed_milk,0
CUB,buffaloes_mixed_meat,0
CUB,buffaloes_mixed_milk,0
CUB,cows_feedlot_meat,0
CUB,cows_mixed_meat,3290085.115005894
CUB,cows_mixed_milk,348889.11796954245
CUB,goats_mixed_meat,96187.37997683625
CUB,goats_mixed_milk,1429.3866937966732
CUB,sheep_mixed_meat,170314.73665195264
CUB,sheep_mixed_milk,0
CUW,buffaloes_mixed_meat,0
CUW,buffaloes_mixed_milk,0
CUW,cows_feedlot_meat,0
CUW,cows_mixed_meat,34.919256453281164
CUW,cows_mixed_milk,37.64032065118044
CUW,goats_mixed_meat,917.2531342526988
CUW,goats_mixed_milk,161.53482987316661
CUW,sheep_mixed_meat,1021.389477663998
CUW,sheep_mixed_milk,0
CXR,buffaloes_mixed_meat,13.610280508361303
CXR,buffaloes_mixed_milk,0
CXR,cows_feedlot_meat,0
CXR,cows_mixed_meat,300.2182755011113
CXR,cows_mixed_milk,394.9574499420713
CXR,goats_mixed_meat,368.8370132723034
CXR,goats_mixed_milk,0
CXR,sheep_mixed_meat,75.26700284572061
CXR,sheep_mixed_milk,0
CYM,buffaloes_mixed_meat,0
CYM,buffaloes_mixed_milk,0
CYM,cows_feedlot_meat,0
CYM,cows_mixed_meat,0
CYM,cows_mixed_milk,0
CYM,goats_mixed_meat,0
CYM,goats_mixed_milk,0
CYM,sheep_mixed_meat,0
CYM,sheep_mixed_milk,0
CYP,buffaloes_mixed_meat,0
CYP,buffaloes_mixed_milk,0
CYP,cows_feedlot_meat,0
CYP,cows_mixed_meat,67635.28024422335
CYP,cows_mixed_milk,69102.84613005204
CYP,goats_mixed_meat,19152.995797478492
CYP,goats_mixed_milk,39337.33154379081
CYP,sheep_mixed_meat,22927.63202790189
CYP,sheep_mixed_milk,51287.85378737119
CZE,buffaloes_mixed_meat,0
CZE,buffaloes_mixed_milk,0
CZE,cows_feedlot_meat,0
CZE,cows_mixed_meat,1949094.1219623499
CZE,cows_mixed_milk,794426.6045697829
CZE,goats_mixed_meat,1604.2121762126415
CZE,goats_mixed_milk,4110.576087938219
CZE,sheep_mixed_meat,18910.13309813108
CZE,sheep_mixed_milk,12318.581491270732
DEU,buffaloes_mixed_meat,14058.224424249156
DEU,buffaloes_mixed_milk,0
DEU,cows_feedlot_meat,0
DEU,cows_mixed_meat,13928194.653263342
DEU,cows_mixed_milk,8281349.270805389
DEU,goats_mixed_meat,12972.558108283936
DEU,goats_mixed_milk,9647.639154341057
DEU,sheep_mixed_meat,259160.9938111481
DEU,sheep_mixed_milk,0
DJI,buffaloes_mixed_meat,0
DJI,buffaloes_mixed_milk,0
DJI,cows_feedlot_meat,0
DJI,cows_mixed_meat,54176.65967828392
DJI,cows_mixed_milk,5684.9053285797845
DJI,goats_mixed_meat,13494.77107393376
DJI,goats_mixed_milk,0
DJI,sheep_mixed_meat,12989.320111898089
DJI,sheep_mixed_milk,0
DMA,buffaloes_mixed_meat,0
DMA,buffaloes_mixed_milk,0
DMA,cows_feedlot_meat,0
DMA,cows_mixed_meat,7001.4512102630715
DMA,cows_mixed_milk,8470.38124651373
DMA,goats_mixed_meat,1041.0263139168226
DMA,goats_mixed_milk,0
DMA,sheep_mixed_meat,1055.0088175294832
DMA,sheep_mixed_milk,0
DNK,buffaloes_mixed_meat,0
DNK,buffaloes_mixed_milk,0
DNK,cows_feedlot_meat,0
DNK,cows_mixed_meat,1528060.3362908901
DNK,cows_mixed_milk,1223601.4615516302
DNK,goats_mixed_meat,0
DNK,goats_mixed_milk,0
DNK,sheep_mixed_meat,24972.52546506904
DNK,sheep_mixed_milk,0
DOM,buffaloes_mixed_meat,0
DOM,buffaloes_mixed_milk,0
DOM,cows_feedlot_meat,0
DOM,cows_mixed_meat,2223973.623499019
DOM,cows_mixed_milk,530556.6797557233
DOM,goats_mixed_meat,19920.09280205427
DOM,goats_mixed_milk,0
DOM,sheep_mixed_meat,31813.178024581764
DOM,sheep_mixed_milk,0
DZA,buffaloes_mixed_meat,0
DZA,buffaloes_mixed_milk,0
DZA,cows_feedlot_meat,0
DZA,cows_mixed_meat,588332.1803803085
DZA,cows_mixed_milk,955242.2281801302
DZA,goats_mixed_meat,96777.1321690809
DZA,goats_mixed_milk,175666.0517205182
DZA,sheep_mixed_meat,588590.8445332192
DZA,sheep_mixed_milk,953999.871345273
ECU,buffaloes_mixed_meat,0
ECU,buffaloes_mixed_milk,0
ECU,cows_feedlot_meat,0
ECU,cows_mixed_meat,2447844.936663567
ECU,cows_mixed_milk,1176979.893488327
ECU,goats_mixed_meat,72.45332920543242
ECU,goats_mixed_milk,1974.499100785809
ECU,sheep_mixed_meat,14885.842767770242
ECU,sheep_mixed_milk,7609.390269423429
EGY,buffaloes_mixed_meat,1946438.8534113837
EGY,buffaloes_mixed_milk,2134799.273846295
EGY,cows_feedlot_meat,0
EGY,cows_mixed_meat,1803422.7619197597
EGY,cows_mixed_milk,1460616.5488816744
EGY,goats_mixed_meat,210946.62389319454
EGY,goats_mixed_milk,95284.65088497048
EGY,sheep_mixed_meat,388927.01599037484
EGY,sheep_mixed_milk,234780.46075980758
ERI,buffaloes_mixed_meat,0
ERI,buffaloes_mixed_milk,0
ERI,cows_feedlot_meat,0
ERI,cows_mixed_meat,289719.3235501246
ERI,cows_mixed_milk,162795.64712745443
ERI,goats_mixed_meat,47353.91704203113
ERI,goats_mixed_milk,5501.553648284575
ERI,sheep_mixed_meat,73212.85550535582
ERI,sheep_mixed_milk,8120.994505293145
ESH,buffaloes_mixed_meat,0
ESH,buffaloes_mixed_milk,0
ESH,cows_feedlot_meat,0
ESH,cows_mixed_meat,685.3030489981119
ESH,cows_mixed_milk,557.110838765671
ESH,goats_mixed_meat,23905.215292717345
ESH,goats_mixed_milk,3771.1963783641936
ESH,sheep_mixed_meat,2676.7072357170737
ESH,sheep_mixed_milk,4643.512359139852
ESP,buffaloes_mixed_meat,0
ESP,buffaloes_mixed_milk,0
ESP,cows_feedlot_meat,18682.082544708777
ESP,cows_mixed_meat,8992406.548055558
ESP,cows_mixed_milk,1620454.5094862825
ESP,goats_mixed_meat,228426.52069736368
ESP,goats_mixed_milk,202354.76256572167
ESP,sheep_mixed_meat,1566896.5121105122
ESP,sheep_mixed_milk,248721.00094484107
EST,buffaloes_mixed_meat,0
EST,buffaloes_mixed_milk,0
EST,cows_feedlot_meat,0
EST,cows_mixed_meat,252207.22610498953
EST,cows_mixed_milk,167580.6296350601
EST,goats_mixed_meat,583.813149322837
EST,goats_mixed_milk,494.76567663984105
EST,sheep_mixed_meat,15200.882986925295
EST,sheep_mixed_milk,0
ETH,buffaloes_mixed_meat,0
ETH,buffaloes_mixed_milk,0
ETH,cows_feedlot_meat,0
ETH,cows_mixed_meat,26403786.341060866
ETH,cows_mixed_milk,7053946.578946892
ETH,goats_mixed_meat,2199777.6398798297
ETH,goats_mixed_milk,88629.62409830991
ETH,sheep_mixed_meat,2452527.319241728
ETH,sheep_mixed_milk,230051.02448510093
FIN,buffaloes_mixed_meat,0
FIN,buffaloes_mixed_milk,0
FIN,cows_feedlot_meat,0
FIN,cows_mixed_meat,1265973.5175510056
FIN,cows_mixed_milk,597969.4965805099
FIN,goats_mixed_meat,1089.2649672861173
FIN,goats_mixed_milk,0
FIN,sheep_mixed_meat,30339.521212517688
FIN,sheep_mixed_milk,0
FJI,buffaloes_mixed_meat,0
FJI,buffaloes_mixed_milk,0
FJI,cows_feedlot_meat,0
FJI,cows_mixed_meat,45622.30958266982
FJI,cows_mixed_milk,9415.690896968656
FJI,goats_mixed_meat,30380.87238546631
FJI,goats_mixed_milk,0
FJI,sheep_mixed_meat,3715.7238818433866
FJI,sheep_mixed_milk,0
FLK,buffaloes_mixed_meat,0
FLK,buffaloes_mixed_milk,0
FLK,cows_feedlot_meat,0
FLK,cows_mixed_meat,5023.57188757446
FLK,cows_mixed_milk,4134.307098632995
FLK,goats_mixed_meat,25.0612164531367
FLK,goats_mixed_milk,3.5977792496112246
FLK,sheep_mixed_meat,158266.52135675566
FLK,sheep_mixed_milk,0
FRA,buffaloes_mixed_meat,0
FRA,buffaloes_mixed_milk,0
FRA,cows_feedlot_meat,0
FRA,cows_mixed_meat,22408424.854913026
FRA,cows_mixed_milk,6124259.328026006
FRA,goats_mixed_meat,37687.69679668743
FRA,goats_mixed_milk,147038.22819630147
FRA,sheep_mixed_meat,716065.2115673404
FRA,sheep_mixed_milk,149805.308386998
FRO,buffaloes_mixed_meat,0
FRO,buffaloes_mixed_milk,0
FRO,cows_feedlot_meat,0
FRO,cows_mixed_meat,653.1181107616884
FRO,cows_mixed_milk,388.9830593076075
FRO,goats_mixed_meat,0
FRO,goats_mixed_milk,0
FRO,sheep_mixed_meat,4660.3698952794975
FRO,sheep_mixed_milk,0
FSM,buffaloes_mixed_meat,0
FSM,buffaloes_mixed_milk,0
FSM,cows_feedlot_meat,0
FSM,cows_mixed_meat,0
FSM,cows_mixed_milk,0
FSM,goats_mixed_meat,0
FSM,goats_mixed_milk,0
FSM,sheep_mixed_meat,0
FSM,sheep_mixed_milk,0
GAB,buffaloes_mixed_meat,0
GAB,buffaloes_mixed_milk,0
GAB,cows_feedlot_meat,0
GAB,cows_mixed_meat,17198.176055071417
GAB,cows_mixed_milk,8229.787736204993
GAB,goats_mixed_meat,9038.206406908199
GAB,goats_mixed_milk,0
GAB,sheep_mixed_meat,27890.98658721809
GAB,sheep_mixed_milk,0
GBR,buffaloes_mixed_meat,0
GBR,buffaloes_mixed_milk,0
GBR,cows_feedlot_meat,0
GBR,cows_mixed_meat,6907488.278632898
GBR,cows_mixed_milk,2292057.1241342924
GBR,goats_mixed_meat,11666.048870057572
GBR,goats_mixed_milk,0
