SPAM_super,iso3c_producing,human_feed_prop
ocer,LBY,1
ocer,LCA,1
ocer,LIE,1
ocer,LKA,1
ocer,LSO,0.10917244073629939
ocer,LTU,0.08322969884234321
ocer,LUX,0.06044022490009682
ocer,LVA,0.08346015748946323
ocer,MAC,1
ocer,MAF,1
ocer,MAR,0
ocer,MCO,1
ocer,MDA,0.0021685916612907974
ocer,MDG,1
ocer,MDV,1
ocer,MEX,0
ocer,MHL,1
ocer,MKD,0
ocer,MLI,0.10945957145115859
ocer,MLT,1
ocer,MMR,0
ocer,MNE,0
ocer,MNG,0.07899287569437918
ocer,MNP,1
ocer,MOZ,0.11015843759328547
ocer,MRT,0.11012538959194706
ocer,MSR,1
ocer,MTQ,1
ocer,MUS,1
ocer,MWI,0.11012538959194706
ocer,MYS,1
ocer,MYT,1
ocer,"NAM",0
ocer,NCL,1
ocer,NER,0.11012538959194706
ocer,NFK,1
ocer,NGA,0
ocer,NIC,1
ocer,NIU,1
ocer,NLD,0
ocer,NOR,0.08329894594915555
ocer,NPL,0
ocer,NRU,1
ocer,NZL,0
ocer,OMN,0.11012538959194706
ocer,PAK,1
ocer,PAN,1
ocer,PCN,1
ocer,PER,0
ocer,PHL,1
ocer,PLW,1
ocer,PNG,1
ocer,POL,0.09976907793924783
ocer,PRI,1
ocer,PRK,0.057653375204709034
ocer,PRT,0.042674389999458384
ocer,PRY,0
ocer,PSE,1
ocer,PYF,1
ocer,QAT,0.11012538959194695
ocer,REU,1
ocer,ROU,0.06494364106946704
ocer,RUS,0.09066045117663524
ocer,RWA,0
ocer,SAU,1
ocer,SDN,1
ocer,SEN,0.10179644739231342
ocer,SGP,1
ocer,SHN,1
ocer,SJM,1
ocer,SLB,1
ocer,SLE,0
ocer,SLV,1
ocer,SMR,1
ocer,SOM,1
ocer,SPM,1
ocer,SRB,0.07493571664252441
ocer,SSD,1
ocer,STP,1
ocer,SUR,1
ocer,SVK,0.07198094551609424
ocer,SVN,0
ocer,SWE,0.07521866184845183
ocer,SWZ,1
ocer,SXM,1
ocer,SYC,1
ocer,SYR,0.1068177415298438
ocer,TCA,1
ocer,TCD,0.11012538959194706
ocer,TGO,0
ocer,THA,0
ocer,TJK,0.11012538959194706
ocer,TKL,1
ocer,TKM,0.11012538959194718
ocer,TLS,1
ocer,TON,1
ocer,TTO,1
ocer,TUN,0.11002717401272744
ocer,TUR,0
ocer,TUV,1
ocer,TWN,0
ocer,TZA,0
ocer,UGA,1
ocer,UKR,0.01302711227926201
ocer,URY,0
ocer,USA,0
ocer,UZB,0.11012538959194695
ocer,VCT,1
ocer,VEN,1
ocer,VGB,1
ocer,VIR,1
ocer,VNM,0
ocer,VUT,1
ocer,WLF,1
ocer,WSM,1
ocer,XKO,0.11012538959194718
ocer,XMI,1
ocer,YEM,1
ocer,ZAF,0
ocer,ZMB,1
ocer,ZWE,0
oilp,ABW,1
oilp,AFG,1
oilp,AGO,0
oilp,AIA,1
oilp,ALA,1
oilp,ALB,1
oilp,AND,1
oilp,ARE,1
oilp,ARG,1
oilp,ARM,1
oilp,ASM,1
oilp,ATG,1
oilp,AUS,1
oilp,AUT,1
oilp,AZE,1
oilp,BDI,0.1709102380015155
oilp,BEL,1
oilp,BEN,0.2955742841411475
oilp,BES,1
oilp,BFA,1
oilp,BGD,1
oilp,BGR,1
oilp,BHR,1
oilp,BHS,1
oilp,BIH,1
oilp,BLM,1
oilp,BLR,1
oilp,BLZ,1
oilp,BMU,1
oilp,BOL,1
oilp,BRA,0
oilp,BRB,1
oilp,BRN,0.6699465611296345
oilp,BTN,1
oilp,BWA,1
oilp,CAF,0
oilp,CAN,1
oilp,CCK,1
oilp,CHE,1
oilp,CHL,1
oilp,CHN,0
oilp,CIV,0.3585170675095717
oilp,CMR,0.5719379945953682
oilp,COD,0.6625503705063617
oilp,COG,0.5853149409604375
oilp,COK,1
oilp,COL,0
oilp,COM,1
oilp,CPV,1
oilp,CRI,0.5461179896273706
oilp,CUB,1
oilp,CUW,1
oilp,CXR,1
oilp,CYM,1
oilp,CYP,1
oilp,CZE,1
oilp,DEU,1
oilp,DJI,1
oilp,DMA,1
oilp,DNK,1
oilp,DOM,0
oilp,DZA,1
oilp,ECU,0.4480614970203083
oilp,EGY,1
oilp,ERI,1
oilp,ESH,1
oilp,ESP,1
oilp,EST,1
oilp,ETH,1
oilp,FIN,1
oilp,FJI,1
oilp,FLK,1
oilp,FRA,1
oilp,FRO,1
oilp,FSM,1
oilp,GAB,0.6163940537716155
oilp,GBR,1
oilp,GEO,1
oilp,GGY,1
oilp,GHA,0.5568202849113094
oilp,GIB,1
oilp,GIN,0.5777934144254346
oilp,GLP,1
oilp,GMB,0.2189581727525831
oilp,GNB,0.3126667788764428
oilp,GNQ,0.6889480053019574
oilp,GRC,1
oilp,GRD,1
oilp,GRL,1
oilp,GTM,0.4769058779239339
oilp,GUF,1
oilp,GUM,1
oilp,GUY,1
oilp,HKG,1
oilp,HND,0.5356912449449089
oilp,HRV,1
oilp,HTI,1
oilp,HUN,1
oilp,IDN,0.2675944043388562
oilp,IMN,1
oilp,IND,1
oilp,IOT,1
oilp,IRL,1
oilp,IRN,1
oilp,IRQ,1
oilp,ISL,1
oilp,ISR,1
oilp,ITA,1
oilp,JAM,1
oilp,JEY,1
oilp,JOR,1
oilp,JPN,1
oilp,KAZ,1
oilp,KEN,1
oilp,KGZ,1
oilp,KHM,1
oilp,KIR,1
oilp,KNA,1
oilp,KOR,1
oilp,KWT,1
oilp,LAO,0.6889480053019574
oilp,LBN,1
oilp,LBR,0.6561585617525918
oilp,LBY,1
oilp,LCA,1
oilp,LIE,1
oilp,LKA,1
oilp,LSO,1
oilp,LTU,1
oilp,LUX,1
oilp,LVA,1
oilp,MAC,1
oilp,MAF,1
oilp,MAR,1
oilp,MCO,1
oilp,MDA,1
oilp,MDG,0
oilp,MDV,1
oilp,MEX,0
oilp,MHL,1
oilp,MKD,1
oilp,MLI,0
oilp,MLT,1
oilp,MMR,0.6936849119590528
oilp,MNE,1
oilp,MNG,1
oilp,MNP,1
oilp,MOZ,1
oilp,MRT,1
oilp,MSR,1
oilp,MTQ,1
oilp,MUS,1
oilp,MWI,0.6889480053019574
oilp,MYS,0.4829348271935707
oilp,MYT,1
oilp,"NAM",1
oilp,NCL,1
oilp,NER,1
oilp,NFK,1
oilp,NGA,0.621428078047614
oilp,NIC,0
oilp,NIU,1
oilp,NLD,1
oilp,NOR,1
oilp,NPL,1
oilp,NRU,1
oilp,NZL,1
oilp,OMN,1
oilp,PAK,1
oilp,PAN,0
oilp,PCN,1
oilp,PER,0
oilp,PHL,0
oilp,PLW,1
oilp,PNG,0.47736162329374143
oilp,POL,1
oilp,PRI,1
oilp,PRK,1
oilp,PRT,1
oilp,PRY,0
oilp,PSE,1
oilp,PYF,1
oilp,QAT,1
oilp,REU,1
oilp,ROU,1
oilp,RUS,1
oilp,RWA,1
oilp,SAU,1
oilp,SDN,1
oilp,SEN,0
oilp,SGP,1
oilp,SHN,1
oilp,SJM,1
oilp,SLB,0.6306100664100855
oilp,SLE,0.5361108896084502
oilp,SLV,1
oilp,SMR,1
oilp,SOM,1
oilp,SPM,1
oilp,SRB,1
oilp,SSD,1
oilp,STP,0.6826889308780946
oilp,SUR,0.19739554891531697
oilp,SVK,1
oilp,SVN,1
oilp,SWE,1
oilp,SWZ,1
oilp,SXM,1
oilp,SYC,1
oilp,SYR,1
oilp,TCA,1
oilp,TCD,1
oilp,TGO,0
oilp,THA,0.6186176484760522
oilp,TJK,1
oilp,TKL,1
oilp,TKM,1
oilp,TLS,1
oilp,TON,1
oilp,TTO,1
oilp,TUN,1
oilp,TUR,1
oilp,TUV,1
oilp,TWN,1
oilp,TZA,0
oilp,UGA,1
oilp,UKR,1
oilp,URY,1
oilp,USA,1
oilp,UZB,1
oilp,VCT,1
oilp,VEN,0
oilp,VGB,1
oilp,VIR,1
oilp,VNM,1
oilp,VUT,1
oilp,WLF,1
oilp,WSM,1
oilp,XKO,1
oilp,XMI,1
oilp,YEM,1
oilp,ZAF,1
oilp,ZMB,1
oilp,ZWE,1
orts,ABW,1
orts,AFG,1
orts,AGO,1
orts,AIA,1
orts,ALA,1
orts,ALB,1
orts,AND,1
orts,ARE,1
orts,ARG,1
orts,ARM,1
orts,ASM,1
orts,ATG,1
orts,AUS,1
orts,AUT,1
orts,AZE,1
orts,BDI,1
orts,BEL,1
orts,BEN,1
orts,BES,1
orts,BFA,1
orts,BGD,1
orts,BGR,1
orts,BHR,1
orts,BHS,1
orts,BIH,1
orts,BLM,1
orts,BLR,1
orts,BLZ,1
orts,BMU,1
orts,BOL,1
orts,BRA,1
orts,BRB,1
orts,BRN,1
