Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GP","Manure left on Pasture","2","Afghanistan","5111","Stocks","960","Cattle, dairy","2017","2017","Head","3388888","F","FAO estimate"
"GP","Manure left on Pasture","2","Afghanistan","72380","Manure left on pasture (N content)","960","Cattle, dairy","2017","2017","kg","83934389.4428","Fc","Calculated data"
"GP","Manure left on Pasture","2","Afghanistan","723802","Manure left on pasture that leaches (N content)","960","Cattle, dairy","2017","2017","kg","25180316.8328","Fc","Calculated data"
"GP","Manure left on Pasture","2","Afghanistan","723801","Manure left on pasture that volatilises (N content)","960","Cattle, dairy","2017","2017","kg","16786877.8886","Fc","Calculated data"
"GP","Manure left on Pasture","2","Afghanistan","5111","Stocks","961","Cattle, non-dairy","2017","2017","Head","1588112","F","FAO estimate"
"GP","Manure left on Pasture","2","Afghanistan","72380","Manure left on pasture (N content)","961","Cattle, non-dairy","2017","2017","kg","10514468.7023","Fc","Calculated data"
"GP","Manure left on Pasture","2","Afghanistan","723802","Manure left on pasture that leaches (N content)","961","Cattle, non-dairy","2017","2017","kg","3154340.6107","Fc","Calculated data"
"GP","Manure left on Pasture","2","Afghanistan","723801","Manure left on pasture that volatilises (N content)","961","Cattle, non-dairy","2017","2017","kg","2102893.7405","Fc","Calculated data"
"GP","Manure left on Pasture","2","Afghanistan","5111","Stocks","1053","Chickens, broilers","2017","2017","Head","2885000","F","FAO estimate"
"GP","Manure left on Pasture","2","Afghanistan","72380","Manure left on pasture (N content)","1053","Chickens, broilers","2017","2017","kg","463910.1638","Fc","Calculated data"
"GP","Manure left on Pasture","2","Afghanistan","723802","Manure left on pasture that leaches (N content)","1053","Chickens, broilers","2017","2017","kg","139173.0491","Fc","Calculated data"
"GP","Manure left on Pasture","2","Afghanistan","723801","Manure left on pasture that volatilises (N content)","1053","Chickens, broilers","2017","2017","kg","92782.0328","Fc","Calculated data"
"GP","Manure left on Pasture","2","Afghanistan","5111","Stocks","1052","Chickens, layers","2017","2017","Head","10688000","F","FAO estimate"
"GP","Manure left on Pasture","2","Afghanistan","72380","Manure left on pasture (N content)","1052","Chickens, layers","2017","2017","kg","2562333.6384","Fc","Calculated data"
"GP","Manure left on Pasture","2","Afghanistan","723802","Manure left on pasture that leaches (N content)","1052","Chickens, layers","2017","2017","kg","768700.0915","Fc","Calculated data"
"GP","Manure left on Pasture","2","Afghanistan","723801","Manure left on pasture that volatilises (N content)","1052","Chickens, layers","2017","2017","kg","512466.7277","Fc","Calculated data"
"GP","Manure left on Pasture","2","Afghanistan","5111","Stocks","1016","Goats","2017","2017","Head","7598000","","Official data"
"GP","Manure left on Pasture","2","Afghanistan","72380","Manure left on pasture (N content)","1016","Goats","2017","2017","kg","108282327.15","Fc","Calculated data"
