Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GM","Manure Management","2","Afghanistan","5111","Stocks","960","Cattle, dairy","2017","2017","Head","3388888","F","FAO estimate"
"GM","Manure Management","2","Afghanistan","72246","Implied emission factor for CH4 (Manure management)","960","Cattle, dairy","2017","2017","kg CH4/head","5","Fc","Calculated data"
"GM","Manure Management","2","Afghanistan","72256","Emissions (CH4) (Manure management)","960","Cattle, dairy","2017","2017","gigagrams","16.9444","Fc","Calculated data"
"GM","Manure Management","2","Afghanistan","72446","Emissions (CO2eq) from CH4 (Manure management)","960","Cattle, dairy","2017","2017","gigagrams","355.8332","Fc","Calculated data"
"GM","Manure Management","2","Afghanistan","5111","Stocks","961","Cattle, non-dairy","2017","2017","Head","1588112","F","FAO estimate"
"GM","Manure Management","2","Afghanistan","72246","Implied emission factor for CH4 (Manure management)","961","Cattle, non-dairy","2017","2017","kg CH4/head","2","Fc","Calculated data"
"GM","Manure Management","2","Afghanistan","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2017","2017","gigagrams","3.1762","Fc","Calculated data"
"GM","Manure Management","2","Afghanistan","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2017","2017","gigagrams","66.7007","Fc","Calculated data"
"GM","Manure Management","2","Afghanistan","5111","Stocks","1053","Chickens, broilers","2017","2017","Head","2885000","F","FAO estimate"
"GM","Manure Management","2","Afghanistan","72246","Implied emission factor for CH4 (Manure management)","1053","Chickens, broilers","2017","2017","kg CH4/head","0.01","Fc","Calculated data"
"GM","Manure Management","2","Afghanistan","72256","Emissions (CH4) (Manure management)","1053","Chickens, broilers","2017","2017","gigagrams","0.0289","Fc","Calculated data"
"GM","Manure Management","2","Afghanistan","72446","Emissions (CO2eq) from CH4 (Manure management)","1053","Chickens, broilers","2017","2017","gigagrams","0.6058","Fc","Calculated data"
"GM","Manure Management","2","Afghanistan","5111","Stocks","1052","Chickens, layers","2017","2017","Head","10688000","F","FAO estimate"
"GM","Manure Management","2","Afghanistan","72246","Implied emission factor for CH4 (Manure management)","1052","Chickens, layers","2017","2017","kg CH4/head","0.01","Fc","Calculated data"
"GM","Manure Management","2","Afghanistan","72256","Emissions (CH4) (Manure management)","1052","Chickens, layers","2017","2017","gigagrams","0.1069","Fc","Calculated data"
