Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"GY","Synthetic Fertilizers","2","Afghanistan","72303","Emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","2.9312","Fc","Calculated data",""
"GY","Synthetic Fertilizers","2","Afghanistan","72313","Emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","908.6579","Fc","Calculated data",""
"GY","Synthetic Fertilizers","3","Albania","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","39184915","E","Expert sources from FAO (including other divisions)",""
"GY","Synthetic Fertilizers","3","Albania","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","11755474.5","Fc","Calculated data",""
"GY","Synthetic Fertilizers","3","Albania","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","3918491.5","Fc","Calculated data",""
"GY","Synthetic Fertilizers","3","Albania","72293","Implied emission factor for N2O (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","kg N2O-N/kg N","0.0132","Fc","Calculated data",""
"GY","Synthetic Fertilizers","3","Albania","72343","Direct emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.6158","Fc","Calculated data",""
"GY","Synthetic Fertilizers","3","Albania","72353","Direct emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","190.8865","Fc","Calculated data",""
"GY","Synthetic Fertilizers","3","Albania","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.1385","Fc","Calculated data",""
"GY","Synthetic Fertilizers","3","Albania","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.0616","Fc","Calculated data",""
"GY","Synthetic Fertilizers","3","Albania","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.2001","Fc","Calculated data",""
"GY","Synthetic Fertilizers","3","Albania","72373","Indirect emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","62.0381","Fc","Calculated data",""
"GY","Synthetic Fertilizers","3","Albania","72303","Emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.8159","Fc","Calculated data",""
"GY","Synthetic Fertilizers","3","Albania","72313","Emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","252.9246","Fc","Calculated data",""
"GY","Synthetic Fertilizers","4","Algeria","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","70200000","Fm","Manual Estimation",""
"GY","Synthetic Fertilizers","4","Algeria","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","21060000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","4","Algeria","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","7020000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","4","Algeria","72293","Implied emission factor for N2O (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","kg N2O-N/kg N","0.0133","Fc","Calculated data",""
"GY","Synthetic Fertilizers","4","Algeria","72343","Direct emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","1.1031","Fc","Calculated data",""
"GY","Synthetic Fertilizers","4","Algeria","72353","Direct emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","341.9743","Fc","Calculated data",""
"GY","Synthetic Fertilizers","4","Algeria","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.2482","Fc","Calculated data",""
"GY","Synthetic Fertilizers","4","Algeria","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.1103","Fc","Calculated data",""
"GY","Synthetic Fertilizers","4","Algeria","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.3585","Fc","Calculated data",""
"GY","Synthetic Fertilizers","4","Algeria","72373","Indirect emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","111.1416","Fc","Calculated data",""
"GY","Synthetic Fertilizers","4","Algeria","72303","Emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","1.4617","Fc","Calculated data",""
"GY","Synthetic Fertilizers","4","Algeria","72313","Emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","453.1159","Fc","Calculated data",""
"GY","Synthetic Fertilizers","7","Angola","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","26714794.4","Fb","Data obtained as a balance",""
"GY","Synthetic Fertilizers","7","Angola","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","8014438.32","Fc","Calculated data",""
"GY","Synthetic Fertilizers","7","Angola","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","2671479.44","Fc","Calculated data",""
"GY","Synthetic Fertilizers","7","Angola","72293","Implied emission factor for N2O (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","kg N2O-N/kg N","0.0132","Fc","Calculated data",""
"GY","Synthetic Fertilizers","7","Angola","72343","Direct emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.4198","Fc","Calculated data",""
"GY","Synthetic Fertilizers","7","Angola","72353","Direct emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","130.1392","Fc","Calculated data",""
"GY","Synthetic Fertilizers","7","Angola","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.0945","Fc","Calculated data",""
"GY","Synthetic Fertilizers","7","Angola","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.042","Fc","Calculated data",""
"GY","Synthetic Fertilizers","7","Angola","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.1364","Fc","Calculated data",""
"GY","Synthetic Fertilizers","7","Angola","72373","Indirect emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","42.2952","Fc","Calculated data",""
"GY","Synthetic Fertilizers","7","Angola","72303","Emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.5562","Fc","Calculated data",""
"GY","Synthetic Fertilizers","7","Angola","72313","Emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","172.4345","Fc","Calculated data",""
"GY","Synthetic Fertilizers","8","Antigua and Barbuda","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","8983.2","Fb","Data obtained as a balance",""
"GY","Synthetic Fertilizers","8","Antigua and Barbuda","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","2694.96","Fc","Calculated data",""
"GY","Synthetic Fertilizers","8","Antigua and Barbuda","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","898.32","Fc","Calculated data",""
"GY","Synthetic Fertilizers","8","Antigua and Barbuda","72293","Implied emission factor for N2O (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","kg N2O-N/kg N","0.0132","Fc","Calculated data",""
"GY","Synthetic Fertilizers","8","Antigua and Barbuda","72343","Direct emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.0001","Fc","Calculated data",""
"GY","Synthetic Fertilizers","8","Antigua and Barbuda","72353","Direct emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.0438","Fc","Calculated data",""
"GY","Synthetic Fertilizers","8","Antigua and Barbuda","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0","Fc","Calculated data",""
"GY","Synthetic Fertilizers","8","Antigua and Barbuda","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0","Fc","Calculated data",""
"GY","Synthetic Fertilizers","8","Antigua and Barbuda","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0","Fc","Calculated data",""
"GY","Synthetic Fertilizers","8","Antigua and Barbuda","72373","Indirect emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.0142","Fc","Calculated data",""
"GY","Synthetic Fertilizers","8","Antigua and Barbuda","72303","Emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.0002","Fc","Calculated data",""
"GY","Synthetic Fertilizers","8","Antigua and Barbuda","72313","Emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.058","Fc","Calculated data",""
"GY","Synthetic Fertilizers","9","Argentina","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","975843080","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GY","Synthetic Fertilizers","9","Argentina","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","292752924","Fc","Calculated data",""
"GY","Synthetic Fertilizers","9","Argentina","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","97584308","Fc","Calculated data",""
"GY","Synthetic Fertilizers","9","Argentina","72293","Implied emission factor for N2O (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","kg N2O-N/kg N","0.0133","Fc","Calculated data",""
"GY","Synthetic Fertilizers","9","Argentina","72343","Direct emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","15.3347","Fc","Calculated data",""
"GY","Synthetic Fertilizers","9","Argentina","72353","Direct emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","4753.7499","Fc","Calculated data",""
"GY","Synthetic Fertilizers","9","Argentina","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","3.4503","Fc","Calculated data",""
"GY","Synthetic Fertilizers","9","Argentina","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","1.5335","Fc","Calculated data",""
"GY","Synthetic Fertilizers","9","Argentina","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","4.9838","Fc","Calculated data",""
"GY","Synthetic Fertilizers","9","Argentina","72373","Indirect emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","1544.9687","Fc","Calculated data",""
"GY","Synthetic Fertilizers","9","Argentina","72303","Emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","20.3184","Fc","Calculated data",""
"GY","Synthetic Fertilizers","9","Argentina","72313","Emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","6298.7186","Fc","Calculated data",""
"GY","Synthetic Fertilizers","1","Armenia","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","90106300","W","Data reported on country official publications or web sites (Official) or trade country files",""
"GY","Synthetic Fertilizers","1","Armenia","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","27031890","Fc","Calculated data",""
"GY","Synthetic Fertilizers","1","Armenia","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","9010630","Fc","Calculated data",""
"GY","Synthetic Fertilizers","1","Armenia","72293","Implied emission factor for N2O (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","kg N2O-N/kg N","0.0133","Fc","Calculated data",""
"GY","Synthetic Fertilizers","1","Armenia","72343","Direct emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","1.416","Fc","Calculated data",""
"GY","Synthetic Fertilizers","1","Armenia","72353","Direct emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","438.9464","Fc","Calculated data",""
"GY","Synthetic Fertilizers","1","Armenia","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.3186","Fc","Calculated data",""
"GY","Synthetic Fertilizers","1","Armenia","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.1416","Fc","Calculated data",""
"GY","Synthetic Fertilizers","1","Armenia","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.4602","Fc","Calculated data",""
"GY","Synthetic Fertilizers","1","Armenia","72373","Indirect emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","142.6576","Fc","Calculated data",""
"GY","Synthetic Fertilizers","1","Armenia","72303","Emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","1.8761","Fc","Calculated data",""
"GY","Synthetic Fertilizers","1","Armenia","72313","Emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","581.604","Fc","Calculated data",""
"GY","Synthetic Fertilizers","10","Australia","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","1493809000","W","Data reported on country official publications or web sites (Official) or trade country files",""
"GY","Synthetic Fertilizers","10","Australia","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","448142700","Fc","Calculated data",""
"GY","Synthetic Fertilizers","10","Australia","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","149380900","Fc","Calculated data",""
"GY","Synthetic Fertilizers","10","Australia","72293","Implied emission factor for N2O (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","kg N2O-N/kg N","0.0133","Fc","Calculated data",""
"GY","Synthetic Fertilizers","10","Australia","72343","Direct emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","23.4741","Fc","Calculated data",""
"GY","Synthetic Fertilizers","10","Australia","72353","Direct emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","7276.9838","Fc","Calculated data",""
"GY","Synthetic Fertilizers","10","Australia","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","5.2817","Fc","Calculated data",""
"GY","Synthetic Fertilizers","10","Australia","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","2.3474","Fc","Calculated data",""
"GY","Synthetic Fertilizers","10","Australia","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","7.6291","Fc","Calculated data",""
"GY","Synthetic Fertilizers","10","Australia","72373","Indirect emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","2365.0197","Fc","Calculated data",""
"GY","Synthetic Fertilizers","10","Australia","72303","Emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","31.1032","Fc","Calculated data",""
"GY","Synthetic Fertilizers","10","Australia","72313","Emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","9642.0036","Fc","Calculated data",""
"GY","Synthetic Fertilizers","11","Austria","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","114347000","*","Unofficial figure",""
"GY","Synthetic Fertilizers","11","Austria","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","34304100","Fc","Calculated data",""
"GY","Synthetic Fertilizers","11","Austria","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","11434700","Fc","Calculated data",""
"GY","Synthetic Fertilizers","11","Austria","72293","Implied emission factor for N2O (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","kg N2O-N/kg N","0.0132","Fc","Calculated data",""
"GY","Synthetic Fertilizers","11","Austria","72343","Direct emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","1.7969","Fc","Calculated data",""
"GY","Synthetic Fertilizers","11","Austria","72353","Direct emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","557.0332","Fc","Calculated data",""
"GY","Synthetic Fertilizers","11","Austria","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.4043","Fc","Calculated data",""
"GY","Synthetic Fertilizers","11","Austria","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.1797","Fc","Calculated data",""
"GY","Synthetic Fertilizers","11","Austria","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.584","Fc","Calculated data",""
"GY","Synthetic Fertilizers","11","Austria","72373","Indirect emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","181.0358","Fc","Calculated data",""
"GY","Synthetic Fertilizers","11","Austria","72303","Emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","2.3809","Fc","Calculated data",""
"GY","Synthetic Fertilizers","11","Austria","72313","Emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","738.069","Fc","Calculated data",""
"GY","Synthetic Fertilizers","52","Azerbaijan","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","71689000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","52","Azerbaijan","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","21506700","Fc","Calculated data",""
"GY","Synthetic Fertilizers","52","Azerbaijan","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","7168900","Fc","Calculated data",""
"GY","Synthetic Fertilizers","52","Azerbaijan","72293","Implied emission factor for N2O (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","kg N2O-N/kg N","0.0132","Fc","Calculated data",""
"GY","Synthetic Fertilizers","52","Azerbaijan","72343","Direct emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","1.1265","Fc","Calculated data",""
"GY","Synthetic Fertilizers","52","Azerbaijan","72353","Direct emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","349.2278","Fc","Calculated data",""
"GY","Synthetic Fertilizers","52","Azerbaijan","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.2535","Fc","Calculated data",""
"GY","Synthetic Fertilizers","52","Azerbaijan","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.1127","Fc","Calculated data",""
"GY","Synthetic Fertilizers","52","Azerbaijan","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.3661","Fc","Calculated data",""
"GY","Synthetic Fertilizers","52","Azerbaijan","72373","Indirect emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","113.499","Fc","Calculated data",""
"GY","Synthetic Fertilizers","52","Azerbaijan","72303","Emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","1.4927","Fc","Calculated data",""
"GY","Synthetic Fertilizers","52","Azerbaijan","72313","Emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","462.7269","Fc","Calculated data",""
"GY","Synthetic Fertilizers","12","Bahamas","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","662963.4","Fb","Data obtained as a balance",""
"GY","Synthetic Fertilizers","12","Bahamas","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","198889.02","Fc","Calculated data",""
"GY","Synthetic Fertilizers","12","Bahamas","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","66296.34","Fc","Calculated data",""
"GY","Synthetic Fertilizers","12","Bahamas","72293","Implied emission factor for N2O (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","kg N2O-N/kg N","0.0133","Fc","Calculated data",""
"GY","Synthetic Fertilizers","12","Bahamas","72343","Direct emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.0104","Fc","Calculated data",""
"GY","Synthetic Fertilizers","12","Bahamas","72353","Direct emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","3.2296","Fc","Calculated data",""
"GY","Synthetic Fertilizers","12","Bahamas","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.0023","Fc","Calculated data",""
"GY","Synthetic Fertilizers","12","Bahamas","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.001","Fc","Calculated data",""
"GY","Synthetic Fertilizers","12","Bahamas","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.0034","Fc","Calculated data",""
"GY","Synthetic Fertilizers","12","Bahamas","72373","Indirect emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","1.0496","Fc","Calculated data",""
"GY","Synthetic Fertilizers","12","Bahamas","72303","Emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.0138","Fc","Calculated data",""
"GY","Synthetic Fertilizers","12","Bahamas","72313","Emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","4.2792","Fc","Calculated data",""
"GY","Synthetic Fertilizers","13","Bahrain","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","156386.1","E","Expert sources from FAO (including other divisions)",""
"GY","Synthetic Fertilizers","13","Bahrain","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","46915.83","Fc","Calculated data",""
"GY","Synthetic Fertilizers","13","Bahrain","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2017","2017","kg of nutrients","15638.61","Fc","Calculated data",""
"GY","Synthetic Fertilizers","13","Bahrain","72293","Implied emission factor for N2O (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","kg N2O-N/kg N","0.0133","Fc","Calculated data",""
"GY","Synthetic Fertilizers","13","Bahrain","72343","Direct emissions (N2O) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.0025","Fc","Calculated data",""
"GY","Synthetic Fertilizers","13","Bahrain","72353","Direct emissions (CO2eq) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.7618","Fc","Calculated data",""
"GY","Synthetic Fertilizers","13","Bahrain","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.0006","Fc","Calculated data",""
"GY","Synthetic Fertilizers","13","Bahrain","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3102","Nutrient nitrogen N (total)","2017","2017","gigagrams","0.0002","Fc","Calculated data",""
