iso3c,head_count,water_consumption,full_name,gleam_prod_system,gleam_product,gleam_livestock
ABW,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
AFG,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
AGO,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
AIA,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
ALA,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
AND,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
ARE,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
ARG,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
ARM,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
ASM,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
ATG,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
AUS,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
AUT,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
AZE,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BDI,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BEL,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BEN,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BES,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BFA,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BHR,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BHS,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BIH,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BLM,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BLR,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BLZ,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BMU,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BOL,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BRA,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BRB,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
BWA,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CAF,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CAN,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CCK,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CHE,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CHL,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CIV,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CMR,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
COD,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
COG,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
COK,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
COL,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
COM,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CPV,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CRI,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CUB,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CUW,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CXR,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CYM,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CYP,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
CZE,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
DEU,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
DJI,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
DMA,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
DNK,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
DOM,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
DZA,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
ECU,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
EGY,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
ERI,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
ESH,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
ESP,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
EST,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
ETH,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
FIN,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
FJI,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
FLK,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
FRA,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
FRO,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
FSM,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GAB,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GBR,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GGY,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GHA,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GIB,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GIN,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GLP,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GMB,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GNB,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GNQ,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GRD,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GRL,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GTM,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GUF,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GUM,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
GUY,0,0,buffaloes_grassland_milk,grassland,milk,buffaloes
