iso3c,head_count,water_consumption,full_name,gleam_prod_system,gleam_product,gleam_livestock
AIA,0,0,cows_grassland_meat,grassland,meat,cows
BES,0,0,cows_grassland_meat,grassland,meat,cows
BHR,0,0,cows_grassland_meat,grassland,meat,cows
BLM,0,0,cows_grassland_meat,grassland,meat,cows
BMU,0,0,cows_grassland_meat,grassland,meat,cows
CCK,0,0,cows_grassland_meat,grassland,meat,cows
COK,0,0,cows_grassland_meat,grassland,meat,cows
CUW,0,0,cows_grassland_meat,grassland,meat,cows
CYM,0,0,cows_grassland_meat,grassland,meat,cows
EGY,0,0,cows_grassland_meat,grassland,meat,cows
FLK,0,0,cows_grassland_meat,grassland,meat,cows
FSM,0,0,cows_grassland_meat,grassland,meat,cows
GGY,0,0,cows_grassland_meat,grassland,meat,cows
GIB,0,0,cows_grassland_meat,grassland,meat,cows
GRL,0,0,cows_grassland_meat,grassland,meat,cows
GUM,0,0,cows_grassland_meat,grassland,meat,cows
IOT,0,0,cows_grassland_meat,grassland,meat,cows
KIR,0,0,cows_grassland_meat,grassland,meat,cows
MAC,0,0,cows_grassland_meat,grassland,meat,cows
MAF,0,0,cows_grassland_meat,grassland,meat,cows
MCO,0,0,cows_grassland_meat,grassland,meat,cows
MDV,0,0,cows_grassland_meat,grassland,meat,cows
MHL,0,0,cows_grassland_meat,grassland,meat,cows
MLT,0,0,cows_grassland_meat,grassland,meat,cows
MNP,0,0,cows_grassland_meat,grassland,meat,cows
MUS,0,0,cows_grassland_meat,grassland,meat,cows
MYT,0,0,cows_grassland_meat,grassland,meat,cows
NFK,0,0,cows_grassland_meat,grassland,meat,cows
NIU,0,0,cows_grassland_meat,grassland,meat,cows
NRU,0,0,cows_grassland_meat,grassland,meat,cows
PCN,0,0,cows_grassland_meat,grassland,meat,cows
PLW,0,0,cows_grassland_meat,grassland,meat,cows
PYF,0,0,cows_grassland_meat,grassland,meat,cows
SGP,0,0,cows_grassland_meat,grassland,meat,cows
SHN,0,0,cows_grassland_meat,grassland,meat,cows
SJM,0,0,cows_grassland_meat,grassland,meat,cows
SXM,0,0,cows_grassland_meat,grassland,meat,cows
SYC,0,0,cows_grassland_meat,grassland,meat,cows
TCA,0,0,cows_grassland_meat,grassland,meat,cows
TKL,0,0,cows_grassland_meat,grassland,meat,cows
TUV,0,0,cows_grassland_meat,grassland,meat,cows
VGB,0,0,cows_grassland_meat,grassland,meat,cows
WLF,0,0,cows_grassland_meat,grassland,meat,cows
ASM,3.7306242540486676e-15,5.3999652788292954e-14,cows_grassland_meat,grassland,meat,cows
TON,1.2254163875087254e-13,1.6370578257815407e-12,cows_grassland_meat,grassland,meat,cows
