iso3c,head_count,water_consumption,full_name,gleam_prod_system,gleam_product,gleam_livestock
AIA,0,0,sheep_mixed_meat,mixed,meat,sheep
ASM,0,0,sheep_mixed_meat,mixed,meat,sheep
BLM,0,0,sheep_mixed_meat,mixed,meat,sheep
BMU,0,0,sheep_mixed_meat,mixed,meat,sheep
CCK,0,0,sheep_mixed_meat,mixed,meat,sheep
COK,0,0,sheep_mixed_meat,mixed,meat,sheep
CYM,0,0,sheep_mixed_meat,mixed,meat,sheep
FSM,0,0,sheep_mixed_meat,mixed,meat,sheep
GGY,0,0,sheep_mixed_meat,mixed,meat,sheep
GIB,0,0,sheep_mixed_meat,mixed,meat,sheep
GUM,0,0,sheep_mixed_meat,mixed,meat,sheep
IOT,0,0,sheep_mixed_meat,mixed,meat,sheep
KHM,0,0,sheep_mixed_meat,mixed,meat,sheep
KIR,0,0,sheep_mixed_meat,mixed,meat,sheep
LAO,0,0,sheep_mixed_meat,mixed,meat,sheep
MAC,0,0,sheep_mixed_meat,mixed,meat,sheep
MCO,0,0,sheep_mixed_meat,mixed,meat,sheep
MDV,0,0,sheep_mixed_meat,mixed,meat,sheep
MHL,0,0,sheep_mixed_meat,mixed,meat,sheep
MNP,0,0,sheep_mixed_meat,mixed,meat,sheep
NFK,0,0,sheep_mixed_meat,mixed,meat,sheep
NIU,0,0,sheep_mixed_meat,mixed,meat,sheep
NRU,0,0,sheep_mixed_meat,mixed,meat,sheep
PAN,0,0,sheep_mixed_meat,mixed,meat,sheep
PCN,0,0,sheep_mixed_meat,mixed,meat,sheep
PLW,0,0,sheep_mixed_meat,mixed,meat,sheep
PYF,0,0,sheep_mixed_meat,mixed,meat,sheep
SGP,0,0,sheep_mixed_meat,mixed,meat,sheep
SHN,0,0,sheep_mixed_meat,mixed,meat,sheep
SLB,0,0,sheep_mixed_meat,mixed,meat,sheep
SXM,0,0,sheep_mixed_meat,mixed,meat,sheep
SYC,0,0,sheep_mixed_meat,mixed,meat,sheep
TKL,0,0,sheep_mixed_meat,mixed,meat,sheep
TON,0,0,sheep_mixed_meat,mixed,meat,sheep
TUV,0,0,sheep_mixed_meat,mixed,meat,sheep
VGB,0,0,sheep_mixed_meat,mixed,meat,sheep
VNM,0,0,sheep_mixed_meat,mixed,meat,sheep
VUT,0,0,sheep_mixed_meat,mixed,meat,sheep
WLF,0,0,sheep_mixed_meat,mixed,meat,sheep
WSM,7.961014456466671,21.212123019255444,sheep_mixed_meat,mixed,meat,sheep
