iso3c,head_count,water_consumption,full_name,gleam_prod_system,gleam_product,gleam_livestock
ABW,0,0,pigs_intermediate_meat,intermediate,meat,pigs
AIA,0,0,pigs_intermediate_meat,intermediate,meat,pigs
AND,0,0,pigs_intermediate_meat,intermediate,meat,pigs
ARE,0,0,pigs_intermediate_meat,intermediate,meat,pigs
ATG,0,0,pigs_intermediate_meat,intermediate,meat,pigs
AUS,0,0,pigs_intermediate_meat,intermediate,meat,pigs
BHR,0,0,pigs_intermediate_meat,intermediate,meat,pigs
BHS,0,0,pigs_intermediate_meat,intermediate,meat,pigs
BLM,0,0,pigs_intermediate_meat,intermediate,meat,pigs
BRB,0,0,pigs_intermediate_meat,intermediate,meat,pigs
CCK,0,0,pigs_intermediate_meat,intermediate,meat,pigs
CHL,0,0,pigs_intermediate_meat,intermediate,meat,pigs
COM,0,0,pigs_intermediate_meat,intermediate,meat,pigs
CUW,0,0,pigs_intermediate_meat,intermediate,meat,pigs
CXR,0,0,pigs_intermediate_meat,intermediate,meat,pigs
DJI,0,0,pigs_intermediate_meat,intermediate,meat,pigs
ERI,0,0,pigs_intermediate_meat,intermediate,meat,pigs
ESH,0,0,pigs_intermediate_meat,intermediate,meat,pigs
FLK,0,0,pigs_intermediate_meat,intermediate,meat,pigs
FRO,0,0,pigs_intermediate_meat,intermediate,meat,pigs
FSM,0,0,pigs_intermediate_meat,intermediate,meat,pigs
GGY,0,0,pigs_intermediate_meat,intermediate,meat,pigs
GIB,0,0,pigs_intermediate_meat,intermediate,meat,pigs
GNQ,0,0,pigs_intermediate_meat,intermediate,meat,pigs
GRL,0,0,pigs_intermediate_meat,intermediate,meat,pigs
GUM,0,0,pigs_intermediate_meat,intermediate,meat,pigs
IMN,0,0,pigs_intermediate_meat,intermediate,meat,pigs
IOT,0,0,pigs_intermediate_meat,intermediate,meat,pigs
ISL,0,0,pigs_intermediate_meat,intermediate,meat,pigs
JEY,0,0,pigs_intermediate_meat,intermediate,meat,pigs
JOR,0,0,pigs_intermediate_meat,intermediate,meat,pigs
JPN,0,0,pigs_intermediate_meat,intermediate,meat,pigs
KWT,0,0,pigs_intermediate_meat,intermediate,meat,pigs
LBY,0,0,pigs_intermediate_meat,intermediate,meat,pigs
LIE,0,0,pigs_intermediate_meat,intermediate,meat,pigs
MAC,0,0,pigs_intermediate_meat,intermediate,meat,pigs
