iso3c,head_count,water_consumption,full_name,gleam_prod_system,gleam_product,gleam_livestock
ABW,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
AFG,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
AGO,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
AIA,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
ALA,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
AND,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
ARE,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
ARG,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
ARM,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
ASM,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
ATG,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
AUS,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
AUT,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
AZE,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BDI,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BEL,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BEN,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BES,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BFA,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BHR,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BHS,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BIH,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BLM,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BLR,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BLZ,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BMU,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BOL,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BRA,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BRB,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
BWA,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CAF,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CAN,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CCK,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CHE,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CHL,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CIV,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CMR,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
COD,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
COG,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
COK,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
COL,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
COM,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CPV,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CRI,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CUB,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CUW,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CXR,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CYM,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CYP,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
CZE,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
DEU,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
DJI,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
DMA,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
DNK,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
DOM,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
DZA,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
ECU,0,0,buffaloes_mixed_milk,mixed,milk,buffaloes
