iso3c,head_count,water_consumption,full_name,gleam_prod_system,gleam_product,gleam_livestock
ABW,0,0,chickens_industrial_meat,industrial,meat,chickens
BLM,0,0,chickens_industrial_meat,industrial,meat,chickens
BMU,0,0,chickens_industrial_meat,industrial,meat,chickens
CCK,0,0,chickens_industrial_meat,industrial,meat,chickens
COK,0,0,chickens_industrial_meat,industrial,meat,chickens
CXR,0,0,chickens_industrial_meat,industrial,meat,chickens
ESH,0,0,chickens_industrial_meat,industrial,meat,chickens
FRO,0,0,chickens_industrial_meat,industrial,meat,chickens
FSM,0,0,chickens_industrial_meat,industrial,meat,chickens
GGY,0,0,chickens_industrial_meat,industrial,meat,chickens
GIB,0,0,chickens_industrial_meat,industrial,meat,chickens
GRL,0,0,chickens_industrial_meat,industrial,meat,chickens
GUF,0,0,chickens_industrial_meat,industrial,meat,chickens
IOT,0,0,chickens_industrial_meat,industrial,meat,chickens
ISL,0,0,chickens_industrial_meat,industrial,meat,chickens
KIR,0,0,chickens_industrial_meat,industrial,meat,chickens
LIE,0,0,chickens_industrial_meat,industrial,meat,chickens
MCO,0,0,chickens_industrial_meat,industrial,meat,chickens
MDV,0,0,chickens_industrial_meat,industrial,meat,chickens
MHL,0,0,chickens_industrial_meat,industrial,meat,chickens
MNP,0,0,chickens_industrial_meat,industrial,meat,chickens
NIU,0,0,chickens_industrial_meat,industrial,meat,chickens
NRU,0,0,chickens_industrial_meat,industrial,meat,chickens
PCN,0,0,chickens_industrial_meat,industrial,meat,chickens
PYF,0,0,chickens_industrial_meat,industrial,meat,chickens
SHN,3358.472246894463,0,chickens_industrial_meat,industrial,meat,chickens
SJM,0,0,chickens_industrial_meat,industrial,meat,chickens
SPM,0,0,chickens_industrial_meat,industrial,meat,chickens
SXM,0,0,chickens_industrial_meat,industrial,meat,chickens
SYC,0,0,chickens_industrial_meat,industrial,meat,chickens
TCA,0,0,chickens_industrial_meat,industrial,meat,chickens
TKL,0,0,chickens_industrial_meat,industrial,meat,chickens
TUV,0,0,chickens_industrial_meat,industrial,meat,chickens
VIR,0,0,chickens_industrial_meat,industrial,meat,chickens
WLF,0,0,chickens_industrial_meat,industrial,meat,chickens
XMI,0,0,chickens_industrial_meat,industrial,meat,chickens
AND,1004.523543115082,77.22444968041329,chickens_industrial_meat,industrial,meat,chickens
PLW,835.9733995140348,93.30310994315818,chickens_industrial_meat,industrial,meat,chickens
FLK,2974.6104006540877,234.44396519715266,chickens_industrial_meat,industrial,meat,chickens
CYM,4900,536.4150647009991,chickens_industrial_meat,industrial,meat,chickens
ALA,10800.580212400131,829.4276919294888,chickens_industrial_meat,industrial,meat,chickens
JEY,11987.875106363506,903.4311680374296,chickens_industrial_meat,industrial,meat,chickens
IMN,13574.946150217931,1040.3900103918977,chickens_industrial_meat,industrial,meat,chickens
LUX,14909.999999926924,1133.4035795931927,chickens_industrial_meat,industrial,meat,chickens
PRK,15966.79725518257,1249.3819000838112,chickens_industrial_meat,industrial,meat,chickens
MSR,19000,1942.0388216922738,chickens_industrial_meat,industrial,meat,chickens
MYT,20544.237030033546,2028.8946547639466,chickens_industrial_meat,industrial,meat,chickens
LSO,40521.95557364121,3059.7123224875654,chickens_industrial_meat,industrial,meat,chickens
ASM,31000,3243.6772399818037,chickens_industrial_meat,industrial,meat,chickens
DJI,29406.177094393526,3668.9445767297025,chickens_industrial_meat,industrial,meat,chickens
ERI,37371.03272624458,3687.402298682229,chickens_industrial_meat,industrial,meat,chickens
KNA,46769.71259016629,4553.336280494483,chickens_industrial_meat,industrial,meat,chickens
MAF,43599.6039094063,4622.987100908802,chickens_industrial_meat,industrial,meat,chickens
SLB,46111.74898357794,4784.288628094846,chickens_industrial_meat,industrial,meat,chickens
STP,68116.83663345796,5898.833401026487,chickens_industrial_meat,industrial,meat,chickens
BTN,75998.24966542724,6198.62357484797,chickens_industrial_meat,industrial,meat,chickens
CUW,64542.0754149956,7405.04534675059,chickens_industrial_meat,industrial,meat,chickens
TCD,67568.34036811136,7782.377710738223,chickens_industrial_meat,industrial,meat,chickens
COM,94080.00059509941,7914.717810145035,chickens_industrial_meat,industrial,meat,chickens
MNE,117949.83412251635,9138.412156987044,chickens_industrial_meat,industrial,meat,chickens
AFG,112438.26387471965,9857.442230974728,chickens_industrial_meat,industrial,meat,chickens
ATG,94502.44850603593,10104.354838038777,chickens_industrial_meat,industrial,meat,chickens
BES,90000,10467.687027012056,chickens_industrial_meat,industrial,meat,chickens
KGZ,140687.33208817217,11059.47925573711,chickens_industrial_meat,industrial,meat,chickens
GRD,110824.01698218299,11563.913362232879,chickens_industrial_meat,industrial,meat,chickens
BWA,141062.30710463462,12066.917751585286,chickens_industrial_meat,industrial,meat,chickens
VGB,119482.88935996714,12741.848864890067,chickens_industrial_meat,industrial,meat,chickens
BDI,159965.67011404227,13226.92749437204,chickens_industrial_meat,industrial,meat,chickens
DMA,138281.92372253104,13344.516243600678,chickens_industrial_meat,industrial,meat,chickens
GLP,129641.22705708868,13489.586864622934,chickens_industrial_meat,industrial,meat,chickens
MNG,176629.45111054523,13593.28130297962,chickens_industrial_meat,industrial,meat,chickens
VCT,177008.38282774444,17573.616362754256,chickens_industrial_meat,industrial,meat,chickens
TON,186594.8939667358,17995.12906278723,chickens_industrial_meat,industrial,meat,chickens
GMB,200075.9262419915,22071.153249607323,chickens_industrial_meat,industrial,meat,chickens
GUM,208897.78388723708,23371.84416093416,chickens_industrial_meat,industrial,meat,chickens
TLS,240046.16582631227,23556.61615004013,chickens_industrial_meat,industrial,meat,chickens
NCL,288479.39429611166,24880.010638968753,chickens_industrial_meat,industrial,meat,chickens
SMR,325600.63282790576,25445.235528030487,chickens_industrial_meat,industrial,meat,chickens
