iso3c,head_count,water_consumption,full_name,gleam_prod_system,gleam_product,gleam_livestock
ABW,0,0,pigs_backyard_meat,backyard,meat,pigs
AIA,0,0,pigs_backyard_meat,backyard,meat,pigs
AND,0,0,pigs_backyard_meat,backyard,meat,pigs
ARE,0,0,pigs_backyard_meat,backyard,meat,pigs
ASM,0,0,pigs_backyard_meat,backyard,meat,pigs
BHR,0,0,pigs_backyard_meat,backyard,meat,pigs
BLM,0,0,pigs_backyard_meat,backyard,meat,pigs
CCK,0,0,pigs_backyard_meat,backyard,meat,pigs
COM,0,0,pigs_backyard_meat,backyard,meat,pigs
CUW,0,0,pigs_backyard_meat,backyard,meat,pigs
DJI,0,0,pigs_backyard_meat,backyard,meat,pigs
ESH,0,0,pigs_backyard_meat,backyard,meat,pigs
FRO,0,0,pigs_backyard_meat,backyard,meat,pigs
GGY,0,0,pigs_backyard_meat,backyard,meat,pigs
GIB,0,0,pigs_backyard_meat,backyard,meat,pigs
GRL,0,0,pigs_backyard_meat,backyard,meat,pigs
IMN,0,0,pigs_backyard_meat,backyard,meat,pigs
IOT,0,0,pigs_backyard_meat,backyard,meat,pigs
JEY,0,0,pigs_backyard_meat,backyard,meat,pigs
JOR,0,0,pigs_backyard_meat,backyard,meat,pigs
KWT,0,0,pigs_backyard_meat,backyard,meat,pigs
LBY,0,0,pigs_backyard_meat,backyard,meat,pigs
MAC,0,0,pigs_backyard_meat,backyard,meat,pigs
MAF,0,0,pigs_backyard_meat,backyard,meat,pigs
MCO,0,0,pigs_backyard_meat,backyard,meat,pigs
MDV,0,0,pigs_backyard_meat,backyard,meat,pigs
MHL,0,0,pigs_backyard_meat,backyard,meat,pigs
MLT,0,0,pigs_backyard_meat,backyard,meat,pigs
MNP,0,0,pigs_backyard_meat,backyard,meat,pigs
MYT,0,0,pigs_backyard_meat,backyard,meat,pigs
NFK,0,0,pigs_backyard_meat,backyard,meat,pigs
OMN,0,0,pigs_backyard_meat,backyard,meat,pigs
PCN,0,0,pigs_backyard_meat,backyard,meat,pigs
PLW,0,0,pigs_backyard_meat,backyard,meat,pigs
PSE,0,0,pigs_backyard_meat,backyard,meat,pigs
QAT,0,0,pigs_backyard_meat,backyard,meat,pigs
SAU,0,0,pigs_backyard_meat,backyard,meat,pigs
SDN,0,0,pigs_backyard_meat,backyard,meat,pigs
SGP,0,0,pigs_backyard_meat,backyard,meat,pigs
SJM,0,0,pigs_backyard_meat,backyard,meat,pigs
SMR,0,0,pigs_backyard_meat,backyard,meat,pigs
SPM,0,0,pigs_backyard_meat,backyard,meat,pigs
SXM,0,0,pigs_backyard_meat,backyard,meat,pigs
TCA,0,0,pigs_backyard_meat,backyard,meat,pigs
XMI,0,0,pigs_backyard_meat,backyard,meat,pigs
YEM,0,0,pigs_backyard_meat,backyard,meat,pigs
IRQ,0.0044151030472609,0.029007227020504116,pigs_backyard_meat,backyard,meat,pigs
ALA,0.9272379445800022,6.091953295890614,pigs_backyard_meat,backyard,meat,pigs
FLK,0.9555626695332183,6.278046738833244,pigs_backyard_meat,backyard,meat,pigs
SYR,2.0399691043869836,13.402597015822485,pigs_backyard_meat,backyard,meat,pigs
ISL,2.868950792182326,18.849006704637883,pigs_backyard_meat,backyard,meat,pigs
IRN,4.936019689885132,32.42964936254532,pigs_backyard_meat,backyard,meat,pigs
LIE,5.177532780264418,34.01639036633723,pigs_backyard_meat,backyard,meat,pigs
LUX,9.77277652479207,64.2071417678839,pigs_backyard_meat,backyard,meat,pigs
BRN,10.412377168868694,68.40931799946732,pigs_backyard_meat,backyard,meat,pigs
AFG,23.129411024162813,151.96023042874967,pigs_backyard_meat,backyard,meat,pigs
FIN,116.55627472854772,765.7747249665587,pigs_backyard_meat,backyard,meat,pigs
TJK,126.41270109862239,830.5314462179492,pigs_backyard_meat,backyard,meat,pigs
TUR,143.655778932849,943.8184675888181,pigs_backyard_meat,backyard,meat,pigs
BHS,149.53008432350788,982.4126540054468,pigs_backyard_meat,backyard,meat,pigs
GUM,181.77166675382594,1194.2398505726367,pigs_backyard_meat,backyard,meat,pigs
BMU,203,1333.71,pigs_backyard_meat,backyard,meat,pigs
SSD,214.00565817825313,1406.0171742311231,pigs_backyard_meat,backyard,meat,pigs
CYM,296.75,1949.6475000000003,pigs_backyard_meat,backyard,meat,pigs
MSR,307,2016.9900000000002,pigs_backyard_meat,backyard,meat,pigs
MRT,337.02806692075114,2214.2743996693353,pigs_backyard_meat,backyard,meat,pigs
GNQ,355.71220112309476,2337.029161378733,pigs_backyard_meat,backyard,meat,pigs
ATG,373.21667860856036,2452.0335784582417,pigs_backyard_meat,backyard,meat,pigs
VGB,375,2463.7500000000005,pigs_backyard_meat,backyard,meat,pigs
ERI,393.9940565691141,2588.54095165908,pigs_backyard_meat,backyard,meat,pigs
BWA,395.2815250117249,2596.9996193270326,pigs_backyard_meat,backyard,meat,pigs
SHN,467.25,3069.8325000000004,pigs_backyard_meat,backyard,meat,pigs
BEL,624.1813435453353,4100.871427092853,pigs_backyard_meat,backyard,meat,pigs
TKL,625,4106.250000000001,pigs_backyard_meat,backyard,meat,pigs
VIR,666,4375.620000000001,pigs_backyard_meat,backyard,meat,pigs
GRD,672.073881431197,4415.525401002965,pigs_backyard_meat,backyard,meat,pigs
BES,721.5,4740.255000000001,pigs_backyard_meat,backyard,meat,pigs
KNA,724.76636651253,4761.715027987322,pigs_backyard_meat,backyard,meat,pigs
SOM,749.085745416945,4921.493347389329,pigs_backyard_meat,backyard,meat,pigs
NOR,851.692809928135,5595.621761227848,pigs_backyard_meat,backyard,meat,pigs
DMA,898.353823497782,5902.184620380427,pigs_backyard_meat,backyard,meat,pigs
LBN,926.3518486926156,6086.1316459104855,pigs_backyard_meat,backyard,meat,pigs
BRB,967.4439205451538,6356.10655798166,pigs_backyard_meat,backyard,meat,pigs
KOR,1130.4434913750931,7427.013738334364,pigs_backyard_meat,backyard,meat,pigs
TTO,1130.5161246287723,7427.4909388110345,pigs_backyard_meat,backyard,meat,pigs
DNK,1220.8741016037868,8021.14284753688,pigs_backyard_meat,backyard,meat,pigs
NLD,1249.8021413757936,8211.200068838965,pigs_backyard_meat,backyard,meat,pigs
AZE,1318.3111416722636,8661.304200786773,pigs_backyard_meat,backyard,meat,pigs
SWE,1380.7781492240917,9071.712440402283,pigs_backyard_meat,backyard,meat,pigs
CAN,1383.031911646554,9086.51965951786,pigs_backyard_meat,backyard,meat,pigs
CYP,1400.5880036918484,9201.863184255444,pigs_backyard_meat,backyard,meat,pigs
MTQ,1416.0012041453233,9303.127911234775,pigs_backyard_meat,backyard,meat,pigs
VCT,1446.49702553933,9503.4854577934,pigs_backyard_meat,backyard,meat,pigs
IRL,1548.4268048708927,10173.164108001765,pigs_backyard_meat,backyard,meat,pigs
TUN,1820.8000195083073,11962.65612816958,pigs_backyard_meat,backyard,meat,pigs
GUF,1835.5172414134051,12059.348276086073,pigs_backyard_meat,backyard,meat,pigs
NRU,1896.25,12458.362500000003,pigs_backyard_meat,backyard,meat,pigs
NIU,2231.0000000000005,14657.670000000004,pigs_backyard_meat,backyard,meat,pigs
EST,2605.983496163991,17121.31156979742,pigs_backyard_meat,backyard,meat,pigs
DZA,2777.0751110308574,18245.383479472734,pigs_backyard_meat,backyard,meat,pigs
TKM,3281.4005449012575,21558.801580001265,pigs_backyard_meat,backyard,meat,pigs
SYC,3432,22548.240000000005,pigs_backyard_meat,backyard,meat,pigs
GLP,3932.75,25838.167500000003,pigs_backyard_meat,backyard,meat,pigs
EGY,4503.366845539502,29587.12017519453,pigs_backyard_meat,backyard,meat,pigs
PRI,4533.379243862463,29784.30163217639,pigs_backyard_meat,backyard,meat,pigs
CZE,4540.297362225458,29829.753669821257,pigs_backyard_meat,backyard,meat,pigs
MAR,5376.055134217492,35320.682231808925,pigs_backyard_meat,backyard,meat,pigs
CHE,5789.111450331531,38034.46222867817,pigs_backyard_meat,backyard,meat,pigs
ISR,6115.666622714425,40179.92971123378,pigs_backyard_meat,backyard,meat,pigs
NZL,7655.897727961592,50299.24807270767,pigs_backyard_meat,backyard,meat,pigs
BGD,7849.23863351349,51569.497822183635,pigs_backyard_meat,backyard,meat,pigs
MNE,8644.584056240536,56794.91724950033,pigs_backyard_meat,backyard,meat,pigs
MUS,8728.461266803237,57345.99052289728,pigs_backyard_meat,backyard,meat,pigs
BLZ,8763.046225489374,57573.21370146519,pigs_backyard_meat,backyard,meat,pigs
KIR,8865,58243.05000000001,pigs_backyard_meat,backyard,meat,pigs
LCA,8975.183338123621,58966.95453147219,pigs_backyard_meat,backyard,meat,pigs
TUV,8978.75,58990.387500000004,pigs_backyard_meat,backyard,meat,pigs
BTN,9243.965111955282,60732.85078554621,pigs_backyard_meat,backyard,meat,pigs
GUY,9374.329929021347,61589.34763367026,pigs_backyard_meat,backyard,meat,pigs
GMB,12171.462079173312,79966.50586016868,pigs_backyard_meat,backyard,meat,pigs
SUR,12465.401904240045,81897.69051085711,pigs_backyard_meat,backyard,meat,pigs
WLF,15687.5,103066.87500000001,pigs_backyard_meat,backyard,meat,pigs
SVN,17394.84067572021,114284.1032394818,pigs_backyard_meat,backyard,meat,pigs
GBR,19868.692750324037,130537.31136962895,pigs_backyard_meat,backyard,meat,pigs
