iso3c,head_count,water_consumption,full_name,gleam_prod_system,gleam_product,gleam_livestock
ABW,0,0,chickens_industrial_eggs,industrial,eggs,chickens
AIA,0,0,chickens_industrial_eggs,industrial,eggs,chickens
AND,0,0,chickens_industrial_eggs,industrial,eggs,chickens
BLM,0,0,chickens_industrial_eggs,industrial,eggs,chickens
BMU,0,0,chickens_industrial_eggs,industrial,eggs,chickens
CCK,0,0,chickens_industrial_eggs,industrial,eggs,chickens
COK,0,0,chickens_industrial_eggs,industrial,eggs,chickens
CXR,0,0,chickens_industrial_eggs,industrial,eggs,chickens
DJI,0,0,chickens_industrial_eggs,industrial,eggs,chickens
ESH,0,0,chickens_industrial_eggs,industrial,eggs,chickens
FRO,0,0,chickens_industrial_eggs,industrial,eggs,chickens
FSM,0,0,chickens_industrial_eggs,industrial,eggs,chickens
GGY,0,0,chickens_industrial_eggs,industrial,eggs,chickens
GIB,0,0,chickens_industrial_eggs,industrial,eggs,chickens
GRL,0,0,chickens_industrial_eggs,industrial,eggs,chickens
IMN,0,0,chickens_industrial_eggs,industrial,eggs,chickens
IOT,0,0,chickens_industrial_eggs,industrial,eggs,chickens
JEY,0,0,chickens_industrial_eggs,industrial,eggs,chickens
KIR,0,0,chickens_industrial_eggs,industrial,eggs,chickens
MCO,0,0,chickens_industrial_eggs,industrial,eggs,chickens
MDV,0,0,chickens_industrial_eggs,industrial,eggs,chickens
MHL,0,0,chickens_industrial_eggs,industrial,eggs,chickens
MNP,0,0,chickens_industrial_eggs,industrial,eggs,chickens
MYT,0,0,chickens_industrial_eggs,industrial,eggs,chickens
NFK,0,0,chickens_industrial_eggs,industrial,eggs,chickens
NIU,0,0,chickens_industrial_eggs,industrial,eggs,chickens
NRU,0,0,chickens_industrial_eggs,industrial,eggs,chickens
PCN,0,0,chickens_industrial_eggs,industrial,eggs,chickens
PLW,0,0,chickens_industrial_eggs,industrial,eggs,chickens
PYF,0,0,chickens_industrial_eggs,industrial,eggs,chickens
SHN,1479.953464460787,0,chickens_industrial_eggs,industrial,eggs,chickens
SJM,0,0,chickens_industrial_eggs,industrial,eggs,chickens
SMR,0,0,chickens_industrial_eggs,industrial,eggs,chickens
SPM,0,0,chickens_industrial_eggs,industrial,eggs,chickens
SXM,0,0,chickens_industrial_eggs,industrial,eggs,chickens
SYC,0,0,chickens_industrial_eggs,industrial,eggs,chickens
TCA,0,0,chickens_industrial_eggs,industrial,eggs,chickens
TKL,0,0,chickens_industrial_eggs,industrial,eggs,chickens
TUV,0,0,chickens_industrial_eggs,industrial,eggs,chickens
VGB,0,0,chickens_industrial_eggs,industrial,eggs,chickens
WLF,0,0,chickens_industrial_eggs,industrial,eggs,chickens
XMI,0,0,chickens_industrial_eggs,industrial,eggs,chickens
LIE,885.8441596400377,67.65732552498179,chickens_industrial_eggs,industrial,eggs,chickens
FLK,970.4962315131373,73.97105035910062,chickens_industrial_eggs,industrial,eggs,chickens
ALA,1209.737583106917,93.46870649295442,chickens_industrial_eggs,industrial,eggs,chickens
CYM,1100,116.38003863756157,chickens_industrial_eggs,industrial,eggs,chickens
ASM,9000,933.1068930004898,chickens_industrial_eggs,industrial,eggs,chickens
MSR,16000,1639.8293389032904,chickens_industrial_eggs,industrial,eggs,chickens
TCD,15460.324596762448,1668.7252131203688,chickens_industrial_eggs,industrial,eggs,chickens
MAF,17537.52410474718,1828.992532210186,chickens_industrial_eggs,industrial,eggs,chickens
STP,29095.131225346366,2744.9354550689104,chickens_industrial_eggs,industrial,eggs,chickens
CUW,25961.43317523796,2808.8918801023083,chickens_industrial_eggs,industrial,eggs,chickens
ERI,38446.00321075584,3838.230670524675,chickens_industrial_eggs,industrial,eggs,chickens
KNA,40088.325077285386,4014.7878314725435,chickens_industrial_eggs,industrial,eggs,chickens
XKO,52308.32402919432,4168.3973469434695,chickens_industrial_eggs,industrial,eggs,chickens
TLS,43238.12924821774,4343.15752166214,chickens_industrial_eggs,industrial,eggs,chickens
VIR,42999.99999999999,4488.46991170368,chickens_industrial_eggs,industrial,eggs,chickens
DMA,46403.330108231894,4627.158982078353,chickens_industrial_eggs,industrial,eggs,chickens
VCT,49925.44131038946,5047.892121063356,chickens_industrial_eggs,industrial,eggs,chickens
GMB,47741.2501597466,5066.042220358088,chickens_industrial_eggs,industrial,eggs,chickens
WSM,49285.32690774802,5116.376683025381,chickens_industrial_eggs,industrial,eggs,chickens
COM,58800.00037193714,5448.01762971559,chickens_industrial_eggs,industrial,eggs,chickens
TON,56758.903107752354,5650.9428347798275,chickens_industrial_eggs,industrial,eggs,chickens
HKG,61235.941291818846,5831.068269622418,chickens_industrial_eggs,industrial,eggs,chickens
LSO,74157.82719359174,5956.125043741846,chickens_industrial_eggs,industrial,eggs,chickens
ATG,57858.641942470975,6057.17966949599,chickens_industrial_eggs,industrial,eggs,chickens
BDI,69984.9806748935,6424.432847555677,chickens_industrial_eggs,industrial,eggs,chickens
GNQ,67610.63929046383,6575.552883845984,chickens_industrial_eggs,industrial,eggs,chickens
GNB,63928.450984959,6710.882702459894,chickens_industrial_eggs,industrial,eggs,chickens
BES,72000,7839.4899068514815,chickens_industrial_eggs,industrial,eggs,chickens
GUM,74536.29847619725,7972.812181042624,chickens_industrial_eggs,industrial,eggs,chickens
LUX,108089.99999947024,8438.839210247252,chickens_industrial_eggs,industrial,eggs,chickens
SLB,83743.17631500361,8645.44870736715,chickens_industrial_eggs,industrial,eggs,chickens
LCA,84226.1766858667,8783.93055629129,chickens_industrial_eggs,industrial,eggs,chickens
GUF,90230.55476690961,9272.088794552108,chickens_industrial_eggs,industrial,eggs,chickens
LBR,95262.5810632385,9685.922642359305,chickens_industrial_eggs,industrial,eggs,chickens
HTI,104858.65324347629,10239.481388433353,chickens_industrial_eggs,industrial,eggs,chickens
MAC,107000,10306.626763853805,chickens_industrial_eggs,industrial,eggs,chickens
VUT,104233.23690042588,10381.470174191345,chickens_industrial_eggs,industrial,eggs,chickens
BHS,107033.6317460892,10744.969581036428,chickens_industrial_eggs,industrial,eggs,chickens
GLP,117095.30185801558,12097.620783700044,chickens_industrial_eggs,industrial,eggs,chickens
NER,109804.75924470247,12109.550846903117,chickens_industrial_eggs,industrial,eggs,chickens
MTQ,119789.97256770711,12213.542128754376,chickens_industrial_eggs,industrial,eggs,chickens
