iso3c,head_count,water_consumption,full_name,gleam_prod_system,gleam_product,gleam_livestock
ABW,0,0,sheep_grassland_milk,grassland,milk,sheep
AGO,0,0,sheep_grassland_milk,grassland,milk,sheep
AIA,0,0,sheep_grassland_milk,grassland,milk,sheep
ARG,0,0,sheep_grassland_milk,grassland,milk,sheep
ASM,0,0,sheep_grassland_milk,grassland,milk,sheep
ATG,0,0,sheep_grassland_milk,grassland,milk,sheep
AUS,0,0,sheep_grassland_milk,grassland,milk,sheep
BEL,0,0,sheep_grassland_milk,grassland,milk,sheep
BEN,0,0,sheep_grassland_milk,grassland,milk,sheep
BES,0,0,sheep_grassland_milk,grassland,milk,sheep
BHR,0,0,sheep_grassland_milk,grassland,milk,sheep
BHS,0,0,sheep_grassland_milk,grassland,milk,sheep
BLM,0,0,sheep_grassland_milk,grassland,milk,sheep
BLR,0,0,sheep_grassland_milk,grassland,milk,sheep
BLZ,0,0,sheep_grassland_milk,grassland,milk,sheep
BMU,0,0,sheep_grassland_milk,grassland,milk,sheep
BRA,0,0,sheep_grassland_milk,grassland,milk,sheep
BRB,0,0,sheep_grassland_milk,grassland,milk,sheep
BRN,0,0,sheep_grassland_milk,grassland,milk,sheep
BTN,0,0,sheep_grassland_milk,grassland,milk,sheep
BWA,0,0,sheep_grassland_milk,grassland,milk,sheep
CAF,0,0,sheep_grassland_milk,grassland,milk,sheep
CAN,0,0,sheep_grassland_milk,grassland,milk,sheep
CCK,0,0,sheep_grassland_milk,grassland,milk,sheep
CHL,0,0,sheep_grassland_milk,grassland,milk,sheep
CIV,0,0,sheep_grassland_milk,grassland,milk,sheep
COD,0,0,sheep_grassland_milk,grassland,milk,sheep
COG,0,0,sheep_grassland_milk,grassland,milk,sheep
COK,0,0,sheep_grassland_milk,grassland,milk,sheep
COL,0,0,sheep_grassland_milk,grassland,milk,sheep
COM,0,0,sheep_grassland_milk,grassland,milk,sheep
CPV,0,0,sheep_grassland_milk,grassland,milk,sheep
CRI,0,0,sheep_grassland_milk,grassland,milk,sheep
CUB,0,0,sheep_grassland_milk,grassland,milk,sheep
CUW,0,0,sheep_grassland_milk,grassland,milk,sheep
CXR,0,0,sheep_grassland_milk,grassland,milk,sheep
CYM,0,0,sheep_grassland_milk,grassland,milk,sheep
DEU,0,0,sheep_grassland_milk,grassland,milk,sheep
DJI,0,0,sheep_grassland_milk,grassland,milk,sheep
DMA,0,0,sheep_grassland_milk,grassland,milk,sheep
DNK,0,0,sheep_grassland_milk,grassland,milk,sheep
DOM,0,0,sheep_grassland_milk,grassland,milk,sheep
EGY,0,0,sheep_grassland_milk,grassland,milk,sheep
EST,0,0,sheep_grassland_milk,grassland,milk,sheep
FIN,0,0,sheep_grassland_milk,grassland,milk,sheep
FJI,0,0,sheep_grassland_milk,grassland,milk,sheep
FLK,0,0,sheep_grassland_milk,grassland,milk,sheep
FRO,0,0,sheep_grassland_milk,grassland,milk,sheep
FSM,0,0,sheep_grassland_milk,grassland,milk,sheep
