iso3c,head_count,water_consumption,full_name,gleam_prod_system,gleam_product,gleam_livestock
AIA,0,0,goats_grassland_meat,grassland,meat,goats
ASM,0,0,goats_grassland_meat,grassland,meat,goats
BES,0,0,goats_grassland_meat,grassland,meat,goats
BHR,0,0,goats_grassland_meat,grassland,meat,goats
BLM,0,0,goats_grassland_meat,grassland,meat,goats
BMU,0,0,goats_grassland_meat,grassland,meat,goats
CCK,0,0,goats_grassland_meat,grassland,meat,goats
COK,0,0,goats_grassland_meat,grassland,meat,goats
CUW,0,0,goats_grassland_meat,grassland,meat,goats
CYM,0,0,goats_grassland_meat,grassland,meat,goats
DNK,0,0,goats_grassland_meat,grassland,meat,goats
EGY,0,0,goats_grassland_meat,grassland,meat,goats
FLK,0,0,goats_grassland_meat,grassland,meat,goats
FRO,0,0,goats_grassland_meat,grassland,meat,goats
FSM,0,0,goats_grassland_meat,grassland,meat,goats
GGY,0,0,goats_grassland_meat,grassland,meat,goats
GIB,0,0,goats_grassland_meat,grassland,meat,goats
GRL,0,0,goats_grassland_meat,grassland,meat,goats
GUM,0,0,goats_grassland_meat,grassland,meat,goats
IOT,0,0,goats_grassland_meat,grassland,meat,goats
KHM,0,0,goats_grassland_meat,grassland,meat,goats
KIR,0,0,goats_grassland_meat,grassland,meat,goats
MAC,0,0,goats_grassland_meat,grassland,meat,goats
MAF,0,0,goats_grassland_meat,grassland,meat,goats
MCO,0,0,goats_grassland_meat,grassland,meat,goats
MDV,0,0,goats_grassland_meat,grassland,meat,goats
MHL,0,0,goats_grassland_meat,grassland,meat,goats
MLT,0,0,goats_grassland_meat,grassland,meat,goats
MNP,0,0,goats_grassland_meat,grassland,meat,goats
MYT,0,0,goats_grassland_meat,grassland,meat,goats
NFK,0,0,goats_grassland_meat,grassland,meat,goats
NIU,0,0,goats_grassland_meat,grassland,meat,goats
NRU,0,0,goats_grassland_meat,grassland,meat,goats
PCN,0,0,goats_grassland_meat,grassland,meat,goats
PLW,0,0,goats_grassland_meat,grassland,meat,goats
PYF,0,0,goats_grassland_meat,grassland,meat,goats
SGP,0,0,goats_grassland_meat,grassland,meat,goats
SHN,0,0,goats_grassland_meat,grassland,meat,goats
SJM,0,0,goats_grassland_meat,grassland,meat,goats
SPM,0,0,goats_grassland_meat,grassland,meat,goats
SWE,0,0,goats_grassland_meat,grassland,meat,goats
SXM,0,0,goats_grassland_meat,grassland,meat,goats
SYC,0,0,goats_grassland_meat,grassland,meat,goats
TCA,0,0,goats_grassland_meat,grassland,meat,goats
TKL,0,0,goats_grassland_meat,grassland,meat,goats
TON,0,0,goats_grassland_meat,grassland,meat,goats
TUV,0,0,goats_grassland_meat,grassland,meat,goats
VGB,0,0,goats_grassland_meat,grassland,meat,goats
WLF,0,0,goats_grassland_meat,grassland,meat,goats
MUS,6.265822413991204e-14,8.924959234123495e-14,goats_grassland_meat,grassland,meat,goats
ALA,0.0011167274612629847,0.0015884619693605083,goats_grassland_meat,grassland,meat,goats
WSM,0.01481751647715712,0.021925655723445743,goats_grassland_meat,grassland,meat,goats
BLZ,0.1821964986540034,0.2702123241016474,goats_grassland_meat,grassland,meat,goats
GUF,0.5200088051885717,0.7585124507259102,goats_grassland_meat,grassland,meat,goats
ISL,0.7217077990789139,1.026575804387563,goats_grassland_meat,grassland,meat,goats
FIN,6.308515283864727,8.973394994885656,goats_grassland_meat,grassland,meat,goats
SMR,9.036519424219136,12.85377850789618,goats_grassland_meat,grassland,meat,goats
BHS,9.80459329083087,14.51239073556628,goats_grassland_meat,grassland,meat,goats
PNG,13.033359009920886,19.216132420264604,goats_grassland_meat,grassland,meat,goats
HKG,15.854646763978508,23.182793837658703,goats_grassland_meat,grassland,meat,goats
SUR,22.32330821970747,33.185622830729486,goats_grassland_meat,grassland,meat,goats
STP,29.989356873279128,42.92101065366804,goats_grassland_meat,grassland,meat,goats
QAT,34.426108000991384,56.94346670984502,goats_grassland_meat,grassland,meat,goats
LIE,54.415031762499666,77.40134590987682,goats_grassland_meat,grassland,meat,goats
KNA,55.882443161681294,80.59510087200749,goats_grassland_meat,grassland,meat,goats
AND,64.03452014468996,91.08435451300824,goats_grassland_meat,grassland,meat,goats
JPN,64.80056289062811,93.50800469434397,goats_grassland_meat,grassland,meat,goats
CXR,72.82191453357336,113.66006394363731,goats_grassland_meat,grassland,meat,goats
TTO,84.92974038664946,126.23636861753106,goats_grassland_meat,grassland,meat,goats
LCA,85.00339384340128,126.35773001660736,goats_grassland_meat,grassland,meat,goats
JEY,89.59415621347148,127.44104068246682,goats_grassland_meat,grassland,meat,goats
IMN,102.28080657019211,145.48685965734282,goats_grassland_meat,grassland,meat,goats
NOR,104.66859590700768,148.8833128511117,goats_grassland_meat,grassland,meat,goats
