lat,lon,area_ha,iso3c
20.117197,92.884433,62941.972,MMR
15.967665,94.337465,13505.574,MMR
16.441903,96.371311,2992.246,MMR
16.100756,97.581799,NA,MMR
13.436424,98.32312,NA,MMR
